,Concept_ID,pl,ca
240,Großmutter::N,babka,àvia
241,Eltern::N,rodzice,pares
242,Vater::N,ojciec,pare
243,Mutter::N,matka,mare
244,Sohn::N,syn,fill
245,Tochter::N,córka,filla
246,Bruder::N,brat,germà
247,Schwester::N,siostra,germana
248,Onkel::N,wuj,oncle
249,Onkel::N,stryj,oncle
250,Tante::N,ciotka,tia
251,Ehemann::N,mąż,espòs
252,Ehefrau::N,żona,muller
253,Freude::N,radość,goig
254,Freude::N,radość,alegria
255,Gelächter::N,śmiech,riallada
256,Glück::N,szczęście,felicitat
257,Kummer::N,zmartwienie,pena
258,Wunsch::N,życzenie,desig
259,Lust::N,chęć,ganes
260,Lust::N,ochota,ganes
261,Geist::N,duch,ment
262,Geist::N,duch,esperit
263,Gedanke::N,myśl,pensament
264,Gedächtnis::N,pamięć,memòria
265,Verstand::N,rozum,raó
266,Verstand::N,rozum,seny
267,Sinn::N,zmysł,solta
268,Sinn::N,zmysł,sentit
269,Grund::N,powód,raó
270,Grund::N,powód,causa
271,Wahrheit::N,prawda,veritāt
272,Gespräch::N,rozmowa,conversa
273,Märchen::N,bajka,conte
274,Erzählung::N,opowiadanie,narració
275,Nachricht::N,wiadomość,missatge
276,Neuigkeit::N,nowina,novetat
277,Name::N,imię,nom
278,Rätsel::N,zagadka,endevinalla
279,Rede::N,mowa,discurs
280,Sprache::N,język,llēngua
281,Stimme::N,głos,veu
282,Wort::N,słowo,mot
283,Wort::N,słowo,paraula
284,Zeichen::N,znak,signe
285,Zeichen::N,znak,senyal
286,Ruf::N,wołanie,crida
287,Lärm::N,hałas,sorōll
288,Lärm::N,zgiełk,sorōll
289,Laut::N,dźwięk,so
290,Ton::N,ton,to
291,Ton::N,dźwięk,to
292,Lied::N,pieśń,cançó
293,Lied::N,piosenka,cançó
294,Ruhe::N,spokój,calma
295,Ruhe::N,spokój,silenci
296,Leute::N,ludzie,gent
297,Volk::N,naród,poble
298,Arbeit::N,praca,labor
299,Arbeit::N,praca,treball
300,Arbeit::N,robota,labor
301,Arbeit::N,robota,treball
302,Gast::N,gość,hoste
303,Geschenk::N,prezent,regal
304,Geschenk::N,prezent,obsequi
305,Geschenk::N,podarunek,regal
306,Geschenk::N,podarunek,obsequi
307,Spiel::N,gra,joc
308,Spiel::N,zabawa,joc
309,Gesellschaft::N,towarzystwo,companyia
310,Hilfe::N,pomoc,ajut
311,Freund::N,przyjaciel,amīc
312,Kamerad::N,kolega,company
313,Kamerad::N,kolega,camarada
314,Angelegenheit::N,sprawa,afer
315,Angelegenheit::N,sprawa,assumpte
316,Anzahl::N,ilość,nombre
317,Anzahl::N,ilość,quantitat
318,Art::N,rodzaj,tipus
319,Art::N,rodzaj,classe
320,Stück::N,kawałek,peça
321,Teil::N,część,part
322,Hälfte::N,połowa,meitat
323,Kreis::N,krąg,cercle
324,Kreuz::N,krzyż,creu
325,Linie::N,linia,línia
326,Strich::N,kreska,traç
327,Strich::N,kreska,ratlla
328,Abstand::N,odstęp,distància
329,Entfernung::N,odległość,distància
330,Gegend::N,okolica,regió
331,Gegend::N,okolica,contrada
332,Platz::N,miejsce,cabuda
333,Ort::N,miejsce,lloc
334,Seite::N,bok,banda
335,Seite::N,bok,costāt
336,Seite::N,strona,banda
337,Seite::N,strona,costāt
338,Mitte::N,środek,mig
339,Mitte::N,środek,centre
340,Gegenstand::N,przedmiot,objecte
341,Sache::N,rzecz,cosa
342,Rand::N,skraj,vora
343,Rand::N,skraj,marge
344,Rand::N,krawędź,vora
345,Rand::N,krawędź,marge
346,Kante::N,kant,caire
347,Kante::N,kant,cantell
348,Kante::N,krawędź,caire
349,Kante::N,krawędź,cantell
350,Ecke::N,róg,cantonada
351,Spitze::N,ostrze,punta
352,Ende::N,koniec,cap
353,Loch::N,dziura,forāt
354,Winkel::N,kąt,racó
355,Winkel::N,kącik,racó
356,Muster::N,wzór,dibuix
357,Muster::N,wzór,disseny
358,Größe::N,rozmiar,grandària
359,Größe::N,wielkość,grandària
360,Länge::N,długość,longitud
361,Höhe::N,wysokość,altura
362,Höhe::N,wysokość,altitud
363,Gewicht::N,ciężar,pes
364,Menge::N,ilość,quantitat
365,Haufen::N,kupa,pila
366,Reihe::N,rząd,fila
367,Reihe::N,szereg,fila
368,Boot::N,łódź,bot
369,Boot::N,łódź,barca
370,Boot::N,łódka,bot
371,Boot::N,łódka,barca
372,Ruder::N,wiosło,rem
373,Schlitten::N,sanki,trineu
374,Ski::N,narta,esquí
375,Lagerfeuer::N,ognisko,foc de campament
376,Last::N,ciężar,càrrega
377,Last::N,brzemię,càrrega
378,Gang::N,chód,marxa
379,Schritt::N,krok,pas
380,Norden::N,północ,nord
381,Süden::N,południe,sud
382,Westen::N,zachód,oest
383,Westen::N,zachód,occident
384,Osten::N,wschód,est
385,Osten::N,wschód,orient
386,Holz::N,drzewo,fusta
387,Brett::N,deska,taula
388,Platte::N,płyta,placa
389,Stütze::N,podpora,suport
390,Stange::N,drąg,vara
391,Stange::N,żerdź,vara
392,Stock::N,kij,pal
393,Stock::N,laska,pal
394,Stab::N,pręt,bastó
395,Rohr::N,rura,tub
396,Haus::N,dom,casa
397,Heim::N,dom,llar
398,Ofen::N,piec,estufa
399,Fußboden::N,podłoga,terra
400,Tisch::N,stół,taula
401,Stuhl::N,krzesło,cadira
402,Wiege::N,kołyska,bressol
403,Bett::N,łóżko,llit
404,Bett::N,pościel,llit
405,Regal::N,regał,prestatgeria
406,Kiste::N,skrzynia,caixa
407,Fenster::N,okno,finestra
408,Tür::N,drzwi,porta
409,Tor::N,brama,portal
410,Zaun::N,płot,tanca
411,Zaun::N,parkan,tanca
412,Dach::N,dach,teulada
413,Leiter::N,drabina,escala
414,Leiter::N,drabina,escala de mà
415,Besen::N,miotła,escombra
416,Spaten::N,rydel,pala
417,Schaufel::N,łopata,pala
418,Gabel::N,widelec,forquilla
419,Löffel::N,łyżka,cullera
420,Messer::N,nóż,coltell
421,Nagel::N,gwóźdź,clau
422,Netz::N,sieć,filat
423,Haken::N,hak,ganxo
424,Griff::N,chwyt,puny
425,Griff::N,chwyt,mànec
426,Schloss::N,zamek,pany
427,Bild::N,obraz,imatge
428,Figur::N,figura,figura
429,Puppe::N,lalka,nina
430,Beutel::N,torba,bossa
431,Bündel::N,wiązka,feix
432,Bündel::N,wiązka,paquet
433,Tasche::N,torba,bossa
434,Eimer::N,kubeł,galleda
435,Eimer::N,wiadro,galleda
436,Deckel::N,przykrywka,tapa
437,Deckel::N,przykrywka,tapadora
438,Geschirr::N,statki,vaixella
439,Geschirr::N,naczynia,vaixella
440,Sack::N,worek,sac
441,Sack::N,worek,saca
442,Tasse::N,filiżanka,tassa
443,Topf::N,garnek,pot
444,Topf::N,garnek,olla
445,Kessel::N,kocioł,caldera
446,Essen::N,jedzenie,àpat
447,Essen::N,jedzenie,menjada
448,Nahrung::N,pokarm,aliment
449,Nahrung::N,pożywienie,aliment
450,Speise::N,potrawa,plat
451,Speise::N,jedzenie,plat
452,Fleisch::N,mięso,carn
453,Getreide::N,zboże,cereals
454,Brei::N,kasza,puré
455,Brot::N,chleb,pa
456,Scheibe::N,kromka,tall
457,Scheibe::N,kromka,llesca
458,Fett::N,tłuszcz,greix
459,Butter::N,masło,mantega
460,Öl::N,olej,oli
461,Salz::N,sól,sal
462,Suppe::N,zupa,sopa
463,Honig::N,miód,mel
464,Milch::N,mleko,llet
465,Tee::N,herbata,te
466,Leder::N,skóra,cuir
467,Wolle::N,wełna,llana
468,Stoff::N,tkanina,tela
469,Stoff::N,materiał,tela
470,Nadel::N,igła,agulla
471,Faden::N,nić,fil
472,Faden::N,nitka,fil
473,Knopf::N,guzik,botó
474,Knoten::N,węzeł,nus
475,Farbe::N,farba,pintura
476,Kleidung::N,odzież,roba
477,Kleidung::N,odzież,vestits
478,Hemd::N,koszula,camisa
479,Kragen::N,kołnierz,coll
480,Ärmel::N,rękaw,màniga
481,Hose::N,spodnie,pantalōns
482,Gürtel::N,pasek,cinturó
483,Mütze::N,czapka,gorra
484,Schuh::N,but,sabata
485,Schuh::N,bucik,sabata
486,Stiefel::N,but,bota
487,Stiefel::N,kozak,bota
488,Ring::N,pierścień,anell
489,Band::N,wstęga,veta
490,Band::N,wstęga,cinta
491,Kamm::N,grzebień,pinta
492,Spiegel::N,lustro,mirāll
493,Riemen::N,rzemień,corretja
494,Schnur::N,sznur,corda
495,Leine::N,smycz,corretja
496,Decke::N,kołdra,manta
497,Decke::N,kołdra,flassada
498,Kissen::N,poduszka,coixí
499,Tuch::N,chustka,mocador
500,Handtuch::N,ręcznik,tovallola
501,Kraft::N,moc,força
502,Kraft::N,siła,força
503,Stärke::N,moc,vigor
504,Stärke::N,siła,vigor
505,Gesundheit::N,zdrowie,salut
506,Krankheit::N,choroba,malaltia
507,Schmerz::N,ból,dolor
508,Wunde::N,rana,ferida
509,Fieber::N,gorączka,febre
510,Arznei::N,lekarstwo,medicament
511,Brücke::N,most,pont
512,Brunnen::N,studnia,pou
513,Weide::N,pastwisko,pastura
514,Pfad::N,ścieżka,senda
515,Pfad::N,ścieżka,sender
516,Weg::N,droga,camí
517,Straße::N,ulica,carretera
518,Dorf::N,wieś,poble
519,Stadt::N,miasto,ciutāt
520,Brief::N,list,carta
521,Buch::N,książka,llibre
522,Buchstabe::N,litera,lletra
523,Zeitung::N,gazeta,diāri
524,Zeitung::N,dziennik,diāri
525,Leben::N,życie,vida
526,Tod::N,śmierć,mort
527,Grab::N,grób,tomba
528,Kirche::N,kościół,església
529,Sünde::N,grzech,pecat
530,Gott::N,bóg,déu
531,Arbeiter::N,robotnik,obrer
532,Chef::N,szef,cap
533,Meister::N,mistrz,mestre
534,Meister::N,majster,mestre
535,Arzt::N,lekarz,metge
536,Lehrer::N,nauczyciel,mestre
537,Geld::N,pieniądze,dinērs
538,Geschäft::N,sprawa,negoci
539,Geschäft::N,interes,negoci
540,Laden::N,sklep,tenda
541,Laden::N,sklep,botiga
542,Preis::N,cena,preu
543,Ware::N,towar,mercaderia
544,Nutzen::N,pożytek,profit
545,Reichtum::N,bogactwo,riquesa
546,Welt::N,świat,món
547,Land::N,kraj,país
548,Staat::N,państwo,estat
549,König::N,król,rei
550,Macht::N,władza,poder
551,Macht::N,władza,potència
552,Grenze::N,granica,frontera
553,Krieg::N,wojna,guerra
554,Feind::N,wróg,enemic
555,Gewalt::N,władza,violència
556,Kampf::N,bój,lluita
557,Kampf::N,walka,lluita
558,Bogen[Waffe]::N,łuk,arc
559,Pfeil::N,strzała,fletxa
560,Gewehr::N,karabin,fusell
561,Gewehr::N,karabin,escopeta
562,Fehler::N,błąd,falta
563,Lüge::N,kłamstwo,mentida
564,Schaden::N,szkoda,dany
565,Unglück::N,nieszczęście,desgràcia
566,Schuld::N,wina,culpa
567,Alter::N,wiek,edat
568,Schluss::N,koniec,fi
569,Schluss::N,koniec,final
570,Schluss::N,zakończenie,fi
571,Schluss::N,zakończenie,final
572,Zeit::N,czas,temps
573,Tag::N,dzień,dia
574,Morgen::N,ranek,matí
575,Morgen::N,poranek,matí
576,Mittag::N,południe,migdia
577,Abend::N,wieczór,vespre
578,Nacht::N,noc,nit
579,Woche::N,tydzień,setmana
580,Monat::N,miesiąc,mes
581,Jahr::N,rok,any
582,Frühling::N,wiosna,primavera
583,Sommer::N,lato,estīu
584,Herbst::N,jesień,tardor
585,Winter::N,zima,hivērn
586,Januar::N,styczeń,gener
587,Februar::N,luty,febrer
588,März::N,marzec,març
589,April::N,kwiecień,abril
590,Mai::N,maj,maig
591,Juni::N,czerwiec,juny
592,Juli::N,lipiec,juliol
593,August::N,sierpień,agost
594,September::N,wrzesień,setembre
595,Oktober::N,październik,octubre
596,November::N,listopad,novembre
597,Dezember::N,grudzień,desembre
598,Montag::N,poniedziałek,dilluns
599,Dienstag::N,wtorek,dimarts
600,Mittwoch::N,środa,dimecres
601,Donnerstag::N,czwartek,dijous
602,Freitag::N,piątek,divendres
603,Samstag::N,sobota,dissabte
604,Sonntag::N,niedziela,diumenge
605,groß::A,duży,gros
606,groß::A,wielki,gros
607,klein::A,mały,petīt
608,lang::A,długi,llarg
609,kurz::A,krótki,curt
610,breit::A,szeroki,ample
611,schmal::A,wąski,estret
612,dicht::A,gęsty,dens
613,dick[Gegenstand]::A,gruby,gruixūt
614,dünn::A,cienki,prim
615,fein::A,drobny,fi
616,fest::A,mocny,ferm
617,fest::A,mocny,sòlid
618,fest::A,twardy,ferm
619,fest::A,twardy,sòlid
620,flach::A,płaski,pla
621,glatt::A,gładki,llis
622,hart::A,twardy,dur
623,weich::A,miękki,tou
624,rund::A,okrągły,rodó
625,spitz::A,spiczasty,punxegut
626,scharf::A,ostry,agut
627,stumpf::A,tępy,rom
628,stumpf::A,tępy,esmussat
629,schwer::A,ciężki,pesāt
630,schön::A,ładny,bonīc
631,schön::A,piękny,bonīc
632,heiß::A,gorący,calēnt
633,warm::A,ciepły,càlid
634,kalt::A,zimny,fred
635,kühl::A,chłodny,fresc
636,frisch::A,świeży,fresc
637,feucht::A,wilgotny,humit
638,nass::A,mokry,mullat
639,trocken::A,suchy,sec
640,voll::A,pełny,ple
641,leer::A,pusty,buit
642,leer::A,próżny,buit
643,offen::A,otwarty,obert
644,geschlossen::A,zamknięty,tancat
645,sauber::A,czysty,net
646,schmutzig::A,brudny,brut
647,roh::A,surowy,cru
648,reif::A,dojrzały,madur
649,lecker::A,smaczny,deliciós
650,süß::A,słodki,dolç
651,bitter::A,gorzki,amarg
652,sauer::A,kwaśny,agre
653,hell::A,jasny,clar
654,dunkel::A,ciemny,fosc
655,schwarz::A,czarny,negre
656,weiß::A,biały,blanc
657,rot::A,czerwony,vermēll
658,gelb::A,żółty,groc
659,blau::A,błękitny,blau
660,blau::A,niebieski,blau
661,grün::A,zielony,verd
662,grau::A,szary,gris
663,bunt::A,barwny,multicolor
664,billig::A,tani,barat
665,teuer::A,drogi,car
666,wertvoll::A,cenny,preciós
667,blind::A,ślepy,cec
668,taub::A,głuchy,sord
669,kräftig::A,mocny,fort
670,kräftig::A,mocny,vigorós
671,stark::A,silny,fort
672,schwach::A,słaby,feble
673,fett::A,tłusty,gras
674,schlank::A,smukły,esvelt
675,hübsch::A,ładny,maco
676,böse::A,zły,dolent
677,dumm::A,głupi,ximple
678,dumm::A,głupi,estúpid
679,faul::A,leniwy,gandūl
680,faul::A,leniwy,mandrós
681,fleißig::A,pilny,diligēnt
682,geizig::A,skąpy,avar
683,klug::A,mądry,intel·ligent
684,geschickt::A,zręczny,hàbil
685,lieb::A,miły,amat
686,lieb::A,miły,estimat
687,lustig::A,wesoły,alegre
688,sanft::A,łagodny,suau
689,hungrig::A,głodny,afamat
690,krank::A,chory,malālt
691,nackt::A,nagi,nu
692,traurig::A,smutny,trist
693,lebendig::A,żywy,viu
694,gut::A,dobry,bo
695,schlecht::A,zły,dolēnt
696,richtig::A,słuszny,just
697,richtig::A,słuszny,correcte
698,richtig::A,właściwy,just
699,richtig::A,właściwy,correcte
700,schlimm::A,zły,greu
701,wahr::A,prawdziwy,vertader
702,wahr::A,prawdziwy,veritable
703,alt::A,stary,vell
704,neu::A,nowy,nou
705,ehemalig::A,były,antic
706,alt[Lebewesen]::A,stary,vell
707,jung::A,młody,jove
708,arm::A,ubogi,pobre
709,arm::A,biedny,pobre
710,reich::A,bogaty,ric
711,bekannt::A,znany,conegut
712,berühmt::A,słynny,famós
713,fremd::A,obcy,estrany
714,fremd::A,cudzy,estrany
715,verschieden::A,różny,diferent
716,nah::A,bliski,pròxim
717,fern::A,daleki,llunyà
718,fern::A,daleki,distant
719,linker::A,lewy,esquerre
720,rechter::A,prawy,dret
721,anderer::A,inny,altre
722,erster::A,pierwszy,primer
723,zweiter::A,drugi,segon
724,dritter::A,trzeci,tercer
725,letzter::A,ostatni,últim
726,allein::ADV,sam,sol
727,auf einmal::ADV,naraz,d'una vegada
728,zusammen::ADV,razem,junt
729,lange::ADV,długo,molt de temps
730,plötzlich::ADV,nagle,de cop
731,plötzlich::ADV,nagle,de sobte
732,sofort::ADV,natychmiast,de seguida
733,später::ADV,później,més tard
734,jetzt::ADV,teraz,ara
735,jetzt::ADV,obecnie,ara
736,heute::ADV,dziś,avūi
737,heute::ADV,dzisiaj,avūi
738,morgen::ADV,jutro,demà
739,bald::ADV,wkrótce,aviāt
740,dann::ADV,potem,després
741,gestern::ADV,wczoraj,ahir
742,einst::ADV,kiedyś,anteriorment
743,einst::ADV,niegdyś,anteriorment
744,damals::ADV,wtedy,llavōrs
745,damals::ADV,wtedy,aleshores
746,damals::ADV,wówczas,llavōrs
747,damals::ADV,wówczas,aleshores
748,danach::ADV,następnie,després
749,vorher::ADV,przedtem,abāns
750,zuerst::ADV,naprzód,primer
751,zuerst::ADV,najpierw,primer
752,einmal::ADV,raz,una vegada
753,manchmal::ADV,czasem,de vegades
754,oft::ADV,często,sovint
755,immer::ADV,zawsze,sempre
756,niemals::ADV,nigdy,no ... mai
757,hier::ADV,tu,aquí
758,hier::ADV,tutaj,aquí
759,hierhin::ADV,tu,per aquí
760,von hier::ADV,stąd,des d'aquí
761,dort::ADV,tam,allí
762,dorthin::ADV,tam,hi
763,geradeaus::ADV,prosto,tot dret
764,vorwärts::ADV,naprzód,endavānt
765,rückwärts::ADV,wstecz,endarrera
766,zurück::ADV,z powrotem,darrere
767,unten::ADV,u dołu,a baix
768,unten::ADV,na dole,a baix
769,hinab::ADV,na_dół,cap avall
770,hinab::ADV,w_dół,cap avall
771,oben::ADV,w górze,dalt
772,oben::ADV,na górze,dalt
773,hinauf::ADV,w górę,cap amunt
774,hinauf::ADV,na górę,cap amunt
775,überall::ADV,wszędzie,pertot
776,überall::ADV,wszędzie,per tot arreu
777,nicht::ADV,nie,no
778,ein wenig::ADV,trochę,una mica
779,kaum::ADV,ledwie,a penes
780,kaum::ADV,prawie nie,a penes
781,sehr::ADV,bardzo,molt
782,so::ADV,tak,així
783,noch::ADV,jeszcze,encara
784,nur::ADV,tylko,només
785,schon::ADV,już,ja
786,wieder::ADV,znów,de nou
787,wieder::ADV,znowu,de nou
788,vergebens::ADV,na próżno,en va
789,vor::PRP,przed,davānt
790,vor::PRP,przed,enfront de
791,hinter::PRP,za,darrera
792,unter::PRP,pod,sota
793,durch::PRP,przez,per
794,neben::PRP,obok,al costāt de
795,zwischen::PRP,między,entre
796,wegen::PRP,z powodu,a causa de
797,dies::PRN,to,aquest
798,das::PRN,to,això
799,alles::PRN,wszystko,tot
800,ich::PRN,ja,jo
801,du::PRN,ty,tu
802,er::PRN,on,ell
803,wir::PRN,my,nosaltres
804,ihr::PRN,wy,vosaltres
805,sie::PRN,oni,ells
806,sie::PRN,oni,elles
807,was::FPRN,co,què
808,wer::FPRN,kto,qui
809,wo::FADV,gdzie,on
810,wohin::FADV,dokąd,cap a on
811,wie::FADV,jak,com
812,warum::FADV,dlaczego,per què
813,wieviel::FNUM,ile,quant
814,eins::NUM,jeden,u
815,zwei::NUM,dwa,dos
816,drei::NUM,trzy,tres
817,vier::NUM,cztery,quatre
818,fünf::NUM,pięć,cinc
819,sechs::NUM,sześć,sis
820,sieben::NUM,siedem,set
821,acht::NUM,osiem,vuit
822,neun::NUM,dziewięć,nou
823,zehn::NUM,dziesięć,deu
824,elf::NUM,jedenaście,onze
825,zwölf::NUM,dwanaście,dotze
826,zwanzig::NUM,dwadzieścia,vint
827,dreißig::NUM,trzydzieści,trenta
828,vierzig::NUM,czterdzieści,quaranta
829,fünfzig::NUM,pięćdziesiąt,cinquanta
830,sechzig::NUM,sześćdziesiąt,seixanta
831,siebzig::NUM,siedemdziesiąt,setanta
832,achtzig::NUM,osiemdziesiąt,vuitanta
833,neunzig::NUM,dziewięćdziesiąt,noranta
834,hundert::NUM,sto,cent
835,tausend::NUM,tysiąc,mil
836,und::CNJ,i,i
837,oder::CNJ,lub,o
