,Concept_ID,kl,udm
270,Tante::N,ajak,апа
271,Tante::N,ajak,кенак
272,Tante::N,atsak,апа
273,Tante::N,atsak,кенак
274,Ehemann::N,ui,карт
275,Ehefrau::N,nuliaq,кышно
276,Freude::N,tipaatsussuseq,шумпотон
277,Gelächter::N,illaq,горем
278,Glück::N,usornaat,шуд
279,Glück::N,usornarsuseq,шуд
280,Wunsch::N,kissaat,мылпотон
281,Lust::N,illigussuseq,потон
282,Lust::N,piummaseq,потон
283,Geist::N,anerneq,лул
284,Geist::N,toornaq,лул
285,Gedanke::N,isumassaq,малпан
286,Gedächtnis::N,eqqaamannissuseq,йырсазь
287,Gedächtnis::N,eqqaamannissuseq,тодэваён
288,Verstand::N,isuma,йырвизь
289,Verstand::N,sianissut,йырвизь
290,Verstand::N,misigissut,йырвизь
291,Verstand::N,sianissuseq,йырвизь
292,Verstand::N,silaqassuseq,йырвизь
293,Sinn::N,isuma,смысл
294,Grund::N,patsit,муг
295,Grund::N,patsit,ньӧм
296,Wahrheit::N,sallusuissut,зэм
297,Wahrheit::N,sallusuissut,шонер
298,Märchen::N,oqalualaarut,выжыкыл
299,Märchen::N,oqaluasaaq,выжыкыл
300,Erzählung::N,oqaluttuaq,верос
301,Nachricht::N,oqaassut,ивор
302,Nachricht::N,oqqersuut,ивор
303,Neuigkeit::N,tusarnartaq,выльивор
304,Name::N,ateq,ним
305,Rätsel::N,nalorsitsaarut,мадькыл
306,Rede::N,oqaluuseq,верам
307,Sprache::N,oqaatsit,кыл
308,Stimme::N,erinaq,куара
309,Stimme::N,qarluuseq,куара
310,Wort::N,oqaasii,кыл
311,Zeichen::N,nalunaaqqut,пус
312,Zeichen::N,nalunaaqqut,тодмет
313,Ruf::N,qaaqqussut,ӧтён
314,Ruf::N,qaaqqussut,чортон
315,Lärm::N,perpaluk,ӵашетон
316,Laut::N,torsukattak,куара
317,Ton::N,erinaq,куара
318,Lied::N,taalliaq,кырӟан
319,Lied::N,erinarsuut,кырӟан
320,Ruhe::N,qatsunganeq,чалмыт улон
321,Leute::N,inuiak,адямиос
322,Leute::N,inuiaqatigiit,адямиос
323,Volk::N,inuiaat,калык
324,Arbeit::N,suliaq,уж
325,Gast::N,qaaqqusaq,куно
326,Geschenk::N,pajugut,салам
327,Geschenk::N,pajugut,кузьым
328,Hilfe::N,annertoqqut,юрттон
329,Freund::N,tiliaq,эш
330,Freund::N,tiliaq,юлтош
331,Freund::N,ikinngut,эш
332,Freund::N,ikinngut,юлтош
333,Kamerad::N,tiliaq,тодмо
334,Kamerad::N,ikinngut,тодмо
335,Art::N,ileqquuseq,тус
336,Stück::N,nakkaalaniku,юдэс
337,Teil::N,tassiaasat,люкет
338,Hälfte::N,affaq,ӝыны
339,Kreis::N,kaajaluinneq or kaajaluitsoq,котырес
340,Kreuz::N,sanningasulik,крест
341,Linie::N,tittaq,гож
342,Linie::N,titarneq,гож
343,Abstand::N,aku,вис
344,Abstand::N,aku,кусып
345,Abstand::N,ikiaq,вис
346,Abstand::N,ikiaq,кусып
347,Entfernung::N,asi,кусып
348,Gegend::N,nuna,инты
349,Platz::N,ini,инты
350,Platz::N,inissaq,инты
351,Ort::N,sumiiffik,инты
352,Ort::N,sumiiffik,места
353,Seite::N,saneraq,пал
354,Mitte::N,qiteq,шор
355,Sache::N,pigisaq,котыр
356,Rand::N,sini,дур
357,Rand::N,sini,шаер
358,Rand::N,akerfineq,дур
359,Rand::N,akerfineq,шаер
360,Kante::N,akerfineq,дур
361,Ecke::N,teqeqqoq,сэрег
362,Ecke::N,tikeqqoq,сэрег
363,Spitze::N,inngik,йыл
364,Ende::N,isu,пум
365,Loch::N,putu,пась
366,Winkel::N,teqeqqorissaat,сэрег
367,Muster::N,ilisserut,пужы
368,Größe::N,angissuseq,быдӟала
369,Länge::N,takissuseq,кузьдала
370,Gewicht::N,oqimaalutaq,сектала
371,Gewicht::N,oqimaalutaq,секытлык
372,Menge::N,amerlassuseq,лыд
373,Menge::N,amerlassuseq,лыдпус
374,Haufen::N,eqimattat,люк
375,Reihe::N,allunaasaq,чур
376,Boot::N,qajaq,пыж
377,Boot::N,qajaq,лодка
378,Boot::N,angallat,пыж
379,Boot::N,angallat,лодка
380,Boot::N,umiatsiaq,пыж
381,Boot::N,umiatsiaq,лодка
382,Ruder::N,iput,полыс
383,Schlitten::N,qamutit,додьы
384,Schlitten::N,qimusseq,додьы
385,Ski::N,ataarut,куас
386,Last::N,nammagaq,секыт
387,Schritt::N,allorneq,вамыш
388,Norden::N,avannaq,уйпал
389,Süden::N,qava,лымшор
390,Süden::N,kujat,лымшор
391,Süden::N,kujataa,лымшор
392,Westen::N,kitaa,шунды пуксён
393,Osten::N,kangi,шунды ӝужан
394,Holz::N,qisuk,пу
395,Brett::N,salliligaq,пул
396,Platte::N,qaateq,плита
397,Stütze::N,ajagutaq,пыкет
398,Stütze::N,ajaagutaq,пыкет
399,Stange::N,kaaviffik,пуӵ
400,Stock::N,ajaappissat,боды
401,Stab::N,ajaappissat,пуӵ
402,Stab::N,ajaappissat,боды
403,Rohr::N,sullulik,труба
404,Haus::N,illu,юрт
405,Ofen::N,kissarsuut,гур
406,Fußboden::N,nateq,выж
407,Tisch::N,allattarfik,ӝӧк
408,Stuhl::N,issiavik,пукон
409,Stuhl::N,issiaffik,пукон
410,Wiege::N,uaasoq,кӧкы
411,Wiege::N,uaasoq,зыбка
412,Bett::N,nallavik,валес
413,Regal::N,ilisivik,ӝажы
414,Kiste::N,sakissat,ящик
415,Kiste::N,illerfiusaq,ящик
416,Fenster::N,aki,укно
417,Fenster::N,aki,косяк
418,Fenster::N,igalaaq,укно
419,Fenster::N,igalaaq,косяк
420,Tür::N,matu,ӧс
421,Tor::N,isaaffik,ӟезьы
422,Zaun::N,saputit,забор
423,Dach::N,qaliaq,липет
424,Leiter::N,tummeqqat,падӟа
425,Leiter::N,majuartarfiit,падӟа
426,Besen::N,saligutit,ӵужон
427,Besen::N,saligutit,исьнер
428,Spaten::N,nivaataq,лопатка
429,Schaufel::N,nivaataq,ютырон
430,Gabel::N,qilluaq,тэчы
431,Gabel::N,qilluaq,вилка
432,Gabel::N,ajassaatit,тэчы
433,Gabel::N,ajassaatit,вилка
434,Löffel::N,alussaat,пуньы
435,Messer::N,savik,пурт
436,Nagel::N,kukik,кортӵог
437,Netz::N,anguffaseq,сеть
438,Haken::N,nissik,курик
439,Haken::N,qarsorsaq,курик
440,Haken::N,qarsorsartoq,курик
441,Griff::N,ipi,ныд
442,Schloss::N,illussaarsuaq,тунгон
443,Bild::N,assiliaq,суред
444,Figur::N,kisitsit,фигура
445,Puppe::N,inuusaq,мунё
446,Bündel::N,qilertaq,керттэт
447,Tasche::N,pooqattaq,пуйы
448,Tasche::N,pooqattaq,сумка
449,Deckel::N,matu,ӵоксэт
450,Geschirr::N,anut,тусьты-пуньы
451,Tasse::N,tiitorfik,ӵаша
452,Tasse::N,tiitorfiup ilorlia,ӵаша
453,Topf::N,qoqqoq,миска
454,Kessel::N,uunnaavik,пурты
455,Essen::N,igaaq,сиськон
456,Nahrung::N,neqissaq,сион
457,Speise::N,nerisassat,сиён
458,Fleisch::N,neqi,сӥль
459,Getreide::N,maannineq,ю тысь
460,Brot::N,iffit,нянь
461,Brot::N,iffiaq,нянь
462,Scheibe::N,igalaassiaq,шорем
463,Fett::N,tarnutissaq,кӧй
464,Fett::N,tarnutissiaq,кӧй
465,Butter::N,punneq,вӧй
466,Öl::N,uulia,вӧй
467,Salz::N,taratsut,сылал
468,Suppe::N,qajoq,шыд
469,Honig::N,tungusunnitsuut,чечы
470,Milch::N,immuk,йӧл
471,Tee::N,tii,чай
472,Tee::N,teeq,чай
473,Wolle::N,nuersagassiaq,гон
474,Wolle::N,nuersagassiaq,ыжгон
475,Stoff::N,milliaq,куэм
476,Stoff::N,qarlissiaq,куэм
477,Nadel::N,meqqut,вень
478,Faden::N,ujalussiaq,сӥньыс
479,Knopf::N,attat,бирды
480,Knoten::N,akeroq,герд
481,Knoten::N,qilerneq,герд
482,Farbe::N,qalipaat,буёл
483,Kleidung::N,atisat,дӥсь
484,Kleidung::N,annoraaq,дӥсь
485,Hemd::N,ilupaaq,дэрем
486,Kragen::N,qungasiinnaq,сирес
487,Ärmel::N,aaq,саес
488,Hose::N,qarliit,брюки
489,Hose::N,qarliit,штань
490,Gürtel::N,qiterut,кускерттон
491,Gürtel::N,unngersaq,кускерттон
492,Mütze::N,nasaq,ызьы
493,Schuh::N,skuu,ботинка
494,Schuh::N,ikernuk,ботинка
495,Schuh::N,ateraasaq,ботинка
496,Stiefel::N,kamik,сапег
497,Ring::N,assammiu,зундэс
498,Band::N,qilerutissiaq,лента
499,Kamm::N,illaagutit,сын
500,Kamm::N,illaajaatit pl.,сын
501,Spiegel::N,tarrarsuut,синучкон
502,Riemen::N,allunaaq,е
503,Schnur::N,kujaaq,гозы
504,Schnur::N,allunaasaq,гозы
505,Leine::N,aleq,думет
506,Decke::N,qipik,шобрет
507,Kissen::N,akit,миндэр
508,Tuch::N,qarlissiaq,кышет
509,Handtuch::N,allarut,ӵушкон
510,Handtuch::N,allarterut,ӵушкон
511,Kraft::N,pissak,кать
512,Kraft::N,pissak,ӟигар
513,Stärke::N,qerattarsaat,юнлык
514,Gesundheit::N,peqqisusseq,тазалык
515,Krankheit::N,nappaat,висён
516,Schmerz::N,anniaat,висён
517,Wunde::N,iki,яра
518,Fieber::N,nappaat qanimanartoq,кезег
519,Arznei::N,imigassaq,эмъюм
520,Brücke::N,ikaartarfik,выж
521,Brunnen::N,tissaluttuliaq,колдэч
522,Weide::N,masarsuk,возь
523,Pfad::N,aqqut,сюрес
524,Weg::N,aggerfik,сюрес
525,Straße::N,aqqusineq,сюрес
526,Dorf::N,nunaqarfik,гурт
527,Stadt::N,illorpaat,кар
528,Stadt::N,illorpaat,город
529,Stadt::N,illorpalik,кар
530,Stadt::N,illorpalik,город
531,Brief::N,allagarsiaq,гожтэт
532,Buch::N,atuakkat,книга
533,Buch::N,mappersagaq,книга
534,Buchstabe::N,naqinneq,буква
535,Zeitung::N,aviisi,газет
536,Leben::N,inuussuseq,улон
537,Tod::N,toqu,кулон
538,Tod::N,toquneq,кулон
539,Grab::N,iliveq,шайгу
540,Grab::N,illissat,шайгу
541,Kirche::N,oqaluffik,черк
542,Sünde::N,ajorti,сьӧлык
543,Arbeiter::N,sulisoq,рабочий
544,Chef::N,ittoqut,начальник
545,Meister::N,naalagaq,кибашлы
546,Arzt::N,katsorsaasoq,врач
547,Lehrer::N,ilinniartitsisoq,дышетӥсь
548,Geld::N,aningaasat,уксё
549,Geld::N,aningaasat,коньдон
550,Geschäft::N,niuertarfik,уж
551,Laden::N,niuertarfik,магазин
552,Preis::N,aki,дун
553,Ware::N,qaliata pii,вуз
554,Ware::N,nioqqutissaq,вуз
555,Nutzen::N,iluaqut,пайда
556,Welt::N,nunarsuaq,дунне
557,Land::N,nuna,шаер
558,König::N,kunngi,эксэй
559,Macht::N,pissaassuseq,власть
560,Grenze::N,killik,кунгож
561,Krieg::N,sorsunneq,ож
562,Feind::N,akeraq,тушмон
563,Feind::N,akerartorti,тушмон
564,Feind::N,qinngarsuisoq,тушмон
565,Kampf::N,sorsunneq,нюръяськон
566,Pfeil::N,qalugiusaq,пукыӵ вень
567,Gewehr::N,aallaat,пыӵал
568,Fehler::N,kukkuneq,янгыш
569,Fehler::N,paarlaappaa,янгыш
570,Unglück::N,perluut,куректон
571,Unglück::N,perluut,шудтэме усён
572,Schuld::N,akiitsugaq,янгыш
573,Schuld::N,akiligassaq,янгыш
574,Alter::N,utoqqaq,арлыд
575,Schluss::N,isu,пум
576,Zeit::N,ulloq,дыр
577,Zeit::N,akuttoqatigiinneq,дыр
578,Tag::N,ulloq,нунал
579,Morgen::N,ullaaq,ӵукна
580,Mittag::N,ulloqeqqa,лымшор
581,Abend::N,unnuk,ӝыт
582,Abend::N,unnuk,акшан
583,Nacht::N,unnuaq,уй
584,Woche::N,sapaatip akunnera,арня
585,Monat::N,qaammat,толэзь
586,Jahr::N,ukioq,ар
587,Frühling::N,upernaaq,тулыс
588,Sommer::N,aasaq,гужем
589,Herbst::N,ukiaq,сӥзьыл
590,Winter::N,ukioq,тол
591,Januar::N,siulleeq,выльартолэзь
592,Januar::N,qaammaliaq,выльартолэзь
593,Februar::N,aarlaat,тулыспал
594,März::N,marsi,южтолэзь
595,März::N,martsi,южтолэзь
596,Mai::N,maaji,куартолэзь
597,Juni::N,juuni,вожотолэзь
598,Juli::N,juuli,пӧсьтолэзь
599,August::N,aggusti,гудырикошкон
600,September::N,septembari,куарусён
601,Oktober::N,oktobari,выльӝуктолэзь
602,November::N,novembari,шуркынмон
603,Dezember::N,detsembari,толсур
604,Montag::N,ataasinngortoq,вордӥськон
605,Dienstag::N,marlunngorneq,вторник
606,Mittwoch::N,pingasunngorneq,вирнунал
607,Donnerstag::N,sisamanngorneq,покчиарня
608,Freitag::N,tallimanngorneq,удмуртарня
609,Samstag::N,arfininngorneq,кӧснунал
610,Sonntag::N,sapaat,арня
611,Sonntag::N,sapaati,арня
612,groß::A,angivoq,бадӟым
613,klein::A,mikivoq,пичи
614,lang::A,takisooq,кузь
615,kurz::A,naatsoq,вакчи
616,breit::A,silippoq,паськыт
617,schmal::A,amitsoq,сюлэг
618,dicht::A,torsusooq,ӵем
619,dick[Gegenstand]::A,issuvoq,зӧк
620,dick[Gegenstand]::A,issusooq,зӧк
621,dünn::A,amitsoq,векчи
622,fein::A,mamarpoq,векчи
623,fest::A,tangeqarpoq,юн
624,fest::A,tangeqarpoq,чурыт
625,flach::A,nalimmappoq,ӵошкыт
626,glatt::A,quasak,гылыт
627,glatt::A,quasak,вольыт
628,hart::A,mattusooq,чурыт
629,hart::A,manngerpoq,чурыт
630,hart::A,titeqquluppoq,чурыт
631,weich::A,nerumaarpoq,небыт
632,rund::A,ammallorippoq,котырес
633,spitz::A,qummukujooq,йылсо
634,scharf::A,ipippoq,лэчыт
635,stumpf::A,anngerpoq,ныж
636,schwer::A,oqimaappoq,секыт
637,schön::A,kusanarpoq,чебер
638,heiß::A,kiappoq,пӧсь
639,warm::A,oqorpoq,шуныт
640,kalt::A,issippoq,кезьыт
641,kühl::A,pueqqortippoq,юзмыт
642,kühl::A,pueqqortippoq,салкым
643,feucht::A,isugutavoq,мускыт
644,feucht::A,qaasernarpoq,мускыт
645,nass::A,imerorpoq,котмем
646,trocken::A,panerpoq,кӧс
647,voll::A,ulikkaarpoq,тыр
648,leer::A,imaattuarpoq,буш
649,leer::A,imaattuarpoq,тырттэм
650,offen::A,ammavoq,усьтэм
651,geschlossen::A,matuvoq,ӵогам
652,geschlossen::A,matuvoq,пунням
653,sauber::A,eqqippoq,ӝикыт
654,sauber::A,eqqippoq,чылкыт
655,sauber::A,sukuluippoq,ӝикыт
656,sauber::A,sukuluippoq,чылкыт
657,sauber::A,ipeqanngilaq,ӝикыт
658,sauber::A,ipeqanngilaq,чылкыт
659,schmutzig::A,tapappoq,нӧд
660,schmutzig::A,minguppoq,нӧд
661,roh::A,aapavoq,ыль
662,reif::A,qaarulerpoq,вуэм
663,süß::A,tungusunnippoq,ческыт
664,bitter::A,qasilippoq,курыт
665,hell::A,qaamavoq,югыт
666,dunkel::A,qernerpoq,пеймыт
667,schwarz::A,qernerpoq,сьӧд
668,weiß::A,qaqorpoq,тӧдьы
669,rot::A,aappaluppoq,горд
670,gelb::A,sungaarpoq,ӵуж
671,blau::A,tungujorpoq,лыз
672,grün::A,qorsooqqippoq,вож
673,grau::A,qaserpoq,пурысь
674,billig::A,akikippoq,дунтэм
675,wertvoll::A,erlinnarpoq,дуно
676,blind::A,tappiippoq,сукыр
677,blind::A,tappiippoq,синтэм
678,blind::A,isigisaqanngilaq,сукыр
679,blind::A,isigisaqanngilaq,синтэм
680,taub::A,tusilarpoq,пельтэм
681,kräftig::A,pissaq,кужмо
682,kräftig::A,pissarsuaq,кужмо
683,stark::A,sanngivoq,юн
684,stark::A,sanngivoq,кужмо
685,schwach::A,nakuippoq,ляб
686,schwach::A,nakuippoq,начар
687,fett::A,pualavoq,кӧй
688,schlank::A,tuappoq,веськыт
689,schlank::A,tuappoq,веськрес
690,hübsch::A,aatsialaq,чебер
691,hübsch::A,aatsialaq,синмаськымон
692,böse::A,ajorpoq,лек
693,dumm::A,taqajak,шузи
694,dumm::A,taqajak,визьтэм
695,dumm::A,sikkilluppoq,шузи
696,dumm::A,sikkilluppoq,визьтэм
697,dumm::A,qaatusimasaqanngilaq,шузи
698,dumm::A,qaatusimasaqanngilaq,визьтэм
699,faul::A,eqiasuppoq,азьтэм
700,faul::A,eqiattortuvoq,азьтэм
701,fleißig::A,eqiasuippoq,сюлмо
702,geizig::A,iasilaarpoq,сук
703,geizig::A,tukkuippoq,сук
704,klug::A,mallak,визьмо
705,klug::A,ittanneq,визьмо
706,klug::A,kutaappoq,визьмо
707,klug::A,kuttaappoq,визьмо
708,klug::A,qarasagippoq,визьмо
709,lieb::A,akisooq,мусо
710,lustig::A,piikulavoq,шулдыр
711,sanft::A,isumagippoq,мусо
712,sanft::A,isumagippoq,эрке
713,hungrig::A,kaappoq,сютэм
714,hungrig::A,perlilerpoq,сютэм
715,krank::A,napparsimavoq,висись
716,traurig::A,aliasuppoq,мӧзмыт
717,lebendig::A,uumavoq,улэп
718,gut::A,ajunngilaq,ӟеч
719,gut::A,ajunngilaq,умой
720,schlecht::A,sualuppoq,урод
721,schlecht::A,sualuppoq,алама
722,richtig::A,iluarpoq,шонер
723,schlimm::A,amiilaarnarpoq,алама
724,wahr::A,ilumoorpoq,зэмос
725,alt::A,pisoqaq,вуж
726,neu::A,nutaavoq,выль
727,alt[Lebewesen]::A,utoqqaq,пересь
