,Concept_ID,tr,kk
258,Mädchen::N,kız,қыз
259,Familie::N,aile,жанұя
260,Großvater::N,dede,ата
261,Großvater::N,büyükbaba,ата
262,Großmutter::N,nine,әже
263,Großmutter::N,nine,әжей
264,Großmutter::N,büyükanne,әже
265,Großmutter::N,büyükanne,әжей
266,Eltern::N,ebeveyn,ата-аналар
267,Eltern::N,ana baba,ата-аналар
268,Vater::N,ata,әке
269,Vater::N,baba,әке
270,Mutter::N,ana,ана
271,Mutter::N,anne,ана
272,Sohn::N,oğul,ұл
273,Tochter::N,kız,қызым
274,Tochter::N,kız evlât,қызым
275,Bruder::N,abi,бауырым
276,Bruder::N,erkek kardeş,бауырым
277,Schwester::N,abla,әпке
278,Schwester::N,kız kardeş,әпке
279,Onkel::N,dayı,көке
280,Tante::N,hala,тәте
281,Tante::N,teyze,тәте
282,Ehemann::N,koca,ер
283,Ehefrau::N,karı,зайып
284,Freude::N,neşe,қуаныш
285,Freude::N,neşe,сүйініш
286,Freude::N,neşe,шат-думан
287,Freude::N,neşe,қуаныштылық
288,Freude::N,sevinç,қуаныш
289,Freude::N,sevinç,сүйініш
290,Freude::N,sevinç,шат-думан
291,Freude::N,sevinç,қуаныштылық
292,Gelächter::N,gülme,күлу
293,Gelächter::N,kahkaha,күлу
294,Glück::N,mutluluk,бақыт
295,Glück::N,mutluluk,бақыттылық
296,Kummer::N,dert,аза
297,Kummer::N,dert,қайғы
298,Kummer::N,dert,қасырет
299,Kummer::N,keder,аза
300,Kummer::N,keder,қайғы
301,Kummer::N,keder,қасырет
302,Wunsch::N,arzu,мүдде
303,Wunsch::N,istek,мүдде
304,Lust::N,arzu,тәбет
305,Lust::N,arzu,ынтызар
306,Lust::N,arzu,құштарлық
307,Lust::N,heves,тәбет
308,Lust::N,heves,ынтызар
309,Lust::N,heves,құштарлық
310,Geist::N,tin,рух
311,Gedanke::N,fikir,ой
312,Gedanke::N,düşünce,ой
313,Gedächtnis::N,bellek,ес
314,Gedächtnis::N,bellek,жады
315,Gedächtnis::N,bellek,ақыл-ес
316,Verstand::N,zekâ,ақыл
317,Verstand::N,zekâ,парасат
318,Sinn::N,anlam,мән
319,Sinn::N,anlam,маныз
320,Sinn::N,anlam,мағына
321,Sinn::N,anlam,мән-мағына
322,Grund::N,sebep,себеп
323,Wahrheit::N,doğruluk,рас
324,Wahrheit::N,gerçeklik,рас
325,Gespräch::N,görüşme,әңгіме
326,Märchen::N,masal,ертеп
327,Märchen::N,masal,ертек
328,Erzählung::N,öykü,әңгіме
329,Erzählung::N,hikâye,әңгіме
330,Nachricht::N,haber,хабар
331,Neuigkeit::N,haber,жаңалық
332,Name::N,ad,ат
333,Name::N,ad,атау
334,Name::N,isim,ат
335,Name::N,isim,атау
336,Rätsel::N,bilmece,жұмбақ
337,Rede::N,söylev,сөз
338,Rede::N,konuşma,сөз
339,Sprache::N,dil,тіл
340,Sprache::N,lisan,тіл
341,Stimme::N,ses,үн
342,Stimme::N,ses,әуен
343,Stimme::N,ses,дауыс
344,Wort::N,kelime,сөз
345,Zeichen::N,işaret,ишара
346,Ruf::N,çağırma,айғай
347,Lärm::N,şamata,айғай-шу
348,Lärm::N,şamata,айғай-ұйғай
349,Lärm::N,gürültü,айғай-шу
350,Lärm::N,gürültü,айғай-ұйғай
351,Laut::N,ses,дыбыс
352,Laut::N,ses,дауыс
353,Ton::N,ses,әуен
354,Lied::N,türkü,ән
355,Lied::N,türkü,жыр
356,Lied::N,türkü,ән-жыр
357,Ruhe::N,sakinlik,тыныштық
358,Leute::N,halk,кісілер
359,Leute::N,insanlar,кісілер
360,Volk::N,ulus,халық
361,Volk::N,millet,халық
362,Arbeit::N,iş,еңбек
363,Arbeit::N,çalışma,еңбек
364,Gast::N,konuk,қонақ
365,Gast::N,konuk,мейман
366,Gast::N,misafir,қонақ
367,Gast::N,misafir,мейман
368,Geschenk::N,hediye,қадия
369,Geschenk::N,armağan,қадия
370,Spiel::N,oyun,ойын
371,Gesellschaft::N,çevre,қауым
372,Gesellschaft::N,çevre,жұртшылық
373,Gesellschaft::N,arkadaşlık,қауым
374,Gesellschaft::N,arkadaşlık,жұртшылық
375,Hilfe::N,yardım,жэрдем
376,Freund::N,dost,дос
377,Freund::N,arkadaş,дос
378,Kamerad::N,arkadaş,дос-жар
379,Angelegenheit::N,iş,жұмыс
380,Angelegenheit::N,husus,жұмыс
381,Anzahl::N,sayı,сан
382,Anzahl::N,sayı,саны
383,Art::N,çeşit,түр
384,Stück::N,tane,тілім
385,Stück::N,parça,тілім
386,Teil::N,kısım,үлес
387,Teil::N,kısım,бөлшек
388,Hälfte::N,yarı,жарты
389,Kreis::N,daire,шеңбер
390,Kreuz::N,haç,крест
391,Linie::N,hat,сызық
392,Linie::N,çizgi,сызық
393,Strich::N,çizgi,сызық
394,Abstand::N,aralık,ара
395,Abstand::N,aralık,аралық
396,Entfernung::N,mesafe,аралық
397,Entfernung::N,uzaklık,аралық
398,Gegend::N,yöre,өңір
399,Platz::N,yer,орны
400,Ort::N,yer,орын
401,Seite::N,yan,жақ
402,Seite::N,yan,бүйір
403,Seite::N,taraf,жақ
404,Seite::N,taraf,бүйір
405,Mitte::N,orta,ортасы
406,Mitte::N,merkez,ортасы
407,Gegenstand::N,şey,зат
408,Gegenstand::N,şey,нәрсе
409,Sache::N,iş,бұйым
410,Sache::N,şey,бұйым
411,Rand::N,kenar,шет
412,Rand::N,kenar,шеті
413,Kante::N,kenar,қыр
414,Kante::N,kenar,қыры
415,Ecke::N,köşe,қыры
416,Ecke::N,köşe,бұрыш
417,Spitze::N,uç,ұшы
418,Spitze::N,baş,ұшы
419,Ende::N,uç,аяқ
420,Ende::N,uç,соңы
421,Loch::N,oyuk,тесік
422,Loch::N,delik,тесік
423,Winkel::N,köşe,мүйіс
424,Muster::N,örnek,мәнер
425,Größe::N,büyüklük,ауқым
426,Größe::N,büyüklük,көлемдік
427,Länge::N,uzunluk,бой
428,Länge::N,uzunluk,ұзындық
429,Höhe::N,yükseklik,жоғарылық
430,Höhe::N,yükseklik,биіктік
431,Gewicht::N,ağırlık,салмақ
432,Menge::N,miktar,мөлшер
433,Haufen::N,küme,үйме
434,Haufen::N,küme,үйінді
435,Haufen::N,yığın,үйме
436,Haufen::N,yığın,үйінді
437,Reihe::N,sıra,сап
438,Boot::N,kayık,қайық
439,Boot::N,sandal,қайық
440,Ruder::N,kürek,ескек
441,Schlitten::N,kızak,шана
442,Ski::N,kayak,шаңғы
443,Lagerfeuer::N,kamp ateşi,алау
444,Last::N,yük,ауырлық
445,Last::N,yük,ауыр зат
446,Gang::N,gidiş,жүріс
447,Gang::N,yürüyüş,жүріс
448,Schritt::N,adım,адым
449,Norden::N,kuzey,солтүстік
450,Norden::N,kuzey,терістік
451,Süden::N,güney,оңтүстік
452,Westen::N,batı,батыс
453,Osten::N,doğu,күншығыс
454,Holz::N,ağaç,ағаш
455,Holz::N,ağaç,сүрек
456,Holz::N,tahta,ағаш
457,Holz::N,tahta,сүрек
458,Brett::N,tahta,тақта
459,Platte::N,levha,тақта
460,Stütze::N,dayak,тіреу
461,Stütze::N,destek,тіреу
462,Stange::N,çubuk,қада
463,Stock::N,sopa,сойыл
464,Stock::N,değnek,сойыл
465,Stab::N,sırık,сырық
466,Stab::N,baston,сырық
467,Rohr::N,boru,құбыр
468,Haus::N,ev,үй
469,Heim::N,ev,үйлі
470,Heim::N,ev,шаңырақ
471,Heim::N,yurt,үйлі
472,Heim::N,yurt,шаңырақ
473,Ofen::N,soba,ошақ
474,Ofen::N,soba,пеш
475,Fußboden::N,taban,еден
476,Fußboden::N,döşeme,еден
477,Tisch::N,masa,үстел
478,Stuhl::N,iskemle,орындық
479,Stuhl::N,sandalye,орындық
480,Wiege::N,beşik,бесік
481,Bett::N,yatak,кереует
482,Regal::N,raf,сөре
483,Kiste::N,sandık,жәшік
484,Fenster::N,pencere,терезе
485,Tür::N,kapı,есік
486,Tor::N,kapı,дарбаза
487,Zaun::N,çit,дуал
488,Dach::N,dam,шатыр
489,Dach::N,çatı,шатыр
490,Leiter::N,merdiven,саты
491,Leiter::N,merdiven,басқыш
492,Besen::N,süpürge,сыпырғыш
493,Spaten::N,bel,күрек
494,Schaufel::N,kürek,қалақ
495,Gabel::N,çatal,аша
496,Gabel::N,çatal,шанышқы
497,Löffel::N,kaşık,қасық
498,Messer::N,bıçak,пышақ
499,Nagel::N,çivi,мық
500,Nagel::N,çivi,шеге
501,Netz::N,ağ,керегекөз
502,Haken::N,çengel,ілмек
503,Griff::N,kulp,сап
504,Griff::N,kulp,тұтқа
505,Griff::N,tutamak,сап
506,Griff::N,tutamak,тұтқа
507,Schloss::N,kilit,құлып
508,Schloss::N,kilit,бекіткіш
509,Bild::N,imaj,сурет
510,Bild::N,resim,сурет
511,Figur::N,şekil,тұлға
512,Figur::N,heykel,тұлға
513,Puppe::N,kukla,қуыршақ
514,Beutel::N,kese,қапшық
515,Beutel::N,torba,қапшық
516,Bündel::N,deste,байлам
517,Tasche::N,çanta,дорба
518,Eimer::N,kova,шелек
519,Deckel::N,kapak,жапқыш
520,Geschirr::N,kap kacak,ыдыс
521,Sack::N,torba,қап
522,Tasse::N,fincan,шыныаяқ
523,Topf::N,tencere,кәстрөл
524,Kessel::N,kazan,қазан
525,Essen::N,yemek,ас
526,Nahrung::N,gıda,ас
527,Nahrung::N,gıda,тамақ
528,Nahrung::N,besin,ас
529,Nahrung::N,besin,тамақ
530,Speise::N,yemek,тағам
531,Fleisch::N,et,ет
532,Getreide::N,tahıl,дәнді
533,Getreide::N,hububat,дәнді
534,Brei::N,ezme,ботқа
535,Brot::N,ekmek,күлше
536,Scheibe::N,dilim,тілім
537,Fett::N,yağ,май
538,Butter::N,tereyağı,май
539,Öl::N,yağ,май
540,Öl::N,akar yağ,май
541,Salz::N,tuz,тұз
542,Suppe::N,çorba,көже
543,Honig::N,bal,бал
544,Milch::N,süt,сүт
545,Tee::N,çay,шай
546,Leder::N,deri,көн
547,Leder::N,meşin,көн
548,Wolle::N,yün,жүн
549,Stoff::N,kumaş,мата
550,Stoff::N,kumaş,кездеме
551,Nadel::N,iğne,ине
552,Faden::N,tire,жіп
553,Faden::N,iplik,жіп
554,Knopf::N,düğme,түйме
555,Knoten::N,düğüm,түйін
556,Farbe::N,boya,рең
557,Kleidung::N,giyim,киім
558,Hemd::N,gömlek,жейде
559,Kragen::N,yaka,жаға
560,Ärmel::N,yen,жең
561,Ärmel::N,elbise kolu,жең
562,Hose::N,pantolon,шалбар
563,Gürtel::N,kuşak,белбеу
564,Mütze::N,bere,қалпақ
565,Mütze::N,kasket,қалпақ
566,Schuh::N,kundura,кебіс
567,Schuh::N,ayakkabı,кебіс
568,Stiefel::N,çizme,етік
569,Ring::N,yüzük,жүзік
570,Band::N,bağ,таспа
571,Band::N,şerit,таспа
572,Kamm::N,tarak,тарақ
573,Spiegel::N,ayna,айна
574,Riemen::N,kayış,қайыс
575,Schnur::N,ip,жіп
576,Schnur::N,sicim,жіп
577,Leine::N,kayış,тізгін
578,Decke::N,örtü,көрпе
579,Decke::N,yorgan,көрпе
580,Kissen::N,yastık,жастық
581,Tuch::N,bez,орамал
582,Handtuch::N,havlu,сүлгі
583,Kraft::N,güç,қуат
584,Kraft::N,güç,қарқын
585,Kraft::N,güç,әл-шама
586,Kraft::N,güç,әл-дәрмен
587,Kraft::N,kuvvet,қуат
588,Kraft::N,kuvvet,қарқын
589,Kraft::N,kuvvet,әл-шама
590,Kraft::N,kuvvet,әл-дәрмен
591,Stärke::N,kuvvet,әл
592,Stärke::N,kuvvet,күш
593,Gesundheit::N,sağlık,денсаулык
594,Krankheit::N,hastalık,ауру
595,Schmerz::N,ağrı,ауру
596,Schmerz::N,sancı,ауру
597,Wunde::N,yara,зақым
598,Wunde::N,yara,жарақат
599,Fieber::N,ateş,безгек
600,Fieber::N,ateş,қалтырау
601,Fieber::N,ateş,қызу көтерілуі
602,Arznei::N,ilâç,дәрі
603,Arznei::N,ilâç,дәрі-дәрмек
604,Brücke::N,köprü,көпір
605,Brunnen::N,kuyu,құдық
606,Brunnen::N,çeşme,құдық
607,Weide::N,otlak,өріс
608,Weide::N,otlak,жайылым
609,Pfad::N,patika,жол
610,Pfad::N,keçiyolu,жол
611,Weg::N,yol,жол
612,Straße::N,yol,жол
613,Straße::N,cadde,жол
614,Dorf::N,köy,ауыл
615,Stadt::N,kent,қала
616,Stadt::N,kent,шаһар
617,Stadt::N,şehir,қала
618,Stadt::N,şehir,шаһар
619,Brief::N,mektup,хат
620,Brief::N,mektup,жазу
621,Buch::N,kitap,кітап
622,Buchstabe::N,harf,әріп
623,Buchstabe::N,harf,қаріп
624,Zeitung::N,gazete,газет
625,Leben::N,hayat,өмір
626,Leben::N,hayat,тіршілік
627,Tod::N,ölüm,опат
628,Grab::N,kabir,мола
629,Grab::N,kabir,мазар
630,Kirche::N,kilise,шіркеу
631,Sünde::N,günah,күнә
632,Gott::N,tanrı,алла
633,Gott::N,tanrı,құдай
634,Gott::N,tanrı,тәңірі
635,Gott::N,tanrı,пәруардігер
636,Gott::N,tanrı,жаратқан тәңірі
637,Arbeiter::N,işçi,жүмысшы
638,Chef::N,şef,басшы
639,Chef::N,şef,жұмыс басқарушысы
640,Chef::N,müdür,басшы
641,Chef::N,müdür,жұмыс басқарушысы
642,Meister::N,usta,шебер
643,Meister::N,usta,өнерпаз
644,Arzt::N,hekim,дәрігер
645,Arzt::N,doktor,дәрігер
646,Lehrer::N,hoca,мұғалім
647,Lehrer::N,öğretmen,мұғалім
648,Geld::N,para,пұл
649,Geschäft::N,ticaret,бизнес
650,Laden::N,dükkân,дүкен
651,Preis::N,fiyat,ақы
652,Preis::N,fiyat,құны
653,Preis::N,fiyat,нарық
654,Ware::N,mal,тауар
655,Nutzen::N,fayda,пайда
656,Reichtum::N,servet,бақ-дәулет
657,Reichtum::N,zenginlik,бақ-дәулет
658,Welt::N,dünya,әлем
659,Welt::N,dünya,жиһан
660,Land::N,ülke,аймақ
661,Staat::N,devlet,мемлекет
662,König::N,kral,патша
663,Macht::N,kudret,өкімет
664,Macht::N,kudret,қожалық
665,Macht::N,iktidar,өкімет
666,Macht::N,iktidar,қожалық
667,Grenze::N,had,шек
668,Grenze::N,sınır,шек
669,Krieg::N,savaş,соғыс
670,Feind::N,düşman,жау
671,Feind::N,düşman,дұшпан
672,Gewalt::N,zor,зорлык
673,Gewalt::N,zor,зорлық-зомбылык
674,Gewalt::N,cebir,зорлык
675,Gewalt::N,cebir,зорлық-зомбылык
676,Kampf::N,savaş,күрес
677,Kampf::N,savaş,алыспақ
678,Bogen[Waffe]::N,yay,саржа
679,Pfeil::N,ok,жебе
680,Gewehr::N,tüfek,қару
681,Fehler::N,hata,әбес
682,Fehler::N,hata,қаталық
683,Fehler::N,yanlış,әбес
684,Fehler::N,yanlış,қаталық
685,Lüge::N,yalan,өтірік
686,Schaden::N,zarar,зиян
687,Schaden::N,zarar,зарар
688,Unglück::N,felâket,пәле
689,Unglück::N,felâket,қасырет
690,Unglück::N,felâket,ауыртпалық
691,Unglück::N,talihsizlik,пәле
692,Unglück::N,talihsizlik,қасырет
693,Unglück::N,talihsizlik,ауыртпалық
694,Schuld::N,suç,айыптылық
695,Schuld::N,kabahat,айыптылық
696,Alter::N,yaş,жас
697,Alter::N,yaş,жас шамасы
698,Schluss::N,son,ада
699,Schluss::N,son,бітуі
700,Zeit::N,zaman,уақыт
701,Tag::N,gün,күн
702,Morgen::N,sabah,таң
703,Morgen::N,sabah,таңертең
704,Mittag::N,öğle,талтүс
705,Abend::N,akşam,кеш
706,Nacht::N,gece,түн
707,Woche::N,hafta,апта
708,Monat::N,ay,ай
709,Jahr::N,yıl,жыл
710,Jahr::N,sene,жыл
711,Frühling::N,ilkbahar,көктем
712,Sommer::N,yaz,жаз
713,Herbst::N,güz,күз
714,Herbst::N,sonbahar,күз
715,Winter::N,kış,қыс
716,Januar::N,ocak,каңтар
717,Februar::N,şubat,ақпан
718,März::N,mart,наурыз
719,April::N,nisan,сәуір
720,Mai::N,mayıs,мамыр
721,Juni::N,haziran,маусым
722,Juli::N,temmuz,шілде
723,August::N,ağustos,сүмбіле
724,August::N,ağustos,тамыз
725,September::N,eylül,қыркүйек
726,Oktober::N,ekim,ақырап
727,November::N,kasım,қараша
728,Dezember::N,aralık,желтоқсан
729,Montag::N,pazartesi,дүйсенбі
730,Dienstag::N,salı,сейсенбі
731,Mittwoch::N,çarşamba,сәрсенбі
732,Donnerstag::N,perşembe,бейсенбі
733,Freitag::N,cuma,жұма
734,Samstag::N,cumartesi,сенбі
735,Sonntag::N,pazar,жексембі
736,groß::A,büyük,алпамсадай
737,klein::A,ufak,кішкене
738,klein::A,ufak,қарғадай
739,klein::A,küçük,кішкене
740,klein::A,küçük,қарғадай
741,lang::A,uzun,сопақ
742,lang::A,uzun,сорайған
743,kurz::A,kısa,кеспелтек
744,breit::A,enli,айдынды
745,breit::A,geniş,айдынды
746,schmal::A,dar,қысық
747,dicht::A,sık,жиі
748,dicht::A,yoğun,жиі
749,dick[Gegenstand]::A,kalın,шомбал
750,dick[Gegenstand]::A,iri,шомбал
751,dünn::A,ince,жұқа
752,dünn::A,ince,жіңішке
753,fein::A,ince,қаңылтақ
754,fein::A,narin,қаңылтақ
755,fest::A,sabit,берік
756,fest::A,sabit,мызғымас
757,fest::A,sağlam,берік
758,fest::A,sağlam,мызғымас
759,flach::A,düz,жалпак
760,flach::A,yassı,жалпак
761,glatt::A,düz,типыл
762,hart::A,katı,қатты
763,weich::A,yumuşak,жұмсақ
764,rund::A,yuvarlak,домалақ
765,spitz::A,sivri,үшкір
766,scharf::A,keskin,сүйрік
767,stumpf::A,kör,доғал
768,stumpf::A,kör,өтпейтін
769,schwer::A,ağır,салмақты
770,schön::A,güzel,сұлу
771,heiß::A,kızgın,ыссы
772,warm::A,sıcak,жылы
773,kalt::A,soğuk,аязды
774,kühl::A,serin,салқын
775,frisch::A,taze,таза
776,frisch::A,taze,жаңа
777,feucht::A,nemli,нам
778,feucht::A,nemli,дымқылды
779,feucht::A,rutubetli,нам
780,feucht::A,rutubetli,дымқылды
781,nass::A,yaş,сулы
782,nass::A,ıslak,сулы
783,trocken::A,kuru,құрғақ
784,voll::A,dolu,толы
785,voll::A,dolmuş,толы
786,leer::A,boş,бос
787,offen::A,açık,ашып қойылған
788,geschlossen::A,kapalı,жабулы
789,sauber::A,pak,дақсыз
790,sauber::A,pak,мұнтаздай
791,sauber::A,temiz,дақсыз
792,sauber::A,temiz,мұнтаздай
793,schmutzig::A,pis,айғыз
794,schmutzig::A,pis,сатпақ
795,schmutzig::A,pis,сатал-сатал
796,schmutzig::A,kirli,айғыз
797,schmutzig::A,kirli,сатпақ
