,Concept_ID,ga,et
830,heute::ADV,inniu,täna
831,morgen::ADV,amárach,homme
832,bald::ADV,go luath,pea
833,bald::ADV,go luath,varsti
834,bald::ADV,gan mhoill,pea
835,bald::ADV,gan mhoill,varsti
836,dann::ADV,ansin,siis
837,gestern::ADV,inné,eile
838,einst::ADV,tráth,vanasti
839,einst::ADV,uair amháin,vanasti
840,damals::ADV,ag an am,tookord
841,damals::ADV,an t-am sin,tookord
842,danach::ADV,ina dhiaidh sin,seejärel
843,vorher::ADV,cheana,enne
844,vorher::ADV,roimhe sin,enne
845,zuerst::ADV,ar dtús,enne
846,zuerst::ADV,ar dtús,esmalt
847,einmal::ADV,uair amháin,kord
848,einmal::ADV,uair amháin,üks kord
849,manchmal::ADV,uaireanta,mõnikord
850,oft::ADV,minic,tihti
851,oft::ADV,minic,sageli
852,immer::ADV,i gcónaí,ikka
853,immer::ADV,i gcónaí,alati
854,niemals::ADV,riamh,mitte kunagi
855,hier::ADV,anseo,siin
856,hierhin::ADV,anseo,siia
857,von hier::ADV,an áit seo,siit
858,dort::ADV,ann,seal
859,dort::ADV,ansin,seal
860,dorthin::ADV,ann,sinna
861,dorthin::ADV,ansin,sinna
862,geradeaus::ADV,ar aghaidh,otse edasi
863,rückwärts::ADV,siar,tagurpidi
864,zurück::ADV,ar ais,tagasi
865,unten::ADV,thíos,all
866,unten::ADV,thíos,allpool
867,hinab::ADV,síos,alla
868,oben::ADV,thuas,ülal
869,hinauf::ADV,suas,üles
870,überall::ADV,i ngach áit,kõikjal
871,überall::ADV,ar fud na háite,kõikjal
872,nicht::ADV,ní,ei
873,nicht::ADV,ní,mitte
874,nicht::ADV,cha,ei
875,nicht::ADV,cha,mitte
876,ein wenig::ADV,beagán,veidi
877,ein wenig::ADV,beagán,natuke
878,kaum::ADV,ar éigean,vaevalt
879,sehr::ADV,an-,väga
880,so::ADV,chomh,nii
881,so::ADV,mar sin,nii
882,noch::ADV,fós,veel
883,noch::ADV,go fóill,veel
884,nur::ADV,amháin,ainult
885,nur::ADV,níl ach,ainult
886,schon::ADV,cheana,juba
887,schon::ADV,cheana féin,juba
888,wieder::ADV,arís,jälle
889,wieder::ADV,athuair,jälle
890,vergebens::ADV,amú,asjata
891,vergebens::ADV,in aisce,asjata
892,vor::PRP,ar thosach,ees
893,hinter::PRP,laistiar de,taha
894,hinter::PRP,taobh thiar de,taha
895,unter::PRP,faoi,all
896,durch::PRP,trí,läbi
897,durch::PRP,trí,kaudu
898,neben::PRP,taobh le,kõrval
899,neben::PRP,in aice le,kõrval
900,zwischen::PRP,idir,vahel
901,wegen::PRP,de bharr,tõttu
902,wegen::PRP,de bharr,pärast
903,wegen::PRP,mar gheall ar,tõttu
904,wegen::PRP,mar gheall ar,pärast
905,dies::PRN,seo,see
906,das::PRN,sin,see
907,alles::PRN,gach rud,kõik
908,ich::PRN,mé,mina
909,ich::PRN,mise,mina
910,du::PRN,tú,sina
911,du::PRN,tusa,sina
912,er::PRN,sé,tema
913,er::PRN,seisean,tema
914,wir::PRN,sinn,me
915,ihr::PRN,sibh,te
916,ihr::PRN,sibhse,te
917,sie::PRN,siad,nad
918,sie::PRN,siadsan,nad
919,was::FPRN,cad,mis
920,was::FPRN,céard,mis
921,wer::FPRN,cé,kes
922,wo::FADV,cá,kus
923,wo::FADV,cén áit,kus
924,wohin::FADV,cá,kuhu
925,wohin::FADV,cén áit,kuhu
926,wie::FADV,conas,kuidas
927,wie::FADV,cén chaoi,kuidas
928,warum::FADV,cén fáth,miks
929,warum::FADV,cad chuige,miks
930,wieviel::FNUM,cá mhéad,mitu
931,wieviel::FNUM,cá mhéad,kui palju
932,eins::NUM,aon,üks
933,zwei::NUM,dhá,kaks
934,drei::NUM,trí,kolm
935,vier::NUM,ceathair,neli
936,fünf::NUM,cúig,viis
937,sechs::NUM,sé,kuus
938,sieben::NUM,seacht,seitse
939,acht::NUM,ocht,kaheksa
940,neun::NUM,naoi,üheksa
941,zehn::NUM,deich,kümme
942,elf::NUM,aon déag,üksteist
943,zwölf::NUM,dó dhéag,kaksteist
944,zwanzig::NUM,fiche,kakskümmend
945,dreißig::NUM,tríocha,kolmkümmend
946,vierzig::NUM,daichead,nelikümmend
947,vierzig::NUM,ceathracha,nelikümmend
948,fünfzig::NUM,caoga,viiskümmend
949,sechzig::NUM,seasca,kuuskümmend
950,siebzig::NUM,seachtó,seitsekümmend
951,achtzig::NUM,ochtó,kaheksakümmend
952,neunzig::NUM,nócha,üheksakümmend
953,hundert::NUM,céad,sada
954,tausend::NUM,míle,tuhat
955,und::CNJ,agus,ja
956,oder::CNJ,nó,või
957,stehen::V,seas,seisma
958,sitzen::V,suigh,istuma
959,liegen::V,luigh,lamama
960,hängen::V,tá crochta,rippuma
961,werden::V,éirigh,saama
962,werden::V,éirigh,hakkama
963,passieren::V,tarlaigh,juhtuma
964,beginnen::V,tosaigh,algama
965,beginnen::V,tosaigh,hakkama
966,enden::V,críochnaigh,lõppema
967,wechseln::V,athraigh,vahelduma
968,aufgehen[Sonne]::V,éirigh,tõusma
969,untergehen[Sonne]::V,fuin,loojuma
970,untergehen[Sonne]::V,téigh faoi,loojuma
971,scheinen[Sonne]::V,taitin,paistma
972,scheinen[Sonne]::V,soilsigh,paistma
973,donnern::V,tá toirneach ann,kõmisema
974,wehen::V,séid,puhuma
975,strömen::V,sil,voolama
976,fließen::V,rith,voolama
977,fließen::V,snigh,voolama
978,sich drehen::V,cas,pöörduma
979,sich drehen::V,imrothlaigh,pöörduma
980,schwanken::V,luasc,kõikuma
981,schwingen::V,luasc,võnkuma
982,fallen::V,tit,langema
983,brennen::V,dóigh,põlema
984,rauchen::V,plúch toite,suitsema
985,regnen::V,báistigh,sadama
986,regnen::V,tá ag cur báistí,sadama
987,gefrieren::V,sioc,kinni külmuma
988,gefrieren::V,reoigh,kinni külmuma
989,tauen::V,leáigh,sulama
990,tauen::V,coscair,sulama
991,schmelzen::V,leáigh,sulama
992,trocknen::V,triomaigh,kuivama
993,sieden::V,fiuch,keema
994,sieden::V,beirigh,keema
995,faulen::V,lobh,mädanema
996,faulen::V,dreoigh,mädanema
997,verfaulen::V,lobh,mädanema
998,verfaulen::V,feoigh,mädanema
999,reißen::V,bris,rebenema
1000,versinken::V,téigh síos,uppuma
1001,vergehen::V,téigh thart,mööduma
1002,erscheinen::V,tar,ilmuma
1003,verschwinden::V,imigh,kaduma
1004,sinken::V,tit,vajuma
1005,sinken::V,tit,langema
1006,sinken::V,ísligh,vajuma
1007,sinken::V,ísligh,langema
1008,abnehmen::V,maolaigh,vähenema
1009,abnehmen::V,maolaigh,kahenema
1010,abnehmen::V,laghdaigh,vähenema
1011,abnehmen::V,laghdaigh,kahenema
1012,zunehmen::V,méadaigh,kasvama
1013,steigen::V,éirigh,tõusma
1014,steigen::V,éirigh,üles minema
1015,wachsen::V,fás,kasvama
1016,glänzen::V,lonraigh,läikimä
1017,funkeln::V,drithligh,sädelema
1018,lärmen::V,tóg callán,lärmama
1019,läuten::V,buail,helisema
1020,klingeln::V,buail,helisema
1021,klirren::V,cling,kõlisema
1022,brausen::V,búir,kohisema
1023,rauschen::V,tá ag siosarnach,kohisema
1024,klingen::V,tá glór ag,kõlama
1025,bellen::V,amhastraigh,haukuma
1026,heulen::V,glam,uluma
1027,blasen::V,séid,puhuma
1028,pfeifen::V,lig fead,vilistama
1029,schreien::V,béic,karjuma
1030,schreien::V,glaoigh,karjuma
1031,stöhnen::V,lig cnead,oigama
1032,zittern::V,crith,värisema
1033,zittern::V,creathnaigh,värisema
1034,leben::V,mair,elama
1035,leben::V,mair,elus olema
1036,geboren werden::V,rugadh,sündima
1037,atmen::V,análaigh,hingama
1038,trinken::V,ól,jooma
1039,essen::V,ith,sööma
1040,schlucken::V,slog,neelama
1041,müde werden::V,tuirsigh,väsima
1042,einschlafen::V,tit ina chodladh,uinuma
1043,schlafen::V,codail,magama
1044,aufwachen::V,múscail,ärkama
1045,aufstehen::V,éirigh,ärkama
1046,aufstehen::V,éirigh,üles tõusma
1047,sich erholen::V,lig scíth,puhkama
1048,krank werden::V,éirigh tinn,haigestuma
1049,krank werden::V,éirigh tinn,haigeks jääma
1050,krank sein::V,tá tinn,haige olema
1051,schmerzen::V,tá pian i,valutama
1052,husten::V,déan casacht,köhima
1053,genesen::V,téarnaigh,toibuma
1054,sterben::V,éag,surema
1055,sterben::V,faigh bás,surema
1056,umkommen::V,caill,surma saama
1057,sich bewegen::V,bog,liikuma
1058,sich bewegen::V,gluais,liikuma
1059,sich rühren::V,corraigh,liikuma
1060,sich erheben::V,seas suas,kerkima
1061,sich setzen::V,suigh,istet võtma
1062,hinfallen::V,tit,kukkuma
1063,hinfallen::V,tit,maha kukkuma
1064,laufen::V,siúil,kõndima
1065,schreiten::V,siúil,astuma
1066,spazierengehen::V,téigh ag spaisteoireacht,jalutama
1067,eilen::V,deifrigh,ruttama
1068,eilen::V,deifrigh,kiirustama
1069,eilen::V,brostaigh,ruttama
1070,eilen::V,brostaigh,kiirustama
1071,sich beeilen::V,deifrigh,ruttama
1072,sich beeilen::V,deifrigh,kiirustama
1073,sich beeilen::V,déan deifir,ruttama
1074,sich beeilen::V,déan deifir,kiirustama
1075,sausen::V,luathaigh,kihutama
1076,sausen::V,luathaigh,tormama
1077,rennen::V,rith,jooksma
1078,rennen::V,rith,kihutama
1079,springen::V,léim,hüppama
1080,klettern::V,dreap,ronima
1081,schaukeln::V,téigh ar an maide corrach,kiikuma
1082,kriechen::V,snámh,roomama
1083,schwimmen::V,snámh,ujuma
1084,tauchen::V,tum,sukelduma
1085,rudern::V,iomair,sõudma
1086,rudern::V,rámhaigh,sõudma
1087,fahren::V,tiomáin,sõitma
1088,fliegen::V,eitil,lendama
1089,gehen::V,téigh,käima
1090,gehen::V,téigh,minema
1091,weggehen::V,imigh,ära minema
1092,weggehen::V,imigh,välja minema
1093,abfahren::V,imigh,väljuma
1094,abfahren::V,imigh,ära sõitma
1095,anhalten::V,stad,peatuma
1096,hineingehen::V,téigh isteach,sisenema
1097,hineingehen::V,téigh isteach,sisse minema
1098,eintreten::V,téigh isteach,sisenema
1099,eintreten::V,téigh isteach,sisse astuma
1100,kommen::V,tar,tulema
1101,ankommen::V,tar,saabuma
1102,zurückkommen::V,fill,tagasi tulema
1103,bleiben::V,fan,jääma
1104,warten::V,fan,ootama
1105,erwarten::V,tá ag súil le,ootama
1106,erwarten::V,tá ag súil le,lootma
1107,erwarten::V,tá ag dréim le,ootama
1108,erwarten::V,tá ag dréim le,lootma
1109,suchen::V,lorg,otsima
1110,finden::V,faigh,leidma
1111,finden::V,aimsigh,leidma
1112,versuchen::V,triail,püüdma
1113,versuchen::V,triail,üritama
1114,versuchen::V,triail,katsetama
1115,vorbereiten::V,réitigh,valmistama
1116,lieben::V,gráigh,armastama
1117,mögen::V,taitin le,sallima
1118,mögen::V,taitin le,meeldima
1119,mögen::V,is maith le,sallima
1120,mögen::V,is maith le,meeldima
1121,lachen::V,gáir,naerma
1122,rühren::V,téigh i bhfeidhm ar,liigutama
1123,rühren::V,téigh i bhfeidhm ar,heldima panema
1124,weinen::V,goil,nutma
1125,weinen::V,caoin,nutma
1126,schimpfen::V,tá ag clamhsán,sõimama
1127,sich ärgern::V,tá corraithe,ärrituma
1128,sich ärgern::V,tá corraithe,vihastuma
1129,sich fürchten::V,tá eagla ar,kartma
1130,sich fürchten::V,tá eagla ar,hirmu tundma
1131,fürchten::V,tá eagla ar,kartma
1132,fliehen::V,teith,põgenema
1133,flüchten::V,éalaigh,põgenema
1134,sehen::V,feic,nägema
1135,anschauen::V,dearc,vaatama
1136,anschauen::V,féach ar,vaatama
1137,ansehen::V,breathnaigh,vaatama
1138,hören::V,cluin,kuulma
1139,zuhören::V,éist,kuulama
1140,probieren::V,bliais,proovima
1141,riechen::V,bolaigh,nuusutama
1142,fühlen::V,braith,tundma
1143,fühlen::V,mothaigh,tundma
1144,scheinen::V,tá an chuma ar,näida
1145,scheinen::V,tá an chuma ar,ilmuda
1146,zu sehen sein::V,tá le feiceáil,ilmuma
1147,vernehmen::V,clois,üle kuulama
1148,frieren::V,tá fuar,külmetada
1149,tun::V,déan,tegema
1150,können::V,féad,võima
1151,können::V,féad,oskama
1152,können::V,is féidir le,võima
1153,können::V,is féidir le,oskama
1154,wollen::V,tá ag iarraidh,tahtma
1155,anfangen::V,tosaigh,hakkama
1156,anfangen::V,tosaigh,alustama
1157,anfangen::V,cuir tús le,hakkama
1158,anfangen::V,cuir tús le,alustama
1159,beenden::V,críochnaigh,lõpetama
1160,beenden::V,cuir deireadh le,lõpetama
1161,aufhören::V,stad,lakkama
1162,gelingen::V,éirigh le,õnnestuma
1163,geraten::V,tá deireadh ar,jõudma
1164,öffnen::V,oscail,avama
1165,schließen::V,dún,sulgema
1166,schließen::V,iaigh,sulgema
1167,stellen::V,cuir,panema
1168,stellen::V,cuir,asetama
1169,setzen::V,cuir,panema
1170,setzen::V,socraigh,panema
1171,legen::V,cuir,panema
1172,legen::V,cuir,asetama
1173,berühren::V,teagmhaigh le,riivama
1174,berühren::V,teagmhaigh le,puudutama
1175,verbinden::V,ceangail,ühendama
1176,bedecken::V,clúdaigh,katma
1177,bedecken::V,cumhdaigh,katma
1178,aufhängen::V,croch,riputama
1179,anzünden::V,las,süütama
1180,anzünden::V,adhain,süütama
1181,aufheben::V,tóg,üles tõstma
1182,aufheben::V,ardaigh,üles tõstma
1183,zurücklassen::V,fág,jätma
1184,verlieren::V,caill,kaotama
1185,fallen lassen::V,lig uait,maha pillama
1186,fallen lassen::V,lig uait,kukkuda laskma
1187,fallen lassen::V,caith uait,maha pillama
1188,fallen lassen::V,caith uait,kukkuda laskma
1189,machen::V,déan,tegema
1190,machen::V,réitigh,tegema
1191,herstellen::V,táirg,valmistama
1192,bauen::V,tóg,ehitama
1193,reparieren::V,deisigh,parandama
1194,verbessern::V,feabhsaigh,parandama
1195,ändern::V,athraigh,muutma
1196,ändern::V,athraigh,ümber tegema
1197,graben::V,tochail,kaevama
1198,beugen::V,crom,painutama
1199,biegen::V,lúb,painutama
1200,drehen::V,cas,keerama
1201,wenden::V,tiontaigh,ümber pöörama
1202,umdrehen::V,iompaigh,ümber keerama
1203,umdrehen::V,tiontaigh,ümber keerama
1204,heben::V,ardaigh,tõstma
1205,hochheben::V,tóg,üles tõstma
1206,hochheben::V,tóg,kõrgele tõstma
1207,ergreifen::V,beir ar,haarama
1208,halten::V,coimeád,hoidma
1209,halten::V,coinnigh,hoidma
1210,drücken::V,brúigh,pigistama
1211,schieben::V,brúigh,lükkama
1212,kratzen::V,scríob,kraapima
1213,lecken::V,ligh,lakkuma
1214,lecken::V,leadhb,lakkuma
1215,beißen::V,bain greim as,purema
1216,beißen::V,bain greim as,hammustama
1217,abreißen::V,stróic,rebima
1218,abreißen::V,stróic,ära rebima
1219,abreißen::V,tarraing,rebima
1220,abreißen::V,tarraing,ära rebima
1221,abschneiden::V,scoith,ära lõikama
1222,binden::V,ceangail,siduma
1223,stecken::V,sáigh,pistma
1224,brechen::V,bris,murdma
1225,klopfen::V,cnag,koputama
1226,hauen::V,buail,lööma
1227,kleben::V,gliúáil,kleepima
1228,reiben::V,cuimil,hõõruma
1229,streichen::V,leath,silitama
1230,schleifen::V,líomh,lihvima
1231,schleifen::V,líomh,teritama
1232,schneiden::V,gearr,lõikama
1233,rütteln::V,croith,raputama
1234,schütteln::V,croith,raputama
1235,schütteln::V,croith,loksutama
1236,schwenken::V,luasc,vehkima
1237,schwenken::V,luasc,lehvitama
1238,schütten::V,doirt,kallama
1239,füllen::V,líon,täitma
1240,einwickeln::V,cuach,sisse mähkima
1241,einwickeln::V,clúdaigh,sisse mähkima
1242,tragen::V,iompair,kandma
1243,schleppen::V,tarraing,tassima
1244,schleppen::V,tarraing,lohistama
1245,ziehen::V,tarraing,vedama
1246,ziehen::V,tarraing,tõmbama
1247,aufbewahren::V,coinnigh,säilitama
1248,aufbewahren::V,coinnigh,alal hoidma
1249,werfen::V,caith,viskama
1250,fangen::V,ceap,püüdma
1251,packen::V,beir ar,kinni haarama
1252,packen::V,beir ar,kinni võtma
1253,verstecken::V,folaigh,peitma
1254,verstecken::V,cuir i bhfolach,peitma
1255,teilen::V,roinn,jagama
1256,teilen::V,roinn,jaotama
1257,schicken::V,seol,saatma
1258,bringen::V,beir,viima
1259,bringen::V,tabhair,viima
1260,hinzufügen::V,cuir le,lisama
1261,bekommen::V,faigh,saama
1262,erhalten::V,faigh,saama
1263,nehmen::V,tóg,võtma
1264,nehmen::V,glac,võtma
1265,wählen::V,pioc,valima
1266,wählen::V,roghnaigh,valima
1267,auswählen::V,roghnaigh,valima
1268,bewahren::V,caomhnaigh,hoidma
1269,behindern::V,cuir bac ar,takistama
1270,verderben::V,mill,rikkuma
1271,beschädigen::V,loit,rikkuma
1272,beschädigen::V,déan damáiste do,rikkuma
1273,zerbrechen::V,bris,katki tegema
1274,zerreißen::V,stiall,katki rebima
1275,zerstören::V,mill,purustama
1276,zerstören::V,scrios,purustama
1277,verbrennen::V,las,põletama
1278,verbrennen::V,dóigh,põletama
1279,geben::V,tabhair,andma
1280,reichen::V,sín,andma
1281,reichen::V,sín,ulatama
1282,reichen::V,cuir,andma
1283,reichen::V,cuir,ulatama
1284,schenken::V,bronn,kinkima
1285,schenken::V,tabhair,kinkima
1286,versprechen::V,geall,lubama
1287,versprechen::V,geall,tõotama
1288,wünschen::V,guigh,soovima
1289,loben::V,mol,kiitma
1290,küssen::V,póg,suudlema
1291,wiegen::V,bog,hällitama
1292,wiegen::V,luasc,hällitama
1293,zudecken::V,clúdaigh,kaanetama
1294,zudecken::V,clúdaigh,kinni katma
1295,wecken::V,dúisigh,äratama
1296,zeigen::V,taispeáin,näitama
1297,führen::V,treoraigh,juhatama
1298,lehren::V,múin,õpetama
1299,lehren::V,teagasc,õpetama
1300,unterrichten::V,múin,õpetama
1301,unterrichten::V,teagasc,õpetama
1302,aufziehen::V,tóg,üles kasvatama
1303,leiten::V,tá i gceannas ar,juhtima
1304,antreiben::V,gríosaigh,ergutama
1305,lassen::V,cuir ag,laskma
1306,einladen::V,cuir cuireadh ar,kutsuma
1307,vereinigen::V,aontaigh,ühendama
1308,besuchen::V,tabhair cuairt ar,külastama
1309,treffen::V,cas ar,kohtama
1310,treffen::V,buail le,kohtama
1311,sich versammeln::V,bailigh,kogunema
1312,sich versammeln::V,cruinnigh,kogunema
1313,spielen::V,imir,mängima
1314,spielen::V,tá ag spraoi,mängima
1315,singen::V,can,laulma
1316,tanzen::V,rinc,tantsima
1317,tanzen::V,damhsaigh,tantsima
1318,sich trennen::V,scar,lahku minema
1319,verlassen::V,fág,maha jätma
1320,retten::V,tarrtháil,päästma
1321,bewachen::V,cosain,valvama
1322,bewachen::V,gardáil,valvama
1323,schützen::V,cosain,kaitsma
1324,verteidigen::V,cosain,kaitsma
1325,sich schlagen::V,tá ag bruíon,kaklema
1326,schießen::V,caith,tulistama
1327,schießen::V,scaoil,tulistama
1328,siegen::V,bain,võitma
1329,siegen::V,buaigh,võitma
1330,ärgern::V,cuir isteach ar,ärritama
1331,ärgern::V,cuir isteach ar,vihastama
1332,schlagen::V,buail,lööma
1333,treten::V,ciceáil,sõtkuma
1334,stechen::V,sáigh,pistma
1335,stechen::V,sáigh,torkama
1336,stoßen::V,brúigh,tõukama
1337,stoßen::V,soncáil,tõukama
1338,stehlen::V,goid,varastama
1339,stören::V,cuir isteach ar,segama
1340,stören::V,cuir isteach ar,häirima
1341,belästigen::V,cuir as do,ahistama
1342,verbergen::V,ceil,peitma
1343,verbergen::V,ceil,varjama
1344,täuschen::V,cuir dallamullóg ar,petma
1345,täuschen::V,cuir dallamullóg ar,tüssama
1346,betrügen::V,déan calaois ar,petma
1347,betrügen::V,déan calaois ar,tüssama
1348,betrügen::V,déan calaois ar,truudust murtma
1349,töten::V,maraigh,tapma
1350,töten::V,maraigh,surmama
1351,wohnen::V,cuir faoi,elama
1352,wohnen::V,tá ina chónaí,elama
1353,arbeiten::V,oibrigh,töötama
1354,sammeln::V,bailigh,koguma
1355,sammeln::V,bailigh,korjama
1356,sammeln::V,cruinnigh,koguma
1357,sammeln::V,cruinnigh,korjama
1358,pflücken::V,pioc,noppima
1359,jagen::V,seilg,jahtima
1360,fischen::V,iasc,kalastama
1361,fischen::V,iasc,kala püüdma
1362,fassen::V,beir ar,püüdma
1363,hüten::V,aoirigh,karjatama
1364,treiben::V,seol,ajama
1365,treiben::V,tiomáin,ajama
1366,anbinden::V,ceangail,kinni siduma
1367,füttern::V,cothaigh,söötma
1368,füttern::V,beathaigh,söötma
1369,melken::V,bligh,lüpsma
1370,melken::V,crúigh,lüpsma
1371,hacken::V,gearr,raiuma
1372,hacken::V,gearr,lõhkuma
1373,gießen::V,uiscigh,kastma
1374,reifen::V,aibigh,valmima
1375,zubereiten::V,cócaráil,valmistama
1376,kochen::V,bruith,keetma
1377,kochen::V,beirigh,keetma
1378,backen::V,bácáil,küpsetama
1379,braten::V,róst,praadima
1380,braten::V,frioch,praadima
1381,umrühren::V,measc,segama
1382,stricken::V,cniotáil,kuduma
1383,nähen::V,fuaigh,õmblema
1384,färben::V,dathaigh,värvima
1385,reinigen::V,glan,puhastama
1386,waschen::V,nigh,pesema
1387,abwischen::V,glan,puhtaks pühkima
1388,spülen::V,sruthlaigh,uhtma
1389,fegen::V,scuab,pühkima
1390,kehren::V,scuab,pühkima
1391,baden::V,folc,suplema
1392,baden::V,folc,kümblema
1393,sich waschen::V,nigh é féin,end pesema
1394,ausziehen::V,bain de,käest võtma
1395,ausziehen::V,bain de,jalast võtma
1396,ausziehen::V,bain de,seljast võtma
1397,anziehen::V,cuir ar,jalga panema
1398,sich anziehen::V,gléas é féin,riietuma
1399,kämmen::V,cíor,kammima
1400,schmücken::V,maisigh,kaunistama
1401,sagen::V,abair,ütlema
1402,sprechen::V,labhair,rääkima
1403,sprechen::V,labhair,kõnelema
1404,reden::V,caintigh,kõnelema
1405,sich unterhalten::V,caintigh,vestlema
1406,sich unterhalten::V,tá ag comhrá,vestlema
1407,fragen::V,fiafraigh,küsima
1408,fragen::V,cuir ceist,küsima
1409,bitten::V,iarr,paluma
1410,erzählen::V,inis,jutustama
1411,erzählen::V,eachtraigh,jutustama
1412,mitteilen::V,aithris,teatama
1413,mitteilen::V,aithris,teada andma
1414,mitteilen::V,cuir in iúl,teatama
1415,mitteilen::V,cuir in iúl,teada andma
1416,nennen::V,ainmnigh,nimetama
1417,rufen::V,glaoigh,kutsuma
1418,prahlen::V,maígh,hooplema
1419,übersetzen::V,aistrigh,tõlkima
1420,denken::V,síl,mõtlema
1421,denken::V,ceap,mõtlema
1422,glauben::V,creid,uskuma
1423,bemerken::V,tabhair faoi deara,märkama
1424,erkennen::V,aithin,ära tundma
1425,begreifen::V,tuig,aru saama
1426,verstehen::V,tuig,mõistma
1427,lernen::V,foghlaim,õppima
1428,wissen::V,tá a fhios ag,teadma
1429,sich erinnern an::V,cuimhnigh ar,mäletama
1430,sich erinnern an::V,is cuimhne ar,mäletama
1431,vergessen::V,dearmad,unustama
1432,messen::V,tomhais,mõõtma
1433,zählen::V,cuntais,loendama
1434,rechnen::V,ríomh,arvutama
1435,rechnen::V,áirigh,arvutama
1436,lesen::V,léigh,lugema
1437,malen::V,péinteáil,maalima
1438,zeichnen::V,línigh,joonistama
1439,zeichnen::V,tarraing,joonistama
1440,schreiben::V,scríobh,kirjutama
1441,besitzen::V,is le,omama
1442,kaufen::V,ceannaigh,ostma
1443,verkaufen::V,díol,müüma
1444,bezahlen::V,íoc as,tasuma
1445,zahlen::V,íoc,maksma
1446,beherrschen::V,rialaigh,valitsema
1447,ertragen::V,seas,taluma
1448,ertragen::V,fulaing,taluma
1449,ertragen::V,foighnigh,taluma
1450,Ader::N,,veen
1451,vorwärts::ADV,,edasi
