,Concept_ID,tr,hr
837,wertvoll::A,değerli,dragocjen
838,blind::A,kör,slijep
839,taub::A,sağır,gluh
840,kräftig::A,dinç,snažan
841,kräftig::A,kuvvetli,snažan
842,stark::A,güçlü,jak
843,stark::A,güçlü,snažan
844,stark::A,kuvvetli,jak
845,stark::A,kuvvetli,snažan
846,schwach::A,zayıf,slab
847,schwach::A,güçsüz,slab
848,fett::A,şişman,pretio
849,schlank::A,narin,vitak
850,hübsch::A,güzel,zgodan
851,hübsch::A,sevimli,zgodan
852,böse::A,kötü,zao
853,böse::A,kötü,opak
854,dumm::A,aptal,glup
855,faul::A,tembel,lijen
856,fleißig::A,çalışkan,radin
857,fleißig::A,çalışkan,marljiv
858,geizig::A,cimri,škrt
859,klug::A,zekî,razborit
860,klug::A,akıllı,razborit
861,geschickt::A,becerikli,vješt
862,lieb::A,sevimli,drag
863,lustig::A,neşeli,veseo
864,sanft::A,nazik,blag
865,hungrig::A,aç,gladan
866,krank::A,hasta,bolestan
867,krank::A,rahatsız,bolestan
868,nackt::A,çıplak,nag
869,traurig::A,kederli,tužan
870,traurig::A,kederli,žalostan
871,traurig::A,üzüntülü,tužan
872,traurig::A,üzüntülü,žalostan
873,lebendig::A,canlı,živ
874,gut::A,iyi,dobar
875,schlecht::A,kötü,loš
876,schlecht::A,kötü,rđav
877,richtig::A,doğru,tačan
878,richtig::A,doğru,ispravan
879,schlimm::A,kötü,zao
880,schlimm::A,kötü,zločest
881,wahr::A,doğru,istinit
882,wahr::A,gerçek,istinit
883,alt::A,eski,star
884,neu::A,yeni,nov
885,ehemalig::A,önceki,bivši
886,alt[Lebewesen]::A,yaşlı,star
887,jung::A,genç,mlad
888,arm::A,fakir,ubog
889,arm::A,fakir,siromašan
890,reich::A,zengin,bogat
891,bekannt::A,bilinen,poznat
892,berühmt::A,ünlü,čuven
893,berühmt::A,ünlü,slavan
894,berühmt::A,meşhur,čuven
895,berühmt::A,meşhur,slavan
896,fremd::A,yabancı,tuđ
897,fremd::A,yabancı,stran
898,verschieden::A,ayrı,razan
899,verschieden::A,ayrı,različan
900,verschieden::A,farklı,razan
901,verschieden::A,farklı,različan
902,nah::A,yakın,blizak
903,nah::A,bitişik,blizak
904,fern::A,uzak,dalek
905,fern::A,uzak,daljnji
906,linker::A,sol,lijevi
907,rechter::A,sağ,desni
908,anderer::A,diğer,drugi
909,anderer::A,diğer,drugačiji
910,erster::A,ilk,prvi
911,erster::A,birinci,prvi
912,zweiter::A,ikinci,drugi
913,dritter::A,üçüncü,treći
914,letzter::A,son,zadnji
915,letzter::A,sonuncu,zadnji
916,allein::ADV,yalnız,sam
917,allein::ADV,tek başına,sam
918,auf einmal::ADV,birden,istodobno
919,zusammen::ADV,beraber,skupa
920,zusammen::ADV,beraber,zajedno
921,zusammen::ADV,birlikte,skupa
922,zusammen::ADV,birlikte,zajedno
923,lange::ADV,çok,dugo
924,lange::ADV,uzun,dugo
925,plötzlich::ADV,ansızın,naglo
926,plötzlich::ADV,ansızın,iznenada
927,plötzlich::ADV,birdenbire,naglo
928,plötzlich::ADV,birdenbire,iznenada
929,sofort::ADV,hemen,odmah
930,sofort::ADV,derhal,odmah
931,später::ADV,daha sonra,kasnije
932,jetzt::ADV,şimdi,sad
933,jetzt::ADV,şimdi,sada
934,heute::ADV,bugün,danas
935,morgen::ADV,yarın,sutra
936,bald::ADV,yakında,skoro
937,bald::ADV,yakında,doskora
938,dann::ADV,sonra,zatim
939,gestern::ADV,dün,juče
940,gestern::ADV,dün,jučer
941,einst::ADV,eskiden,negda
942,einst::ADV,eskiden,nekada
943,damals::ADV,o zamanlar,tada
944,damals::ADV,o zamanlar,onda
945,danach::ADV,sonradan,poslije
946,danach::ADV,sonradan,nakon toga
947,danach::ADV,ondan sonra,poslije
948,danach::ADV,ondan sonra,nakon toga
949,vorher::ADV,önce,prije
950,vorher::ADV,önce,prije toga
951,vorher::ADV,önceden,prije
952,vorher::ADV,önceden,prije toga
953,zuerst::ADV,ilk önce,prvo
954,zuerst::ADV,ilk önce,najprije
955,einmal::ADV,bir defa,jednom
956,einmal::ADV,bir defa,jedanput
957,manchmal::ADV,bazan,katkad
958,manchmal::ADV,bazan,katkada
959,oft::ADV,sık sık,često
960,oft::ADV,çok defa,često
961,immer::ADV,daima,vazda
962,immer::ADV,daima,uvijek
963,immer::ADV,her zaman,vazda
964,immer::ADV,her zaman,uvijek
965,niemals::ADV,asla değil,nikad
966,niemals::ADV,asla değil,nikada
967,niemals::ADV,hiçbir zaman,nikad
968,niemals::ADV,hiçbir zaman,nikada
969,hier::ADV,burada,tu
970,hier::ADV,burada,ovdje
971,hierhin::ADV,buraya,amo
972,hierhin::ADV,buraya,ovamo
973,von hier::ADV,buradan,odavde
974,dort::ADV,orada,ondje
975,dort::ADV,şurada,ondje
976,dorthin::ADV,oraya,onamo
977,dorthin::ADV,şuraya,onamo
978,geradeaus::ADV,doğru,ravno
979,vorwärts::ADV,ileri,naprijed
980,rückwärts::ADV,geri,natrag
981,zurück::ADV,geriye,nazad
982,zurück::ADV,geriye,natrag
983,unten::ADV,aşağıda,dolje
984,hinab::ADV,aşağıya,nizbrdo
985,oben::ADV,yukarıda,gore
986,hinauf::ADV,yukarı,uzbrdo
987,hinauf::ADV,yukarıya,uzbrdo
988,überall::ADV,her yerde,svuda
989,überall::ADV,her yerde,svagdje
990,nicht::ADV,-mi-,ne
991,nicht::ADV,değil,ne
992,ein wenig::ADV,biraz,malo
993,kaum::ADV,dar,tek
994,kaum::ADV,dar,jedva
995,kaum::ADV,hemen hemen değil,tek
996,kaum::ADV,hemen hemen değil,jedva
997,sehr::ADV,pek,jako
998,sehr::ADV,pek,veoma
999,sehr::ADV,gayet,jako
1000,sehr::ADV,gayet,veoma
1001,so::ADV,öyle,tako
1002,so::ADV,öyle,ovako
1003,so::ADV,böyle,tako
1004,so::ADV,böyle,ovako
1005,noch::ADV,hâlâ,još
1006,noch::ADV,henüz,još
1007,nur::ADV,ancak,samo
1008,nur::ADV,yalnız,samo
1009,schon::ADV,çoktan,već
1010,wieder::ADV,tekrar,opet
1011,wieder::ADV,tekrar,ponovo
1012,wieder::ADV,yeniden,opet
1013,wieder::ADV,yeniden,ponovo
1014,vergebens::ADV,boşuna,uzalud
1015,vergebens::ADV,boşuna,zabadava
1016,vor::PRP,önünde,pred
1017,vor::PRP,önünde,ispred
1018,hinter::PRP,arkasında,za
1019,hinter::PRP,arkasında,iza
1020,unter::PRP,altında,pod
1021,unter::PRP,altında,ispod
1022,durch::PRP,sayesinde,po
1023,durch::PRP,sayesinde,kroz
1024,durch::PRP,ortasından,po
1025,durch::PRP,ortasından,kroz
1026,neben::PRP,yanında,kraj
1027,neben::PRP,yanında,pored
1028,neben::PRP,yanında,pokraj
1029,zwischen::PRP,arasında,među
1030,zwischen::PRP,arasında,između
1031,wegen::PRP,dolayı,radi
1032,wegen::PRP,dolayı,zbog
1033,dies::PRN,bu,ovo
1034,das::PRN,o,to
1035,das::PRN,o,ono
1036,das::PRN,şu,to
1037,das::PRN,şu,ono
1038,alles::PRN,hepsi,sve
1039,alles::PRN,her şey,sve
1040,ich::PRN,ben,ja
1041,du::PRN,sen,ti
1042,er::PRN,o,on
1043,wir::PRN,biz,mi
1044,ihr::PRN,siz,vi
1045,sie::PRN,onlar,oni
1046,was::FPRN,ne,što
1047,wer::FPRN,kim,tko
1048,wo::FADV,nerede,gdje
1049,wohin::FADV,nereye,kuda
1050,wohin::FADV,nereye,kamo
1051,wie::FADV,nasıl,kako
1052,warum::FADV,neden,zašto
1053,wieviel::FNUM,kaç,koliko
1054,wieviel::FNUM,ne kadar,koliko
1055,eins::NUM,bir,jedan
1056,zwei::NUM,iki,dva
1057,drei::NUM,üç,tri
1058,vier::NUM,dört,četiri
1059,fünf::NUM,beş,pet
1060,sechs::NUM,altı,šest
1061,sieben::NUM,yedi,sedam
1062,acht::NUM,sekiz,osam
1063,neun::NUM,dokuz,devet
1064,zehn::NUM,on,deset
1065,elf::NUM,on bir,jedanaest
1066,zwölf::NUM,on iki,dvanaest
1067,zwanzig::NUM,yirmi,dvadeset
1068,dreißig::NUM,otuz,trideset
1069,vierzig::NUM,kırk,četrdeset
1070,fünfzig::NUM,elli,pedeset
1071,sechzig::NUM,altmış,šezdeset
1072,siebzig::NUM,yetmiş,sedamdeset
1073,achtzig::NUM,seksen,osamdeset
1074,neunzig::NUM,doksan,devetdeset
1075,hundert::NUM,yüz,sto
1076,tausend::NUM,bin,tisuća
1077,und::CNJ,ve,i
1078,und::CNJ,ve,te
1079,und::CNJ,ile,i
1080,und::CNJ,ile,te
1081,oder::CNJ,ya,ili
1082,oder::CNJ,yahut,ili
1083,stehen::V,durmak,stajati
1084,sitzen::V,oturmak,sjediti
1085,liegen::V,yatmak,ležati
1086,hängen::V,asılı olmak,visiti
1087,werden::V,olmak,postati
1088,werden::V,olmak,činiti se
1089,werden::V,olunmak,postati
1090,werden::V,olunmak,činiti se
1091,passieren::V,olmak,desiti se
1092,passieren::V,olmak,dogoditi se
1093,beginnen::V,başlamak,početi
1094,enden::V,bitmek,prestati
1095,enden::V,bitmek,svršiti se
1096,enden::V,sona ermek,prestati
1097,enden::V,sona ermek,svršiti se
1098,wechseln::V,değişmek,mijenjati se
1099,aufgehen[Sonne]::V,doğmak,izići
1100,untergehen[Sonne]::V,batmak,zaći
1101,scheinen[Sonne]::V,parlamak,sijati
1102,donnern::V,gök gürlemek,grmjeti
1103,wehen::V,esmek,duhati
1104,strömen::V,akmak,strujati
1105,fließen::V,akmak,teći
1106,sich drehen::V,dönmek,obrtati se
1107,sich drehen::V,dönmek,vrtjeti se
1108,schwanken::V,sallanmak,teturati
1109,schwanken::V,sallanmak,kolebati se
1110,schwingen::V,titremek,njihati
1111,schwingen::V,titremek,titrati
1112,fallen::V,düşmek,padati
1113,brennen::V,yanmak,gorjeti
1114,rauchen::V,tütmek,dimiti se
1115,regnen::V,yağmak,kišiti
1116,regnen::V,yağmak,daždjeti
1117,gefrieren::V,donmak,smrznuti se
1118,tauen::V,erimek,kopnjeti
1119,tauen::V,erimek,kraviti se
1120,schmelzen::V,erimek,topiti se
1121,trocknen::V,kurumak,sušiti se
1122,sieden::V,kaynamak,kipjeti
1123,sieden::V,kaynamak,ključati
1124,faulen::V,çürümek,gnjiti
1125,verfaulen::V,çürümek,sagnjiti
1126,reißen::V,yırtılmak,otrgnuti se
1127,versinken::V,batmak,tonuti
1128,versinken::V,batmak,propasti
1129,vergehen::V,geçmek,prolaziti
1130,erscheinen::V,görünmek,pojaviti se
1131,verschwinden::V,kaybolmak,nestati
1132,verschwinden::V,kaybolmak,izgubiti se
1133,sinken::V,inmek,trgnuti
1134,sinken::V,inmek,spustiti se
1135,abnehmen::V,azalmak,opasti
1136,zunehmen::V,artmak,povećati se
1137,zunehmen::V,çoğalmak,povećati se
1138,steigen::V,artmak,uzići
1139,steigen::V,artmak,nadoći
1140,steigen::V,yükselmek,uzići
1141,steigen::V,yükselmek,nadoći
1142,wachsen::V,büyümek,rasti
1143,wachsen::V,gelişmek,rasti
1144,glänzen::V,parlamak,blistati
1145,glänzen::V,parlamak,sjati se
1146,funkeln::V,parıldamak,svjetlucati
1147,lärmen::V,gürültü yapmak,bučati
1148,lärmen::V,gürültü yapmak,galamiti
1149,läuten::V,çalmak,zvoniti
1150,klingeln::V,zil çalmak,zvoniti
1151,klirren::V,şakırdamak,zvečati
1152,klirren::V,zangırdamak,zvečati
1153,brausen::V,köpürmek,hujati
1154,brausen::V,kükremek,hujati
1155,rauschen::V,fışırdamak,šumiti
1156,rauschen::V,fışırdamak,šuškati
1157,klingen::V,tınlamak,zvučati
1158,bellen::V,havlamak,lajati
1159,heulen::V,ulumak,zavijati
1160,blasen::V,üflemek,puhati
1161,pfeifen::V,düdük çalmak,fućkati
1162,schreien::V,bağırmak,vikati
1163,schreien::V,bağırmak,kričati
1164,schreien::V,haykırmak,vikati
1165,schreien::V,haykırmak,kričati
1166,stöhnen::V,inlemek,stenjati
1167,zittern::V,titremek,drhtati
1168,zittern::V,titremek,trepetati
1169,leben::V,yaşamak,živjeti
1170,leben::V,hayatta olmak,živjeti
1171,geboren werden::V,doğmak,roditi se
1172,atmen::V,solunmak,disati
1173,atmen::V,nefes almak,disati
1174,trinken::V,içmek,piti
1175,essen::V,yemek,jesti
1176,schlucken::V,yutmak,gutati
1177,müde werden::V,yorulmak,umoriti se
1178,einschlafen::V,uykuya dalmak,usnuti
1179,einschlafen::V,uykuya dalmak,zaspati
1180,schlafen::V,uyumak,spati
1181,aufwachen::V,uyanmak,probuditi se
1182,aufstehen::V,kalkmak,ustati
1183,aufstehen::V,yataktan kalkmak,ustati
1184,sich erholen::V,dinlenmek,odmoriti se
1185,krank werden::V,hastalanmak,oboljeti se
1186,krank werden::V,hastalanmak,razboljeti se
1187,krank sein::V,hasta olmak,bolovati
1188,schmerzen::V,ağrımak,boljeti
1189,husten::V,öksürmek,kašljati
1190,genesen::V,şifa bulmak,ozdraviti
1191,genesen::V,şifa bulmak,oporaviti se
1192,sterben::V,ölmek,umrijeti
1193,sterben::V,vefat etmek,umrijeti
1194,umkommen::V,ölmek,skapati
1195,sich bewegen::V,hareket etmek,gibati se
1196,sich bewegen::V,hareket etmek,kretati se
1197,sich rühren::V,kımıldanmak,maknuti se
1198,sich erheben::V,kalkmak,dići se
1199,sich erheben::V,ayağa kalkmak,dići se
1200,sich setzen::V,oturmak,sjesti
1201,hinfallen::V,yere düşmek,pasti
1202,laufen::V,yürümek,hodati
1203,schreiten::V,yürümek,stupati
1204,schreiten::V,adım atmak,stupati
1205,spazierengehen::V,gezmek,šetati se
1206,spazierengehen::V,dolaşmak,šetati se
1207,eilen::V,seğirtmek,hitati
1208,sich beeilen::V,acele etmek,požuriti se
1209,sausen::V,hızla gitmek,juriti
1210,rennen::V,koşmak,trčati
1211,springen::V,atlamak,skakati
1212,springen::V,sıçramak,skakati
1213,klettern::V,tırmanmak,popeti se
1214,klettern::V,tırmanmak,penjati se
1215,schaukeln::V,sallanmak,ljuljati se
1216,kriechen::V,sürünmek,puzati
1217,kriechen::V,sürünmek,gmizati
1218,schwimmen::V,yüzmek,plivati
1219,tauchen::V,dalmak,roniti
1220,tauchen::V,dalmak,gnjuriti
1221,rudern::V,kürek çekmek,veslati
1222,fahren::V,gitmek,voziti se
1223,fliegen::V,uçmak,letjeti
1224,fliegen::V,uçmak,lijetati
1225,gehen::V,gitmek,ići
1226,weggehen::V,gitmek,otići
1227,abfahren::V,kalkmak,krenuti
1228,abfahren::V,kalkmak,otputovati
1229,anhalten::V,durmak,stati
1230,anhalten::V,durmak,zaustaviti
1231,hineingehen::V,içeri girmek,ulaziti
1232,eintreten::V,girmek,ući
1233,kommen::V,gelmek,doći
1234,ankommen::V,varmak,stići
1235,zurückkommen::V,dönmek,vratiti se
1236,zurückkommen::V,dönmek,povratiti se
1237,bleiben::V,kalmak,ostati
1238,warten::V,beklemek,čekati
1239,erwarten::V,beklemek,očekivati
1240,suchen::V,aramak,tražiti
1241,finden::V,bulmak,naći
1242,versuchen::V,denemek,pokušati
1243,vorbereiten::V,hazırlamak,spremiti
1244,vorbereiten::V,hazırlamak,pripremiti
1245,lieben::V,sevmek,voljeti
1246,mögen::V,beğenmek,voljeti
1247,lachen::V,gülmek,smijati se
1248,rühren::V,dokunmak,taknuti
1249,rühren::V,duygulandırmak,taknuti
1250,weinen::V,ağlamak,plakati
1251,schimpfen::V,küfretmek,psovati
1252,sich ärgern::V,kızmak,ljutiti se
1253,sich fürchten::V,korkmak,bojati se
1254,fürchten::V,korkmak,bojati se
1255,fliehen::V,kaçmak,pobjeći
1256,flüchten::V,kaçmak,utjeći
1257,sehen::V,görmek,vidjeti
1258,anschauen::V,seyretmek,ogledati
1259,ansehen::V,bakmak,gledati
1260,hören::V,duymak,čuti
1261,hören::V,işitmek,čuti
1262,zuhören::V,dinlemek,slušati
1263,probieren::V,denemek,probati
1264,probieren::V,tadına bakmak,probati
1265,riechen::V,kokusunu almak,osjećati miris
1266,fühlen::V,duymak,osjećati
1267,fühlen::V,hissetmek,osjećati
1268,scheinen::V,görünmek,činiti se
1269,zu sehen sein::V,görünmek,biti vidljiv
1270,vernehmen::V,haber almak,saznati
1271,frieren::V,üşümek,zima je
1272,tun::V,etmek,raditi
1273,tun::V,yapmak,raditi
1274,können::V,bilmek,moći
1275,wollen::V,istemek,htjeti
1276,anfangen::V,başlamak,početi
1277,beenden::V,bitirmek,svršiti
1278,beenden::V,bitirmek,dovršiti
1279,aufhören::V,bitmek,prestati
1280,gelingen::V,başarmak,uspjeti
1281,geraten::V,düşmek,desiti se
1282,öffnen::V,açmak,otvoriti
1283,schließen::V,kapamak,zatvoriti
1284,stellen::V,koymak,metnuti
1285,stellen::V,koymak,postaviti
1286,setzen::V,koymak,posaditi
1287,setzen::V,oturtmak,posaditi
1288,legen::V,koymak,polagati
1289,legen::V,yatırmak,polagati
1290,berühren::V,dokunmak,doticati
1291,berühren::V,dokunmak,dodirivati
1292,verbinden::V,bağlamak,spojiti
1293,verbinden::V,bağlamak,zavezati
1294,verbinden::V,birleştirmek,spojiti
1295,verbinden::V,birleştirmek,zavezati
1296,bedecken::V,örtmek,pokriti
1297,bedecken::V,kaplamak,pokriti
1298,aufhängen::V,asmak,objesiti
1299,anzünden::V,yakmak,upaliti
1300,anzünden::V,yakmak,zapaliti
1301,anzünden::V,ateşlemek,upaliti
1302,anzünden::V,ateşlemek,zapaliti
1303,aufheben::V,kaldırmak,podići
1304,aufheben::V,kaldırmak,podignuti
1305,zurücklassen::V,geride bırakmak,ostaviti
1306,zurücklassen::V,geride bırakmak,pustiti natrag
1307,verlieren::V,yitirmek,izgubiti
1308,verlieren::V,kaybetmek,izgubiti
1309,fallen lassen::V,düşürmek,ispustiti
1310,machen::V,yapmak,uraditi
1311,machen::V,yapmak,načiniti
1312,machen::V,yapmak,napraviti
1313,herstellen::V,yapmak,proizvesti
1314,herstellen::V,imal etmek,proizvesti
1315,bauen::V,kurmak,graditi
1316,bauen::V,inşa etmek,graditi
1317,reparieren::V,onarmak,popraviti
1318,reparieren::V,tamir etmek,popraviti
1319,verbessern::V,düzeltmek,poboljšati
1320,ändern::V,değiştirmek,promijeniti
1321,graben::V,kazmak,kopati
1322,graben::V,kazmak,kopkati
1323,beugen::V,eğmek,saviti
1324,biegen::V,bükmek,saviti
1325,biegen::V,bükmek,sagnuti
1326,drehen::V,çevirmek,vrtjeti
1327,drehen::V,döndürmek,vrtjeti
1328,wenden::V,çevirmek,obrnuti
1329,umdrehen::V,çevirmek,okrenuti
1330,umdrehen::V,çevirmek,prevŕnuti
1331,heben::V,kaldırmak,dizati
1332,hochheben::V,yukarı kaldırmak,dignuti
1333,ergreifen::V,tutmak,uhvatiti
1334,ergreifen::V,tutmak,prihvatiti
1335,ergreifen::V,yakalamak,uhvatiti
1336,ergreifen::V,yakalamak,prihvatiti
1337,halten::V,tutmak,držati
1338,drücken::V,sıkmak,pritiskivati
1339,schieben::V,itmek,gurati
1340,schieben::V,sürmek,gurati
1341,kratzen::V,kaşımak,česati
1342,kratzen::V,kaşımak,grepsti
1343,lecken::V,yalamak,lizati
1344,beißen::V,ısırmak,ujesti
1345,beißen::V,ısırmak,gristi
1346,abreißen::V,koparmak,otkinuti
1347,abschneiden::V,keserek ayırmak,odrezati
1348,binden::V,bağlamak,vezati
1349,stecken::V,sokmak,turiti
1350,brechen::V,kırmak,slomiti
1351,klopfen::V,çalmak,lupati
1352,klopfen::V,çalmak,kucati
1353,hauen::V,vurmak,tući
1354,hauen::V,vurmak,udarati
1355,kleben::V,yapıştırmak,lijepiti
1356,reiben::V,ovmak,trti
1357,reiben::V,sürtmek,trti
1358,streichen::V,sürmek,namazati
1359,schleifen::V,bilemek,brusiti
1360,schneiden::V,kesmek,rezati
1361,rütteln::V,sallamak,drmati
1362,schütteln::V,sarsmak,tresti
1363,schütteln::V,çalkamak,tresti
1364,schwenken::V,sallamak,mahati
1365,schütten::V,dökmek,sipati
1366,schütten::V,dökmek,lijevati
1367,schütten::V,akıtmak,sipati
1368,schütten::V,akıtmak,lijevati
1369,füllen::V,doldurmak,napuniti
1370,einwickeln::V,sarmak,umotati
1371,einwickeln::V,sarmak,zamotati
1372,tragen::V,taşımak,nositi
1373,schleppen::V,sürüklemek,tegliti
1374,ziehen::V,çekmek,vući
1375,aufbewahren::V,saklamak,čuvati
1376,werfen::V,atmak,bacati
1377,fangen::V,tutmak,loviti
1378,fangen::V,tutmak,hvatati
1379,fangen::V,yakalamak,loviti
1380,fangen::V,yakalamak,hvatati
1381,packen::V,tutmak,ščepati
1382,packen::V,tutmak,zgrabiti
1383,packen::V,yakalamak,ščepati
1384,packen::V,yakalamak,zgrabiti
1385,verstecken::V,saklamak,sakriti
1386,teilen::V,bölmek,podijeliti
1387,teilen::V,ayırmak,podijeliti
1388,schicken::V,yollamak,slati
1389,schicken::V,göndermek,slati
1390,bringen::V,getirmek,donijeti
1391,hinzufügen::V,katmak,dodati
1392,hinzufügen::V,katmak,pridati
1393,hinzufügen::V,eklemek,dodati
1394,hinzufügen::V,eklemek,pridati
1395,bekommen::V,almak,dobiti
1396,bekommen::V,eline geçmek,dobiti
1397,erhalten::V,almak,primiti
1398,nehmen::V,almak,uzeti
1399,wählen::V,seçmek,izabrati
1400,auswählen::V,seçmek,odabrati
1401,auswählen::V,ayırmak,odabrati
1402,bewahren::V,korumak,sačuvati
1403,behindern::V,engellemek,smetati
1404,verderben::V,bozmak,pokvariti
1405,beschädigen::V,zedelemek,oštetiti
1406,beschädigen::V,ziyan vermek,oštetiti
1407,zerbrechen::V,kırmak,razbiti
1408,zerbrechen::V,kırmak,prelomiti
1409,zerreißen::V,yırtmak,poderati
1410,zerreißen::V,yırtmak,rastrgnuti
1411,zerstören::V,yıkmak,razoriti
1412,zerstören::V,yıkmak,razrušiti
1413,zerstören::V,tahrip etmek,razoriti
1414,zerstören::V,tahrip etmek,razrušiti
1415,verbrennen::V,yakmak,spaliti
1416,verbrennen::V,yakmak,sagorjeti
1417,geben::V,vermek,dati
1418,reichen::V,uzatmak,pružiti
1419,schenken::V,hediye etmek,darivati
1420,versprechen::V,vaat etmek,obećati
1421,wünschen::V,kutlamak,željeti
1422,loben::V,övmek,hvaliti
1423,küssen::V,öpmek,ljubiti
1424,wiegen::V,sallamak,njihati
1425,wiegen::V,sallamak,ljuljati
1426,zudecken::V,örtmek,pokriti
1427,wecken::V,uyandırmak,probuditi
1428,zeigen::V,göstermek,pokazati
1429,führen::V,gezdirmek,voditi
1430,führen::V,yol göstermek,voditi
1431,lehren::V,okutmak,učiti
1432,lehren::V,öğretmek,učiti
1433,unterrichten::V,öğretmek,poučiti
1434,aufziehen::V,yetiştirmek,uzgajati
1435,leiten::V,yönetmek,upravljati
1436,leiten::V,idare etmek,upravljati
1437,antreiben::V,teşvik etmek,natjeravati
1438,lassen::V,-tırmak,dati
1439,einladen::V,davet etmek,pozvati
1440,vereinigen::V,birleştirmek,ujediniti
1441,besuchen::V,uğramak,posjetiti
1442,besuchen::V,ziyaret etmek,posjetiti
1443,besuchen::V,görmeye gitmek,posjetiti
1444,treffen::V,rastlamak,sresti
1445,treffen::V,isabet etmek,sresti
1446,sich versammeln::V,toplanmak,okupiti se
1447,spielen::V,oynamak,igrati se
1448,singen::V,söylemek,pjevati
1449,singen::V,şarkı söylemek,pjevati
1450,tanzen::V,oynamak,plesati
1451,tanzen::V,dans etmek,plesati
1452,sich trennen::V,ayrılmak,razići se
1453,verlassen::V,bırakmak,ostaviti
1454,verlassen::V,bırakmak,napustiti
1455,verlassen::V,terk etmek,ostaviti
1456,verlassen::V,terk etmek,napustiti
1457,retten::V,kurtarmak,spasiti
1458,bewachen::V,gözetmek,čuvati
1459,bewachen::V,gözetmek,stražariti
1460,schützen::V,korumak,čuvati
1461,verteidigen::V,savunmak,obraniti
1462,sich schlagen::V,dövüşmek,biti se
1463,sich schlagen::V,dövüşmek,udariti se
1464,schießen::V,ateş etmek,pucati
1465,schießen::V,ateş etmek,strijeljati
1466,siegen::V,yenmek,pobijediti
1467,ärgern::V,kızdırmak,ljutiti
1468,schlagen::V,dövmek,biti
1469,schlagen::V,dövmek,udariti
1470,treten::V,tepmek,šutnuti
1471,stechen::V,sokmak,ubosti
1472,stechen::V,batırmak,ubosti
1473,stoßen::V,itmek,gurnuti
1474,stehlen::V,çalmak,ukrasti
1475,stören::V,bozmak,smetati
1476,stören::V,etkilemek,smetati
1477,belästigen::V,rahatsız etmek,smetati
1478,belästigen::V,rahatsız etmek,dosaditi
1479,verbergen::V,saklamak,skriti
1480,täuschen::V,aldatmak,obmanuti
1481,betrügen::V,aldatmak,prevarati
1482,betrügen::V,dolandırmak,prevarati
1483,töten::V,öldürmek,ubiti
1484,wohnen::V,oturmak,stanovati
1485,arbeiten::V,çalışmak,raditi
1486,sammeln::V,toplamak,sabrati
1487,pflücken::V,koparmak,ubrati
1488,jagen::V,avlanmak,loviti
1489,fischen::V,balık tutmak,ribati
1490,fischen::V,balık tutmak,loviti ribu
1491,fassen::V,tutmak,uloviti
1492,fassen::V,yakalamak,uloviti
1493,hüten::V,otlatmak,pasti
1494,treiben::V,gütmek,goniti
1495,anbinden::V,bağlamak,privezati
1496,füttern::V,beslemek,hraniti
1497,melken::V,sağmak,musti
1498,hacken::V,yarmak,sjeckati
1499,gießen::V,sulamak,politi
1500,reifen::V,olgunlaşmak,sazreti
1501,zubereiten::V,hazırlamak,prigotoviti
1502,kochen::V,pişirmek,kuhati
1503,kochen::V,kaynatmak,kuhati
1504,backen::V,pişirmek,peći
1505,backen::V,fırında pişirmek,peći
1506,braten::V,kızartmak,peći
1507,braten::V,kızartmak,pržiti
1508,umrühren::V,karıştırmak,promiješati
1509,stricken::V,örmek,plesti
1510,nähen::V,dikmek,šiti
1511,färben::V,boyamak,obojiti
1512,reinigen::V,temizlemek,očistiti
1513,reinigen::V,temizlemek,počistiti
1514,waschen::V,yıkamak,prati
1515,abwischen::V,silmek,otrti
1516,spülen::V,çalkamak,isprati
1517,spülen::V,çalkamak,oplakati
1518,fegen::V,süpürmek,mesti
1519,fegen::V,süpürmek,pomesti
1520,kehren::V,süpürmek,mesti
1521,baden::V,yıkanmak,kupati se
1522,baden::V,banyo yapmak,kupati se
1523,sich waschen::V,yıkanmak,umiti se
1524,sich waschen::V,yıkanmak,prati se
1525,ausziehen::V,çıkarmak,svući
1526,anziehen::V,giymek,obući
1527,sich anziehen::V,giyinmek,obući se
1528,kämmen::V,taramak,češljati
1529,schmücken::V,süslemek,uresiti
1530,schmücken::V,süslemek,nakititi
1531,sagen::V,demek,reći
1532,sagen::V,demek,kazati
1533,sagen::V,söylemek,reći
1534,sagen::V,söylemek,kazati
1535,sprechen::V,konuşmak,govoriti
1536,reden::V,konuşmak,govoriti
1537,reden::V,konuşmak,besjediti
1538,sich unterhalten::V,sohbet etmek,razgovarati se
1539,fragen::V,sormak,pitati
1540,bitten::V,dilemek,moliti
1541,bitten::V,rica etmek,moliti
1542,erzählen::V,bahsetmek,ispričati
1543,erzählen::V,bahsetmek,pripovjediti
1544,erzählen::V,hikâye etmek,ispričati
1545,erzählen::V,hikâye etmek,pripovjediti
1546,mitteilen::V,bildirmek,saopćiti
1547,nennen::V,adlandırmak,nazvati
1548,rufen::V,çağırmak,zvati
1549,rufen::V,çağırmak,dozvati
1550,prahlen::V,övünmek,hvalisati se
1551,übersetzen::V,çevirmek,prevesti
1552,übersetzen::V,tercüme etmek,prevesti
1553,denken::V,düşünmek,misliti
1554,glauben::V,inanmak,vjerovati
1555,glauben::V,zannetmek,vjerovati
1556,bemerken::V,farkına varmak,zapaziti
