,Concept_ID,ab,kv
713,oben::ADV,хыхь,вевдӧрас
714,hinauf::ADV,аҩада,вывлань
715,hinauf::ADV,аҩада,вывланьӧ
716,überall::ADV,зегьынцьара,быдлан
717,nicht::ADV,-м,ог
718,ein wenig::ADV,ҕыҭк,-ышт
719,ein wenig::ADV,ҕыҭк,невна
720,kaum::ADV,аарлаҳәа,ӧдва
721,kaum::ADV,афергьҳәа,ӧдва
722,sehr::ADV,даара,вывтi
723,so::ADV,ас,сiдз
724,so::ADV,абас,сiдз
725,noch::ADV,макьана,эшӧ
726,nur::ADV,заҵәык,только
727,schon::ADV,уажәшьҭа,ни
728,schon::ADV,аиҳа ипоу,ни
729,wieder::ADV,ҿыц,бӧра
730,wieder::ADV,дырҩегь,бӧра
731,wieder::ADV,дырҩегьых,бӧра
732,vergebens::ADV,баша,весись
733,vor::PRP,аҕхьа,одзас
734,hinter::PRP,нхыҵ,бӧрӧ
735,unter::PRP,амҵа,увтын
736,unter::PRP,амҵан,увтын
737,neben::PRP,ааигуара,бокам
738,neben::PRP,ааигуара,боксиным
739,zwischen::PRP,абжьара,коласас
740,wegen::PRP,-иззы,понда
741,wegen::PRP,-ҟнытә,понда
742,dies::PRN,ари,эта
743,dies::PRN,абри,эта
744,das::PRN,Абни,сiя
745,das::PRN,убри,сiя
746,alles::PRN,зегьы,быдӧс
747,ich::PRN,са,ме
748,ich::PRN,сара,ме
749,du::PRN,бара,тэ
750,er::PRN,иара,сiя
751,wir::PRN,ҳара,мийӧ
752,ihr::PRN,шәара,ті
753,sie::PRN,дара,нія
754,wer::FPRN,дарбан,кин
755,wo::FADV,иабыкуу,кытӧн
756,wo::FADV,аба-,кытӧн
757,wo::FADV,ахь-,кытӧн
758,wohin::FADV,иабыкуу,кытчӧ
759,wohin::FADV,аба-,кытчӧ
760,wohin::FADV,ахь-,кытчӧ
761,wie::FADV,-шҕа,дзик
762,warum::FADV,избан,мыля
763,warum::FADV,избан,мыйсянь
764,wieviel::FNUM,заҟа,мымда
765,eins::NUM,акы,ӧт
766,eins::NUM,аӡәы,ӧт
767,zwei::NUM,ҩба,кык
768,drei::NUM,хҕа,куим
769,vier::NUM,ҕшьба,нёль
770,fünf::NUM,хəба,вит
771,sechs::NUM,фба,квать
772,sieben::NUM,Бжьба,сизим
773,acht::NUM,ааба,кыкьямыс
774,neun::NUM,жәба,ӧкмыс
775,zehn::NUM,жәаба,дас
776,elf::NUM,жәеизатәи,дасотік
777,zwölf::NUM,жәаҩа,даскык
778,zwanzig::NUM,ҩажәа,кыкдас
779,dreißig::NUM,ҩажәижәабатәи,куимдас
780,vierzig::NUM,ҩынҩажәа,нёльдас
781,fünfzig::NUM,ҩынҩажәеижәаба,витдас
782,sechzig::NUM,хынҩажәа,кватьдас
783,siebzig::NUM,хынҩажәижәаба,сизимдас
784,achtzig::NUM,ҕшьынҩажәа,кыкьямысдас
785,neunzig::NUM,ҕшьынҩажәижәаба,ӧкмысдас
786,hundert::NUM,шәкы,сто
787,tausend::NUM,зқьы,тысяча
788,und::CNJ,-и,и
789,und::CNJ,-и,да
790,oder::CNJ,ма,или
791,stehen::V,агылазаара,сулавны
792,sitzen::V,атəара,пукавны
793,sitzen::V,атəа(заа)ра,пукавны
794,liegen::V,аиара,куйлыны
795,hängen::V,акнаҳара,ӧшавны
796,werden::V,аҟалара,лоны
797,passieren::V,аҟалара,аркмыны
798,beginnen::V,алагара,петны
799,enden::V,алгара,-сь
800,enden::V,алгара,бырны
801,wechseln::V,аҽыҧсахра,вежсьыны
802,aufgehen[Sonne]::V,агылара,петавны
803,aufgehen[Sonne]::V,ахашлара,петавны
804,aufgehen[Sonne]::V,аҩаҵхахара,петавны
805,untergehen[Sonne]::V,аҭашəара,пуксьыны
806,scheinen[Sonne]::V,акаҧхара,югьявны
807,donnern::V,адыдра,гымавны
808,wehen::V,асра,пӧлявны
809,strömen::V,акаҭəара,киссьыны
810,fließen::V,ацара,визывтны
811,sich drehen::V,ахагьежьра,бергавны
812,schwanken::V,аҵысра,кӧвьясьны
813,schwingen::V,ахызазара,дюттясьны
814,schwingen::V,акьаандара,дюттясьны
815,fallen::V,акаҳара,усьны
816,brennen::V,абылра,сотчыны
817,rauchen::V,ахылҵра,тшынасьны
818,regnen::V,аура,зэрны
819,gefrieren::V,аҵаара,гегдыны
820,tauen::V,аӡҭра,сывны
821,schmelzen::V,ақəӡыҭра,сывны
822,schmelzen::V,аҭəара,сывны
823,trocknen::V,абара,косьмыны
824,sieden::V,ашра,пизьны
825,faulen::V,абаара,нёльзьыны
826,verfaulen::V,абаара,тӧрмыны
827,verfaulen::V,абаара,сiсьмыны
828,verfaulen::V,аилашра,тӧрмыны
829,verfaulen::V,аилашра,сiсьмыны
830,reißen::V,аҧжəара,косясьны
831,versinken::V,аӡааҟəрылара,вӧйны
832,vergehen::V,ацара,мунны
833,erscheinen::V,ацəырҵра,мыччисьны
834,verschwinden::V,аҵашəкəара,ӧшны
835,sinken::V,атəара,ямны
836,sinken::V,алаҟəра,ямны
837,abnehmen::V,ацӡаара,ямны
838,abnehmen::V,аиҵалара,ямны
839,zunehmen::V,аҽырҭбаара,паськавны
840,zunehmen::V,аиҵыҵра,паськавны
841,zunehmen::V,арацəахара,паськавны
842,steigen::V,азҳара,лэбтiсьны
843,steigen::V,ашьҭыҵра,лэбтiсьны
844,steigen::V,адухара,лэбтiсьны
845,steigen::V,ацлара,лэбтiсьны
846,wachsen::V,азҳара,быдмыны
847,glänzen::V,ацыр-цырра,свиттявны
848,glänzen::V,ацыҩ-цыҩра,свиттявны
849,glänzen::V,аказказра,свиттявны
850,funkeln::V,ашап-шапра,югйовтлыны
851,funkeln::V,ашап-шапра,югйӧв-керны
852,funkeln::V,ацым-цымра,югйовтлыны
853,funkeln::V,ацым-цымра,югйӧв-керны
854,lärmen::V,ашьҭыбжьгара,чавзыны
855,lärmen::V,аҕьҕьаҳәа аилалара,чавзыны
856,läuten::V,аҵəҵəасра,диньгыны
857,klingeln::V,аҵəҵəасра,силькӧтны
858,klirren::V,ахьархьарра,жольӧтны
859,klirren::V,архьархьарра,жольӧтны
860,brausen::V,аилаҽҽара,гуасьны
861,brausen::V,еилашуера,гуасьны
862,klingen::V,агара,горавны
863,klingen::V,ашьҭыбжь гара,горавны
864,bellen::V,ашра,увтны
865,bellen::V,ашра,вувтны
866,heulen::V,ауура,уннявны
867,blasen::V,аҭəҳəара,пӧлявны
868,pfeifen::V,ашəшəра,пиксыны
869,schreien::V,аҳəҳəара,айзыны
870,schreien::V,ахəаара,айзыны
871,schreien::V,аҟаара,айзыны
872,stöhnen::V,ақьра,ойзыны
873,stöhnen::V,ақьра,ружтыны
874,zittern::V,аҵыс-ҵысра,легьявны
875,leben::V,аҟазаара,овны
876,geboren werden::V,Аира,шогмыны
877,atmen::V,аҕсыҕ лагаҩагара,лолавны
878,trinken::V,ажəра,юны
879,essen::V,акрыфара,сёйны
880,schlucken::V,албаадара,ньылавны
881,müde werden::V,ааҕсара,мыдзны
882,einschlafen::V,ацəара,ланьтны
883,schlafen::V,ацəазаара,узьны
884,aufwachen::V,аҿыхара,саймыны
885,aufwachen::V,аҿыхара,пальмыны
886,aufstehen::V,Агəылҵра,сувтны
887,sich erholen::V,аҧсшьара,шоччисьлыны
888,krank werden::V,ачмазаҩхара,моржитны
889,krank sein::V,аҳəарҧсарра,шогавны
890,krank sein::V,аҳəарҧсарра,визьӧтны
891,schmerzen::V,ахьра,висьны
892,husten::V,аимҳәара,кашляйтны
893,genesen::V,абзиахара,бурдны
894,genesen::V,аӷəӷəахара,бурдны
895,sterben::V,аҧсра,кувны
896,umkommen::V,аҭахара,вийсьыны
897,sich bewegen::V,аиҭаҵра,локны
898,sich bewegen::V,аиҭаҵра,ветлӧтны
899,sich rühren::V,ақəацара,вӧрзьӧтчыны
900,sich erheben::V,аҩагылара,сувтны
901,sich setzen::V,атəара,пуксьыны
902,hinfallen::V,акаҳара,пӧрласьны
903,laufen::V,аныҟəара,мунны
904,schreiten::V,ашьаҿа еихгара,тальччавны
905,spazierengehen::V,анеи-ааира,котрасьны
906,eilen::V,аццакра,тэрмасьны
907,sich beeilen::V,аццакра,тэрмасьны
908,sausen::V,аҧырра,вирдавны-котӧртны
909,sausen::V,иҭрысны,вирдавны-котӧртны
910,sausen::V,ишьҭҟьаны ацара,вирдавны-котӧртны
911,rennen::V,аҩра,
912,springen::V,аҧара,чеччавны
913,klettern::V,ақəлара,кышасьны
914,schaukeln::V,аҟəараҟəанҽара,чурликасьны
915,kriechen::V,аҳəазара,кыскасьны-мунны
916,schwimmen::V,аӡсара,вартчыны
917,tauchen::V,ахəӡааҵəира,сунгисьны ваӧ
918,rudern::V,аҵшьра,сынны
919,fahren::V,акала,мунны
920,fliegen::V,аҧырра,лэбавны
921,gehen::V,аиҭаҵра,мунны
922,weggehen::V,ацара,мунны
923,abfahren::V,адəықəлара,иньдӧтчыны
924,abfahren::V,адəықəлара,мунны
925,abfahren::V,ацара,иньдӧтчыны
926,abfahren::V,ацара,мунны
927,anhalten::V,ааныргылара,сувтны
928,hineingehen::V,аҭалара,пырны
929,eintreten::V,аҩналара,пырны
930,kommen::V,аара,локны
931,kommen::V,ааира,локны
932,ankommen::V,ааира,локны
933,ankommen::V,аара,локны
934,ankommen::V,анеира,локны
935,zurückkommen::V,азыхынҳəра,бертны
936,zurückkommen::V,азыхынҳəра,панӧвтсьыны
937,bleiben::V,аанхара,кольччыны
938,bleiben::V,анхара,кольччыны
939,bleiben::V,аангылара,кольччыны
940,warten::V,азҧшзаара,видзчисьны
941,erwarten::V,азҧшра,видзчисьны
942,suchen::V,ашьҭазаара,кошшыны
943,finden::V,аҧшаара,адззыны
944,versuchen::V,аҽазкра,пондыны
945,versuchen::V,аҽазкра,пондӧтны
946,vorbereiten::V,армазеира,лӧсьӧтны
947,lieben::V,абзиабара,милуйтны
948,mögen::V,агəаҧхара,радейтны
949,lachen::V,аччара,серавны
950,rühren::V,арҵəуара,сьӧлӧм вӧрзьӧтны
951,weinen::V,аҵəуара,горзыны
952,schimpfen::V,ацəҳара,видчыны
953,sich ärgern::V,агəаара,лёкавны
954,sich fürchten::V,аӡыӡара,повны
955,fürchten::V,ацəшəара,повны
956,fliehen::V,абналара,пышшыны
957,fliehen::V,ацəцара,пышшыны
958,flüchten::V,абналара,пышшыны
959,flüchten::V,ацəцара,пышшыны
960,sehen::V,абара,адззыны
961,anschauen::V,ахəаҧшра,видзӧтны
962,ansehen::V,ахəаҧшра,видзӧтны
963,hören::V,аҳара,кывны
964,zuhören::V,азыӡырҩра,кывзыны
965,probieren::V,аҧышəара,пешлыны
966,riechen::V,афыҩра,дукавны
967,fühlen::V,анырра,кывны
968,fühlen::V,ацәакырра,кывны
969,scheinen::V,шәа,декуйтчыны
970,scheinen::V,аацәырҵа,декуйтчыны
971,vernehmen::V,аҳара,тӧдмавны
972,frieren::V,ашəра,гегдыны
973,frieren::V,аҵаара,гегдыны
974,tun::V,аҟаҵара,керны
975,können::V,алшара,вермыны
976,wollen::V,аҭахра,мӧдны
977,anfangen::V,алагара,петны
978,beenden::V,алгара,ештӧтны
979,beenden::V,алгара,керыштны
980,aufhören::V,аҟəыҵра,дугдыны
981,gelingen::V,аура,шогмыны
982,gelingen::V,аманшəалахара,шогмыны
983,gelingen::V,алҵра,шогмыны
984,geraten::V,нзаарын,мыччисьны
985,öffnen::V,аартра,осьтны
986,schließen::V,аркра,пӧднавны
987,stellen::V,аргылара,сувтӧтны
988,setzen::V,артəара,пуксьӧтны
989,legen::V,ақəҵара,пуктыны
990,berühren::V,акьысра,вӧрзьӧтны
991,berühren::V,алакьысра,вӧрзьӧтны
992,verbinden::V,аҿаҳəара,йитны
993,bedecken::V,ақəршəра,вевттьыны
994,aufhängen::V,акнаҳара,ӧшӧтны
995,anzünden::V,аркра,ӧзтыны
996,aufheben::V,ашьҭыхра,лэбтыны
997,zurücklassen::V,аныжьра,кольны
998,verlieren::V,ацəыӡра,ӧштыны
999,fallen lassen::V,ацəкаҳара,уськӧтны
1000,machen::V,ачаҧара,керны
1001,herstellen::V,аиҵдара,вӧчны
1002,bauen::V,аргылара,строитны
1003,reparieren::V,арҽеира,вочны
1004,verbessern::V,аиҕьтəра,бурсьӧтны
1005,ändern::V,аҧсахра,вежны
1006,graben::V,ажра,гарйыны
1007,beugen::V,арҟəра,кусіньтны
1008,beugen::V,архəара,кусіньтны
1009,biegen::V,арҟəра,чукыльтыштны
1010,biegen::V,архəара,чукыльтыштны
1011,drehen::V,аргьежьра,бергӧтны
1012,umdrehen::V,аарҳәра,бергӧтны
1013,heben::V,аҩахара,лэбтыны
1014,heben::V,араҳара,лэбтыны
1015,hochheben::V,ахагалара,лэбтыны
1016,hochheben::V,ашьҭҳəара,лэбтыны
1017,halten::V,акра,видзны
1018,drücken::V,ақəрӷəӷəара,личкыны
1019,schieben::V,аҵгəара,тойлавны
1020,schieben::V,агəара,тойлавны
1021,kratzen::V,ацəҟьара,шаркӧтны
1022,lecken::V,арбзара,нювны
1023,beißen::V,ацҳара,йирны
1024,abreißen::V,амжəара,орӧтны
1025,abschneiden::V,ахҵəара,шӧрыштны
1026,abschneiden::V,ахҵəара,вундыштны
1027,abschneiden::V,аҿахҵəара,шӧрыштны
1028,abschneiden::V,аҿахҵəара,вундыштны
1029,binden::V,аҿаҳəара,гӧрдззыны
1030,stecken::V,алаҵара,мӧртны
1031,brechen::V,аҧҵəара,жугдыны
1032,klopfen::V,асра,зукӧтны
1033,hauen::V,ақəкшара,желльыны
1034,kleben::V,аҷабра,лякӧтны
1035,reiben::V,арҟəыҷра,зыртны
1036,streichen::V,ахьшьра,мавтны
1037,schleifen::V,ахра,кыскыны
1038,schneiden::V,аҧҟара,вундавны
1039,rütteln::V,арҵысра,шатлавны
1040,schütteln::V,аршəшəара,зыбӧтны
1041,schwenken::V,аҟьара,ӧвтны
1042,schwenken::V,аҟьара,макайтны
1043,schütten::V,аҭаҭəара,кисьтны
1044,füllen::V,арҭəра,тыртны
1045,füllen::V,арҭəра,тырсьӧтны
1046,einwickeln::V,алаҳəара,тубны
1047,tragen::V,аҩагара,новйӧтны
1048,schleppen::V,арҳəазара,кыскыны
1049,ziehen::V,ахара,кыскыны
1050,aufbewahren::V,аҵəахра,видзны
1051,werfen::V,аршəра,шентывлыны
1052,fangen::V,акра,кутны
1053,packen::V,анкра,кутасьны
1054,packen::V,анкра,кватитны
1055,packen::V,аҵкаара,кутасьны
1056,packen::V,аҵкаара,кватитны
1057,verstecken::V,аҵəахра,дзебны
1058,teilen::V,ашара,торйӧтны
1059,schicken::V,ашьҭра,иньдыны
1060,bringen::V,аагара,вайны
1061,hinzufügen::V,ацҵара,содтыны
1062,bekommen::V,аҧшаара,получитны
1063,bekommen::V,архиара,получитны
1064,bekommen::V,аура,получитны
1065,erhalten::V,аиура,получитны
1066,nehmen::V,агара,босьтны
1067,wählen::V,алҧшаара,бӧрйыны
1068,auswählen::V,алхра,бӧрйыны
1069,behindern::V,аҧырхагахара,падтыны
1070,verderben::V,алгара,изводавны
1071,verderben::V,абжьыхра,изводавны
1072,verderben::V,аҧхасҭатəра,изводавны
1073,beschädigen::V,аҧхасҭатəра,паздыны
1074,zerbrechen::V,аҧҽра,паздыны
1075,zerreißen::V,аҧжəара,косявны
1076,zerstören::V,аилаҧыххаара,паздыны
1077,verbrennen::V,абылра,сотны
1078,geben::V,аҭара,сетны
1079,reichen::V,аҭара,сетны
1080,schenken::V,аҩгара,козьнавны
1081,versprechen::V,ақəргəыӷра,кӧсйыны
1082,loben::V,арҽхəара,ошкыны
1083,küssen::V,агəӡра,окавны
1084,zudecken::V,аҵахҩара,вевттьыны
1085,zudecken::V,ақəршəра,вевттьыны
1086,wecken::V,арҿыхара,саймӧтны
1087,zeigen::V,арбара,мыччавны
1088,führen::V,аныҟəгара,нуӧтны
1089,lehren::V,арҵара,велӧтны
1090,unterrichten::V,арҧхьара,велӧтны
1091,aufziehen::V,ааӡара,быдтыны
1092,leiten::V,ахагылазаара,юравны
1093,leiten::V,ахагылазаара,веськӧтлыны
1094,antreiben::V,арццакра,тэрмӧтны
1095,lassen::V,арҟаҵара,-ӧтыны
1096,einladen::V,ааҕхьара,корны
1097,einladen::V,анаҧхьара,корны
1098,vereinigen::V,аилаҵара,ӧтувтны
1099,vereinigen::V,аилаҵара,ӧтлаавны
1100,besuchen::V,абара,пыравлыны
1101,treffen::V,аҧылара,пантавны
1102,sich versammeln::V,аизара,ӧксьыны
1103,spielen::V,ахəмарра,орсны
1104,singen::V,ашəаҳəара,сьывны
1105,tanzen::V,акəашара,йӧктыны
1106,sich trennen::V,аилыҵра,торьясьны
1107,verlassen::V,акажьра,кольны
1108,retten::V,Аиқəрхара,мынтны
1109,bewachen::V,ахьчара,смекайтны
1110,schützen::V,ацəыхьчара,дорйыны
1111,verteidigen::V,ахьчара,дорйыны
1112,sich schlagen::V,аисра,тышкасьны
1113,schießen::V,ахысра,лыйны
1114,siegen::V,аиааира,вермыны
1115,ärgern::V,аргəаара,лӧгӧтны
1116,schlagen::V,асра,базнитны
1117,schlagen::V,аҭасра,базнитны
1118,stechen::V,алакшара,бытшкыны
1119,stoßen::V,агəҭасра,тапкыны
1120,stoßen::V,агəҭасра,тойыштны
1121,stehlen::V,аӡара,гусявны
1122,stören::V,аҧырхагахара,костіавны
1123,belästigen::V,аргəамҵра,назыляйтны
1124,verbergen::V,аӡара,дзебны
1125,täuschen::V,ажьара,бӧбӧтны
1126,täuschen::V,ажьара,пӧрьявны
1127,betrügen::V,ажьара,муклачитны
1128,töten::V,ашьра,вийны
1129,wohnen::V,анхара,овны
1130,arbeiten::V,аусура,уджавны
1131,sammeln::V,аҟəшəара,ӧктыны
1132,pflücken::V,аҿыршəара,судзлавны
1133,pflücken::V,аҿыхра,судзлавны
1134,jagen::V,ашəарыцара,вӧравны
1135,fischen::V,аҧсыӡ икуеит,чериавны
1136,fassen::V,акра,кутны
1137,hüten::V,арҳəра,вердны
1138,hüten::V,арҳəра,йирсьӧтны
1139,hüten::V,ахьчара,вердны
1140,hüten::V,ахьчара,йирсьӧтны
1141,treiben::V,акацара,вашӧтны
1142,anbinden::V,адҳəалара,кӧртавны
1143,füttern::V,акырҿаҵара,вердны
1144,melken::V,ахьара,высьтыны
1145,melken::V,ахьара,чилькӧтны
1146,hacken::V,аҟəаҟəара,керавны
1147,gießen::V,аҵаҭəара,киськавны
1148,reifen::V,ашəра,кисьмыны
1149,reifen::V,аҟалара,кисьмыны
1150,zubereiten::V,ацура,лӧсьӧтны
1151,kochen::V,ажəра,пуны
1152,backen::V,аӡра,пӧжавны
1153,braten::V,аӡра,жаритны
1154,umrühren::V,аилрыхра,соравны
1155,stricken::V,аҧара,домавны
1156,nähen::V,аӡахра,вурны
1157,färben::V,ашəра,краситны
1158,reinigen::V,арыцқьара,весӧтны
1159,waschen::V,аӡәӡәара,пеславны
1160,abwischen::V,арбара,чышкыны
1161,spülen::V,аҭыршара,гывьявны
1162,fegen::V,аҧссара,чышкыны
1163,baden::V,аҽыкəабара,купайтчыны 
1164,sich waschen::V,аҽыӡəӡəара,миссьыны
1165,ausziehen::V,ашəыхра,гыжтӧтны
1166,ausziehen::V,ашəыхра,пӧрччавны
1167,anziehen::V,ашəҵара,пасьтавны
1168,sich anziehen::V,аҽеилаҳəара,пасьтасьны
1169,kämmen::V,аҳəара,сынавны
1170,schmücken::V,арҧшӡара,баситны
1171,sagen::V,аҳəара,висьтавны
1172,sprechen::V,ацəажəара,шуны
1173,reden::V,ацəажəара,баитны
1174,reden::V,аицәажәара,баитны
1175,sich unterhalten::V,аицәажәара,сёрнитны
1176,fragen::V,азҵаара,юавны
1177,bitten::V,аҳəара,корны
1178,erzählen::V,аҳəара,висьтавны
1179,mitteilen::V,азыцҳара,висьтавны
1180,nennen::V,ахьӡҵара,нимтны
1181,rufen::V,азҿыҭра,китсавны
1182,rufen::V,азҿыҭра,корны
1183,rufen::V,азҿыҭра,чукӧстны
1184,prahlen::V,аҽхəара,ошшасьны
1185,übersetzen::V,аиҭагара,вуджӧтны
1186,denken::V,азхəыцра,чайтны
1187,glauben::V,ахаҵара,веритны
1188,bemerken::V,агəаҭара,казявны
1189,erkennen::V,адырра,тӧдсавны
1190,begreifen::V,аилкаара,вежӧртны
1191,verstehen::V,аҳара,кывны
1192,lernen::V,аҵара,велӧтчыны
1193,wissen::V,адырра,тӧдны
1194,sich erinnern an::V,агəаларшəара,касьтывны
1195,vergessen::V,ахашҭра,вунӧтны
1196,messen::V,ашəара,меряйтны
1197,zählen::V,аҧхьаӡара,лыддьыны
1198,rechnen::V,аҳасабра,лыддьыны
1199,lesen::V,аҧхьара,лыддьӧтны
1200,besitzen::V,амазаара,лоны
1201,kaufen::V,Аахəара,небны
1202,verkaufen::V,аҭира,вузавны
1203,bezahlen::V,ахҭынҵара,вештыны
1204,bezahlen::V,ашəара,вештыны
1205,zahlen::V,ашəара,вештыны
1206,ertragen::V,ачҳара,терпитны
1207,Moor::N,,нюр
1208,Kralle::N,,кабыр
1209,Schwarm::N,,стая
1210,Schwarm::N,,чукӧр
1211,Sache::N,,тор
1212,Essen::N,,сёйӧм
1213,Geschäft::N,,удж
1214,Monat::N,,тӧлicь
1215,Jahr::N,,год
1216,dünn::A,,вӧснит
1217,roh::A,,путӧм
1218,durch::PRP,,пыр
1219,was::FPRN,,мый
1220,rauschen::V,,кышӧтны
1221,zu sehen sein::V,,тыдавны
1222,wenden::V,,бергӧтны
1223,ergreifen::V,,кватитны
1224,bewahren::V,,видзны
1225,wünschen::V,,бурсьыны
1226,wiegen::V,,тюттьӧтны
1227,treten::V,,чужьявны
1228,kehren::V,,чышкыны
1229,zeichnen::V,,гижмавны
1230,schreiben::V,,гижны
