,Concept_ID,no,ga
840,hinab::ADV,ned,síos
841,hinab::ADV,nedover,síos
842,oben::ADV,oppe,thuas
843,oben::ADV,ovenpå,thuas
844,hinauf::ADV,opp,suas
845,hinauf::ADV,oppover,suas
846,überall::ADV,overalt,i ngach áit
847,überall::ADV,overalt,ar fud na háite
848,nicht::ADV,ikke,ní
849,nicht::ADV,ikke,cha
850,ein wenig::ADV,litt,beagán
851,kaum::ADV,neppe,ar éigean
852,sehr::ADV,svært,an-
853,so::ADV,så,chomh
854,so::ADV,så,mar sin
855,noch::ADV,enda,fós
856,noch::ADV,enda,go fóill
857,nur::ADV,bare,amháin
858,nur::ADV,bare,níl ach
859,schon::ADV,alt,cheana
860,schon::ADV,alt,cheana féin
861,schon::ADV,allerede,cheana
862,schon::ADV,allerede,cheana féin
863,wieder::ADV,igjen,arís
864,wieder::ADV,igjen,athuair
865,vergebens::ADV,forgjeves,amú
866,vergebens::ADV,forgjeves,in aisce
867,vor::PRP,foran,ar thosach
868,vor::PRP,utenfor,ar thosach
869,hinter::PRP,bak,laistiar de
870,hinter::PRP,bak,taobh thiar de
871,hinter::PRP,bakom,laistiar de
872,hinter::PRP,bakom,taobh thiar de
873,unter::PRP,under,faoi
874,durch::PRP,gjennom,trí
875,durch::PRP,igjennom,trí
876,neben::PRP,ved siden av,taobh le
877,neben::PRP,ved siden av,in aice le
878,zwischen::PRP,mellom,idir
879,wegen::PRP,på grunn av,de bharr
880,wegen::PRP,på grunn av,mar gheall ar
881,dies::PRN,dette,seo
882,das::PRN,det,sin
883,alles::PRN,alt,gach rud
884,ich::PRN,jeg,mé
885,ich::PRN,jeg,mise
886,du::PRN,du,tú
887,du::PRN,du,tusa
888,er::PRN,han,sé
889,er::PRN,han,seisean
890,wir::PRN,vi,sinn
891,ihr::PRN,dere,sibh
892,ihr::PRN,dere,sibhse
893,sie::PRN,de,siad
894,sie::PRN,de,siadsan
895,was::FPRN,hva,cad
896,was::FPRN,hva,céard
897,wer::FPRN,hvem,cé
898,wo::FADV,hvor,cá
899,wo::FADV,hvor,cén áit
900,wohin::FADV,hvor ... hen,cá
901,wohin::FADV,hvor ... hen,cén áit
902,wie::FADV,hvordan,conas
903,wie::FADV,hvordan,cén chaoi
904,warum::FADV,hvorfor,cén fáth
905,warum::FADV,hvorfor,cad chuige
906,wieviel::FNUM,hvor mye,cá mhéad
907,eins::NUM,en,aon
908,eins::NUM,ett,aon
909,zwei::NUM,to,dhá
910,drei::NUM,tre,trí
911,vier::NUM,fire,ceathair
912,fünf::NUM,fem,cúig
913,sechs::NUM,seks,sé
914,sieben::NUM,sju,seacht
915,acht::NUM,åtte,ocht
916,neun::NUM,ni,naoi
917,zehn::NUM,ti,deich
918,elf::NUM,elleve,aon déag
919,zwölf::NUM,tolv,dó dhéag
920,zwanzig::NUM,tjue,fiche
921,dreißig::NUM,tretti,tríocha
922,vierzig::NUM,førti,daichead
923,vierzig::NUM,førti,ceathracha
924,fünfzig::NUM,femti,caoga
925,sechzig::NUM,seksti,seasca
926,siebzig::NUM,sytti,seachtó
927,achtzig::NUM,åtti,ochtó
928,neunzig::NUM,nitti,nócha
929,hundert::NUM,hundre,céad
930,tausend::NUM,tusen,míle
931,und::CNJ,og,agus
932,oder::CNJ,eller,nó
933,stehen::V,stå,seas
934,sitzen::V,sitte,suigh
935,liegen::V,ligge,luigh
936,hängen::V,henge,tá crochta
937,werden::V,bli,éirigh
938,passieren::V,skje,tarlaigh
939,passieren::V,hende,tarlaigh
940,beginnen::V,begynne,tosaigh
941,enden::V,ende,críochnaigh
942,enden::V,slutte,críochnaigh
943,wechseln::V,veksle,athraigh
944,aufgehen[Sonne]::V,stå opp,éirigh
945,untergehen[Sonne]::V,gå ned,fuin
946,untergehen[Sonne]::V,gå ned,téigh faoi
947,scheinen[Sonne]::V,skinne,taitin
948,scheinen[Sonne]::V,skinne,soilsigh
949,donnern::V,tordne,tá toirneach ann
950,wehen::V,blåse,séid
951,strömen::V,strømme,sil
952,fließen::V,flyte,rith
953,fließen::V,flyte,snigh
954,sich drehen::V,dreie seg,cas
955,sich drehen::V,dreie seg,imrothlaigh
956,schwanken::V,svaie,luasc
957,schwingen::V,svinge,luasc
958,fallen::V,falle,tit
959,brennen::V,brenne,dóigh
960,rauchen::V,ryke,plúch toite
961,regnen::V,regne,báistigh
962,regnen::V,regne,tá ag cur báistí
963,gefrieren::V,fryse,sioc
964,gefrieren::V,fryse,reoigh
965,tauen::V,tine,leáigh
966,tauen::V,tine,coscair
967,schmelzen::V,smelte,leáigh
968,trocknen::V,tørre,triomaigh
969,sieden::V,koke,fiuch
970,sieden::V,koke,beirigh
971,faulen::V,råtne,lobh
972,faulen::V,råtne,dreoigh
973,verfaulen::V,råtne,lobh
974,verfaulen::V,råtne,feoigh
975,reißen::V,briste,bris
976,versinken::V,synke,téigh síos
977,versinken::V,synke ned,téigh síos
978,vergehen::V,forløpe,téigh thart
979,erscheinen::V,synes,tar
980,verschwinden::V,forsvinne,imigh
981,sinken::V,synke,tit
982,sinken::V,synke,ísligh
983,abnehmen::V,avta,maolaigh
984,abnehmen::V,avta,laghdaigh
985,abnehmen::V,minske,maolaigh
986,abnehmen::V,minske,laghdaigh
987,zunehmen::V,tilta,méadaigh
988,steigen::V,stige,éirigh
989,wachsen::V,gro,fás
990,wachsen::V,vokse,fás
991,glänzen::V,skinne,lonraigh
992,funkeln::V,tindre,drithligh
993,lärmen::V,bråke,tóg callán
994,läuten::V,ringe,buail
995,klingeln::V,ringe,buail
996,klirren::V,klirre,cling
997,brausen::V,bruse,búir
998,rauschen::V,suse,tá ag siosarnach
999,klingen::V,lyde,tá glór ag
1000,klingen::V,klinge,tá glór ag
1001,bellen::V,gjø,amhastraigh
1002,bellen::V,bjeffe,amhastraigh
1003,heulen::V,ule,glam
1004,blasen::V,blåse,séid
1005,pfeifen::V,plystre,lig fead
1006,schreien::V,skrike,béic
1007,schreien::V,skrike,glaoigh
1008,stöhnen::V,stønne,lig cnead
1009,zittern::V,dirre,crith
1010,zittern::V,dirre,creathnaigh
1011,zittern::V,skjelve,crith
1012,zittern::V,skjelve,creathnaigh
1013,leben::V,leve,mair
1014,geboren werden::V,fødes,rugadh
1015,atmen::V,ånde,análaigh
1016,atmen::V,puste,análaigh
1017,trinken::V,drikke,ól
1018,essen::V,spise,ith
1019,schlucken::V,svelge,slog
1020,müde werden::V,bli trett,tuirsigh
1021,einschlafen::V,sovne,tit ina chodladh
1022,schlafen::V,sove,codail
1023,aufwachen::V,våkne,múscail
1024,aufstehen::V,stå opp,éirigh
1025,sich erholen::V,bli bra,lig scíth
1026,sich erholen::V,komme seg,lig scíth
1027,krank werden::V,bli syk,éirigh tinn
1028,krank sein::V,være syk,tá tinn
1029,schmerzen::V,gjøre vondt,tá pian i
1030,husten::V,hoste,déan casacht
1031,genesen::V,komme seg,téarnaigh
1032,sterben::V,dø,éag
1033,sterben::V,dø,faigh bás
1034,umkommen::V,omkomme,caill
1035,sich bewegen::V,bevege seg,bog
1036,sich bewegen::V,bevege seg,gluais
1037,sich rühren::V,røre på seg,corraigh
1038,sich erheben::V,reise seg,seas suas
1039,sich setzen::V,sette sig,suigh
1040,hinfallen::V,falle over ende,tit
1041,laufen::V,løpe,siúil
1042,schreiten::V,skride,siúil
1043,spazierengehen::V,spasere,téigh ag spaisteoireacht
1044,spazierengehen::V,gå en tur,téigh ag spaisteoireacht
1045,eilen::V,ile,deifrigh
1046,eilen::V,ile,brostaigh
1047,sich beeilen::V,skynde seg,deifrigh
1048,sich beeilen::V,skynde seg,déan deifir
1049,sausen::V,suse,luathaigh
1050,rennen::V,løpe,rith
1051,springen::V,hoppe,léim
1052,springen::V,springe,léim
1053,klettern::V,klatre,dreap
1054,schaukeln::V,huske,téigh ar an maide corrach
1055,kriechen::V,krype,snámh
1056,schwimmen::V,svømme,snámh
1057,tauchen::V,dykke,tum
1058,rudern::V,ro,iomair
1059,rudern::V,ro,rámhaigh
1060,fahren::V,kjøre,tiomáin
1061,fliegen::V,fly,eitil
1062,gehen::V,gå,téigh
1063,weggehen::V,gå bort,imigh
1064,abfahren::V,reise,imigh
1065,anhalten::V,stanse,stad
1066,hineingehen::V,gå inn,téigh isteach
1067,eintreten::V,tre inn,téigh isteach
1068,kommen::V,komme,tar
1069,ankommen::V,ankomme,tar
1070,ankommen::V,komme til,tar
1071,zurückkommen::V,komme tilbake,fill
1072,bleiben::V,bli,fan
1073,bleiben::V,forbli,fan
1074,warten::V,vente,fan
1075,erwarten::V,vente,tá ag súil le
1076,erwarten::V,vente,tá ag dréim le
1077,suchen::V,søke,lorg
1078,finden::V,finne,faigh
1079,finden::V,finne,aimsigh
1080,versuchen::V,prøve,triail
1081,versuchen::V,forsøke,triail
1082,vorbereiten::V,forberede,réitigh
1083,lieben::V,elske,gráigh
1084,mögen::V,like,taitin le
1085,mögen::V,like,is maith le
1086,lachen::V,le,gáir
1087,rühren::V,røre,téigh i bhfeidhm ar
1088,weinen::V,gråte,goil
1089,weinen::V,gråte,caoin
1090,schimpfen::V,skjelle,tá ag clamhsán
1091,sich ärgern::V,ergre seg,tá corraithe
1092,sich fürchten::V,være redd,tá eagla ar
1093,fürchten::V,være redd for,tá eagla ar
1094,fliehen::V,rømme,teith
1095,fliehen::V,flykte,teith
1096,flüchten::V,flykte,éalaigh
1097,sehen::V,se,feic
1098,anschauen::V,se på,dearc
1099,anschauen::V,se på,féach ar
1100,anschauen::V,betrakte,dearc
1101,anschauen::V,betrakte,féach ar
1102,ansehen::V,anse,breathnaigh
1103,hören::V,høre,cluin
1104,zuhören::V,tilhøre,éist
1105,probieren::V,smake,bliais
1106,probieren::V,smake på,bliais
1107,riechen::V,lukte,bolaigh
1108,fühlen::V,føle,braith
1109,fühlen::V,føle,mothaigh
1110,scheinen::V,se ut,tá an chuma ar
1111,zu sehen sein::V,synes,tá le feiceáil
1112,vernehmen::V,få vite,clois
1113,frieren::V,fryse,tá fuar
1114,tun::V,gjøre,déan
1115,können::V,kunne,féad
1116,können::V,kunne,is féidir le
1117,wollen::V,ville,tá ag iarraidh
1118,anfangen::V,begynne,tosaigh
1119,anfangen::V,begynne,cuir tús le
1120,beenden::V,avslutte,críochnaigh
1121,beenden::V,avslutte,cuir deireadh le
1122,aufhören::V,slutte,stad
1123,aufhören::V,holde opp,stad
1124,gelingen::V,lykkes,éirigh le
1125,geraten::V,bli,tá deireadh ar
1126,öffnen::V,åpne,oscail
1127,schließen::V,lukke,dún
1128,schließen::V,lukke,iaigh
1129,schließen::V,stenge,dún
1130,schließen::V,stenge,iaigh
1131,stellen::V,stille,cuir
1132,setzen::V,sette,cuir
1133,setzen::V,sette,socraigh
1134,legen::V,legge,cuir
1135,berühren::V,berøre,teagmhaigh le
1136,verbinden::V,forbinde,ceangail
1137,bedecken::V,dekke,clúdaigh
1138,bedecken::V,dekke,cumhdaigh
1139,aufhängen::V,henge,croch
1140,aufhängen::V,henge opp,croch
1141,anzünden::V,tenne,las
1142,anzünden::V,tenne,adhain
1143,anzünden::V,antenne,las
1144,anzünden::V,antenne,adhain
1145,anzünden::V,tenne på,las
1146,anzünden::V,tenne på,adhain
1147,aufheben::V,løfte,tóg
1148,aufheben::V,løfte,ardaigh
1149,aufheben::V,ta opp,tóg
1150,aufheben::V,ta opp,ardaigh
1151,zurücklassen::V,slippe tilbake,fág
1152,verlieren::V,miste,caill
1153,fallen lassen::V,droppe,lig uait
1154,fallen lassen::V,droppe,caith uait
1155,fallen lassen::V,la falle,lig uait
1156,fallen lassen::V,la falle,caith uait
1157,machen::V,lage,déan
1158,machen::V,lage,réitigh
1159,machen::V,gjøre,déan
1160,machen::V,gjøre,réitigh
1161,herstellen::V,fremstille,táirg
1162,bauen::V,bygge,tóg
1163,reparieren::V,reparere,deisigh
1164,verbessern::V,rette,feabhsaigh
1165,verbessern::V,forbedre,feabhsaigh
1166,ändern::V,forandre,athraigh
1167,graben::V,grave,tochail
1168,beugen::V,bøye,crom
1169,biegen::V,bøye,lúb
1170,drehen::V,dreie,cas
1171,wenden::V,vende,tiontaigh
1172,umdrehen::V,snu,iompaigh
1173,umdrehen::V,snu,tiontaigh
1174,heben::V,heve,ardaigh
1175,hochheben::V,løfte,tóg
1176,ergreifen::V,gripe,beir ar
1177,ergreifen::V,få tak i,beir ar
1178,halten::V,holde,coimeád
1179,halten::V,holde,coinnigh
1180,drücken::V,trykke,brúigh
1181,schieben::V,skyve,brúigh
1182,kratzen::V,klø,scríob
1183,kratzen::V,klore,scríob
1184,lecken::V,slikke,ligh
1185,lecken::V,slikke,leadhb
1186,beißen::V,bite,bain greim as
1187,abreißen::V,rive av,stróic
1188,abreißen::V,rive av,tarraing
1189,abschneiden::V,skjære av,scoith
1190,binden::V,binde,ceangail
1191,stecken::V,stikke,sáigh
1192,brechen::V,bryte,bris
1193,brechen::V,briste,bris
1194,klopfen::V,banke,cnag
1195,hauen::V,hogge,buail
1196,kleben::V,klistre,gliúáil
1197,reiben::V,gni,cuimil
1198,streichen::V,stryke,leath
1199,schleifen::V,slipe,líomh
1200,schneiden::V,klippe,gearr
1201,rütteln::V,ruske,croith
1202,schütteln::V,riste,croith
1203,schwenken::V,svinge,luasc
1204,schütten::V,helle,doirt
1205,füllen::V,fylle,líon
1206,einwickeln::V,vikle inn,cuach
1207,einwickeln::V,vikle inn,clúdaigh
1208,tragen::V,bære,iompair
1209,schleppen::V,slepe,tarraing
1210,ziehen::V,dra,tarraing
1211,ziehen::V,trekke,tarraing
1212,aufbewahren::V,oppbevare,coinnigh
1213,aufbewahren::V,ta vare på,coinnigh
1214,werfen::V,kaste,caith
1215,fangen::V,fange,ceap
1216,packen::V,gripe,beir ar
1217,packen::V,gripe tak i,beir ar
1218,verstecken::V,gjemme,folaigh
1219,verstecken::V,gjemme,cuir i bhfolach
1220,teilen::V,dele,roinn
1221,schicken::V,sende,seol
1222,bringen::V,bringe,beir
1223,bringen::V,bringe,tabhair
1224,hinzufügen::V,tilføye,cuir le
1225,bekommen::V,få,faigh
1226,erhalten::V,få,faigh
1227,nehmen::V,ta,tóg
1228,nehmen::V,ta,glac
1229,wählen::V,velge,pioc
1230,wählen::V,velge,roghnaigh
1231,auswählen::V,velge ut,roghnaigh
1232,bewahren::V,bevare,caomhnaigh
1233,behindern::V,hindre,cuir bac ar
1234,behindern::V,forhindre,cuir bac ar
1235,verderben::V,ødelegge,mill
1236,beschädigen::V,skade,loit
1237,beschädigen::V,skade,déan damáiste do
1238,zerbrechen::V,brekke i stykker,bris
1239,zerreißen::V,rive i stykker,stiall
1240,zerstören::V,ødelegge,mill
1241,zerstören::V,ødelegge,scrios
1242,verbrennen::V,brenne,las
1243,verbrennen::V,brenne,dóigh
1244,verbrennen::V,brenne opp,las
1245,verbrennen::V,brenne opp,dóigh
1246,geben::V,gi,tabhair
1247,reichen::V,rekke,sín
1248,reichen::V,rekke,cuir
1249,schenken::V,forære,bronn
1250,schenken::V,forære,tabhair
1251,schenken::V,skjenke,bronn
1252,schenken::V,skjenke,tabhair
1253,versprechen::V,love,geall
1254,wünschen::V,ønske,guigh
1255,loben::V,rose,mol
1256,küssen::V,kysse,póg
1257,wiegen::V,vogge,bog
1258,wiegen::V,vogge,luasc
1259,zudecken::V,dekke til,clúdaigh
1260,wecken::V,vekke,dúisigh
1261,zeigen::V,vise,taispeáin
1262,führen::V,føre,treoraigh
1263,lehren::V,lære,múin
1264,lehren::V,lære,teagasc
1265,unterrichten::V,undervise,múin
1266,unterrichten::V,undervise,teagasc
1267,aufziehen::V,oppdra,tóg
1268,leiten::V,lede,tá i gceannas ar
1269,antreiben::V,drive på,gríosaigh
1270,lassen::V,få til å,cuir ag
1271,einladen::V,be,cuir cuireadh ar
1272,einladen::V,invitere,cuir cuireadh ar
1273,vereinigen::V,forene,aontaigh
1274,besuchen::V,besøke,tabhair cuairt ar
1275,treffen::V,møte,cas ar
1276,treffen::V,møte,buail le
1277,treffen::V,treffe,cas ar
1278,treffen::V,treffe,buail le
1279,sich versammeln::V,forsamles,bailigh
1280,sich versammeln::V,forsamles,cruinnigh
1281,spielen::V,leke,imir
1282,spielen::V,leke,tá ag spraoi
1283,spielen::V,spille,imir
1284,spielen::V,spille,tá ag spraoi
1285,singen::V,synge,can
1286,tanzen::V,danse,rinc
1287,tanzen::V,danse,damhsaigh
1288,sich trennen::V,skilles,scar
1289,verlassen::V,forlate,fág
1290,retten::V,redde,tarrtháil
1291,bewachen::V,bevokte,cosain
1292,bewachen::V,bevokte,gardáil
1293,schützen::V,verne,cosain
1294,schützen::V,beskytte,cosain
1295,verteidigen::V,forsvare,cosain
1296,sich schlagen::V,slåss,tá ag bruíon
1297,schießen::V,skyte,caith
1298,schießen::V,skyte,scaoil
1299,siegen::V,seire,bain
1300,siegen::V,seire,buaigh
1301,ärgern::V,ergre,cuir isteach ar
1302,treten::V,sparke,ciceáil
1303,stechen::V,stikke,sáigh
1304,stoßen::V,støte,brúigh
1305,stoßen::V,støte,soncáil
1306,stehlen::V,stjele,goid
1307,stören::V,forstyrre,cuir isteach ar
1308,belästigen::V,plage,cuir as do
1309,belästigen::V,sjenere,cuir as do
1310,verbergen::V,gjemme,ceil
1311,täuschen::V,villede,cuir dallamullóg ar
1312,betrügen::V,bedra,déan calaois ar
1313,töten::V,drepe,maraigh
1314,wohnen::V,bo,cuir faoi
1315,wohnen::V,bo,tá ina chónaí
1316,arbeiten::V,arbeide,oibrigh
1317,sammeln::V,samle,bailigh
1318,sammeln::V,samle,cruinnigh
1319,pflücken::V,plukke,pioc
1320,jagen::V,jage,seilg
1321,fischen::V,fiske,iasc
1322,fassen::V,fange,beir ar
1323,hüten::V,vokte,aoirigh
1324,treiben::V,drive,seol
1325,treiben::V,drive,tiomáin
1326,anbinden::V,feste,ceangail
1327,füttern::V,fore,cothaigh
1328,füttern::V,fore,beathaigh
1329,melken::V,melke,bligh
1330,melken::V,melke,crúigh
1331,hacken::V,hakke,gearr
1332,gießen::V,helle,uiscigh
1333,reifen::V,modne,aibigh
1334,zubereiten::V,lage,cócaráil
1335,zubereiten::V,tilberede,cócaráil
1336,kochen::V,koke,bruith
1337,kochen::V,koke,beirigh
1338,backen::V,bake,bácáil
1339,braten::V,steke,róst
1340,braten::V,steke,frioch
1341,umrühren::V,røre om,measc
1342,stricken::V,strikke,cniotáil
1343,nähen::V,sy,fuaigh
1344,färben::V,farge,dathaigh
1345,reinigen::V,rense,glan
1346,reinigen::V,gjøre ren,glan
1347,waschen::V,vaske,nigh
1348,abwischen::V,tørke av,glan
1349,spülen::V,spyle,sruthlaigh
1350,spülen::V,skylle,sruthlaigh
1351,fegen::V,feie,scuab
1352,kehren::V,koste,scuab
1353,baden::V,bade,folc
1354,sich waschen::V,vaske seg,nigh é féin
1355,ausziehen::V,ta av,bain de
1356,anziehen::V,ta på,cuir ar
1357,sich anziehen::V,kle på seg,gléas é féin
1358,kämmen::V,gre,cíor
1359,kämmen::V,kjemme,cíor
1360,schmücken::V,pynte,maisigh
1361,schmücken::V,smykke,maisigh
1362,sagen::V,si,abair
1363,sprechen::V,snakke,labhair
1364,reden::V,tale,caintigh
1365,reden::V,snakke,caintigh
1366,sich unterhalten::V,samtale,caintigh
1367,sich unterhalten::V,samtale,tá ag comhrá
1368,fragen::V,spørre,fiafraigh
1369,fragen::V,spørre,cuir ceist
1370,bitten::V,be,iarr
1371,erzählen::V,fortelle,inis
1372,erzählen::V,fortelle,eachtraigh
1373,mitteilen::V,meddele,aithris
1374,mitteilen::V,meddele,cuir in iúl
1375,nennen::V,kalle,ainmnigh
1376,rufen::V,rope,glaoigh
1377,prahlen::V,skryte,maígh
1378,übersetzen::V,oversette,aistrigh
1379,denken::V,tenke,síl
1380,denken::V,tenke,ceap
1381,glauben::V,tro,creid
1382,bemerken::V,bemerke,tabhair faoi deara
1383,bemerken::V,legge merke til,tabhair faoi deara
1384,erkennen::V,gjenkjenne,aithin
1385,begreifen::V,begripe,tuig
1386,verstehen::V,forstå,tuig
1387,verstehen::V,skjønne,tuig
1388,lernen::V,lære,foghlaim
1389,wissen::V,vite,tá a fhios ag
1390,sich erinnern an::V,huske på,cuimhnigh ar
1391,sich erinnern an::V,huske på,is cuimhne ar
1392,vergessen::V,glemme,dearmad
1393,messen::V,måle,tomhais
1394,zählen::V,telle,cuntais
1395,rechnen::V,regne,ríomh
1396,rechnen::V,regne,áirigh
1397,lesen::V,lese,léigh
1398,malen::V,male,péinteáil
1399,zeichnen::V,tegne,línigh
1400,zeichnen::V,tegne,tarraing
1401,schreiben::V,skrive,scríobh
1402,besitzen::V,eie,is le
1403,besitzen::V,inneha,is le
1404,kaufen::V,kjøpe,ceannaigh
1405,verkaufen::V,selge,díol
1406,bezahlen::V,betale,íoc as
1407,zahlen::V,betale,íoc
1408,beherrschen::V,beherske,rialaigh
1409,ertragen::V,orke,seas
1410,ertragen::V,orke,fulaing
1411,ertragen::V,orke,foighnigh
1412,schlagen::V,,buail
