,Concept_ID,eu,mn
425,Ende::N,buru,үзүүр
426,Ende::N,mutur,зах
427,Ende::N,mutur,үзүүр
428,Loch::N,zulo,цоорхой
429,Loch::N,zulo,онгорхой
430,Winkel::N,zoko,өнцөг
431,Winkel::N,bazter,өнцөг
432,Muster::N,eredu,хээ
433,Muster::N,eredu,угалз
434,Muster::N,marrazki,хээ
435,Muster::N,marrazki,угалз
436,Größe::N,kaizu,хэмжээ
437,Größe::N,tamaina,хэмжээ
438,Länge::N,luzera,урт
439,Höhe::N,goiera,өндөр
440,Höhe::N,garaiera,өндөр
441,Gewicht::N,hazta,жин
442,Menge::N,kopuru,тоо
443,Haufen::N,pila,бөөн
444,Haufen::N,mendoi,бөөн
445,Reihe::N,ilara,эгнээ
446,Reihe::N,errenkada,эгнээ
447,Boot::N,potin,завь
448,Boot::N,txalupa,завь
449,Ruder::N,arraun,сэлүүр
450,Schlitten::N,lera,чарга
451,Schlitten::N,narra,чарга
452,Ski::N,eski,цана
453,Lagerfeuer::N,su,түүдэг
454,Last::N,zama,ачаа
455,Last::N,karga,ачаа
456,Gang::N,ibilera,явдал
457,Schritt::N,pauso,алхам
458,Schritt::N,urrats,алхам
459,Norden::N,ipar,умар
460,Norden::N,iparralde,умар
461,Süden::N,hego,урд
462,Süden::N,hego,өмнө
463,Süden::N,hegoalde,урд
464,Süden::N,hegoalde,өмнө
465,Westen::N,sartalde,өрнө
466,Westen::N,sartalde,баруун
467,Westen::N,mendebalde,өрнө
468,Westen::N,mendebalde,баруун
469,Osten::N,ekialde,зүүн
470,Osten::N,ekialde,дорно
471,Osten::N,sortalde,зүүн
472,Osten::N,sortalde,дорно
473,Holz::N,zur,мод
474,Brett::N,ohol,банз
475,Platte::N,lauza,хавтан
476,Stütze::N,irozgarri,тулгуур
477,Stütze::N,irozgarri,тулга
478,Stütze::N,bermagailu,тулгуур
479,Stütze::N,bermagailu,тулга
480,Stange::N,haga,сургааг
481,Stock::N,makila,саваа
482,Stab::N,makila,таяг
483,Rohr::N,hodi,хоолой
484,Haus::N,etxe,гэр
485,Haus::N,etxe,байшин
486,Heim::N,etxe,гэр
487,Heim::N,etxaleku,гэр
488,Ofen::N,berogailu,зуух
489,Ofen::N,berogailu,пийшин
490,Fußboden::N,zoru,шал
491,Tisch::N,mahai,ширээ
492,Stuhl::N,aulki,сандал
493,Wiege::N,kuma,өлгий
494,Wiege::N,sehaska,өлгий
495,Bett::N,ohe,ор
496,Bett::N,ohatze,ор
497,Regal::N,apalategi,тавиур
498,Kiste::N,kutxa,авдар
499,Kiste::N,kutxa,хайрцаг
500,Fenster::N,leiho,гэгээвч
501,Tür::N,ate,үүд
502,Tür::N,ate,хаалга
503,Tor::N,atari,хаалга
504,Zaun::N,hesi,хашаа
505,Dach::N,teilatu,дээвэр
506,Leiter::N,zurubi,шат
507,Besen::N,erratz,хамуур
508,Besen::N,erratz,туужуу
509,Spaten::N,burdinpala,хүрз
510,Schaufel::N,pala,хүрз
511,Gabel::N,sardexka,сэрээ
512,Löffel::N,koilara,халбага
513,Messer::N,aizto,хутга
514,Nagel::N,iltze,хадаас
515,Netz::N,sare,өөш
516,Netz::N,sare,тор
517,Haken::N,mako,гох
518,Griff::N,eskutoki,иш
519,Griff::N,eskutoki,сэнж
520,Schloss::N,sarraila,цуурга
521,Schloss::N,sarraila,цоож
522,Bild::N,irudi,зураг
523,Figur::N,figura,баримал
524,Puppe::N,panpina,хүүхэлдэй
525,Puppe::N,andrakila,хүүхэлдэй
526,Beutel::N,zorro,агсаа
527,Beutel::N,zorro,уут
528,Bündel::N,azao,боодол
529,Bündel::N,espal,боодол
530,Tasche::N,poltsa,цүнх
531,Eimer::N,treska,хөнөг
532,Eimer::N,treska,хувин
533,Deckel::N,tapa,таг
534,Deckel::N,tapa,хавхаг
535,Deckel::N,estalki,таг
536,Deckel::N,estalki,хавхаг
537,Geschirr::N,baxera,сав суулга
538,Geschirr::N,ontziteria,сав суулга
539,Sack::N,zaku,шуудай
540,Tasse::N,kikara,аяга
541,Topf::N,ontzi,тогоо
542,Topf::N,lapiko,тогоо
543,Kessel::N,pazia,тогоо
544,Essen::N,janaldi,идээ
545,Nahrung::N,jan,хүнс
546,Speise::N,jaki,идээ
547,Fleisch::N,okela,мах
548,Fleisch::N,haragi,мах
549,Getreide::N,labore,будаа
550,Brei::N,ahi,богшмол
551,Brei::N,ahi,будаа
552,Brei::N,pure,богшмол
553,Brei::N,pure,будаа
554,Brot::N,ogi,талх
555,Scheibe::N,xerra,зүсэм
556,Scheibe::N,xerra,хэрчим
557,Scheibe::N,pirripita,зүсэм
558,Scheibe::N,pirripita,хэрчим
559,Fett::N,urin,өөх
560,Fett::N,koipe,өөх
561,Butter::N,gurin,тос
562,Öl::N,olio,тос
563,Salz::N,gatz,давс
564,Suppe::N,zopa,шөл
565,Suppe::N,salda,шөл
566,Honig::N,ezti,бал
567,Milch::N,esne,сүү
568,Tee::N,te,цай
569,Leder::N,larru,арьс
570,Leder::N,larru,савхи
571,Wolle::N,artile,ноос
572,Wolle::N,artile,унгас
573,Stoff::N,ehun,бөс
574,Nadel::N,orratz,зүү
575,Nadel::N,jostorratz,зүү
576,Faden::N,hari,боолт
577,Faden::N,hari,утас
578,Knopf::N,botoi,товч
579,Knoten::N,korapilo,зангилаа
580,Farbe::N,pintura,будаг
581,Kleidung::N,arropa,хувцас
582,Kleidung::N,jantziak,хувцас
583,Hemd::N,atorra,цамц
584,Hemd::N,alkandora,цамц
585,Kragen::N,idun,зах заам
586,Ärmel::N,mahuka,ханцуй
587,Hose::N,prakak,өмд
588,Hose::N,galtzak,өмд
589,Gürtel::N,gerriko,бүс
590,Mütze::N,txano,малгай
591,Mütze::N,txano,бүрх
592,Mütze::N,txapel,малгай
593,Mütze::N,txapel,бүрх
594,Schuh::N,oski,туфли
595,Schuh::N,oinetako,туфли
596,Stiefel::N,bota,гутал
597,Ring::N,uztai,бөгж
598,Band::N,zinta,тууз
599,Band::N,xingola,тууз
600,Kamm::N,orrazi,сам
601,Spiegel::N,mirail,толь
602,Riemen::N,uhal,тасам
603,Riemen::N,uhal,сур
604,Schnur::N,lokailu,татлага
605,Leine::N,lotura,оосор
606,Decke::N,burusi,хөнжил
607,Decke::N,burusi,хучлага
608,Kissen::N,kuxin,дэр
609,Tuch::N,zapi,алчуур
610,Tuch::N,zapi,даавуу
611,Tuch::N,oihal,алчуур
612,Tuch::N,oihal,даавуу
613,Handtuch::N,eskuzapi,алчуур
614,Handtuch::N,eskuoihal,алчуур
615,Kraft::N,indar,чадал
616,Kraft::N,indar,хүч
617,Stärke::N,indar,эрч
618,Stärke::N,indar,тэнхээ
619,Gesundheit::N,osasun,бие
620,Gesundheit::N,osasun,эрүүл мэнд
621,Krankheit::N,eritasun,эмгэг
622,Krankheit::N,gaixotasun,эмгэг
623,Schmerz::N,min,өвчин
624,Wunde::N,zauri,шарх
625,Fieber::N,sukar,халуун
626,Arznei::N,osagai,эм
627,Arznei::N,sendagai,эм
628,Brücke::N,zubi,гүүр
629,Brunnen::N,putzu,худаг
630,Weide::N,alha,бэлчээр
631,Weide::N,bazkaleku,бэлчээр
632,Pfad::N,zidor,жим
633,Pfad::N,zidor,зөрөг
634,Pfad::N,bidexka,жим
635,Pfad::N,bidexka,зөрөг
636,Weg::N,bide,зам
637,Weg::N,bide,харгуй
638,Straße::N,errepide,зам
639,Straße::N,errepide,харгуй
640,Dorf::N,herri,тосгон
641,Dorf::N,herri,гацаа
642,Stadt::N,hiri,хот
643,Brief::N,gutun,захидал
644,Brief::N,gutun,захиа
645,Brief::N,eskutitz,захидал
646,Brief::N,eskutitz,захиа
647,Buch::N,liburu,ном
648,Buch::N,liburu,бичиг
649,Buchstabe::N,hizki,үсэг
650,Zeitung::N,egunkari,сонин
651,Leben::N,bizi,амь
652,Leben::N,bizi,амьдрал
653,Leben::N,bizitza,амь
654,Leben::N,bizitza,амьдрал
655,Tod::N,herio,үхэл
656,Tod::N,heriotza,үхэл
657,Grab::N,hobi,булш
658,Grab::N,hilobi,булш
659,Kirche::N,eliza,сүм
660,Sünde::N,hoben,нүгэл
661,Sünde::N,hoben,хилэнц
662,Sünde::N,bekatu,нүгэл
663,Sünde::N,bekatu,хилэнц
664,Gott::N,jainko,бурхан
665,Arbeiter::N,langile,ажилчин
666,Arbeiter::N,langile,хөдөлмөрчин
667,Arbeiter::N,behargin,ажилчин
668,Arbeiter::N,behargin,хөдөлмөрчин
669,Chef::N,nagusi,дарга
670,Meister::N,maisu,дархан
671,Arzt::N,osagile,эмч
672,Arzt::N,sendagile,эмч
673,Lehrer::N,irakasle,багш
674,Geld::N,diru,цаас
675,Geld::N,diru,мөнгө
676,Geschäft::N,negozio,наймаа
677,Laden::N,denda,дэлгүүр
678,Laden::N,saltegi,дэлгүүр
679,Preis::N,prezio,үнэ
680,Preis::N,salneurri,үнэ
681,Ware::N,salgai,таваар
682,Ware::N,salgai,бараа
683,Nutzen::N,onura,ашиг
684,Nutzen::N,probetxu,ашиг
685,Reichtum::N,aberastasun,баялаг
686,Welt::N,ludi,дэлхий
687,Welt::N,ludi,орчлон
688,Welt::N,mundu,дэлхий
689,Welt::N,mundu,орчлон
690,Land::N,herrialde,улс
691,Land::N,herrialde,орон
692,Staat::N,estatu,төр
693,Staat::N,estatu,гүрэн
694,König::N,errege,ван
695,Macht::N,botere,засаг
696,Grenze::N,muga,хил
697,Krieg::N,guda,дайн
698,Feind::N,etsai,дайсан
699,Feind::N,arerio,дайсан
700,Gewalt::N,bortxa,хүчирхэх
701,Gewalt::N,bortizkeria,хүчирхэх
702,Kampf::N,gudu,тэмцэл
703,Kampf::N,gudu,байлдаан
704,Kampf::N,auska,тэмцэл
705,Kampf::N,auska,байлдаан
706,Bogen[Waffe]::N,arku,нум
707,Pfeil::N,gezi,годил
708,Pfeil::N,gezi,сум
709,Gewehr::N,fusil,буу
710,Fehler::N,huts,эндэл
711,Fehler::N,huts,алдаа
712,Fehler::N,hutsegin,эндэл
713,Fehler::N,hutsegin,алдаа
714,Lüge::N,gezur,худал
715,Schaden::N,kalte,хор
716,Schaden::N,kalte,хөнөөл
717,Unglück::N,zoritxar,гай
718,Unglück::N,zoritxar,гамшиг
719,Unglück::N,zorigaitz,гай
720,Unglück::N,zorigaitz,гамшиг
721,Schuld::N,erru,гэм
722,Schuld::N,erru,буруу
723,Alter::N,adin,нас
724,Schluss::N,bukaera,эцэс
725,Schluss::N,bukaera,төгсгөл
726,Zeit::N,aldi,цаг
727,Zeit::N,denbora,цаг
728,Tag::N,egun,өдөр
729,Morgen::N,goiz,өглөө
730,Mittag::N,eguerdi,үд
731,Abend::N,arrats,үдэш
732,Nacht::N,gau,шөнө
733,Woche::N,aste,долоо хоног
734,Monat::N,hil,сар
735,Jahr::N,urte,жил
736,Frühling::N,udalehen,хавар
737,Sommer::N,uda,зун
738,Herbst::N,udazken,намар
739,Herbst::N,neguantz,намар
740,Winter::N,negu,өвөл
741,Januar::N,urtarril,нэгдүгээр сар
742,Februar::N,otsail,хоёрдугаар сар
743,März::N,martxo,гуравдугаар сар
744,April::N,apiril,дөрөвдүгээр сар
745,Mai::N,maiatz,тавдугаар сар
746,Juni::N,ekain,зургаадугаар сар
747,Juli::N,uztail,долдугаар сар
748,August::N,abuztu,наймдугаар сар
749,September::N,irail,есдүгээр сар
750,Oktober::N,urri,аравдугаар сар
751,November::N,azaro,арван нэгдүгээр сар
752,Dezember::N,abendu,арван хоёрдугаар сар
753,Montag::N,astelehen,даваа
754,Dienstag::N,astearte,мягмар
755,Mittwoch::N,asteazken,лхагва
756,Donnerstag::N,ostegun,пүрэв
757,Freitag::N,ostiral,баасан
758,Samstag::N,larunbat,бямба
759,Sonntag::N,igande,ням
760,groß::A,handi,их
761,groß::A,handi,том
762,klein::A,txiki,бага
763,klein::A,txiki,жаахан
764,lang::A,luze,урт
765,kurz::A,labur,охор
766,kurz::A,labur,богино
767,breit::A,zabal,өргөн
768,schmal::A,mehar,уйтан
769,schmal::A,mehar,нарийн
770,dicht::A,sarri,нягт
771,dicht::A,sarri,чигжүү
772,dicht::A,trinko,нягт
773,dicht::A,trinko,чигжүү
774,dick[Gegenstand]::A,lodi,зузаан
775,dünn::A,mehe,нимгэн
776,fein::A,fin,нарийн
777,fest::A,tinko,бөх
778,fest::A,tinko,хатуу
779,flach::A,lau,хавтгай
780,flach::A,ordoki,хавтгай
781,glatt::A,leun,цагаан
782,hart::A,gogor,хатуу
783,weich::A,bigun,зөөлөн
784,weich::A,beratz,зөөлөн
785,rund::A,biribil,дугуй
786,rund::A,biribil,дугариг
787,spitz::A,puntadun,шовх
788,spitz::A,puntadun,шовгор
789,scharf::A,zorrotz,хурц
790,scharf::A,zorrotz,иртэй
