,Concept_ID,ce,hu
806,tausend::NUM,эзар,ezer
807,und::CNJ,a,és
808,und::CNJ,a,meg
809,oder::CNJ,я,vagy
810,stehen::V,латта,áll
811,sitzen::V,хиъна ӏан,ül
812,liegen::V,ӏилла,fekszik
813,hängen::V,кхаза,függ
814,werden::V,хила,lesz
815,passieren::V,хила,történik
816,beginnen::V,доло,kezdődik
817,enden::V,дӏадерза,végződik
818,enden::V,дӏадерза,befejeződik
819,wechseln::V,хийца,változik
820,aufgehen[Sonne]::V,кхета,kel
821,untergehen[Sonne]::V,чубуза,lemegy
822,scheinen[Sonne]::V,серло яла,süt
823,donnern::V,къекъа,dörög
824,wehen::V,хьекха,fúj
825,strömen::V,эха,áramlik
826,fließen::V,охьаэха,folyik
827,sich drehen::V,хьийза,forog
828,schwanken::V,леста,inog
829,schwanken::V,леста,ingadozik
830,schwingen::V,лесто,leng
831,fallen::V,охьакхета,esik
832,brennen::V,дага,ég
833,rauchen::V,оза,füstöl
834,regnen::V,догlа догlу,esik
835,gefrieren::V,гӏоро,megfagy
836,tauen::V,даша,olvad
837,schmelzen::V,лала,olvad
838,schmelzen::V,лала,elolvad
839,trocknen::V,дакъо,szárad
840,sieden::V,кхехка,forr
841,faulen::V,дахкадала,rothad
842,verfaulen::V,дахкадала,elrothad
843,verfaulen::V,дахкадала,megrothad
844,reißen::V,хеда,szakad
845,versinken::V,хичудаха,süllyed
846,versinken::V,хичудаха,elsüllyed
847,vergehen::V,дlаэха,múlik
848,vergehen::V,дlаэха,elmúlik
849,erscheinen::V,схьадала,feltűnik
850,erscheinen::V,схьадала,megjelenik
851,erscheinen::V,ӏоттадала,feltűnik
852,erscheinen::V,ӏоттадала,megjelenik
853,verschwinden::V,къайладала,letűnik
854,sinken::V,лахдала,süllyed
855,zunehmen::V,лакхадала,növekszik
856,zunehmen::V,лакхадала,gyarapszik
857,steigen::V,хьаладала,emelkedik
858,wachsen::V,кхиа,nő
859,wachsen::V,кхиа,terem
860,wachsen::V,кхиа,növekszik
861,glänzen::V,лепа,ragyog
862,glänzen::V,лепа,fénylik
863,funkeln::V,къега,csillog
864,funkeln::V,къега,tündöklik
865,lärmen::V,гӏовгӏаян,lármázik
866,läuten::V,детта,cseng
867,klingeln::V,дека,csenget
868,klirren::V,дека,csörömpöl
869,brausen::V,хьаьдда даха,zúg
870,brausen::V,хьаьдда даха,morajlik
871,rauschen::V,леста,zúg
872,klingen::V,дека,hangzik
873,bellen::V,лета,ugat
874,heulen::V,угӏа,bőg
875,heulen::V,угӏа,üvölt
876,blasen::V,хӏуп баха,fúj
877,pfeifen::V,шок етта,fütyül
878,schreien::V,мохь бетта,kiált
879,schreien::V,мохь бетта,kiabál
880,stöhnen::V,узарш дан,nyög
881,zittern::V,дега,remeg
882,zittern::V,дега,reszket
883,leben::V,даха,él
884,geboren werden::V,хила,születik
885,atmen::V,садеӏа,lélegzik
886,trinken::V,мала,iszik
887,essen::V,кхалла,eszik
888,schlucken::V,къурдбан,nyel
889,müde werden::V,кӏаддала,elfárad
890,müde werden::V,кӏаддала,kifárad
891,einschlafen::V,наб кхета,elalszik
892,schlafen::V,вижа,alszik
893,schlafen::V,наб ян,alszik
894,schlafen::V,дижина хила,alszik
895,aufwachen::V,самадала,felébred
896,aufstehen::V,гӏатта,felkel
897,sich erholen::V,садаӏа,pihen
898,krank werden::V,цомгуш хила,megbetegedik
899,krank werden::V,цомгуш хила,belebetegszik
900,krank sein::V,цомгуш хила,betegeskedik
901,schmerzen::V,лаза,fáj
902,schmerzen::V,ӏийжа,fáj
903,husten::V,йовхарш етта,köhög
904,genesen::V,тадала,meggyógyul
905,sterben::V,дала,hal
906,umkommen::V,хӏаллакхила,elpusztul
907,sich bewegen::V,лела,mozog
908,sich rühren::V,меттахъхьен,mozdul
909,sich erheben::V,хьалагlатта,feláll
910,sich erheben::V,хьалагlатта,felemelkedik
911,sich setzen::V,хаа,ül
912,sich setzen::V,хаа,leül
913,hinfallen::V,дожа,bukik
914,hinfallen::V,дожа,elesik
915,hinfallen::V,охьакхета,bukik
916,hinfallen::V,охьакхета,elesik
917,laufen::V,вада,jár
918,laufen::V,хьада,jár
919,schreiten::V,болар дан,lép
920,schreiten::V,ког баккха,lép
921,spazierengehen::V,доладала,sétál
922,eilen::V,сихдала,siet
923,sich beeilen::V,сихдала,siet
924,rennen::V,дада,fut
925,rennen::V,дада,szalad
926,springen::V,ирхкхийсадала,ugrik
927,klettern::V,тӏедийла,kúszik
928,schaukeln::V,техко,hintázik
929,kriechen::V,такха,kúszik
930,schwimmen::V,некадан,úszik
931,tauchen::V,чулелха,merül
932,rudern::V,дига лело,evez
933,rudern::V,кема лело,evez
934,fahren::V,хахка,jár
935,fahren::V,хахка,megy
936,fahren::V,хахка,utazik
937,fliegen::V,тӏемадала,száll
938,gehen::V,лeла,megy
939,weggehen::V,дӏадаха,elmegy
940,abfahren::V,дӏадаха,indul
941,anhalten::V,саца,megáll
942,hineingehen::V,чудала,bemegy
943,eintreten::V,чудала,belép
944,kommen::V,кхача,jön
945,kommen::V,дӏакхача,jön
946,kommen::V,схьакхача,jön
947,ankommen::V,кхача,érkezik
948,ankommen::V,кхача,megérkezik
949,ankommen::V,схьакхача,érkezik
950,ankommen::V,схьакхача,megérkezik
951,zurückkommen::V,юхада,visszajön
952,bleiben::V,диса,marad
953,bleiben::V,диса,megmarad
954,warten::V,хьежа,vár
955,warten::V,хьежа,várakozik
956,warten::V,cобар дан,vár
957,warten::V,cобар дан,várakozik
958,erwarten::V,хьоьжуш ӏан,vár
959,erwarten::V,хьоьжуш ӏан,megvár
960,suchen::V,леха,kutat
961,finden::V,каро,talál
962,versuchen::V,дан хьажа,megpróbál
963,versuchen::V,дан хьажа,megkísérel
964,vorbereiten::V,кечъян,előkészít
965,lieben::V,деза,szeret
966,mögen::V,безамхила,szeret
967,lachen::V,дела,nevet
968,rühren::V,хьедан,mozdít
969,weinen::V,делха,sír
970,schimpfen::V,чехо,szid
971,schimpfen::V,чехо,szitkozódik
972,sich ärgern::V,оьгӏазъэха,mérgelődik
973,sich ärgern::V,оьгӏазъэха,bosszankodik
974,sich fürchten::V,кхера,fél
975,sich fürchten::V,кхера,retteg
976,fürchten::V,кхера,fél
977,fliehen::V,дӏадада,menekül
978,flüchten::V,дӏадада,elmenekül
979,sehen::V,ган,néz
980,anschauen::V,хьажа,megnéz
981,anschauen::V,хьежа,megnéz
982,ansehen::V,хьовса,néz
983,ansehen::V,хьовса,ránéz
984,ansehen::V,хьовса,megnéz
985,hören::V,хаза,hall
986,zuhören::V,ладогӏа,hallgat
987,zuhören::V,ладогӏа,meghallgat
988,probieren::V,хьажа,kóstol
989,probieren::V,хьажа,megkóstol
990,riechen::V,хьожа яха,szagol
991,fühlen::V,хаадала,érez
992,scheinen::V,мотта,tűnik
993,scheinen::V,мотта,látszik
994,zu sehen sein::V,гуш хила,mutatkozik
995,vernehmen::V,бартхатта,hall
996,frieren::V,гӏоро,fázik
997,tun::V,дан,csinál
998,tun::V,дан,cselekszik
999,können::V,дадала,tud
1000,wollen::V,тӏергӏа,akar
1001,anfangen::V,доло,kezd
1002,beenden::V,довла,befejez
1003,aufhören::V,саца,megszűnik
1004,gelingen::V,кадала,sikerül
1005,geraten::V,хила,kerül
1006,geraten::V,хила,jut
1007,öffnen::V,дӏаделла,nyit
1008,öffnen::V,дӏаделла,kinyit
1009,öffnen::V,схьаделла,nyit
1010,öffnen::V,схьаделла,kinyit
1011,schließen::V,къовла,csuk
1012,schließen::V,къовла,becsuk
1013,schließen::V,дӏачӏагӏа,csuk
1014,schließen::V,дӏачӏагӏа,becsuk
1015,stellen::V,хlотто,állít
1016,stellen::V,хlотто,helyez
1017,setzen::V,дийгӏа,ültet
1018,setzen::V,дийгӏа,helyez
1019,legen::V,охьадилла,tesz
1020,legen::V,охьадилла,fektet
1021,berühren::V,хьедан,érint
1022,verbinden::V,вовшахтаса,beköt
1023,verbinden::V,вовшахтаса,összeköt
1024,bedecken::V,тилла,betakar
1025,bedecken::V,тилла,beborít
1026,bedecken::V,тӏетаса,betakar
1027,bedecken::V,тӏетаса,beborít
1028,aufhängen::V,хьалаолла,felakaszt
1029,anzünden::V,лато,gyújt
1030,anzünden::V,лато,meggyújt
1031,aufheben::V,айа,felemel
1032,zurücklassen::V,дита,hátrahagy
1033,verlieren::V,дайа,veszít
1034,verlieren::V,дайа,elveszít
1035,fallen lassen::V,охьадожо,elejt
1036,machen::V,дан,tesz
1037,machen::V,дан,csinál
1038,herstellen::V,дан,gyárt
1039,herstellen::V,дан,előállít
1040,bauen::V,гӏишлоян,épít
1041,reparieren::V,тадан,javít
1042,reparieren::V,тадан,kijavít
1043,reparieren::V,тадан,megjavít
1044,verbessern::V,нисдан,megjavít
1045,ändern::V,хийца,változtat
1046,ändern::V,хийца,megváltoztat
1047,graben::V,ахка,ás
1048,beugen::V,сатто,meghajt
1049,biegen::V,сатто,hajlít
1050,drehen::V,хьовзо,forgat
1051,umdrehen::V,хьовзo,megfordít
1052,umdrehen::V,хьовзo,megforgat
1053,heben::V,айа,emel
1054,heben::V,хьалаайа,emel
1055,hochheben::V,хьалаайа,felemel
1056,ergreifen::V,дӏалаца,megfog
1057,halten::V,латто,tart
1058,drücken::V,тӏетаӏо,nyom
1059,drücken::V,тӏетаӏо,megnyom
1060,schieben::V,татта,tol
1061,kratzen::V,мӏараш тийса,vakar
1062,lecken::V,мотт хьекха,nyal
1063,beißen::V,катoха,harap
1064,abreißen::V,схьадаккха,letép
1065,abschneiden::V,кхада,levág
1066,binden::V,дӏадехка,köt
1067,binden::V,дӏадехка,kötöz
1068,binden::V,вовшахтаса,köt
1069,binden::V,вовшахтаса,kötöz
1070,stecken::V,чудахийта,dug
1071,brechen::V,кагдан,tör
1072,brechen::V,кагдан,eltör
1073,klopfen::V,детта,kopogtat
1074,hauen::V,етта,vág
1075,hauen::V,етта,levág
1076,kleben::V,тӏелато,tapaszt
1077,reiben::V,хьекхо,dörzsöl
1078,reiben::V,хьекхо,súrol
1079,streichen::V,тlехьакха,simít
1080,schleifen::V,ирдан,fen
1081,schleifen::V,ирдан,csiszol
1082,schleifen::V,ирдан,köszörül
1083,schneiden::V,ларга,vág
1084,schneiden::V,ларга,szel
1085,schneiden::V,ларга,metsz
1086,rütteln::V,лесто,ráz
1087,schütteln::V,лесто,ráz
1088,schütteln::V,лесто,megráz
1089,schwenken::V,лесто,lóbál
1090,schwenken::V,лесто,lobogtat
1091,schütten::V,дотта,önt
1092,füllen::V,дуза,tölt
1093,füllen::V,дуза,megtölt
1094,einwickeln::V,хьарчо,becsavar
1095,tragen::V,дахьа,hord
1096,schleppen::V,ийзо,vonszol
1097,ziehen::V,озо,húz
1098,aufbewahren::V,ӏалашдан,megőriz
1099,werfen::V,кхосса,dob
1100,werfen::V,кхосса,hajít
1101,fangen::V,леца,fog
1102,packen::V,леца,megragad
1103,verstecken::V,къайладаккха,eldug
1104,verstecken::V,къайладаккха,elrejt
1105,teilen::V,декъа,oszt
1106,teilen::V,декъа,megoszt
1107,schicken::V,дӏадахьийта,küld
1108,bringen::V,дан,hoz
1109,bringen::V,дан,visz
1110,hinzufügen::V,тӏетоха,hozzáad
1111,bekommen::V,даккха,kap
1112,bekommen::V,даккха,megkap
1113,erhalten::V,даккха,kap
1114,erhalten::V,даккха,megkap
1115,nehmen::V,схьаэца,vesz
1116,wählen::V,харжа,választ
1117,auswählen::V,харжа,kiválaszt
1118,bewahren::V,lалашдан,megtart
1119,behindern::V,новкъарло ян,akadályoz
1120,behindern::V,новкъарло ян,gátol
1121,verderben::V,талхо,elront
1122,beschädigen::V,дохо,rongál
1123,zerbrechen::V,дохо,eltör
1124,zerbrechen::V,дохо,széttör
1125,zerbrechen::V,дохо,kettétör
1126,zerbrechen::V,кагдан,eltör
1127,zerbrechen::V,кагдан,széttör
1128,zerbrechen::V,кагдан,kettétör
1129,zerreißen::V,хадо,eltép
1130,zerreißen::V,хадо,széttép
1131,zerstören::V,дохо,elpusztít
1132,zerstören::V,кагдан,elpusztít
1133,verbrennen::V,даго,éget
1134,verbrennen::V,даго,eléget
1135,geben::V,яла,ad
1136,reichen::V,дӏадала,nyújt
1137,reichen::V,дӏакховдо,nyújt
1138,schenken::V,совгӏат дан,ajándékoz
1139,versprechen::V,ваӏда дан,ígér
1140,wünschen::V,лаа,kíván
1141,loben::V,хасто,dicsér
1142,küssen::V,оба яккха,csókol
1143,wiegen::V,тахка,ringat
1144,zudecken::V,тӏетаса,betakar
1145,wecken::V,самадаккха,kelt
1146,wecken::V,самадаккха,ébreszt
1147,zeigen::V,гайта,mutat
1148,führen::V,дига,visz
1149,führen::V,дига,vezet
1150,lehren::V,ӏамо,tanít
1151,unterrichten::V,хьеха,tanít
1152,aufziehen::V,кхио,felnevel
1153,leiten::V,урхалла дан,vezet
1154,leiten::V,урхалла дан,vezérel
1155,antreiben::V,сихдан,hajt
1156,lassen::V,-йта,-tat
1157,lassen::V,-йта,-at
1158,einladen::V,кхайкха,meghív
1159,vereinigen::V,цхьаьнатоха,egyesít
1160,besuchen::V,хьажахIотта,látogat
1161,treffen::V,дуьхьалкхета,talál
1162,sich versammeln::V,гулдан,gyülekezik
1163,sich versammeln::V,гулдан,összegyűlik
1164,spielen::V,ловза,játszik
1165,singen::V,лакха,énekel
1166,tanzen::V,хелхадала,táncol
1167,sich trennen::V,къаста,elválik
1168,verlassen::V,дита,elhagy
1169,retten::V,кӏелхьардаккха,ment
1170,bewachen::V,ха дан,őriz
1171,schützen::V,лардан,óv
1172,schützen::V,лардан,véd
1173,verteidigen::V,лардан,véd
1174,sich schlagen::V,етта,verekszik
1175,schießen::V,детта,lő
1176,siegen::V,тола,győz
1177,ärgern::V,оьгӏаздахийта,bosszant
1178,schlagen::V,тоха,üt
1179,schlagen::V,тоха,ver
1180,treten::V,мийра тоха,rúg
1181,stechen::V,ӏотта,döf
1182,stechen::V,ӏотта,szúr
1183,stechen::V,къовзо,döf
1184,stechen::V,къовзо,szúr
1185,stoßen::V,татта,lök
1186,stehlen::V,лачкъо,lop
1187,stören::V,новкъарло ян,zavar
1188,belästigen::V,сагатдан,zaklat
1189,verbergen::V,къайладаккха,rejt
1190,verbergen::V,къайладаккха,elrejt
1191,täuschen::V,ӏexo,megtéveszt
1192,betrügen::V,ледан,csal
1193,töten::V,ден,öl
1194,wohnen::V,даха,lakik
1195,arbeiten::V,къахьега,dolgozik
1196,sammeln::V,гулдан,szed
1197,sammeln::V,гулдан,gyűjt
1198,pflücken::V,даха,szed
1199,jagen::V,талла,vadászik
1200,fischen::V,чӏерий леца,halászik
1201,fassen::V,лаца,fog
1202,fassen::V,схьалаца,fog
1203,hüten::V,лардан,őriz
1204,hüten::V,лардан,legeltet
1205,treiben::V,лахка,hajt
1206,anbinden::V,дӏадехка,köt
1207,füttern::V,хӏума яла,etet
1208,melken::V,оза,fej
1209,gießen::V,хи тоха,öntöz
1210,reifen::V,хьекъа,érik
1211,zubereiten::V,кечъян,elkészít
1212,zubereiten::V,кхача бан,elkészít
1213,kochen::V,кхача бан,főz
1214,backen::V,датта,süt
1215,braten::V,кхарза,süt
1216,umrühren::V,кего,megkever
1217,nähen::V,тега,varr
1218,färben::V,басардан,fest
1219,reinigen::V,цӏандан,tisztít
1220,waschen::V,йила,mos
1221,waschen::V,йитта,mos
1222,waschen::V,дӏадайа,mos
1223,abwischen::V,дӏадайа,letöröl
1224,spülen::V,хи кхарза,mosogat
1225,fegen::V,нуй хьакха,söpör
1226,kehren::V,нуй хьакха,söpör
1227,baden::V,лийча,fürdik
1228,sich waschen::V,юьхь йила,mosdik
1229,sich waschen::V,юьхь йила,mosakszik
1230,ausziehen::V,духар дӏадаккха,levesz
1231,sich anziehen::V,духа,öltözik
1232,sich anziehen::V,духа,felöltözik
1233,kämmen::V,ехк хьакха,fésül
1234,schmücken::V,хаздан,díszít
1235,sagen::V,ала,mond
1236,sprechen::V,баха,beszél
1237,sprechen::V,мотт бийца,beszél
1238,reden::V,къамел дан,beszél
1239,sich unterhalten::V,къамел дан,beszélget
1240,fragen::V,хатта,kérdez
1241,bitten::V,деха,kér
1242,erzählen::V,дийца,mesél
1243,erzählen::V,дийца,elbeszél
1244,mitteilen::V,хаам бан,közöl
1245,nennen::V,цӏе яккха,hív
1246,nennen::V,цӏе яккха,nevez
1247,rufen::V,кхайкха,hív
1248,prahlen::V,куралла ян,dicsekszik
1249,prahlen::V,дозалла дан,dicsekszik
1250,übersetzen::V,гоч дан,fordít
1251,denken::V,ойла ян,gondol
1252,glauben::V,теша,hisz
1253,bemerken::V,ган,észrevesz
1254,erkennen::V,довза,ráismer
1255,erkennen::V,довза,felismer
1256,begreifen::V,кхета,felfog
1257,verstehen::V,кхета,ért
1258,verstehen::V,кхета,megért
1259,lernen::V,деша,tanul
1260,lernen::V,деша,megtanul
1261,wissen::V,хаа,tud
1262,sich erinnern an::V,дагадан,emlékszik
1263,vergessen::V,дицдала,felejt
1264,vergessen::V,дицдала,elfelejt
1265,messen::V,дуста,mér
1266,messen::V,дуста,megmér
1267,zählen::V,дагардан,számol
1268,zählen::V,дагардан,megszámol
1269,rechnen::V,лара,számít
1270,lesen::V,еша,olvas
1271,malen::V,сурт дилла,fest
1272,zeichnen::V,сурт дилла,rajzol
1273,schreiben::V,яздан,ír
1274,besitzen::V,доладан,birtokol
1275,kaufen::V,эца,vesz
1276,kaufen::V,эца,megvesz
1277,verkaufen::V,дохка,elad
1278,bezahlen::V,мах бала,fizet
1279,bezahlen::V,мах бала,kifizet
1280,zahlen::V,мах бала,fizet
1281,zahlen::V,мах бала,megfizet
1282,beherrschen::V,собаре хила,ural
1283,ertragen::V,лан,elbír
1284,ertragen::V,лан,elvisel
1285,ertragen::V,сатоха,elbír
1286,ertragen::V,сатоха,elvisel
1287,ertragen::V,садетта,elbír
1288,ertragen::V,садетта,elvisel
1289,Schwarm::N,,raj
1290,Schlinge::N,,tőr
1291,Art::N,,faj
1292,Art::N,,fajta
1293,Entfernung::N,,távolság
1294,Griff::N,,nyél
1295,Griff::N,,fogantyú
1296,Figur::N,,alak
1297,Bogen[Waffe]::N,,íj
1298,so::ADV,,úgy
1299,abnehmen::V,,apad
1300,abnehmen::V,,csökken
1301,sausen::V,,robog
1302,wenden::V,,fordít
1303,wenden::V,,megfordít
1304,hacken::V,,vág
1305,stricken::V,,köt
1306,anziehen::V,,felölt
1307,anziehen::V,,felvesz
