,Concept_ID,udm,ar
283,Rede::N,верам,خطبة
284,Sprache::N,кыл,لغة
285,Stimme::N,куара,صوت
286,Wort::N,кыл,كلمة
287,Zeichen::N,пус,رمز
288,Zeichen::N,пус,إشارة
289,Zeichen::N,тодмет,رمز
290,Zeichen::N,тодмет,إشارة
291,Ruf::N,ӧтён,نداء
292,Ruf::N,чортон,نداء
293,Lärm::N,ӵашетон,صخب
294,Lärm::N,ӵашетон,ضجة
295,Laut::N,куара,صوت
296,Ton::N,куара,نغمة
297,Lied::N,кырӟан,أغنية
298,Ruhe::N,чалмыт улон,هدوء
299,Leute::N,адямиос,ناس
300,Volk::N,калык,شعب
301,Arbeit::N,уж,عمل
302,Gast::N,куно,ضيف
303,Geschenk::N,салам,هدية
304,Geschenk::N,кузьым,هدية
305,Spiel::N,шудон,لعب
306,Gesellschaft::N,калык,صحبة
307,Hilfe::N,юрттон,عون
308,Hilfe::N,юрттон,مساعدة
309,Freund::N,эш,صديق
310,Freund::N,юлтош,صديق
311,Kamerad::N,тодмо,زميل
312,Angelegenheit::N,уж,أمر
313,Angelegenheit::N,уж,شأن
314,Anzahl::N,лыд,عدد
315,Art::N,тус,نوع
316,Stück::N,юдэс,قطعة
317,Teil::N,люкет,قسم
318,Hälfte::N,ӝыны,نصف
319,Kreis::N,котырес,دائرة
320,Kreuz::N,крест,صليب
321,Linie::N,гож,خط
322,Strich::N,гож,شرطة
323,Abstand::N,вис,مسافة
324,Abstand::N,кусып,مسافة
325,Entfernung::N,кусып,بعد
326,Gegend::N,инты,ناحية
327,Platz::N,инты,فراغ
328,Ort::N,инты,مكان
329,Ort::N,места,مكان
330,Seite::N,пал,جانب
331,Mitte::N,шор,وسط
332,Gegenstand::N,арбери,موضوع
333,Sache::N,котыр,شيء
334,Rand::N,дур,حافة
335,Rand::N,шаер,حافة
336,Kante::N,дур,حافة
337,Ecke::N,сэрег,ركن
338,Spitze::N,йыл,سن
339,Ende::N,пум,طرف
340,Loch::N,пась,ثقب
341,Winkel::N,сэрег,زاوية
342,Muster::N,пужы,عينة
343,Größe::N,быдӟала,حجم
344,Länge::N,кузьдала,طول
345,Höhe::N,ӝуждала,علو
346,Höhe::N,ӝуждала,ارتفاع
347,Gewicht::N,сектала,وزن
348,Gewicht::N,секытлык,وزن
349,Menge::N,лыд,كمية
350,Menge::N,лыдпус,كمية
351,Haufen::N,люк,كوم
352,Reihe::N,чур,صف
353,Boot::N,пыж,قارب
354,Boot::N,пыж,زورق
355,Boot::N,лодка,قارب
356,Boot::N,лодка,زورق
357,Ruder::N,полыс,مجذاف
358,Schlitten::N,додьы,مزلقة
359,Ski::N,куас,زلاجة
360,Lagerfeuer::N,тылскем,نار المخيم
361,Last::N,секыт,حمل
362,Gang::N,ветлон,مشية
363,Schritt::N,вамыш,خطوة
364,Norden::N,уйпал,شمال
365,Süden::N,лымшор,جنوب
366,Westen::N,шунды пуксён,غرب
367,Osten::N,шунды ӝужан,شرق
368,Holz::N,пу,خشب
369,Brett::N,пул,لوح
370,Platte::N,плита,صفيحة
371,Stütze::N,пыкет,سند
372,Stütze::N,пыкет,دعامة
373,Stange::N,пуӵ,عود
374,Stock::N,боды,عصا
375,Stab::N,пуӵ,قضيب
376,Stab::N,боды,قضيب
377,Rohr::N,труба,أنبوبة
378,Haus::N,юрт,دار
379,Haus::N,юрт,بيت
380,Heim::N,корка,بيت
381,Heim::N,корка,مسكن
382,Ofen::N,гур,مدفأة
383,Fußboden::N,выж,أرضية
384,Tisch::N,ӝӧк,مائدة
385,Stuhl::N,пукон,كرسي
386,Wiege::N,кӧкы,مهد
387,Wiege::N,зыбка,مهد
388,Bett::N,валес,سرير
389,Regal::N,ӝажы,رف
390,Kiste::N,ящик,صندوق
391,Fenster::N,укно,شباك
392,Fenster::N,укно,نافذة
393,Fenster::N,косяк,شباك
394,Fenster::N,косяк,نافذة
395,Tür::N,ӧс,باب
396,Tor::N,ӟезьы,بوابة
397,Zaun::N,забор,سياج
398,Dach::N,липет,سطح
399,Leiter::N,падӟа,سلم
400,Besen::N,ӵужон,مكنسة
401,Besen::N,исьнер,مكنسة
402,Spaten::N,лопатка,مسحاة
403,Schaufel::N,ютырон,مجرفة
404,Gabel::N,тэчы,شوكة
405,Gabel::N,вилка,شوكة
406,Löffel::N,пуньы,ملعقة
407,Messer::N,пурт,سكين
408,Nagel::N,кортӵог,مسمار
409,Netz::N,сеть,شبكة
410,Haken::N,курик,خطاف
411,Haken::N,курик,صنارة
412,Griff::N,ныд,قبضة
413,Schloss::N,тунгон,قفل
414,Bild::N,суред,صورة
415,Figur::N,фигура,تمثال
416,Puppe::N,мунё,دمية
417,Beutel::N,пуйы,كيس
418,Bündel::N,керттэт,ربطة
419,Tasche::N,пуйы,شنطة
420,Tasche::N,пуйы,محفظة
421,Tasche::N,сумка,شنطة
422,Tasche::N,сумка,محفظة
423,Eimer::N,ведра,سطل
424,Eimer::N,ведра,جردل
425,Deckel::N,ӵоксэт,سداد
426,Geschirr::N,тусьты-пуньы,أوان
427,Sack::N,пуйы,زكيبة
428,Tasse::N,ӵаша,فنجان
429,Topf::N,миска,قدر
430,Topf::N,миска,طنجرة
431,Kessel::N,пурты,قدر
432,Kessel::N,пурты,غلاية
433,Essen::N,сиськон,طعام
434,Nahrung::N,сион,غذاء
435,Speise::N,сиён,أكل
436,Fleisch::N,сӥль,لحم
437,Getreide::N,ю тысь,حبوب
438,Brei::N,ӝук,عصيدة
439,Brot::N,нянь,خبز
440,Scheibe::N,шорем,شريحة
441,Fett::N,кӧй,سمن
442,Butter::N,вӧй,زبدة
443,Öl::N,вӧй,زيت
444,Salz::N,сылал,ملح
445,Suppe::N,шыд,حساء
446,Suppe::N,шыд,شربة
447,Honig::N,чечы,عسل
448,Milch::N,йӧл,حليب
449,Tee::N,чай,شاي
450,Leder::N,сурон,جلد
451,Wolle::N,гон,صوف
452,Wolle::N,ыжгон,صوف
453,Stoff::N,куэм,قماش
454,Nadel::N,вень,إبرة
455,Faden::N,сӥньыс,خيط
456,Knopf::N,бирды,زر
457,Knoten::N,герд,عقدة
458,Farbe::N,буёл,صبغة
459,Kleidung::N,дӥсь,ملابس
460,Hemd::N,дэрем,قميص
461,Kragen::N,сирес,ياقة
462,Ärmel::N,саес,كم
463,Hose::N,брюки,سروال
464,Hose::N,брюки,بنطلون
465,Hose::N,штань,سروال
466,Hose::N,штань,بنطلون
467,Gürtel::N,кускерттон,حزام
468,Mütze::N,ызьы,طاقية
469,Schuh::N,ботинка,حذاء
470,Stiefel::N,сапег,جزمة
471,Stiefel::N,сапег,حذاء طويل
472,Ring::N,зундэс,حلقة
473,Band::N,лента,شريط
474,Kamm::N,сын,مشط
475,Spiegel::N,синучкон,مرآة
476,Riemen::N,е,سير
477,Schnur::N,гозы,حبل
478,Schnur::N,гозы,دوبارة
479,Leine::N,думет,قيد
480,Decke::N,шобрет,بطانية
481,Kissen::N,миндэр,وسادة
482,Tuch::N,кышет,منديل
483,Handtuch::N,ӵушкон,فوطة
484,Handtuch::N,ӵушкон,منشفة
485,Kraft::N,кать,قدرة
486,Kraft::N,ӟигар,قدرة
487,Stärke::N,юнлык,قوة
488,Gesundheit::N,тазалык,صحة
489,Krankheit::N,висён,مرض
490,Schmerz::N,висён,ألم
491,Schmerz::N,висён,وجع
492,Wunde::N,яра,جرح
493,Fieber::N,кезег,حمى
494,Arznei::N,эмъюм,دواء
495,Brücke::N,выж,جسر
496,Brunnen::N,колдэч,بئر
497,Weide::N,возь,مرعى
498,Pfad::N,сюрес,درب
499,Weg::N,сюрес,سكة
500,Straße::N,сюрес,طريق
501,Dorf::N,гурт,قرية
502,Stadt::N,кар,مدينة
503,Stadt::N,город,مدينة
504,Brief::N,гожтэт,خطاب
505,Brief::N,гожтэт,مكتوب
506,Buch::N,книга,كتاب
507,Buchstabe::N,буква,حرف
508,Zeitung::N,газет,جريدة
509,Leben::N,улон,عيش
510,Leben::N,улон,حياة
511,Tod::N,кулон,موت
512,Tod::N,кулон,وفاة
513,Grab::N,шайгу,قبر
514,Kirche::N,черк,كنيسة
515,Sünde::N,сьӧлык,خطيئة
516,Gott::N,ӥнмар,إله
517,Arbeiter::N,рабочий,عامل
518,Chef::N,начальник,رئيس
519,Meister::N,кибашлы,أسطى
520,Arzt::N,врач,طبيب
521,Lehrer::N,дышетӥсь,مدرس
522,Geld::N,уксё,نقود
523,Geld::N,коньдон,نقود
524,Geschäft::N,уж,صفقة
525,Laden::N,магазин,دكان
526,Preis::N,дун,سعر
527,Ware::N,вуз,بضاعة
528,Nutzen::N,пайда,فائدة
529,Reichtum::N,узырлык,غنى
530,Reichtum::N,узырлык,ثروة
531,Welt::N,дунне,عالم
532,Welt::N,дунне,دنيا
533,Land::N,шаер,بلد
534,Staat::N,кун,دولة
535,König::N,эксэй,ملك
536,Macht::N,власть,سلطة
537,Grenze::N,кунгож,حدود
538,Krieg::N,ож,حرب
539,Feind::N,тушмон,عدو
540,Gewalt::N,эриктэман,عنف
541,Kampf::N,нюръяськон,قتال
542,Bogen[Waffe]::N,пукыӵ,قوس
543,Pfeil::N,пукыӵ вень,سهم
544,Gewehr::N,пыӵал,بندقية
545,Fehler::N,янгыш,خطأ
546,Lüge::N,пӧян,كذب
547,Lüge::N,алдан,كذب
548,Lüge::N,ӧрекчан,كذب
549,Schaden::N,изъян,تلف
550,Unglück::N,куректон,نحس
551,Unglück::N,шудтэме усён,نحس
552,Schuld::N,янгыш,ذنب
553,Alter::N,арлыд,سن
554,Alter::N,арлыд,عمر
555,Schluss::N,пум,ختام
556,Schluss::N,пум,نهاية
557,Zeit::N,дыр,وقت
558,Tag::N,нунал,يوم
559,Morgen::N,ӵукна,صباح
560,Mittag::N,лымшор,ظهر
561,Abend::N,ӝыт,مساء
562,Abend::N,акшан,مساء
563,Nacht::N,уй,ليلة
564,Woche::N,арня,أسبوع
565,Monat::N,толэзь,شهر
566,Jahr::N,ар,عام
567,Jahr::N,ар,سنة
568,Frühling::N,тулыс,ربيع
569,Sommer::N,гужем,صيف
570,Herbst::N,сӥзьыл,خريف
571,Winter::N,тол,شتاء
572,Januar::N,выльартолэзь,يناير
573,Januar::N,выльартолэзь,كانون الثاني
574,Februar::N,тулыспал,شباط
575,Februar::N,тулыспал,فبراير
576,März::N,южтолэзь,آذار
577,März::N,южтолэзь,مارس
578,April::N,оштолэзь,نيسان
579,Mai::N,куартолэзь,مايو
580,Juni::N,вожотолэзь,يونيو
581,Juni::N,вожотолэзь,حزيران
582,Juli::N,пӧсьтолэзь,تموز
583,Juli::N,пӧсьтолэзь,يوليو
584,August::N,гудырикошкон,آب
585,August::N,гудырикошкон,أغسطس
586,September::N,куарусён,أيلول
587,September::N,куарусён,سبتمبر
588,Oktober::N,выльӝуктолэзь,أكتوبر
589,Oktober::N,выльӝуктолэзь,تشرين الأول
590,November::N,шуркынмон,نوفمبر
591,November::N,шуркынмон,تشرين الثاني
592,Dezember::N,толсур,ديسمبر
593,Dezember::N,толсур,كانون الأول
594,Montag::N,вордӥськон,يوم الاثنين
595,Dienstag::N,вторник,يوم الثلاثاء
596,Mittwoch::N,вирнунал,يوم الأربعاء
597,Donnerstag::N,покчиарня,يوم الخميس
598,Freitag::N,удмуртарня,يوم الجمعة
599,Samstag::N,кӧснунал,يوم السبت
600,Sonntag::N,арня,يوم الأحد
601,groß::A,бадӟым,كبير
602,klein::A,пичи,صغير
603,lang::A,кузь,طويل
604,kurz::A,вакчи,قصير
605,breit::A,паськыт,واسع
606,schmal::A,сюлэг,ضيق
607,dicht::A,ӵем,كث
608,dicht::A,ӵем,كثيف
609,dick[Gegenstand]::A,зӧк,غليظ
610,dünn::A,векчи,رفيع
611,fein::A,векчи,رقيق
612,fest::A,юн,متين
613,fest::A,чурыт,متين
614,flach::A,ӵошкыт,سهل
615,flach::A,ӵошкыт,منبسط
616,glatt::A,гылыт,ناعم
617,glatt::A,вольыт,ناعم
618,hart::A,чурыт,صلب
619,hart::A,чурыт,جامد
620,weich::A,небыт,لين
621,rund::A,котырес,مستدير
622,spitz::A,йылсо,مدبب
623,scharf::A,лэчыт,حاد
624,stumpf::A,ныж,ثالم
625,schwer::A,секыт,ثقيل
626,schön::A,чебер,جميل
627,heiß::A,пӧсь,حار
628,heiß::A,пӧсь,ساخن
629,warm::A,шуныт,دافئ
630,kalt::A,кезьыт,بارد
631,kühl::A,юзмыт,قر
632,kühl::A,салкым,قر
633,frisch::A,выль,طازج
634,feucht::A,мускыт,رطب
635,nass::A,котмем,مبلول
636,trocken::A,кӧс,جاف
637,voll::A,тыр,ملء
638,leer::A,буш,خال
639,leer::A,буш,فارغ
640,leer::A,тырттэм,خال
641,leer::A,тырттэм,فارغ
642,offen::A,усьтэм,مفتوح
643,geschlossen::A,ӵогам,مغلق
644,geschlossen::A,пунням,مغلق
645,sauber::A,ӝикыт,نظيف
646,sauber::A,чылкыт,نظيف
647,schmutzig::A,нӧд,قذر
648,roh::A,ыль,نيء
649,reif::A,вуэм,ناضج
650,lecker::A,ческыт,لذيذ
651,süß::A,ческыт,حلو
652,bitter::A,курыт,مر
653,sauer::A,чырс,حامض
654,hell::A,югыт,نير
655,dunkel::A,пеймыт,مظلم
656,schwarz::A,сьӧд,أسود
657,weiß::A,тӧдьы,أبيض
658,rot::A,горд,أحمر
659,gelb::A,ӵуж,أصفر
660,blau::A,лыз,أزرق
661,grün::A,вож,أخضر
662,grau::A,пурысь,رمادي
663,bunt::A,куӵо,ملوب
664,billig::A,дунтэм,رخيص
665,teuer::A,дуно,غال
666,wertvoll::A,дуно,ثمين
667,blind::A,сукыр,أعمى
668,blind::A,синтэм,أعمى
669,taub::A,пельтэм,أصم
670,taub::A,пельтэм,أطرش
671,kräftig::A,кужмо,قوي
672,stark::A,юн,قوي
673,stark::A,кужмо,قوي
674,schwach::A,ляб,ضعيف
675,schwach::A,начар,ضعيف
676,fett::A,кӧй,سمين
677,schlank::A,веськыт,أهيف
678,schlank::A,веськрес,أهيف
679,hübsch::A,чебер,جميل
680,hübsch::A,синмаськымон,جميل
681,böse::A,лек,رديء
682,dumm::A,шузи,أبله
683,dumm::A,шузи,أحمق
684,dumm::A,визьтэм,أبله
685,dumm::A,визьтэм,أحمق
686,faul::A,азьтэм,كسلان
687,fleißig::A,сюлмо,مجتهد
688,geizig::A,сук,بخيل
689,klug::A,визьмо,ذكي
690,klug::A,визьмо,عاقل
691,geschickt::A,усто,ماهر
692,geschickt::A,быгатӥсь,ماهر
693,lieb::A,мусо,عزيز
694,lustig::A,шулдыр,مرح
695,sanft::A,мусо,حليم
696,sanft::A,эрке,حليم
697,hungrig::A,сютэм,جائع
698,krank::A,висись,مريض
699,nackt::A,гольык,عار
700,traurig::A,мӧзмыт,حزين
701,lebendig::A,улэп,حي
702,gut::A,ӟеч,جيد
703,gut::A,умой,جيد
704,schlecht::A,урод,سيء
705,schlecht::A,алама,سيء
706,richtig::A,шонер,صحيح
707,schlimm::A,алама,خبيث
708,wahr::A,зэмос,حق
709,alt::A,вуж,قديم
710,neu::A,выль,جديد
711,ehemalig::A,азьвылэз,سابق
712,alt[Lebewesen]::A,пересь,مسن
713,jung::A,егит,شاب
714,jung::A,егит,صغير
715,jung::A,пинал,شاب
716,jung::A,пинал,صغير
717,arm::A,начар,فقير
718,arm::A,куанер,فقير
719,reich::A,узыр,غني
720,bekannt::A,тодмо,معلوم
721,berühmt::A,дано,مشهور
722,fremd::A,ят,أجنبي
723,verschieden::A,пӧртэм,مختلف
724,nah::A,матысь,قريب
725,fern::A,кыдёкысь,بعيد
726,linker::A,паллян,يسار
727,rechter::A,бур,يمين
728,rechter::A,бурпал,يمين
729,anderer::A,мукет,آخر
730,erster::A,нырысетӥез,أول
731,zweiter::A,кыктэтӥез,ثان
732,dritter::A,кунньметӥез,ثالث
733,letzter::A,берло,أخير
734,letzter::A,берпум,أخير
735,allein::ADV,огназ,وحده
736,auf einmal::ADV,огдыре,بالمرة
737,zusammen::ADV,ӵош,معا
738,zusammen::ADV,валче,معا
739,lange::ADV,кема,مدة طويلة
740,plötzlich::ADV,мапламтэ шорысь,فجأة
741,sofort::ADV,али ик,حالا
742,sofort::ADV,али ик,فورا
743,später::ADV,бергес,فيما بعد
744,später::ADV,берлогес,فيما بعد
745,jetzt::ADV,али,الآن
746,jetzt::ADV,али,حاليا
747,jetzt::ADV,табере,الآن
748,jetzt::ADV,табере,حاليا
749,heute::ADV,туннэ,اليوم
750,morgen::ADV,ӵуказе,غدا
751,bald::ADV,ӝоген,قريبا
752,dann::ADV,берло,ثم
753,gestern::ADV,толон,أمس
754,gestern::ADV,толон,البارحة
755,einst::ADV,огпол,قديما
756,einst::ADV,одӥг пол,قديما
757,damals::ADV,соку,حينئذ
758,danach::ADV,собере,ثم
759,danach::ADV,собере,بعد ذلك
760,vorher::ADV,азьло,من قبل
761,vorher::ADV,азьло,قبل ذلك
762,vorher::ADV,азьвыл,من قبل
763,vorher::ADV,азьвыл,قبل ذلك
764,zuerst::ADV,азьло,أولا
765,einmal::ADV,огпол,مرة
766,manchmal::ADV,куддыръя,أحيانا
767,oft::ADV,ӵем,كثيرا
768,immer::ADV,пыр,دائما
769,immer::ADV,котьку,دائما
770,niemals::ADV,уз ноку,لا أبدا
771,hier::ADV,татын,هنا
772,hierhin::ADV,татчы,إلى هنا
773,von hier::ADV,татысь,من هنا
774,dort::ADV,отӥ,هناك
775,dort::ADV,отын,هناك
776,dorthin::ADV,отчы,إلى هناك
777,geradeaus::ADV,меӵак,إلى الأمام
778,vorwärts::ADV,азьлань,إلى الأمام
779,rückwärts::ADV,берлань,إلى الوراء
780,zurück::ADV,берен,عودا
781,zurück::ADV,берен,إلى الخلف
782,zurück::ADV,берлань,عودا
783,zurück::ADV,берлань,إلى الخلف
