,Concept_ID,av,la
763,wieviel::FNUM,кигӏан,quantum
764,eins::NUM,цо,unus
765,zwei::NUM,кӏиго,duo
766,drei::NUM,лъабго,tres
767,vier::NUM,ункъо,quattuor
768,fünf::NUM,щуго,quinque
769,sechs::NUM,анлъго,sex
770,sieben::NUM,анкьго,septem
771,acht::NUM,микьго,octo
772,neun::NUM,ичӏго,novem
773,zehn::NUM,анцӏго,decem
774,elf::NUM,анцӏила цо,undecim
775,zwölf::NUM,кӏиго-анцӏила,duodecim
776,zwanzig::NUM,къого,viginti
777,dreißig::NUM,лъеберго,triginta
778,vierzig::NUM,кӏикъого,quadraginta
779,fünfzig::NUM,кӏикъо́ялда анцӏго,quinquaginta
780,sechzig::NUM,лъабкъого,sexaginta
781,siebzig::NUM,лъабкъо́ялда анцӏго,septuaginta
782,achtzig::NUM,ункъого,octoginta
783,neunzig::NUM,ункъоялда а́нцӏила,nonaginta
784,hundert::NUM,нусго,centum
785,tausend::NUM,азарго,mille
786,und::CNJ,ва,et
787,und::CNJ,ва,-que
788,und::CNJ,-ги,et
789,und::CNJ,-ги,-que
790,oder::CNJ,ялъуни,vel
791,stehen::V,бахъунчӏезе,stare
792,sitzen::V,гӏодов чӏезе,sedere
793,liegen::V,бегизе,iacere
794,hängen::V,базе,pendere
795,werden::V,бахъине,fieri
796,passieren::V,лъугьине,accidere
797,passieren::V,лъугьа-бахъине,accidere
798,beginnen::V,байбихьизе,incipere
799,enden::V,лъугӏизе,finem habere
800,wechseln::V,хиса-басизе,mutari
801,wechseln::V,хисизе,mutari
802,aufgehen[Sonne]::V,баккизе,oriri
803,untergehen[Sonne]::V,щинкӏизе,occidere
804,scheinen[Sonne]::V,къалъ-къалъизе,lucere
805,donnern::V,гъугъазе,tonare
806,wehen::V,пуйзе,flare
807,strömen::V,чвахизе,fluere
808,fließen::V,чвахизе,manare
809,sich drehen::V,сверизе,torqueri
810,schwanken::V,хьвагӏезе,vacillare
811,schwanken::V,багъа-бачаризе,vacillare
812,schwingen::V,щвартӏезе,vibrare
813,fallen::V,бортизе,cadere
814,brennen::V,рекӏине,ardere
815,rauchen::V,кӏкӏуй буризе,fumare
816,regnen::V,базе,pluere
817,gefrieren::V,гӏу́низе,congelari
818,tauen::V,биаризе,rorare
819,schmelzen::V,биине,liquescere
820,trocknen::V,бакъвазе,arescere
821,sieden::V,гьалдезе,fervere
822,faulen::V,махӏцине,putescere
823,verfaulen::V,туризе,putescere
824,reißen::V,бихъизе,scindi
825,versinken::V,гъанкъизе,mergi
826,vergehen::V,базе,praeterire
827,vergehen::V,бахъизе,praeterire
828,vergehen::V,ине,praeterire
829,erscheinen::V,баккизе,apparere
830,verschwinden::V,къине,discedere
831,verschwinden::V,билизе,discedere
832,sinken::V,гӏодо́бе ккезе,labi
833,abnehmen::V,тӏаса камизе,deminui
834,zunehmen::V,гӏемерлъизе,augeri
835,steigen::V,бахине,augescere
836,wachsen::V,кӏодолъизе,crescere
837,glänzen::V,цӏвакизе,splendere
838,funkeln::V,паркъезе,micare
839,lärmen::V,хъудизе,strepere
840,lärmen::V,чӏиргъдизе,strepere
841,läuten::V,кьабизе,sonare
842,klingeln::V,кьабизе,tinnire
843,klirren::V,зваргъизе,crepare
844,brausen::V,гьалаглъизе,saevire
845,rauschen::V,шуршудизе,crepare
846,klingen::V,бахъине,sonare
847,bellen::V,гъанчдезе,latrare
848,heulen::V,рурудизе,ululare
849,blasen::V,гьохьизе,flare
850,pfeifen::V,гьещтӏезе,sibilare
851,schreien::V,ахӏизе,clamare
852,schreien::V,ахӏдезе,clamare
853,stöhnen::V,зигардизе,gemere
854,zittern::V,дарран,tremere
855,zittern::V,дарран,trepidare
856,zittern::V,гьаргьадизе,tremere
857,zittern::V,гьаргьадизе,trepidare
858,leben::V,бетӏербахъизе,vivere
859,geboren werden::V,лъугьине,nasci
860,atmen::V,хӏухьел биччазе,spirare
861,trinken::V,гьекъезе,bibere
862,essen::V,квине,edere
863,essen::V,кваназе,edere
864,schlucken::V,кӏкӏвине,devorare
865,schlucken::V,къулчӏизе,devorare
866,müde werden::V,сваказе,fatigari
867,einschlafen::V,кьижизе,obdormiscere
868,einschlafen::V,гъапуллъизе,obdormiscere
869,schlafen::V,кьижизе,dormire
870,aufwachen::V,бигьине,expergisci
871,aufstehen::V,бахъине,exsurgere
872,aufstehen::V,тӏадебахъине,exsurgere
873,sich erholen::V,хьи бахъизе,se reficere
874,sich erholen::V,хӏалхьи гьабизе,se reficere
875,krank werden::V,унтизе,aegrescere
876,krank sein::V,унтизе,aegrotare
877,schmerzen::V,унтизе,dolere
878,husten::V,хъегӏизе,tussire
879,genesen::V,лъилъизе,convalescere
880,sterben::V,хвезе,mori
881,umkommen::V,гьалаглъизе,perire
882,sich bewegen::V,багъаризе,se movere
883,sich bewegen::V,багъаргъизе,se movere
884,sich rühren::V,багъаризе,micare
885,sich erheben::V,тӏадебахъине,surgere
886,sich erheben::V,бахъине,surgere
887,sich setzen::V,гӏодов чӏезе,considere
888,hinfallen::V,щапизе,cadere
889,laufen::V,хьвадизе,vadere
890,schreiten::V,чӏезе,gradi
891,spazierengehen::V,тира-сверизе,ambulare
892,eilen::V,ракӏхӏалакине,properare
893,eilen::V,дуризе,properare
894,sich beeilen::V,дуризе,festinare
895,sich beeilen::V,гӏедегӏизе,festinare
896,sausen::V,тӏуризе,currere
897,rennen::V,бекеризе,currere
898,springen::V,кӏанцӏизе,salire
899,klettern::V,хархадизе,niti
900,schaukeln::V,гьерщезе,oscillare
901,kriechen::V,хъурщизе,repere
902,kriechen::V,хъурщизе,serpere
903,schwimmen::V,лъедезе,nare
904,schwimmen::V,лъедезе,natare
905,tauchen::V,букъардизе,mergere
906,rudern::V,хазе,remigare
907,fahren::V,ине,vehi
908,fliegen::V,боржине,volare
909,gehen::V,ине,ire
910,gehen::V,ине,vadere
911,weggehen::V,ине,abire
912,weggehen::V,ине,discedere
913,abfahren::V,къокъине,proficisci
914,anhalten::V,чӏезе,consistere
915,anhalten::V,тархъизе,consistere
916,anhalten::V,лъалхъизе,consistere
917,hineingehen::V,тӏаделъугьине,inire
918,hineingehen::V,тӏаделъугьине,ingredi
919,eintreten::V,лъугьине,intrare
920,kommen::V,бачӏине,venire
921,ankommen::V,щвезе,advenire
922,ankommen::V,тӏадебачӏине,advenire
923,zurückkommen::V,тадбуссине,revenire
924,zurückkommen::V,тӏадбуссине,revenire
925,bleiben::V,чӏезе,manere
926,bleiben::V,хутӏизе,manere
927,warten::V,чӏезе,opperiri
928,erwarten::V,балагьизе,opperiri
929,erwarten::V,балагьизе,expectare
930,suchen::V,балагьизе,quaerere
931,finden::V,батизе,reperire
932,versuchen::V,хӏалбихьизе,conari
933,versuchen::V,хӏалбихьизе,temptare
934,vorbereiten::V,хӏадурлъизабизе,parare
935,lieben::V,балай бегьизе,amare
936,mögen::V,бокьизе,amare
937,lachen::V,белъизе,ridere
938,weinen::V,гӏодизе,flere
939,schimpfen::V,гъанчдезе,increpare
940,sich ärgern::V,вагъизе,indignari
941,sich ärgern::V,ццида́хине,indignari
942,sich fürchten::V,хӏинкъизе,vereri
943,fürchten::V,беркъазе,timere
944,fürchten::V,хӏинкъа-къазе,timere
945,fliehen::V,лъутизе,fugere
946,flüchten::V,лъутизе,effugere
947,sehen::V,бихьизе,videre
948,anschauen::V,бертӏамизе,aspectare
949,anschauen::V,балагьизе,aspectare
950,ansehen::V,бала-гъалагьизе,spectare
951,hören::V,рагӏизе,audire
952,zuhören::V,гӏенеккизе,auscultare
953,probieren::V,кӏалдиб хъва́зе,gustare
954,probieren::V,чӏамизе,gustare
955,riechen::V,су́нтӏизе,olfacere
956,fühlen::V,чӏвазе,sentire
957,zu sehen sein::V,бихьизе,conspici
958,vernehmen::V,рагӏизе,comperire
959,frieren::V,цӏорозе,algere
960,tun::V,гьабизе,facere
961,können::V,кӏвезе,posse
962,können::V,лъазе,posse
963,wollen::V,бокьизе,velle
964,anfangen::V,байбихьизе,incipere
965,beenden::V,тӏубазабизе,finire
966,beenden::V,лъугӏизабизе,finire
967,aufhören::V,бахъизе,desistere
968,gelingen::V,бахъизе,contingere
969,geraten::V,бахъизе,evenire
970,öffnen::V,рагьизе,aperire
971,schließen::V,къазе,claudere
972,stellen::V,чӏвазе,sistere
973,setzen::V,рекӏинабизе,ponere
974,setzen::V,гӏодор чӏезаризе,ponere
975,legen::V,лъезе,ponere
976,berühren::V,хъвазе,tangere
977,verbinden::V,хьухьине,iungere
978,verbinden::V,бухьине,iungere
979,bedecken::V,кквезе,tegere
980,bedecken::V,кквезе,operire
981,aufhängen::V,базе,suspendere
982,anzünden::V,бакизе,accendere
983,anzünden::V,бакизе,inflammare
984,anzünden::V,рекӏинабизе,accendere
985,anzünden::V,рекӏинабизе,inflammare
986,zurücklassen::V,тезе,relinquere
987,verlieren::V,билизабизе,perdere
988,verlieren::V,билизабизе,amittere
989,fallen lassen::V,бортизабизе,dimittere
990,machen::V,гьабизе,facere
991,herstellen::V,гьабизе,fabricare
992,herstellen::V,хӏадурлъизабизе,fabricare
993,bauen::V,базе,construere
994,bauen::V,гьабизе,construere
995,reparieren::V,къачӏазе,reparare
996,verbessern::V,лъикӏлъизабизе,emendare
997,ändern::V,хисизабизе,mutare
998,graben::V,бухъизе,fodere
999,beugen::V,хьетӏизабизе,flectere
1000,biegen::V,гьетӏизабизе,curvare
1001,drehen::V,тиризабизе,torquere
1002,drehen::V,свердизабизе,torquere
1003,wenden::V,бегизе,vertere
1004,umdrehen::V,бегизе,convertere
1005,umdrehen::V,бега-битӏизе,convertere
1006,heben::V,борхизе,tollere
1007,hochheben::V,борхалъизабизе,levare
1008,hochheben::V,борхизе,levare
1009,ergreifen::V,кквезе,capessere
1010,halten::V,кквезе,tenere
1011,drücken::V,къазе,premere
1012,drücken::V,къанцӏу́зе,premere
1013,drücken::V,къвал ба́зе,premere
1014,schieben::V,хъилдизе,promovere
1015,kratzen::V,хачазе,radere
1016,lecken::V,чӏикӏизе,lambere
1017,beißen::V,хӏанчӏизе,mordere
1018,beißen::V,хӏанчӏизабизе,mordere
1019,abreißen::V,тӏезе,avellere
1020,abreißen::V,тӏезабизе,avellere
1021,abschneiden::V,къотӏизе,desecare
1022,binden::V,бухьине,ligare
1023,stecken::V,къазабизе,inserere
1024,brechen::V,бекизе,rumpere
1025,klopfen::V,дванкезе,pultare
1026,hauen::V,базе,ferire
1027,kleben::V,бацӏцӏине,agglutinare
1028,reiben::V,хачазе,terere
1029,streichen::V,бахине,oblinere
1030,streichen::V,жужазе,oblinere
1031,schleifen::V,лъухьизе,acuere
1032,schneiden::V,къотӏизе,secare
1033,rütteln::V,багъа-бачаризабизе,quassare
1034,schütteln::V,кӏобокӏизе,quatere
1035,schwenken::V,гьесадизе,ventilare
1036,schwenken::V,хьвагӏезабизе,ventilare
1037,schütten::V,тӏезе,fundere
1038,füllen::V,цӏезабизе,complere
1039,einwickeln::V,жемизе,involvere
1040,tragen::V,баччизе,ferre
1041,tragen::V,баччизе,portare
1042,schleppen::V,бехъерхъизе,pertrahere
1043,ziehen::V,цӏазе,trahere
1044,aufbewahren::V,цӏунизе,asservare
1045,werfen::V,рехизе,iacere
1046,fangen::V,кквезе,capere
1047,packen::V,кквезе,capessere
1048,verstecken::V,бахчизе,abdere
1049,teilen::V,бикьизе,partiri
1050,teilen::V,бикьизе,dividere
1051,schicken::V,битӏизе,mittere
1052,bringen::V,баччизе,apportare
1053,hinzufügen::V,жубазе,addere
1054,bekommen::V,щвезе,adipisci
1055,erhalten::V,щвезе,accipere
1056,erhalten::V,босизе,accipere
1057,nehmen::V,босизе,sumere
1058,wählen::V,бищизе,eligere
1059,auswählen::V,тӏасабищизе,deligere
1060,bewahren::V,цӏунизе,conservare
1061,behindern::V,квекӏен гьабизе,impedire
1062,verderben::V,хвезабизе,corrumpere
1063,beschädigen::V,галгъазабизе,laedere
1064,zerbrechen::V,щущазабизе,rumpere
1065,zerbrechen::V,щущазабизе,frangere
1066,zerreißen::V,бихъизе,discindere
1067,zerstören::V,биххизабизе,delere
1068,verbrennen::V,бухӏизе,urere
1069,verbrennen::V,бухӏизе,cremare
1070,geben::V,кьезе,dare
1071,reichen::V,кьезе,praebere
1072,schenken::V,кьезе,donare
1073,schenken::V,кьезе,largiri
1074,versprechen::V,назру гьабизе,polliceri
1075,versprechen::V,назру гьабизе,promittere
1076,wünschen::V,бокьизе,
1077,loben::V,беццизе,laudare
1078,loben::V,бецца-бекъизе,laudare
1079,küssen::V,баизе,osculari
1080,wiegen::V,чӏучӏадизабизе,
1081,zudecken::V,тӏадбигъине,tegere
1082,wecken::V,бигьинабизе,excitare
1083,zeigen::V,бихьизабизе,monstrare
1084,führen::V,бачине,ducere
1085,lehren::V,малъизе,docere
1086,lehren::V,цӏализабизе,docere
1087,unterrichten::V,цӏализабизе,instituere
1088,aufziehen::V,гӏезабизе,nutrire
1089,leiten::V,нухмалъи гьабизе,ducere
1090,antreiben::V,гӏедегӏизабизе,incitare
1091,einladen::V,ахӏизе,invitare
1092,einladen::V,тӏадеахӏизе,invitare
1093,vereinigen::V,цолъизабизе,coniungere
1094,besuchen::V,баккизе,visere
1095,besuchen::V,хьвадизе,visere
1096,treffen::V,дандчӏвазе,convenire
1097,sich versammeln::V,данделъизе,convenire
1098,sich versammeln::V,бакӏаризе,convenire
1099,spielen::V,басандизе,ludere
1100,singen::V,ахӏизе,cantare
1101,tanzen::V,кьурдизе,saltare
1102,sich trennen::V,батӏалъизе,digredi
1103,sich trennen::V,батӏалъизе,discedere
1104,verlassen::V,тезе,deserere
1105,verlassen::V,тезе,relinquere
1106,verlassen::V,рехунтезе,deserere
1107,verlassen::V,рехунтезе,relinquere
1108,retten::V,хвасар гьабизе,servare
1109,retten::V,хвасарлъизабизе,servare
1110,bewachen::V,цӏунизе,custodire
1111,schützen::V,цӏунизе,tueri
1112,schützen::V,цӏунизе,tutari
1113,verteidigen::V,цӏунизе,defendere
1114,sich schlagen::V,багъизе,luctari
1115,schießen::V,речӏчӏизе,iaculari
1116,siegen::V,бергьине,vincere
1117,ärgern::V,вагъизавизе,irritare
1118,schlagen::V,кьабизе,ferire
1119,treten::V,мал тункизе,calcare
1120,stechen::V,къазабизе,pungere
1121,stoßen::V,тункизе,tundere
1122,stoßen::V,хъилдизе,tundere
1123,stehlen::V,щинкӏизабизе,furari
1124,stören::V,квекӏен гьабизе,turbare
1125,stören::V,татубахъи гьабизе,turbare
1126,belästigen::V,рахӏатхвезабизе,obtundere
1127,verbergen::V,бахчизе,celare
1128,verbergen::V,бахчизе,occultare
1129,verbergen::V,балъго тезе,celare
1130,verbergen::V,балъго тезе,occultare
1131,täuschen::V,божуда рекӏкӏ гьабизе,fallere
1132,täuschen::V,гуккизе,fallere
1133,betrügen::V,хӏилла гьабизе,fraudare
1134,betrügen::V,сандирахълъи гьабизе,fraudare
1135,töten::V,чӏвазе,necare
1136,töten::V,чӏвазе,caedere
1137,wohnen::V,яшав гьабизе,habitare
1138,arbeiten::V,хӏалтӏизе,laborare
1139,sammeln::V,бакӏаризе,colligere
1140,pflücken::V,бетӏизе,carpere
1141,jagen::V,чан гьабизе,venari
1142,fischen::V,ччугӏа кквезе,piscari
1143,fassen::V,кквезе,capere
1144,hüten::V,кваназабизе,custodire
1145,treiben::V,гъезе,agere
1146,anbinden::V,бухьине,alligare
1147,füttern::V,кваназабизе,nutrire
1148,melken::V,бечӏчӏизе,mulgere
1149,hacken::V,чӏвазе,findere
1150,gießen::V,лъалъазе,rigare
1151,reifen::V,барщизе,maturescere
1152,zubereiten::V,бежа-белъине,apparare
1153,kochen::V,белъине,coquere
1154,backen::V,базе,coquere
1155,braten::V,бежизе,torrere
1156,umrühren::V,багъаризе,commovere
1157,stricken::V,хьухьине,texere
1158,nähen::V,букъизе,suere
1159,färben::V,кьер гьабизе,tingere
1160,reinigen::V,бацӏцӏине,purgare
1161,waschen::V,чуризе,lavare
1162,abwischen::V,бацӏцӏине,abstergere
1163,spülen::V,хулизе,perluere
1164,fegen::V,лъухьизе,verrere
1165,kehren::V,лъухьизе,purgare
1166,baden::V,чордезе,lavari
1167,ausziehen::V,бахъизе,exuere
1168,anziehen::V,ретӏине,induere
1169,sich anziehen::V,ретӏине,vestiri
1170,kämmen::V,хазе,pectere
1171,schmücken::V,чӏухӏизабизе,ornare
1172,schmücken::V,чӏухӏизабизе,decorare
1173,sagen::V,бицине,dicere
1174,sprechen::V,бицине,fari
1175,reden::V,гаргадизе,loqui
1176,sich unterhalten::V,гаргадизе,colloqui
1177,sich unterhalten::V,гаргадизе,disputare
1178,fragen::V,цӏехезе,rogare
1179,fragen::V,цӏехезе,quaerere
1180,fragen::V,гьикъизе,rogare
1181,fragen::V,гьикъизе,quaerere
1182,bitten::V,гьаризе,orare
1183,bitten::V,гьаризе,rogare
1184,erzählen::V,бицине,narrare
1185,mitteilen::V,лъазабизе,communicare
1186,nennen::V,цӏар лъезе,appellare
1187,rufen::V,ахӏизе,vocare
1188,prahlen::V,беццаризе,gloriari
1189,übersetzen::V,буссинабизе,vertere
1190,denken::V,ургъизе,cogitare
1191,glauben::V,божизе,credere
1192,bemerken::V,берречӏчӏизе,animadvertere
1193,erkennen::V,лъазе,cognoscere
1194,erkennen::V,батӏаго бахъизе,cognoscere
1195,begreifen::V,бичӏчӏизе,comprehendere
1196,lernen::V,цӏализе,discere
1197,wissen::V,лъазе,scire
1198,sich erinnern an::V,ракӏалде щвезе,meminisse
1199,vergessen::V,кӏочене,oblivisci
1200,messen::V,борцине,metiri
1201,zählen::V,рикӏкӏине,numerare
1202,rechnen::V,рикӏкӏине,reri
1203,rechnen::V,рикӏкӏине,calculare
1204,lesen::V,цӏализе,legere
1205,malen::V,бахъизе,pingere
1206,zeichnen::V,бахъизе,scribere
1207,schreiben::V,хъвазе,scribere
1208,besitzen::V,щвезе,possidere
1209,besitzen::V,бу́кӏине,possidere
1210,kaufen::V,босизе,emere
1211,verkaufen::V,бичизе,vendere
1212,bezahlen::V,кьезе,pendere
1213,zahlen::V,кьезе,solvere
1214,ertragen::V,баччизе,tolerare
1215,ertragen::V,баччизе,sustinere
1216,Auge::N,,oculus
1217,Sehne::N,,nervus
1218,Funke::N,,scintilla
1219,Moor::N,,palus
1220,Elch::N,,alces
1221,Beere::N,,baca
1222,Gedächtnis::N,,memoria
1223,Ton::N,,sonus
1224,Winkel::N,,angulus
1225,Menge::N,,copia
1226,Stütze::N,,adminiculum
1227,Figur::N,,statunculum
1228,Schuh::N,,calceus
1229,Schnur::N,,linum
1230,Leine::N,,retinaculum
1231,Geschäft::N,,negotium
1232,voll::A,,plenus
1233,lange::ADV,,diu
1234,später::ADV,,postea
1235,nicht::ADV,,non
1236,schon::ADV,,iam
1237,durch::PRP,,per
1238,alles::PRN,,omnia
1239,rühren::V,,commovere
1240,scheinen::V,,videri
1241,aufheben::V,,tollere
1242,lassen::V,,iubere
1243,sich waschen::V,,lavari
1244,verstehen::V,,intellegere
1245,beherrschen::V,,regere
1246,beherrschen::V,,imperare
