,Concept_ID,tt,te
690,unten::ADV,түбәндә,క్రింద
691,hinab::ADV,аска,కిందికి
692,oben::ADV,өстә,మీద
693,oben::ADV,югарыда,మీద
694,hinauf::ADV,өскә,పైకి
695,überall::ADV,hәркайда,అంతటా
696,nicht::ADV,түгел,కాదు
697,ein wenig::ADV,бераз,కొంచెము
698,kaum::ADV,көчкә,చాలిచాలక
699,sehr::ADV,бик,చాల
700,so::ADV,алай,ఆలాగున
701,noch::ADV,янә,ఇప్పటికిని
702,noch::ADV,тагын,ఇప్పటికిని
703,nur::ADV,фәкать,మాత్రము
704,schon::ADV,инде,ఇదివఱకే
705,wieder::ADV,янә,తిరిగి
706,wieder::ADV,тагын,తిరిగి
707,vergebens::ADV,юкка,నిష్ఫలముగా
708,vor::PRP,алдыннан,ముందు
709,hinter::PRP,арттан,వెనుక
710,unter::PRP,астында,క్రింద
711,durch::PRP,аша,ద్వారా
712,neben::PRP,тирәсендә,దగ్గెర
713,zwischen::PRP,арасында,మధ్య
714,wegen::PRP,сәбәпле,కారణంగా
715,dies::PRN,бу,ఇది
716,das::PRN,ул,అది
717,alles::PRN,һәммә,సకలము
718,ich::PRN,мин,నేను
719,du::PRN,син,నీవు
720,er::PRN,ул,అతడు
721,wir::PRN,без,మనము
722,ihr::PRN,сез,మీరు
723,sie::PRN,ул,వారు
724,was::FPRN,ни,ఏమి
725,was::FPRN,нәрсә,ఏమి
726,wer::FPRN,кем,ఎవడు
727,wo::FADV,кайда,ఎక్కడ
728,wohin::FADV,кая,ఎందుకు
729,wie::FADV,ничек,ఎట్టు
730,warum::FADV,нигә,ఏల
731,wieviel::FNUM,ничә,ఎంత
732,eins::NUM,бер,ఒకటి
733,zwei::NUM,ике,రెండు
734,drei::NUM,өч,మూడు
735,vier::NUM,дүрт,నాలుగు
736,fünf::NUM,биш,అయిదు
737,sechs::NUM,алты,ఆఱు
738,sieben::NUM,җиде,ఏరు
739,acht::NUM,сигез,ఎనిమదు
740,neun::NUM,тугыз,తొమ్మిది
741,zehn::NUM,ун,పది
742,elf::NUM,унбер,పదునొకొండు
743,zwölf::NUM,унике,పండ్రండు
744,zwanzig::NUM,егерме,ఇరుపది
745,dreißig::NUM,утыз,ముప్పది
746,vierzig::NUM,кырык,నలువది
747,fünfzig::NUM,илле,ఏబది
748,sechzig::NUM,алтмыш,అరుపది
749,siebzig::NUM,җитмеш,డెబ్బది
750,achtzig::NUM,сиксән,ఎనుబది
751,neunzig::NUM,туксан,తొంబది
752,hundert::NUM,йөз,నూఱు
753,tausend::NUM,мең,వేయి
754,und::CNJ,вә,మఱియు
755,oder::CNJ,яки,లేక
756,oder::CNJ,яисә,లేక
757,stehen::V,тору,నిలుచు
758,sitzen::V,утыру,కూర్చుండు
759,liegen::V,яту,పండుకొనుట
760,hängen::V,эленү,వ్రేలాడదీయు
761,werden::V,булу,అగు
762,passieren::V,булу,సంభవించు
763,beginnen::V,башлану,ఆరంభించు
764,enden::V,бетү,తీరుట
765,wechseln::V,үзгәртү,మార్చు
766,aufgehen[Sonne]::V,чыгу,ఉదయించు
767,untergehen[Sonne]::V,бату,అస్తమించు
768,scheinen[Sonne]::V,яктырту,ప్రకాశించు
769,donnern::V,күкрәү,ఉరుముట
770,wehen::V,исү,దురద్పప్టము
771,strömen::V,агу,పారుట
772,fließen::V,агу,ప్రవహించు
773,sich drehen::V,бөтерелү,తిరుగు
774,schwanken::V,икеләнү,ఆడించుట
775,schwingen::V,тирбәлү,ఊగుట
776,fallen::V,егылу,పడు
777,brennen::V,яну,కాలుట
778,rauchen::V,төтәү,పొగసుట
779,rauchen::V,төтенләү,పొగసుట
780,regnen::V,яву,కురిపించుట
781,gefrieren::V,кату,గడ్డకట్టు
782,tauen::V,эрү,కరగు
783,tauen::V,эретү,కరగు
784,schmelzen::V,эрү,కరగు
785,schmelzen::V,эретү,కరగు
786,trocknen::V,кибү,యెండుట
787,sieden::V,ургылу,ఉడుకు
788,faulen::V,черү,క్రుళ్లు
789,verfaulen::V,черү,క్షిణించు
790,reißen::V,өзелү,చించు
791,versinken::V,бату,మునుగు
792,vergehen::V,авышу,సంభవించు
793,erscheinen::V,пәйда булу,కనబడు
794,verschwinden::V,югалу,అదృశ్యమగు
795,verschwinden::V,юк булу,అదృశ్యమగు
796,sinken::V,кимү,ముణుగుట
797,sinken::V,кайту,ముణుగుట
798,abnehmen::V,азаю,తగ్గు
799,zunehmen::V,арту,పెరుగుట
800,zunehmen::V,күбәю,పెరుగుట
801,zunehmen::V,ишәю,పెరుగుట
802,steigen::V,үсү,లేచు
803,wachsen::V,үсү,పెరుగు
804,glänzen::V,ялкылдау,ప్రకాశించు
805,funkeln::V,ялтырау,ప్రకాశించు
806,lärmen::V,шаулау,అరుచుట
807,läuten::V,шалтырату,మేళవించుట
808,klingeln::V,шалтырату,వాయించుట
809,klirren::V,чылтырау,ఘంటానాదము
810,brausen::V,давыллау,గర్జించు
811,brausen::V,дулау,గర్జించు
812,rauschen::V,кыштырдау,చటచటమనుట
813,klingen::V,ишетелү,ధ్వనించుట
814,bellen::V,өрү,అఱచు
815,heulen::V,улау,కూయు
816,blasen::V,өрү,దురద్పప్టము
817,pfeifen::V,сызгырту,ఈలవేయు
818,schreien::V,кычкыру,అఱచు
819,stöhnen::V,ыңгырашу,మూలుగు
820,zittern::V,калтырау,వణకు
821,zittern::V,калтырану,వణకు
822,leben::V,яшәү,జీవించుట
823,leben::V,гомер итү,జీవించుట
824,geboren werden::V,туу,పుట్టుట
825,atmen::V,сулау,ఉపిరి తీయు
826,trinken::V,эчү,త్రాగు
827,essen::V,ашау,తిను
828,schlucken::V,йоту,మ్రింగు
829,müde werden::V,ялыгу,అలయు
830,müde werden::V,йөгенү,అలయు
831,einschlafen::V,йокыга китү,నిద్రించు
832,schlafen::V,йоклау,నిద్రురించు
833,aufwachen::V,уяну,మేలుకొను
834,aufstehen::V,тору,లేచు
835,sich erholen::V,ял алу,నడ్డి వాల్చు
836,sich erholen::V,истирахәт итү,నడ్డి వాల్చు
837,krank werden::V,чирләү,జబ్బుపడు
838,krank sein::V,чирләү,జబ్బు చేయు
839,schmerzen::V,авырту,నొచ్చుట
840,husten::V,ютәлләү,దగ్గుట
841,genesen::V,савыгу,కుదురుట
842,genesen::V,сәламәтләнү,కుదురుట
843,sterben::V,үлү,మరణించు
844,sterben::V,дөнья кую,మరణించు
845,sterben::V,вафат булу,మరణించు
846,umkommen::V,үлү,నశించు
847,sich bewegen::V,йөрү,కదలు
848,sich rühren::V,кыймылдау,కదలు
849,sich erheben::V,басу,లేచు
850,sich setzen::V,утыру,కూర్చుణ్డు
851,hinfallen::V,егылу,దొర్లు
852,laufen::V,җәяүләү,నడచు
853,schreiten::V,атлау,అడుగుపెట్టుట
854,spazierengehen::V,йөрү,పచారు చేయు
855,spazierengehen::V,йөргенү,పచారు చేయు
856,eilen::V,ашыгу,తొందరపడు
857,sich beeilen::V,ашыгу,త్వరపెట్టు
858,sich beeilen::V,кызулау,త్వరపెట్టు
859,sausen::V,җилдерү,విసరికొట్టు
860,rennen::V,йөгерү,పరుగెత్తు
861,springen::V,сикерү,దుముకు
862,klettern::V,үрмәләү,ఎక్కు
863,schaukeln::V,атыну,ఉయ్యాల ఊగు 
864,kriechen::V,шуышу,ప్రాకు
865,kriechen::V,үрмәләү,ప్రాకు
866,schwimmen::V,йөзү,ఈదు
867,tauchen::V,чуму,మునుగు
868,rudern::V,ишү,తెడ్లతోఁగడపు
869,fahren::V,бару,నడపు
870,fliegen::V,очу,ఎగురు
871,gehen::V,йөрү,పోవు
872,weggehen::V,китү,బయలుదేరు
873,abfahren::V,кузгалу,విడిచిపోవు
874,anhalten::V,тукталу,నిలుపు
875,hineingehen::V,инү,ప్రవేశించు
876,eintreten::V,инү,ప్రవేశించు
877,kommen::V,килү,వచ్చు
878,ankommen::V,бару,వచ్చి చేరు
879,zurückkommen::V,кире кайту,తిరిగీవచ్చుట
880,bleiben::V,калу,ఉండు
881,warten::V,көтү,కనిపెట్టు
882,erwarten::V,көтү,నిరిక్షించు
883,suchen::V,эзләү,వెదకు
884,finden::V,табу,కనుగొను
885,versuchen::V,маташу,ప్రయత్నించు
886,vorbereiten::V,хәзерләү,తయారుచేయు
887,lieben::V,сөю,ప్రేమించు
888,lieben::V,ярату,ప్రేమించు
889,mögen::V,өнәү,ఇష్టపడు
890,lachen::V,көлү,నవ్వు
891,rühren::V,дулкынландыру,గుండె తాకు
892,weinen::V,елау,వీడ్చు
893,schimpfen::V,сүгү,గొణుగు
894,schimpfen::V,сүгенү,గొణుగు
895,sich ärgern::V,ачулану,అలుగు
896,sich fürchten::V,курку,భయపడు
897,fürchten::V,калтырау,భయపడు
898,fürchten::V,калтырану,భయపడు
899,fliehen::V,арка бирү,పాఱిపోపు
900,flüchten::V,качу,తప్పించుకొను
901,sehen::V,күрү,చూచు
902,anschauen::V,карау,చూచు
903,ansehen::V,карау,కాచియుండు
904,ansehen::V,күзәтү,కాచియుండు
905,hören::V,ишетү,విను
906,zuhören::V,тыңлау,విను
907,probieren::V,тату,చవిచూచుట
908,riechen::V,иснәү,వాసనచూచు
909,fühlen::V,тою,స్పర్శించుట
910,fühlen::V,сизү,స్పర్శించుట
911,scheinen::V,күренү,కనబడు
912,zu sehen sein::V,күренү,చూవు
913,vernehmen::V,ишетү,విను
914,frieren::V,өшү,చలికి వడకు
915,frieren::V,күшегү,చలికి వడకు
916,tun::V,итү,చేయు
917,können::V,алу,గల
918,wollen::V,теләү,కోరు
919,anfangen::V,керешү,ఆరంభించు
920,beenden::V,бетерү,ముగించు
921,beenden::V,тәмамлау,ముగించు
922,aufhören::V,бетү,నిలుపు
923,gelingen::V,уңу,గెలుపాందు
924,geraten::V,сабышу,వెలువడు
925,öffnen::V,ачу,తెఱచు
926,schließen::V,ябу,మూయు
927,stellen::V,кую,ఉంచు
928,setzen::V,утырту,ఉంచు
929,legen::V,яткыру,పెట్టు
930,berühren::V,тию,తాకు
931,verbinden::V,ялгау,చేర్చుట
932,bedecken::V,өрту,మూయు
933,bedecken::V,каплау,మూయు
934,bedecken::V,томалау,మూయు
935,aufhängen::V,асу,వ్రేలాడదీయు
936,anzünden::V,кабызу,వెలిగించు
937,aufheben::V,күтәрү,సేకరించు
938,zurücklassen::V,калдыру,విడుచు
939,verlieren::V,югалту,పోగొట్టుకొను
940,fallen lassen::V,төшерү,జాఱవిడుచు
941,machen::V,ясау,చేయు
942,machen::V,эшләү,చేయు
943,herstellen::V,ясау,ఉత్పత్తిచేయు
944,bauen::V,кору,నిర్మించు
945,reparieren::V,төзәтү,సరిచేయు
946,verbessern::V,яхшырту,వృద్ధి చేయు
947,ändern::V,үзгәртү,మార్చు
948,graben::V,казу,త్రవ్వు
949,beugen::V,ию,వంచు
950,biegen::V,бөгү,వంచు
951,drehen::V,бору,నూలువడుకు
952,drehen::V,бөтерү,నూలువడుకు
953,wenden::V,бору,త్రిప్పు
954,umdrehen::V,түнтәрү,త్రిప్పు
955,heben::V,күтәрү,ఎత్తు
956,hochheben::V,күтәрү,ఎత్తు
957,ergreifen::V,эләктерү,వశపఱచుకొను
958,halten::V,тоту,ఉంచు
959,drücken::V,кысу,అణచు
960,schieben::V,кузгату,నొక్కు
961,kratzen::V,тырнау,గోకు
962,lecken::V,ялау,నాకు
963,beißen::V,тешләү,కఱచు
964,abreißen::V,өзү,తెగతెంచు
965,abschneiden::V,кыю,తెగకొట్టు
966,abschneiden::V,кисү,తెగకొట్టు
967,binden::V,бәйләү,కట్టు
968,stecken::V,төртү,తగులుకొనివుండుట
969,stecken::V,тыгу,తగులుకొనివుండుట
970,brechen::V,сындыру,పగులగొట్టు
971,klopfen::V,шаку,కొట్టు
972,klopfen::V,шакылдау,కొట్టు
973,hauen::V,кыйнау,కొట్టు
974,kleben::V,ябыштыру,అంటుకొను
975,reiben::V,ышку,రాచు
976,streichen::V,ягу,వ్యాపింపజేయు
977,schleifen::V,кайрау,రాచు
978,schneiden::V,кисү,కోయు
979,rütteln::V,селкетү,కుదిలించుట
980,schütteln::V,селкетү,కదల్చు
981,schwenken::V,болгау,ఊచుట
982,schütten::V,кою,పోయు
983,füllen::V,тутыру,నింపు
984,einwickeln::V,төрү,చుట్టు
985,tragen::V,ташу,మోయు
986,schleppen::V,сөйрәү,ఈడ్చు
987,schleppen::V,өстерәү,ఈడ్చు
988,ziehen::V,тарту,ఈడ్చు
989,aufbewahren::V,саклау,కాపాడు
990,werfen::V,ыргыту,విసరు
991,fangen::V,тоту,పట్టుకొను
992,packen::V,эләктерү,పట్టుకొను
993,verstecken::V,яшерү,దాచు
994,teilen::V,бүлү,భాగించు
995,schicken::V,җибәрү,పంపు
996,bringen::V,китерү,తెచ్చు
997,hinzufügen::V,өстәү,చేర్చు
998,bekommen::V,алу,సంపాదించు
999,erhalten::V,алу,పుచ్చుకొను
1000,nehmen::V,алу,తీసికొను
1001,wählen::V,сайлау,ఇష్టపడు
1002,auswählen::V,сайлау,ఏరుకొను
1003,bewahren::V,саклау,భద్రపఱుచు
1004,behindern::V,комачаулау,అడ్డగించుట
1005,verderben::V,бозу,చెఱచు
1006,beschädigen::V,бозу,చెరుపుట
1007,zerbrechen::V,вату,పగులగొట్టు
1008,zerreißen::V,өзү,చించు
1009,zerreißen::V,ерту,చించు
1010,zerstören::V,җимерү,వాశనము చేయు
1011,verbrennen::V,яндыру,కాల్చు
1012,verbrennen::V,көйдерү,కాల్చు
1013,geben::V,бирү,ఇచ్చు
1014,reichen::V,тапшыру,అందుకొనుట
1015,schenken::V,бүләкләү,అర్పించు
1016,versprechen::V,вәгъдә бирү,వాగ్దత్తము చేయు
1017,wünschen::V,котлау,కోరు
1018,loben::V,мактау,స్తుతించు
1019,küssen::V,үбү,ముద్దుపెట్టుకొను
1020,wiegen::V,тирбәтү,ఊచుట
1021,zudecken::V,ябу,మూయు
1022,zudecken::V,бөркәү,మూయు
1023,wecken::V,уяту,నిద్రపలేపుట
1024,zeigen::V,күрсәтү,చూవు
1025,führen::V,йөртү,దారిచూపు
1026,lehren::V,өйрәтү,బోధించు
1027,unterrichten::V,укыту,నేర్పు
1028,aufziehen::V,асрау,పెంచు
1029,leiten::V,җитәкләү,తీసుకపోవుట
1030,antreiben::V,куалау,ప్రేరేపించు
1031,antreiben::V,әйдәләү,ప్రేరేపించు
1032,antreiben::V,ашыктыру,ప్రేరేపించు
1033,lassen::V,мәҗбүр итү,అనుమతించు
1034,einladen::V,чакыру,ఆహ్వానించు
1035,vereinigen::V,берләштерү,కూడుట
1036,besuchen::V,керешү,పోయి చూచు
1037,treffen::V,очрату,కలియు
1038,sich versammeln::V,җыелышу,కూర్చు
1039,spielen::V,уйнау,ఆట లాడు
1040,singen::V,җырлау,పాడు
1041,tanzen::V,бию,నృత్యముచేయు
1042,sich trennen::V,аерылу,ఎడబాయుట
1043,sich trennen::V,ташлашу,ఎడబాయుట
1044,verlassen::V,ташлау,విడుచు
1045,verlassen::V,калдыру,విడుచు
1046,retten::V,коткару,తప్పించుట
1047,bewachen::V,каравыллау,కాపాడు
1048,schützen::V,ышыклау,రక్షించు
1049,verteidigen::V,яклау,రక్షించు
1050,verteidigen::V,саклау,రక్షించు
1051,sich schlagen::V,сугышу,జగడమాడు
1052,schießen::V,ату,కాల్చు
1053,siegen::V,җиңү,గెలుచు
1054,ärgern::V,ачуландыру,పీడించుట
1055,schlagen::V,ору,కొట్టు
1056,schlagen::V,бәрү,కొట్టు
1057,schlagen::V,тукмау,కొట్టు
1058,treten::V,тибү,తన్ను
1059,stechen::V,кадау,కుట్టు
1060,stoßen::V,этү,గెంటు
1061,stehlen::V,урлау,దొంగిలించు
1062,stören::V,комачаулау,కలతపఱచు
1063,belästigen::V,борчу,పీడించు
1064,belästigen::V,билмазалау,పీడించు
1065,verbergen::V,яшерү,దాచు
1066,täuschen::V,алдату,మోసము చేయు
1067,betrügen::V,хәрәмләшү,మోసపుచ్చు
1068,töten::V,үтерү,చంపు
1069,wohnen::V,яшәү,నివసించు
1070,arbeiten::V,эшләү,పనిచేయు
1071,sammeln::V,туплау,ప్రోగుచేయు
1072,pflücken::V,өзү,యేరుట
1073,jagen::V,аулау,వేటాడు
1074,fischen::V,балык тоту,వెదకు
1075,fassen::V,тоту,పట్టుకొమ
1076,hüten::V,көтү,మందచేరుట
1077,treiben::V,куалау,నడపు
1078,anbinden::V,бәйләү,కట్టు
1079,füttern::V,туйдыру,భోజనము పెట్టు
1080,melken::V,саву,పాలు పితుకు
1081,hacken::V,чабу,నఱకు
1082,gießen::V,сугару,నీళ్ళుకట్టుట
1083,reifen::V,җитешү,పండుట
1084,zubereiten::V,пешеренү,వండు
1085,kochen::V,пешерү,వండు
1086,kochen::V,кайнату,వండు
1087,backen::V,пешерү,రొట్టెకాల్చు
1088,braten::V,куыру,వేపు
1089,braten::V,кыздыру,వేపు
1090,umrühren::V,бутау,కదులుట
1091,umrühren::V,болгату,కదులుట
1092,stricken::V,бәйләү,అల్లు
1093,nähen::V,тегү,కుట్టు
1094,färben::V,ману,రంగు వేయు
1095,reinigen::V,чистарту,శుభ్రము చేయు
1096,waschen::V,юу,కడుగు
1097,abwischen::V,сөртү,తుడుచు
1098,spülen::V,чайкау,నీటిలో జడించు
1099,fegen::V,себерү,ఊడ్చు
1100,kehren::V,себерү,ఊడ్చు
1101,baden::V,коену,స్నానము చేయు
1102,sich waschen::V,юыну,కడుగు
1103,ausziehen::V,чишенү,విప్పు
1104,anziehen::V,кию,ధరించు
1105,sich anziehen::V,киенү,బట్టలు వేసుకొను
1106,sich anziehen::V,киенү,తొడుగుకొను
1107,kämmen::V,тарау,దువ్వుట
1108,schmücken::V,бизәү,అలంకరించు
1109,schmücken::V,бизәкләү,అలంకరించు
1110,sagen::V,дию,చెప్పు
1111,sagen::V,әйтү,చెప్పు
1112,sprechen::V,сөйләү,చెప్పు
1113,sprechen::V,сөйләшү,చెప్పు
1114,reden::V,сөйләү,మాటలాడు
1115,sich unterhalten::V,сөйләшү,ముచ్చటలాడు
1116,fragen::V,сорау,ప్రశ్నించు
1117,fragen::V,сорашу,ప్రశ్నించు
1118,bitten::V,үтенү,కోరు
1119,erzählen::V,сөйләү,చెప్పు
1120,mitteilen::V,белдерү,తెలియజేయు
1121,nennen::V,дию,పేరు వెట్టు
1122,rufen::V,дәшү,పిలుచు
1123,prahlen::V,мактану,జల్లి
1124,prahlen::V,шапырыну,జల్లి
1125,übersetzen::V,күчерү,తర్జుమాచేయు
1126,denken::V,уйлау,ఆలోచించు
1127,glauben::V,инану,నమ్ము
1128,bemerken::V,искәрү,గుర్తించు
1129,erkennen::V,тану,గుర్తించు
1130,begreifen::V,аңлау,గ్రహించు
1131,begreifen::V,төшенү,గ్రహించు
1132,verstehen::V,аңлау,గ్రహించు
1133,verstehen::V,төшенү,గ్రహించు
1134,lernen::V,уку,నేర్చు కొను
1135,lernen::V,өйрәнү,నేర్చు కొను
1136,wissen::V,белү,తెలిసికొను
1137,sich erinnern an::V,хәтерләү,జ్ఞాపకముంచుకొను
1138,vergessen::V,оныту,మఱచిపోవు
1139,messen::V,үлчәү,కొలుచుట
1140,zählen::V,санау,లెక్కపెట్టు
1141,rechnen::V,исәпләү,లెక్కపెట్టు
1142,lesen::V,уку,చదువు
1143,malen::V,рәсем ясау,పూనుట
1144,malen::V,сурәт ясау,పూనుట
1145,malen::V,сурәтләү,పూనుట
1146,zeichnen::V,язу-сызу,వ్రాసుట
1147,zeichnen::V,сурәт ясау,వ్రాసుట
1148,schreiben::V,язу,వ్రాయు
1149,besitzen::V,биләү,కలిగియుండు
1150,kaufen::V,алу,కొను
1151,verkaufen::V,сату,అమ్ము
1152,bezahlen::V,түләү,చెల్లించు
1153,zahlen::V,түләү,చెల్లించు
1154,beherrschen::V,ия булу,ఏలు
1155,ertragen::V,чыдау,భరించు
