,Concept_ID,mn,de
165,Schwein::N,гахай,Schwein
166,Hund::N,нохой,Hund
167,Katze::N,муур,Katze
168,Katze::N,мигуй,Katze
169,Bär::N,баавгай,Bär
170,Eichhörnchen::N,хэрэм,Eichhörnchen
171,Elch::N,хандгай,Elch
172,Fuchs::N,үнэг,Fuchs
173,Hase::N,туулай,Hase
174,Maus::N,хулгана,Maus
175,Wolf::N,чоно,Wolf
176,Vogel::N,шувуу,Vogel
177,Schwarm::N,сүрэг,Schwarm
178,Huhn::N,тахиа,Huhn
179,Hahn::N,эр тахиа,Hahn
180,Gans::N,галуу,Gans
181,Adler::N,бүргэд,Adler
182,Ente::N,нугас,Ente
183,Eule::N,ууль,Eule
184,Kranich::N,тогоруу,Kranich
185,Krähe::N,хэрээ,Krähe
186,Kuckuck::N,хөхөө,Kuckuck
187,Schwan::N,хун,Schwan
188,Fisch::N,загас,Fisch
189,Barsch::N,алгана,Barsch
190,Hecht::N,цурхай,Hecht
191,Schlange[Tier]::N,могой,Schlange
192,Wurm::N,өт,Wurm
193,Wurm::N,хорхой,Wurm
194,Spinne::N,аалз,Spinne
195,Ameise::N,шоргоолж,Ameise
196,Laus::N,бөөс,Laus
197,Mücke::N,шумуул,Mücke
198,Fliege::N,ялаа,Fliege
199,Schmetterling::N,эрвээхэй,Schmetterling
200,Beere::N,жимсгэнэ,Beere
201,Apfel::N,алим,Apfel
202,Pilz::N,мөөг,Pilz
203,Zwiebel::N,сонгино,Zwiebel
204,Saat::N,тариа,Saat
205,Korn::N,үр,Korn
206,Korn::N,мөхлөг,Korn
207,Heu::N,өвс,Heu
208,Schale::N,хальс,Schale
209,Grube::N,алам,Grube
210,Grube::N,нүх,Grube
211,Falle::N,хавх,Falle
212,Falle::N,занга,Falle
213,Schlinge::N,урхи,Schlinge
214,Spur::N,мөр,Spur
215,Asche::N,үнс,Asche
216,Dreck::N,хир,Dreck
217,Eisen::N,төмөр,Eisen
218,Gold::N,алт,Gold
219,Silber::N,мөнгө,Silber
220,Kohle::N,нүүрс,Kohle
221,Glas::N,шил,Glas
222,Lehm::N,шавар,Lehm
223,Sand::N,элс,Sand
224,Mensch::N,хүн,Mensch
225,Mann::N,эр,Mann
226,Mann::N,эрэгтэй,Mann
227,Frau::N,эмэгтэй,Frau
228,Frau::N,хатагтай,Frau
229,Kind::N,хүүхэд,Kind
230,Junge::N,хүү,Junge
231,Mädchen::N,охин,Mädchen
232,Mädchen::N,бүсгүй,Mädchen
233,Familie::N,айл,Familie
234,Großvater::N,өвгөн аав,Großvater
235,Großmutter::N,эмэг эх,Großmutter
236,Großmutter::N,эмгээ,Großmutter
237,Eltern::N,эцэг эх,Eltern
238,Vater::N,аав,Vater
239,Vater::N,эцэг,Vater
240,Mutter::N,эх,Mutter
241,Mutter::N,ээж,Mutter
242,Sohn::N,хүү,Sohn
243,Tochter::N,охин,Tochter
244,Bruder::N,ах,Bruder
245,Bruder::N,дүү,Bruder
246,Schwester::N,эгч,Schwester
247,Schwester::N,охин дүү,Schwester
248,Onkel::N,авга ах,Onkel
249,Onkel::N,нагац ах,Onkel
250,Tante::N,авга эгч,Tante
251,Tante::N,нагац эгч,Tante
252,Ehemann::N,нөхөр,Ehemann
253,Ehefrau::N,эхнэр,Ehefrau
254,Ehefrau::N,гэргий,Ehefrau
255,Freude::N,баяр,Freude
256,Freude::N,баясгалан,Freude
257,Gelächter::N,инээдэм,Gelächter
258,Glück::N,жаргалан,Glück
259,Kummer::N,гаслан,Kummer
260,Wunsch::N,ерөөл,Wunsch
261,Lust::N,дур,Lust
262,Lust::N,хүсэл,Lust
263,Geist::N,оюун,Geist
264,Gedanke::N,сэтгэл,Gedanke
265,Gedächtnis::N,ой,Gedächtnis
266,Gedächtnis::N,цээж,Gedächtnis
267,Verstand::N,ухаан,Verstand
268,Sinn::N,утга,Sinn
269,Grund::N,учир,Grund
270,Wahrheit::N,үнэн,Wahrheit
271,Gespräch::N,яриа,Gespräch
272,Märchen::N,явган үлгэр,Märchen
273,Erzählung::N,тууж,Erzählung
274,Nachricht::N,мэдээ,Nachricht
275,Neuigkeit::N,сонин,Neuigkeit
276,Name::N,нэр,Name
277,Rätsel::N,оньсого,Rätsel
278,Rede::N,хэлсэн үг,Rede
279,Sprache::N,хэл,Sprache
280,Stimme::N,дуу,Stimme
281,Wort::N,үг,Wort
282,Zeichen::N,тамга,Zeichen
283,Zeichen::N,тэмдэг,Zeichen
284,Ruf::N,дуудлага,Ruf
285,Lärm::N,шуугиан,Lärm
286,Lärm::N,чимээ,Lärm
287,Laut::N,анир,Laut
288,Laut::N,дуу,Laut
289,Ton::N,авиа,Ton
290,Ton::N,аялгуу,Ton
291,Lied::N,дуу,Lied
292,Ruhe::N,энх,Ruhe
293,Ruhe::N,тайван,Ruhe
294,Leute::N,хүмүүс,Leute
295,Volk::N,улс,Volk
296,Arbeit::N,ажил,Arbeit
297,Arbeit::N,хөдөлмөр,Arbeit
298,Gast::N,зочин,Gast
299,Gast::N,айлчин,Gast
300,Geschenk::N,бэлэг,Geschenk
301,Spiel::N,наадам,Spiel
302,Spiel::N,тоглоом,Spiel
303,Gesellschaft::N,хамт байх,Gesellschaft
304,Hilfe::N,тусламж,Hilfe
305,Freund::N,найз,Freund
306,Freund::N,нөхөр,Freund
307,Kamerad::N,хань,Kamerad
308,Kamerad::N,нөхөр,Kamerad
309,Angelegenheit::N,хэрэг,Angelegenheit
310,Anzahl::N,тоо,Anzahl
311,Art::N,төрөл,Art
312,Art::N,янз,Art
313,Stück::N,хэсэг,Stück
314,Teil::N,хувь,Teil
315,Teil::N,хэсэг,Teil
316,Hälfte::N,хагас,Hälfte
317,Kreis::N,тойрог,Kreis
318,Kreis::N,хүрээ,Kreis
319,Kreuz::N,загалмай,Kreuz
320,Linie::N,шугам,Linie
321,Strich::N,зураас,Strich
322,Abstand::N,зай,Abstand
323,Entfernung::N,зай,Entfernung
324,Entfernung::N,хол ойр,Entfernung
325,Gegend::N,хавь,Gegend
326,Gegend::N,газар,Gegend
327,Platz::N,зай,Platz
328,Platz::N,завсар,Platz
329,Ort::N,газар,Ort
330,Ort::N,байр,Ort
331,Seite::N,тал,Seite
332,Seite::N,этгээд,Seite
333,Mitte::N,төв,Mitte
334,Mitte::N,дунд,Mitte
335,Gegenstand::N,юм,Gegenstand
336,Sache::N,үйл,Sache
337,Sache::N,хэрэг,Sache
338,Rand::N,зах,Rand
339,Rand::N,хөвөө,Rand
340,Kante::N,ирмэг,Kante
341,Ecke::N,өнцөг,Ecke
342,Spitze::N,үзүүр,Spitze
343,Ende::N,зах,Ende
344,Ende::N,үзүүр,Ende
345,Loch::N,цоорхой,Loch
346,Loch::N,онгорхой,Loch
347,Winkel::N,өнцөг,Winkel
348,Muster::N,хээ,Muster
349,Muster::N,угалз,Muster
350,Größe::N,хэмжээ,Größe
351,Länge::N,урт,Länge
352,Höhe::N,өндөр,Höhe
353,Gewicht::N,жин,Gewicht
354,Menge::N,тоо,Menge
355,Haufen::N,бөөн,Haufen
356,Reihe::N,эгнээ,Reihe
357,Boot::N,завь,Boot
358,Ruder::N,сэлүүр,Ruder
359,Schlitten::N,чарга,Schlitten
360,Ski::N,цана,Ski
361,Lagerfeuer::N,түүдэг,Lagerfeuer
362,Last::N,ачаа,Last
363,Gang::N,явдал,Gang
364,Schritt::N,алхам,Schritt
365,Norden::N,умар,Norden
366,Süden::N,урд,Süden
367,Süden::N,өмнө,Süden
368,Westen::N,өрнө,Westen
369,Westen::N,баруун,Westen
370,Osten::N,зүүн,Osten
371,Osten::N,дорно,Osten
372,Holz::N,мод,Holz
373,Brett::N,банз,Brett
374,Platte::N,хавтан,Platte
375,Stütze::N,тулгуур,Stütze
376,Stütze::N,тулга,Stütze
377,Stange::N,сургааг,Stange
378,Stock::N,саваа,Stock
379,Stab::N,таяг,Stab
380,Rohr::N,хоолой,Rohr
381,Haus::N,гэр,Haus
382,Haus::N,байшин,Haus
383,Heim::N,гэр,Heim
384,Ofen::N,зуух,Ofen
385,Ofen::N,пийшин,Ofen
386,Fußboden::N,шал,Fußboden
387,Tisch::N,ширээ,Tisch
388,Stuhl::N,сандал,Stuhl
389,Wiege::N,өлгий,Wiege
390,Bett::N,ор,Bett
391,Regal::N,тавиур,Regal
392,Kiste::N,авдар,Kiste
393,Kiste::N,хайрцаг,Kiste
394,Fenster::N,гэгээвч,Fenster
395,Tür::N,үүд,Tür
396,Tür::N,хаалга,Tür
397,Tor::N,хаалга,Tor
398,Zaun::N,хашаа,Zaun
399,Dach::N,дээвэр,Dach
400,Leiter::N,шат,Leiter
401,Besen::N,хамуур,Besen
402,Besen::N,туужуу,Besen
403,Spaten::N,хүрз,Spaten
404,Schaufel::N,хүрз,Schaufel
405,Gabel::N,сэрээ,Gabel
406,Löffel::N,халбага,Löffel
407,Messer::N,хутга,Messer
408,Nagel::N,хадаас,Nagel
409,Netz::N,өөш,Netz
410,Netz::N,тор,Netz
411,Haken::N,гох,Haken
412,Griff::N,иш,Griff
413,Griff::N,сэнж,Griff
414,Schloss::N,цуурга,Schloss
415,Schloss::N,цоож,Schloss
416,Bild::N,зураг,Bild
417,Figur::N,баримал,Figur
418,Puppe::N,хүүхэлдэй,Puppe
419,Beutel::N,агсаа,Beutel
420,Beutel::N,уут,Beutel
421,Bündel::N,боодол,Bündel
422,Tasche::N,цүнх,Tasche
423,Eimer::N,хөнөг,Eimer
424,Eimer::N,хувин,Eimer
425,Deckel::N,таг,Deckel
426,Deckel::N,хавхаг,Deckel
427,Geschirr::N,сав суулга,Geschirr
428,Sack::N,шуудай,Sack
429,Tasse::N,аяга,Tasse
430,Topf::N,тогоо,Topf
431,Kessel::N,тогоо,Kessel
432,Essen::N,идээ,Essen
433,Nahrung::N,хүнс,Nahrung
434,Speise::N,идээ,Speise
435,Fleisch::N,мах,Fleisch
436,Getreide::N,будаа,Getreide
437,Brei::N,богшмол,Brei
438,Brei::N,будаа,Brei
439,Brot::N,талх,Brot
440,Scheibe::N,зүсэм,Scheibe
441,Scheibe::N,хэрчим,Scheibe
442,Fett::N,өөх,Fett
443,Butter::N,тос,Butter
444,Öl::N,тос,Öl
445,Salz::N,давс,Salz
446,Suppe::N,шөл,Suppe
447,Honig::N,бал,Honig
448,Milch::N,сүү,Milch
449,Tee::N,цай,Tee
450,Leder::N,арьс,Leder
451,Leder::N,савхи,Leder
452,Wolle::N,ноос,Wolle
453,Wolle::N,унгас,Wolle
454,Stoff::N,бөс,Stoff
455,Nadel::N,зүү,Nadel
456,Faden::N,боолт,Faden
457,Faden::N,утас,Faden
458,Knopf::N,товч,Knopf
459,Knoten::N,зангилаа,Knoten
460,Farbe::N,будаг,Farbe
461,Kleidung::N,хувцас,Kleidung
462,Hemd::N,цамц,Hemd
463,Kragen::N,зах заам,Kragen
464,Ärmel::N,ханцуй,Ärmel
465,Hose::N,өмд,Hose
466,Gürtel::N,бүс,Gürtel
467,Mütze::N,малгай,Mütze
468,Mütze::N,бүрх,Mütze
469,Schuh::N,туфли,Schuh
470,Stiefel::N,гутал,Stiefel
471,Ring::N,бөгж,Ring
472,Band::N,тууз,Band
473,Kamm::N,сам,Kamm
474,Spiegel::N,толь,Spiegel
475,Riemen::N,тасам,Riemen
476,Riemen::N,сур,Riemen
477,Schnur::N,татлага,Schnur
478,Leine::N,оосор,Leine
479,Decke::N,хөнжил,Decke
480,Decke::N,хучлага,Decke
481,Kissen::N,дэр,Kissen
482,Tuch::N,алчуур,Tuch
483,Tuch::N,даавуу,Tuch
484,Handtuch::N,алчуур,Handtuch
485,Kraft::N,чадал,Kraft
486,Kraft::N,хүч,Kraft
487,Stärke::N,эрч,Stärke
488,Stärke::N,тэнхээ,Stärke
489,Gesundheit::N,бие,Gesundheit
490,Gesundheit::N,эрүүл мэнд,Gesundheit
491,Krankheit::N,эмгэг,Krankheit
492,Schmerz::N,өвчин,Schmerz
493,Wunde::N,шарх,Wunde
494,Fieber::N,халуун,Fieber
495,Arznei::N,эм,Arznei
496,Brücke::N,гүүр,Brücke
497,Brunnen::N,худаг,Brunnen
498,Weide::N,бэлчээр,Weide
499,Pfad::N,жим,Pfad
500,Pfad::N,зөрөг,Pfad
501,Weg::N,зам,Weg
502,Weg::N,харгуй,Weg
503,Straße::N,зам,Straße
504,Straße::N,харгуй,Straße
505,Dorf::N,тосгон,Dorf
506,Dorf::N,гацаа,Dorf
507,Stadt::N,хот,Stadt
508,Brief::N,захидал,Brief
509,Brief::N,захиа,Brief
510,Buch::N,ном,Buch
511,Buch::N,бичиг,Buch
512,Buchstabe::N,үсэг,Buchstabe
513,Zeitung::N,сонин,Zeitung
514,Leben::N,амь,Leben
515,Leben::N,амьдрал,Leben
516,Tod::N,үхэл,Tod
517,Grab::N,булш,Grab
518,Kirche::N,сүм,Kirche
519,Sünde::N,нүгэл,Sünde
520,Sünde::N,хилэнц,Sünde
521,Gott::N,бурхан,Gott
522,Arbeiter::N,ажилчин,Arbeiter
523,Arbeiter::N,хөдөлмөрчин,Arbeiter
524,Chef::N,дарга,Chef
525,Meister::N,дархан,Meister
526,Arzt::N,эмч,Arzt
527,Lehrer::N,багш,Lehrer
528,Geld::N,цаас,Geld
529,Geld::N,мөнгө,Geld
530,Geschäft::N,наймаа,Geschäft
531,Laden::N,дэлгүүр,Laden
532,Preis::N,үнэ,Preis
533,Ware::N,таваар,Ware
534,Ware::N,бараа,Ware
535,Nutzen::N,ашиг,Nutzen
536,Reichtum::N,баялаг,Reichtum
537,Welt::N,дэлхий,Welt
538,Welt::N,орчлон,Welt
539,Land::N,улс,Land
540,Land::N,орон,Land
541,Staat::N,төр,Staat
542,Staat::N,гүрэн,Staat
543,König::N,ван,König
544,Macht::N,засаг,Macht
545,Grenze::N,хил,Grenze
546,Krieg::N,дайн,Krieg
547,Feind::N,дайсан,Feind
548,Gewalt::N,хүчирхэх,Gewalt
549,Kampf::N,тэмцэл,Kampf
550,Kampf::N,байлдаан,Kampf
551,Bogen[Waffe]::N,нум,Bogen
552,Pfeil::N,годил,Pfeil
553,Pfeil::N,сум,Pfeil
554,Gewehr::N,буу,Gewehr
555,Fehler::N,эндэл,Fehler
556,Fehler::N,алдаа,Fehler
557,Lüge::N,худал,Lüge
558,Schaden::N,хор,Schaden
559,Schaden::N,хөнөөл,Schaden
560,Unglück::N,гай,Unglück
561,Unglück::N,гамшиг,Unglück
562,Schuld::N,гэм,Schuld
563,Schuld::N,буруу,Schuld
564,Alter::N,нас,Alter
565,Schluss::N,эцэс,Schluss
566,Schluss::N,төгсгөл,Schluss
567,Zeit::N,цаг,Zeit
568,Tag::N,өдөр,Tag
569,Morgen::N,өглөө,Morgen
570,Mittag::N,үд,Mittag
571,Abend::N,үдэш,Abend
572,Nacht::N,шөнө,Nacht
573,Woche::N,долоо хоног,Woche
574,Monat::N,сар,Monat
575,Jahr::N,жил,Jahr
576,Frühling::N,хавар,Frühling
577,Sommer::N,зун,Sommer
578,Herbst::N,намар,Herbst
579,Winter::N,өвөл,Winter
580,Januar::N,нэгдүгээр сар,Januar
581,Februar::N,хоёрдугаар сар,Februar
582,März::N,гуравдугаар сар,März
583,April::N,дөрөвдүгээр сар,April
584,Mai::N,тавдугаар сар,Mai
585,Juni::N,зургаадугаар сар,Juni
586,Juli::N,долдугаар сар,Juli
587,August::N,наймдугаар сар,August
588,September::N,есдүгээр сар,September
589,Oktober::N,аравдугаар сар,Oktober
590,November::N,арван нэгдүгээр сар,November
591,Dezember::N,арван хоёрдугаар сар,Dezember
592,Montag::N,даваа,Montag
593,Dienstag::N,мягмар,Dienstag
594,Mittwoch::N,лхагва,Mittwoch
595,Donnerstag::N,пүрэв,Donnerstag
596,Freitag::N,баасан,Freitag
597,Samstag::N,бямба,Samstag
598,Sonntag::N,ням,Sonntag
599,groß::A,их,groß
600,groß::A,том,groß
601,klein::A,бага,klein
602,klein::A,жаахан,klein
603,lang::A,урт,lang
604,kurz::A,охор,kurz
605,kurz::A,богино,kurz
606,breit::A,өргөн,breit
607,schmal::A,уйтан,schmal
608,schmal::A,нарийн,schmal
609,dicht::A,нягт,dicht
610,dicht::A,чигжүү,dicht
611,dick[Gegenstand]::A,зузаан,dick
612,dünn::A,нимгэн,dünn
613,fein::A,нарийн,fein
614,fest::A,бөх,fest
615,fest::A,хатуу,fest
616,flach::A,хавтгай,flach
617,glatt::A,цагаан,glatt
618,hart::A,хатуу,hart
619,weich::A,зөөлөн,weich
620,rund::A,дугуй,rund
621,rund::A,дугариг,rund
622,spitz::A,шовх,spitz
623,spitz::A,шовгор,spitz
624,scharf::A,хурц,scharf
625,scharf::A,иртэй,scharf
626,stumpf::A,мохоо,stumpf
627,schwer::A,хүнд,schwer
628,schön::A,гуа,schön
629,schön::A,сайхан,schön
630,heiß::A,халуун,heiß
631,warm::A,дулаан,warm
632,kalt::A,хүйтэн,kalt
633,kühl::A,сэрүүн,kühl
634,frisch::A,эрүүл,frisch
635,frisch::A,жихүүн,frisch
636,feucht::A,чийгтэй,feucht
637,nass::A,нойтон,nass
638,trocken::A,хатсан,trocken
639,voll::A,дүүрэн,voll
640,leer::A,хоосон,leer
641,offen::A,онгорхой,offen
642,geschlossen::A,битүү,geschlossen
643,geschlossen::A,хаалтай,geschlossen
644,sauber::A,цэвэр,sauber
645,sauber::A,хиргүй,sauber
646,schmutzig::A,бохир,schmutzig
647,schmutzig::A,хиртэй,schmutzig
648,roh::A,түүхий,roh
649,reif::A,болсон,reif
650,lecker::A,амттай,lecker
651,süß::A,амттай,süß
652,süß::A,чихэрлэг,süß
653,bitter::A,гашуун,bitter
654,sauer::A,эсгэлэн,sauer
655,hell::A,гэгээн,hell
656,hell::A,гэрэлтэй,hell
657,dunkel::A,бараан,dunkel
658,dunkel::A,харанхуй,dunkel
659,schwarz::A,хар,schwarz
660,weiß::A,цагаан,weiß
661,rot::A,улаан,rot
662,gelb::A,шар,gelb
663,blau::A,хөх,blau
664,blau::A,цэнхэр,blau
665,grün::A,ногоон,grün
666,grau::A,орог,grau
667,grau::A,саарал,grau
668,bunt::A,эрээн,bunt
669,billig::A,хямд,billig
670,teuer::A,үнэтэй,teuer
671,wertvoll::A,үнэт,wertvoll
672,blind::A,сохор,blind
673,taub::A,чих хатуу,taub
674,kräftig::A,чийрэг,kräftig
675,stark::A,хүчтэй,stark
676,stark::A,чадалтай,stark
677,schwach::A,сул,schwach
678,fett::A,тарган,fett
679,fett::A,голигор,fett
680,schlank::A,голшиг,schlank
681,hübsch::A,сайхан,hübsch
682,hübsch::A,хөөрхөн,hübsch
683,böse::A,муу,böse
684,böse::A,хортой,böse
685,dumm::A,тэнэг,dumm
686,faul::A,залхуу,faul
687,fleißig::A,чармайлтгай,fleißig
688,geizig::A,харамч,geizig
689,klug::A,цэцэн,klug
690,geschickt::A,дүйтэй,geschickt
691,lieb::A,хайрт,lieb
692,lustig::A,цэнгэлтэй,lustig
693,sanft::A,наалинхай,sanft
694,hungrig::A,өлөн,hungrig
695,hungrig::A,өлссөн,hungrig
696,krank::A,өвчтэй,krank
697,nackt::A,нүцгэн,nackt
698,traurig::A,гунигт,traurig
699,lebendig::A,амьд,lebendig
700,lebendig::A,амьтай,lebendig
701,gut::A,сайн,gut
702,schlecht::A,муу,schlecht
703,schlecht::A,өөдгүй,schlecht
704,richtig::A,зөв,richtig
705,richtig::A,зүйтэй,richtig
706,schlimm::A,муухай,schlimm
707,wahr::A,үнэн,wahr
708,wahr::A,жинхэнэ,wahr
709,alt::A,хуучин,alt
710,neu::A,шинэ,neu
711,ehemalig::A,агсан,ehemalig
712,ehemalig::A,байсан,ehemalig
713,alt[Lebewesen]::A,өвгөн,alt
714,alt[Lebewesen]::A,хижээл,alt
715,jung::A,залуу,jung
716,arm::A,ядуу,arm
717,reich::A,баян,reich
718,reich::A,баялаг,reich
719,bekannt::A,танил,bekannt
720,berühmt::A,цуутай,berühmt
721,berühmt::A,алдартай,berühmt
722,fremd::A,харь,fremd
723,fremd::A,гадаад,fremd
724,verschieden::A,ондоо,verschieden
725,verschieden::A,янз янзын,verschieden
726,nah::A,ойрын,nah
727,nah::A,дөтийн,nah
728,fern::A,холын,fern
729,linker::A,буруу,linker
730,rechter::A,баруун,rechter
731,anderer::A,өөр,anderer
732,anderer::A,нөгөө,anderer
733,erster::A,нэгдэх,erster
734,erster::A,нэгдүгээр,erster
735,zweiter::A,хоёрдугаар,zweiter
736,dritter::A,гуравдугаар,dritter
737,letzter::A,сүүлийн,letzter
738,allein::ADV,ганцаараа,allein
739,auf einmal::ADV,нэгмөсөн,auf einmal
740,zusammen::ADV,цуг,zusammen
741,zusammen::ADV,хамт,zusammen
742,lange::ADV,удаан,lange
743,plötzlich::ADV,гэнэт,plötzlich
744,sofort::ADV,дороо,sofort
745,später::ADV,дараа,später
746,jetzt::ADV,өнөө,jetzt
747,heute::ADV,өнөө,heute
748,heute::ADV,өнөөдөр,heute
749,morgen::ADV,маргааш,morgen
750,morgen::ADV,маргаадар,morgen
751,bald::ADV,түргэн,bald
752,bald::ADV,удахгүй,bald
753,dann::ADV,хожим,dann
754,dann::ADV,тэгээд,dann
755,gestern::ADV,өчигдөр,gestern
756,einst::ADV,нэг,einst
757,damals::ADV,тэгэхэд,damals
758,danach::ADV,тэгээд,danach
759,danach::ADV,дараа нь,danach
760,vorher::ADV,урьд,vorher
761,zuerst::ADV,анх,zuerst
762,zuerst::ADV,эхлээд,zuerst
763,einmal::ADV,нэг удаа,einmal
764,manchmal::ADV,хааяа,manchmal
765,manchmal::ADV,заримдаа,manchmal
766,oft::ADV,олонтоо,oft
767,immer::ADV,байнга,immer
768,niemals::ADV,хэзээ ч,niemals
769,niemals::ADV,хэдийд ч,niemals
770,hier::ADV,энд,hier
771,hierhin::ADV,нааш,hierhin
772,von hier::ADV,эндээс,von hier
