,Concept_ID,la,la
89,Wetter::N,tempestas,caelum
90,Wetter::N,tempestas,tempestas
91,Nebel::N,nebula,nebula
92,Wolke::N,nubes,nubes
93,Regen::N,imber,imber
94,Regen::N,imber,pluvia
95,Regen::N,pluvia,imber
96,Regen::N,pluvia,pluvia
97,Schnee::N,nix,nix
98,Eis::N,glacies,glacies
99,Frost::N,gelu,gelu
100,Kälte::N,frigus,frigus
101,Hitze::N,calor,calor
102,Hitze::N,calor,aestus
103,Hitze::N,aestus,calor
104,Hitze::N,aestus,aestus
105,Raureif::N,pruina,pruina
106,Regenbogen::N,arcus,arcus
107,Donner::N,tonitrus,tonitrus
108,Strömung::N,fluctus,fluctus
109,Tropfen::N,gutta,gutta
110,Schaum::N,spuma,spuma
111,Schmutz::N,sordes,sordes
112,Schmutz::N,sordes,squalor
113,Schmutz::N,squalor,sordes
114,Schmutz::N,squalor,squalor
115,See::N,lacus,lacus
116,Sumpf::N,palus,palus
117,Moor::N,palus,palus
118,Wiese::N,pratum,pratum
119,Wald::N,silva,silva
120,Hügel::N,collis,collis
121,Anhöhe::N,specula,specula
122,Berg::N,mons,mons
123,Gipfel::N,vertex,vertex
124,Höhle::N,caverna,caverna
125,Höhle::N,caverna,spelunca
126,Höhle::N,spelunca,caverna
127,Höhle::N,spelunca,spelunca
128,Abhang::N,declivum,declivum
129,Quelle::N,fons,fons
130,Bach::N,rivus,rivus
131,Fluss::N,flumen,flumen
132,Ufer::N,ripa,ripa
133,Küste::N,litus,litus
134,Festland::N,continens,continens
135,Meer::N,mare,mare
136,Bucht::N,sinus,sinus
137,Insel::N,insula,insula
138,Blume::N,flos,flos
139,Gras::N,herba,herba
140,Gras::N,herba,gramen
141,Gras::N,gramen,herba
142,Gras::N,gramen,gramen
143,Wurzel::N,radix,radix
144,Baum::N,arbor,arbor
145,Stamm::N,truncus,truncus
146,Rinde::N,cortex,cortex
147,Ast::N,ramus,ramus
148,Zweig::N,ramus,ramus
149,Blatt::N,folium,folium
150,Birke::N,betulla,betulla
151,Kiefer[Baum]::N,pinus,pinus
152,Weide[Baum]::N,salix,salix
153,Tanne::N,abies,abies
154,Horn::N,cornu,cornu
155,Feder::N,penna,penna
156,Fell::N,pellis,pellis
157,Flügel::N,ala,ala
158,Klaue::N,unguis,unguis
159,Kralle::N,unguis,unguis
160,Schwanz::N,cauda,cauda
161,Ei::N,ovum,ovum
162,Nest::N,nidus,nidus
163,Bau::N,cavum,cavum
164,Bau::N,cavum,latibulum
165,Bau::N,latibulum,cavum
166,Bau::N,latibulum,latibulum
167,Tier::N,bestia,bestia
168,Herde::N,grex,grex
169,Kuh::N,vacca,vacca
170,Bulle::N,taurus,taurus
171,Pferd::N,equus,equus
172,Schaf::N,ovis,ovis
173,Schwein::N,sus,sus
174,Schwein::N,sus,porcus
175,Schwein::N,porcus,sus
176,Schwein::N,porcus,porcus
177,Hund::N,canis,canis
178,Katze::N,felis,felis
179,Bär::N,ursus,ursus
180,Eichhörnchen::N,sciurus,sciurus
181,Elch::N,alces,alces
182,Fuchs::N,vulpes,vulpes
183,Hase::N,lepus,lepus
184,Maus::N,mus,mus
185,Wolf::N,lupus,lupus
186,Vogel::N,avis,avis
187,Schwarm::N,examen,examen
188,Huhn::N,gallina,gallina
189,Hahn::N,gallus,gallus
190,Gans::N,anser,anser
191,Adler::N,aquila,aquila
192,Ente::N,anas,anas
193,Eule::N,ulula,ulula
194,Eule::N,ulula,noctua
195,Eule::N,noctua,ulula
196,Eule::N,noctua,noctua
197,Kranich::N,grus,grus
198,Krähe::N,cornix,cornix
199,Kuckuck::N,cuculus,cuculus
200,Schwan::N,olor,olor
201,Schwan::N,olor,cycnus
202,Schwan::N,cycnus,olor
203,Schwan::N,cycnus,cycnus
204,Fisch::N,piscis,piscis
205,Barsch::N,perca,perca
206,Hecht::N,esox,esox
207,Schlange[Tier]::N,serpens,serpens
208,Wurm::N,vermis,vermis
209,Spinne::N,aranea,aranea
210,Ameise::N,formica,formica
211,Laus::N,pediculus,pediculus
212,Mücke::N,culex,culex
213,Fliege::N,musca,musca
214,Schmetterling::N,papilio,papilio
215,Beere::N,baca,baca
216,Apfel::N,malum,malum
217,Pilz::N,fungus,fungus
218,Zwiebel::N,cepa,cepa
219,Saat::N,seges,seges
220,Korn::N,granum,granum
221,Heu::N,faenum,faenum
222,Schale::N,putamen,putamen
223,Grube::N,fovea,fovea
224,Falle::N,pedica,pedica
225,Schlinge::N,laqueus,laqueus
226,Spur::N,vestigium,vestigium
227,Asche::N,cinis,cinis
228,Dreck::N,lutum,lutum
229,Eisen::N,ferrum,ferrum
230,Gold::N,aurum,aurum
231,Silber::N,argentum,argentum
232,Kohle::N,carbo,carbo
233,Glas::N,vitrum,vitrum
234,Lehm::N,lutum,lutum
235,Sand::N,arena,arena
236,Mensch::N,homo,homo
237,Mann::N,vir,vir
238,Frau::N,mulier,mulier
239,Kind::N,puer,puer
240,Kind::N,puer,infans
241,Kind::N,infans,puer
242,Kind::N,infans,infans
243,Junge::N,puer,puer
244,Mädchen::N,puella,puella
245,Familie::N,familia,familia
246,Großvater::N,avus,avus
247,Großmutter::N,avia,avia
248,Eltern::N,parentes,parentes
249,Vater::N,pater,pater
250,Mutter::N,mater,mater
251,Sohn::N,filius,filius
252,Tochter::N,filia,filia
253,Bruder::N,frater,frater
254,Schwester::N,soror,soror
255,Onkel::N,patruus,patruus
256,Onkel::N,patruus,avunculus
257,Onkel::N,avunculus,patruus
258,Onkel::N,avunculus,avunculus
259,Tante::N,amita,amita
260,Ehemann::N,maritus,maritus
261,Ehefrau::N,uxor,uxor
262,Freude::N,gaudium,gaudium
263,Freude::N,gaudium,laetitia
264,Freude::N,laetitia,gaudium
265,Freude::N,laetitia,laetitia
266,Gelächter::N,risus,risus
267,Glück::N,felicitas,felicitas
268,Kummer::N,aegritudo,aegritudo
269,Wunsch::N,voluntas,voluntas
270,Wunsch::N,voluntas,desiderium
271,Wunsch::N,desiderium,voluntas
272,Wunsch::N,desiderium,desiderium
273,Lust::N,libido,libido
274,Lust::N,libido,voluptas
275,Lust::N,voluptas,libido
276,Lust::N,voluptas,voluptas
277,Geist::N,mens,mens
278,Geist::N,mens,animus
279,Geist::N,animus,mens
280,Geist::N,animus,animus
281,Gedanke::N,sententia,sententia
282,Gedächtnis::N,memoria,memoria
283,Verstand::N,ratio,ratio
284,Verstand::N,ratio,ingenium
285,Verstand::N,ingenium,ratio
286,Verstand::N,ingenium,ingenium
287,Sinn::N,sensus,sensus
288,Grund::N,causa,causa
289,Wahrheit::N,veritas,veritas
290,Gespräch::N,sermo,sermo
291,Märchen::N,fabula,fabula
292,Erzählung::N,fabula,fabula
293,Erzählung::N,fabula,narratio
294,Erzählung::N,narratio,fabula
295,Erzählung::N,narratio,narratio
296,Nachricht::N,nuntius,nuntius
297,Neuigkeit::N,novitas,novitas
298,Name::N,nomen,nomen
299,Rätsel::N,aenigma,aenigma
300,Rede::N,oratio,oratio
301,Sprache::N,lingua,lingua
302,Stimme::N,vox,vox
303,Wort::N,verbum,verbum
304,Wort::N,verbum,vocabulum
305,Wort::N,vocabulum,verbum
306,Wort::N,vocabulum,vocabulum
307,Zeichen::N,signum,signum
308,Ruf::N,clamor,clamor
309,Lärm::N,strepitus,strepitus
310,Laut::N,sonus,sonus
311,Ton::N,sonus,sonus
312,Lied::N,carmen,carmen
313,Ruhe::N,quies,quies
314,Leute::N,homines,homines
315,Volk::N,populus,populus
316,Arbeit::N,labor,labor
317,Gast::N,hospes,hospes
318,Gast::N,hospes,conviva
319,Gast::N,conviva,hospes
320,Gast::N,conviva,conviva
321,Geschenk::N,munus,munus
322,Spiel::N,ludus,ludus
323,Gesellschaft::N,societas,societas
324,Hilfe::N,auxilium,auxilium
325,Hilfe::N,auxilium,subsidium
326,Hilfe::N,subsidium,auxilium
327,Hilfe::N,subsidium,subsidium
328,Freund::N,amicus,amicus
329,Kamerad::N,socius,socius
330,Angelegenheit::N,res,res
331,Anzahl::N,numerus,numerus
332,Art::N,genus,genus
333,Stück::N,frustum,frustum
334,Stück::N,frustum,fragmentum
335,Stück::N,fragmentum,frustum
336,Stück::N,fragmentum,fragmentum
337,Teil::N,pars,pars
338,Hälfte::N,dimidium,dimidium
339,Kreis::N,orbis,orbis
340,Kreis::N,orbis,circus
341,Kreis::N,circus,orbis
342,Kreis::N,circus,circus
343,Kreuz::N,crux,crux
344,Linie::N,linea,linea
345,Strich::N,lineamentum,lineamentum
346,Abstand::N,intervallum,intervallum
347,Entfernung::N,spatium,spatium
348,Gegend::N,loca,loca
349,Gegend::N,loca,regio
350,Gegend::N,regio,loca
351,Gegend::N,regio,regio
352,Platz::N,locus,locus
353,Ort::N,locus,locus
354,Seite::N,latus,latus
355,Mitte::N,medium,medium
356,Gegenstand::N,res,res
357,Sache::N,res,res
358,Rand::N,margo,margo
359,Kante::N,angulus,angulus
360,Ecke::N,angulus,angulus
361,Spitze::N,cacumen,cacumen
362,Ende::N,caput,caput
363,Loch::N,foramen,foramen
364,Winkel::N,angulus,angulus
365,Muster::N,exemplum,exemplum
366,Größe::N,magnitudo,magnitudo
367,Länge::N,longitudo,longitudo
368,Höhe::N,altitudo,altitudo
369,Gewicht::N,pondus,pondus
370,Menge::N,copia,copia
371,Haufen::N,acervus,acervus
372,Reihe::N,ordo,ordo
373,Boot::N,navicula,navicula
374,Ruder::N,remus,remus
375,Schlitten::N,sclodia,sclodia
376,Ski::N,narta,narta
377,Lagerfeuer::N,ignis,ignis
378,Last::N,onus,onus
379,Gang::N,cursus,cursus
380,Schritt::N,gradus,gradus
381,Norden::N,septentriones,septentriones
382,Süden::N,meridies,meridies
383,Westen::N,occidens,occidens
384,Osten::N,oriens,oriens
385,Holz::N,lignum,lignum
386,Brett::N,tabula,tabula
387,Platte::N,lamina,lamina
388,Stütze::N,adminiculum,adminiculum
389,Stange::N,pertica,pertica
390,Stock::N,baculum,baculum
391,Stab::N,scipio,scipio
392,Rohr::N,tubus,tubus
393,Haus::N,aedes,aedes
394,Heim::N,domicilium,domicilium
395,Ofen::N,fornax,fornax
396,Fußboden::N,solum,solum
397,Tisch::N,mensa,mensa
398,Stuhl::N,sella,sella
399,Wiege::N,cunae,cunae
400,Bett::N,lectus,lectus
401,Regal::N,foruli,foruli
402,Kiste::N,cista,cista
403,Fenster::N,fenestra,fenestra
404,Tür::N,ianua,ianua
405,Tor::N,porta,porta
406,Zaun::N,saepes,saepes
407,Dach::N,tectum,tectum
408,Leiter::N,scalae,scalae
409,Besen::N,scopae,scopae
410,Spaten::N,pala,pala
411,Schaufel::N,pala,pala
412,Gabel::N,fuscinula,fuscinula
413,Löffel::N,coclear,coclear
414,Messer::N,culter,culter
415,Nagel::N,clavus,clavus
416,Netz::N,rete,rete
417,Haken::N,hamus,hamus
418,Griff::N,manubrium,manubrium
419,Schloss::N,claustra,claustra
420,Bild::N,tabula,tabula
421,Bild::N,tabula,pictura
422,Bild::N,pictura,tabula
423,Bild::N,pictura,pictura
424,Figur::N,statunculum,statunculum
425,Puppe::N,pupa,pupa
426,Beutel::N,sacculus,sacculus
427,Bündel::N,fascis,fascis
428,Tasche::N,sacculus,sacculus
429,Eimer::N,situla,situla
430,Deckel::N,operculum,operculum
431,Geschirr::N,vasa,vasa
432,Sack::N,saccus,saccus
433,Tasse::N,pocillum,pocillum
434,Topf::N,olla,olla
435,Kessel::N,aenum,aenum
436,Essen::N,cena,cena
437,Nahrung::N,cibus,cibus
438,Nahrung::N,cibus,alimenta
439,Nahrung::N,alimenta,cibus
440,Nahrung::N,alimenta,alimenta
441,Speise::N,cibus,cibus
442,Fleisch::N,caro,caro
443,Getreide::N,frumentum,frumentum
444,Brei::N,puls,puls
445,Brot::N,panis,panis
446,Scheibe::N,frustum,frustum
447,Fett::N,pingue,pingue
448,Butter::N,butȳrum,butȳrum
449,Öl::N,oleum,oleum
450,Salz::N,sal,sal
451,Suppe::N,ius,ius
452,Honig::N,mel,mel
453,Milch::N,lac,lac
454,Tee::N,thea,thea
455,Leder::N,corium,corium
456,Wolle::N,lana,lana
457,Stoff::N,textum,textum
458,Nadel::N,acus,acus
459,Faden::N,filum,filum
460,Knopf::N,bulla,bulla
461,Knoten::N,nodus,nodus
462,Farbe::N,pigmentum,pigmentum
463,Kleidung::N,vestimenta,vestimenta
464,Hemd::N,tunica,tunica
465,Kragen::N,collare,collare
466,Ärmel::N,manica,manica
467,Hose::N,bracae,bracae
468,Gürtel::N,cingulum,cingulum
469,Mütze::N,pilleus,pilleus
470,Schuh::N,calceus,calceus
471,Stiefel::N,pero,pero
472,Stiefel::N,pero,caliga
473,Stiefel::N,caliga,pero
474,Stiefel::N,caliga,caliga
475,Ring::N,anulus,anulus
476,Band::N,redimiculum,redimiculum
477,Kamm::N,pecten,pecten
478,Spiegel::N,speculum,speculum
479,Riemen::N,lorum,lorum
480,Schnur::N,linum,linum
481,Leine::N,retinaculum,retinaculum
482,Decke::N,lodix,lodix
483,Kissen::N,pulvinus,pulvinus
484,Tuch::N,velum,velum
485,Handtuch::N,mantele,mantele
486,Kraft::N,vis,vis
487,Stärke::N,robur,robur
488,Gesundheit::N,valetudo,valetudo
489,Krankheit::N,morbus,morbus
490,Schmerz::N,dolor,dolor
491,Wunde::N,vulnus,vulnus
492,Fieber::N,febris,febris
493,Arznei::N,remedium,remedium
494,Brücke::N,pons,pons
495,Brunnen::N,puteus,puteus
496,Weide::N,pascua,pascua
497,Pfad::N,semita,semita
498,Weg::N,iter,iter
499,Straße::N,via,via
500,Dorf::N,vicus,vicus
501,Stadt::N,urbs,urbs
502,Stadt::N,urbs,oppidum
503,Stadt::N,oppidum,urbs
504,Stadt::N,oppidum,oppidum
505,Brief::N,epistula,epistula
506,Buch::N,liber,liber
507,Buchstabe::N,littera,littera
508,Zeitung::N,diurnum,diurnum
509,Leben::N,vita,vita
510,Tod::N,mors,mors
511,Grab::N,sepulcrum,sepulcrum
512,Kirche::N,ecclesia,ecclesia
513,Sünde::N,peccatum,peccatum
514,Gott::N,deus,deus
515,Arbeiter::N,operarius,operarius
516,Chef::N,praefectus,praefectus
517,Meister::N,magister,magister
518,Arzt::N,medicus,medicus
519,Lehrer::N,magister,magister
520,Geld::N,aes,aes
521,Geld::N,aes,pecunia
522,Geld::N,pecunia,aes
523,Geld::N,pecunia,pecunia
524,Geschäft::N,negotium,negotium
525,Laden::N,taberna,taberna
526,Preis::N,pretium,pretium
527,Ware::N,merx,merx
528,Nutzen::N,utilitas,utilitas
529,Reichtum::N,opes,opes
530,Reichtum::N,opes,divitiae
531,Reichtum::N,divitiae,opes
532,Reichtum::N,divitiae,divitiae
533,Welt::N,mundus,mundus
534,Land::N,terra,terra
535,Staat::N,res publica,res publica
536,König::N,rex,rex
537,Macht::N,potestas,potestas
538,Grenze::N,limes,limes
539,Krieg::N,bellum,bellum
540,Feind::N,inimicus,inimicus
541,Gewalt::N,vis,vis
542,Kampf::N,pugna,pugna
543,Bogen[Waffe]::N,arcus,arcus
544,Pfeil::N,sagitta,sagitta
545,Gewehr::N,sclopetum,sclopetum
546,Fehler::N,error,error
547,Lüge::N,mendacium,mendacium
548,Schaden::N,damnum,damnum
549,Schaden::N,damnum,detrimentum
550,Schaden::N,detrimentum,damnum
551,Schaden::N,detrimentum,detrimentum
552,Unglück::N,miseria,miseria
553,Unglück::N,miseria,calamitas
554,Unglück::N,calamitas,miseria
555,Unglück::N,calamitas,calamitas
556,Schuld::N,culpa,culpa
557,Alter::N,aetas,aetas
558,Schluss::N,finis,finis
559,Zeit::N,tempus,tempus
560,Tag::N,dies,dies
561,Morgen::N,mane,mane
562,Mittag::N,meridies,meridies
563,Abend::N,vesper,vesper
564,Nacht::N,nox,nox
565,Woche::N,septimana,septimana
566,Monat::N,mensis,mensis
567,Jahr::N,annus,annus
568,Frühling::N,ver,ver
569,Sommer::N,aestas,aestas
570,Herbst::N,autumnus,autumnus
571,Winter::N,hiems,hiems
572,Januar::N,Ianuarius,Ianuarius
573,Februar::N,Februarius,Februarius
574,März::N,Martius,Martius
575,April::N,Aprilis,Aprilis
576,Mai::N,Maius,Maius
577,Juni::N,Iunius,Iunius
578,Juli::N,Iulius,Iulius
579,August::N,Augustus,Augustus
580,September::N,September,September
581,Oktober::N,Octobris,Octobris
582,November::N,Novembris,Novembris
583,Dezember::N,December,December
584,Montag::N,dies lunae,dies lunae
585,Dienstag::N,dies Martis ,dies Martis 
586,Mittwoch::N,dies Mercurii,dies Mercurii
587,Donnerstag::N,dies Iovis,dies Iovis
588,Freitag::N,dies Veneris,dies Veneris
589,Samstag::N,dies Saturni,dies Saturni
590,Sonntag::N,dominicus,dominicus
591,Sonntag::N,dominicus,dies solis
592,Sonntag::N,dies solis,dominicus
593,Sonntag::N,dies solis,dies solis
594,groß::A,magnus,magnus
595,klein::A,parvus,parvus
596,lang::A,longus,longus
597,kurz::A,brevis,brevis
598,breit::A,latus,latus
599,schmal::A,angustus,angustus
600,dicht::A,densus,densus
601,dick[Gegenstand]::A,crassus,crassus
602,dünn::A,tenuis,tenuis
603,fein::A,subtilis,subtilis
604,fest::A,solidus,solidus
605,fest::A,solidus,stabilis
606,fest::A,stabilis,solidus
607,fest::A,stabilis,stabilis
608,flach::A,planus,planus
609,glatt::A,levis,levis
610,hart::A,durus,durus
611,weich::A,mollis,mollis
612,rund::A,rotundus,rotundus
613,spitz::A,acutus,acutus
614,scharf::A,acer,acer
615,stumpf::A,hebes,hebes
616,schwer::A,gravis,gravis
617,schön::A,pulcher,pulcher
618,schön::A,pulcher,formosus
619,schön::A,formosus,pulcher
620,schön::A,formosus,formosus
621,heiß::A,fervidus,fervidus
622,warm::A,calidus,calidus
623,kalt::A,frigidus,frigidus
624,kühl::A,frigidus,frigidus
625,frisch::A,recens,recens
626,feucht::A,umidus,umidus
627,nass::A,madidus,madidus
628,trocken::A,aridus,aridus
629,voll::A,plenus,plenus
630,leer::A,vacuus,vacuus
631,offen::A,apertus,apertus
632,geschlossen::A,clausus,clausus
633,sauber::A,lautus,lautus
634,schmutzig::A,sordidus,sordidus
635,roh::A,crudus,crudus
636,reif::A,maturus,maturus
637,lecker::A,delicatus,delicatus
638,süß::A,dulcis,dulcis
639,bitter::A,amarus,amarus
640,bitter::A,amarus,acerbus
641,bitter::A,acerbus,amarus
642,bitter::A,acerbus,acerbus
643,sauer::A,acidus,acidus
644,hell::A,clarus,clarus
645,dunkel::A,obscurus,obscurus
646,schwarz::A,niger,niger
647,weiß::A,albus,albus
648,rot::A,ruber,ruber
649,gelb::A,flavus,flavus
650,blau::A,caeruleus,caeruleus
651,grün::A,viridis,viridis
652,grau::A,canus,canus
653,bunt::A,varius,varius
654,billig::A,vilis,vilis
655,teuer::A,carus,carus
656,wertvoll::A,pretiosus,pretiosus
657,blind::A,caecus,caecus
658,taub::A,surdus,surdus
659,kräftig::A,robustus,robustus
660,stark::A,firmus,firmus
661,stark::A,firmus,validus
662,stark::A,validus,firmus
663,stark::A,validus,validus
664,schwach::A,debilis,debilis
665,schwach::A,debilis,infirmus
666,schwach::A,infirmus,debilis
667,schwach::A,infirmus,infirmus
668,fett::A,crassus,crassus
669,schlank::A,procerus,procerus
670,hübsch::A,pulcher,pulcher
671,böse::A,improbus,improbus
672,dumm::A,stultus,stultus
673,dumm::A,stultus,stupidus
674,dumm::A,stupidus,stultus
675,dumm::A,stupidus,stupidus
676,faul::A,piger,piger
677,fleißig::A,sedulus,sedulus
678,geizig::A,avarus,avarus
679,klug::A,prudens,prudens
680,geschickt::A,sollers,sollers
681,lieb::A,carus,carus
682,lustig::A,iocosus,iocosus
683,sanft::A,clemens,clemens
684,hungrig::A,impastus,impastus
685,krank::A,aeger,aeger
686,nackt::A,nudus,nudus
687,traurig::A,maestus,maestus
688,lebendig::A,vivus,vivus
689,gut::A,bonus,bonus
690,schlecht::A,malus,malus
691,richtig::A,rectus,rectus
692,schlimm::A,malus,malus
693,wahr::A,verus,verus
694,alt::A,antiquus,antiquus
695,neu::A,novus,novus
696,ehemalig::A,pristinus,pristinus
697,alt[Lebewesen]::A,vetus,vetus
698,jung::A,iuvenis,iuvenis
699,arm::A,pauper,pauper
700,reich::A,dives,dives
701,bekannt::A,notus,notus
702,berühmt::A,celeber,celeber
703,berühmt::A,celeber,illustris
704,berühmt::A,illustris,celeber
705,berühmt::A,illustris,illustris
706,fremd::A,peregrinus,peregrinus
707,verschieden::A,varius,varius
708,nah::A,propinquus,propinquus
709,fern::A,longinquus,longinquus
710,linker::A,sinister,sinister
711,rechter::A,dexter,dexter
712,anderer::A,alius,alius
713,erster::A,primus,primus
714,zweiter::A,secundus,secundus
715,dritter::A,tertius,tertius
716,letzter::A,ultimus,ultimus
717,allein::ADV,solum,solum
718,auf einmal::ADV,simul,simul
719,zusammen::ADV,una,una
720,lange::ADV,diu,diu
721,plötzlich::ADV,subito,subito
722,plötzlich::ADV,subito,repente
723,plötzlich::ADV,repente,subito
724,plötzlich::ADV,repente,repente
725,sofort::ADV,statim,statim
726,später::ADV,postea,postea
727,jetzt::ADV,nunc,nunc
728,heute::ADV,hodie,hodie
729,morgen::ADV,cras,cras
730,bald::ADV,mox,mox
731,dann::ADV,deinde,deinde
732,gestern::ADV,heri,heri
733,einst::ADV,olim,olim
734,damals::ADV,tum,tum
735,danach::ADV,postea,postea
736,vorher::ADV,antea,antea
737,zuerst::ADV,primo,primo
738,einmal::ADV,semel,semel
739,manchmal::ADV,interdum,interdum
740,oft::ADV,saepe,saepe
741,immer::ADV,semper,semper
742,niemals::ADV,numquam,numquam
743,hier::ADV,hic,hic
744,hierhin::ADV,huc,huc
745,von hier::ADV,hinc,hinc
746,dort::ADV,ibi,ibi
747,dorthin::ADV,eo,eo
748,geradeaus::ADV,recte,recte
749,vorwärts::ADV,porro,porro
750,rückwärts::ADV,retro,retro
751,zurück::ADV,retro,retro
752,unten::ADV,infra,infra
753,hinab::ADV,pessum,pessum
754,oben::ADV,supra,supra
755,hinauf::ADV,sursum,sursum
756,überall::ADV,ubique,ubique
757,nicht::ADV,non,non
758,ein wenig::ADV,paulum,paulum
759,kaum::ADV,vix,vix
760,kaum::ADV,vix,aegre
761,kaum::ADV,aegre,vix
762,kaum::ADV,aegre,aegre
763,sehr::ADV,valde,valde
764,sehr::ADV,valde,magnopere
765,sehr::ADV,magnopere,valde
766,sehr::ADV,magnopere,magnopere
767,so::ADV,ita,ita
768,noch::ADV,etiam,etiam
769,nur::ADV,solum,solum
770,nur::ADV,solum,tantum
771,nur::ADV,tantum,solum
772,nur::ADV,tantum,tantum
773,schon::ADV,iam,iam
774,wieder::ADV,rursus,rursus
775,vergebens::ADV,frustra,frustra
776,vor::PRP,ante,ante
777,hinter::PRP,post,post
778,unter::PRP,sub,sub
779,durch::PRP,per,per
780,neben::PRP,iuxta,iuxta
781,zwischen::PRP,inter,inter
782,wegen::PRP,propter,propter
783,dies::PRN,hoc,hoc
784,das::PRN,id,id
785,alles::PRN,omnia,omnia
786,ich::PRN,ego,ego
787,du::PRN,tu,tu
788,er::PRN,is,is
789,er::PRN,is,ille
790,er::PRN,ille,is
791,er::PRN,ille,ille
792,wir::PRN,nos,nos
793,ihr::PRN,vos,vos
794,sie::PRN,ii,ii
795,sie::PRN,ii,illi
796,sie::PRN,illi,ii
797,sie::PRN,illi,illi
798,was::FPRN,quid,quid
799,wer::FPRN,quis,quis
800,wo::FADV,ubi,ubi
801,wohin::FADV,quo,quo
802,wie::FADV,quomodo,quomodo
803,warum::FADV,cur,cur
804,wieviel::FNUM,quantum,quantum
805,eins::NUM,unus,unus
806,zwei::NUM,duo,duo
807,drei::NUM,tres,tres
808,vier::NUM,quattuor,quattuor
809,fünf::NUM,quinque,quinque
810,sechs::NUM,sex,sex
811,sieben::NUM,septem,septem
812,acht::NUM,octo,octo
813,neun::NUM,novem,novem
814,zehn::NUM,decem,decem
815,elf::NUM,undecim,undecim
816,zwölf::NUM,duodecim,duodecim
817,zwanzig::NUM,viginti,viginti
818,dreißig::NUM,triginta,triginta
819,vierzig::NUM,quadraginta,quadraginta
820,fünfzig::NUM,quinquaginta,quinquaginta
821,sechzig::NUM,sexaginta,sexaginta
822,siebzig::NUM,septuaginta,septuaginta
823,achtzig::NUM,octoginta,octoginta
824,neunzig::NUM,nonaginta,nonaginta
825,hundert::NUM,centum,centum
826,tausend::NUM,mille,mille
827,und::CNJ,et,et
828,und::CNJ,et,-que
829,und::CNJ,-que,et
830,und::CNJ,-que,-que
831,oder::CNJ,vel,vel
832,stehen::V,stare,stare
833,sitzen::V,sedere,sedere
834,liegen::V,iacere,iacere
835,hängen::V,pendere,pendere
836,werden::V,fieri,fieri
837,passieren::V,accidere,accidere
838,beginnen::V,incipere,incipere
839,enden::V,finem habere,finem habere
840,wechseln::V,mutari,mutari
