,Concept_ID,ro,et
72,Wind::N,vânt,tuul
73,Welle::N,val,laine
74,Welle::N,undă,laine
75,Wasser::N,apă,vesi
76,Stein::N,piatră,kivi
77,Boden::N,sol,maa
78,Boden::N,sol,pinnas
79,Boden::N,pământ,maa
80,Boden::N,pământ,pinnas
81,Erde::N,pământ,maa
82,Staub::N,praf,põrm
83,Rauch::N,fum,suits
84,Funke::N,scânteie,säde
85,Feuer::N,foc,tuli
86,Licht::N,lumină,valgus
87,Schatten::N,umbră,vari
88,Wetter::N,timp,ilm
89,Wetter::N,vreme,ilm
90,Nebel::N,ceață,udu
91,Nebel::N,negură,udu
92,Wolke::N,nor,pilv
93,Regen::N,ploaie,sadu
94,Schnee::N,zăpadă,lumi
95,Eis::N,gheață,jää
96,Frost::N,ger,pakane
97,Kälte::N,frig,külm
98,Kälte::N,frig,külmus
99,Hitze::N,arșiță,kuumus
100,Hitze::N,arșiță,palavus
101,Hitze::N,căldură,kuumus
102,Hitze::N,căldură,palavus
103,Raureif::N,chiciură,härmatis
104,Regenbogen::N,curcubeu,vikerkaar
105,Donner::N,tunet,kõu
106,Donner::N,tunet,müristamine
107,Strömung::N,curent,voolus
108,Strömung::N,curent,jõevool
109,Tropfen::N,picătură,tilk
110,Schaum::N,spumă,vaht
111,Schmutz::N,murdărie,pori
112,Schmutz::N,murdărie,mustus
113,See::N,lac,järv
114,Sumpf::N,mlaștină,soo
115,Moor::N,bărăgan,raba
116,Wiese::N,fânaț,aas
117,Wiese::N,fânaț,nurm
118,Wiese::N,livadă,aas
119,Wiese::N,livadă,nurm
120,Wald::N,codru,mets
121,Wald::N,pădure,mets
122,Hügel::N,deal,küngas
123,Hügel::N,movilă,küngas
124,Anhöhe::N,deal,küngas
125,Anhöhe::N,ridicătură,küngas
126,Berg::N,munte,mägi
127,Gipfel::N,pisc,mäetipp
128,Höhle::N,peșteră,koobas
129,Abhang::N,pantă,nõlvak
130,Abhang::N,versant,nõlvak
131,Quelle::N,izvor,allikas
132,Bach::N,gârlă,oja
133,Fluss::N,râu,jõgi
134,Fluss::N,fluviu,jõgi
135,Ufer::N,mal,kallas
136,Ufer::N,țărm,kallas
137,Küste::N,coastă,rannik
138,Festland::N,uscat,mander
139,Festland::N,uscat,maismaa
140,Meer::N,mare,meri
141,Bucht::N,golf,laht
142,Insel::N,insulă,saar
143,Blume::N,floare,lill
144,Gras::N,iarbă,rohi
145,Wurzel::N,rădăcină,juur
146,Baum::N,copac,puu
147,Baum::N,arbore,puu
148,Stamm::N,tulpină,tüvi
149,Rinde::N,scoarță,koor
150,Ast::N,cracă,oks
151,Ast::N,creangă,oks
152,Zweig::N,ramură,oks
153,Zweig::N,creangă,oks
154,Blatt::N,frunză,leht
155,Birke::N,mesteacăn,kask
156,Kiefer[Baum]::N,pin,mänd
157,Weide[Baum]::N,salcie,paju
158,Weide[Baum]::N,răchită,paju
159,Tanne::N,brad,nulg
160,Horn::N,corn,sarv
161,Feder::N,pană,sulg
162,Fell::N,piele,karvkate
163,Fell::N,piele,karusnahk
164,Flügel::N,aripă,tiib
165,Flügel::N,aripă,tiivik
166,Klaue::N,gheară,küüs
167,Kralle::N,labă,küünis
168,Kralle::N,gheară,küünis
169,Schwanz::N,coadă,saba
170,Ei::N,ou,muna
171,Nest::N,cuib,pesa
172,Bau::N,bârlog,urg
173,Bau::N,vizuină,urg
174,Tier::N,animal,loom
175,Herde::N,turmă,kari
176,Herde::N,cireadă,kari
177,Kuh::N,vacă,lehm
178,Bulle::N,taur,pull
179,Pferd::N,cal,hobune
180,Schaf::N,oaie,lammas
181,Schwein::N,porc,siga
182,Hund::N,câine,koer
183,Katze::N,pisică,kass
184,Bär::N,urs,karu
185,Eichhörnchen::N,veveriță,orav
186,Elch::N,elan,põder
187,Fuchs::N,vulpe,rebane
188,Hase::N,iepure,jänes
189,Maus::N,șoarece,hiir
190,Wolf::N,lup,hunt
191,Vogel::N,pasăre,lind
192,Schwarm::N,cârd,parv
193,Huhn::N,găină,kana
194,Hahn::N,cocoș,kukk
195,Gans::N,gâscă,hani
196,Adler::N,vultur,kotkas
197,Ente::N,rață,part
198,Eule::N,bufniță,kakk
199,Eule::N,bufniță,öökull
200,Kranich::N,cocor,kurg
201,Krähe::N,cioară,vares
202,Kuckuck::N,cuc,kägu
203,Schwan::N,lebădă,luik
204,Fisch::N,pește,kala
205,Barsch::N,biban,ahven
206,Hecht::N,știucă,haug
207,Schlange[Tier]::N,șarpe,uss
208,Wurm::N,vierme,uss
209,Wurm::N,vierme,vagel
210,Spinne::N,păianjen,ämblik
211,Ameise::N,furnică,sipelgas
212,Laus::N,păduche,täi
213,Mücke::N,țânțar,sääsk
214,Fliege::N,muscă,kärbes
215,Schmetterling::N,fluture,liblikas
216,Beere::N,boabă,mari
217,Apfel::N,măr,õun
218,Pilz::N,burete,seen
219,Pilz::N,ciupercă,seen
220,Zwiebel::N,ceapă,sibul
221,Saat::N,semănătură,seeme
222,Korn::N,grâu,iva
223,Korn::N,grâu,tera
224,Heu::N,fân,hein
225,Schale::N,coajă,koor
226,Grube::N,groapă,kaevand
227,Falle::N,cursă,lõks
228,Falle::N,cursă,püünis
229,Falle::N,capcană,lõks
230,Falle::N,capcană,püünis
231,Schlinge::N,laț,aas
232,Spur::N,dâră,jälg
233,Asche::N,cenușă,tuhk
234,Dreck::N,noroi,saast
235,Dreck::N,noroi,mustus
236,Dreck::N,murdărie,saast
237,Dreck::N,murdărie,mustus
238,Eisen::N,fier,raud
239,Gold::N,aur,kuld
240,Silber::N,argint,hõbe
241,Kohle::N,cărbune,süsi
242,Glas::N,sticlă,klaas
243,Lehm::N,lut,savi
244,Lehm::N,humă,savi
245,Sand::N,nisip,liiv
246,Mensch::N,om,inimene
247,Mensch::N,persoană,inimene
248,Mann::N,om,mees
249,Mann::N,bărbat,mees
250,Frau::N,femeie,naine
251,Kind::N,copil,laps
252,Junge::N,băiat,poiss
253,Junge::N,flăcău,poiss
254,Mädchen::N,fată,tüdruk
255,Familie::N,familie,perekond
256,Großvater::N,bunic,vanaisa
257,Großvater::N,tată mare,vanaisa
258,Großmutter::N,bunică,vanaema
259,Großmutter::N,mamă mare,vanaema
260,Eltern::N,părinți,vanemad
261,Vater::N,tată,isa
262,Vater::N,părinte,isa
263,Mutter::N,mamă,ema
264,Sohn::N,fiu,poeg
265,Sohn::N,fecior,poeg
266,Tochter::N,fiică,tütar
267,Bruder::N,frate,vend
268,Schwester::N,soră,õde
269,Onkel::N,unchi,onu
270,Tante::N,mătușă,tädi
271,Ehemann::N,soț,mees
272,Ehemann::N,soț,abikaasa
273,Ehemann::N,bărbat,mees
274,Ehemann::N,bărbat,abikaasa
275,Ehefrau::N,soție,naine
276,Ehefrau::N,soție,abikaasa
277,Freude::N,bucurie,rõõm
278,Gelächter::N,râset,naer
279,Glück::N,fericire,õnn
280,Kummer::N,mâhnire,mure
281,Kummer::N,mâhnire,kurbus
282,Wunsch::N,dorință,soov
283,Wunsch::N,deziderat,soov
284,Lust::N,poftă,himu
285,Lust::N,înclinare,himu
286,Geist::N,duh,vaim
287,Geist::N,minte,vaim
288,Geist::N,suflet,vaim
289,Gedanke::N,gând,mõte
290,Gedanke::N,cuget,mõte
291,Gedächtnis::N,memorie,mälu
292,Verstand::N,minte,aru
293,Verstand::N,minte,mõistus
294,Verstand::N,intelect,aru
295,Verstand::N,intelect,mõistus
296,Sinn::N,sens,tähendus
297,Sinn::N,înțeles,tähendus
298,Grund::N,cauză,põhjus
299,Grund::N,pricină,põhjus
300,Wahrheit::N,adevăr,tõde
301,Gespräch::N,convorbire,kõne
302,Gespräch::N,convorbire,vestlus
303,Gespräch::N,conversație,kõne
304,Gespräch::N,conversație,vestlus
305,Märchen::N,basm,muinasjutt
306,Märchen::N,poveste,muinasjutt
307,Erzählung::N,poveste,jutustus
308,Nachricht::N,veste,teade
309,Neuigkeit::N,noutate,uudis
310,Neuigkeit::N,actualitate,uudis
311,Name::N,nume,nimi
312,Rätsel::N,ghicitoare,mõistatus
313,Rede::N,discurs,kõne
314,Sprache::N,limbă,keel
315,Sprache::N,limbaj,keel
316,Stimme::N,glas,hääl
317,Wort::N,cuvânt,sõna
318,Zeichen::N,semn,märk
319,Zeichen::N,semnal,märk
320,Ruf::N,chemare,hüüe
321,Lärm::N,zgomot,müra
322,Lärm::N,tărăboi,müra
323,Laut::N,sunet,hääl
324,Ton::N,ton,toon
325,Lied::N,cântec,laul
326,Ruhe::N,odihnă,rahu
327,Ruhe::N,odihnă,vaikus
328,Ruhe::N,liniște,rahu
329,Ruhe::N,liniște,vaikus
330,Leute::N,lume,inimesed
331,Leute::N,oameni,inimesed
332,Volk::N,popor,rahvas
333,Volk::N,națiune,rahvas
334,Arbeit::N,lucru,töö
335,Gast::N,musafir,külaline
336,Geschenk::N,dar,kingitus
337,Geschenk::N,cadou,kingitus
338,Spiel::N,joc,mäng
339,Gesellschaft::N,societate,selts
340,Hilfe::N,ajutor,abi
341,Freund::N,amic,sõber
342,Freund::N,prieten,sõber
343,Kamerad::N,tovarăș,sõber
344,Angelegenheit::N,afacere,asi
345,Anzahl::N,număr,arv
346,Anzahl::N,număr,hulk
347,Anzahl::N,cantitate,arv
348,Anzahl::N,cantitate,hulk
349,Art::N,fel,liik
350,Art::N,specie,liik
351,Stück::N,bucată,tükk
352,Teil::N,parte,osa
353,Teil::N,porție,osa
354,Hälfte::N,jumătate,pool
355,Kreis::N,cerc,ring
356,Kreuz::N,cruce,rist
357,Linie::N,linie,joon
358,Strich::N,linie,joon
359,Strich::N,trăsătură,joon
360,Abstand::N,distanță,vahe
361,Abstand::N,depărtare,vahe
362,Entfernung::N,distanță,kaugus
363,Entfernung::N,distanță,vahemaa
364,Entfernung::N,depărtare,kaugus
365,Entfernung::N,depărtare,vahemaa
366,Gegend::N,regiune,ümbrus
367,Platz::N,loc,ruum
368,Ort::N,loc,paik
369,Seite::N,latură,pool
370,Mitte::N,centru,keskpaik
371,Gegenstand::N,obiect,ese
372,Sache::N,lucru,ese
373,Sache::N,chestie,ese
374,Rand::N,bordură,äär
375,Rand::N,bordură,serv
376,Kante::N,muchie,kant
377,Kante::N,bordură,kant
378,Ecke::N,colț,nurk
379,Spitze::N,vârf,teravik
380,Spitze::N,creștet,teravik
381,Ende::N,capăt,ots
382,Ende::N,capăt,jupp
383,Loch::N,gaură,auk
384,Winkel::N,colț,nurk
385,Muster::N,desen,muster
386,Größe::N,mărime,suurus
387,Länge::N,lungime,pikkus
388,Höhe::N,înălțime,kõrgus
389,Gewicht::N,greutate,kaal
390,Gewicht::N,greutate,raskus
391,Menge::N,cantitate,arv
392,Menge::N,cantitate,hulk
393,Haufen::N,grămadă,hunnik
394,Reihe::N,șir,rivi
395,Reihe::N,rând,rivi
396,Boot::N,barcă,paat
397,Boot::N,luntre,paat
398,Ruder::N,vâslă,aer
399,Ruder::N,lopată,aer
400,Schlitten::N,sanie,saan
401,Ski::N,schi,suusk
402,Lagerfeuer::N,foc de tabără,lõke
403,Last::N,povară,koorem
404,Last::N,sarcină,koorem
405,Gang::N,mers,käik
406,Gang::N,umblet,käik
407,Schritt::N,pas,samm
408,Norden::N,nord,põhi
409,Norden::N,miazănoapte,põhi
410,Süden::N,sud,lõuna
411,Süden::N,miazăzi,lõuna
412,Westen::N,apus,lääs
413,Osten::N,est,ida
414,Osten::N,răsărit,ida
415,Holz::N,lemn,puu
416,Brett::N,scândură,saelaud
417,Platte::N,placă,plaat
418,Stütze::N,proptea,tugi
419,Stange::N,bară,latt
420,Stange::N,bară,teivas
421,Stange::N,prăjină,latt
422,Stange::N,prăjină,teivas
423,Stock::N,băț,kepp
424,Stock::N,baston,kepp
425,Stab::N,baston,varras
426,Stab::N,prăjină,varras
427,Rohr::N,tub,toru
428,Rohr::N,țeavă,toru
429,Haus::N,casă,maja
430,Heim::N,casă,kodu
431,Heim::N,cămin,kodu
432,Ofen::N,sobă,ahi
433,Fußboden::N,podea,põrand
434,Fußboden::N,dușumea,põrand
435,Tisch::N,masă,laud
436,Stuhl::N,scaun,tool
437,Wiege::N,leagăn,häll
438,Wiege::N,leagăn,kätki
439,Bett::N,pat,voodi
440,Regal::N,rafturi,riiul
441,Kiste::N,ladă,kast
442,Kiste::N,cutie,kast
443,Fenster::N,fereastră,aken
444,Tür::N,ușă,uks
445,Tor::N,poartă,värav
446,Zaun::N,gard,aed
447,Zaun::N,gard,tara
448,Dach::N,acoperiș,katus
449,Leiter::N,scară,redel
450,Besen::N,mătură,luud
451,Spaten::N,cazma,labidas
452,Spaten::N,hârleț,labidas
453,Schaufel::N,lopată,kühvel
454,Gabel::N,furculiță,kahvel
455,Löffel::N,lingură,lusikas
456,Messer::N,cuțit,nuga
457,Nagel::N,cui,nael
458,Netz::N,plasă,võrk
459,Haken::N,cârlig,haak
460,Haken::N,cârlig,konks
461,Griff::N,mâner,sang
462,Griff::N,mâner,käepide
463,Schloss::N,lacăt,lukk
464,Bild::N,tablou,pilt
465,Bild::N,imagine,pilt
466,Figur::N,chip,kuju
467,Figur::N,chip,kujund
468,Figur::N,figură,kuju
469,Figur::N,figură,kujund
470,Puppe::N,păpușă,nukk
471,Beutel::N,pungă,paun
472,Beutel::N,săculeț,paun
473,Bündel::N,mănunchi,kimp
474,Tasche::N,geantă,kott
475,Eimer::N,găleată,pang
476,Eimer::N,găleată,ämber
477,Deckel::N,capac,kaas
478,Geschirr::N,vase,nõud
479,Geschirr::N,tacâmuri,nõud
480,Sack::N,sac,kott
481,Tasse::N,ceașcă,tass
482,Topf::N,oală,pada
483,Kessel::N,cazan,pada
484,Kessel::N,căldare,pada
485,Essen::N,mâncare,söök
486,Nahrung::N,hrană,toit
487,Nahrung::N,aliment,toit
488,Speise::N,bucate,roog
489,Speise::N,fel de bucate,roog
490,Fleisch::N,carne,liha
491,Getreide::N,cereale,teravili
492,Brei::N,pireu,puder
493,Brot::N,pâine,sai
494,Brot::N,pâine,leib
495,Scheibe::N,felie,viil
496,Scheibe::N,felie,viilukas
497,Scheibe::N,bucată,viil
498,Scheibe::N,bucată,viilukas
499,Fett::N,untură,rasv
500,Fett::N,grăsime,rasv
501,Butter::N,unt,või
502,Öl::N,ulei,õli
503,Salz::N,sare,sool
504,Suppe::N,supă,supp
505,Suppe::N,ciorbă,supp
506,Honig::N,miere,mesi
507,Milch::N,lapte,piim
508,Tee::N,ceai,tee
509,Leder::N,piele,nahk
510,Wolle::N,lână,vill
511,Stoff::N,stofă,kangas
512,Nadel::N,ac,nõel
513,Faden::N,ață,niit
514,Knopf::N,buton,nööp
515,Knoten::N,nod,sõlm
516,Farbe::N,vopsea,värv
517,Kleidung::N,haine,riided
518,Kleidung::N,haine,riietus
519,Kleidung::N,îmbrăcăminte,riided
520,Kleidung::N,îmbrăcăminte,riietus
521,Hemd::N,cămașă,särk
522,Kragen::N,guler,krae
523,Ärmel::N,mânecă,varrukas
524,Hose::N,pantaloni,püksid
525,Gürtel::N,cordon,vöö
526,Mütze::N,șapcă,müts
527,Schuh::N,gheată,king
528,Stiefel::N,cizmă,saabas
529,Ring::N,inel,sõrmus
530,Ring::N,verigă,sõrmus
531,Band::N,panglică,lint
532,Band::N,șiret,lint
533,Kamm::N,pieptene,kamm
534,Spiegel::N,oglindă,peegel
535,Riemen::N,curea,rihm
536,Schnur::N,funie,nöör
537,Schnur::N,sfoară,nöör
538,Leine::N,lesă,jalutusrihm
539,Leine::N,curea,jalutusrihm
540,Decke::N,pătură,tekk
541,Kissen::N,pernă,padi
542,Tuch::N,batic,kalev
543,Handtuch::N,prosop,käterätik
544,Handtuch::N,ștergar,käterätik
545,Kraft::N,forță,jõud
546,Kraft::N,putere,jõud
547,Stärke::N,tărie,tugevus
548,Stärke::N,vigoare,tugevus
549,Gesundheit::N,sănătate,tervis
550,Krankheit::N,boală,haigus
551,Krankheit::N,maladie,haigus
552,Schmerz::N,durere,valu
553,Wunde::N,rană,haav
554,Fieber::N,febră,palavik
555,Arznei::N,leac,ravim
556,Arznei::N,medicament,ravim
557,Brücke::N,pod,sild
558,Brücke::N,punte,sild
559,Brunnen::N,puț,kaev
560,Weide::N,izlaz,karjamaa
561,Weide::N,pășune,karjamaa
562,Pfad::N,cărare,rada
563,Weg::N,drum,tee
564,Straße::N,cale,tee
565,Straße::N,stradă,tee
566,Dorf::N,sat,küla
567,Stadt::N,oraș,linn
568,Brief::N,scrisoare,kiri
569,Buch::N,carte,raamat
570,Buchstabe::N,literă,täht
571,Buchstabe::N,caracter,täht
572,Zeitung::N,ziar,ajaleht
573,Zeitung::N,gazetă,ajaleht
574,Leben::N,viață,elu
575,Tod::N,moarte,surm
576,Grab::N,groapă,haud
577,Grab::N,mormânt,haud
578,Kirche::N,biserică,kirik
579,Sünde::N,păcat,patt
580,Gott::N,zeu,jumal
581,Arbeiter::N,muncitor,tööline
582,Chef::N,șef,ülemus
583,Chef::N,șef,juhataja
584,Meister::N,meșter,meister
585,Meister::N,maestru,meister
586,Arzt::N,medic,arst
587,Arzt::N,doctor,arst
588,Lehrer::N,profesor,õpetaja
589,Lehrer::N,învățător,õpetaja
590,Geld::N,bani,raha
591,Geld::N,parale,raha
592,Geschäft::N,treabă,äri
593,Geschäft::N,afacere,äri
594,Laden::N,magazin,pood
595,Laden::N,magazin,kauplus
596,Laden::N,prăvălie,pood
597,Laden::N,prăvălie,kauplus
598,Preis::N,preț,hind
599,Ware::N,marfă,kaup
600,Nutzen::N,folos,tulu
601,Nutzen::N,folos,kasulikkus
602,Nutzen::N,profit,tulu
603,Nutzen::N,profit,kasulikkus
604,Reichtum::N,avuție,rikkus
605,Reichtum::N,bogăție,rikkus
606,Welt::N,lume,maailm
607,Land::N,țară,maa
608,Staat::N,stat,riik
609,König::N,rege,kuningas
610,Macht::N,putere,võim
611,Macht::N,putință,võim
612,Grenze::N,hotar,piir
613,Grenze::N,graniță,piir
614,Grenze::N,frontieră,piir
615,Krieg::N,război,sõda
616,Feind::N,dușman,vaenlane
617,Gewalt::N,violență,väevõim
618,Kampf::N,luptă,võitlus
619,Bogen[Waffe]::N,arc,vibu
620,Pfeil::N,săgeată,nool
621,Gewehr::N,armă,püss
622,Gewehr::N,pușcă,püss
623,Fehler::N,eroare,viga
624,Fehler::N,greșeală,viga
625,Lüge::N,minciună,vale
626,Schaden::N,daună,kahju
627,Schaden::N,pagubă,kahju
628,Unglück::N,nenorocire,häda
629,Unglück::N,nenorocire,õnnetus
630,Schuld::N,vină,süü
631,Alter::N,etate,iga
632,Alter::N,vârstă,iga
633,Schluss::N,sfârșit,lõpp
634,Zeit::N,timp,aeg
635,Zeit::N,vreme,aeg
636,Tag::N,zi,päev
637,Morgen::N,dimineață,hommik
638,Mittag::N,prânz,lõuna
639,Mittag::N,prânz,keskpäev
640,Mittag::N,amiază,lõuna
641,Mittag::N,amiază,keskpäev
642,Abend::N,seară,õhtu
643,Nacht::N,noapte,öö
644,Woche::N,săptămână,nädal
645,Monat::N,lună,kuu
646,Jahr::N,an,aasta
647,Frühling::N,primăvară,kevad
648,Sommer::N,vară,suvi
649,Herbst::N,toamnă,sügis
650,Winter::N,iarnă,talv
651,Januar::N,ianuarie,jaanuar
652,Februar::N,februarie,veebruar
653,März::N,martie,märts
654,April::N,aprilie,aprill
655,Mai::N,mai,mai
656,Juni::N,iunie,juuni
657,Juli::N,iulie,juuli
658,August::N,august,august
659,September::N,septembrie,september
660,Oktober::N,octombrie,oktoober
661,November::N,noiembrie,november
662,Dezember::N,decembrie,detsember
663,Montag::N,luni,esmaspäev
664,Dienstag::N,marți,teisipäev
665,Mittwoch::N,miercuri,kesknädal
666,Donnerstag::N,joi,neljapäev
667,Freitag::N,vineri,reede
668,Samstag::N,sâmbătă,laupäev
669,Sonntag::N,duminică,pühapäev
670,groß::A,mare,suur
671,klein::A,mic,väike
672,klein::A,mic,pisike
673,lang::A,lung,pikk
674,kurz::A,scurt,lühike
675,breit::A,lat,lai
676,breit::A,larg,lai
677,schmal::A,strâmt,kitsas
678,dicht::A,des,tihe
679,dick[Gegenstand]::A,gros,jäme
680,dünn::A,subțire,õhuke
681,dünn::A,subțire,peenike
682,fein::A,fin,peen
683,fein::A,fin,õhuke
684,fein::A,subțire,peen
685,fein::A,subțire,õhuke
686,fest::A,tare,püsiv
687,fest::A,tare,kindel
688,fest::A,solid,püsiv
689,fest::A,solid,kindel
690,flach::A,șes,lame
691,flach::A,șes,tasane
692,flach::A,plan,lame
693,flach::A,plan,tasane
694,glatt::A,lins,sile
695,hart::A,dur,kõva
696,weich::A,moale,pehme
697,rund::A,rotund,ümar
698,rund::A,circular,ümar
699,spitz::A,ascuțit,torkav
700,scharf::A,tăios,terav
701,scharf::A,ascuțit,terav
702,stumpf::A,tocit,nüri
703,schwer::A,greu,raske
704,schön::A,frumos,kena
705,heiß::A,cald,kuum
706,heiß::A,cald,palav
707,heiß::A,fierbinte,kuum
708,heiß::A,fierbinte,palav
709,warm::A,cald,soe
710,warm::A,fierbinte,soe
711,kalt::A,rece,külm
712,kühl::A,rece,jahe
713,kühl::A,răcoros,jahe
714,frisch::A,răcoros,värske
715,frisch::A,proaspăt,värske
716,feucht::A,umed,niiske
717,feucht::A,jilav,niiske
718,nass::A,ud,märg
719,trocken::A,sec,kuiv
720,trocken::A,uscat,kuiv
721,voll::A,plin,täis
722,leer::A,gol,tühi
723,offen::A,deschis,avatud
724,offen::A,deschis,lahtine
725,geschlossen::A,închis,suletud
726,sauber::A,curat,puhas
727,schmutzig::A,murdar,räpane
728,schmutzig::A,murdar,määrdunud
729,roh::A,crud,toores
730,reif::A,copt,küps
731,lecker::A,gustos,hõrk
732,lecker::A,gustos,maitsev
733,süß::A,dulce,magus
734,bitter::A,amar,mõru
735,sauer::A,acru,hapu
736,hell::A,clar,hele
737,hell::A,luminos,hele
738,dunkel::A,obscur,pime
739,dunkel::A,întunecos,pime
740,schwarz::A,negru,must
741,weiß::A,alb,valge
742,rot::A,roșu,punane
743,gelb::A,galben,kollane
744,blau::A,albastru,sinine
745,grün::A,verde,roheline
746,grau::A,gri,hall
747,grau::A,cenușiu,hall
748,bunt::A,colorat,kirju
749,bunt::A,colorat,värviline
750,billig::A,ieftin,odav
751,teuer::A,scump,kallis
752,wertvoll::A,prețios,väärtuslik
753,blind::A,orb,pime
754,taub::A,surd,kurt
755,kräftig::A,tare,jõuline
756,kräftig::A,forte,jõuline
757,kräftig::A,robust,jõuline
758,stark::A,viguros,tugev
759,stark::A,puternic,tugev
760,schwach::A,slab,nõrk
761,schwach::A,slab,jõuetu
762,schwach::A,debil,nõrk
763,schwach::A,debil,jõuetu
764,fett::A,gras,rasvane
765,schlank::A,zvelt,sale
766,hübsch::A,drăguț,kena
767,böse::A,rău,tige
768,böse::A,răutăcios,tige
769,dumm::A,nerod,juhm
770,dumm::A,nerod,rumal
771,dumm::A,tâmpit,juhm
772,dumm::A,tâmpit,rumal
773,faul::A,leneș,laisk
774,fleißig::A,harnic,virk
775,fleißig::A,harnic,hoolas
776,fleißig::A,sârguincios,virk
777,fleißig::A,sârguincios,hoolas
778,geizig::A,calic,ihne
779,geizig::A,zgârcit,ihne
780,klug::A,isteț,tark
781,klug::A,isteț,arukas
782,klug::A,isteț,mõistlik
783,klug::A,deștept,tark
784,klug::A,deștept,arukas
785,klug::A,deștept,mõistlik
786,geschickt::A,dibaci,osav
787,lieb::A,drag,armas
788,lieb::A,iubit,armas
789,lustig::A,vesel,lõbus
790,sanft::A,blând,õrn
791,sanft::A,blajin,õrn
792,hungrig::A,flămând,näljane
793,krank::A,bolnav,haige
794,nackt::A,gol,alasti
795,traurig::A,trist,kurb
796,traurig::A,mâhnit,kurb
797,lebendig::A,viu,elus
798,gut::A,bun,hea
799,schlecht::A,rău,halb
800,schlecht::A,prost,halb
801,richtig::A,drept,õige
802,richtig::A,corect,õige
803,schlimm::A,rău,paha
804,wahr::A,adevărat,tõene
805,alt::A,uzat,vana
806,alt::A,vechi,vana
807,neu::A,nou,uus
808,ehemalig::A,fost,endine
809,ehemalig::A,anterior,endine
810,alt[Lebewesen]::A,bătrîn,vana
811,jung::A,tânăr,noor
812,arm::A,sărac,vaene
813,arm::A,sărman,vaene
814,reich::A,avut,rikas
815,reich::A,bogat,rikas
816,bekannt::A,cunoscut,teada
817,bekannt::A,cunoscut,tuttav
818,berühmt::A,renumit,tuntud
819,fremd::A,străin,võõras
820,verschieden::A,diferit,erinev
821,verschieden::A,deosebit,erinev
822,nah::A,apropiat,lähedane
823,fern::A,departe,kauge
824,linker::A,stâng,vasak
825,rechter::A,drept,parem
826,anderer::A,alt,muu
827,anderer::A,alt,teine
828,erster::A,prim,esimene
829,zweiter::A,al doilea,teine
830,dritter::A,treilea,kolmas
831,letzter::A,final,viimane
832,allein::ADV,singur,üksi
833,auf einmal::ADV,dintrodată,korraga
834,auf einmal::ADV,dintrodată,ühekorraga
835,zusammen::ADV,împreună,koos
836,zusammen::ADV,împreună,üheskoos
837,lange::ADV,îndelung,kaua
838,lange::ADV,mult timp,kaua
839,plötzlich::ADV,deodată,äkki
840,plötzlich::ADV,deodată,järsku
841,plötzlich::ADV,pe neașteptate,äkki
842,plötzlich::ADV,pe neașteptate,järsku
843,sofort::ADV,imediat,kohe
844,sofort::ADV,numaidecît,kohe
845,später::ADV,mai apoi,hiljem
846,später::ADV,mai târziu,hiljem
