,Concept_ID,la,fr
855,ihr::PRN,vos,vous
856,sie::PRN,ii,ils
857,sie::PRN,ii,elles
858,sie::PRN,illi,ils
859,sie::PRN,illi,elles
860,was::FPRN,quid,que
861,was::FPRN,quid,quoi
862,wer::FPRN,quis,qui
863,wo::FADV,ubi,où
864,wohin::FADV,quo,où
865,wie::FADV,quomodo,comment
866,warum::FADV,cur,pourquoi
867,wieviel::FNUM,quantum,combien
868,eins::NUM,unus,un
869,zwei::NUM,duo,deux
870,drei::NUM,tres,trois
871,vier::NUM,quattuor,quatre
872,fünf::NUM,quinque,cinq
873,sechs::NUM,sex,six
874,sieben::NUM,septem,sept
875,acht::NUM,octo,huit
876,neun::NUM,novem,neuf
877,zehn::NUM,decem,dix
878,elf::NUM,undecim,onze
879,zwölf::NUM,duodecim,douze
880,zwanzig::NUM,viginti,vingt
881,dreißig::NUM,triginta,trente
882,vierzig::NUM,quadraginta,quarante
883,fünfzig::NUM,quinquaginta,cinquante
884,sechzig::NUM,sexaginta,soixante
885,siebzig::NUM,septuaginta,soixante-dix
886,achtzig::NUM,octoginta,quatre-vingt
887,neunzig::NUM,nonaginta,quatre-vingt-dix
888,hundert::NUM,centum,cent
889,tausend::NUM,mille,mille
890,und::CNJ,et,et
891,und::CNJ,-que,et
892,oder::CNJ,vel,ou
893,stehen::V,stare,être debout
894,sitzen::V,sedere,être assis
895,liegen::V,iacere,être couché
896,hängen::V,pendere,pendre
897,werden::V,fieri,devenir
898,passieren::V,accidere,se passer
899,beginnen::V,incipere,commencer
900,enden::V,finem habere,finir
901,enden::V,finem habere,se terminer
902,wechseln::V,mutari,changer
903,wechseln::V,mutari,alterner
904,aufgehen[Sonne]::V,oriri,se lever
905,untergehen[Sonne]::V,occidere,se coucher
906,scheinen[Sonne]::V,lucere,briller
907,donnern::V,tonare,tonner
908,wehen::V,flare,souffler
909,strömen::V,fluere,affluer
910,fließen::V,manare,couler
911,sich drehen::V,torqueri,tourner
912,schwanken::V,vacillare,osciller
913,schwanken::V,vacillare,chanceler
914,schwingen::V,vibrare,vibrer
915,schwingen::V,vibrare,osciller
916,fallen::V,cadere,tomber
917,brennen::V,ardere,brûler
918,brennen::V,ardere,flamber
919,rauchen::V,fumare,fumer
920,regnen::V,pluere,pleuvoir
921,gefrieren::V,congelari,geler
922,tauen::V,rorare,dégeler
923,schmelzen::V,liquescere,fondre
924,trocknen::V,arescere,sécher
925,sieden::V,fervere,bouillir
926,faulen::V,putescere,pourrir
927,faulen::V,putescere,se putréfier
928,verfaulen::V,putescere,pourrir
929,reißen::V,scindi,rompre
930,reißen::V,scindi,se déchirer
931,versinken::V,mergi,s'enfoncer
932,vergehen::V,praeterire,passer
933,erscheinen::V,apparere,apparaître
934,verschwinden::V,discedere,disparaître
935,sinken::V,labi,descendre
936,sinken::V,labi,s'abaisser
937,abnehmen::V,deminui,diminuer
938,zunehmen::V,augeri,augmenter
939,steigen::V,augescere,monter
940,wachsen::V,crescere,croître
941,glänzen::V,splendere,briller
942,funkeln::V,micare,étinceler
943,lärmen::V,strepere,faire du bruit
944,läuten::V,sonare,sonner
945,klingeln::V,tinnire,sonner
946,klirren::V,crepare,cliqueter
947,brausen::V,saevire,mugir
948,rauschen::V,crepare,bruire
949,klingen::V,sonare,sonner
950,bellen::V,latrare,aboyer
951,heulen::V,ululare,hurler
952,blasen::V,flare,souffler
953,pfeifen::V,sibilare,siffler
954,schreien::V,clamare,crier
955,stöhnen::V,gemere,gémir
956,zittern::V,tremere,trembler
957,zittern::V,trepidare,trembler
958,leben::V,vivere,vivre
959,geboren werden::V,nasci,naître
960,atmen::V,spirare,respirer
961,trinken::V,bibere,boire
962,essen::V,edere,manger
963,schlucken::V,devorare,avaler
964,müde werden::V,fatigari,se lasser
965,müde werden::V,fatigari,se fatiguer
966,einschlafen::V,obdormiscere,s'endormir
967,schlafen::V,dormire,dormir
968,aufwachen::V,expergisci,se réveiller
969,aufstehen::V,exsurgere,se lever
970,sich erholen::V,se reficere,se reposer
971,sich erholen::V,se reficere,se détendre
972,krank werden::V,aegrescere,tomber malade
973,krank sein::V,aegrotare,être malade
974,schmerzen::V,dolere,faire mal
975,husten::V,tussire,tousser
976,genesen::V,convalescere,guérir
977,genesen::V,convalescere,se remettre
978,sterben::V,mori,mourir
979,umkommen::V,perire,périr
980,sich bewegen::V,se movere,bouger
981,sich rühren::V,micare,broncher
982,sich erheben::V,surgere,se lever
983,sich setzen::V,considere,s'asseoir
984,hinfallen::V,cadere,tomber
985,laufen::V,vadere,marcher
986,laufen::V,vadere,aller à pied
987,schreiten::V,gradi,marcher
988,spazierengehen::V,ambulare,se promener
989,eilen::V,properare,courir
990,sich beeilen::V,festinare,se hâter
991,sich beeilen::V,festinare,se dépêcher
992,sausen::V,currere,filer
993,rennen::V,currere,courir
994,springen::V,salire,sauter
995,klettern::V,niti,grimper
996,schaukeln::V,oscillare,se balancer
997,kriechen::V,repere,ramper
998,kriechen::V,serpere,ramper
999,schwimmen::V,nare,nager
1000,schwimmen::V,natare,nager
1001,tauchen::V,mergere,plonger
1002,rudern::V,remigare,ramer
1003,fahren::V,vehi,aller
1004,fahren::V,vehi,rouler
1005,fliegen::V,volare,voler
1006,gehen::V,ire,aller
1007,gehen::V,vadere,aller
1008,weggehen::V,abire,s'en aller
1009,weggehen::V,discedere,s'en aller
1010,abfahren::V,proficisci,partir
1011,anhalten::V,consistere,s'arrêter
1012,hineingehen::V,inire,entrer
1013,hineingehen::V,ingredi,entrer
1014,eintreten::V,intrare,entrer
1015,kommen::V,venire,venir
1016,ankommen::V,advenire,arriver
1017,zurückkommen::V,revenire,revenir
1018,bleiben::V,manere,rester
1019,bleiben::V,manere,demeurer
1020,warten::V,opperiri,attendre
1021,erwarten::V,opperiri,attendre
1022,erwarten::V,expectare,attendre
1023,suchen::V,quaerere,chercher
1024,finden::V,reperire,trouver
1025,versuchen::V,conari,essayer
1026,versuchen::V,temptare,essayer
1027,vorbereiten::V,parare,préparer
1028,lieben::V,amare,aimer
1029,mögen::V,amare,aimer
1030,mögen::V,amare,vouloir
1031,lachen::V,ridere,rire
1032,rühren::V,commovere,toucher
1033,rühren::V,commovere,attendrir
1034,weinen::V,flere,pleurer
1035,schimpfen::V,increpare,gronder
1036,sich ärgern::V,indignari,se fâcher
1037,sich fürchten::V,vereri,avoir peur
1038,fürchten::V,timere,craindre
1039,fürchten::V,timere,avoir peur de
1040,fliehen::V,fugere,fuir
1041,flüchten::V,effugere,s'enfuir
1042,sehen::V,videre,voir
1043,anschauen::V,aspectare,regarder
1044,ansehen::V,spectare,regarder
1045,hören::V,audire,entendre
1046,zuhören::V,auscultare,écouter
1047,probieren::V,gustare,goûter
1048,riechen::V,olfacere,sentir
1049,fühlen::V,sentire,sentir
1050,scheinen::V,videri,sembler
1051,scheinen::V,videri,paraître
1052,zu sehen sein::V,conspici,se voir
1053,zu sehen sein::V,conspici,être visible
1054,vernehmen::V,comperire,entendre
1055,vernehmen::V,comperire,percevoir
1056,frieren::V,algere,avoir froid
1057,tun::V,facere,faire
1058,können::V,posse,savoir
1059,können::V,posse,pouvoir
1060,wollen::V,velle,vouloir
1061,anfangen::V,incipere,commencer
1062,beenden::V,finire,finir
1063,beenden::V,finire,terminer
1064,aufhören::V,desistere,cesser
1065,aufhören::V,desistere,arrêter
1066,gelingen::V,contingere,réussir
1067,geraten::V,evenire,réussir
1068,öffnen::V,aperire,ouvrir
1069,schließen::V,claudere,fermer
1070,stellen::V,sistere,poser
1071,stellen::V,sistere,mettre
1072,setzen::V,ponere,placer
1073,legen::V,ponere,placer
1074,berühren::V,tangere,toucher
1075,verbinden::V,iungere,lier
1076,bedecken::V,tegere,couvrir
1077,bedecken::V,operire,couvrir
1078,aufhängen::V,suspendere,accrocher
1079,anzünden::V,accendere,allumer
1080,anzünden::V,inflammare,allumer
1081,aufheben::V,tollere,ramasser
1082,zurücklassen::V,relinquere,laisser
1083,verlieren::V,perdere,perdre
1084,verlieren::V,amittere,perdre
1085,fallen lassen::V,dimittere,lâcher
1086,fallen lassen::V,dimittere,laisser tomber
1087,machen::V,facere,faire
1088,herstellen::V,fabricare,produire
1089,herstellen::V,fabricare,fabriquer
1090,bauen::V,construere,bâtir
1091,bauen::V,construere,construire
1092,reparieren::V,reparare,réparer
1093,verbessern::V,emendare,améliorer
1094,ändern::V,mutare,changer
1095,ändern::V,mutare,modifier
1096,graben::V,fodere,creuser
1097,beugen::V,flectere,plier
1098,beugen::V,flectere,ployer
1099,biegen::V,curvare,courber
1100,drehen::V,torquere,tordre
1101,drehen::V,torquere,tourner
1102,wenden::V,vertere,retourner
1103,umdrehen::V,convertere,tourner
1104,heben::V,tollere,soulever
1105,hochheben::V,levare,lever
1106,ergreifen::V,capessere,saisir
1107,ergreifen::V,capessere,prendre
1108,halten::V,tenere,tenir
1109,drücken::V,premere,presser
1110,schieben::V,promovere,pousser
1111,kratzen::V,radere,gratter
1112,kratzen::V,radere,égratigner
1113,lecken::V,lambere,lécher
1114,beißen::V,mordere,mordre
1115,abreißen::V,avellere,arracher
1116,abschneiden::V,desecare,couper
1117,binden::V,ligare,lier
1118,binden::V,ligare,attacher
1119,stecken::V,inserere,enfoncer
1120,brechen::V,rumpere,rompre
1121,klopfen::V,pultare,frapper
1122,hauen::V,ferire,frapper
1123,kleben::V,agglutinare,coller
1124,reiben::V,terere,frotter
1125,streichen::V,oblinere,empâter
1126,schleifen::V,acuere,affiler
1127,schleifen::V,acuere,aiguiser
1128,schneiden::V,secare,couper
1129,schneiden::V,secare,trancher
1130,rütteln::V,quassare,cahoter
1131,schütteln::V,quatere,secouer
1132,schwenken::V,ventilare,agiter
1133,schütten::V,fundere,verser
1134,füllen::V,complere,remplir
1135,einwickeln::V,involvere,envelopper
1136,tragen::V,ferre,porter
1137,tragen::V,portare,porter
1138,schleppen::V,pertrahere,traîner
1139,ziehen::V,trahere,tirer
1140,aufbewahren::V,asservare,garder
1141,aufbewahren::V,asservare,conserver
1142,werfen::V,iacere,jeter
1143,werfen::V,iacere,lancer
1144,fangen::V,capere,attraper
1145,packen::V,capessere,agripper
1146,verstecken::V,abdere,cacher
1147,teilen::V,partiri,diviser
1148,teilen::V,dividere,diviser
1149,schicken::V,mittere,envoyer
1150,bringen::V,apportare,apporter
1151,hinzufügen::V,addere,ajouter
1152,bekommen::V,adipisci,obtenir
1153,erhalten::V,accipere,recevoir
1154,nehmen::V,sumere,prendre
1155,wählen::V,eligere,choisir
1156,auswählen::V,deligere,choisir
1157,auswählen::V,deligere,sélectionner
1158,bewahren::V,conservare,préserver
1159,behindern::V,impedire,gêner
1160,verderben::V,corrumpere,gâter
1161,verderben::V,corrumpere,corrompre
1162,beschädigen::V,laedere,endommager
1163,zerbrechen::V,rumpere,casser
1164,zerbrechen::V,frangere,casser
1165,zerreißen::V,discindere,déchirer
1166,zerstören::V,delere,détruire
1167,verbrennen::V,urere,brûler
1168,verbrennen::V,cremare,brûler
1169,geben::V,dare,donner
1170,reichen::V,praebere,tendre
1171,schenken::V,donare,offrir
1172,schenken::V,largiri,offrir
1173,versprechen::V,polliceri,promettre
1174,versprechen::V,promittere,promettre
1175,loben::V,laudare,louer
1176,küssen::V,osculari,embrasser
1177,zudecken::V,tegere,couvrir
1178,wecken::V,excitare,éveiller
1179,wecken::V,excitare,réveiller
1180,zeigen::V,monstrare,montrer
1181,zeigen::V,monstrare,faire voir
1182,führen::V,ducere,guider
1183,lehren::V,docere,apprendre
1184,unterrichten::V,instituere,instruire
1185,aufziehen::V,nutrire,élever
1186,leiten::V,ducere,diriger
1187,leiten::V,ducere,conduire
1188,antreiben::V,incitare,pousser
1189,lassen::V,iubere,faire
1190,einladen::V,invitare,inviter
1191,vereinigen::V,coniungere,unir
1192,vereinigen::V,coniungere,réunir
1193,besuchen::V,visere,visiter
1194,besuchen::V,visere,aller voir
1195,treffen::V,convenire,rencontrer
1196,sich versammeln::V,convenire,s'assembler
1197,spielen::V,ludere,jouer
1198,singen::V,cantare,chanter
1199,tanzen::V,saltare,danser
1200,sich trennen::V,digredi,se séparer
1201,sich trennen::V,discedere,se séparer
1202,verlassen::V,deserere,quitter
1203,verlassen::V,relinquere,quitter
1204,retten::V,servare,sauver
1205,bewachen::V,custodire,garder
1206,schützen::V,tueri,protéger
1207,schützen::V,tutari,protéger
1208,verteidigen::V,defendere,défendre
1209,sich schlagen::V,luctari,se taper
1210,schießen::V,iaculari,tirer
1211,siegen::V,vincere,vaincre
1212,ärgern::V,irritare,agacer
1213,schlagen::V,ferire,battre
1214,schlagen::V,ferire,frapper
1215,treten::V,calcare,botter
1216,treten::V,calcare,donner un coup de pied à
1217,stechen::V,pungere,piquer
1218,stoßen::V,tundere,heurter
1219,stehlen::V,furari,voler
1220,stören::V,turbare,gêner
1221,stören::V,turbare,déranger
1222,belästigen::V,obtundere,molester
1223,belästigen::V,obtundere,importuner
1224,verbergen::V,celare,cacher
1225,verbergen::V,celare,dissimuler
1226,verbergen::V,occultare,cacher
1227,verbergen::V,occultare,dissimuler
1228,täuschen::V,fallere,abuser
1229,täuschen::V,fallere,tromper
1230,betrügen::V,fraudare,duper
1231,betrügen::V,fraudare,frauder
1232,töten::V,necare,tuer
1233,töten::V,caedere,tuer
1234,wohnen::V,habitare,habiter
1235,wohnen::V,habitare,demeurer
1236,arbeiten::V,laborare,travailler
1237,sammeln::V,colligere,collectionner
1238,pflücken::V,carpere,cueillir
1239,jagen::V,venari,chasser
1240,fischen::V,piscari,pêcher
1241,fassen::V,capere,capturer
1242,hüten::V,custodire,garder
1243,treiben::V,agere,mener
1244,anbinden::V,alligare,attacher
1245,füttern::V,nutrire,faire manger
1246,melken::V,mulgere,traire
1247,hacken::V,findere,fendre
1248,gießen::V,rigare,arroser
1249,reifen::V,maturescere,mûrir
1250,zubereiten::V,apparare,préparer
1251,kochen::V,coquere,cuire
1252,backen::V,coquere,cuire
1253,braten::V,torrere,rôtir
1254,umrühren::V,commovere,remuer
1255,stricken::V,texere,tricoter
1256,nähen::V,suere,coudre
1257,färben::V,tingere,teindre
1258,reinigen::V,purgare,nettoyer
1259,waschen::V,lavare,laver
1260,abwischen::V,abstergere,essuyer
1261,spülen::V,perluere,rincer
1262,fegen::V,verrere,balayer
1263,kehren::V,purgare,balayer
1264,baden::V,lavari,se baigner
1265,sich waschen::V,lavari,se laver
1266,ausziehen::V,exuere,ôter
1267,ausziehen::V,exuere,enlever
1268,anziehen::V,induere,mettre
1269,sich anziehen::V,vestiri,s'habiller
1270,kämmen::V,pectere,peigner
1271,schmücken::V,ornare,orner
1272,schmücken::V,ornare,décorer
1273,schmücken::V,decorare,orner
1274,schmücken::V,decorare,décorer
1275,sagen::V,dicere,dire
1276,sprechen::V,fari,parler
1277,reden::V,loqui,parler
1278,sich unterhalten::V,colloqui,bavarder
1279,sich unterhalten::V,colloqui,s'entretenir
1280,sich unterhalten::V,disputare,bavarder
1281,sich unterhalten::V,disputare,s'entretenir
1282,fragen::V,rogare,demander
1283,fragen::V,quaerere,demander
1284,bitten::V,orare,prier
1285,bitten::V,rogare,prier
1286,erzählen::V,narrare,raconter
1287,mitteilen::V,communicare,communiquer
1288,nennen::V,appellare,nommer
1289,nennen::V,appellare,appeler
1290,rufen::V,vocare,appeler
1291,prahlen::V,gloriari,se vanter
1292,übersetzen::V,vertere,traduire
1293,denken::V,cogitare,penser
1294,glauben::V,credere,croire
1295,bemerken::V,animadvertere,remarquer
1296,bemerken::V,animadvertere,apercevoir
1297,erkennen::V,cognoscere,reconnaître
1298,begreifen::V,comprehendere,concevoir
1299,verstehen::V,intellegere,entendre
1300,verstehen::V,intellegere,comprendre
1301,lernen::V,discere,apprendre
1302,wissen::V,scire,savoir
1303,sich erinnern an::V,meminisse,se souvenir de
1304,vergessen::V,oblivisci,oublier
1305,messen::V,metiri,mesurer
1306,zählen::V,numerare,compter
1307,rechnen::V,reri,calculer
1308,rechnen::V,calculare,calculer
1309,lesen::V,legere,lire
1310,malen::V,pingere,peindre
1311,zeichnen::V,scribere,dessiner
1312,schreiben::V,scribere,écrire
1313,besitzen::V,possidere,posséder
1314,kaufen::V,emere,acheter
1315,verkaufen::V,vendere,vendre
1316,bezahlen::V,pendere,payer
1317,zahlen::V,solvere,payer
1318,beherrschen::V,regere,dominer
1319,beherrschen::V,regere,maîtriser
1320,beherrschen::V,imperare,dominer
1321,beherrschen::V,imperare,maîtriser
1322,ertragen::V,tolerare,tolérer
1323,ertragen::V,tolerare,supporter
1324,ertragen::V,sustinere,tolérer
1325,ertragen::V,sustinere,supporter
1326,wünschen::V,,souhaiter
1327,wiegen::V,,bercer
