,Concept_ID,sl,bg
843,zwischen::PRP,med,помежду
844,zwischen::PRP,izmed,между
845,zwischen::PRP,izmed,помежду
846,wegen::PRP,zarádi,заради
847,dies::PRN,tó,този
848,das::PRN,tó,туй
849,das::PRN,tó,това
850,alles::PRN,vsè,всичко
851,ich::PRN,jàz,аз
852,du::PRN,tí,ти
853,er::PRN,òn,той
854,wir::PRN,mí,ние
855,ihr::PRN,ví,вие
856,sie::PRN,ôni,те
857,was::FPRN,káj,що
858,was::FPRN,káj,какво
859,wer::FPRN,kdó,кой
860,wo::FADV,kjé,къде
861,wohin::FADV,kám,накъде
862,wohin::FADV,kám,накъдето
863,wie::FADV,kakó,как
864,warum::FADV,zakáj,защо
865,wieviel::FNUM,kóliko,колко
866,eins::NUM,êden,един
867,zwei::NUM,dvá,два
868,drei::NUM,trí,три
869,vier::NUM,štíri,четири
870,fünf::NUM,pét,пет
871,sechs::NUM,šést,шест
872,sieben::NUM,sédem,седем
873,acht::NUM,ósem,осем
874,neun::NUM,devét,девет
875,zehn::NUM,desét,десет
876,elf::NUM,enájst,единайсет
877,elf::NUM,enájst,единадесет
878,zwölf::NUM,dvánajst,дванайсет
879,zwölf::NUM,dvánajst,дванадесет
880,zwanzig::NUM,dvájset,двайсет
881,zwanzig::NUM,dvájset,двадесет
882,dreißig::NUM,trídeset,тридесет
883,vierzig::NUM,štírideset,четиридесет
884,fünfzig::NUM,pétdeset,петдесет
885,sechzig::NUM,šéstdeset,шестдесет
886,siebzig::NUM,sédemdeset,седемдесет
887,achtzig::NUM,ósemdeset,осемдесет
888,neunzig::NUM,devétdeset,деветдесет
889,hundert::NUM,stó,сто
890,tausend::NUM,tísoč,хиляда
891,und::CNJ,in,а
892,und::CNJ,in,та
893,oder::CNJ,áli,или
894,stehen::V,státi,стоя
895,sitzen::V,sedéti,седя
896,liegen::V,ležáti,лежа
897,hängen::V,viséti,вися
898,werden::V,postáti,бъда
899,werden::V,postáti,стана
900,passieren::V,zgodíti se,случа се
901,beginnen::V,začéti se,започна
902,enden::V,končáti se,свърша
903,wechseln::V,ménjati se,променям
904,aufgehen[Sonne]::V,vzíti,изгрея
905,untergehen[Sonne]::V,zaíti,заляза
906,scheinen[Sonne]::V,sijáti,грея
907,scheinen[Sonne]::V,sijáti,светя
908,donnern::V,grméti,гърмя
909,wehen::V,píhati,вея
910,wehen::V,píhati,духам
911,strömen::V,líti,тека
912,strömen::V,líti,лея се
913,fließen::V,têči,тека
914,sich drehen::V,vrtéti se,въртя се
915,schwanken::V,kolébati,клатя се
916,schwingen::V,níhati,трептя
917,fallen::V,pádati,падам
918,brennen::V,goréti,горя
919,rauchen::V,kadíti se,димя
920,regnen::V,deževáti,вали дъжд
921,gefrieren::V,zmŕzniti,замръзна
922,tauen::V,tájati,топя се
923,schmelzen::V,kopnéti,разтопя се
924,trocknen::V,sušíti se,съхна
925,sieden::V,kipéti,вря
926,sieden::V,kipéti,кипя
927,faulen::V,gníti,гния
928,verfaulen::V,zgníti,изгния
929,reißen::V,tŕgati se,напукам се
930,versinken::V,pogrézniti se,потъна
931,vergehen::V,miníti,минавам
932,erscheinen::V,pojáviti se,явя се
933,verschwinden::V,izgíniti,изчезна
934,sinken::V,péšati,падна
935,abnehmen::V,pojémati,отслабна
936,zunehmen::V,véčati se,нарасна
937,zunehmen::V,množíti se,нарасна
938,steigen::V,dvígati se,увелича се
939,steigen::V,dvígati se,покачвам се
940,wachsen::V,rásti,раста
941,glänzen::V,sijáti,лъщя
942,glänzen::V,sijáti,блестя
943,funkeln::V,ískriti se,искря
944,lärmen::V,ropotáti,шумя
945,lärmen::V,razgrájati,шумя
946,läuten::V,zvoníti,звъня
947,klingeln::V,zvončkljáti,звъня
948,klirren::V,žvenketáti,звънтя
949,klirren::V,žvenketáti,дрънкам
950,brausen::V,šuméti,буча
951,rauschen::V,šuštéti,шумя
952,rauschen::V,šelestéti,шумя
953,klingen::V,zvenéti,звуча
954,bellen::V,lájati,лая
955,heulen::V,zavíjati,вия
956,heulen::V,zavíjati,рева
957,blasen::V,píhniti,духна
958,pfeifen::V,pískati,свиря
959,pfeifen::V,žvížgati,свиря
960,schreien::V,kričáti,крещя
961,stöhnen::V,stókati,стена
962,stöhnen::V,stókati,пъшкам
963,zittern::V,drgetáti,треперя
964,leben::V,živéti,живея
965,geboren werden::V,rodíti se,родя се
966,atmen::V,díhati,дишам
967,trinken::V,píti,пия
968,essen::V,jésti,ям
969,schlucken::V,požírati,гълтам
970,müde werden::V,péšati,уморя се
971,müde werden::V,utrúditi se,уморя се
972,einschlafen::V,zaspáti,заспя
973,schlafen::V,spáti,спя
974,aufwachen::V,zbudíti se,събудя се
975,aufstehen::V,vstáti,стана
976,sich erholen::V,oddahníti se,отдъхвам си
977,krank werden::V,oboléti,заболея
978,krank sein::V,bíti bolán,боледувам
979,schmerzen::V,boléti,боля
980,husten::V,kášljati,кашлям
981,genesen::V,okrévati,оздравея
982,sterben::V,umréti,умра
983,umkommen::V,pogíniti,загина
984,sich bewegen::V,zganíti se,движа се
985,sich bewegen::V,zganíti se,мърдам се
986,sich rühren::V,premakníti se,движа се
987,sich erheben::V,vstájati,стана
988,sich erheben::V,vzdígniti se,стана
989,sich setzen::V,sésti,седна
990,hinfallen::V,pásti dôl,падна
991,laufen::V,hodíti,ходя
992,schreiten::V,stópati,крача
993,spazierengehen::V,na sprehòd íti,разхождам се
994,eilen::V,drvéti,бързам
995,sich beeilen::V,hitéti,побързам
996,sausen::V,dírkati,тичам
997,rennen::V,dírjati,бягам
998,springen::V,skákati,скачам
999,klettern::V,plézati,катеря се
1000,schaukeln::V,kolébati,люлея се
1001,kriechen::V,pláziti se,лазя
1002,kriechen::V,pláziti se,пълзя
1003,schwimmen::V,plávati,плувам
1004,tauchen::V,potápljati se,гмуркам се
1005,rudern::V,vesláti,греба
1006,fahren::V,vozíti se,пътувам
1007,fahren::V,peljáti se,пътувам
1008,fliegen::V,létati,летя
1009,fliegen::V,létati,хвърча
1010,gehen::V,íti,ида
1011,gehen::V,íti,вървя
1012,weggehen::V,odíti,отида си
1013,abfahren::V,odpeljáti se,отпътувам
1014,anhalten::V,ustáviti se,спра се
1015,hineingehen::V,íti nóter,влизам
1016,eintreten::V,vstopíti,вляза
1017,kommen::V,príti,ида
1018,kommen::V,príti,дойда
1019,ankommen::V,prispéti,пристигна
1020,ankommen::V,prihájati,пристигна
1021,zurückkommen::V,vrníti se,върна се
1022,bleiben::V,ostáti,остана
1023,warten::V,čákati,чакам
1024,erwarten::V,pričakováti,очаквам
1025,suchen::V,iskáti,търся
1026,finden::V,nájti,намеря
1027,versuchen::V,poskúšati,опитам
1028,vorbereiten::V,pripráviti,подготвя
1029,lieben::V,ljubíti,любя
1030,mögen::V,márati,обичам
1031,lachen::V,smejáti se,смея се
1032,rühren::V,ganíti,трогна
1033,weinen::V,jókati,плача
1034,weinen::V,plákati,плача
1035,schimpfen::V,psováti,ругая
1036,schimpfen::V,psováti,псувам
1037,schimpfen::V,zmérjati,ругая
1038,schimpfen::V,zmérjati,псувам
1039,sich ärgern::V,jezíti se,ядосам се
1040,sich fürchten::V,báti se,боя се
1041,sich fürchten::V,báti se,страхувам се
1042,fürchten::V,báti se,боя се от
1043,fürchten::V,báti se,страхувам се от
1044,fliehen::V,bežáti,бягам
1045,flüchten::V,pobégniti,бягам
1046,flüchten::V,pobégniti,избягам
1047,sehen::V,vídeti,видя
1048,anschauen::V,oglédati,гледам
1049,ansehen::V,glédati,поглеждам
1050,hören::V,slíšati,чувам
1051,zuhören::V,poslúšati,слушам
1052,probieren::V,poskúšati,опитам
1053,riechen::V,dúhati,подуша
1054,fühlen::V,čutíti,усещам
1055,fühlen::V,čutíti,чувствувам
1056,scheinen::V,zdéti se,изглеждам
1057,zu sehen sein::V,vídeti se,виждам се
1058,vernehmen::V,čúti,доловя
1059,frieren::V,zébsti,мръзна
1060,tun::V,délati,правя
1061,können::V,môči,мога
1062,wollen::V,hotéti,ща
1063,wollen::V,hotéti,искам
1064,anfangen::V,začéti,започна
1065,beenden::V,dokončáti,свърша
1066,beenden::V,dokončáti,завърша
1067,aufhören::V,prenéhati,престана
1068,gelingen::V,uspéti,успея
1069,gelingen::V,uspéti,сполуча
1070,gelingen::V,posréčiti se,успея
1071,gelingen::V,posréčiti se,сполуча
1072,geraten::V,obnêsti se,удам се
1073,öffnen::V,odpréti,отворя
1074,schließen::V,zapréti,затворя
1075,stellen::V,postáviti,поставя
1076,setzen::V,posadíti,туря
1077,legen::V,položíti,сложа
1078,legen::V,položíti,слагам
1079,berühren::V,dotíkati se,докосна
1080,verbinden::V,obvézati,свържа
1081,bedecken::V,pokríti,покрия
1082,aufhängen::V,obésiti,закача
1083,anzünden::V,zažgáti,запаля
1084,aufheben::V,vzdígniti,вдигна
1085,aufheben::V,vzdígniti,повдигна
1086,zurücklassen::V,zapustíti,оставя
1087,verlieren::V,izgubíti,загубя
1088,fallen lassen::V,navréči,изпусна
1089,machen::V,naredíti,направя
1090,machen::V,napráviti,направя
1091,herstellen::V,izdélati,произведа
1092,bauen::V,gradíti,строя
1093,reparieren::V,popráviti,поправя
1094,verbessern::V,izbóljšati,подобря
1095,ändern::V,spremeníti,променя
1096,graben::V,kopáti,копая
1097,graben::V,grêbsti,копая
1098,beugen::V,upogníti,прегъна
1099,biegen::V,zavíjati,прегъна
1100,drehen::V,vrtéti,въртя
1101,wenden::V,obrníti,обърна
1102,umdrehen::V,zasúkati,обърна
1103,heben::V,dvígati,вдигам
1104,hochheben::V,privzdígniti,издигна
1105,ergreifen::V,zgrábiti,хвана
1106,ergreifen::V,zgrábiti,обхвана
1107,halten::V,držáti,държа
1108,drücken::V,tiščáti,натискам
1109,drücken::V,tiščáti,притискам
1110,schieben::V,ríniti,тикам
1111,kratzen::V,práskati,одраскам
1112,lecken::V,lízati,лижа
1113,lecken::V,lízati,ближа
1114,beißen::V,grísti,хапя
1115,beißen::V,grísti,ухапя
1116,abreißen::V,odtŕgati,откъсна
1117,abschneiden::V,odrézati,отрежа
1118,binden::V,vézati,вържа
1119,stecken::V,vtakníti,пъхна
1120,brechen::V,lomíti,троша
1121,klopfen::V,tólči,чукам
1122,hauen::V,séči,бия
1123,kleben::V,lépiti,лепя
1124,kleben::V,lépiti,залепя
1125,reiben::V,tréti,трия
1126,reiben::V,tréti,търкам
1127,reiben::V,dŕgniti,трия
1128,reiben::V,dŕgniti,търкам
1129,streichen::V,namázati,намажа
1130,schleifen::V,brúsiti,остря
1131,schneiden::V,rézati,режа
1132,rütteln::V,strésti,разтърсвам
1133,schütteln::V,majáti,клатя
1134,schütteln::V,majáti,друсам
1135,schwenken::V,obrníti,размахам
1136,schütten::V,sípati,сипя
1137,füllen::V,napolníti,напълня
1138,einwickeln::V,zavíti,увия
1139,einwickeln::V,zavíti,завия
1140,tragen::V,nêsti,нося
1141,schleppen::V,vláčiti,влача
1142,ziehen::V,vléči,тегля
1143,ziehen::V,vléči,дръпна
1144,aufbewahren::V,shranjeváti,съхраня
1145,werfen::V,lúčati,хвърля
1146,fangen::V,ujéti,ловя
1147,fangen::V,ujéti,уловя
1148,packen::V,prijéti,хвана
1149,verstecken::V,skríti,крия
1150,verstecken::V,skríti,скрия
1151,teilen::V,razdelíti,разделя
1152,schicken::V,pošíljati,изпращам
1153,bringen::V,prinêsti,донеса
1154,hinzufügen::V,pristáviti,прибавя
1155,bekommen::V,dobíti,сдобия се
1156,erhalten::V,prejéti,получа
1157,nehmen::V,vzéti,взема
1158,wählen::V,izbírati,избирам
1159,auswählen::V,izbráti,избера
1160,bewahren::V,ohraníti,пазя
1161,behindern::V,ovírati,преча
1162,behindern::V,ovírati,спъвам
1163,verderben::V,pokváriti,разваля
1164,beschädigen::V,poškodováti,повредя
1165,zerbrechen::V,razlomíti,счупя
1166,zerreißen::V,raztŕgati,скъсам
1167,zerstören::V,razrúšiti,разруша
1168,verbrennen::V,sežgáti,изгоря
1169,geben::V,dáti,дам
1170,reichen::V,séči,подам
1171,reichen::V,molíti,подам
1172,schenken::V,podáriti,подаря
1173,versprechen::V,obljubíti,обещая
1174,wünschen::V,vóščiti,желая
1175,loben::V,hváliti,хваля
1176,küssen::V,poljubováti,целувам
1177,wiegen::V,zíbati,люлея
1178,zudecken::V,pokríti,покрия
1179,wecken::V,zbudíti,събудя
1180,zeigen::V,pokázati,покажа
1181,führen::V,vêsti,водя
1182,führen::V,vêsti,заведа
1183,lehren::V,učíti,уча
1184,unterrichten::V,poučeváti,преподавам
1185,aufziehen::V,vzgojíti,отгледам
1186,leiten::V,uprávljati,ръководя
1187,leiten::V,uprávljati,управлявам
1188,antreiben::V,goníti,подкарвам
1189,lassen::V,povzročíti,накарам
1190,einladen::V,povábiti,поканя
1191,vereinigen::V,zdrúžiti,съединя
1192,besuchen::V,obiskáti,посетя
1193,treffen::V,pogodíti,срещна
1194,sich versammeln::V,zbráti se,събера се
1195,spielen::V,igráti se,играя
1196,singen::V,péti,пея
1197,tanzen::V,plésati,танцувам
1198,sich trennen::V,ločíti se,разделя се
1199,verlassen::V,zapustíti,напусна
1200,retten::V,réšiti,спася
1201,bewachen::V,strážiti,охранявам
1202,schützen::V,sčítiti,запазя
1203,verteidigen::V,braníti,защитя
1204,sich schlagen::V,têpsti se,бия се
1205,schießen::V,stréljati,стрелям
1206,siegen::V,zmágati,победя
1207,ärgern::V,jezíti,ядосам
1208,ärgern::V,razbúriti,ядосам
1209,schlagen::V,têpsti,бия
1210,schlagen::V,têpsti,ударя
1211,schlagen::V,udáriti,бия
1212,schlagen::V,udáriti,ударя
1213,treten::V,teptáti,ритам
1214,stechen::V,ubôsti,бодна
1215,stoßen::V,peháti,бутна
1216,stoßen::V,peháti,блъсна
1217,stoßen::V,drégniti,бутна
1218,stoßen::V,drégniti,блъсна
1219,stehlen::V,ukrásti,
1220,stehlen::V,pokrásti,
1221,stören::V,motíti,смутя
1222,belästigen::V,nadlegováti,отегча
1223,belästigen::V,nadlegováti,безпокоя
1224,verbergen::V,skríti,скрия
1225,täuschen::V,slepíti,измамя
1226,betrügen::V,várati,измамя
1227,betrügen::V,ogoljufáti,измамя
1228,töten::V,ubíti,убия
1229,töten::V,ubíti,умъртвя
1230,wohnen::V,prebívati,живея
1231,arbeiten::V,délati,работя
1232,sammeln::V,zbráti,събера
1233,pflücken::V,obráti,бера
1234,pflücken::V,obráti,откъсна
1235,jagen::V,lovíti,ловувам
1236,fischen::V,ribáriti,ловя риба
1237,fassen::V,zajéti,хвана
1238,hüten::V,pásti,пазя
1239,treiben::V,pogánjati,карам
1240,anbinden::V,privézati,завържа
1241,füttern::V,kŕmiti,храня
1242,melken::V,mólsti,доя
1243,hacken::V,sékati,сека
1244,gießen::V,ulíti,полея
1245,reifen::V,zoréti,узрея
1246,zubereiten::V,pripráviti,приготвя
1247,kochen::V,kúhati,варя
1248,backen::V,cvréti,пека
1249,braten::V,pêči,пържа
1250,umrühren::V,preméšati,разбъркам
1251,stricken::V,plêsti,плета
1252,nähen::V,šívati,шия
1253,färben::V,bárvati,боядисам
1254,reinigen::V,očístiti,почистя
1255,waschen::V,opráti,мия
1256,waschen::V,opráti,пера
1257,abwischen::V,obrísati,избърша
1258,spülen::V,splakováti,плакна
1259,fegen::V,pométati,измета
1260,kehren::V,mésti,мета
1261,baden::V,kópati se,къпя се
1262,sich waschen::V,umíti se,мия се
1263,ausziehen::V,izvléči,съблека
1264,anziehen::V,obléči,облека
1265,sich anziehen::V,obléči se,облека се
1266,kämmen::V,česáti,реша
1267,kämmen::V,česáti,вчеша
1268,schmücken::V,okrasíti,накича
1269,sagen::V,dejáti,кажа
1270,sprechen::V,govoríti,говоря
1271,reden::V,rêči,говоря
1272,sich unterhalten::V,razgovárjati se,разговарям
1273,fragen::V,vprášati,запитам
1274,bitten::V,prosíti,моля
1275,erzählen::V,práviti,разкажа
1276,mitteilen::V,naznániti,съобщя
1277,nennen::V,imenováti,нарека
1278,rufen::V,klícati,викам
1279,rufen::V,klícati,повикам
1280,prahlen::V,baháti se,хваля се
1281,übersetzen::V,prevêsti,преведа
1282,denken::V,mísliti,мисля
1283,glauben::V,verjéti,вярвам
1284,bemerken::V,opáziti,забележа
1285,erkennen::V,spoznáti,позная
1286,begreifen::V,pôjmiti,схвана
1287,verstehen::V,razuméti,разбера
1288,lernen::V,učíti se,уча се
1289,wissen::V,znáti,зная
1290,wissen::V,védeti,зная
1291,sich erinnern an::V,spómniti se,спомня си за
1292,vergessen::V,pozábiti,забравя
1293,messen::V,mériti,меря
1294,zählen::V,štéti,броя
1295,rechnen::V,račúnati,сметна
1296,lesen::V,bráti,чета
1297,lesen::V,čítati,чета
1298,malen::V,slíkati,рисувам
1299,zeichnen::V,rísati,рисувам
1300,schreiben::V,písati,пиша
1301,besitzen::V,iméti,имам
1302,besitzen::V,iméti,притежавам
1303,kaufen::V,kupíti,купя
1304,kaufen::V,kupíti,купувам
1305,verkaufen::V,prodáti,продам
1306,bezahlen::V,pláčati,заплатя
1307,zahlen::V,plačeváti,платя
1308,beherrschen::V,obvládati,владея
1309,ertragen::V,prenêsti,понеса
1310,Verstand::N,,ум
1311,Verstand::N,,разум
