,Concept_ID,ps,ka
266,Tante::N,خاله,მამიდა
267,Ehemann::N,مېړه,ქმარი
268,Ehefrau::N,مېرمن,ცოლი
269,Freude::N,خوشحالي,სიხარული
270,Gelächter::N,خندا,სიცილი
271,Glück::N,بخت,ბედნიერება
272,Kummer::N,غم,მწუხარება
273,Wunsch::N,هيله,წადილი
274,Wunsch::N,هيله,სურვილი
275,Wunsch::N,غوښتنه,წადილი
276,Wunsch::N,غوښتنه,სურვილი
277,Lust::N,شوق,წადილი
278,Lust::N,مینه,წადილი
279,Geist::N,روح,სული
280,Gedanke::N,فکر,ფიქრი
281,Gedächtnis::N,یاد,მეხსიერება
282,Gedächtnis::N,حافظه,მეხსიერება
283,Verstand::N,عقل,ჭკუა
284,Verstand::N,عقل,გონება
285,Verstand::N,شعور,ჭკუა
286,Verstand::N,شعور,გონება
287,Sinn::N,معنی,მნიშვნელობა
288,Grund::N,علت,მიზეზი
289,Grund::N,اساس,მიზეზი
290,Wahrheit::N,حقیقت,სიმართლე
291,Wahrheit::N,حقیقت,ჭეშმარიტება
292,Gespräch::N,مرکه,ბაასი
293,Gespräch::N,مرکه,საუბარი
294,Gespräch::N,خبرې اترې,ბაასი
295,Gespräch::N,خبرې اترې,საუბარი
296,Märchen::N,افسانه,არაკი
297,Märchen::N,افسانه,ზღაპარი
298,Erzählung::N,قصه,თქმულება
299,Erzählung::N,کیسه,თქმულება
300,Nachricht::N,خبر,ცნობა
301,Nachricht::N,خبر,ამბავი
302,Neuigkeit::N,نوی خبر,სიახლე
303,Name::N,نوم,სახელი
304,Rätsel::N,کیسۍ,გამოცანა
305,Rätsel::N,چیستان,გამოცანა
306,Rede::N,وینا,სიტყვა
307,Sprache::N,ژبه,ენა
308,Stimme::N,غږ,ხმა
309,Stimme::N,اواز,ხმა
310,Wort::N,لغت,სიტყვა
311,Wort::N,کلمه,სიტყვა
312,Zeichen::N,نښه,ნიშანი
313,Zeichen::N,اشاره,ნიშანი
314,Ruf::N,ږغ,ძახილი
315,Ruf::N,بلنه,ძახილი
316,Lärm::N,غالمغال,ხმაური
317,Laut::N,ږغ,ხმა
318,Laut::N,ږغ,ბგერა
319,Ton::N,اواز,ტონი
320,Lied::N,غزله,სიმღერა
321,Lied::N,سندره,სიმღერა
322,Ruhe::N,ارامي,სიწყნარე
323,Leute::N,خلک,ადამიანები
324,Volk::N,ولس,ერი
325,Volk::N,ولس,ხალხი
326,Arbeit::N,کار,მუშაობა
327,Gast::N,مېلمه,სტუმარი
328,Geschenk::N,تحفه,საჩუქარი
329,Geschenk::N,سوغات,საჩუქარი
330,Spiel::N,لوبه,თამაში
331,Gesellschaft::N,ډله,საზოგადოება
332,Hilfe::N,کومک,შველა
333,Hilfe::N,کومک,დახმარება
334,Hilfe::N,مرسته,შველა
335,Hilfe::N,مرسته,დახმარება
336,Freund::N,ملګری,მეგობარი
337,Kamerad::N,انډيوال,ამხანაგი
338,Angelegenheit::N,موضوع,საქმე
339,Anzahl::N,شمېر,ოდენობა
340,Anzahl::N,تعداد,ოდენობა
341,Art::N,ډول,სახეობა
342,Stück::N,ټوټه,ნატეხი
343,Teil::N,برخه,წილი
344,Hälfte::N,نیم,ნახევარი
345,Kreis::N,دایره,წრე
346,Kreuz::N,صلیب,ჯვარი
347,Linie::N,خط,ხაზი
348,Linie::N,لیکه,ხაზი
349,Strich::N,کرښه,შტრიხი
350,Abstand::N,فاصله,მანძილი
351,Entfernung::N,واټن,სიშორე
352,Gegend::N,سیمه,არე
353,Gegend::N,سیمه,მხარე
354,Gegend::N,منطقه,არე
355,Gegend::N,منطقه,მხარე
356,Platz::N,ځای,ფართობი
357,Ort::N,ځای,ადგილი
358,Seite::N,مخ,მხარე
359,Seite::N,اړخ,მხარე
360,Mitte::N,وسط,შუა
361,Mitte::N,مینځ,შუა
362,Gegenstand::N,شی,საგანი
363,Sache::N,شی,ნივთი
364,Sache::N,څيز,ნივთი
365,Rand::N,څنډه,კიდე
366,Rand::N,کناره,კიდე
367,Kante::N,اړخ,ნაწიბული
368,Ecke::N,ګوټ,კუთხე
369,Spitze::N,څوکه,წვეტი
370,Ende::N,څوکه,ბოლო
371,Loch::N,سوری,ხვრელი
372,Winkel::N,کنج,კუთხე
373,Winkel::N,کوتی,კუთხე
374,Muster::N,نمونه,მოხატულობა
375,Größe::N,قد,ზომა
376,Größe::N,قد,სიდიდე
377,Größe::N,لويوالی,ზომა
378,Größe::N,لويوالی,სიდიდე
379,Länge::N,طول,სიგრძე
380,Länge::N,اوږد والی,სიგრძე
381,Höhe::N,جګوالی,სიმაღლე
382,Gewicht::N,وزن,წონა
383,Menge::N,اندازه,რაოდენობა
384,Haufen::N,کوټه,გროვა
385,Reihe::N,صف,რიგი
386,Reihe::N,صف,წყება
387,Reihe::N,کتار,რიგი
388,Reihe::N,کتار,წყება
389,Boot::N,قايق,გემი
390,Ruder::N,چپه,ხოფი
391,Ruder::N,چپه,ნიჩაბი
392,Schlitten::N,ښویېدونی,მარხილი
393,Ski::N,سکي,თხილამური
394,Lagerfeuer::N,اور,კოცონი
395,Last::N,بار,ტვირთი
396,Last::N,پېټی,ტვირთი
397,Gang::N,تګ,სვლა
398,Schritt::N,ګام,ბიჯი
399,Norden::N,شمال,ჩრდილოეთი
400,Süden::N,سوېل,სამხრეთი
401,Westen::N,لوېدېځ,დასავლეთი
402,Osten::N,شرق,აღმოსავლეთი
403,Osten::N,ختیځ,აღმოსავლეთი
404,Holz::N,لرګی,ხე
405,Brett::N,تخته,დაფა
406,Brett::N,تخته,ფიცარი
407,Platte::N,تخته,თლილი ქვა
408,Stütze::N,تکیوان,საყრდენი
409,Stange::N,ډاګه,ჭოკი
410,Stock::N,لرګی,კეტი
411,Stab::N,چيخله,ლატანი
412,Rohr::N,نل,მილაკი
413,Haus::N,کور,სახლი
414,Heim::N,کور,ოჯახის კერა
415,Ofen::N,تودنۍ,ღუმელი
416,Fußboden::N,غولی,იატაკი
417,Tisch::N,مېز,სუფრა
418,Tisch::N,مېز,მაგიდა
419,Stuhl::N,چوکۍ,სკამი
420,Wiege::N,زانګو,აკვანი
421,Bett::N,کټ,საწოლი
422,Bett::N,کټ,სარეცელი
423,Bett::N,چپرکټ,საწოლი
424,Bett::N,چپرکټ,სარეცელი
425,Regal::N,تاخچۍ,თაროები
426,Kiste::N,صندوق,ყუთი
427,Kiste::N,صندوق,სკივრი
428,Fenster::N,کړکۍ,ფანჯარა
429,Fenster::N,کړکۍ,სარკმელი
430,Tür::N,دروازه,ბჭე
431,Tür::N,دروازه,კარი
432,Tor::N,دروازه,ჭიშკარი
433,Zaun::N,کټاره,ღობე
434,Zaun::N,کټاره,გალავანი
435,Dach::N,بام,სახურავი
436,Leiter::N,زينه,კიბე
437,Besen::N,جارو,ცოცხი
438,Spaten::N,یوم,ნიჩაბი
439,Schaufel::N,بېلچه,ბარი
440,Gabel::N,پنجه,ჩანგალი
441,Löffel::N,کاشوغه,კოვზი
442,Messer::N,چاقو,დანა
443,Nagel::N,ميخ,ლურსმანი
444,Netz::N,جال,ბადე
445,Haken::N,څنګک,კავი
446,Haken::N,څنګک,კაუჭი
447,Griff::N,لاستی,ტარი
448,Schloss::N,کلپ,კლიტე
449,Schloss::N,کلپ,საკეტი
450,Bild::N,رسم,სურათი
451,Figur::N,قدوقامت,ფიგურა
452,Puppe::N,ګوډۍ,თოჯინა
453,Beutel::N,کڅوړه,პარკი
454,Bündel::N,دسته,გალა
455,Bündel::N,دسته,ასხმა
456,Tasche::N,بکس,ჩანთა
457,Tasche::N,توبره,ჩანთა
458,Eimer::N,سطل,ჩამჩა
459,Deckel::N,سرپوښ,ხუფი
460,Deckel::N,سرپوښ,სარქველი
461,Geschirr::N,لوښی,ჭურჭელი
462,Sack::N,جوال,ტომარა
463,Tasse::N,پیاله,ფინჯანი
464,Topf::N,دېګی,ქოთანი
465,Kessel::N,دېګ,ქვაბი
466,Essen::N,خوراک,ჭამა
467,Nahrung::N,خوراک,საზრდო
468,Nahrung::N,خوراک,საკვები
469,Speise::N,خواړه,საჭმელი
470,Fleisch::N,غوښه,ხორცი
471,Getreide::N,غله,მარცვლოვანი
472,Brei::N,اوګره,ფაფა
473,Brot::N,ډوډۍ,პური
474,Scheibe::N,مړۍ,ნაჭერი
475,Fett::N,غوړي,ქონი
476,Fett::N,غوړي,ცხიმი
477,Butter::N,کوچ,კარაქი
478,Öl::N,تېل,ზეთი
479,Salz::N,مالګه,მარილი
480,Suppe::N,شوربا,სუფი
481,Honig::N,شات,თაფლი
482,Milch::N,شوده,რძე
483,Tee::N,چای,ჩაი
484,Leder::N,څرمن,ტყავი
485,Wolle::N,پشم,მატყლი
486,Stoff::N,ټوټه,ქსოვილი
487,Nadel::N,ستن,ნემსი
488,Faden::N,تار,ძაფი
489,Faden::N,تار,მკედი
490,Knopf::N,تڼۍ,ღილი
491,Knopf::N,تکمه,ღილი
492,Knoten::N,غوټه,ნასკვი
493,Farbe::N,رنګ,საღებავი
494,Kleidung::N,کالي,ტანსაცმელი
495,Hemd::N,کميس,ხალათი
496,Hemd::N,کميس,პერანგი
497,Kragen::N,غاړه,საყელო
498,Ärmel::N,لستوڼی,სახელო
499,Hose::N,پطلون,შარვალი
500,Gürtel::N,کمربند,ქამარი
501,Mütze::N,خولۍ,ქუდი
502,Schuh::N,بوټ,ფეხსაცმელი
503,Stiefel::N,موزه,ჩექმა
504,Ring::N,ګوته,ბეჭედი
505,Band::N,فيته,ბაფთი
506,Kamm::N,ګمنځ,სავარცხელი
507,Spiegel::N,ایینه,სარკე
508,Spiegel::N,هنداره,სარკე
509,Riemen::N,تسمه,ღვედი
510,Schnur::N,مزی,ლარი
511,Leine::N,رسۍ,ჯაჭვი
512,Decke::N,بړستن,საბანი
513,Kissen::N,بالښت,ბალიში
514,Tuch::N,ټیکری,მაუდი
515,Tuch::N,ټیکری,თავშალი
516,Handtuch::N,دسمال,ხელსახოცი
517,Kraft::N,زور,ძალა
518,Kraft::N,توان,ძალა
519,Stärke::N,قوت,ღონე
520,Gesundheit::N,صحت,ჯანმრთელობა
521,Gesundheit::N,روغتیا,ჯანმრთელობა
522,Krankheit::N,مرض,სენი
523,Krankheit::N,مرض,ავადმყოფობა
524,Krankheit::N,ناروغي,სენი
525,Krankheit::N,ناروغي,ავადმყოფობა
526,Schmerz::N,درد,ტკივილი
527,Wunde::N,ټپ,იარი
528,Wunde::N,ټپ,ჭრილობა
529,Wunde::N,زخم,იარი
530,Wunde::N,زخم,ჭრილობა
531,Fieber::N,تبه,ციება
532,Arznei::N,دوا,წამალი
533,Arznei::N,دارو,წამალი
534,Brücke::N,پول,ხიდი
535,Brunnen::N,څاه,ჭა
536,Brunnen::N,کوهی,ჭა
537,Weide::N,وله,საძოვარი
538,Pfad::N,تړه,ბილიკი
539,Weg::N,لیار,გზა
540,Straße::N,سړک,შარაგზა
541,Dorf::N,کلی,დაბა
542,Dorf::N,کلی,სოფელი
543,Stadt::N,ښار,ქალაქი
544,Brief::N,لیک,წერილი
545,Brief::N,مکتوب,წერილი
546,Buch::N,کتاب,წიგნი
547,Buchstabe::N,حرف,ასო
548,Buchstabe::N,توری,ასო
549,Zeitung::N,اخبار,გაზეთი
550,Leben::N,ژوند,სიცოცხლე
551,Tod::N,مرګ,სიკვდილი
552,Tod::N,مړینه,სიკვდილი
553,Grab::N,قبر,სამარე
554,Grab::N,قبر,საფლავი
555,Grab::N,ډورۍ,სამარე
556,Grab::N,ډورۍ,საფლავი
557,Kirche::N,کلیسا,ეკლესია
558,Sünde::N,ګناه,ცოდვა
559,Gott::N,خدای,ღმერთი
560,Arbeiter::N,کاریګر,მუშა
561,Chef::N,آمر,გამგე
562,Meister::N,استاد,ოსტატი
563,Arzt::N,طبیب,ექიმი
564,Arzt::N,طبیب,მკურნალი
565,Arzt::N,ډاکټر,ექიმი
566,Arzt::N,ډاکټر,მკურნალი
567,Lehrer::N,معلم,მასწავლებელი
568,Lehrer::N,ښوونکی,მასწავლებელი
569,Geld::N,پیسې,ფული
570,Geschäft::N,سوداګري,საქმე
571,Geschäft::N,سوداګري,ბიზნესი
572,Laden::N,دکان,დუქანი
573,Laden::N,دکان,მაღაზია
574,Laden::N,مغازه,დუქანი
575,Laden::N,مغازه,მაღაზია
576,Preis::N,بیه,ფასი
577,Ware::N,مال,საქონელი
578,Nutzen::N,ګټه,ხეირი
579,Reichtum::N,شتمني,სიმდიდრე
580,Welt::N,نړۍ,მსოფლიო
581,Welt::N,دنیا,მსოფლიო
582,Land::N,هېواد,მხარე
583,Land::N,هېواد,ქვეყანა
584,Staat::N,دولت,სახელმწიფო
585,König::N,باچا,მეფე
586,König::N,پادشاه,მეფე
587,Macht::N,قدرت,ძლიერება
588,Grenze::N,حد,ზღვარი
589,Grenze::N,سرحد,ზღვარი
590,Krieg::N,جګړه,ომი
591,Feind::N,دښمن,მტერი
592,Gewalt::N,زور,სისასტიკე
593,Gewalt::N,تشدد,სისასტიკე
594,Kampf::N,جنګ,ბრძოლა
595,Kampf::N,مبارزه,ბრძოლა
596,Bogen[Waffe]::N,لیندۍ,მშვილდი
597,Pfeil::N,غشی,ისარი
598,Pfeil::N,غشی,მახვილი
599,Gewehr::N,ټوپک,თოფი
600,Gewehr::N,ټوپک,შაშხანა
601,Fehler::N,خطا,შეცდომა
602,Fehler::N,غلطي,შეცდომა
603,Lüge::N,دروغ,სიცრუე
604,Schaden::N,زیان,ვნება
605,Schaden::N,تاوان,ვნება
606,Unglück::N,بدبختي,ხიფათი
607,Unglück::N,بدبختي,უბედურება
608,Schuld::N,ګناه,ბრალი
609,Alter::N,منګ,ასაკი
610,Schluss::N,اخر,ბოლო
611,Schluss::N,اخر,დასასრული
612,Zeit::N,وخت,დრო
613,Tag::N,ورځ,დღე
614,Morgen::N,سبا,დილა
615,Morgen::N,سهار,დილა
616,Mittag::N,غرمه,შუადღე
617,Abend::N,ماښام,საღამო
618,Nacht::N,شپه,ღამე
619,Woche::N,اونۍ,კვირა
620,Monat::N,مياشت,თვე
621,Jahr::N,کال,წელი
622,Frühling::N,پسرلی,გაზაფხული
623,Sommer::N,دوبی,ზაფხული
624,Herbst::N,منی,შემოდგომა
625,Herbst::N,خزان,შემოდგომა
626,Winter::N,ژمی,ზამთარი
627,Januar::N,جنوري,იანვარი
628,Februar::N,فبروري,თებერვალი
629,März::N,مارچ,მარტი
630,April::N,اپریل,აპრილი
631,Mai::N,مې,მაისი
632,Juni::N,جون,ივნისი
633,Juli::N,جولای,ივლისი
634,August::N,اګست,აგვისტო
635,September::N,سپټامبر,სექტემბერი
636,Oktober::N,اکتوبر,ოქტომბერი
637,November::N,نومبر,ნოემბერი
638,Dezember::N,دسمبر,დეკემბერი
639,Montag::N,دوشنبه,ორშაბათი
640,Dienstag::N,سه شنبه,სამშაბათი
641,Mittwoch::N,چارشنبه,ოთხშაბათი
642,Donnerstag::N,پنجشنبه,ხუთშაბათი
643,Freitag::N,جمعه,პარასკევი
644,Samstag::N,خالي,შაბათი
645,Sonntag::N,یکشنبه,კვირა
646,groß::A,لوی,დიდი
647,klein::A,وړوکی,მცირე
648,klein::A,وړوکی,პატარა
649,lang::A,اوړد,გრძელი
650,kurz::A,لنډ,მოკლე
651,breit::A,پراخه,ფართო
652,breit::A,پراخه,განიერი
653,schmal::A,تنګ,ვიწრო
654,schmal::A,تنګ,წვრილი
655,dicht::A,ګڼ,მჭიდრო
656,dick[Gegenstand]::A,پنډ,სქელი
657,dünn::A,نری,წვრილი
658,fein::A,نازک,თხელი
659,fest::A,کلک,მყარი
660,fest::A,ټینګ,მყარი
661,flach::A,هوار,ბრტყელი
662,glatt::A,ښوی,გლუ
663,hart::A,کلک,მაგარი
664,weich::A,نرم,რბილი
665,weich::A,پوست,რბილი
666,rund::A,ګرد,მრგვალი
667,spitz::A,تېره,წვეტიანი
668,scharf::A,تېز,მჭრელი
669,scharf::A,تېره,მჭრელი
670,stumpf::A,پڅ,ბლაგვი
671,schwer::A,دروند,მძიმე
672,schön::A,ښکلی,ლამაზი
673,heiß::A,تود,ცხელი
674,warm::A,تود,თბილი
675,kalt::A,ېخ,ცივი
676,kalt::A,سوړ,ცივი
677,kühl::A,ېخ,გრილი
678,kühl::A,سوړ,გრილი
679,frisch::A,تازه,სუფთა
680,feucht::A,مرطوب,ნოტიო
681,nass::A,لوند,სველი
682,trocken::A,وچ,მშრალი
683,voll::A,ډک,სავსე
684,leer::A,خالی,ცარიელი
685,offen::A,خلاص,ღია
686,offen::A,خلاص,გაშლილი
687,offen::A,پرانیستی,ღია
688,offen::A,پرانیستی,გაშლილი
689,geschlossen::A,تړلی,დახურული
690,sauber::A,پاک,სუფთა
691,sauber::A,پاک,წმინდა
692,schmutzig::A,چټل,ტალახიანი
693,roh::A,خام,უმი
694,reif::A,پوخ,მწიფე
695,reif::A,رسېدلی,მწიფე
696,lecker::A,خوندور,გემრიელი
697,lecker::A,مزه دار,გემრიელი
698,süß::A,خوږ,ტკბილი
699,süß::A,شیرین,ტკბილი
700,bitter::A,تریخ,მწარე
701,sauer::A,ټاک,მჟავე
702,sauer::A,تريو,მჟავე
703,hell::A,روڼ,ნათელი
704,hell::A,روښان,ნათელი
705,dunkel::A,تیاره,ბნელი
706,schwarz::A,تور,შავი
707,weiß::A,سپين,თეთრი
708,rot::A,سور,წითელი
709,gelb::A,زېړ,ყვითელი
