,Concept_ID,ku,cs
829,passieren::V,hatin serê kesî,stát se
830,beginnen::V,li dest pêkirin,počít
831,enden::V,xalas bû,končit
832,enden::V,xalas bû,skončit
833,wechseln::V,guherandin,měnit se
834,wechseln::V,dêgiş kirin,měnit se
835,aufgehen[Sonne]::V,hilatin,vyjít
836,untergehen[Sonne]::V,çun ava,zapadnout
837,scheinen[Sonne]::V,şewk de,svítit
838,donnern::V,gire-gir,hřmět
839,wehen::V,ba le de,vát
840,wehen::V,ba le de,vanout
841,strömen::V,xwe girtin,proudit
842,fließen::V,herikîn,téct
843,sich drehen::V,xwe zivirandin,točit se
844,schwanken::V,hejandin,kolísat
845,schwanken::V,hejandin,houpat se
846,schwingen::V,libakirin,kývat se
847,fallen::V,ketin,padat
848,brennen::V,şewitîn,hořet
849,rauchen::V,kişandin,kouřit
850,regnen::V,bahran tê,pršet
851,gefrieren::V,qefilandin,zamrznout
852,tauen::V,helandin,tát
853,schmelzen::V,helandin,tavit
854,trocknen::V,zuwabûn,schnout
855,sieden::V,kelîn,vřít
856,faulen::V,xerabûn,hnít
857,verfaulen::V,xerabûn,shnít
858,reißen::V,jêkirin,roztrhat se
859,versinken::V,xerq bûn,topit se
860,versinken::V,xerq bûn,ponořit se
861,vergehen::V,derbas bûn,plynout
862,erscheinen::V,peyda bûn,objevit se
863,verschwinden::V,wendabûn,zmizet
864,sinken::V,noq bûn,klesat
865,abnehmen::V,kêm bûn,ubýt
866,zunehmen::V,qelew bûn,přibýt
867,steigen::V,hildan,stoupat
868,wachsen::V,mezin bûn,růst
869,glänzen::V,biriqîn,lesknout se
870,funkeln::V,çikisîn,jiskřit se
871,lärmen::V,guşîn,dělat hluk
872,läuten::V,lê de,zvonit
873,klingeln::V,sîl dan,zvonit
874,klingeln::V,ringerin,zvonit
875,klirren::V,zingzing hat,řinčet
876,brausen::V,guşîn,hučet
877,rauschen::V,guşîn,šumět
878,klingen::V,deng pe ketin,znít
879,bellen::V,kewtîn,štěkat
880,heulen::V,ûrîn,výt
881,blasen::V,puf kirin,foukat
882,pfeifen::V,fîkandin,pískat
883,schreien::V,qîrîn,křičet
884,stöhnen::V,nalîn,sténat
885,zittern::V,hejîn,třást se
886,leben::V,jihîn,žít
887,geboren werden::V,hatin dinyê,rodit se
888,geboren werden::V,bûn,rodit se
889,atmen::V,hilmijîn,dýchat
890,trinken::V,vexwarin,pít
891,essen::V,xwarin,jíst
892,schlucken::V,daqulbandin,polykat
893,müde werden::V,betilîln,unavit se
894,müde werden::V,qerimîn,unavit se
895,einschlafen::V,razan,usnout
896,schlafen::V,razan,spát
897,schlafen::V,razandin,spát
898,aufwachen::V,şiyarbûn,probudit se
899,aufstehen::V,rabûn,vstát
900,sich erholen::V,baş bûn,zotavovat se
901,krank werden::V,nexweş kêt,onemocnět
902,krank sein::V,nexweş bû,být nemocný
903,schmerzen::V,êşandin,bolet
904,husten::V,kuxin,kašlat
905,genesen::V,baş bûn,uzdravit se
906,sterben::V,mirin,umřít
907,umkommen::V,mirin,zahynout
908,sich bewegen::V,leqîn,pohnout se
909,sich rühren::V,leqîn,hnout se
910,sich erheben::V,rabûn,zdvihnout se
911,sich setzen::V,runiştin,posadit se
912,hinfallen::V,kêtin,upadnout
913,laufen::V,meşîn,běžet
914,schreiten::V,meşkirin,kráčet
915,spazierengehen::V,gerandin,procházet se
916,eilen::V,lezandin,spěchat
917,sich beeilen::V,zûkirin,pospíšit si
918,sausen::V,fîzîn,fičet
919,rennen::V,baz dan,pádit
920,springen::V,hilpekîn,skákat
921,klettern::V,hilperikîn,lézt
922,klettern::V,hilperikîn,šplhat
923,schaukeln::V,lorandin,houpat
924,kriechen::V,xuşandin,lézt
925,kriechen::V,xuşandin,plazit se
926,schwimmen::V,avjenîn,plavat
927,tauchen::V,qutxuyardin,nořit se
928,tauchen::V,noqîn,nořit se
929,rudern::V,qaîq ajotin,veslovat
930,fahren::V,ajotin,jet
931,fahren::V,ajotin,jezdit
932,fliegen::V,firîn,létat
933,gehen::V,çûn,jít
934,weggehen::V,çûn,odejít
935,abfahren::V,çûyin,odjet
936,anhalten::V,rawestîn,zastavit se
937,hineingehen::V,ketin hundir,vcházet se
938,eintreten::V,têketin,vstoupit
939,kommen::V,hatin,přijít
940,ankommen::V,gihan,dojít
941,ankommen::V,gihîştin,dojít
942,zurückkommen::V,vegerandin,vrátit se
943,bleiben::V,sekinîn,zůstat
944,warten::V,payîn,čekat
945,erwarten::V,payîn,čekat na
946,suchen::V,lêgerîn,hledat
947,finden::V,peyda kirin,najít
948,versuchen::V,çeribandin,zkoušet
949,vorbereiten::V,amade kirin,připravit
950,lieben::V,hez kirin,milovat
951,mögen::V,dil kirin,mít rád
952,lachen::V,kenîn,smát se
953,rühren::V,hêjan,dojmout
954,weinen::V,girîn,plakat
955,schimpfen::V,pevçûn,nadávat
956,sich ärgern::V,enirîn,pohoršit se
957,sich fürchten::V,tirsîn,bát se
958,fürchten::V,tirsin,bát se
959,fliehen::V,bazdan,utéct
960,flüchten::V,revîn,prchnout
961,sehen::V,dîtin,vidět
962,anschauen::V,sêr kirin,podívat se na
963,ansehen::V,hesibandin,sledovat
964,hören::V,guhdar jirin,slyšet
965,zuhören::V,guhdarî kirin,poslouchat
966,probieren::V,tehm kirin,ochutnávat
967,riechen::V,bihn kirin,cítit
968,fühlen::V,hîs kirin,cítit
969,scheinen::V,xoyer kir,zdát se
970,zu sehen sein::V,diyar bûn,moci být viděn
971,vernehmen::V,bihîstin,uslyšet
972,frieren::V,qerişîn,mrznout
973,tun::V,kirin,dělat
974,können::V,karin,moct
975,wollen::V,xwestîn,chtít
976,anfangen::V,dest pêkirin,začít
977,beenden::V,xelas kirin,ukončit
978,aufhören::V,xelas kirin,přestat
979,gelingen::V,çe bûn,podařit se
980,geraten::V,qewîmîn,dařit se
981,öffnen::V,vekirin,otevřít
982,schließen::V,girtin,zavřít
983,stellen::V,danîn,postavit
984,setzen::V,rûniştin,posadit
985,legen::V,danîn,klást
986,legen::V,danîn,položit
987,legen::V,razandin,klást
988,legen::V,razandin,položit
989,berühren::V,lêketin,dotýkat se
990,verbinden::V,anîn pê,spojit
991,bedecken::V,sergirtin,pokrýt
992,aufhängen::V,aliqandin,oběsit
993,aufhängen::V,aliqandin,pověsit
994,anzünden::V,pêxistin,zapálit
995,anzünden::V,pêxistin,podpálit
996,aufheben::V,hildan,zvednout
997,aufheben::V,hildan,zdvihnout
998,zurücklassen::V,hiştin,zanechat
999,zurücklassen::V,vehiştin,zanechat
1000,verlieren::V,wendakirin,ztratit
1001,fallen lassen::V,xistin bixe,upustit
1002,fallen lassen::V,xistin,upustit
1003,machen::V,kirin,udělat
1004,machen::V,çêkirin,udělat
1005,herstellen::V,çê kirin,vyrobit
1006,herstellen::V,peyda kirin,vyrobit
1007,bauen::V,lêkirin,stavět
1008,bauen::V,lêkirin,budovat
1009,reparieren::V,veherînerîn,opravit
1010,verbessern::V,sererastkirin,zlepšit
1011,ändern::V,degiş kirin,změnit
1012,graben::V,kolandin,rýt
1013,graben::V,kolandin,kopat
1014,beugen::V,tewîn,ohnout
1015,beugen::V,xwar kirin,ohnout
1016,biegen::V,tewandin,ohnout
1017,biegen::V,xwarkirin,ohnout
1018,drehen::V,fitilandin,točit
1019,wenden::V,zivîrin,obrátit
1020,umdrehen::V,vegerandin,obrátit
1021,heben::V,hildan,zdvihnout
1022,hochheben::V,hildan,zvednout
1023,ergreifen::V,dest avêtin,chopit se
1024,halten::V,hîştin,držet
1025,halten::V,sekinîn,držet
1026,drücken::V,pêl kirin,stisknout
1027,schieben::V,damdan,posouvat
1028,kratzen::V,xurandin,škrábat
1029,lecken::V,alastin,lízat
1030,beißen::V,gez kirin,kousat
1031,abreißen::V,hilşandin,utrhat
1032,abreißen::V,hilşandin,odtrhat
1033,abschneiden::V,jêkirin,uřezat
1034,abschneiden::V,jêkirin,ukrojit
1035,binden::V,girêdan,přivázat
1036,stecken::V,têxistin,strčit
1037,brechen::V,şikandin,lomit
1038,klopfen::V,kutandin,ťukat
1039,klopfen::V,kutandin,klepat
1040,hauen::V,li dan,bít
1041,kleben::V,zeliqîn,lepit
1042,kleben::V,şirêz kirin,lepit
1043,reiben::V,firikandin,třít
1044,streichen::V,bax dan,mazat
1045,schleifen::V,çarkirin,brousit
1046,schneiden::V,jêkirin,řezat
1047,schneiden::V,jêkirin,střihat
1048,rütteln::V,hejandin,třást
1049,rütteln::V,hejandin,otřást
1050,schütteln::V,daweşîn,třást
1051,schütteln::V,daweşîn,zatřást
1052,schwenken::V,têwdan,mávat
1053,schütten::V,rijandin,nasypat
1054,füllen::V,dagirtin,naplnit
1055,einwickeln::V,pêçandin,zavinout
1056,tragen::V,kişandin,nést
1057,tragen::V,rajtin,nést
1058,schleppen::V,kişandin,vléct
1059,ziehen::V,kişandin,tahat
1060,ziehen::V,kişandin,táhnout
1061,aufbewahren::V,hilandin,schovat
1062,werfen::V,avêtin,házet
1063,fangen::V,sem kirin,chytat
1064,fangen::V,girtin,chytat
1065,packen::V,pê girtin,uchvátit
1066,verstecken::V,hîlanin,schovat
1067,teilen::V,parvekirin,rozdělit
1068,schicken::V,şandin,posílat
1069,bringen::V,anîn,přinést
1070,bringen::V,birin,přinést
1071,hinzufügen::V,dan ser,připojit
1072,hinzufügen::V,li tiştekî zêde kirin,připojit
1073,bekommen::V,standin,dostat
1074,erhalten::V,standin,uchovat
1075,nehmen::V,girtin,vzít
1076,wählen::V,ray dan,zvolit
1077,auswählen::V,bijartin,vybrat
1078,bewahren::V,rê li ber girtin,uchránit
1079,bewahren::V,lê xwedî derketin,uchránit
1080,behindern::V,bara wi,překážet
1081,verderben::V,heram bûn,zkazit
1082,beschädigen::V,xerab kirin,porušit
1083,beschädigen::V,xerab kirin,poškodit
1084,zerbrechen::V,şikênandin,rozlámat
1085,zerbrechen::V,perçe kirin,rozlámat
1086,zerreißen::V,qelişandin,roztrhnout
1087,zerstören::V,hilşandin,zničit
1088,verbrennen::V,şewitandin,spálit
1089,geben::V,dan,dát
1090,geben::V,dayin,dát
1091,reichen::V,besbûn,podat
1092,reichen::V,têrkirin,podat
1093,schenken::V,diyarî kirin,darovat
1094,versprechen::V,soz dan,slíbit
1095,wünschen::V,dil kirin,přát
1096,loben::V,pesinandin,chválit
1097,küssen::V,maçkirin,líbat
1098,wiegen::V,lorandin,chovat
1099,wiegen::V,lorandin,kolébat
1100,wiegen::V,wezinandin,chovat
1101,wiegen::V,wezinandin,kolébat
1102,zudecken::V,nixumandin,přikrýt
1103,zudecken::V,nixumandin,přiklopit
1104,wecken::V,bixwe hesandin,vzbudit
1105,zeigen::V,şanîdan,ukázat
1106,führen::V,raber kirin,vést
1107,lehren::V,hîn kirin,učit
1108,unterrichten::V,ders dan,vyučovat
1109,aufziehen::V,mesinkirin,vychovat
1110,leiten::V,rêberî kirin,vodit
1111,antreiben::V,bezandin,nutit
1112,lassen::V,berdan,dát
1113,lassen::V,hiştin,dát
1114,einladen::V,dawet kirin,pozvat
1115,vereinigen::V,bi yek kirin,spojit
1116,besuchen::V,mêvan bûn,návštívit
1117,treffen::V,rast hatin,potkat
1118,sich versammeln::V,li hev çivîn,shromáždit se
1119,spielen::V,listin,hrát
1120,singen::V,stran,zpívat
1121,tanzen::V,reqisîn,tančit
1122,sich trennen::V,hew berdan,rozejít se
1123,verlassen::V,tanê hişt,opustit
1124,verlassen::V,bêkes,opustit
1125,retten::V,rihakirin,zachránit
1126,bewachen::V,raçavkirin,hlídat
1127,schützen::V,hemet kirin,chránit
1128,verteidigen::V,paraztin,obhájit
1129,sich schlagen::V,li hev bezîn,bít se
1130,schießen::V,agir kirin,střílet
1131,siegen::V,biser ketin,zvítězit
1132,ärgern::V,xeyirandin,zlobit
1133,ärgern::V,xeyirandin,pohoršit
1134,schlagen::V,lêdan,udeřit
1135,schlagen::V,lêdan,praštit
1136,schlagen::V,lêxistin,udeřit
1137,schlagen::V,lêxistin,praštit
1138,treten::V,têlekirin,kopnout
1139,stechen::V,têrekirin,bodnout
1140,stechen::V,têrekirin,píchnout
1141,stoßen::V,lêketin,strčit
1142,stehlen::V,dizîn,ukrást
1143,stehlen::V,dizî birin,ukrást
1144,stören::V,aciz kirin,vyrušit
1145,belästigen::V,li tela yeki ketin,obtěžovat
1146,verbergen::V,veşartin,skrýt
1147,verbergen::V,kemîndanîn,skrýt
1148,täuschen::V,xapandin,klamat
1149,täuschen::V,lê zexeli kirin,klamat
1150,betrügen::V,xapandin,podvést
1151,töten::V,kûştin,zabít
1152,wohnen::V,rûniştin,bydlit
1153,arbeiten::V,kar kirin,pracovat
1154,arbeiten::V,şêxulin,pracovat
1155,sammeln::V,komkirin,sebrat
1156,pflücken::V,çinîn,česat
1157,jagen::V,nêçîr kirin,uhonit
1158,fischen::V,masî girtin,chytat ryby
1159,fassen::V,pê girtin,ulovit
1160,fassen::V,sêm kirin,ulovit
1161,hüten::V,hei jê man,pást
1162,treiben::V,bêherandin,hnát
1163,anbinden::V,tewilandin,přivázat
1164,füttern::V,xwarine dan lê,krmit
1165,melken::V,dotin,dojit
1166,hacken::V,kolandin,seknout
1167,gießen::V,av dan,zalít
1168,reifen::V,kemilîn,uzrát
1169,zubereiten::V,çe kirin,připravit
1170,kochen::V,xwarin çe kirin,vařit
1171,kochen::V,kelandin,vařit
1172,backen::V,pijandin,péct
1173,braten::V,qelandin,smažit
1174,braten::V,sor kirin,smažit
1175,umrühren::V,têvdan,zamíchat
1176,stricken::V,hûnan,plést
1177,nähen::V,kêl kirin,šít
1178,färben::V,boyax kirin,nabarvit
1179,reinigen::V,paqijkirin,očistit
1180,waschen::V,şuştin,mýt
1181,abwischen::V,pakîj kirin,utřít
1182,spülen::V,şuştin,spláchnout
1183,fegen::V,maliştin,zamést
1184,kehren::V,maliştin,mést
1185,baden::V,serîşûştin,koupat se
1186,sich waschen::V,serîşûştin,mýt se
1187,ausziehen::V,jê kirin,svléct
1188,anziehen::V,pê kirin,obléct
1189,sich anziehen::V,xwe kirin,oblékat se
1190,kämmen::V,şeh kirin,učesat
1191,schmücken::V,xemilandin,ozdobit
1192,sagen::V,gotin,říct
1193,sagen::V,peyivîn,říct
1194,sprechen::V,peyivîn,mluvit
1195,reden::V,axaftin,hovořit
1196,sich unterhalten::V,hev biştaxilin,povídat se
1197,fragen::V,pirsîn,zeptat se
1198,fragen::V,pirs kirin,zeptat se
1199,bitten::V,tika kirin,prosit
1200,erzählen::V,behs kirin,povídat
1201,mitteilen::V,vegotin,sdělit
1202,mitteilen::V,vegotin,oznámit
1203,nennen::V,bi nav kirin,nazvat
1204,rufen::V,bakirin,volat
1205,rufen::V,bakirin,zavolat
1206,prahlen::V,pesnê xwe dan,chlubit se
1207,übersetzen::V,qulibandin,přeložit
1208,übersetzen::V,derbas kirin,přeložit
1209,denken::V,fikirîn,myslit
1210,glauben::V,bawer bûn,věřit
1211,bemerken::V,bala xwe dan,zpozorovat
1212,bemerken::V,çac lê ketin,zpozorovat
1213,erkennen::V,pêhesîn,poznat
1214,begreifen::V,fêmkirin,pochopit
1215,verstehen::V,fêmkirin,porozumět
1216,lernen::V,halmandin,učit se
1217,lernen::V,fêrbun,učit se
1218,wissen::V,zanîn,vědět
1219,sich erinnern an::V,bir bûn,vzpomínat si na
1220,vergessen::V,ji bir kirin,zapomínat
1221,messen::V,pê kanîn,měřit
1222,zählen::V,hejmardin,spočítat
1223,rechnen::V,hesibandin,počítat
1224,lesen::V,xwendin,číst
1225,malen::V,rengandin,malovat
1226,malen::V,boyax kirin,malovat
1227,zeichnen::V,işaret kirin,rýsovat
1228,schreiben::V,nivîsandin,psát
1229,besitzen::V,hebûn,mít
1230,besitzen::V,hebûn,vlastnit
1231,kaufen::V,kirîn,koupit
1232,verkaufen::V,firotin,prodat
1233,bezahlen::V,pere dan,zaplatit
1234,zahlen::V,pere dan,platit
1235,zahlen::V,dayin,platit
1236,beherrschen::V,zebt kirin,ovládat
1237,beherrschen::V,hukim kirin,ovládat
1238,ertragen::V,bihêzkirin,snést
