,Concept_ID,ru,ro
854,wo::FADV,где,unde
855,wohin::FADV,куда,încotro
856,wie::FADV,как,cum
857,warum::FADV,почему,de ce
858,warum::FADV,почему,pentru ce
859,wieviel::FNUM,сколько,cât
860,eins::NUM,один,unu
861,zwei::NUM,два,doi
862,drei::NUM,три,trei
863,vier::NUM,четыре,patru
864,fünf::NUM,пять,cinci
865,sechs::NUM,шесть,șase
866,sieben::NUM,семь,șapte
867,acht::NUM,восемь,opt
868,neun::NUM,девять,nouă
869,zehn::NUM,десять,zece
870,elf::NUM,одиннадцать,unsprezece
871,zwölf::NUM,двенадцать,douăsprezece
872,zwanzig::NUM,двадцать,douăzeci
873,dreißig::NUM,тридцать,treizeci
874,vierzig::NUM,сорок,patruzeci
875,fünfzig::NUM,пятьдесят,cincizeci
876,sechzig::NUM,шестьдесят,șaizeci
877,siebzig::NUM,семьдесят,șaptezeci
878,achtzig::NUM,восемьдесят,optzeci
879,neunzig::NUM,девяносто,nouăzeci
880,hundert::NUM,сто,sută
881,tausend::NUM,тысяча,mie
882,und::CNJ,и,și
883,oder::CNJ,или,ori
884,oder::CNJ,либо,ori
885,stehen::V,стоять,sta
886,sitzen::V,сидеть,ședea
887,liegen::V,лежать,zăcea
888,liegen::V,лежать,fi culcat
889,hängen::V,висеть,atârna
890,werden::V,стать,deveni
891,werden::V,стать,se face
892,passieren::V,случиться,se întâmpla
893,beginnen::V,начаться,începe
894,enden::V,кончиться,se sfârși
895,enden::V,кончиться,se termina
896,wechseln::V,меняться,se schimba
897,aufgehen[Sonne]::V,взойти,răsări
898,untergehen[Sonne]::V,зайти,apune
899,scheinen[Sonne]::V,светить,străluci
900,donnern::V,греметь,tuna
901,wehen::V,дуть,bate
902,strömen::V,литься,curge în șiroaie
903,fließen::V,течь,curge
904,sich drehen::V,вращаться,se învârti
905,schwanken::V,колебаться,se clătina
906,schwingen::V,качаться,vibra
907,schwingen::V,качаться,flutura
908,fallen::V,падать,cădea
909,brennen::V,гореть,arde
910,rauchen::V,дымить,fuma
911,regnen::V,дождить,ploua
912,gefrieren::V,замерзнуть,îngheța
913,tauen::V,таять,se dezgheța
914,schmelzen::V,плавиться,se topi
915,trocknen::V,сохнуть,se usca
916,sieden::V,кипеть,fierbe
917,sieden::V,кипеть,clocoti
918,faulen::V,гнить,se împuți
919,verfaulen::V,сгнить,putrezi
920,reißen::V,рваться,se rupe
921,reißen::V,рваться,se sfâșia
922,versinken::V,тонуть,se scufunda
923,vergehen::V,проходить,trece
924,vergehen::V,проходить,se scurge
925,erscheinen::V,появиться,apărea
926,verschwinden::V,исчезнуть,dispărea
927,sinken::V,спадать,cădea
928,sinken::V,спадать,coborî
929,abnehmen::V,уменьшиться,scădea
930,abnehmen::V,уменьшиться,descrește
931,zunehmen::V,увеличиваться,spori
932,zunehmen::V,увеличиваться,crește
933,zunehmen::V,увеличиваться,augmenta
934,steigen::V,подниматься,urca
935,wachsen::V,расти,crește
936,glänzen::V,блестеть,luci
937,glänzen::V,блестеть,străluci
938,funkeln::V,сверкать,scânteia
939,lärmen::V,шуметь,face larmă
940,läuten::V,звонить,suna
941,klingeln::V,звонить,suna
942,klirren::V,звякать,zăngăni
943,brausen::V,бушевать,vui
944,rauschen::V,шелестеть,vâjâi
945,klingen::V,звучать,suna
946,bellen::V,лаять,lătra
947,heulen::V,выть,urla
948,blasen::V,дунуть,sufla
949,pfeifen::V,свистеть,fluiera
950,schreien::V,кричать,țipa
951,stöhnen::V,стонать,geme
952,zittern::V,дрожать,tremura
953,leben::V,жить,trăi
954,geboren werden::V,родиться,se naște
955,atmen::V,дышать,respira
956,trinken::V,пить,bea
957,essen::V,есть,mânca
958,essen::V,кушать,mânca
959,schlucken::V,глотать,înghiți
960,müde werden::V,устать,se obosi
961,einschlafen::V,заснуть,adormi
962,schlafen::V,спать,dormi
963,aufwachen::V,проснуться,se deștepta
964,aufstehen::V,встать,fi se scula
965,sich erholen::V,отдыхать,se relaxa
966,sich erholen::V,отдыхать,se destinde
967,krank werden::V,заболеть,se îmbolnăvi
968,krank sein::V,болеть,zăcea
969,krank sein::V,болеть,fi bolnav
970,schmerzen::V,болеть,durea
971,husten::V,кашлять,tuși
972,genesen::V,поправиться,se însănătoși
973,sterben::V,умереть,muri
974,umkommen::V,погибнуть,pieri
975,sich bewegen::V,двигаться,se mișca
976,sich rühren::V,шевельнуться,se mișca
977,sich erheben::V,встать,se ridica
978,sich setzen::V,сесть,lua loc
979,sich setzen::V,сесть,se așeza
980,hinfallen::V,упасть,cădea jos
981,laufen::V,ходить,merge
982,laufen::V,ходить,merge pe jos
983,schreiten::V,шагать,păși
984,spazierengehen::V,гулять,se plimba
985,eilen::V,спешить,fi se grăbi
986,sich beeilen::V,торопиться,se grăbi
987,sausen::V,мчаться,țâșni
988,rennen::V,бегать,fugi
989,rennen::V,бегать,alerga
990,springen::V,прыгать,sări
991,klettern::V,лазать,urca
992,klettern::V,лазать,se cățăra
993,schaukeln::V,раскачиваться,legăna
994,kriechen::V,ползать,se târî
995,schwimmen::V,плавать,înota
996,tauchen::V,нырять,se scufunda
997,rudern::V,грести,vâsli
998,rudern::V,грести,lopăta
999,fahren::V,ехать,merge
1000,fliegen::V,летать,zbura
1001,gehen::V,идти,merge
1002,weggehen::V,уйти,se duce
1003,abfahren::V,отправиться,pleca
1004,anhalten::V,остановиться,se opri
1005,hineingehen::V,входить,intra
1006,eintreten::V,войти,intra
1007,kommen::V,прийти,veni
1008,ankommen::V,прибыть,sosi
1009,ankommen::V,прибыть,ajunge
1010,zurückkommen::V,возвратиться,se întoarce
1011,bleiben::V,остаться,rămâne
1012,warten::V,ждать,aștepta
1013,erwarten::V,ожидать,aștepta
1014,suchen::V,искать,căuta
1015,finden::V,найти,găsi
1016,versuchen::V,пытаться,încerca
1017,vorbereiten::V,подготовить,pregăti
1018,lieben::V,любить,iubi
1019,mögen::V,любить,plăcea a
1020,lachen::V,смеяться,râde
1021,rühren::V,растрогать,mișca
1022,rühren::V,растрогать,înduioșa
1023,weinen::V,плакать,plânge
1024,schimpfen::V,ругаться,înjura
1025,sich ärgern::V,сердиться,se supăra
1026,sich fürchten::V,бояться,se teme
1027,sich fürchten::V,бояться,fi teamă a
1028,fürchten::V,бояться,se teme de
1029,fliehen::V,убегать,fugi
1030,flüchten::V,убежать,evada
1031,sehen::V,видеть,vedea
1032,anschauen::V,посмотреть,privi
1033,ansehen::V,смотреть,privi
1034,hören::V,слышать,auzi
1035,zuhören::V,слушать,asculta
1036,probieren::V,пробовать,gusta
1037,riechen::V,нюхать,mirosi
1038,fühlen::V,чувствовать,simți
1039,fühlen::V,чувствовать,resimți
1040,scheinen::V,казаться,părea
1041,zu sehen sein::V,виднеться,se vedea
1042,vernehmen::V,услышать,auzi
1043,frieren::V,мерзнуть,fi frig
1044,tun::V,делать,face
1045,können::V,мочь,ști
1046,können::V,мочь,putea
1047,können::V,уметь,ști
1048,können::V,уметь,putea
1049,wollen::V,хотеть,dori
1050,anfangen::V,начать,începe
1051,beenden::V,закончить,sfârși
1052,beenden::V,закончить,termina
1053,aufhören::V,перестать,înceta
1054,gelingen::V,удаться,reuși
1055,gelingen::V,удаться,izbuti
1056,geraten::V,оказаться,reuși
1057,öffnen::V,открыть,deschide
1058,schließen::V,закрыть,închide
1059,stellen::V,поставить,pune
1060,stellen::V,поставить,așeza
1061,setzen::V,посадить,pune
1062,setzen::V,посадить,așeza
1063,legen::V,класть,pune
1064,berühren::V,трогать,atinge
1065,verbinden::V,связать,lega
1066,bedecken::V,покрыть,acoperi
1067,aufhängen::V,повесить,atârna
1068,aufhängen::V,повесить,spânzura
1069,anzünden::V,зажечь,aprinde
1070,aufheben::V,поднять,ridica
1071,aufheben::V,поднять,lua de jos
1072,zurücklassen::V,оставить,lăsa
1073,zurücklassen::V,оставить,lăsa în urmă
1074,verlieren::V,потерять,pierde
1075,fallen lassen::V,уронить,scăpa
1076,fallen lassen::V,уронить,arunca
1077,machen::V,сделать,face
1078,herstellen::V,изготовить,fabrica
1079,herstellen::V,изготовить,confecționa
1080,bauen::V,строить,clădi
1081,bauen::V,строить,construi
1082,reparieren::V,чинить,repara
1083,verbessern::V,улучшить,ameliora
1084,verbessern::V,улучшить,îmbunătăți
1085,ändern::V,изменить,schimba
1086,ändern::V,изменить,modifica
1087,graben::V,копать,săpa
1088,beugen::V,согнуть,curba
1089,biegen::V,погнуть,îndoi
1090,biegen::V,погнуть,încovoia
1091,drehen::V,вертеть,învârti
1092,wenden::V,повернуть,întoarce
1093,umdrehen::V,перевернуть,învârti
1094,umdrehen::V,перевернуть,întoarce
1095,heben::V,поднимать,ridica
1096,hochheben::V,поднять,ridica
1097,ergreifen::V,схватить,lua
1098,ergreifen::V,схватить,apuca
1099,halten::V,держать,ține
1100,drücken::V,нажимать,apăsa
1101,drücken::V,нажимать,strânge
1102,schieben::V,толкать,împinge
1103,kratzen::V,скрести,zgâria
1104,lecken::V,лизать,linge
1105,beißen::V,кусать,mușca
1106,abreißen::V,оторвать,rupe
1107,abreißen::V,оторвать,smulge
1108,abschneiden::V,отрезать,scurta
1109,binden::V,вязать,lega
1110,stecken::V,воткнуть,pune
1111,brechen::V,сломать,rupe
1112,brechen::V,сломать,frânge
1113,klopfen::V,стучать,ciocăni
1114,hauen::V,бить,lovi
1115,kleben::V,клеить,lipi
1116,reiben::V,тереть,freca
1117,reiben::V,тереть,fricționa
1118,streichen::V,намазать,unge
1119,schleifen::V,точить,ascuți
1120,schneiden::V,резать,tăia
1121,rütteln::V,шатать,zgâlțâi
1122,schütteln::V,трясти,scutura
1123,schwenken::V,махать,agita
1124,schütten::V,налить,vărsa
1125,füllen::V,наполнить,umple
1126,einwickeln::V,завернуть,înveli
1127,einwickeln::V,завернуть,înfășura
1128,tragen::V,нести,căra
1129,schleppen::V,тащить,târî
1130,ziehen::V,тянуть,trage
1131,aufbewahren::V,хранить,păstra
1132,aufbewahren::V,хранить,conserva
1133,werfen::V,бросать,arunca
1134,fangen::V,ловить,prinde
1135,packen::V,схватить,apuca
1136,verstecken::V,спрятать,ascunde
1137,teilen::V,разделить,împărți
1138,schicken::V,посылать,trimite
1139,bringen::V,принести,aduce
1140,hinzufügen::V,добавить,adăuga
1141,bekommen::V,достать,obține
1142,bekommen::V,достать,dobândi
1143,erhalten::V,получить,primi
1144,erhalten::V,получить,căpăta
1145,nehmen::V,взять,lua
1146,wählen::V,выбрать,opta
1147,wählen::V,выбрать,alege
1148,auswählen::V,отобрать,selecta
1149,bewahren::V,сохранить,păstra
1150,behindern::V,препятствовать,stingheri
1151,verderben::V,испортить,strica
1152,beschädigen::V,повредить,strica
1153,zerbrechen::V,разбить,rupe
1154,zerbrechen::V,разбить,frânge
1155,zerreißen::V,разорвать,rupe
1156,zerreißen::V,разорвать,sfâșia
1157,zerstören::V,разрушить,distruge
1158,verbrennen::V,сжечь,arde
1159,verbrennen::V,сжечь,incendia
1160,geben::V,дать,da
1161,reichen::V,передать,întinde
1162,schenken::V,дарить,dărui
1163,versprechen::V,обещать,făgădui
1164,wünschen::V,желать,ura
1165,loben::V,хвалить,lăuda
1166,küssen::V,целовать,săruta
1167,wiegen::V,качать,legăna
1168,zudecken::V,накрыть,acoperi
1169,wecken::V,разбудить,trezi
1170,wecken::V,разбудить,deștepta
1171,zeigen::V,показать,arăta
1172,führen::V,вести,călăuzi
1173,lehren::V,учить,preda
1174,lehren::V,учить,învăța
1175,unterrichten::V,преподавать,învăța
1176,unterrichten::V,преподавать,instrui
1177,aufziehen::V,воспитать,crește
1178,leiten::V,руководить,duce
1179,leiten::V,руководить,conduce
1180,antreiben::V,подгонять,împinge
1181,antreiben::V,подгонять,încuraja
1182,lassen::V,заставить,pune pe să
1183,einladen::V,пригласить,invita
1184,vereinigen::V,объединить,uni
1185,vereinigen::V,объединить,întruni
1186,besuchen::V,посетить,vizita
1187,besuchen::V,посетить,face o vizită
1188,treffen::V,встретить,întâlni
1189,sich versammeln::V,собраться,se aduna
1190,spielen::V,играть,se juca
1191,singen::V,петь,cânta
1192,tanzen::V,плясать,dansa
1193,tanzen::V,танцевать,dansa
1194,sich trennen::V,расстаться,se separa
1195,sich trennen::V,расстаться,se despărți
1196,verlassen::V,покинуть,părăsi
1197,verlassen::V,покинуть,abandona
1198,retten::V,спасти,salva
1199,bewachen::V,охранять,păzi
1200,schützen::V,уберегать,ocroti
1201,schützen::V,уберегать,proteja
1202,verteidigen::V,защитить,apăra
1203,sich schlagen::V,драться,se bate
1204,schießen::V,стрелять,trage
1205,siegen::V,победить,birui
1206,siegen::V,победить,învinge
1207,ärgern::V,сердить,supăra
1208,schlagen::V,ударить,lovi
1209,treten::V,пинать,călca
1210,stechen::V,уколоть,înțepa
1211,stechen::V,уколоть,împunge
1212,stoßen::V,толкнуть,împinge
1213,stehlen::V,украсть,fura
1214,stören::V,помешать,deranja
1215,belästigen::V,надоедать,importuna
1216,verbergen::V,скрыть,ascunde
1217,täuschen::V,обмануть,amăgi
1218,betrügen::V,смошенничать,înșela
1219,töten::V,убить,omorî
1220,wohnen::V,проживать,sta
1221,wohnen::V,проживать,locui
1222,arbeiten::V,работать,lucra
1223,sammeln::V,собрать,aduna
1224,sammeln::V,собрать,colecționa
1225,pflücken::V,рвать,culege
1226,pflücken::V,срывать,culege
1227,jagen::V,охотиться,vâna
1228,fischen::V,рыбачить,pescui
1229,fassen::V,поймать,prinde
1230,hüten::V,пасти,paște
1231,treiben::V,гнать,mână
1232,anbinden::V,привязать,lega
1233,füttern::V,кормить,da de mâncare
1234,melken::V,доить,mulge
1235,hacken::V,рубить,toca
1236,hacken::V,рубить,sparge
1237,gießen::V,полить,uda
1238,reifen::V,созреть,pârgui
1239,zubereiten::V,приготовить,găti
1240,kochen::V,варить,găti
1241,backen::V,печь,coace
1242,braten::V,жарить,coace
1243,umrühren::V,перемешать,mesteca
1244,stricken::V,вязать,împleti
1245,nähen::V,шить,coase
1246,färben::V,покрасить,vopsi
1247,färben::V,покрасить,colora
1248,reinigen::V,очистить,curăți
1249,waschen::V,стирать,spăla
1250,abwischen::V,вытереть,șterge
1251,spülen::V,полоскать,clăti
1252,fegen::V,подметать,mătura
1253,kehren::V,мести,mătura
1254,baden::V,купаться,se scălda
1255,sich waschen::V,мыться,se spăla
1256,ausziehen::V,снять,și scoate
1257,anziehen::V,надеть,îmbrăca
1258,sich anziehen::V,одеться,se îmbrăca
1259,kämmen::V,причесать,pieptăna
1260,schmücken::V,украсить,împodobi
1261,sagen::V,сказать,zice
1262,sagen::V,сказать,spune
1263,sprechen::V,говорить,vorbi
1264,reden::V,разговаривать,vorbi
1265,reden::V,разговаривать,discuta
1266,sich unterhalten::V,беседовать,conversa
1267,sich unterhalten::V,беседовать,sta de vorbă
1268,fragen::V,спросить,întreba
1269,bitten::V,просить,ruga
1270,erzählen::V,рассказать,spune
1271,erzählen::V,рассказать,povesti
1272,mitteilen::V,сообщить,comunica
1273,mitteilen::V,сообщить,înștiința
1274,nennen::V,назвать,numi
1275,nennen::V,назвать,chema
1276,rufen::V,звать,chema
1277,prahlen::V,хвастаться,se făli
1278,übersetzen::V,перевести,traduce
1279,denken::V,думать,gândi
1280,glauben::V,верить,crede
1281,bemerken::V,заметить,observa
1282,erkennen::V,узнать,cunoaște
1283,erkennen::V,узнать,recunoaște
1284,begreifen::V,понять,pricepe
1285,begreifen::V,понять,înțelege
1286,begreifen::V,постичь,pricepe
1287,begreifen::V,постичь,înțelege
1288,verstehen::V,услышать,înțelege
1289,lernen::V,учиться,învăța
1290,wissen::V,знать,ști
1291,sich erinnern an::V,вспомнить,a-și aminti de
1292,vergessen::V,забыть,uita
1293,messen::V,мерить,măsura
1294,zählen::V,считать,număra
1295,rechnen::V,считать,calcula
1296,lesen::V,читать,citi
1297,malen::V,рисовать,picta
1298,zeichnen::V,рисовать,desena
1299,schreiben::V,писать,scrie
1300,besitzen::V,иметь,avea
1301,besitzen::V,иметь,poseda
1302,kaufen::V,купить,cumpăra
1303,verkaufen::V,продать,vinde
1304,bezahlen::V,заплатить,plăti
1305,bezahlen::V,заплатить,achita
1306,zahlen::V,платить,plăti
1307,beherrschen::V,владеть,stăpâni
1308,ertragen::V,вытерпеть,răbda
1309,ertragen::V,вытерпеть,suporta
