,Concept_ID,myv,tr
215,Spinne::N,шанжав,örümcek
216,Ameise::N,коткудав,karınca
217,Laus::N,сий,bit
218,Mücke::N,сеське,sivrisinek
219,Fliege::N,карво,sinek
220,Schmetterling::N,нимиляв,kelebek
221,Beere::N,умарь,tane
222,Apfel::N,умарь,elma
223,Pilz::N,панго,mantar
224,Zwiebel::N,чурька,soğan
225,Saat::N,видьметь,ekin
226,Korn::N,сюро,tane
227,Heu::N,тикше,kuru ot
228,Schale::N,кедь,kabuk
229,Schale::N,ваткавкс,kabuk
230,Grube::N,латко,çukur
231,Falle::N,тувор,tuzak
232,Falle::N,кундамка,tuzak
233,Schlinge::N,килькш,ilmik
234,Spur::N,челькс,iz
235,Spur::N,пильгеки,iz
236,Asche::N,кулов,kül
237,Dreck::N,рудаз,pislik
238,Eisen::N,кшни,demir
239,Gold::N,сырне,altın
240,Silber::N,сия,gümüş
241,Kohle::N,сэдь,kömür
242,Kohle::N,уголия,kömür
243,Glas::N,сулика,cam
244,Lehm::N,сёвонь,balçık
245,Sand::N,човар,kum
246,Mensch::N,ломань,insan
247,Mann::N,аля,adam
248,Mann::N,аля,erkek
249,Mann::N,цёраломань,adam
250,Mann::N,цёраломань,erkek
251,Frau::N,ава,bayan
252,Kind::N,эйкакш,çocuk
253,Junge::N,цёрыне,erkek çocuk
254,Mädchen::N,тейтерне,kız
255,Familie::N,семия,aile
256,Großvater::N,покштя,dede
257,Großvater::N,покштя,büyükbaba
258,Großmutter::N,баба,nine
259,Großmutter::N,баба,büyükanne
260,Eltern::N,тетят-ават,ebeveyn
261,Eltern::N,тетят-ават,ana baba
262,Vater::N,тетя,ata
263,Vater::N,тетя,baba
264,Mutter::N,ава,ana
265,Mutter::N,ава,anne
266,Sohn::N,цёра,oğul
267,Tochter::N,тейтерь,kız
268,Tochter::N,тейтерь,kız evlât
269,Bruder::N,леля,abi
270,Bruder::N,леля,erkek kardeş
271,Bruder::N,ялакс,abi
272,Bruder::N,ялакс,erkek kardeş
273,Schwester::N,сазор,abla
274,Schwester::N,сазор,kız kardeş
275,Onkel::N,леля,dayı
276,Tante::N,патя,hala
277,Tante::N,патя,teyze
278,Ehemann::N,мирде,koca
279,Ehefrau::N,ни,karı
280,Freude::N,кеняркс,neşe
281,Freude::N,кеняркс,sevinç
282,Gelächter::N,ракамо,gülme
283,Gelächter::N,ракамо,kahkaha
284,Gelächter::N,пейдема,gülme
285,Gelächter::N,пейдема,kahkaha
286,Glück::N,уцяска,mutluluk
287,Kummer::N,рискс,dert
288,Kummer::N,рискс,keder
289,Kummer::N,мелявкс,dert
290,Kummer::N,мелявкс,keder
291,Wunsch::N,мель,arzu
292,Wunsch::N,мель,istek
293,Wunsch::N,бажамо,arzu
294,Wunsch::N,бажамо,istek
295,Lust::N,бажамо,arzu
296,Lust::N,бажамо,heves
297,Geist::N,ойме,tin
298,Gedanke::N,мель,fikir
299,Gedanke::N,мель,düşünce
300,Gedächtnis::N,мель,bellek
301,Verstand::N,прев,zekâ
302,Sinn::N,толк,anlam
303,Sinn::N,смысла,anlam
304,Grund::N,тувтал,sebep
305,Wahrheit::N,видечи,doğruluk
306,Wahrheit::N,видечи,gerçeklik
307,Gespräch::N,кортнема,görüşme
308,Märchen::N,ёвкс,masal
309,Erzählung::N,ёвтнема,öykü
310,Erzählung::N,ёвтнема,hikâye
311,Nachricht::N,куля,haber
312,Neuigkeit::N,куля,haber
313,Name::N,лем,ad
314,Name::N,лем,isim
315,Rätsel::N,содамоёвкс,bilmece
316,Rede::N,кортамо,söylev
317,Rede::N,кортамо,konuşma
318,Sprache::N,кель,dil
319,Sprache::N,кель,lisan
320,Stimme::N,ваигель,ses
321,Wort::N,вал,kelime
322,Zeichen::N,теште,işaret
323,Ruf::N,тердема,çağırma
324,Lärm::N,шалнома,şamata
325,Lärm::N,шалнома,gürültü
326,Laut::N,вайгель,ses
327,Ton::N,гайнема,ses
328,Lied::N,моро,türkü
329,Ruhe::N,оймамо,sakinlik
330,Leute::N,ломанть,halk
331,Leute::N,ломанть,insanlar
332,Volk::N,народ,ulus
333,Volk::N,народ,millet
334,Arbeit::N,тев,iş
335,Arbeit::N,тев,çalışma
336,Gast::N,инже,konuk
337,Gast::N,инже,misafir
338,Geschenk::N,казне,hediye
339,Geschenk::N,казне,armağan
340,Spiel::N,налксема,oyun
341,Gesellschaft::N,община,çevre
342,Gesellschaft::N,община,arkadaşlık
343,Hilfe::N,лездамо,yardım
344,Freund::N,оя,dost
345,Freund::N,оя,arkadaş
346,Freund::N,ялга,dost
347,Freund::N,ялга,arkadaş
348,Kamerad::N,оя,arkadaş
349,Kamerad::N,ялга,arkadaş
350,Angelegenheit::N,тев,iş
351,Angelegenheit::N,тев,husus
352,Anzahl::N,ламоксчи,sayı
353,Art::N,вид,çeşit
354,Stück::N,пакш,tane
355,Stück::N,пакш,parça
356,Stück::N,пелькс,tane
357,Stück::N,пелькс,parça
358,Teil::N,часть,kısım
359,Teil::N,пелькс,kısım
360,Hälfte::N,пель,yarı
361,Hälfte::N,пелькс,yarı
362,Kreis::N,кирькс,daire
363,Kreuz::N,крёст,haç
364,Linie::N,кикс,hat
365,Linie::N,кикс,çizgi
366,Strich::N,межа,çizgi
367,Abstand::N,ютко,aralık
368,Entfernung::N,ютко,mesafe
369,Entfernung::N,ютко,uzaklık
370,Gegend::N,тарка,yöre
371,Gegend::N,пертьпелькс,yöre
372,Platz::N,васолкс,yer
373,Ort::N,тарка,yer
374,Seite::N,ён,yan
375,Seite::N,ён,taraf
376,Seite::N,чире,yan
377,Seite::N,чире,taraf
378,Mitte::N,куншка,orta
379,Mitte::N,куншка,merkez
380,Gegenstand::N,предмет,şey
381,Sache::N,тев,iş
382,Sache::N,тев,şey
383,Sache::N,веща,iş
384,Sache::N,веща,şey
385,Rand::N,пе,kenar
386,Rand::N,чире,kenar
387,Kante::N,ирдез,kenar
388,Ecke::N,ужо,köşe
389,Spitze::N,пряне,uç
390,Spitze::N,пряне,baş
391,Spitze::N,пе,uç
392,Spitze::N,пе,baş
393,Ende::N,пе,uç
394,Loch::N,варя,oyuk
395,Loch::N,варя,delik
396,Winkel::N,ужо,köşe
397,Muster::N,сёрма,örnek
398,Größe::N,сэрь,büyüklük
399,Größe::N,покшолма,büyüklük
400,Länge::N,кувалмо,uzunluk
401,Höhe::N,сэрь,yükseklik
402,Höhe::N,пандо,yükseklik
403,Gewicht::N,сталмо,ağırlık
404,Menge::N,лововкс,miktar
405,Haufen::N,мар,küme
406,Haufen::N,мар,yığın
407,Haufen::N,валявкс,küme
408,Haufen::N,валявкс,yığın
409,Reihe::N,ряд,sıra
410,Boot::N,венч,kayık
411,Boot::N,венч,sandal
412,Ruder::N,милё,kürek
413,Schlitten::N,нурдт,kızak
414,Ski::N,сокс,kayak
415,Lagerfeuer::N,толбандя,kamp ateşi
416,Last::N,сталмо,yük
417,Last::N,кандома,yük
418,Gang::N,молема,gidiş
419,Gang::N,молема,yürüyüş
420,Gang::N,якамо,gidiş
421,Gang::N,якамо,yürüyüş
422,Schritt::N,эскелькс,adım
423,Norden::N,якшамо ёнкс,kuzey
424,Süden::N,лембе ёнкс,güney
425,Westen::N,чивалгома,batı
426,Osten::N,чилисема,doğu
427,Holz::N,чувто,ağaç
428,Holz::N,чувто,tahta
429,Brett::N,лаз,tahta
430,Platte::N,плита,levha
431,Stütze::N,неже,dayak
432,Stütze::N,неже,destek
433,Stange::N,олга,çubuk
434,Stock::N,мандо,sopa
435,Stock::N,мандо,değnek
436,Stab::N,олога,sırık
437,Stab::N,олога,baston
438,Rohr::N,турба,boru
439,Haus::N,кудо,ev
440,Heim::N,кудо,ev
441,Heim::N,кудо,yurt
442,Ofen::N,каштомо,soba
443,Fußboden::N,киякс,taban
444,Fußboden::N,киякс,döşeme
445,Tisch::N,столь,masa
446,Stuhl::N,стул,iskemle
447,Stuhl::N,стул,sandalye
448,Wiege::N,лавсь,beşik
449,Wiege::N,нурямот,beşik
450,Bett::N,ацамо,yatak
451,Regal::N,лався,raf
452,Regal::N,лавсяланго,raf
453,Kiste::N,горобия,sandık
454,Kiste::N,сундук,sandık
455,Fenster::N,вальма,pencere
456,Tür::N,кенкш,kapı
457,Tor::N,ортат,kapı
458,Zaun::N,пирявт,çit
459,Zaun::N,пирвякс,çit
460,Dach::N,кудопря,dam
461,Dach::N,кудопря,çatı
462,Leiter::N,кузтема,merdiven
463,Besen::N,тенсть,süpürge
464,Spaten::N,койме,bel
465,Schaufel::N,кече,kürek
466,Schaufel::N,келей койме,kürek
467,Gabel::N,сянгине,çatal
468,Löffel::N,пенч,kaşık
469,Messer::N,пеель,bıçak
470,Nagel::N,эске,çivi
471,Netz::N,алтыма,ağ
472,Haken::N,кечказ,çengel
473,Griff::N,кедне,kulp
474,Griff::N,кедне,tutamak
475,Schloss::N,замок,kilit
476,Schloss::N,панжома,kilit
477,Bild::N,картина,imaj
478,Bild::N,картина,resim
479,Figur::N,рунго,şekil
480,Figur::N,рунго,heykel
481,Puppe::N,няка,kukla
482,Beutel::N,кескав,kese
483,Beutel::N,кескав,torba
484,Bündel::N,керькс,deste
485,Tasche::N,юдма,çanta
486,Eimer::N,ведра,kova
487,Deckel::N,велькс,kapak
488,Geschirr::N,кедьге,kap kacak
489,Sack::N,кескав,torba
490,Tasse::N,чакш,fincan
491,Topf::N,кастрюля,tencere
492,Kessel::N,котёл,kazan
493,Essen::N,ярсамо,yemek
494,Nahrung::N,ярсамопель,gıda
495,Nahrung::N,ярсамопель,besin
496,Speise::N,ярсамопель,yemek
497,Fleisch::N,сывель,et
498,Getreide::N,сюро,tahıl
499,Getreide::N,сюро,hububat
500,Brei::N,каша,ezme
501,Brot::N,кши,ekmek
502,Scheibe::N,кочом,dilim
503,Scheibe::N,сускомо,dilim
504,Fett::N,куя,yağ
505,Butter::N,ой,tereyağı
506,Öl::N,ой,yağ
507,Öl::N,ой,akar yağ
508,Salz::N,сал,tuz
509,Suppe::N,ям,çorba
510,Honig::N,медь,bal
511,Milch::N,ловсо,süt
512,Tee::N,чай,çay
513,Leder::N,киське,deri
514,Leder::N,киське,meşin
515,Wolle::N,пона,yün
516,Stoff::N,коцт,kumaş
517,Nadel::N,салмукс,iğne
518,Faden::N,суре,tire
519,Faden::N,суре,iplik
520,Knopf::N,пов,düğme
521,Knoten::N,сюлмо,düğüm
522,Farbe::N,артомапель,boya
523,Kleidung::N,оршамот,giyim
524,Hemd::N,панар,gömlek
525,Kragen::N,сиве,yaka
526,Ärmel::N,ожа,yen
527,Ärmel::N,ожа,elbise kolu
528,Hose::N,понкст,pantolon
529,Gürtel::N,каркс,kuşak
530,Mütze::N,чапка,bere
531,Mütze::N,чапка,kasket
532,Schuh::N,туфля,kundura
533,Schuh::N,туфля,ayakkabı
534,Stiefel::N,кем,çizme
535,Ring::N,суркс,yüzük
536,Band::N,лента,bağ
537,Band::N,лента,şerit
538,Kamm::N,сурсеме,tarak
539,Spiegel::N,чавачамо,ayna
540,Riemen::N,кшнань каркс,kayış
541,Schnur::N,пикс,ip
542,Schnur::N,пикс,sicim
543,Leine::N,ведьме,kayış
544,Decke::N,вельтямо,örtü
545,Decke::N,вельтямо,yorgan
546,Kissen::N,тодов,yastık
547,Tuch::N,паця,bez
548,Handtuch::N,нардамо,havlu
549,Kraft::N,вий,güç
550,Kraft::N,вий,kuvvet
551,Stärke::N,виевчи,kuvvet
552,Gesundheit::N,шумбрачи,sağlık
553,Krankheit::N,орма,hastalık
554,Krankheit::N,сэредема,hastalık
555,Schmerz::N,сэредькс,ağrı
556,Schmerz::N,сэредькс,sancı
557,Wunde::N,керявкс,yara
558,Fieber::N,маштыкс,ateş
559,Arznei::N,ормаменькс,ilâç
560,Brücke::N,сэдь,köprü
561,Brücke::N,мадамо,köprü
562,Brunnen::N,лисьма,kuyu
563,Brunnen::N,лисьма,çeşme
564,Weide::N,ракшань ванома тарка,otlak
565,Pfad::N,ян,patika
566,Pfad::N,ян,keçiyolu
567,Weg::N,ки,yol
568,Straße::N,ки,yol
569,Straße::N,ки,cadde
570,Dorf::N,веле,köy
571,Stadt::N,ош,kent
572,Stadt::N,ош,şehir
573,Brief::N,сёрма,mektup
574,Buch::N,книга,kitap
575,Buchstabe::N,буква,harf
576,Zeitung::N,газета,gazete
577,Leben::N,эрямо,hayat
578,Tod::N,кулома,ölüm
579,Grab::N,калмо,kabir
580,Kirche::N,церькова,kilise
581,Sünde::N,чумочи,günah
582,Gott::N,паз,tanrı
583,Arbeiter::N,робочей,işçi
584,Chef::N,прявт,şef
585,Chef::N,прявт,müdür
586,Meister::N,кол тевень тенця,usta
587,Arzt::N,врач,hekim
588,Arzt::N,врач,doktor
589,Lehrer::N,учитель,hoca
590,Lehrer::N,учитель,öğretmen
591,Lehrer::N,тонавтыця,hoca
592,Lehrer::N,тонавтыця,öğretmen
593,Geld::N,ярмак,para
594,Geschäft::N,ладязь тев,ticaret
595,Laden::N,лавка,dükkân
596,Preis::N,питне,fiyat
597,Ware::N,миевкс,mal
598,Ware::N,рамавкс,mal
599,Nutzen::N,паро,fayda
600,Nutzen::N,лезэ,fayda
601,Reichtum::N,сюпавчи,servet
602,Reichtum::N,сюпавчи,zenginlik
603,Welt::N,мир,dünya
604,Welt::N,мастор ланго,dünya
605,Land::N,мастор,ülke
606,Staat::N,государства,devlet
607,König::N,король,kral
608,Macht::N,азорксчи,kudret
609,Macht::N,азорксчи,iktidar
610,Grenze::N,буен тешкс,had
611,Grenze::N,буен тешкс,sınır
612,Krieg::N,война,savaş
613,Feind::N,душман,düşman
614,Gewalt::N,нарьгамо,zor
615,Gewalt::N,нарьгамо,cebir
616,Kampf::N,тюрема,savaş
617,Bogen[Waffe]::N,нал,yay
618,Pfeil::N,нал,ok
619,Gewehr::N,ружия,tüfek
620,Gewehr::N,винтовка,tüfek
621,Fehler::N,ильведькс,hata
622,Fehler::N,ильведькс,yanlış
623,Fehler::N,ильведевкс,hata
624,Fehler::N,ильведевкс,yanlış
625,Lüge::N,манчема,yalan
626,Lüge::N,кенгелема,yalan
627,Schaden::N,зыян,zarar
628,Unglück::N,зыян,felâket
629,Unglück::N,зыян,talihsizlik
630,Schuld::N,чумочи,suç
631,Schuld::N,чумочи,kabahat
632,Alter::N,шка,yaş
633,Schluss::N,пе,son
634,Zeit::N,шка,zaman
635,Zeit::N,пинге,zaman
636,Tag::N,чи,gün
637,Morgen::N,валске,sabah
638,Mittag::N,чикуншка,öğle
639,Abend::N,чокшнэ,akşam
640,Nacht::N,ве,gece
641,Woche::N,недля,hafta
642,Monat::N,ков,ay
643,Jahr::N,ие,yıl
644,Jahr::N,ие,sene
645,Frühling::N,тундо,ilkbahar
646,Sommer::N,кизэ,yaz
647,Herbst::N,сёксь,güz
648,Herbst::N,сёксь,sonbahar
649,Winter::N,теле,kış
650,Januar::N,якшамков,ocak
651,Februar::N,февраль,şubat
652,März::N,март,mart
653,April::N,апрель,nisan
654,Mai::N,май,mayıs
655,Juni::N,июнь,haziran
656,Juli::N,июль,temmuz
657,August::N,август,ağustos
658,September::N,сентября,eylül
659,Oktober::N,октября,ekim
660,November::N,ноября,kasım
661,Dezember::N,декабря,aralık
662,Montag::N,пондельник,pazartesi
663,Dienstag::N,овторник,salı
664,Mittwoch::N,серёда,çarşamba
665,Donnerstag::N,цетьверьг,perşembe
666,Freitag::N,пеця,cuma
667,Samstag::N,субута,cumartesi
668,Samstag::N,шлямочи,cumartesi
669,Sonntag::N,недлячи,pazar
670,groß::A,ине,büyük
671,groß::A,покш,büyük
672,klein::A,вишка,ufak
673,klein::A,вишка,küçük
674,lang::A,кувака,uzun
675,kurz::A,нурькине,kısa
676,breit::A,келей,enli
677,breit::A,келей,geniş
678,schmal::A,теине,dar
679,dicht::A,тусто,sık
680,dicht::A,тусто,yoğun
681,dick[Gegenstand]::A,эчке,kalın
682,dick[Gegenstand]::A,эчке,iri
683,dünn::A,човине,ince
684,fein::A,човине,ince
685,fein::A,човине,narin
686,fest::A,кеме,sabit
687,fest::A,кеме,sağlam
688,flach::A,лапужа,düz
689,flach::A,лапужа,yassı
690,glatt::A,валаня,düz
691,hart::A,калгодо,katı
692,weich::A,чевте,yumuşak
693,rund::A,кеверь,yuvarlak
694,spitz::A,пшти,sivri
695,scharf::A,пшти,keskin
696,stumpf::A,ношка,kör
697,schwer::A,стака,ağır
698,schön::A,мазый,güzel
699,heiß::A,пси,kızgın
700,warm::A,лембе,sıcak
701,kalt::A,якшамо,soğuk
702,kühl::A,экше,serin
703,frisch::A,свежа,taze
704,feucht::A,летьке,nemli
705,feucht::A,летьке,rutubetli
706,nass::A,начко,yaş
707,nass::A,начко,ıslak
708,trocken::A,коське,kuru
709,voll::A,пешксе,dolu
710,voll::A,пешксе,dolmuş
711,leer::A,чаво,boş
712,offen::A,панжадо,açık
713,offen::A,виде,açık
714,geschlossen::A,пекстазь,kapalı
715,geschlossen::A,сёлгозь,kapalı
716,sauber::A,ванькс,pak
717,sauber::A,ванькс,temiz
718,schmutzig::A,ливезев,pis
719,schmutzig::A,ливезев,kirli
720,roh::A,верек,çiğ
721,reif::A,кенерезь,olgun
722,lecker::A,тантей,lezzetli
723,süß::A,ламбамо,tatlı
724,süß::A,ламбамо,şekerli
725,bitter::A,сэпей,acı
726,sauer::A,чапамо,ekşi
727,hell::A,валдо,aydınlık
728,dunkel::A,чопода,karanlık
729,schwarz::A,раужо,kara
730,schwarz::A,раужо,siyah
731,weiß::A,ашо,ak
732,weiß::A,ашо,beyaz
733,rot::A,якстере,kırmızı
734,gelb::A,ожо,sarı
735,blau::A,сэнь,mavi
736,grün::A,пиже,yeşil
737,grau::A,шержев,boz
738,bunt::A,сёрмав,renkli
739,billig::A,аволь питней,ucuz
740,teuer::A,питней,pahalı
741,wertvoll::A,питней,değerli
742,blind::A,сокор,kör
743,taub::A,амариця,sağır
744,kräftig::A,пек виев,dinç
745,kräftig::A,пек виев,kuvvetli
746,stark::A,виев,güçlü
747,stark::A,виев,kuvvetli
748,schwach::A,лавшо,zayıf
749,schwach::A,лавшо,güçsüz
750,fett::A,куя,şişman
751,schlank::A,виде ронга,narin
752,hübsch::A,мазый,güzel
753,hübsch::A,мазый,sevimli
754,böse::A,кежей,kötü
755,dumm::A,чавола,aptal
756,dumm::A,превтеме,aptal
757,faul::A,нузякс,tembel
758,fleißig::A,мелень путыця,çalışkan
759,geizig::A,скупой,cimri
760,klug::A,превей,zekî
761,klug::A,превей,akıllı
762,geschickt::A,маштозь теезь,becerikli
763,lieb::A,вадря,sevimli
764,lustig::A,весёла,neşeli
765,sanft::A,сэтьме,nazik
766,hungrig::A,вачо,aç
767,krank::A,сэредиця,hasta
768,krank::A,сэредиця,rahatsız
769,nackt::A,штапо,çıplak
770,traurig::A,нусманя,kederli
771,traurig::A,нусманя,üzüntülü
772,lebendig::A,эриця,canlı
773,gut::A,паро,iyi
774,schlecht::A,берянь,kötü
775,richtig::A,виде,doğru
776,schlimm::A,берянь,kötü
777,wahr::A,алкуксонь,doğru
778,wahr::A,алкуксонь,gerçek
779,alt::A,ташто,eski
780,neu::A,од,yeni
781,ehemalig::A,икелень,önceki
782,alt[Lebewesen]::A,сыре,yaşlı
783,jung::A,од,genç
784,arm::A,кажов,fakir
785,reich::A,сюпав,zengin
786,bekannt::A,содавикс,bilinen
787,berühmt::A,содавикс,ünlü
788,berühmt::A,содавикс,meşhur
789,fremd::A,лия,yabancı
790,fremd::A,асодавикс,yabancı
791,verschieden::A,эрьва,ayrı
792,verschieden::A,эрьва,farklı
793,nah::A,а васолонь,yakın
794,nah::A,а васолонь,bitişik
795,fern::A,умонь,uzak
796,fern::A,кезэрень,uzak
797,linker::A,керш,sol
798,rechter::A,вить,sağ
799,anderer::A,лия,diğer
800,erster::A,васень,ilk
801,erster::A,васень,birinci
802,erster::A,васенце,ilk
803,erster::A,васенце,birinci
804,zweiter::A,омбоце,ikinci
805,dritter::A,колмоце,üçüncü
806,letzter::A,меельце,son
807,letzter::A,меельце,sonuncu
808,allein::ADV,башка,yalnız
809,allein::ADV,башка,tek başına
810,allein::ADV,ськамонзо,yalnız
811,allein::ADV,ськамонзо,tek başına
812,auf einmal::ADV,вейсэ,birden
813,zusammen::ADV,вейс,beraber
814,zusammen::ADV,вейс,birlikte
815,zusammen::ADV,вейсэ,beraber
816,zusammen::ADV,вейсэ,birlikte
817,lange::ADV,кувать,çok
