,Concept_ID,be,he
804,vergehen::V,праходзіць,עבר
805,erscheinen::V,зʼявіцца,נגלה
806,erscheinen::V,зʼявіцца,הופיע
807,verschwinden::V,знікнуць,נעלם
808,sinken::V,спадаць,ירד
809,abnehmen::V,паменшыцца,הפחית
810,zunehmen::V,павялічвацца,רבה
811,steigen::V,паднімацца,עלה
812,wachsen::V,расці,גדל
813,glänzen::V,блішчаць,נצץ
814,glänzen::V,блішчаць,בהק
815,funkeln::V,бліскаць,נצנץ
816,lärmen::V,шумець,רעש
817,läuten::V,званіць,צלצל
818,klingeln::V,званіць,צלצל
819,klirren::V,бразгаць,קרקש
820,brausen::V,бушаваць,געש
821,rauschen::V,шастаць,רשרש
822,klingen::V,гучаць,נשמע
823,bellen::V,брахаць,נבח
824,heulen::V,выць,ילל
825,blasen::V,дзьмухнуць,נשף
826,pfeifen::V,свістаць,שרק
827,schreien::V,крычаць,צעק
828,stöhnen::V,стагнаць,נאנק
829,zittern::V,дрыжаць,רעד
830,leben::V,жыць,חי
831,geboren werden::V,нарадзіцца,נולד
832,atmen::V,дыхаць,נשם
833,trinken::V,піць,שתה
834,essen::V,есці,אכל
835,schlucken::V,глытаць,בלע
836,müde werden::V,стаміцца,התעיף
837,einschlafen::V,заснуць,נרדם
838,schlafen::V,спаць,ישן
839,aufwachen::V,рассыпацца,התעורר
840,aufstehen::V,устаць,קם
841,sich erholen::V,адпачываць,נפש
842,krank werden::V,захварэць,חלה
843,krank sein::V,хварэць,היה חולה
844,schmerzen::V,балець,כאב
845,husten::V,кашляць,השתעל
846,genesen::V,паправіцца,הבריא
847,genesen::V,паздаравець,הבריא
848,sterben::V,памерці,מת
849,umkommen::V,загінуць,נספה
850,sich bewegen::V,рухацца,נע
851,sich rühren::V,варушыцца,זז
852,sich erheben::V,устаць,קם
853,sich setzen::V,сесці,התישב
854,hinfallen::V,упасці,נפל
855,laufen::V,хадзіць,הלך ברגל
856,schreiten::V,шагаць,פסע
857,schreiten::V,крочыць,פסע
858,spazierengehen::V,гуляць,טיל
859,eilen::V,спяшацца,אץ
860,eilen::V,спяшацца,מהר
861,sich beeilen::V,спяшацца,מהר
862,sausen::V,імчацца,אץ
863,rennen::V,бегаць,רץ
864,springen::V,скакаць,קפץ
865,klettern::V,лазіць,טפס
866,schaukeln::V,гайдацца,התנדנד
867,kriechen::V,поўзаць,זחל
868,schwimmen::V,плаваць,שחה
869,tauchen::V,ныраць,צלל
870,rudern::V,веславаць,חתר
871,fahren::V,ехаць,נסע
872,fliegen::V,лятаць,עף
873,gehen::V,ісці,הלך
874,weggehen::V,пайсці,עזב
875,abfahren::V,адʼяжджаць,יצא
876,anhalten::V,спыніцца,עצר
877,anhalten::V,затрымацца,עצר
878,hineingehen::V,уваходзіць,נכנס
879,eintreten::V,увайсці,נכנס
880,kommen::V,прыйсці,בא
881,ankommen::V,прыбыць,הגיע
882,zurückkommen::V,вярнуцца,שב
883,zurückkommen::V,вярнуцца,חזר
884,bleiben::V,застацца,נשאר
885,warten::V,чакаць,חכה
886,warten::V,чакаць,המתין
887,erwarten::V,чакаць,צפה
888,suchen::V,шукаць,חפש
889,finden::V,знайсці,מצא
890,versuchen::V,прабаваць,נסה
891,vorbereiten::V,падрыхтаваць,הכין
892,lieben::V,кахаць,אהב
893,mögen::V,любіць,אהב
894,lachen::V,смяяцца,צחק
895,rühren::V,расчуліць,נגע ללב
896,weinen::V,плакаць,בכה
897,schimpfen::V,лаяцца,גער
898,sich ärgern::V,сердаваць,זעם
899,sich ärgern::V,сердаваць,כעס
900,sich fürchten::V,баяцца,פחד
901,sich fürchten::V,баяцца,חשש
902,fürchten::V,баяцца,פחד מ
903,fürchten::V,баяцца,חשש מ
904,fliehen::V,уцякаць,ברח
905,flüchten::V,уцячы,נמלט
906,sehen::V,бачыць,ראה
907,anschauen::V,паглядзець,הביט
908,ansehen::V,глядзець,התבונן
909,hören::V,чуць,שמע
910,zuhören::V,слухаць,הקשיב
911,probieren::V,каштаваць,נסה
912,riechen::V,нюхаць,הריח
913,fühlen::V,адчуваць,חש
914,scheinen::V,здавацца,נדמה
915,zu sehen sein::V,віднецца,נראה
916,vernehmen::V,пачуць,נודע ל
917,frieren::V,мёрзнуць,קר ל
918,tun::V,рабіць,פעל
919,können::V,умець,יכל
920,wollen::V,хацець,רצה
921,anfangen::V,пачаць,התחיל
922,beenden::V,закончыць,גמר
923,aufhören::V,перастаць,סים
924,gelingen::V,удацца,הצליח
925,geraten::V,аказацца,עלה
926,öffnen::V,адчыніць,פתח
927,schließen::V,зачыніць,סגר
928,stellen::V,паставіць,העמיד
929,setzen::V,пасадзіць,הושיב
930,legen::V,класці,שם
931,berühren::V,чапаць,נגע
932,verbinden::V,звязаць,קשר
933,bedecken::V,накрыць,כסה
934,aufhängen::V,павесіць,תלה
935,anzünden::V,запаліць,הצית
936,aufheben::V,падняць,אסף
937,zurücklassen::V,пакінуць,השאיר
938,verlieren::V,згубіць,אבד
939,fallen lassen::V,упусціць,שמט
940,fallen lassen::V,упусціць,הפיל
941,machen::V,зрабіць,עשה
942,herstellen::V,вырабіць,יצר
943,bauen::V,будаваць,בנה
944,reparieren::V,правіць,תקן
945,verbessern::V,палепшыць,שפר
946,ändern::V,змяніць,שנה
947,graben::V,капаць,חפר
948,beugen::V,сагнуць,כפף
949,biegen::V,пагнуць,כופף
950,drehen::V,вярцець,סובב
951,wenden::V,павярнуць,הפך
952,umdrehen::V,перавярнуць,סובב
953,heben::V,падымаць,הרים
954,hochheben::V,падняць,הרים
955,ergreifen::V,схапіць,אחז
956,ergreifen::V,схваціць,אחז
957,halten::V,трымаць,החזיק
958,drücken::V,націскаць,לחץ
959,schieben::V,пхаць,הזיז
960,schieben::V,штурхаць,הזיז
961,kratzen::V,скрэбці,שרט
962,kratzen::V,скрэбці,שפשף
963,lecken::V,лізаць,לקק
964,beißen::V,кусаць,נשך
965,abreißen::V,адарваць,קרע
966,abschneiden::V,адрэзаць,חתך
967,binden::V,вязаць,קשר
968,stecken::V,уваткнуць,תקע
969,brechen::V,зламаць,שבר
970,klopfen::V,стукаць,נקש
971,hauen::V,біць,הכה
972,kleben::V,клеіць,הדביק
973,reiben::V,церці,שפשף
974,streichen::V,намазаць,מרח
975,schleifen::V,тачыць,השחיז
976,schneiden::V,рэзаць,גזר
977,rütteln::V,хістаць,נענע
978,schütteln::V,трэсці,נער
979,schwenken::V,махаць,נופף
980,schwenken::V,махаць,טלטל
981,schütten::V,наліць,שפך
982,füllen::V,напоўніць,מלא
983,einwickeln::V,загарнуць,עטף
984,tragen::V,несці,נשא
985,schleppen::V,цягнуць,סחב
986,ziehen::V,цягнуць,משך
987,aufbewahren::V,захоўваць,שמר
988,werfen::V,кідаць,זרק
989,fangen::V,лавіць,תפס
990,packen::V,схапіць,אחז
991,packen::V,схваціць,אחז
992,verstecken::V,схаваць,החביא
993,teilen::V,раздзяліць,חלק
994,schicken::V,пасылаць,שלח
995,bringen::V,прынесці,הביא
996,hinzufügen::V,дабавіць,הוסיף
997,bekommen::V,дастаць,תפס
998,erhalten::V,атрымаць,קבל
999,nehmen::V,ўзяць,אחז
1000,wählen::V,выбраць,בחר
1001,auswählen::V,адабраць,בחר ב
1002,bewahren::V,захаваць,קים
1003,behindern::V,перашкаджаць,מנע
1004,verderben::V,сапсаваць,מנע
1005,beschädigen::V,пашкодзіць,הזיק
1006,zerbrechen::V,разбіць,נשבר
1007,zerreißen::V,разадраць,קרע
1008,zerstören::V,разбурыць,הרס
1009,zerstören::V,разбурыць,השמיד
1010,verbrennen::V,спаліць,שרף
1011,geben::V,даць,נתן
1012,reichen::V,перадаць,העביר
1013,schenken::V,дарыць,נתן במתנה
1014,versprechen::V,абяцаць,הבטיח
1015,wünschen::V,жадаць,אחל
1016,loben::V,хваліць,שבח
1017,küssen::V,цалаваць,נשק
1018,wiegen::V,гушкаць,נדנד
1019,wiegen::V,калыхаць,נדנד
1020,zudecken::V,накрыць,כסה
1021,wecken::V,пабудзіць,עורר
1022,zeigen::V,паказаць,הראה
1023,führen::V,весці,הביא
1024,führen::V,весці,הוביל
1025,lehren::V,вучыць,למד
1026,unterrichten::V,выкладаць,למד
1027,aufziehen::V,выхаваць,רומם
1028,leiten::V,кіраваць,נהל
1029,antreiben::V,падганяць,המרץ
1030,lassen::V,прымусіць,נתן
1031,einladen::V,запрасіць,הזמין
1032,vereinigen::V,абʼяднаць,אחד
1033,vereinigen::V,абʼяднаць,לכד
1034,besuchen::V,наведаць,בקר
1035,treffen::V,сустрэць,פגש
1036,sich versammeln::V,сабрацца,התאסף
1037,spielen::V,гуляць,שחק
1038,singen::V,пець,שר
1039,singen::V,спяваць,שר
1040,tanzen::V,танцаваць,רקד
1041,sich trennen::V,расстацца,נפרד
1042,verlassen::V,пакінуць,עזב
1043,retten::V,выратаваць,הציל
1044,bewachen::V,ахоўваць,שמר
1045,schützen::V,уберагаць,אבטח
1046,verteidigen::V,абараніць,הגן
1047,sich schlagen::V,біцца,התכתש
1048,sich schlagen::V,драцца,התכתש
1049,schießen::V,страляць,ירה
1050,siegen::V,перамагчы,גבר
1051,siegen::V,перамагчы,נצח
1052,ärgern::V,злаваць,עצבן
1053,schlagen::V,ударыць,הכה
1054,schlagen::V,ударыць,הלקה
1055,treten::V,штурхаць,בעט
1056,stechen::V,укалоць,דקר
1057,stoßen::V,папхнуць,דחק
1058,stehlen::V,украсці,גנב
1059,stören::V,перашкодзіць,קטע
1060,stören::V,перашкодзіць,הפריע
1061,belästigen::V,дакучаць,הציק
1062,belästigen::V,дакучаць,הטריד
1063,verbergen::V,скрыць,הצניע
1064,verbergen::V,схаваць,הצניע
1065,täuschen::V,падмануць,שגע
1066,betrügen::V,змахляваць,הונה
1067,töten::V,забіць,הרג
1068,wohnen::V,жыць,גר
1069,arbeiten::V,працаваць,עבד
1070,sammeln::V,сабраць,אסף
1071,pflücken::V,зрываць,קטף
1072,jagen::V,паляваць,צד
1073,fischen::V,рыбачыць,דג
1074,fassen::V,злавіць,תפס
1075,hüten::V,пасвіць,רעה
1076,treiben::V,гнаць,הוציא
1077,anbinden::V,прывязаць,קשר
1078,füttern::V,карміць,הלעיט
1079,melken::V,даіць,חלב
1080,hacken::V,сячы,קצץ
1081,gießen::V,паліць,השקה
1082,reifen::V,паспець,בשל
1083,zubereiten::V,зварыць,הכין
1084,zubereiten::V,згатаваць,הכין
1085,kochen::V,варыць,בשל
1086,backen::V,пячы,אפה
1087,braten::V,смажыць,צלה
1088,braten::V,смажыць,טגן
1089,umrühren::V,перамяшаць,ערבב
1090,stricken::V,вязаць,סרג
1091,nähen::V,шыць,תפר
1092,färben::V,пафарбаваць,צבע
1093,reinigen::V,ачысціць,נקה
1094,waschen::V,мыць,רחץ
1095,waschen::V,мыць,כבס
1096,abwischen::V,выцерці,נגב
1097,spülen::V,паласкаць,שטף
1098,fegen::V,падмятаць,טאטא
1099,kehren::V,месці,טאטא
1100,baden::V,купацца,טבל
1101,baden::V,купацца,שחה
1102,sich waschen::V,мыцца,התרחץ
1103,ausziehen::V,зняць,הוריד
1104,anziehen::V,надзець,לבש
1105,sich anziehen::V,адзецца,התלבש
1106,kämmen::V,прычасаць,סרק
1107,schmücken::V,аздобіць,קשט
1108,sagen::V,сказаць,אמר
1109,sprechen::V,гаварыць,דבר
1110,reden::V,размаўляць,דבר
1111,sich unterhalten::V,гутарыць,שוחח
1112,fragen::V,спытаць,שאל
1113,bitten::V,прасіць,בקש
1114,erzählen::V,расказаць,ספר
1115,mitteilen::V,паведаміць,מסר
1116,mitteilen::V,паведаміць,הודיע
1117,nennen::V,назваць,קרא בשם
1118,rufen::V,зваць,גיס
1119,rufen::V,зваць,הזמין לבוא
1120,prahlen::V,хваліцца,התרברב
1121,übersetzen::V,перакласці,תרגם
1122,denken::V,думаць,חשב
1123,glauben::V,верыць,האמין
1124,bemerken::V,заўважыць,הבחין
1125,erkennen::V,пазнаць,זהה
1126,begreifen::V,спасцігнуць,קלט
1127,begreifen::V,спасцігнуць,הבין
1128,verstehen::V,пачуць,הבין
1129,lernen::V,вучыцца,למד
1130,wissen::V,знаць,ידע
1131,sich erinnern an::V,памятаць,זכר
1132,vergessen::V,забыць,שכח
1133,messen::V,мераць,מדד
1134,zählen::V,лічыць,ספר
1135,rechnen::V,лічыць,חשב
1136,lesen::V,чытаць,קרא
1137,malen::V,маляваць,ציר
1138,zeichnen::V,рысаваць,שרטט
1139,schreiben::V,пісаць,כתב
1140,besitzen::V,мець,היה בעל של
1141,kaufen::V,купіць,קנה
1142,kaufen::V,купіць,רכש
1143,verkaufen::V,прадаць,מכר
1144,bezahlen::V,заплаціць,שלם
1145,zahlen::V,плаціць,שלם
1146,beherrschen::V,уладаць,שלט
1147,beherrschen::V,валодаць,שלט
1148,ertragen::V,выцерпець,סבל
