,Concept_ID,bn,sq
704,einst::ADV,একবার মাত্র,dikur
705,damals::ADV,তখন,atëherë
706,danach::ADV,পরে,mandej
707,vorher::ADV,আগে,më parë
708,zuerst::ADV,আগে,së pari
709,einmal::ADV,একবার,njëherë
710,manchmal::ADV,কখনও কখনও,nganjëherë
711,oft::ADV,ঘনঘন,shpesh
712,immer::ADV,সর্বদা,përherë
713,immer::ADV,সর্বদা,gjithnjë
714,niemals::ADV,কখলও নহে,kurrë
715,niemals::ADV,কখলও নহে,asnjëherë
716,hier::ADV,এখানে,këtu
717,hierhin::ADV,এখানে,knej
718,von hier::ADV,ত্রই স্তান হইতে,që këtej
719,von hier::ADV,ত্রই স্তান হইতে,prej këtej
720,dort::ADV,ওখানে,aty
721,dort::ADV,ওখানে,atje
722,dorthin::ADV,ওখানে,anej
723,geradeaus::ADV,অগ্রগামী,drejt
724,vorwärts::ADV,সন্মুখিকে,mbroth
725,vorwärts::ADV,সন্মুখিকে,përpara
726,rückwärts::ADV,খিরিয়া,mbrapsht
727,zurück::ADV,পিঠ,prapa
728,zurück::ADV,পিঠ,mbrapsht
729,unten::ADV,নীচে,poshtë
730,hinab::ADV,নিম্নগামী,përposh
731,oben::ADV,উপরে,lart
732,oben::ADV,উপরে,sipër
733,hinauf::ADV,উচ্চতর অংশে,lart
734,hinauf::ADV,উচ্চতর অংশে,përpjetë
735,überall::ADV,সর্বত্র,kudo
736,nicht::ADV,না,s'
737,nicht::ADV,না,nuk
738,ein wenig::ADV,অল্প,një tis
739,kaum::ADV,কষ্টসহকাবে,mezi
740,sehr::ADV,খুব,fort
741,sehr::ADV,খুব,shumë
742,so::ADV,তত,ashtu
743,so::ADV,তত,kështu
744,noch::ADV,এখন পর্যস্ত,ende
745,noch::ADV,এখন পর্যস্ত,akoma
746,nur::ADV,শুধু,vetëm
747,schon::ADV,ইতঃপুর্বে,tashmë
748,wieder::ADV,আবার,përsëri
749,vergebens::ADV,বিফলে,kot
750,vor::PRP,সম্মুখে,para
751,hinter::PRP,পশ্চাতে,prapa
752,hinter::PRP,পশ্চাতে,mbrapa
753,unter::PRP,নীচে,nën
754,durch::PRP,দ্বারা,nëpër
755,neben::PRP,কাছে,pranë
756,neben::PRP,কাছে,përbri
757,zwischen::PRP,মধ্যে,midis
758,zwischen::PRP,মধ্যে,ndërmjet
759,wegen::PRP,জন্য,për
760,dies::PRN,এটা,ky
761,das::PRN,ওটা,ky
762,alles::PRN,সব,gjithçka
763,ich::PRN,আমি,unë
764,du::PRN,তুমি,ti
765,er::PRN,উনি,ai
766,wir::PRN,আমরা,ne
767,ihr::PRN,তোমরা,ju
768,sie::PRN,তারা,ata
769,was::FPRN,কি,ç'
770,was::FPRN,কি,çfarë
771,wer::FPRN,কে,kush
772,wo::FADV,কোথায়,ku
773,wohin::FADV,কোথায়,për ku
774,wie::FADV,কেমন,si
775,warum::FADV,কেন,pse
776,warum::FADV,কেন,përse
777,wieviel::FNUM,কত,sa
778,eins::NUM,অক,një
779,zwei::NUM,দুই,dy
780,drei::NUM,তিন,tre
781,vier::NUM,চার,katër
782,fünf::NUM,পাঁচ,pesë
783,sechs::NUM,ছয়,gjashtë
784,sieben::NUM,সাত,shtatë
785,acht::NUM,আট,tetë
786,neun::NUM,নয়,nëntë
787,zehn::NUM,দশ,dhjetë
788,elf::NUM,এগারো,njëmbëdhjetë
789,zwölf::NUM,দ্বাদশ,dymbëdhjetë
790,zwanzig::NUM,বিশ,njëzet
791,dreißig::NUM,ত্রিশ,tridhjetë
792,vierzig::NUM,চল্লিশ,dyzet
793,fünfzig::NUM,পঞ্চাশ,pesëdhjetë
794,sechzig::NUM,ষাট,gjashtëdhjetë
795,siebzig::NUM,সত্তর,shtatëdhjetë
796,achtzig::NUM,আশি,tetëdhjetë
797,neunzig::NUM,নব্বুই,nëntëdhjetë
798,hundert::NUM,শত,qind
799,tausend::NUM,হাজার,mijë
800,und::CNJ,আর,e
801,und::CNJ,আর,dhe
802,und::CNJ,এবং,e
803,und::CNJ,এবং,dhe
804,oder::CNJ,বা,a
805,oder::CNJ,বা,apo
806,stehen::V,দাঁড়ানো,rri
807,sitzen::V,বসা,rri
808,liegen::V,শোয়া,rri shtrirë
809,hängen::V,ঝোলা,varem
810,werden::V,হইয়া উঠা,bëhem
811,passieren::V,ঘটা,ndodh
812,beginnen::V,আরম্ভ হওয়া,filloj
813,enden::V,শেষ হওয়া,përfundoj
814,wechseln::V,রূপাস্তর করা,ndërroj
815,aufgehen[Sonne]::V,উদিত হওয়া,hapem
816,untergehen[Sonne]::V,অস্ত যাওয়া,hyj
817,untergehen[Sonne]::V,অস্ত যাওয়া,perëndoj
818,scheinen[Sonne]::V,আলো দেওয়া,ndriçoj
819,donnern::V,বজ্রধ্বনি করা,gjëmoj
820,donnern::V,বজ্রধ্বনি করা,bubulloj
821,wehen::V,প্রবাহিত হওয়া,fryj
822,strömen::V,প্রবাহিত হওয়া,derdh
823,fließen::V,ছুটা,rrjedh
824,sich drehen::V,পাক খাওয়া,rrotullohem
825,schwanken::V,দোলা,dyzoj
826,schwingen::V,দোলা,dridhem
827,fallen::V,পড়া,bie
828,brennen::V,সেঁকা,digjem
829,rauchen::V,ধোঁয়া ছড়ান,nxjerr tym
830,regnen::V,বর্ষণ_করা,bie shi
831,gefrieren::V,হিমায়িত হওয়া,ngrij
832,tauen::V,গলা,shkrij
833,schmelzen::V,গলা,shkrij
834,trocknen::V,শুষ্ক করা,thaj
835,sieden::V,ফোঁড়া,ziej
836,faulen::V,ক্ষয় হওয়া,kalbem
837,faulen::V,ক্ষয় হওয়া,prishem
838,verfaulen::V,ক্ষয় হওয়া ,kalbem
839,reißen::V,ছিঁড়া,grisem
840,reißen::V,ছিঁড়া,shqyhem
841,versinken::V,ডুবা,humboj
842,vergehen::V,যাওয়া,kaloj
843,erscheinen::V,আসা,dukem
844,verschwinden::V,অদৃশ্য হওয়া,zhdukem
845,sinken::V,হ্রাস হওয়া,ulem
846,abnehmen::V,হ্রাস হওয়া,pakësohem
847,abnehmen::V,হ্রাস হওয়া,zvogëlohem
848,zunehmen::V,বৃদ্ধি পাওয়া,shtohem
849,steigen::V,ওঠা,rritem
850,wachsen::V,বড় হওয়া,rritem
851,glänzen::V,জ্বলা,vezulloj
852,funkeln::V,জ্বল্জ্বল করা,xixoj
853,funkeln::V,জ্বল্জ্বল করা,xixëlloj
854,läuten::V,রুসুঝুসু করা,bie
855,klingeln::V,বাজা,i bie ziles
856,klirren::V,টুংটাং-শব্দ করা,kërcëlloj
857,brausen::V,গর্জন করা,gjëmoj
858,rauschen::V,মর্মরধ্বনি করা,fëshfërij
859,klingen::V,শব্দ করা,tingëlloj
860,bellen::V,ঘেউ ঘেউ করা,leh
861,heulen::V,গর্জন করা,ulërij
862,blasen::V,ফুঁ দেওয়া,fryj
863,pfeifen::V,শিস্ দেওয়া,fishkëllej
864,schreien::V,চিৎকার করা,bërtas
865,stöhnen::V,গোঁ-গো করা,rënkoj
866,zittern::V,কাঁপা,trembem
867,leben::V,বাঁচা,rroj
868,leben::V,বাঁচা,jetoj
869,geboren werden::V,জন্মানো,lind
870,atmen::V,শ্বাস ফেলা,marr frymë
871,trinken::V,পান করা,pi
872,essen::V,ভক্ষণ করা,ha
873,schlucken::V,গেলা,gëlltis
874,schlucken::V,গেলা,kapërdij
875,müde werden::V,পরিশ্রান্ত হওয়া,lodhem
876,einschlafen::V,নিদ্রামগ্ন হওয়া,bie të fle
877,schlafen::V,নিদ্রা যাওয়া,fle
878,aufwachen::V,জাগা,zgjohem
879,aufstehen::V,জাগা,çohem
880,aufstehen::V,জাগা,ngrihem
881,sich erholen::V,আরাম করা,qetësohem
882,sich erholen::V,আরাম করা,shtendosem
883,krank werden::V,অসুস্থ হত্তয়া,bie i sëmurë
884,krank sein::V,রূগ্ণ হত্তয়া,jam i sëmurë
885,schmerzen::V,কন্কন করা,dhemb
886,husten::V,কাশা,kollitem
887,genesen::V,আরোগ্য হওয়া,shërohem
888,sterben::V,মারা যাওয়া,vdes
889,umkommen::V,মারা যাওয়া,vdes
890,umkommen::V,মারা যাওয়া,mbaroj
891,sich bewegen::V,চলা,shkundem
892,sich rühren::V,নড়া,lëviz
893,sich erheben::V,উদিত হওয়া,ngrihem
894,sich setzen::V,বসা,ulem
895,hinfallen::V,পড়া,gremisem
896,laufen::V,হাঁটা,eci
897,schreiten::V,হাঁটা,çapem
898,spazierengehen::V,পায়চারি করা,shëtis
899,eilen::V,ত্বরাম্বিত করা,ngas
900,sich beeilen::V,ত্বরাম্বিত করা,nxitoj
901,sausen::V,ধেয়ে যাওয়া,eci shpejt
902,rennen::V,চলা,vrapoj
903,springen::V,লাফানো,kërcej
904,klettern::V,আরোহণ করা,hipi
905,schaukeln::V,দোলা,kolovitem
906,kriechen::V,হামাগুড়ি দেওয়া,zvarritem
907,schwimmen::V,সাঁতার কাটা,notoj
908,tauchen::V,ডোবা,zhytem
909,rudern::V,দাঁড় টানা,vozis
910,fahren::V,চালান,shkoj
911,fliegen::V,ওড়া,fluturoj
912,gehen::V,যাওয়া,eci
913,gehen::V,যাওয়া,shkoj
914,weggehen::V,প্রস্থান করা,vete
915,abfahren::V,প্রস্থান করা,nisem
916,anhalten::V,থামা,ndalem
917,hineingehen::V,ঢোকা,futem
918,eintreten::V,ঢোকা,hyj
919,kommen::V,আসা,vij
920,ankommen::V,আসা,arrij
921,ankommen::V,আসা,mbërrij
922,zurückkommen::V,ফিরা,kthehem
923,bleiben::V,থাকা,mbetem
924,bleiben::V,থাকা,qëndroj
925,warten::V,অপেক্ষা করা,pres
926,erwarten::V,অপেক্ষা করা,pres
927,suchen::V,খোঁজ করা,kërkoj
928,finden::V,পাওয়া,gjej
929,versuchen::V,পরখ করা,mundohem
930,vorbereiten::V,প্রস্তুত করা,përgatis
931,lieben::V,ভালবাসা,dashuroj
932,mögen::V,পছন্দ করা,dua
933,lachen::V,হাসা,qesh
934,rühren::V,হৃদয়ম্পর্শ করা,mallëngjej
935,weinen::V,কাঁদা,qaj
936,schimpfen::V,নালিশ করা,shaj
937,sich ärgern::V,রাগ হত্তয়া,bëhem verem
938,sich fürchten::V,ভয় করা,kam frikë
939,sich fürchten::V,ভয় করা,frikësohem
940,fürchten::V,ডরা,kam frikë nga
941,fliehen::V,পালানো,arratisem
942,flüchten::V,পালানো,iki
943,sehen::V,দেখা,shoh
944,anschauen::V,দেখা,shikoj
945,ansehen::V,দেখা,shikoj
946,hören::V,শোনা,dëgjoj
947,zuhören::V,শোনা,veshtoj
948,probieren::V,পরখ করা,provoj
949,riechen::V,শুঁকা,nuhas
950,fühlen::V,অনুভব করা,ndiej
951,scheinen::V,মনে হত্তয়া,ndriçoj
952,zu sehen sein::V,দেখা দেত্তয়া,dukem
953,vernehmen::V,শোনা,dëgjoj
954,frieren::V,শীত লাগা,mërdhij
955,tun::V,করা,bëj
956,können::V,পারা,mund
957,wollen::V,ইচ্ছা করা,dua
958,wollen::V,ইচ্ছা করা,dëshiroj
959,anfangen::V,আরম্ভ করা,filloj
960,beenden::V,শেষ করা,kryej
961,beenden::V,শেষ করা,mbaroj
962,aufhören::V,থামা,pushoj
963,gelingen::V,সিদ্ধিলাভ করা,më shkon mbarë
964,geraten::V,পরিণত হত্তয়া,del
965,öffnen::V,খোলা,hap
966,schließen::V,বন্ধ করা,mbyll
967,stellen::V,স্থাপন করা,vë
968,setzen::V,স্থাপন করা,vë
969,legen::V,স্থাপন করা,vë
970,berühren::V,স্পর্শ করা,rrok
971,verbinden::V,সংযুক্ত করা,bashkoj
972,bedecken::V,ঢাকা,mbuloj
973,aufhängen::V,ঝুলানো,var
974,anzünden::V,জ্বালান,ndez
975,aufheben::V,কুড়াইয়া তোলা,ngre
976,zurücklassen::V,পরিত্যাগ করা,lë pas
977,verlieren::V,হারান,humb
978,fallen lassen::V,ফেলা,lëshoj
979,machen::V,গঠন করা,bëj
980,herstellen::V,সৃষ্টি করা,prodhoj
981,bauen::V,নির্মাণ করা,ndërtoj
982,reparieren::V,মেরামত করা,ndreq
983,reparieren::V,মেরামত করা,meremetoj
984,verbessern::V,উন্নতিলাভ করা,përmirësoj
985,ändern::V,পরিবর্তিত করা,ndërroj
986,graben::V,খনন করা,gërmoj
987,beugen::V,নোয়া,kërrus
988,biegen::V,নোয়া,përkul
989,drehen::V,ঘোরান,dredh
990,drehen::V,ঘোরান,rrotulloj
991,wenden::V,উলটাইয়া দেত্তয়া,kthej
992,umdrehen::V,উলটানো,kthej
993,heben::V,উত্তোলন করা,ngre
994,hochheben::V,উঁচু করা,ngre
995,ergreifen::V,দখল করা,rrëmbej
996,halten::V,ধরা,mbaj
997,drücken::V,টেপা,shtyp
998,schieben::V,ঠেলা,shtyj
999,kratzen::V,চাঁচা,kruaj
1000,kratzen::V,চাঁচা,gërvisht
1001,lecken::V,চাটা,lëpij
1002,beißen::V,দংশন করা,kafshoj
1003,abreißen::V,বিচ্ছিন্ন করা,shkëpus
1004,abschneiden::V,বিচ্ছিন্ন করা,cungoj
1005,binden::V,বন্ধন করা,lidh
1006,stecken::V,বিদ্ধ করা,fus
1007,stecken::V,বিদ্ধ করা,ngul
1008,brechen::V,ভাঙা,thyej
1009,klopfen::V,আঘাত করা,trokas
1010,hauen::V,আঘাত করা,godas
1011,kleben::V,সাঁটা,ngjis
1012,reiben::V,ঘষা,fërkoj
1013,streichen::V,ছড়াইয়া,lyej
1014,schleifen::V,ধার দেওয়া,mpreh
1015,schneiden::V,কাটা,pres
1016,rütteln::V,নাড়ান,shkund
1017,schütteln::V,নড়া,lëkund
1018,schwenken::V,দোলা,valëvit
1019,schütten::V,বর্ষণ করা,mbush
1020,füllen::V,পরিপূর্ণ করা,mbush
1021,einwickeln::V,মুড়া,mbështjell
1022,tragen::V,বহন করা,mbaj
1023,tragen::V,বহন করা,mbart
1024,schleppen::V,টানা,heq
1025,schleppen::V,টানা,zhgërryej
1026,ziehen::V,টানা,tërheq
1027,aufbewahren::V,রাখা,ruaj
1028,werfen::V,ছুড়া,hedh
1029,fangen::V,লোফা,kap
1030,packen::V,ধরা,rrëmbej
1031,verstecken::V,গোপন করা,fsheh
1032,teilen::V,বিভক্ত করা,ndaj
1033,schicken::V,প্রেরণ করা,dërgoj
1034,bringen::V,আনা,sjell
1035,hinzufügen::V,একত্র করা,shtoj
1036,bekommen::V,পাওয়া,kap
1037,erhalten::V,পাওয়া,marr
1038,nehmen::V,নেওয়া,marr
1039,wählen::V,বাছা,zgjedh
1040,auswählen::V,বাছা,përzgjedh
1041,bewahren::V,বাঁচাইয়া রাখা,ruaj
1042,behindern::V,বাধা দেওয়া,pengoj
1043,verderben::V,নষ্ট করা,prish
1044,beschädigen::V,ক্ষতি করা,dëmtoj
1045,zerbrechen::V,ভাঙ্গিয়া যাওয়া,thyej
1046,zerreißen::V,ছিঁড়া,çjerr
1047,zerreißen::V,ছিঁড়া,zheloj
1048,zerstören::V,বিনাশ করা,prish
1049,zerstören::V,বিনাশ করা,shkatërroj
1050,verbrennen::V,দহন করা,djeg
1051,geben::V,দেওয়া,jap
1052,reichen::V,দেওয়া,jap
1053,schenken::V,উপহার দেত্তয়া,fal
1054,schenken::V,উপহার দেত্তয়া,dhuroj
1055,versprechen::V,প্রতিশ্রুতি দেওয়া,premtoj
1056,wünschen::V,আকাঙ্ক্ষা করা,uroj
1057,loben::V,প্রশংসা করা,lëvdoj
1058,loben::V,প্রশংসা করা,lavdëroj
1059,küssen::V,চুম্বন করা,puth
1060,wiegen::V,দুলানো,tund
1061,zudecken::V,ঢাকা,mbuloj
1062,wecken::V,জাগানো,zgjoj
1063,zeigen::V,দেখানো,dëftej
1064,führen::V,পথ দেখানো,çoj
1065,lehren::V,শেখানো,arsej
1066,unterrichten::V,শিক্ষা দেওয়া,arsimoj
1067,aufziehen::V,পালন করা,rris
1068,leiten::V,পরিচালনা করা,udhëheq
1069,antreiben::V,চালনা করা,nxis
1070,lassen::V,অনুমতি দেওয়া,detyroj
1071,einladen::V,নিমন্ত্রণ করা,ftoj
1072,vereinigen::V,এক করা,bashkoj
1073,besuchen::V,দেখিতে যাওয়া,vizitoj
1074,treffen::V,সন্মুখীন হওয়া,ndesh
1075,sich versammeln::V,জড়ো হওয়া,tubohem
1076,spielen::V,খেলা,loz
1077,spielen::V,খেলা,luaj
1078,singen::V,গাওয়া,këndoj
1079,tanzen::V,নাচা,kërcej
1080,tanzen::V,নাচা,vallëzoj
1081,sich trennen::V,পৃথক করা,ndahem
1082,verlassen::V,পরিত্যাগ করা,braktis
1083,retten::V,উদ্ধার করা,shpëtoj
1084,bewachen::V,পাহারা দেওয়া,ruaj
1085,schützen::V,রক্ষা করা,ruaj
1086,schützen::V,রক্ষা করা,mbroj
1087,verteidigen::V,রক্ষা করা,mbroj
1088,sich schlagen::V,লড়াই করা,zihem
1089,schießen::V,তীরবেগে ছোটা,shtie
1090,siegen::V,জেতা,fitoj
1091,siegen::V,জেতা,ngadhënjej
1092,ärgern::V,বিরক্ত করা,zemëroj
1093,schlagen::V,আঘাত করা,rrah
1094,schlagen::V,আঘাত করা,godas
1095,treten::V,লাথি মারা,shtyj
1096,treten::V,লাথি মারা,shtyj më këmbë
1097,stechen::V,দংশন করা,ther
1098,stechen::V,দংশন করা,shpoj
1099,stoßen::V,ঠেলা,shtyj
1100,stehlen::V,অপহরণ করা,vjedh
1101,stören::V,ঘাঁটান,pengoj
1102,belästigen::V,বিরক্ত করা,bezdis
1103,verbergen::V,গোপন করা,fsheh
1104,täuschen::V,প্রবঞ্চনা করা,mashtroj
1105,betrügen::V,প্রতারণা করা,kobis
1106,töten::V,হত্যা করা,vras
1107,wohnen::V,বাস করা,banoj
1108,arbeiten::V,কাজ করা,punoj
1109,arbeiten::V,কাজ করা,vardoj
1110,sammeln::V,সংগ্রহ করা,mbledh
1111,sammeln::V,সংগ্রহ করা,grumbulloj
1112,pflücken::V,চয়ন করা,vjel
1113,pflücken::V,চয়ন করা,mbledh
1114,jagen::V,শিকার করা,gjuaj
1115,fischen::V,মাছ ধরা,peshkoj
1116,fischen::V,মাছ ধরা,gjuaj peshk
1117,fassen::V,ধরা,zë
1118,hüten::V,যুথভুক্ত করা,kullos
1119,treiben::V,চালনা করা,vë përpara
1120,anbinden::V,বন্ধন করা,lidh
1121,füttern::V,ভোজন করানো,grazhdoj
1122,melken::V,দুগ্ধ দোহন করা,mjel
1123,hacken::V,কাটা,grij
1124,gießen::V,বর্ষণ করা,ujis
1125,reifen::V,পাকা,piqem
1126,zubereiten::V,রন্ধন করা,gatuaj
1127,kochen::V,রন্ধন করা,ziej
1128,backen::V,সেকা,pjek
1129,backen::V,সেকা,furroj
1130,braten::V,ভাজা,fërgoj
1131,braten::V,ভাজা,tiganis
1132,umrühren::V,নড়ানো,trazoj
1133,stricken::V,বোনা,thur
1134,nähen::V,সেলাই করা,qep
1135,färben::V,রঞ্জিত করা,ngjyej
1136,färben::V,রঞ্জিত করা,bojatis
1137,reinigen::V,পরিষ্কার করা,qëroj
1138,reinigen::V,পরিষ্কার করা,pastroj
1139,waschen::V,পরিষ্কার করা,laj
1140,waschen::V,পরিষ্কার করা,finjos
1141,abwischen::V,মুছা,fshij
1142,spülen::V,পরিষ্কার করা,kulloj
1143,fegen::V,ঝাঁট দেওয়া,fshij
1144,kehren::V,ঝাঁট দেওয়া,fshij
1145,baden::V,অবগাহন করা,lahem
1146,sich waschen::V,ধোয়া,lahem
1147,ausziehen::V,খুলা,heq
1148,ausziehen::V,খুলা,zbath
1149,anziehen::V,গায়ে দেত্তয়া,vesh
1150,anziehen::V,গায়ে দেত্তয়া,mbath
1151,sich anziehen::V,পোশাক পরা,vishem
1152,kämmen::V,আঁচড়ানো,kreh
1153,schmücken::V,সাজান করা,hijeshoj
1154,sagen::V,উচ্চারণ করা,them
1155,sprechen::V,বলা,flas
1156,reden::V,আলাপ করা,fjalos
1157,reden::V,আলাপ করা,fjalëtoj
1158,sich unterhalten::V,আড্ডা দেওয়া,bisedoj
1159,fragen::V,জিজ্ঞাসা করা,pyes
1160,bitten::V,প্রার্থনা করা,lus
1161,bitten::V,প্রার্থনা করা,lutem
1162,erzählen::V,বর্ণনা করা,rrëfej
1163,mitteilen::V,বলা,kumtoj
1164,nennen::V,নাম দেওয়া,quaj
1165,rufen::V,আমন্ত্রণ করা,thërras
1166,prahlen::V,বড়াই করা,mburrem
1167,prahlen::V,বড়াই করা,kapardisem
1168,übersetzen::V,ভাষাস্তরিত করা,përkthej
1169,denken::V,ভাবা,mendoj
1170,glauben::V,বিশ্বাস করা,besoj
1171,bemerken::V,লক্ষ্য করা,vërej
1172,erkennen::V,চিনিতে পারা,njoh
1173,erkennen::V,চিনিতে পারা,shquaj
1174,begreifen::V,উপলব্ধি করা,marr vesh
1175,verstehen::V,উপলব্ধি করা,marr vesh
1176,lernen::V,শেখা,mësoj
1177,wissen::V,জানা,di
1178,sich erinnern an::V,মনে করা,kujtoj
1179,vergessen::V,বিস্মৃত হওয়া,harroj
1180,messen::V,মাপা,mas
1181,zählen::V,গণনা করা,njeh
1182,rechnen::V,হিসাব করা,llogaris
1183,lesen::V,পাঠ করা,lexoj
1184,lesen::V,পাঠ করা,këndoj
1185,malen::V,আঁকা,lyej
1186,zeichnen::V,ছকা,vizatoj
1187,schreiben::V,লেখা,shkruaj
1188,besitzen::V,অধিকার করা,kam
1189,kaufen::V,ক্রয় করা,blej
1190,verkaufen::V,বেচা,shes
1191,bezahlen::V,প্রদান করা,paguaj
1192,zahlen::V,প্রদান করা,paguaj
1193,beherrschen::V,শাসন করা,zotëroj
1194,ertragen::V,বহন করা,duroj
1195,lärmen::V,,oshtij
1196,lärmen::V,,zhurmoj
