,Concept_ID,sq,no
991,bleiben::V,qëndroj,bli
992,bleiben::V,qëndroj,forbli
993,warten::V,pres,vente
994,erwarten::V,pres,vente
995,suchen::V,kërkoj,søke
996,finden::V,gjej,finne
997,versuchen::V,mundohem,prøve
998,versuchen::V,mundohem,forsøke
999,vorbereiten::V,përgatis,forberede
1000,lieben::V,dashuroj,elske
1001,mögen::V,dua,like
1002,lachen::V,qesh,le
1003,rühren::V,mallëngjej,røre
1004,weinen::V,qaj,gråte
1005,schimpfen::V,shaj,skjelle
1006,sich ärgern::V,bëhem verem,ergre seg
1007,sich fürchten::V,kam frikë,være redd
1008,sich fürchten::V,frikësohem,være redd
1009,fürchten::V,kam frikë nga,være redd for
1010,fliehen::V,arratisem,rømme
1011,fliehen::V,arratisem,flykte
1012,flüchten::V,iki,flykte
1013,sehen::V,shoh,se
1014,anschauen::V,shikoj,se på
1015,anschauen::V,shikoj,betrakte
1016,ansehen::V,shikoj,anse
1017,hören::V,dëgjoj,høre
1018,zuhören::V,veshtoj,tilhøre
1019,probieren::V,provoj,smake
1020,probieren::V,provoj,smake på
1021,riechen::V,nuhas,lukte
1022,fühlen::V,ndiej,føle
1023,scheinen::V,ndriçoj,se ut
1024,zu sehen sein::V,dukem,synes
1025,vernehmen::V,dëgjoj,få vite
1026,frieren::V,mërdhij,fryse
1027,tun::V,bëj,gjøre
1028,können::V,mund,kunne
1029,wollen::V,dua,ville
1030,wollen::V,dëshiroj,ville
1031,anfangen::V,filloj,begynne
1032,beenden::V,kryej,avslutte
1033,beenden::V,mbaroj,avslutte
1034,aufhören::V,pushoj,slutte
1035,aufhören::V,pushoj,holde opp
1036,gelingen::V,më shkon mbarë,lykkes
1037,geraten::V,del,bli
1038,öffnen::V,hap,åpne
1039,schließen::V,mbyll,lukke
1040,schließen::V,mbyll,stenge
1041,stellen::V,vë,stille
1042,setzen::V,vë,sette
1043,legen::V,vë,legge
1044,berühren::V,rrok,berøre
1045,verbinden::V,bashkoj,forbinde
1046,bedecken::V,mbuloj,dekke
1047,aufhängen::V,var,henge
1048,aufhängen::V,var,henge opp
1049,anzünden::V,ndez,tenne
1050,anzünden::V,ndez,antenne
1051,anzünden::V,ndez,tenne på
1052,aufheben::V,ngre,løfte
1053,aufheben::V,ngre,ta opp
1054,zurücklassen::V,lë pas,slippe tilbake
1055,verlieren::V,humb,miste
1056,fallen lassen::V,lëshoj,droppe
1057,fallen lassen::V,lëshoj,la falle
1058,machen::V,bëj,lage
1059,machen::V,bëj,gjøre
1060,herstellen::V,prodhoj,fremstille
1061,bauen::V,ndërtoj,bygge
1062,reparieren::V,ndreq,reparere
1063,reparieren::V,meremetoj,reparere
1064,verbessern::V,përmirësoj,rette
1065,verbessern::V,përmirësoj,forbedre
1066,ändern::V,ndërroj,forandre
1067,graben::V,gërmoj,grave
1068,beugen::V,kërrus,bøye
1069,biegen::V,përkul,bøye
1070,drehen::V,dredh,dreie
1071,drehen::V,rrotulloj,dreie
1072,wenden::V,kthej,vende
1073,umdrehen::V,kthej,snu
1074,heben::V,ngre,heve
1075,hochheben::V,ngre,løfte
1076,ergreifen::V,rrëmbej,gripe
1077,ergreifen::V,rrëmbej,få tak i
1078,halten::V,mbaj,holde
1079,drücken::V,shtyp,trykke
1080,schieben::V,shtyj,skyve
1081,kratzen::V,kruaj,klø
1082,kratzen::V,kruaj,klore
1083,kratzen::V,gërvisht,klø
1084,kratzen::V,gërvisht,klore
1085,lecken::V,lëpij,slikke
1086,beißen::V,kafshoj,bite
1087,abreißen::V,shkëpus,rive av
1088,abschneiden::V,cungoj,skjære av
1089,binden::V,lidh,binde
1090,stecken::V,fus,stikke
1091,stecken::V,ngul,stikke
1092,brechen::V,thyej,bryte
1093,brechen::V,thyej,briste
1094,klopfen::V,trokas,banke
1095,hauen::V,godas,hogge
1096,kleben::V,ngjis,klistre
1097,reiben::V,fërkoj,gni
1098,streichen::V,lyej,stryke
1099,schleifen::V,mpreh,slipe
1100,schneiden::V,pres,klippe
1101,rütteln::V,shkund,ruske
1102,schütteln::V,lëkund,riste
1103,schwenken::V,valëvit,svinge
1104,schütten::V,mbush,helle
1105,füllen::V,mbush,fylle
1106,einwickeln::V,mbështjell,vikle inn
1107,tragen::V,mbaj,bære
1108,tragen::V,mbart,bære
1109,schleppen::V,heq,slepe
1110,schleppen::V,zhgërryej,slepe
1111,ziehen::V,tërheq,dra
1112,ziehen::V,tërheq,trekke
1113,aufbewahren::V,ruaj,oppbevare
1114,aufbewahren::V,ruaj,ta vare på
1115,werfen::V,hedh,kaste
1116,fangen::V,kap,fange
1117,packen::V,rrëmbej,gripe
1118,packen::V,rrëmbej,gripe tak i
1119,verstecken::V,fsheh,gjemme
1120,teilen::V,ndaj,dele
1121,schicken::V,dërgoj,sende
1122,bringen::V,sjell,bringe
1123,hinzufügen::V,shtoj,tilføye
1124,bekommen::V,kap,få
1125,erhalten::V,marr,få
1126,nehmen::V,marr,ta
1127,wählen::V,zgjedh,velge
1128,auswählen::V,përzgjedh,velge ut
1129,bewahren::V,ruaj,bevare
1130,behindern::V,pengoj,hindre
1131,behindern::V,pengoj,forhindre
1132,verderben::V,prish,ødelegge
1133,beschädigen::V,dëmtoj,skade
1134,zerbrechen::V,thyej,brekke i stykker
1135,zerreißen::V,çjerr,rive i stykker
1136,zerreißen::V,zheloj,rive i stykker
1137,zerstören::V,prish,ødelegge
1138,zerstören::V,shkatërroj,ødelegge
1139,verbrennen::V,djeg,brenne
1140,verbrennen::V,djeg,brenne opp
1141,geben::V,jap,gi
1142,reichen::V,jap,rekke
1143,schenken::V,fal,forære
1144,schenken::V,fal,skjenke
1145,schenken::V,dhuroj,forære
1146,schenken::V,dhuroj,skjenke
1147,versprechen::V,premtoj,love
1148,wünschen::V,uroj,ønske
1149,loben::V,lëvdoj,rose
1150,loben::V,lavdëroj,rose
1151,küssen::V,puth,kysse
1152,wiegen::V,tund,vogge
1153,zudecken::V,mbuloj,dekke til
1154,wecken::V,zgjoj,vekke
1155,zeigen::V,dëftej,vise
1156,führen::V,çoj,føre
1157,lehren::V,arsej,lære
1158,unterrichten::V,arsimoj,undervise
1159,aufziehen::V,rris,oppdra
1160,leiten::V,udhëheq,lede
1161,antreiben::V,nxis,drive på
1162,lassen::V,detyroj,få til å
1163,einladen::V,ftoj,be
1164,einladen::V,ftoj,invitere
1165,vereinigen::V,bashkoj,forene
1166,besuchen::V,vizitoj,besøke
1167,treffen::V,ndesh,møte
1168,treffen::V,ndesh,treffe
1169,sich versammeln::V,tubohem,forsamles
1170,spielen::V,loz,leke
1171,spielen::V,loz,spille
1172,spielen::V,luaj,leke
1173,spielen::V,luaj,spille
1174,singen::V,këndoj,synge
1175,tanzen::V,kërcej,danse
1176,tanzen::V,vallëzoj,danse
1177,sich trennen::V,ndahem,skilles
1178,verlassen::V,braktis,forlate
1179,retten::V,shpëtoj,redde
1180,bewachen::V,ruaj,bevokte
1181,schützen::V,ruaj,verne
1182,schützen::V,ruaj,beskytte
1183,schützen::V,mbroj,verne
1184,schützen::V,mbroj,beskytte
1185,verteidigen::V,mbroj,forsvare
1186,sich schlagen::V,zihem,slåss
1187,schießen::V,shtie,skyte
1188,siegen::V,fitoj,seire
1189,siegen::V,ngadhënjej,seire
1190,ärgern::V,zemëroj,ergre
1191,schlagen::V,rrah,
1192,schlagen::V,godas,
1193,treten::V,shtyj,sparke
1194,treten::V,shtyj më këmbë,sparke
1195,stechen::V,ther,stikke
1196,stechen::V,shpoj,stikke
1197,stoßen::V,shtyj,støte
1198,stehlen::V,vjedh,stjele
1199,stören::V,pengoj,forstyrre
1200,belästigen::V,bezdis,plage
1201,belästigen::V,bezdis,sjenere
1202,verbergen::V,fsheh,gjemme
1203,täuschen::V,mashtroj,villede
1204,betrügen::V,kobis,bedra
1205,töten::V,vras,drepe
1206,wohnen::V,banoj,bo
1207,arbeiten::V,punoj,arbeide
1208,arbeiten::V,vardoj,arbeide
1209,sammeln::V,mbledh,samle
1210,sammeln::V,grumbulloj,samle
1211,pflücken::V,vjel,plukke
1212,pflücken::V,mbledh,plukke
1213,jagen::V,gjuaj,jage
1214,fischen::V,peshkoj,fiske
1215,fischen::V,gjuaj peshk,fiske
1216,fassen::V,zë,fange
1217,hüten::V,kullos,vokte
1218,treiben::V,vë përpara,drive
1219,anbinden::V,lidh,feste
1220,füttern::V,grazhdoj,fore
1221,melken::V,mjel,melke
1222,hacken::V,grij,hakke
1223,gießen::V,ujis,helle
1224,reifen::V,piqem,modne
1225,zubereiten::V,gatuaj,lage
1226,zubereiten::V,gatuaj,tilberede
1227,kochen::V,ziej,koke
1228,backen::V,pjek,bake
1229,backen::V,furroj,bake
1230,braten::V,fërgoj,steke
1231,braten::V,tiganis,steke
1232,umrühren::V,trazoj,røre om
1233,stricken::V,thur,strikke
1234,nähen::V,qep,sy
1235,färben::V,ngjyej,farge
1236,färben::V,bojatis,farge
1237,reinigen::V,qëroj,rense
1238,reinigen::V,qëroj,gjøre ren
1239,reinigen::V,pastroj,rense
1240,reinigen::V,pastroj,gjøre ren
1241,waschen::V,laj,vaske
1242,waschen::V,finjos,vaske
1243,abwischen::V,fshij,tørke av
1244,spülen::V,kulloj,spyle
1245,spülen::V,kulloj,skylle
1246,fegen::V,fshij,feie
1247,kehren::V,fshij,koste
1248,baden::V,lahem,bade
1249,sich waschen::V,lahem,vaske seg
1250,ausziehen::V,heq,ta av
1251,ausziehen::V,zbath,ta av
1252,anziehen::V,vesh,ta på
1253,anziehen::V,mbath,ta på
1254,sich anziehen::V,vishem,kle på seg
1255,kämmen::V,kreh,gre
1256,kämmen::V,kreh,kjemme
1257,schmücken::V,hijeshoj,pynte
1258,schmücken::V,hijeshoj,smykke
1259,sagen::V,them,si
1260,sprechen::V,flas,snakke
1261,reden::V,fjalos,tale
1262,reden::V,fjalos,snakke
1263,reden::V,fjalëtoj,tale
1264,reden::V,fjalëtoj,snakke
1265,sich unterhalten::V,bisedoj,samtale
1266,fragen::V,pyes,spørre
1267,bitten::V,lus,be
1268,bitten::V,lutem,be
1269,erzählen::V,rrëfej,fortelle
1270,mitteilen::V,kumtoj,meddele
1271,nennen::V,quaj,kalle
1272,rufen::V,thërras,rope
1273,prahlen::V,mburrem,skryte
1274,prahlen::V,kapardisem,skryte
1275,übersetzen::V,përkthej,oversette
1276,denken::V,mendoj,tenke
1277,glauben::V,besoj,tro
1278,bemerken::V,vërej,bemerke
1279,bemerken::V,vërej,legge merke til
1280,erkennen::V,njoh,gjenkjenne
1281,erkennen::V,shquaj,gjenkjenne
1282,begreifen::V,marr vesh,begripe
1283,verstehen::V,marr vesh,forstå
1284,verstehen::V,marr vesh,skjønne
1285,lernen::V,mësoj,lære
1286,wissen::V,di,vite
1287,sich erinnern an::V,kujtoj,huske på
1288,vergessen::V,harroj,glemme
1289,messen::V,mas,måle
1290,zählen::V,njeh,telle
1291,rechnen::V,llogaris,regne
1292,lesen::V,lexoj,lese
1293,lesen::V,këndoj,lese
1294,malen::V,lyej,male
1295,zeichnen::V,vizatoj,tegne
1296,schreiben::V,shkruaj,skrive
1297,besitzen::V,kam,eie
1298,besitzen::V,kam,inneha
1299,kaufen::V,blej,kjøpe
1300,verkaufen::V,shes,selge
1301,bezahlen::V,paguaj,betale
1302,zahlen::V,paguaj,betale
1303,beherrschen::V,zotëroj,beherske
1304,ertragen::V,duroj,orke
