,Concept_ID,ga,it
246,Saat::N,síol,semente
247,Korn::N,gráinne,grano
248,Heu::N,féar,fieno
249,Schale::N,scaimh,buccia
250,Grube::N,poll,cava
251,Grube::N,poll,fossa
252,Falle::N,gaiste,tràppola
253,Schlinge::N,sealán,laccio
254,Spur::N,rian,traccia
255,Asche::N,luaith,cenere
256,Dreck::N,salachar,fango
257,Eisen::N,iarann,ferro
258,Gold::N,ór,oro
259,Silber::N,airgead,argento
260,Kohle::N,gual,carbone
261,Glas::N,gloine,vetro
262,Lehm::N,cré,argilla
263,Sand::N,gaineamh,arena
264,Sand::N,gaineamh,sabbia
265,Mensch::N,duine,uomo
266,Mensch::N,duine,èssere umano
267,Mann::N,fear,uomo
268,Frau::N,bean,donna
269,Kind::N,gasúr,bambino
270,Kind::N,páiste,bambino
271,Junge::N,buachaill,ragazzo
272,Mädchen::N,cailín,ragazza
273,Familie::N,teaghlach,famiglia
274,Familie::N,comhluadar,famiglia
275,Großvater::N,seanathair,nonno
276,Großmutter::N,seanmháthair,nonna
277,Eltern::N,tuismitheoirí,genitori
278,Vater::N,athair,padre
279,Mutter::N,máthair,madre
280,Sohn::N,mac,figlio
281,Tochter::N,iníon,figlia
282,Bruder::N,deartháir,fratello
283,Schwester::N,deirfiúr,sorella
284,Onkel::N,uncail,zio
285,Tante::N,aintín,zia
286,Ehemann::N,fear céile,marito
287,Ehefrau::N,bean chéile,moglie
288,Freude::N,áthas,gioia
289,Freude::N,áthas,piacere
290,Gelächter::N,gáire,risata
291,Glück::N,séan,felicità
292,Glück::N,sonas,felicità
293,Kummer::N,brón,afflizione
294,Kummer::N,buairt,afflizione
295,Wunsch::N,guí,desiderio
296,Wunsch::N,achainí,desiderio
297,Lust::N,fonn,voglia
298,Geist::N,meon,mente
299,Geist::N,meon,spìrito
300,Geist::N,spiorad,mente
301,Geist::N,spiorad,spìrito
302,Gedanke::N,smaoineamh,idea
303,Gedanke::N,smaoineamh,pensiero
304,Gedächtnis::N,cuimhne,memoria
305,Verstand::N,ciall,intelletto
306,Verstand::N,intinn,intelletto
307,Sinn::N,brí,senso
308,Sinn::N,brí,significato
309,Sinn::N,ciall,senso
310,Sinn::N,ciall,significato
311,Grund::N,fáth,causa
312,Grund::N,fáth,motivo
313,Grund::N,fáth,ragione
314,Wahrheit::N,fírinne,verità
315,Gespräch::N,comhrá,discorso
316,Gespräch::N,comhrá,conversazione
317,Märchen::N,scéal,fiaba
318,Märchen::N,scéal,fàvola
319,Erzählung::N,scéal,racconto
320,Erzählung::N,scéal,narrazione
321,Nachricht::N,teachtaireacht,messaggio
322,Neuigkeit::N,scéala,notizia
323,Name::N,ainm,nome
324,Rätsel::N,tomhas,indovinello
325,Rede::N,óráid,discorso
326,Rede::N,aitheasc,discorso
327,Sprache::N,teanga,lingua
328,Sprache::N,teanga,linguaggio
329,Stimme::N,guth,voce
330,Wort::N,focal,parola
331,Zeichen::N,comhartha,segno
332,Zeichen::N,comhartha,segnale
333,Ruf::N,glaoch,chiamata
334,Lärm::N,torann,chiasso
335,Lärm::N,torann,strèpito
336,Laut::N,fuaim,suono
337,Ton::N,ton,tono
338,Lied::N,amhrán,canto
339,Lied::N,amhrán,canzone
340,Ruhe::N,suaimhneas,calma
341,Ruhe::N,suaimhneas,tranquillità
342,Leute::N,muintir,gente
343,Volk::N,pobal,pòpolo
344,Arbeit::N,obair,lavoro
345,Gast::N,aoi,òspite
346,Gast::N,aoi,invitato
347,Geschenk::N,féirín,regalo
348,Geschenk::N,bronntanas,regalo
349,Spiel::N,cluiche,gioco
350,Gesellschaft::N,comhluadar,compagnìa
351,Hilfe::N,cúnamh,aiuto
352,Hilfe::N,cúnamh,soccorso
353,Hilfe::N,cabhair,aiuto
354,Hilfe::N,cabhair,soccorso
355,Freund::N,cara,amico
356,Kamerad::N,comrádaí,camerata
357,Angelegenheit::N,ábhar,affare
358,Angelegenheit::N,ábhar,faccenda
359,Anzahl::N,líon,nùmero
360,Anzahl::N,líon,quantità
361,Art::N,sórt,tipo
362,Art::N,sórt,specie
363,Art::N,saghas,tipo
364,Art::N,saghas,specie
365,Stück::N,píosa,pezzo
366,Teil::N,cuid,parte
367,Teil::N,páirt,parte
368,Hälfte::N,leath,metà
369,Kreis::N,ciorcal,cìrcolo
370,Kreuz::N,cros,croce
371,Linie::N,líne,lìnea
372,Strich::N,stríoc,tratto
373,Abstand::N,achar,distanza
374,Entfernung::N,fad,distanza
375,Entfernung::N,fad,lontananza
376,Gegend::N,ceantar,regione
377,Platz::N,áit,posto
378,Platz::N,áit,spazio
379,Platz::N,spás,posto
380,Platz::N,spás,spazio
381,Ort::N,áit,luogo
382,Ort::N,áit,località
383,Seite::N,taobh,lato
384,Seite::N,taobh,parte
385,Mitte::N,lár,mezzo
386,Mitte::N,lár,centro
387,Gegenstand::N,ball,oggetto
388,Gegenstand::N,ábhar,oggetto
389,Sache::N,ní,cosa
390,Sache::N,rud,cosa
391,Rand::N,imeall,orlo
392,Rand::N,imeall,bordo
393,Rand::N,ciumhais,orlo
394,Rand::N,ciumhais,bordo
395,Kante::N,corr,spìgolo
396,Kante::N,colbha,spìgolo
397,Ecke::N,coirnéal,canto
398,Spitze::N,gob,punta
399,Spitze::N,barr,punta
400,Ende::N,ceann,capo
401,Ende::N,ceann,estremità
402,Ende::N,foirceann,capo
403,Ende::N,foirceann,estremità
404,Loch::N,poll,buco
405,Winkel::N,cúinne,àngolo
406,Winkel::N,uillinn,àngolo
407,Muster::N,patrún,disegno
408,Größe::N,méid,taglia
409,Größe::N,méid,grandezza
410,Größe::N,toise,taglia
411,Größe::N,toise,grandezza
412,Länge::N,fad,lunghezza
413,Höhe::N,airde,altezza
414,Gewicht::N,meáchan,peso
415,Menge::N,méid,quantità
416,Haufen::N,cnap,cùmulo
417,Haufen::N,cnap,mucchio
418,Reihe::N,líne,fila
419,Reihe::N,sraith,fila
420,Boot::N,bád,barca
421,Boot::N,bád,battello
422,Ruder::N,rámh,remo
423,Ruder::N,maide rámha,remo
424,Schlitten::N,carr sleamhnáin,slitta
425,Ski::N,scí,sci
426,Lagerfeuer::N,tine champa,falò
427,Lagerfeuer::N,tine champa,fuoco di bivacco
428,Last::N,ualach,càrico
429,Gang::N,siúlóid,andata
430,Schritt::N,céim,passo
431,Schritt::N,coiscéim,passo
432,Norden::N,tuaisceart,nord
433,Norden::N,tuaisceart,settentrione
434,Süden::N,deisceart,sud
435,Süden::N,deisceart,meridione
436,Westen::N,iarthar,òvest
437,Westen::N,iarthar,occidente
438,Osten::N,oirthear,est
439,Osten::N,oirthear,oriente
440,Holz::N,adhmad,legno
441,Brett::N,clár,asse
442,Brett::N,clár,tàvola
443,Platte::N,leac,lastra
444,Platte::N,leac,piastra
445,Stütze::N,taca,supporto
446,Stange::N,polla,sbarra
447,Stange::N,polla,pèrtica
448,Stange::N,cuaille,sbarra
449,Stange::N,cuaille,pèrtica
450,Stock::N,bata,verga
451,Stock::N,bata,bastone
452,Stock::N,bata,bacchetta
453,Stock::N,maide,verga
454,Stock::N,maide,bastone
455,Stock::N,maide,bacchetta
456,Stab::N,maide,asta
457,Stab::N,bachall,asta
458,Rohr::N,píopa,tubo
459,Haus::N,teach,casa
460,Heim::N,baile,casa
461,Ofen::N,sornóg,stufa
462,Fußboden::N,urlár,pavimento
463,Tisch::N,bord,tàvolo
464,Tisch::N,tábla,tàvolo
465,Stuhl::N,cathaoir,sedia
466,Wiege::N,cliabhán,culla
467,Bett::N,leaba,letto
468,Regal::N,seilf,scaffale
469,Kiste::N,bosca,cassa
470,Fenster::N,fuinneoig,finestra
471,Tür::N,doras,porta
472,Tor::N,geata,portone
473,Zaun::N,fál,recinto
474,Zaun::N,claí,recinto
475,Dach::N,díon,tetto
476,Leiter::N,dréimire,scala
477,Leiter::N,dréimire,scala a pioli
478,Besen::N,scuab,scopa
479,Spaten::N,spád,vanga
480,Spaten::N,rámhainn,vanga
481,Schaufel::N,sluasaid,pala
482,Gabel::N,forc,forchetta
483,Gabel::N,gabhlóg,forchetta
484,Löffel::N,spúnóg,cucchiaio
485,Messer::N,scian,coltello
486,Nagel::N,tairne,chiodo
487,Netz::N,líon,rete
488,Netz::N,eangach,rete
489,Haken::N,croch,uncino
490,Griff::N,cos,mànico
491,Griff::N,cos,maniglia
492,Griff::N,hanla,mànico
493,Griff::N,hanla,maniglia
494,Schloss::N,glas,serratura
495,Bild::N,pictiúr,quadro
496,Bild::N,pictiúr,immàgine
497,Figur::N,fíor,figura
498,Puppe::N,bábóg,bàmbola
499,Beutel::N,mála,borsa
500,Beutel::N,mála,sacchetto
501,Beutel::N,mealbhóg,borsa
502,Beutel::N,mealbhóg,sacchetto
503,Bündel::N,beart,fascio
504,Bündel::N,beart,fagotto
505,Tasche::N,mála,borsa
506,Eimer::N,buicéad,secchio
507,Deckel::N,clár,coperchio
508,Deckel::N,claibín,coperchio
509,Geschirr::N,soithí,stoviglie
510,Geschirr::N,gréithe,stoviglie
511,Sack::N,sac,sacco
512,Sack::N,mála,sacco
513,Tasse::N,cupán,tazza
514,Topf::N,pota,pèntola
515,Kessel::N,citeal,paiolo
516,Kessel::N,citeal,calderone
517,Essen::N,béile,pasto
518,Essen::N,béile,mangiare
519,Nahrung::N,bia,cibo
520,Nahrung::N,bia,alimento
521,Speise::N,mias,piatto
522,Fleisch::N,feoil,carne
523,Getreide::N,grán,cereali
524,Getreide::N,arbhar,cereali
525,Brei::N,brúitín,purè
526,Brei::N,brúitín,pappa
527,Brot::N,arán,pane
528,Scheibe::N,píosa,fetta
529,Scheibe::N,píosa,trancia
530,Scheibe::N,slisne,fetta
531,Scheibe::N,slisne,trancia
532,Fett::N,saill,grasso
533,Fett::N,méathras,grasso
534,Butter::N,im,burro
535,Öl::N,ola,olio
536,Salz::N,salann,sale
537,Suppe::N,sú,zuppa
538,Suppe::N,sú,minestra
539,Suppe::N,anraith,zuppa
540,Suppe::N,anraith,minestra
541,Honig::N,mil,miele
542,Milch::N,bainne,latte
543,Tee::N,tae,tè
544,Leder::N,leathar,pelle
545,Wolle::N,olann,lana
546,Stoff::N,éadach,panno
547,Stoff::N,éadach,tessuto
548,Nadel::N,snáthaid,ago
549,Faden::N,snáth,filo
550,Knopf::N,cnaipe,bottone
551,Knoten::N,snaidhm,nodo
552,Farbe::N,péint,pittura
553,Kleidung::N,éadaí,vestiti
554,Kleidung::N,éadaí,vestiario
555,Hemd::N,léine,camicia
556,Kragen::N,bóna,bàvero
557,Kragen::N,bóna,colletto
558,Ärmel::N,muinchille,mànica
559,Hose::N,bríste,calzoni
560,Hose::N,treabhsar,calzoni
561,Gürtel::N,crios,cintura
562,Mütze::N,caipín,berretto
563,Schuh::N,bróg,scarpa
564,Stiefel::N,buatais,stivale
565,Ring::N,fáinne,anello
566,Band::N,ribín,nastro
567,Band::N,ribín,fettuccia
568,Kamm::N,cíor,pèttine
569,Spiegel::N,scáthán,specchio
570,Riemen::N,iall,cinghia
571,Riemen::N,strapa,cinghia
572,Schnur::N,téad,corda
573,Schnur::N,sreangán,corda
574,Leine::N,iall,guinzaglio
575,Decke::N,pluid,coperta
576,Decke::N,blaincéad,coperta
577,Kissen::N,piliúr,cuscino
578,Kissen::N,piliúr,guanciale
579,Kissen::N,adhartán,cuscino
580,Kissen::N,adhartán,guanciale
581,Tuch::N,scaif,fazzoletto
582,Handtuch::N,tuáille,asciugamano
583,Kraft::N,fórsa,forza
584,Stärke::N,neart,forza
585,Stärke::N,neart,vigore
586,Stärke::N,neart,fortezza
587,Gesundheit::N,sláinte,salute
588,Krankheit::N,tinneas,malattìa
589,Krankheit::N,breoiteacht,malattìa
590,Schmerz::N,pian,dolore
591,Wunde::N,goin,piaga
592,Wunde::N,goin,ferita
593,Fieber::N,fiabhras,febbre
594,Arznei::N,cógas,fàrmaco
595,Arznei::N,cógas,medicina
596,Brücke::N,droichead,ponte
597,Brunnen::N,tobar,pozzo
598,Weide::N,féarach,pàscolo
599,Pfad::N,cosán,sentiero
600,Pfad::N,conair,sentiero
601,Weg::N,slí,via
602,Weg::N,slí,cammino
603,Weg::N,bealach,via
604,Weg::N,bealach,cammino
605,Straße::N,bóthar,strada
606,Dorf::N,sráidbhaile,paese
607,Dorf::N,sráidbhaile,villaggio
608,Stadt::N,baile,città
609,Stadt::N,cathair,città
610,Brief::N,litir,lèttera
611,Buch::N,cín,libro
612,Buch::N,leabhar,libro
613,Buchstabe::N,litir,lèttera
614,Zeitung::N,nuachtán,giornale
615,Leben::N,saol,vita
616,Leben::N,beatha,vita
617,Tod::N,bás,morte
618,Grab::N,uaigh,tomba
619,Grab::N,uaigh,sepolcro
620,Kirche::N,eaglais,chiesa
621,Sünde::N,peaca,peccato
622,Gott::N,dia,dio
623,Arbeiter::N,oibrí,operaio
624,Arbeiter::N,oibrí,lavoratore
625,Chef::N,saoiste,capo
626,Chef::N,saoiste,padrone
627,Chef::N,ceannasaí,capo
628,Chef::N,ceannasaí,padrone
629,Meister::N,máistir,mastro
630,Meister::N,máistir,maestro
631,Arzt::N,lia,mèdico
632,Arzt::N,lia,dottore
633,Arzt::N,dochtúir,mèdico
634,Arzt::N,dochtúir,dottore
635,Lehrer::N,oide,professore
636,Lehrer::N,múinteoir,professore
637,Geld::N,airgead,soldi
638,Geld::N,airgead,denaro
639,Geschäft::N,gnó,affare
640,Geschäft::N,gnó,negozio
641,Laden::N,siopa,negozio
642,Preis::N,praghas,prezzo
643,Ware::N,earra,merce
644,Nutzen::N,tairbhe,ùtile
645,Nutzen::N,tairbhe,profitto
646,Reichtum::N,rachmas,ricchezza
647,Reichtum::N,saibhreas,ricchezza
648,Welt::N,domhan,mondo
649,Land::N,tír,paese
650,Staat::N,stát,Stato
651,König::N,rí,re
652,Macht::N,cumhacht,potere
653,Grenze::N,críoch,confine
654,Grenze::N,críoch,frontiera
655,Grenze::N,teorainn,confine
656,Grenze::N,teorainn,frontiera
657,Krieg::N,cogadh,guerra
658,Feind::N,namhaid,nemico
659,Gewalt::N,foréigean,violenza
660,Kampf::N,troid,lotta
661,Bogen[Waffe]::N,bogha,arco
662,Pfeil::N,saighead,freccia
663,Gewehr::N,gunna,fucile
664,Fehler::N,botún,errore
665,Fehler::N,botún,sbaglio
666,Fehler::N,meancóg,errore
667,Fehler::N,meancóg,sbaglio
668,Lüge::N,bréag,bugìa
669,Lüge::N,bréag,menzogna
670,Lüge::N,éitheach,bugìa
671,Lüge::N,éitheach,menzogna
672,Schaden::N,dochar,danno
673,Schaden::N,damáiste,danno
674,Unglück::N,drochrath,sfortuna
675,Schuld::N,locht,colpa
676,Schuld::N,milleán,colpa
677,Alter::N,aois,età
678,Schluss::N,deireadh,fine
679,Zeit::N,am,tempo
680,Zeit::N,aimsir,tempo
681,Tag::N,lá,giorno
682,Tag::N,lá,giornata
683,Morgen::N,maidin,mattina
684,Mittag::N,nóin,mezzogiorno
685,Abend::N,tráthnóna,sera
686,Abend::N,tráthnóna,serata
687,Nacht::N,oíche,notte
688,Woche::N,seachtain,settimana
689,Monat::N,mí,mese
690,Jahr::N,bliain,anno
691,Frühling::N,earrach,primavera
692,Sommer::N,samhradh,estate
693,Herbst::N,fómhar,autunno
694,Winter::N,geimhreadh,inverno
695,Januar::N,Eanáir,gennaio
696,Februar::N,Feabhra,febbraio
697,März::N,Márta,marzo
698,April::N,Aibreán,aprile
699,Mai::N,Bealtaine,maggio
700,Juni::N,Meitheamh,giugno
701,Juli::N,Iúil,luglio
702,August::N,Lúnasa,agosto
703,September::N,Meán Fómhair,settembre
704,Oktober::N,Deireadh Fómhair,ottobre
705,November::N,Samhain,novembre
706,November::N,Mí na Samhna,novembre
707,Dezember::N,Mí na Nollag,dicembre
708,Montag::N,Luan,lunedì
709,Montag::N,Dé Luain,lunedì
710,Dienstag::N,Máirt,martedì
711,Dienstag::N,Dé Máirt,martedì
712,Mittwoch::N,Céadaoin,mercoledì
713,Mittwoch::N,Dé Céadaoin,mercoledì
714,Donnerstag::N,Déardaoin,giovedì
715,Freitag::N,Aoine,venerdì
716,Freitag::N,Dé hAoine,venerdì
717,Samstag::N,Satharn,sàbato
718,Samstag::N,Dé Sathairn,sàbato
719,Sonntag::N,Domhnach,domenica
720,Sonntag::N,Dé Domhnaigh,domenica
721,groß::A,mór,grande
722,klein::A,beag,pìccolo
723,lang::A,fada,lungo
724,kurz::A,gearr,corto
725,kurz::A,gairid,corto
726,breit::A,leathan,largo
727,breit::A,fairsing,largo
728,schmal::A,cúng,stretto
729,dicht::A,dlúth,denso
730,dick[Gegenstand]::A,tiubh,spesso
731,dünn::A,caol,sottile
732,dünn::A,tanaí,sottile
733,fein::A,scáinte,fine
734,fein::A,scáinte,delicato
735,fein::A,fíneálta,fine
736,fein::A,fíneálta,delicato
737,fest::A,daingean,sodo
738,fest::A,daingean,fisso
739,flach::A,cothrom,piano
740,flach::A,cothrom,piatto
741,glatt::A,mín,liscio
742,glatt::A,sleamhain,liscio
743,hart::A,crua,duro
744,weich::A,bog,molle
745,rund::A,cruinn,rotondo
746,spitz::A,gobach,aguzzo
747,spitz::A,gobach,appuntito
748,spitz::A,biorach,aguzzo
749,spitz::A,biorach,appuntito
750,scharf::A,géar,affilato
751,scharf::A,géar,tagliente
752,scharf::A,faobhrach,affilato
753,scharf::A,faobhrach,tagliente
754,stumpf::A,maol,smussato
755,schwer::A,trom,pesante
756,schön::A,álainn,bello
757,heiß::A,te,caldo
758,heiß::A,te,bollente
759,warm::A,te,caldo
760,kalt::A,fuar,freddo
761,kühl::A,fionnuar,fresco
762,frisch::A,úr,fresco
763,frisch::A,friseáilte,fresco
764,feucht::A,tais,ùmido
765,nass::A,fliuch,bagnato
766,trocken::A,tirim,secco
767,voll::A,lán,pieno
768,leer::A,folamh,vuoto
769,offen::A,oscailte,aperto
770,geschlossen::A,dúnta,chiuso
771,geschlossen::A,druidte,chiuso
772,sauber::A,glan,netto
773,sauber::A,glan,pulito
774,schmutzig::A,salach,sporco
775,schmutzig::A,salach,sùdicio
776,roh::A,amh,crudo
777,reif::A,aibí,maturo
778,lecker::A,blasta,ghiotto
779,lecker::A,blasta,squisito
780,süß::A,milis,dolce
781,bitter::A,searbh,amaro
782,sauer::A,géar,aspro
783,sauer::A,géar,acerbo
784,sauer::A,searbh,aspro
785,sauer::A,searbh,acerbo
786,hell::A,geal,chiaro
787,hell::A,soilseach,chiaro
788,dunkel::A,dorcha,buio
789,dunkel::A,dorcha,oscuro
790,schwarz::A,dubh,nero
791,weiß::A,bán,bianco
792,rot::A,dearg,rosso
793,gelb::A,buí,giallo
794,blau::A,gorm,blu
795,blau::A,gorm,azzurro
796,grün::A,glas,verde
797,grün::A,uaine,verde
798,grau::A,liath,grigio
799,bunt::A,ildathach,variopinto
800,bunt::A,dathannach,variopinto
801,billig::A,saor,a buon prezzo
802,billig::A,saor,a buon mercato
803,teuer::A,daor,caro
804,teuer::A,costasach,caro
805,wertvoll::A,luachmhar,prezioso
806,blind::A,dall,cieco
807,blind::A,caoch,cieco
808,taub::A,bodhar,sordo
809,kräftig::A,cumhachtach,forte
810,kräftig::A,cumhachtach,robusto
811,stark::A,tréan,forte
812,stark::A,tréan,vigoroso
813,stark::A,láidir,forte
814,stark::A,láidir,vigoroso
815,schwach::A,lag,dèbole
816,schwach::A,fann,dèbole
817,fett::A,ramhar,grasso
818,schlank::A,caol,snello
819,schlank::A,caol,slanciato
820,schlank::A,seang,snello
821,schlank::A,seang,slanciato
