,Concept_ID,sv,se
1693,Lust::N,lust,hállu
1694,Lust::N,lust,haalu
1695,Lust::N,lust,haall
1696,Lust::N,lust,туввмушш
1697,Geist::N,ande,aajmoe
1698,Geist::N,ande,voejkene
1699,Geist::N,ande,vuojŋŋan
1700,Geist::N,ande,vuojŋŋanis
1701,Geist::N,ande,vuoigŋa
1702,Geist::N,ande,vuoi'ŋâ
1703,Geist::N,ande,jiõg'g
1704,Geist::N,ande,čuu´ddes
1705,Geist::N,ande,мӣлл
1706,Geist::N,ande,то̄ӆӆк
1707,Gedanke::N,tanke,åssjalommes
1708,Gedanke::N,tanke,ájádus
1709,Gedanke::N,tanke,ussjolmis
1710,Gedanke::N,tanke,jurdda
1711,Gedanke::N,tanke,juurdâ
1712,Gedanke::N,tanke,tu´mm
1713,Gedanke::N,tanke,юрт
1714,Gedächtnis::N,minne,mojhtese
1715,Gedächtnis::N,minne,mujtto
1716,Gedächtnis::N,minne,muitu
1717,Gedächtnis::N,minne,mušto
1718,Gedächtnis::N,minne,moštt
1719,Gedächtnis::N,minne,мушт
1720,Gedächtnis::N,minne,мӣлл
1721,Verstand::N,förstånd,jiermie
1722,Verstand::N,förstånd,goerkesh
1723,Verstand::N,förstånd,miella
1724,Verstand::N,förstånd,jiermme
1725,Verstand::N,förstånd,jierbmi
1726,Verstand::N,förstånd,fiät'tu
1727,Verstand::N,förstånd,toolk
1728,Verstand::N,förstånd,jeä´rmm
1729,Verstand::N,förstånd,fi´ttjõs
1730,Verstand::N,förstånd,мӣлл
1731,Verstand::N,förstånd,то̄ӆӆк
1732,Sinn::N,mening,mïele
1733,Sinn::N,mening,våajnoe
1734,Sinn::N,mening,sisadno
1735,Sinn::N,mening,mierkkidus
1736,Sinn::N,mening,mearkkašupmi
1737,Sinn::N,mening,mēinnet
1738,Sinn::N,mening,me'rhâšuṃe
1739,Sinn::N,mening,mieḷâ
1740,Sinn::N,mening,miõll
1741,Sinn::N,mening,юрт
1742,Sinn::N,mening,то̄ӆӆк
1743,Sinn::N,betydelse,mïele
1744,Sinn::N,betydelse,våajnoe
1745,Sinn::N,betydelse,sisadno
1746,Sinn::N,betydelse,mierkkidus
1747,Sinn::N,betydelse,mearkkašupmi
1748,Sinn::N,betydelse,mēinnet
1749,Sinn::N,betydelse,me'rhâšuṃe
1750,Sinn::N,betydelse,mieḷâ
1751,Sinn::N,betydelse,miõll
1752,Sinn::N,betydelse,юрт
1753,Sinn::N,betydelse,то̄ӆӆк
1754,Grund::N,skäl,sjïeke
1755,Grund::N,skäl,sivva
1756,Grund::N,skäl,sivva
1757,Grund::N,skäl,suijâ
1758,Grund::N,skäl,ää´šš
1759,Grund::N,skäl,а̄шшь
1760,Grund::N,grund,sjïeke
1761,Grund::N,grund,sivva
1762,Grund::N,grund,sivva
1763,Grund::N,grund,suijâ
1764,Grund::N,grund,ää´šš
1765,Grund::N,grund,а̄шшь
1766,Wahrheit::N,sanning,rïektesvoete
1767,Wahrheit::N,sanning,saetniesvoete
1768,Wahrheit::N,sanning,sádnesvuohta
1769,Wahrheit::N,sanning,duohtavuohta
1770,Wahrheit::N,sanning,tuo'tâvuotâ
1771,Wahrheit::N,sanning,tuõđâšvuõtt
1772,Wahrheit::N,sanning,зо̄абэль
1773,Gespräch::N,samtal,gaskestalleme
1774,Gespräch::N,samtal,ságastibme
1775,Gespräch::N,samtal,ságastallam
1776,Gespräch::N,samtal,ságastallan
1777,Gespräch::N,samtal,ráđ̣ádâllâm
1778,Gespräch::N,samtal,мо̄а̄йнас
1779,Märchen::N,saga,heamture
1780,Märchen::N,saga,dålusj subtsas
1781,Märchen::N,saga,máinnas
1782,Märchen::N,saga,cukca
1783,Märchen::N,saga,maainâs
1784,Märchen::N,saga,maainâs
1785,Märchen::N,saga,ба̄йхьк
1786,Märchen::N,saga,мо̄а̄йнас
1787,Erzählung::N,berättelse,gåata
1788,Erzählung::N,berättelse,vaajese
1789,Erzählung::N,berättelse,soptsese
1790,Erzählung::N,berättelse,giehtto
1791,Erzählung::N,berättelse,mujttalus
1792,Erzählung::N,berättelse,muitalus
1793,Erzählung::N,berättelse,maainâs
1794,Erzählung::N,berättelse,maainâs
1795,Erzählung::N,berättelse,мо̄а̄йнас
1796,Nachricht::N,meddelande,dïjre
1797,Nachricht::N,meddelande,diedádus
1798,Nachricht::N,meddelande,diededibme
1799,Nachricht::N,meddelande,sáhka
1800,Nachricht::N,meddelande,saahâ
1801,Nachricht::N,meddelande,a'lmottâs
1802,Nachricht::N,meddelande,saakk
1803,Nachricht::N,meddelande,i´lmmtõs
1804,Nachricht::N,meddelande,со̄а̄гк
1805,Neuigkeit::N,nyhet,saernie
1806,Neuigkeit::N,nyhet,ådås
1807,Neuigkeit::N,nyhet,sáhka
1808,Neuigkeit::N,nyhet,sáhka
1809,Neuigkeit::N,nyhet,uuđâs
1810,Neuigkeit::N,nyhet,saakk
1811,Neuigkeit::N,nyhet,о̄дтс
1812,Neuigkeit::N,nyhet,со̄а̄гк
1813,Name::N,namn,nomme
1814,Name::N,namn,namma
1815,Name::N,namn,namma
1816,Name::N,namn,nommâ
1817,Name::N,namn,nõmm
1818,Name::N,namn,нэ̄мм
1819,Rätsel::N,gåta,mojnestimmie
1820,Rätsel::N,gåta,árvvádus
1821,Rätsel::N,gåta,árvádus
1822,Rätsel::N,gåta,arvâdâs
1823,Rätsel::N,gåta,a´rvvtõs
1824,Rätsel::N,gåta,а̄ррьв
1825,Rede::N,tal,håaleme
1826,Rede::N,tal,hålla
1827,Rede::N,tal,sáhka
1828,Rede::N,tal,hástu
1829,Rede::N,tal,са̄ррнмушш
1830,Sprache::N,språk,gïele
1831,Sprache::N,språk,giella
1832,Sprache::N,språk,giella
1833,Sprache::N,språk,kieḷâ
1834,Sprache::N,språk,ǩiõll
1835,Sprache::N,språk,кӣлл
1836,Stimme::N,stämma,tjoeje
1837,Stimme::N,stämma,jiedna
1838,Stimme::N,stämma,giella
1839,Stimme::N,stämma,jietna
1840,Stimme::N,stämma,jieṇâ
1841,Stimme::N,stämma,jiõnn
1842,Stimme::N,stämma,ӣнн
1843,Wort::N,ord,baakoe
1844,Wort::N,ord,báhko
1845,Wort::N,ord,sátni
1846,Wort::N,ord,pááhu
1847,Wort::N,ord,sää´nn
1848,Wort::N,ord,са̄ннҍ
1849,Zeichen::N,tecken,væhta
1850,Zeichen::N,tecken,mærkka
1851,Zeichen::N,tecken,mearka
1852,Zeichen::N,tecken,merkkâ
1853,Zeichen::N,tecken,meârkk
1854,Zeichen::N,tecken,тӣххт
1855,Ruf::N,rop,ruodja
1856,Ruf::N,rop,tjuorvas
1857,Ruf::N,rop,čurvestat
1858,Ruf::N,rop,koččom
1859,Ruf::N,rop,pákkum
1860,Ruf::N,rop,čuârvvmoš
1861,Lärm::N,bråk,stujmie
1862,Lärm::N,bråk,juhtsa
1863,Lärm::N,bråk,šlápma
1864,Lärm::N,bråk,ruojâ
1865,Lärm::N,bråk,šlaaṃâ
1866,Lärm::N,bråk,šuumm'mõš
1867,Lärm::N,bråk,шэҏҏ
1868,Lärm::N,bråk,ё̄афф
1869,Lärm::N,oväsen,stujmie
1870,Lärm::N,oväsen,juhtsa
1871,Lärm::N,oväsen,šlápma
1872,Lärm::N,oväsen,ruojâ
1873,Lärm::N,oväsen,šlaaṃâ
1874,Lärm::N,oväsen,šuumm'mõš
1875,Lärm::N,oväsen,шэҏҏ
1876,Lärm::N,oväsen,ё̄афф
1877,Laut::N,ljud,tjoeje
1878,Laut::N,ljud,jiedna
1879,Laut::N,ljud,jietna
1880,Laut::N,ljud,jieṇâ
1881,Laut::N,ljud,jiõnn
1882,Laut::N,ljud,ӣнн
1883,Ton::N,ton,tjoeje
1884,Ton::N,ton,tåvnnå
1885,Ton::N,ton,tjuodja
1886,Ton::N,ton,šuokŋa
1887,Ton::N,ton,nuot'tâ
1888,Ton::N,ton,suõmm
1889,Ton::N,ton,ӣнн
1890,Lied::N,sång,laavloe
1891,Lied::N,sång,lávla
1892,Lied::N,sång,lávlla
1893,Lied::N,sång,laavlâ
1894,Lied::N,sång,laaul
1895,Lied::N,sång,ла̄ввл
1896,Ruhe::N,ro,frïere
1897,Ruhe::N,ro,raeffie
1898,Ruhe::N,ro,vuojŋadibme
1899,Ruhe::N,ro,vuojŋadallam
1900,Ruhe::N,ro,ráfi
1901,Ruhe::N,ro,máššu
1902,Ruhe::N,ro,vuo'iŋâstus
1903,Ruhe::N,ro,ráávhu
1904,Ruhe::N,ro,rääuh
1905,Ruhe::N,ro,vuâŋŋmõš
1906,Ruhe::N,ro,юэв
1907,Ruhe::N,ro,вуэӈӈмушш
1908,Ruhe::N,lugn,frïere
1909,Ruhe::N,lugn,raeffie
1910,Ruhe::N,lugn,vuojŋadibme
1911,Ruhe::N,lugn,vuojŋadallam
1912,Ruhe::N,lugn,ráfi
1913,Ruhe::N,lugn,máššu
1914,Ruhe::N,lugn,vuo'iŋâstus
1915,Ruhe::N,lugn,ráávhu
1916,Ruhe::N,lugn,rääuh
1917,Ruhe::N,lugn,vuâŋŋmõš
1918,Ruhe::N,lugn,юэв
1919,Ruhe::N,lugn,вуэӈӈмушш
1920,Leute::N,folk,aalmoge
1921,Leute::N,folk,ulmutja
1922,Leute::N,folk,álbmot
1923,Leute::N,folk,viehâ
1924,Leute::N,folk,aalmi
1925,Leute::N,folk,о̄ллмэ
1926,Volk::N,folk,aalmoge
1927,Volk::N,folk,álmmuk
1928,Volk::N,folk,fuolkke
1929,Volk::N,folk,álbmot
1930,Volk::N,folk,aalmug
1931,Volk::N,folk,aalmi
1932,Volk::N,folk,нарэдт
1933,Arbeit::N,arbete,barkoe
1934,Arbeit::N,arbete,barggo
1935,Arbeit::N,arbete,rahtjam
1936,Arbeit::N,arbete,bargu
1937,Arbeit::N,arbete,pargo
1938,Arbeit::N,arbete,tyej̣i
1939,Arbeit::N,arbete,likk
1940,Arbeit::N,arbete,tue´jj
1941,Arbeit::N,arbete,лыххк
1942,Gast::N,gäst,guessie
1943,Gast::N,gäst,guosse
1944,Gast::N,gäst,guossi
1945,Gast::N,gäst,kyes'si
1946,Gast::N,gäst,kue´s's
1947,Gast::N,gäst,кӯссь
1948,Geschenk::N,gåva,daevere
1949,Geschenk::N,gåva,sjielege
1950,Geschenk::N,gåva,vadda
1951,Geschenk::N,gåva,vattáldahka
1952,Geschenk::N,gåva,skeaŋka
1953,Geschenk::N,gåva,adaldâh
1954,Geschenk::N,gåva,sǩiâŋkk
1955,Geschenk::N,gåva,тӯмаш
1956,Geschenk::N,present,daevere
1957,Geschenk::N,present,sjielege
1958,Geschenk::N,present,vadda
1959,Geschenk::N,present,vattáldahka
1960,Geschenk::N,present,skeaŋka
1961,Geschenk::N,present,adaldâh
1962,Geschenk::N,present,sǩiâŋkk
1963,Geschenk::N,present,тӯмаш
1964,Spiel::N,lek,spïele
1965,Spiel::N,lek,stååkedimmie
1966,Spiel::N,lek,spella
1967,Spiel::N,lek,stoagos
1968,Spiel::N,lek,speallu
1969,Spiel::N,lek,leikkâ
1970,Spiel::N,lek,siõrr
1971,Spiel::N,lek,сӣрр
1972,Spiel::N,spel,spïele
1973,Spiel::N,spel,stååkedimmie
1974,Spiel::N,spel,spella
1975,Spiel::N,spel,stoagos
1976,Spiel::N,spel,speallu
1977,Spiel::N,spel,leikkâ
1978,Spiel::N,spel,siõrr
1979,Spiel::N,spel,сӣрр
1980,Gesellschaft::N,sällskap,sïelte
1981,Gesellschaft::N,sällskap,rádnastallam
1982,Gesellschaft::N,sällskap,searvi
1983,Gesellschaft::N,sällskap,servi
1984,Gesellschaft::N,sällskap,seä´brr
1985,Gesellschaft::N,sällskap,се̄ббр
1986,Hilfe::N,hjälp,viehkie
1987,Hilfe::N,hjälp,viehkke
1988,Hilfe::N,hjälp,veahkki
1989,Hilfe::N,hjälp,iše
1990,Hilfe::N,hjälp,veä´ǩ'ǩ
1991,Hilfe::N,hjälp,ве̄ххьк
1992,Freund::N,vän,voelpe
1993,Freund::N,vän,ráddna
1994,Freund::N,vän,venak
1995,Freund::N,vän,ustit
1996,Freund::N,vän,verdde
1997,Freund::N,vän,veerdi
1998,Freund::N,vän,na´zvan
1999,Freund::N,vän,ка̄ннҌц
2000,Kamerad::N,kamrat,guejmie
2001,Kamerad::N,kamrat,ráddna
2002,Kamerad::N,kamrat,guojmme
2003,Kamerad::N,kamrat,guoibmi
2004,Kamerad::N,kamrat,kyei'mi
2005,Kamerad::N,kamrat,taaurõš
2006,Kamerad::N,kamrat,то̄а̄врэшш
2007,Angelegenheit::N,ärende,aate
2008,Angelegenheit::N,ärende,saake
2009,Angelegenheit::N,ärende,ássje
2010,Angelegenheit::N,ärende,ášši
2011,Angelegenheit::N,ärende,äšši
2012,Angelegenheit::N,ärende,ä´šš
2013,Angelegenheit::N,ärende,тӯйй
2014,Angelegenheit::N,angelägenhet,aate
2015,Angelegenheit::N,angelägenhet,saake
2016,Angelegenheit::N,angelägenhet,ássje
2017,Angelegenheit::N,angelägenhet,ášši
2018,Angelegenheit::N,angelägenhet,äšši
2019,Angelegenheit::N,angelägenhet,ä´šš
2020,Angelegenheit::N,angelägenhet,тӯйй
2021,Anzahl::N,antal,taale
2022,Anzahl::N,antal,låhkoe
2023,Anzahl::N,antal,låhko
2024,Anzahl::N,antal,mierre
2025,Anzahl::N,antal,mearri
2026,Anzahl::N,antal,lohkomearra
2027,Anzahl::N,antal,meeṛi
2028,Anzahl::N,antal,mie´rr
2029,Anzahl::N,antal,чӣссел
2030,Art::N,art,aarhte
2031,Art::N,art,sládja
2032,Art::N,art,tjærdda
2033,Art::N,art,čearda
2034,Art::N,art,šlaaj̣â
2035,Art::N,art,nää´ll
2036,Art::N,art,на̄лль
2037,Art::N,slag,aarhte
2038,Art::N,slag,sládja
2039,Art::N,slag,tjærdda
2040,Art::N,slag,čearda
2041,Art::N,slag,šlaaj̣â
2042,Art::N,slag,nää´ll
2043,Art::N,slag,на̄лль
2044,Stück::N,stycke,bæhta
2045,Stück::N,stycke,biehkie
2046,Stück::N,stycke,biehkke
2047,Stück::N,stycke,bihttá
2048,Stück::N,stycke,pittá
2049,Stück::N,stycke,káppálâh
2050,Stück::N,stycke,ku´sǩǩ
2051,Stück::N,stycke,кусськ
2052,Teil::N,del,stuhtje
2053,Teil::N,del,oasse
2054,Teil::N,del,bielle
2055,Teil::N,del,guovllo
2056,Teil::N,del,oassi
2057,Teil::N,del,bihttá
2058,Teil::N,del,uási
2059,Teil::N,del,vuâ´ss
2060,Teil::N,del,pie´ǩ'ǩ
2061,Teil::N,del,кусськ
2062,Hälfte::N,halva,lehkie
2063,Hälfte::N,halva,lahkke
2064,Hälfte::N,halva,bealli
2065,Hälfte::N,halva,peeḷi
2066,Hälfte::N,halva,lâ´ǩǩ
2067,Hälfte::N,halva,pie´ll
2068,Hälfte::N,halva,пе̄лль
2069,Kreis::N,krets,rïngke
2070,Kreis::N,krets,gievlle
2071,Kreis::N,krets,gierdu
2072,Kreis::N,krets,riggee
2073,Kreis::N,krets,kruugg
2074,Kreis::N,krets,круг
2075,Kreis::N,cirkel,rïngke
2076,Kreis::N,cirkel,gievlle
2077,Kreis::N,cirkel,gierdu
2078,Kreis::N,cirkel,riggee
2079,Kreis::N,cirkel,kruugg
2080,Kreis::N,cirkel,круг
2081,Kreuz::N,kors,kroesse
2082,Kreuz::N,kors,ruossa
2083,Kreuz::N,kors,rista
2084,Kreuz::N,kors,ristâ
2085,Kreuz::N,kors,ristt
2086,Kreuz::N,kors,рысст
2087,Kreuz::N,kryss,kroesse
2088,Kreuz::N,kryss,ruossa
2089,Kreuz::N,kryss,rista
2090,Kreuz::N,kryss,ristâ
2091,Kreuz::N,kryss,ristt
2092,Kreuz::N,kryss,рысст
2093,Linie::N,linje,sïeve
2094,Linie::N,linje,linnja
2095,Linie::N,linje,linjá
2096,Linie::N,linje,linnjá
2097,Linie::N,linje,njuálgus
2098,Linie::N,linje,certldõk
2099,Linie::N,linje,це̄кесь
2100,Strich::N,streck,sïeve
2101,Strich::N,streck,sáhtso
2102,Strich::N,streck,sárggis
2103,Strich::N,streck,čálástâh
2104,Strich::N,streck,certldõk
2105,Strich::N,streck,ця̄кас
2106,Strich::N,streck,це̄кесь
2107,Abstand::N,avstånd,gåhkoe
2108,Abstand::N,avstånd,gåhkaldahke
2109,Abstand::N,avstånd,lahka
2110,Abstand::N,avstånd,gasska
2111,Abstand::N,avstånd,gaska
2112,Abstand::N,avstånd,koskâ
2113,Abstand::N,avstånd,kõskk
2114,Abstand::N,avstånd,кэ̄сск
2115,Entfernung::N,avstånd,gåhkoe
2116,Entfernung::N,avstånd,gåhkaldahke
2117,Entfernung::N,avstånd,gasska
2118,Entfernung::N,avstånd,mælggat
2119,Entfernung::N,avstånd,gaska
2120,Entfernung::N,avstånd,mátkegaska
2121,Entfernung::N,avstånd,koskâ
2122,Entfernung::N,avstånd,kõskk
2123,Entfernung::N,avstånd,jäämkõskk
2124,Entfernung::N,avstånd,кэ̄сск
2125,Gegend::N,trakt,haerie
2126,Gegend::N,trakt,guovvlo
2127,Gegend::N,trakt,bájkke
2128,Gegend::N,trakt,guovlu
2129,Gegend::N,trakt,duovdda
2130,Gegend::N,trakt,kuáv'lu
2131,Gegend::N,trakt,vu´vdd
2132,Gegend::N,trakt,па̄йхьк
2133,Platz::N,plats,sijjie
2134,Platz::N,plats,sadje
2135,Platz::N,plats,sadji
2136,Platz::N,plats,tááḷu
2137,Platz::N,plats,tääll
2138,Platz::N,plats,сайй
2139,Ort::N,plats,sijjie
2140,Ort::N,plats,bájkke
2141,Ort::N,plats,sadje
2142,Ort::N,plats,báiki
2143,Ort::N,plats,päikki
2144,Ort::N,plats,pâi´ǩǩ
2145,Ort::N,plats,сайй
2146,Ort::N,plats,па̄йхьк
2147,Ort::N,ställe,sijjie
2148,Ort::N,ställe,bájkke
2149,Ort::N,ställe,sadje
2150,Ort::N,ställe,báiki
2151,Ort::N,ställe,päikki
2152,Ort::N,ställe,pâi´ǩǩ
2153,Ort::N,ställe,сайй
2154,Ort::N,ställe,па̄йхьк
2155,Seite::N,sida,bielie
2156,Seite::N,sida,sijddo
2157,Seite::N,sida,bealli
2158,Seite::N,sida,ertti
2159,Seite::N,sida,jeä´rtt
2160,Seite::N,sida,пе̄лль
2161,Seite::N,sida,е̄ммьне
2162,Mitte::N,mitt,gaske
2163,Mitte::N,mitt,jarnge
2164,Mitte::N,mitt,gasska
2165,Mitte::N,mitt,guovddaš
2166,Mitte::N,mitt,gaskamuddu
2167,Mitte::N,mitt,koskâ
2168,Mitte::N,mitt,kõskk
2169,Mitte::N,mitt,кэ̄сск
2170,Gegenstand::N,föremål,daevere
2171,Gegenstand::N,föremål,oabme
2172,Gegenstand::N,föremål,gávnne
2173,Gegenstand::N,föremål,bierggas
2174,Gegenstand::N,föremål,ettâ
2175,Gegenstand::N,föremål,kápulâh
2176,Gegenstand::N,föremål,käu´nn
2177,Gegenstand::N,föremål,ка̄ввьн
2178,Sache::N,sak,aate
2179,Sache::N,sak,saake
2180,Sache::N,sak,ássje
2181,Sache::N,sak,ášši
2182,Sache::N,sak,äšši
2183,Sache::N,sak,ä´šš
2184,Sache::N,sak,ве̄шш
2185,Rand::N,rand,raedtie
2186,Rand::N,rand,rabdda
2187,Rand::N,rand,ravda
2188,Rand::N,rand,robdâ
2189,Rand::N,rand,čårr
2190,Rand::N,rand,ruõbdd
2191,Rand::N,rand,рӯммт
2192,Rand::N,rand,ре̄ввьн
2193,Kante::N,kant,raedtie
2194,Kante::N,kant,rabdda
2195,Kante::N,kant,ravda
2196,Kante::N,kant,robdâ
2197,Kante::N,kant,å´rdd
2198,Kante::N,kant,ruõbdd
2199,Kante::N,kant,рӯммт
2200,Kante::N,kant,ре̄ввьн
2201,Ecke::N,vrå,roene
2202,Ecke::N,vrå,kråane
2203,Ecke::N,vrå,náhpo
2204,Ecke::N,vrå,nusske
2205,Ecke::N,vrå,nurki
2206,Ecke::N,vrå,čiehka
2207,Ecke::N,vrå,čiehâ
2208,Ecke::N,vrå,čiõkk
2209,Ecke::N,vrå,suåp'p
2210,Ecke::N,vrå,уггл
2211,Ecke::N,hörn,roene
2212,Ecke::N,hörn,kråane
2213,Ecke::N,hörn,náhpo
2214,Ecke::N,hörn,nusske
2215,Ecke::N,hörn,nurki
2216,Ecke::N,hörn,čiehka
2217,Ecke::N,hörn,čiehâ
2218,Ecke::N,hörn,čiõkk
2219,Ecke::N,hörn,suåp'p
2220,Ecke::N,hörn,уггл
2221,Spitze::N,spets,gietjie
2222,Spitze::N,spets,snjuhtje
2223,Spitze::N,spets,gihttje
2224,Spitze::N,spets,geahči
2225,Spitze::N,spets,picci
2226,Spitze::N,spets,keeči
2227,Spitze::N,spets,ǩie´čč
2228,Spitze::N,spets,кя̄женч
2229,Ende::N,ända,gietjie
2230,Ende::N,ända,giehtje
2231,Ende::N,ända,geahči
2232,Ende::N,ända,keeči
2233,Ende::N,ända,puäš'š
2234,Ende::N,ända,ке̄джь
2235,Loch::N,hål,raejkie
2236,Loch::N,hål,rájgge
2237,Loch::N,hål,ráigi
2238,Loch::N,hål,räigi
2239,Loch::N,hål,loikk
2240,Loch::N,hål,râi´ǧǧ
2241,Loch::N,hål,ра̄ййк
2242,Winkel::N,vinkel,skaavhte
2243,Winkel::N,vinkel,tjiehka
2244,Winkel::N,vinkel,soahppa
2245,Winkel::N,vinkel,čiehka
2246,Winkel::N,vinkel,sogge
2247,Winkel::N,vinkel,suåp'p
2248,Winkel::N,vinkel,уггл
2249,Muster::N,mönster,goere
2250,Muster::N,mönster,girjja
2251,Muster::N,mönster,girjjit
2252,Muster::N,mönster,kovos
2253,Muster::N,mönster,кыррьй
2254,Muster::N,mönster,кырьйнесс
2255,Größe::N,storlek,ståaroe
2256,Größe::N,storlek,stuorrudahka
2257,Größe::N,storlek,stūrrodat
2258,Größe::N,storlek,mahtodat
2259,Größe::N,storlek,allodat
2260,Größe::N,storlek,stuá'ṛudâh
2261,Größe::N,storlek,роаӈӈьк
2262,Länge::N,längd,gåhkoe
2263,Länge::N,längd,guhkkudahka
2264,Länge::N,längd,guhkkodat
2265,Länge::N,längd,kukkodâh
2266,Länge::N,längd,õllâdvuõtt
2267,Länge::N,längd,куххьквӯдт
2268,Höhe::N,höjd,jalloe
2269,Höhe::N,höjd,jalladahke
2270,Höhe::N,höjd,alludahka
2271,Höhe::N,höjd,allatvuohta
2272,Höhe::N,höjd,allodat
2273,Höhe::N,höjd,aḷodâh
2274,Höhe::N,höjd,âlladvuõtt
2275,Höhe::N,höjd,э̄ллвӯдт
2276,Gewicht::N,tyngd,leavloe
2277,Gewicht::N,tyngd,dædda
2278,Gewicht::N,tyngd,låssudahka
2279,Gewicht::N,tyngd,deaddu
2280,Gewicht::N,tyngd,tiäd'du
2281,Gewicht::N,tyngd,teäd'd
2282,Gewicht::N,tyngd,тя̄ннт
2283,Gewicht::N,tyngd,вӣссь
2284,Menge::N,mängd,mierie
2285,Menge::N,mängd,ållo
2286,Menge::N,mängd,mearri
2287,Menge::N,mängd,doahkki
2288,Menge::N,mängd,meeṛi
2289,Menge::N,mängd,tukk
2290,Menge::N,mängd,mie´rr
2291,Menge::N,mängd,туххк
2292,Menge::N,mängd,ла̄ннҍт
2293,Haufen::N,hög,deava
2294,Haufen::N,hög,håevkie
2295,Haufen::N,hög,hårre
2296,Haufen::N,hög,látna
2297,Haufen::N,hög,laaṇâ
2298,Haufen::N,hög,laađđ
2299,Haufen::N,hög,поанн
2300,Reihe::N,rad,raajroe
2301,Reihe::N,rad,rájddo
2302,Reihe::N,rad,gurgadas
2303,Reihe::N,rad,kuáḷus
2304,Reihe::N,rad,riâd'd
2305,Reihe::N,rad,по̄ллт
2306,Boot::N,båt,vïnhtse
2307,Boot::N,båt,vanás
2308,Boot::N,båt,vanntsa
2309,Boot::N,båt,fanas
2310,Boot::N,båt,voonâs
2311,Boot::N,båt,käärbis
2312,Boot::N,båt,võõnâs
2313,Boot::N,båt,вэнс
2314,Ruder::N,åra,aajroe
2315,Ruder::N,åra,ájrro
2316,Ruder::N,åra,áiru
2317,Ruder::N,åra,áiru
2318,Ruder::N,åra,äirr
2319,Ruder::N,åra,а̄ррьй
2320,Schlitten::N,släde,slærra
2321,Schlitten::N,släde,tjïelhke
2322,Schlitten::N,släde,gieris
2323,Schlitten::N,släde,tjielkká
2324,Schlitten::N,släde,gielká
2325,Schlitten::N,släde,kiäl'kká
2326,Schlitten::N,släde,saan
2327,Schlitten::N,släde,ǩeâlkk
2328,Schlitten::N,släde,со̄а̄н
2329,Ski::N,skida,treavka
2330,Ski::N,skida,sabek
2331,Ski::N,skida,sabet
2332,Ski::N,skida,saaveeh
2333,Ski::N,skida,koolâs
2334,Ski::N,skida,коаллас
2335,Ski::N,skida,са̄вехь
2336,Lagerfeuer::N,lägereld,dålle
2337,Lagerfeuer::N,lägereld,sajijdållå
2338,Lagerfeuer::N,lägereld,dolla
2339,Lagerfeuer::N,lägereld,tullâ
2340,Lagerfeuer::N,lägereld,toll
2341,Lagerfeuer::N,lägereld,то̄лл
2342,Last::N,last,maajsoe
2343,Last::N,last,noade
2344,Last::N,last,guorbmi
2345,Last::N,last,kye'rmi
2346,Last::N,last,nue´đđ
2347,Last::N,last,kue´rmm
2348,Last::N,last,нуэдът
2349,Last::N,börda,maajsoe
2350,Last::N,börda,noade
2351,Last::N,börda,guorbmi
2352,Last::N,börda,kye'rmi
2353,Last::N,börda,nue´đđ
2354,Last::N,börda,kue´rmm
2355,Last::N,börda,нуэдът
2356,Gang::N,gång,vaedtseme
2357,Gang::N,gång,mannulahka
2358,Gang::N,gång,johtu
2359,Gang::N,gång,jotteem
2360,Gang::N,gång,joto
2361,Gang::N,gång,jäl'lmõš
2362,Gang::N,gång,ёадтмушш
2363,Gang::N,gång,ёадтҌмушш
2364,Schritt::N,steg,sïlle
2365,Schritt::N,steg,lávkke
2366,Schritt::N,steg,lávki
2367,Schritt::N,steg,lävkki
2368,Schritt::N,steg,läu´ǩǩ
2369,Schritt::N,steg,ла̄ффьк
2370,Norden::N,norr,noerhte
2371,Norden::N,norr,nuortta
2372,Norden::N,norr,davvi
2373,Norden::N,norr,taṿe
2374,Norden::N,norr,tâ´vv
2375,Norden::N,norr,таввял
2376,Süden::N,söder,åarjel
2377,Süden::N,söder,oarjje
2378,Süden::N,söder,lulli
2379,Süden::N,söder,mäddi
2380,Süden::N,söder,kesipieg'gâ
2381,Süden::N,söder,saujj
2382,Süden::N,söder,со̄а̄ййв
2383,Westen::N,väster,jillie
2384,Westen::N,väster,alle
2385,Westen::N,väster,oarji
2386,Westen::N,väster,uár'ji
2387,Westen::N,väster,viõstâr
2388,Westen::N,väster,вуэрьял
2389,Osten::N,öster,luvlie
2390,Osten::N,öster,lulle
2391,Osten::N,öster,nuorta
2392,Osten::N,öster,nuor'ttâ
2393,Osten::N,öster,nuõrti
2394,Osten::N,öster,нуҏҏьт
2395,Holz::N,trä,moere
2396,Holz::N,trä,muorra
2397,Holz::N,trä,muorra
2398,Holz::N,trä,muoṛâ
2399,Holz::N,trä,muõrr
2400,Holz::N,trä,мӯрр
2401,Brett::N,bräda,fealloe
2402,Brett::N,bräda,fiello
2403,Brett::N,bräda,lávdi
2404,Brett::N,bräda,lyev'di
2405,Brett::N,bräda,lu´vdd
2406,Brett::N,bräda,лаййт
2407,Platte::N,platta,spaagkoe
2408,Platte::N,platta,skierro
2409,Platte::N,platta,skearru
2410,Platte::N,platta,ráptu
2411,Platte::N,platta,ка̄ррьт
2412,Stütze::N,stöd,dovtege
2413,Stütze::N,stöd,dåarjege
2414,Stütze::N,stöd,tsagge
2415,Stütze::N,stöd,nihta
