,Concept_ID,da,udm
826,passieren::V,hænde,луыны
827,beginnen::V,begynde,кутскыны
828,enden::V,ende,бырыны
829,wechseln::V,veksle,воштӥськыны
830,aufgehen[Sonne]::V,gå op,ӝужаны
831,aufgehen[Sonne]::V,stå op,ӝужаны
832,untergehen[Sonne]::V,gå ned,пуксьыны
833,scheinen[Sonne]::V,skinne,пиштыны
834,scheinen[Sonne]::V,skinne,чиляны
835,donnern::V,tordne,гудыръяны
836,wehen::V,blæse,пелляськыны
837,strömen::V,strømme,киськыны
838,strömen::V,strømme,исьтӥськыны
839,fließen::V,flyde,бызьыны
840,sich drehen::V,dreje sig,берганы
841,schwanken::V,vakle,вошъяськыны
842,schwingen::V,svinge,шонаськыны
843,fallen::V,falde,усьыны
844,brennen::V,brænde,ӝуаны
845,rauchen::V,ryge,ӵындыны
846,regnen::V,regne,зорыны
847,gefrieren::V,fryse,кынмыны
848,tauen::V,tø,шунаны
849,schmelzen::V,smelte,шунаны
850,trocknen::V,tørre,куасьмыны
851,sieden::V,koge,пӧзьыны
852,faulen::V,rådne,сисьмыны
853,verfaulen::V,rådne,сисьмыны
854,reißen::V,briste,кеськыны
855,versinken::V,synke,выйыны
856,versinken::V,synke ned,выйыны
857,vergehen::V,forløbe,ортчыны
858,erscheinen::V,vise sig,адскыны
859,verschwinden::V,forsvinde,бырыны
860,sinken::V,synke,усьыны
861,abnehmen::V,aftage,синыны
862,zunehmen::V,tiltage,йылыны
863,steigen::V,stige,лӧпкыны
864,wachsen::V,gro,будыны
865,wachsen::V,vokse,будыны
866,glänzen::V,glinse,чиляны
867,glänzen::V,glinse,пиштыны
868,funkeln::V,tindre,чилекъяны
869,lärmen::V,larme,уретыны
870,lärmen::V,larme,ӵашетыны
871,läuten::V,ringe,жингыртыны
872,klingeln::V,ringe,жингыртыны
873,klirren::V,klirre,жильккетыны
874,brausen::V,bruse,лекъяськыны
875,rauschen::V,suse,ӵашетыны
876,klingen::V,lyde,кылӥськыны
877,klingen::V,klinge,кылӥськыны
878,bellen::V,gø,утыны
879,heulen::V,hyle,вузыны
880,blasen::V,blæse,пельтыны
881,pfeifen::V,fløjte,шуланы
882,schreien::V,skrige,черекъяны
883,schreien::V,skrige,кесяськыны
884,stöhnen::V,stønne,ӝуштыны
885,zittern::V,dirre,дырекъяны
886,zittern::V,dirre,куалекъяны
887,zittern::V,skælve,дырекъяны
888,zittern::V,skælve,куалекъяны
889,leben::V,leve,улыны
890,geboren werden::V,fødes,вордӥськыны
891,atmen::V,ånde,шоканы
892,trinken::V,drikke,юыны
893,essen::V,spise,сиыны
894,schlucken::V,synke,ньылыны
895,müde werden::V,blive træt,жадьыны
896,einschlafen::V,falde i søvn,умме усьыны
897,schlafen::V,sove,кӧлыны
898,aufwachen::V,vågne,сайканы
899,aufstehen::V,stå op,султыны
900,sich erholen::V,komme sig,шутэтскыны
901,krank werden::V,blive syg,висьыны
902,krank sein::V,være syg,висьыны
903,schmerzen::V,smerte,висьыны
904,husten::V,hoste,кызыны
905,genesen::V,komme sig,юнматскыны
906,genesen::V,komme sig,бурмытскылыны
907,sterben::V,dø,кулыны
908,umkommen::V,omkomme,бырыны
909,sich bewegen::V,bevæge sig,вырыны
910,sich rühren::V,røre på sig,вырӟыны
911,sich rühren::V,røre på sig,вырӟылыны
912,sich erheben::V,rejse sig,султыны
913,sich setzen::V,sætte sig,пуксьыны
914,laufen::V,løbe,мыныны
915,schreiten::V,skride,вамышъяны
916,spazierengehen::V,gå en tur,мыныны
917,spazierengehen::V,gå en tur,ветлыны
918,eilen::V,ile,дыртыны
919,sich beeilen::V,skynde sig,дыртыны
920,sausen::V,suse,туж ӝог мыныны
921,rennen::V,løbe,бызьылыны
922,rennen::V,rende,бызьылыны
923,springen::V,hoppe,тэтчаны
924,springen::V,springe,тэтчаны
925,klettern::V,klatre,тубаны
926,schaukeln::V,gynge,лэйканы
927,schaukeln::V,gynge,шонаськыны
928,kriechen::V,krybe,нюж ветлыны
929,schwimmen::V,svømme,уяны
930,tauchen::V,dykke,зумылыны
931,rudern::V,ro,полсаны
932,fahren::V,køre,ветлыны
933,fliegen::V,flyve,лобаны
934,gehen::V,gå,мыныны
935,weggehen::V,gå bort,кошкыны
936,abfahren::V,køre bort,кошкыны
937,anhalten::V,standse,дугдыны
938,hineingehen::V,gå ind,пырыны
939,eintreten::V,træde ind,пырыны
940,kommen::V,komme,вуыны
941,kommen::V,komme,лыктыны
942,ankommen::V,ankomme,вуыны
943,zurückkommen::V,komme tilbage,берытскыны
944,bleiben::V,blive,кыльыны
945,bleiben::V,forblive,кыльыны
946,warten::V,vente,витьыны
947,erwarten::V,vente,витьыны
948,erwarten::V,vente,возьманы
949,erwarten::V,afvente,витьыны
950,erwarten::V,afvente,возьманы
951,suchen::V,søge,утчаны
952,finden::V,finde,шедьтыны
953,versuchen::V,forsøge,турттыны
954,vorbereiten::V,forberede,дасяны
955,lieben::V,elske,гажаны
956,mögen::V,holde af,яратыны
957,mögen::V,kunne lide,яратыны
958,lachen::V,le,серекъяны
959,rühren::V,røre,сюлме йӧтыны
960,weinen::V,græde,бӧрдыны
961,schimpfen::V,skænde,даллашыны
962,sich ärgern::V,ærgre sig,лекъяськыны
963,sich fürchten::V,være bange,кышканы
964,sich fürchten::V,være bange,курданы
965,fürchten::V,være bange for,курданы
966,fürchten::V,være bange for,кышканы
967,fliehen::V,flygte,пегӟыны
968,flüchten::V,flygte,пегӟыны
969,sehen::V,se,адӟыны
970,anschauen::V,se på,учкыны
971,anschauen::V,betragte,учкыны
972,ansehen::V,anse,учкыны
973,hören::V,høre,кылыны
974,zuhören::V,høre til,кылзыны
975,probieren::V,smage,веръяны
976,probieren::V,smage på,веръяны
977,riechen::V,lugte,зынъяны
978,fühlen::V,føle,шӧдыны
979,scheinen::V,synes,адскыны
980,zu sehen sein::V,synes,адӟиськыны
981,vernehmen::V,erfare,кылыны
982,frieren::V,fryse,кынмыны
983,tun::V,gøre,карыны
984,können::V,kunne,быгатыны
985,wollen::V,ville,потыны
986,anfangen::V,begynde,кутскыны
987,beenden::V,afslutte,быдтыны
988,beenden::V,afslutte,быдэстыны
989,aufhören::V,ophøre,дугдыны
990,aufhören::V,holde op,дугдыны
991,gelingen::V,lykkes,быгатыны
992,gelingen::V,lykkes,луыны
993,geraten::V,blive,лэсяны
994,öffnen::V,åbne,усьтыны
995,schließen::V,lukke,пытсаны
996,stellen::V,stille,пуктыны
997,setzen::V,sætte,пуктыны
998,legen::V,lægge,поныны
999,berühren::V,berøre,исаны
1000,verbinden::V,forbinde,герӟаны
1001,bedecken::V,dække,пытсаны
1002,bedecken::V,bedække,пытсаны
1003,aufhängen::V,hænge,ошыны
1004,aufhängen::V,hænge op,ошыны
1005,anzünden::V,tænde,ӝуатыны
1006,anzünden::V,antænde,ӝуатыны
1007,aufheben::V,løfte,ӝутыны
1008,aufheben::V,tage op,ӝутыны
1009,zurücklassen::V,lade tilbage,кельтыны
1010,verlieren::V,miste,ыштыны
1011,fallen lassen::V,tabe,уськытыны
1012,fallen lassen::V,droppe,уськытыны
1013,machen::V,gøre,лэсьтыны
1014,herstellen::V,fremstille,лэсьтыны
1015,bauen::V,bygge,пуктыны
1016,reparieren::V,reparere,тупатыны
1017,verbessern::V,rette,умоятыны
1018,verbessern::V,forbedre,умоятыны
1019,ändern::V,ændre,воштыны
1020,graben::V,grave,копаны
1021,beugen::V,bøje,губыртыны
1022,biegen::V,bøje,куасаны
1023,drehen::V,dreje,бергатыны
1024,wenden::V,vende,берыктыны
1025,umdrehen::V,dreje om,берыктыны
1026,heben::V,hæve,ӝутыны
1027,hochheben::V,løfte,ӝутъяны
1028,ergreifen::V,gribe fat i,кутыны
1029,ergreifen::V,gribe fat i,кырмыны
1030,halten::V,holde,возьыны
1031,drücken::V,trykke,зӥбыны
1032,drücken::V,trykke,пачкатыны
1033,schieben::V,skyde,донганы
1034,schieben::V,skubbe,донганы
1035,kratzen::V,klø,вуштыны
1036,kratzen::V,kradse,вуштыны
1037,lecken::V,slikke,нюлыны
1038,beißen::V,bide,куртчыны
1039,abreißen::V,rive af,ишкалтыны
1040,abschneiden::V,skære af,шорыны
1041,abschneiden::V,skære af,вандыны
1042,binden::V,binde,керттыны
1043,stecken::V,stikke,мертчытыны
1044,brechen::V,brække,тӥяны
1045,klopfen::V,banke,йыганы
1046,klopfen::V,banke,шарккетыны
1047,hauen::V,hugge,жугыны
1048,hauen::V,hugge,тышканы
1049,kleben::V,klistre,лякыны
1050,reiben::V,gnide,зыраны
1051,reiben::V,gnide,вуштыны
1052,streichen::V,smøre,зыраны
1053,schleifen::V,slibe,шерыны
1054,schneiden::V,skære,вандыны
1055,schneiden::V,klippe,вандыны
1056,rütteln::V,ruske,зуркатыны
1057,schütteln::V,ryste,куалекъятыны
1058,schwenken::V,svinge,шонаны
1059,schütten::V,hælde,лэзьыны
1060,füllen::V,fylde,тырмытыны
1061,einwickeln::V,pakke ind,биньыны
1062,tragen::V,bære,нуыны
1063,schleppen::V,slæbe,кыскыны
1064,ziehen::V,trække,кыскыны
1065,aufbewahren::V,opbevare,возьыны
1066,werfen::V,kaste,куяны
1067,werfen::V,kaste,лэзяны
1068,fangen::V,fange,кутыны
1069,packen::V,gribe,кутыны
1070,packen::V,gribe,кырмыны
1071,verstecken::V,gemme,ватыны
1072,teilen::V,dele,люкыны
1073,schicken::V,sende,ыстыны
1074,bringen::V,bringe,вайыны
1075,hinzufügen::V,tilføje,ватсаны
1076,bekommen::V,få,басьтыны
1077,erhalten::V,få,басьтыны
1078,nehmen::V,tage,кутыны
1079,nehmen::V,tage,басьтыны
1080,wählen::V,vælge,бырйыны
1081,auswählen::V,udvælge,бырйыны
1082,bewahren::V,bevare,возьыны
1083,behindern::V,hindre,могӟытыны
1084,behindern::V,forhindre,могӟытыны
1085,verderben::V,ødelægge,сӧрыны
1086,beschädigen::V,beskadige,урод лэсьтыны
1087,zerbrechen::V,brække itu,сӧрыны
1088,zerreißen::V,rive itu,кесяны
1089,zerstören::V,ødelægge,куашкатыны
1090,verbrennen::V,brænde,сутыны
1091,geben::V,give,сётыны
1092,reichen::V,række,сётыны
1093,schenken::V,forære,кузьманы
1094,versprechen::V,love,кыл сётыны
1095,wünschen::V,ønske,сӥзьыны
1096,loben::V,rose,ушъяны
1097,küssen::V,kysse,чупаны
1098,wiegen::V,vugge,веттаны
1099,wiegen::V,vugge,лэйкатыны
1100,zudecken::V,dække til,шобыртыны
1101,wecken::V,vække,сайкатыны
1102,zeigen::V,vise,возьматыны
1103,führen::V,føre,нуыны
1104,lehren::V,lære,дышетыны
1105,unterrichten::V,undervise,дышетыны
1106,aufziehen::V,opdrage,будэтыны
1107,leiten::V,lede,кивалтыны
1108,antreiben::V,skynde på,дыртытыны
1109,lassen::V,få til at,-ытыны
1110,einladen::V,indbyde,ӧтьыны
1111,einladen::V,invitere,ӧтьыны
1112,vereinigen::V,forene,огазеяны
1113,besuchen::V,besøge,адӟыськыны
1114,treffen::V,møde,пумитаны
1115,sich versammeln::V,forsamles,люкаськыны
1116,spielen::V,lege,шудыны
1117,spielen::V,spille,шудыны
1118,singen::V,synge,кырӟаны
1119,tanzen::V,danse,эктыны
1120,sich trennen::V,skilles,люкиськыны
1121,verlassen::V,forlade,куштыны
1122,retten::V,redde,утьыны
1123,bewachen::V,bevogte,возьманы
1124,schützen::V,skærme,утялтыны
1125,schützen::V,beskytte,утялтыны
1126,verteidigen::V,forsvare,возьманы
1127,sich schlagen::V,slås,жугиськыны
1128,schießen::V,skyde,ыбылӥськны
1129,siegen::V,sejre,вормыны
1130,ärgern::V,ærgre,вожпоттыны
1131,schlagen::V,slå,жуккыны
1132,treten::V,sparke,лёганы
1133,stechen::V,stikke,бышкалтыны
1134,stoßen::V,støde,донгыны
1135,stehlen::V,stjæle,вораны
1136,stehlen::V,stjæle,лушканы
1137,stören::V,forstyrre,люкетыны
1138,belästigen::V,genere,акыльтыны
1139,belästigen::V,genere,вукылмыны
1140,belästigen::V,ulejlige,акыльтыны
1141,belästigen::V,ulejlige,вукылмыны
1142,verbergen::V,skjule,ватыны
1143,täuschen::V,villede,алданы
1144,betrügen::V,bedrage,пӧяны
1145,töten::V,dræbe,виыны
1146,wohnen::V,bo,улыны
1147,arbeiten::V,arbejde,ужаны
1148,sammeln::V,samle,бичаны
1149,pflücken::V,plukke,ишкыны
1150,jagen::V,jage,пӧйшураны
1151,fischen::V,fiske,чорыганы
1152,fassen::V,fange,кутыны
1153,hüten::V,vogte,возьманы
1154,treiben::V,drive,улляны
1155,anbinden::V,binde fast,думыны
1156,füttern::V,fodre,сюдыны
1157,melken::V,malke,кыскыны
1158,hacken::V,hakke,кораны
1159,gießen::V,hælde,киськаны
1160,reifen::V,modne,вуыны
1161,reifen::V,modne,кисьманы
1162,zubereiten::V,tilberede,лесьтыны
1163,kochen::V,koge,пӧзьтыны
1164,backen::V,bage,пыжыны
1165,braten::V,stege,пыжыны
1166,umrühren::V,røre om,сураны
1167,stricken::V,strikke,керттыны
1168,nähen::V,sy,вурыны
1169,färben::V,farve,буяны
1170,reinigen::V,rense,сузяны
1171,reinigen::V,gøre ren,сузяны
1172,waschen::V,vaske,мисьтаськыны
1173,abwischen::V,tørre af,ӵушылыны
1174,spülen::V,skylle,гылъяны
1175,fegen::V,feje,ӵужыны
1176,kehren::V,feje,ӵужыны
1177,baden::V,bade,пыласькыны
1178,sich waschen::V,vaske sig,пыласькыны
1179,ausziehen::V,tage af,кыльыны
1180,anziehen::V,tage på,дӥсяны
1181,sich anziehen::V,klæde sig på,дӥсьяськыны
1182,kämmen::V,rede,сынаны
1183,kämmen::V,frisere,сынаны
1184,schmücken::V,pynte,чеберъяны
1185,schmücken::V,smykke,чеберъяны
1186,sagen::V,sige,шуыны
1187,sagen::V,sige,вераны
1188,sprechen::V,snakke,вераськыны
1189,reden::V,tale,вераськыны
1190,reden::V,snakke,вераськыны
1191,sich unterhalten::V,snakke sammen,вераськыны
1192,fragen::V,spørge,юаны
1193,bitten::V,bede,курыны
1194,erzählen::V,berette,вераны
1195,erzählen::V,berette,мадьыны
1196,erzählen::V,fortælle,вераны
1197,erzählen::V,fortælle,мадьыны
1198,mitteilen::V,meddele,ивортыны
1199,nennen::V,nævne,шуыны
1200,rufen::V,råbe,ӧтьыны
1201,prahlen::V,prale,ушъяськыны
1202,übersetzen::V,oversætte,берыктыны
1203,denken::V,tænke,малпаны
1204,glauben::V,tro,оскыны
1205,bemerken::V,bemærke,адӟыны
1206,bemerken::V,lægge mærke til,адӟыны
1207,erkennen::V,genkende,тодыны
1208,begreifen::V,begribe,валаны
1209,verstehen::V,forstå,валаны
1210,lernen::V,lære,дышетскыны
1211,wissen::V,vide,тодыны
1212,sich erinnern an::V,mindes,тодэ вайыны
1213,sich erinnern an::V,huske på,тодэ вайыны
1214,vergessen::V,glemme,вунэтыны
1215,messen::V,måle,мертаны
1216,zählen::V,tælle,лыдъяны
1217,rechnen::V,regne,лыдъяны
1218,lesen::V,læse,лыдӟыны
1219,malen::V,male,суреданы
1220,zeichnen::V,tegne,суреданы
1221,schreiben::V,skrive,гожъяны
1222,besitzen::V,eje,луыны
1223,besitzen::V,besidde,луыны
1224,kaufen::V,købe,басьтыны
1225,verkaufen::V,sælge,вузаны
1226,bezahlen::V,betale,тырыны
1227,zahlen::V,betale,тырыны
1228,beherrschen::V,beherske,кузёяськыны
1229,ertragen::V,tåle,чиданы
1230,ertragen::V,udholde,чиданы
1231,hinfallen::V,,усьыны
