,Concept_ID,av,ml
601,klug::A,лумияб,ബുദ്ധിസാമർഥ്യമുള്ള
602,geschickt::A,махщел бугев,പ്രതിഭാശാലി
603,lieb::A,гӏазизаб,പ്രിയപ്പെട്ട
604,lustig::A,кепаб,ആനന്ദകരമായ
605,sanft::A,хӏалимаб,സൌമ്യമായ
606,sanft::A,хӏере́наб,സൌമ്യമായ
607,hungrig::A,бакъараб,വിശപ്പുള്ള
608,krank::A,щокъаб,അസുഖമുള്ള
609,krank::A,унтараб,അസുഖമുള്ള
610,nackt::A,гӏицӏаб,നഡമായ
611,nackt::A,чӏанкӏараб,നഡമായ
612,traurig::A,пашманаб,വിഷമമുള്ള
613,lebendig::A,чӏагояб,ഉപജീവനം
614,gut::A,лъикӏаб,നല്ല
615,schlecht::A,къадараб,മോശമായ
616,richtig::A,битӏараб,ശരിയായ
617,schlimm::A,нажасаб,വൃത്തികെട്ട
618,schlimm::A,къабихӏаб,വൃത്തികെട്ട
619,wahr::A,хӏакъаб,ശരിയായ
620,wahr::A,битӏараб,ശരിയായ
621,alt::A,басрияб,പഴയ
622,neu::A,цӏияб,പുതിയ
623,ehemalig::A,цебе́госеб,മുൻ
624,alt[Lebewesen]::A,хераб,വയസ്സുള്ള
625,jung::A,тӏинчӏаб,കൌമാരമായ
626,jung::A,гӏолохъанаб,കൌമാരമായ
627,arm::A,пакъираб,പാവപ്പെട്ട
628,reich::A,бечедаб,സമ്പന്നമായ
629,bekannt::A,лъалеб,പരിചിതമായ
630,berühmt::A,машгьураб,പ്രശസ്തനായ
631,fremd::A,чияр,വൈദേശികമായ
632,verschieden::A,батӏи-батӏияб,വ്യത്യസ്തമായ
633,nah::A,гӏагарда бугеб,അരികത്തുള്ള
634,fern::A,рикӏкӏадаб,അകലെയുള്ള
635,linker::A,квегӏаб,അവശേഷിച്ച
636,rechter::A,кваранаб,വലത്തേ
637,anderer::A,батӏияб,മറ്റുള്ള
638,erster::A,тӏоцебесеб,ആദ്യത്തെ
639,zweiter::A,кӏиабилеб,രണ്ടാം
640,dritter::A,лъабабилеб,മൂന്നാമത്
641,letzter::A,ахирисеб,അവസാനത്തെ
642,allein::ADV,ялгъузго,തനിച്ചുള്ള
643,auf einmal::ADV,цихӏинтӏаго,ഉടന്
644,zusammen::ADV,цойида,ഒരുമിച്ച
645,plötzlich::ADV,цойидасанго,പെട്ടെന്ന്
646,sofort::ADV,гьебсагӏат,തത്ക്ഷണം
647,jetzt::ADV,гьанже,ഇപ്പോൾ
648,heute::ADV,жакъа,ഇന്ന്
649,morgen::ADV,метер,നാളെ
650,bald::ADV,гьабсагӏаталъ,ഉടനെ
651,dann::ADV,цинги,അപ്പോൾ
652,gestern::ADV,сон,ഇന്നലെ
653,einst::ADV,цин,പണ്ടൊരിക്കല്
654,damals::ADV,гьебмехалъ,അപ്പോൾ
655,damals::ADV,гьебмехалда,അപ്പോൾ
656,danach::ADV,цинги,പിന്നീട്
657,danach::ADV,хадуса,പിന്നീട്
658,vorher::ADV,цебе,മുൻപ്
659,zuerst::ADV,тӏоцебе,ആദ്യം
660,einmal::ADV,цинцӏул,ഒരിക്കൽ
661,einmal::ADV,цихӏин,ഒരിക്കൽ
662,einmal::ADV,цоцӏул,ഒരിക്കൽ
663,manchmal::ADV,олоцӏул,ചിലപ്പോൾ
664,oft::ADV,гӏемерго,പലപ്പോഴും
665,immer::ADV,кидаго,എപ്പോഴും
666,niemals::ADV,киданиги,ഒരിക്കലും
667,hier::ADV,аниб,ഇവിടെ
668,hierhin::ADV,анибехун,ഇവിടേക്ക്
669,von hier::ADV,гьаниса,ഇവിടെനിന്ന്
670,dort::ADV,гьениб,അവിടെ
671,dorthin::ADV,гьадаба,അവിടേക്ക്
672,geradeaus::ADV,битӏутӏа,മുമ്പിൽ
673,geradeaus::ADV,битӏутӏа,മുമന്നോട്ട്
674,vorwärts::ADV,цебехун,മുന്നോട്ട്
675,rückwärts::ADV,нахъ-нахъ,തലതിരിച്ച്
676,zurück::ADV,нахъе,പുറകിലേക്ക്
677,unten::ADV,ахакь,താഴെ
678,unten::ADV,гъоркь,താഴെ
679,hinab::ADV,эхебе,താഴേക്ക്
680,oben::ADV,тӏад,മുകളിൽ
681,oben::ADV,тӏадехун,മുകളിൽ
682,hinauf::ADV,эхеде,മുകളിൽ
683,überall::ADV,кибго,എല്ലായിടത്തും
684,ein wenig::ADV,дагьабго,കുറച്ച്
685,kaum::ADV,хӏалалъ,കഷ്ടിച്ച്
686,sehr::ADV,кутакалда,വളരെ
687,so::ADV,гьедин,അങ്ങനെ
688,noch::ADV,жеги,ഇപ്പോഴും
689,nur::ADV,гӏӣцӏго,മാത്രം
690,wieder::ADV,на́хъеги,വീണ്ടും
691,vergebens::ADV,чӏалгӏаде,വിഫല
692,vor::PRP,цебе,മുമ്പിൽ
693,hinter::PRP,хадуса,പുറകിൽ
694,unter::PRP,ахакь,കീഴിൽ
695,unter::PRP,гъоркь,കീഴിൽ
696,neben::PRP,аскӏо,അടുത്ത്
697,zwischen::PRP,гьоркьоб,ഇടയ്ക്ക്
698,wegen::PRP,гьелда,നിമിത്തം
699,dies::PRN,гьаб,ഇത്
700,dies::PRN,гьеб,ഇത്
701,das::PRN,доб,അത്
702,ich::PRN,дун,ഞാൻ
703,du::PRN,дуца,നിങ്ങൾ
704,er::PRN,доб,അദ്ദേഹം
705,er::PRN,доб,അയാൾ
706,er::PRN,доб,അവൻ
707,er::PRN,доб,അവർ
708,er::PRN,доб,അവൾ
709,wir::PRN,ниж,നമ്മൾ
710,ihr::PRN,нуж,നിങ്ങൾ
711,sie::PRN,дол,അവർ
712,sie::PRN,эл,അവർ
713,was::FPRN,щиб,എന്ത്
714,wer::FPRN,щиб,ആര്
715,wo::FADV,киб,എവിടെ
716,wo::FADV,кибехун,എവിടെ
717,wohin::FADV,кибехун,എവിടേക്ക്
718,wie::FADV,кин,എങ്ങനെ
719,warum::FADV,щай,എന്തുകൊണ്ട്
720,wieviel::FNUM,кигӏан,എത്ര
721,eins::NUM,цо,ഒന്ന്
722,zwei::NUM,кӏиго,രണ്ട്
723,drei::NUM,лъабго,മൂന്ന്
724,vier::NUM,ункъо,നാല്
725,fünf::NUM,щуго,അഞ്ച്
726,sechs::NUM,анлъго,ആറ്
727,sieben::NUM,анкьго,ഏഴ്
728,acht::NUM,микьго,എട്ട്
729,neun::NUM,ичӏго,ഒമ്പത്
730,zehn::NUM,анцӏго,പത്ത്
731,elf::NUM,анцӏила цо,പതിനൊന്ന്
732,zwölf::NUM,кӏиго-анцӏила,പന്ത്രണ്ട്
733,zwanzig::NUM,къого,ഇരുപത്
734,dreißig::NUM,лъеберго,മുപ്പത്
735,vierzig::NUM,кӏикъого,നാൽപ്പത്
736,fünfzig::NUM,кӏикъо́ялда анцӏго,അൻപത്
737,sechzig::NUM,лъабкъого,അറുപത്
738,siebzig::NUM,лъабкъо́ялда анцӏго,എഴുപത്
739,achtzig::NUM,ункъого,എൺപത്
740,neunzig::NUM,ункъоялда а́нцӏила,തൊണ്ണൂറ്
741,hundert::NUM,нусго,നൂറ്
742,tausend::NUM,азарго,ആയിരം
743,und::CNJ,ва,ഉം
744,und::CNJ,-ги,ഉം
745,oder::CNJ,ялъуни,അഥവാ
746,stehen::V,бахъунчӏезе,നിൽക്കുക
747,sitzen::V,гӏодов чӏезе,ഇരിക്കുക
748,liegen::V,бегизе,കിടക്കുക
749,hängen::V,базе,തൂങ്ങുക
750,werden::V,бахъине,ആയിത്തീരുക
751,passieren::V,лъугьине,സംഭവിക്കുക
752,passieren::V,лъугьа-бахъине,സംഭവിക്കുക
753,beginnen::V,байбихьизе,ആരംഭിക്കുക
754,enden::V,лъугӏизе,അവസാനിപ്പിക്കുക
755,wechseln::V,хиса-басизе,മാറ്റുക
756,wechseln::V,хисизе,മാറ്റുക
757,aufgehen[Sonne]::V,баккизе,ഉയരുക
758,untergehen[Sonne]::V,щинкӏизе,അടുക്കി_വയ്ക്കുക
759,scheinen[Sonne]::V,къалъ-къалъизе,പ്രകാശിക്കുക
760,donnern::V,гъугъазе,ഇടിവെട്ടുക
761,wehen::V,пуйзе,വീശുക
762,strömen::V,чвахизе,ഒഴുകുക
763,fließen::V,чвахизе,ഒഴുകുക
764,sich drehen::V,сверизе,ചുറ്റുക
765,sich drehen::V,сверизе,കറക്കുക
766,schwanken::V,хьвагӏезе,ഇരുവശത്തേയ്ക്കും_ആടുക
767,schwanken::V,багъа-бачаризе,ഇരുവശത്തേയ്ക്കും_ആടുക
768,schwingen::V,щвартӏезе,ആടുക
769,fallen::V,бортизе,വീഴുക
770,brennen::V,рекӏине,കത്തുക
771,rauchen::V,кӏкӏуй буризе,പുകയുക
772,regnen::V,базе,മഴ_പെയ്യുക
773,gefrieren::V,гӏу́низе,തണത്ത്_മരവിക്കുക
774,tauen::V,биаризе,അലിയുക
775,schmelzen::V,биине,ഉരുകുക
776,trocknen::V,бакъвазе,വരളുക
777,sieden::V,гьалдезе,തിളപ്പിക്കുക
778,faulen::V,махӏцине,ചീയുക
779,verfaulen::V,туризе,അഴുകുക
780,reißen::V,бихъизе,ശബ്ദത്തോടെ_മുറിയുക
781,versinken::V,гъанкъизе,മുക്കുക
782,vergehen::V,базе,കടന്നുപോകുക
783,vergehen::V,бахъизе,കടന്നുപോകുക
784,vergehen::V,ине,കടന്നുപോകുക
785,erscheinen::V,баккизе,പ്രത്യക്ഷപ്പെടുക
786,verschwinden::V,къине,അദൃശ്യമാകുക
787,verschwinden::V,билизе,അദൃശ്യമാകുക
788,sinken::V,гӏодо́бе ккезе,താഴുക
789,abnehmen::V,тӏаса камизе,കുറിയുക
790,zunehmen::V,гӏемерлъизе,വർദ്ധിക്കുക
791,steigen::V,бахине,ഉയരുക
792,wachsen::V,кӏодолъизе,വളരുക
793,glänzen::V,цӏвакизе,മിന്നുക
794,funkeln::V,паркъезе,തിളങ്ങുക
795,lärmen::V,хъудизе,ശബ്ദമുണ്ടാക്കുക
796,lärmen::V,чӏиргъдизе,ശബ്ദമുണ്ടാക്കുക
797,läuten::V,кьабизе,മണിമുഴങ്ങുക
798,klingeln::V,кьабизе,ചിലമ്പുക
799,klirren::V,зваргъизе,കിലുക്കുക
800,brausen::V,гьалаглъизе,മുഴങ്ങുക
801,rauschen::V,шуршудизе,അനങ്ങുക
802,klingen::V,бахъине,മുഴക്കുക
803,bellen::V,гъанчдезе,കുരയ്ക്കുക
804,heulen::V,рурудизе,ഓരിയിടുക
805,blasen::V,гьохьизе,ഊതുക
806,pfeifen::V,гьещтӏезе,വിസിലടിക്കുക
807,schreien::V,ахӏизе,ആക്രോശിക്കുക
808,schreien::V,ахӏдезе,ആക്രോശിക്കുക
809,stöhnen::V,зигардизе,അരക്കം
810,stöhnen::V,зигардизе,ആർത്തനാദം
811,zittern::V,дарран,വിറയ്ക്കുക
812,zittern::V,гьаргьадизе,വിറയ്ക്കുക
813,leben::V,бетӏербахъизе,താമസിക്കുക
814,geboren werden::V,лъугьине,ജനിക്കുക
815,atmen::V,хӏухьел биччазе,ശ്വസിക്കുക
816,trinken::V,гьекъезе,കുടിക്കുക
817,essen::V,квине,കഴിക്കുക
818,essen::V,кваназе,കഴിക്കുക
819,schlucken::V,кӏкӏвине,വിഴുങ്ങുക
820,schlucken::V,къулчӏизе,വിഴുങ്ങുക
821,müde werden::V,сваказе,ക്ഷീണിക്കുക
822,einschlafen::V,кьижизе,നിദ്രിക്കുക
823,einschlafen::V,гъапуллъизе,നിദ്രിക്കുക
824,schlafen::V,кьижизе,ഉറങ്ങുക
825,aufwachen::V,бигьине,ഉണരുക
826,aufstehen::V,бахъине,എഴുന്നേൽക്കുക
827,aufstehen::V,тӏадебахъине,എഴുന്നേൽക്കുക
828,sich erholen::V,хьи бахъизе,വിശ്രമിക്കുക
829,sich erholen::V,хӏалхьи гьабизе,വിശ്രമിക്കുക
830,krank werden::V,унтизе,ദീനംപിടിക്കുക
831,krank sein::V,унтизе,രോഗികളാകുക
832,schmerzen::V,унтизе,വേദനിക്കുക
833,husten::V,хъегӏизе,ചുമയ്ക്കുക
834,genesen::V,лъилъизе,സുഖപ്പെടുക
835,sterben::V,хвезе,മരിക്കുക
836,umkommen::V,гьалаглъизе,മരിക്കുക
837,sich bewegen::V,багъаризе,സ്ഥലം_മാറുക
838,sich bewegen::V,багъаргъизе,സ്ഥലം_മാറുക
839,sich rühren::V,багъаризе,ചലിക്കുക
840,sich erheben::V,тӏадебахъине,നിൽക്കുക
841,sich erheben::V,бахъине,നിൽക്കുക
842,sich setzen::V,гӏодов чӏезе,ഇരിക്കുക
843,hinfallen::V,щапизе,വീഴുക
844,laufen::V,хьвадизе,നടക്കുക
845,schreiten::V,чӏезе,നടക്കുക
846,spazierengehen::V,тира-сверизе,ഉലാത്തുക
847,eilen::V,ракӏхӏалакине,പാഞ്ഞെത്തുക
848,eilen::V,дуризе,പാഞ്ഞെത്തുക
849,sich beeilen::V,дуризе,തിരിക്കുകൂട്ടുക
850,sich beeilen::V,дуризе,തിടുക്കം_കാട്ടുക
851,sich beeilen::V,гӏедегӏизе,തിരിക്കുകൂട്ടുക
852,sich beeilen::V,гӏедегӏизе,തിടുക്കം_കാട്ടുക
853,sausen::V,тӏуризе,കുതിക്കുക
854,rennen::V,бекеризе,ഓടുക
855,springen::V,кӏанцӏизе,ചാടുക
856,klettern::V,хархадизе,കയറുക
857,schaukeln::V,гьерщезе,ഇളകുക
858,kriechen::V,хъурщизе,പതുങ്ങികയറുക
859,schwimmen::V,лъедезе,നീന്തുക
860,tauchen::V,букъардизе,വെള്ളത്തിലേക്ക് ചാടുക
861,rudern::V,хазе,തുഴയുക
862,fahren::V,ине,വാഹനം ഓടിക്കുക
863,fliegen::V,боржине,പറക്കുക
864,gehen::V,ине,പോകുക
865,weggehen::V,ине,വിടുക
866,abfahren::V,къокъине,പുറപ്പെടുക
867,anhalten::V,чӏезе,നിർത്തുക
868,anhalten::V,тархъизе,നിർത്തുക
869,anhalten::V,лъалхъизе,നിർത്തുക
870,hineingehen::V,тӏаделъугьине,പ്രവേശിക്കുക
871,eintreten::V,лъугьине,പ്രവേശിക്കുക
872,kommen::V,бачӏине,വരുക
873,ankommen::V,щвезе,എത്തിച്ചേരുക
874,ankommen::V,тӏадебачӏине,എത്തിച്ചേരുക
875,zurückkommen::V,тадбуссине,തിരിച്ചു വരുക
876,zurückkommen::V,тӏадбуссине,തിരിച്ചു വരുക
877,bleiben::V,чӏезе,തുടരുക
878,bleiben::V,хутӏизе,തുടരുക
879,warten::V,чӏезе,കാത്തിരിക്കുക
880,erwarten::V,балагьизе,പ്രതീക്ഷിക്കുക
881,suchen::V,балагьизе,തിരയുക
882,finden::V,батизе,കണ്ടെത്തുക
883,versuchen::V,хӏалбихьизе,ശ്രമിക്കുക
884,vorbereiten::V,хӏадурлъизабизе,തയ്യാറെടുക്കുക
885,lieben::V,балай бегьизе,സ്നേഹിക്കുക
886,mögen::V,бокьизе,ഇഷ്ടപ്പെടുക
887,lachen::V,белъизе,ചിരിക്കുക
888,weinen::V,гӏодизе,തേങ്ങുക
889,schimpfen::V,гъанчдезе,പിറുപിറുക്കുക
890,sich ärgern::V,вагъизе,കോപിക്കുക
891,sich ärgern::V,ццида́хине,കോപിക്കുക
892,sich fürchten::V,хӏинкъизе,പേടിക്കുക
893,fürchten::V,беркъазе,പേടിക്കുക
894,fürchten::V,хӏинкъа-къазе,പേടിക്കുക
895,fliehen::V,лъутизе,രക്ഷപ്പെടുക
896,flüchten::V,лъутизе,രക്ഷപ്പെടുക
897,sehen::V,бихьизе,കാണുക
898,anschauen::V,бертӏамизе,നോക്കുക
899,anschauen::V,балагьизе,നോക്കുക
900,ansehen::V,бала-гъалагьизе,നോക്കുക
901,hören::V,рагӏизе,കേൾക്കുക
902,zuhören::V,гӏенеккизе,ശ്രദ്ധിക്കുക
903,probieren::V,кӏалдиб хъва́зе,രുചിയുള്ളതായി_തോന്നുക
904,probieren::V,чӏамизе,രുചിയുള്ളതായി_തോന്നുക
905,riechen::V,су́нтӏизе,മണത്തു_നോക്കുക
906,fühlen::V,чӏвазе,സ്പർശിച്ചറിയുക
907,zu sehen sein::V,бихьизе,വെളിച്ചപ്പെടുക
908,vernehmen::V,рагӏизе,കേൾക്കുക
909,frieren::V,цӏорозе,വിറയ്ക്കുക
910,tun::V,гьабизе,ചെയ്യുക
911,können::V,кӏвезе,കഴിയുക
912,können::V,лъазе,കഴിയുക
913,wollen::V,бокьизе,വേണുക
914,anfangen::V,байбихьизе,തുടങ്ങുക
915,beenden::V,тӏубазабизе,പൂർത്തിയാക്കുക
916,beenden::V,лъугӏизабизе,പൂർത്തിയാക്കുക
917,aufhören::V,бахъизе,നിർത്തുക
918,gelingen::V,бахъизе,വിജയിക്കുക
919,geraten::V,бахъизе,പരിണമിക്കുക
920,öffnen::V,рагьизе,തുറക്കുക
921,schließen::V,къазе,അടയ്ക്കുക
922,stellen::V,чӏвазе,വയ്ക്കുക
923,setzen::V,рекӏинабизе,വയ്ക്കുക
924,setzen::V,гӏодор чӏезаризе,വയ്ക്കുക
925,legen::V,лъезе,ഇടുക
926,berühren::V,хъвазе,തൊടുക
927,verbinden::V,хьухьине,ഘടിപ്പിക്കുക
928,verbinden::V,бухьине,ഘടിപ്പിക്കുക
929,bedecken::V,кквезе,മുടുക
930,aufhängen::V,базе,കെട്ടിതൂക്കുക
931,anzünden::V,бакизе,കത്തിക്കുക
932,anzünden::V,рекӏинабизе,കത്തിക്കുക
933,zurücklassen::V,тезе,വച്ചുപോരുക
934,verlieren::V,билизабизе,നഷ്ടപ്പെടുക
935,fallen lassen::V,бортизабизе,വീഴ്ത്തുക
936,machen::V,гьабизе,ഉണ്ടാക്കുക
937,herstellen::V,гьабизе,ഉൽപാദിപ്പിക്കുക
938,herstellen::V,хӏадурлъизабизе,ഉൽപാദിപ്പിക്കുക
939,bauen::V,базе,നിർമ്മിക്കുക
940,bauen::V,гьабизе,നിർമ്മിക്കുക
941,reparieren::V,къачӏазе,നന്നാക്കുക
942,verbessern::V,лъикӏлъизабизе,മെച്ചപ്പെടുക
943,ändern::V,хисизабизе,മാറ്റംവരുത്തുക
944,graben::V,бухъизе,കുഴിക്കുക
945,beugen::V,хьетӏизабизе,വണങ്ങുക
946,biegen::V,гьетӏизабизе,കുനിയുക
947,drehen::V,тиризабизе,തിരിക്കുക
948,drehen::V,свердизабизе,തിരിക്കുക
949,wenden::V,бегизе,തിരിയുക
950,umdrehen::V,бегизе,തിരിയുക
951,umdrehen::V,бега-битӏизе,തിരിയുക
952,heben::V,борхизе,ഉയർത്തുക
953,hochheben::V,борхалъизабизе,ഉയർത്തുക
954,hochheben::V,борхизе,ഉയർത്തുക
955,ergreifen::V,кквезе,ബലമായി_പിടിക്കുക
956,halten::V,кквезе,പിടിക്കുക
957,drücken::V,къазе,അമർത്തുക
958,drücken::V,къанцӏу́зе,അമർത്തുക
959,drücken::V,къвал ба́зе,അമർത്തുക
960,schieben::V,хъилдизе,തള്ളുക
961,kratzen::V,хачазе,ചുരണ്ടുക
962,lecken::V,чӏикӏизе,നക്കുക
963,beißen::V,хӏанчӏизе,കടിക്കുക
964,beißen::V,хӏанчӏизабизе,കടിക്കുക
965,abreißen::V,тӏезе,കീറിക്കളയുക
966,abreißen::V,тӏезабизе,കീറിക്കളയുക
967,abschneiden::V,къотӏизе,മുറിച്ചുമാറ്റുക
968,binden::V,бухьине,കെട്ടുക
969,stecken::V,къазабизе,തുളയ്ക്കുക
970,brechen::V,бекизе,ഉടയുക
971,klopfen::V,дванкезе,തട്ടുക
972,hauen::V,базе,അടിക്കുക
973,kleben::V,бацӏцӏине,ഒട്ടിക്കുക
974,reiben::V,хачазе,തിരുമ്മിത്തുടയ്ക്കുക
975,streichen::V,бахине,പടർത്തുക
976,streichen::V,жужазе,പടർത്തുക
977,schleifen::V,лъухьизе,പൊടിക്കുക
978,schneiden::V,къотӏизе,മുറിക്കുക
979,rütteln::V,багъа-бачаризабизе,മുട്ടുക
980,schütteln::V,кӏобокӏизе,കുലുക്കുക
981,schwenken::V,гьесадизе,ആടുക
982,schwenken::V,хьвагӏезабизе,ആടുക
983,schütten::V,тӏезе,ഒഴിക്കുക
984,füllen::V,цӏезабизе,നിറയ്ക്കുക
985,einwickeln::V,жемизе,പൊതിയുക
986,tragen::V,баччизе,വഹിക്കുക
987,schleppen::V,бехъерхъизе,വലിച്ചിഴയ്ക്കുക
988,ziehen::V,цӏазе,വലിക്കുക
989,aufbewahren::V,цӏунизе,വയ്ക്കുക
990,werfen::V,рехизе,എറിയുക
991,fangen::V,кквезе,പിടിക്കുക
992,packen::V,кквезе,തട്ടിപ്പറിക്കുക
993,verstecken::V,бахчизе,മറയ്ക്കുക
994,teilen::V,бикьизе,വിഭജിക്കുക
995,schicken::V,битӏизе,അയയ്ക്കുക
996,bringen::V,баччизе,കൊണ്ടുവരുക
997,hinzufügen::V,жубазе,കൂട്ടുക
998,bekommen::V,щвезе,കിട്ടുക
999,erhalten::V,щвезе,സ്വീകരിക്കുക
1000,erhalten::V,босизе,സ്വീകരിക്കുക
1001,nehmen::V,босизе,എടുക്കുക
1002,wählen::V,бищизе,തിരഞ്ഞെടുക്കുക
1003,auswählen::V,тӏасабищизе,തിരഞ്ഞെടുക്കുക
1004,bewahren::V,цӏунизе,പുലർത്തുക
1005,behindern::V,квекӏен гьабизе,തടയിടുക
1006,verderben::V,хвезабизе,നശിപ്പിക്കുക
1007,beschädigen::V,галгъазабизе,ക്ഷതമേൽപ്പിക്കുക
1008,zerbrechen::V,щущазабизе,ഉടയുക
1009,zerreißen::V,бихъизе,കീറുക
1010,zerstören::V,биххизабизе,നശിപ്പിക്കുക
1011,verbrennen::V,бухӏизе,കത്തിനശിക്കുക
1012,verbrennen::V,бухӏизе,കത്തിച്ചുകളയുക
1013,geben::V,кьезе,കൊടുക്കുക
1014,geben::V,кьезе,തരുക
1015,reichen::V,кьезе,കൈമാറുക
1016,schenken::V,кьезе,സമ്മാനം കൊടുക്കുക
1017,versprechen::V,назру гьабизе,വാഗ്ദാനം_നൽകുക
1018,wünschen::V,бокьизе,ആഗ്രഹിക്കുക
1019,loben::V,беццизе,പുകഴ്ത്തുക
1020,loben::V,бецца-бекъизе,പുകഴ്ത്തുക
1021,küssen::V,баизе,ഉമ്മവയ്ക്കുക
1022,wiegen::V,чӏучӏадизабизе,ഇളകുക
1023,zudecken::V,тӏадбигъине,മുടുക
1024,wecken::V,бигьинабизе,ഉണർത്തുക
1025,zeigen::V,бихьизабизе,കാണിക്കുക
1026,führen::V,бачине,നടത്തുക
1027,lehren::V,малъизе,പഠിപ്പിക്കുക
1028,lehren::V,цӏализабизе,പഠിപ്പിക്കുക
1029,unterrichten::V,цӏализабизе,പരിശീലിപ്പിക്കുക
1030,aufziehen::V,гӏезабизе,വളർത്തിക്കൊണ്ടുവരുക
1031,leiten::V,нухмалъи гьабизе,നയിക്കുക
1032,antreiben::V,гӏедегӏизабизе,പ്രേരിപ്പിക്കുക
1033,einladen::V,ахӏизе,ക്ഷണിക്കുക
1034,einladen::V,тӏадеахӏизе,ക്ഷണിക്കുക
1035,vereinigen::V,цолъизабизе,കൂടിച്ചേരുക
1036,besuchen::V,баккизе,സന്ദർശിക്കുക
1037,besuchen::V,хьвадизе,സന്ദർശിക്കുക
1038,treffen::V,дандчӏвазе,തമ്മിൽ കാണുക
1039,sich versammeln::V,данделъизе,സംയോജിപ്പിക്കുക
1040,sich versammeln::V,бакӏаризе,സംയോജിപ്പിക്കുക
1041,spielen::V,басандизе,കളിക്കുക
1042,singen::V,ахӏизе,പാടുക
1043,tanzen::V,кьурдизе,നൃത്തം ചെയ്യുക
1044,sich trennen::V,батӏалъизе,നേർപെടുത്തുക
1045,verlassen::V,тезе,പിൻവാങ്ങുക
1046,verlassen::V,рехунтезе,പിൻവാങ്ങുക
1047,retten::V,хвасар гьабизе,രക്ഷിക്കുക
1048,retten::V,хвасарлъизабизе,രക്ഷിക്കുക
1049,bewachen::V,цӏунизе,കാവൽനിൽക്കുക
1050,schützen::V,цӏунизе,പരിരക്ഷിക്കുക
1051,verteidigen::V,цӏунизе,പ്രതിരോധിക്കുക
1052,sich schlagen::V,багъизе,കലഹിക്കുക
1053,schießen::V,речӏчӏизе,വെടിവെക്കുക
1054,siegen::V,бергьине,വിജയിക്കുക
1055,ärgern::V,вагъизавизе,വിഷമിപ്പിക്കുക
1056,schlagen::V,кьабизе,അടിക്കുക
1057,treten::V,мал тункизе,തൊഴിക്കുക
1058,stechen::V,къазабизе,കുത്തുക
1059,stoßen::V,тункизе,തള്ളുക
1060,stoßen::V,хъилдизе,തള്ളുക
1061,stehlen::V,щинкӏизабизе,മോഷ്ടിക്കുക
1062,stören::V,квекӏен гьабизе,ശല്യപ്പെടുത്തുക
1063,stören::V,татубахъи гьабизе,ശല്യപ്പെടുത്തുക
1064,belästigen::V,рахӏатхвезабизе,മെനക്കെടുക
1065,verbergen::V,бахчизе,മറയ്ക്കുക
1066,verbergen::V,бахчизе,ഒളിക്കുക
1067,verbergen::V,балъго тезе,മറയ്ക്കുക
1068,verbergen::V,балъго тезе,ഒളിക്കുക
1069,täuschen::V,божуда рекӏкӏ гьабизе,കബളിപ്പിക്കുക
1070,täuschen::V,гуккизе,കബളിപ്പിക്കുക
1071,betrügen::V,хӏилла гьабизе,ചതിക്കുക
1072,betrügen::V,сандирахълъи гьабизе,ചതിക്കുക
1073,töten::V,чӏвазе,കൊല്ലുക
1074,wohnen::V,яшав гьабизе,താമസിക്കുക
1075,arbeiten::V,хӏалтӏизе,ജോലിചെയ്യുക
1076,sammeln::V,бакӏаризе,സഞ്ചയിക്കുക
1077,pflücken::V,бетӏизе,പറിച്ചെടുക്കുക
1078,jagen::V,чан гьабизе,വേട്ടയാടുക
1079,fischen::V,ччугӏа кквезе,മീൻ പിടിക്കുക
1080,fassen::V,кквезе,പിടിക്കുക
1081,hüten::V,кваназабизе,ചേർക്കുക
1082,treiben::V,гъезе,വാഹനം_ഓടിക്കുക
1083,anbinden::V,бухьине,കെട്ടിയിടുക
1084,füttern::V,кваназабизе,തീറ്റുക
1085,melken::V,бечӏчӏизе,പാലുകറക്കുക
1086,hacken::V,чӏвазе,വെട്ടിമുറിക്കുക
1087,gießen::V,лъалъазе,നനയ്ക്കുക
1088,reifen::V,барщизе,പാകമാകുക
1089,zubereiten::V,бежа-белъине,പാചകം_ചെയ്യുക
1090,kochen::V,белъине,വേവിക്കുക
1091,backen::V,базе,ബേക്ക് ചെയ്യുക
1092,braten::V,бежизе,പോരിക്കുക
1093,umrühren::V,багъаризе,ഇളക്കുക
1094,stricken::V,хьухьине,മെടയുക
1095,nähen::V,букъизе,തുന്നുക
1096,färben::V,кьер гьабизе,ചായം പൂശുക
1097,reinigen::V,бацӏцӏине,വൃത്തിയാക്കുക
1098,waschen::V,чуризе,കഴുകുക
1099,abwischen::V,бацӏцӏине,തുടയ്ക്കുക
1100,spülen::V,хулизе,കഴുകുക
1101,fegen::V,лъухьизе,അടിച്ചുവാരുക
1102,kehren::V,лъухьизе,അടിച്ചുവാരുക
1103,baden::V,чордезе,നീന്തിത്തുടിക്കുക
1104,ausziehen::V,бахъизе,ഇഴുക്കുക
1105,anziehen::V,ретӏине,ഉടുക്കുക
1106,sich anziehen::V,ретӏине,ധരിച്ച നേടുകയുക
1107,kämmen::V,хазе,മുടിചീകുക
1108,schmücken::V,чӏухӏизабизе,അലങ്കരിക്കുക
1109,sagen::V,бицине,പറയുക
1110,sprechen::V,бицине,സംസാരിക്കുക
1111,reden::V,гаргадизе,സംസാരിക്കുക
1112,sich unterhalten::V,гаргадизе,നർമ്മസല്ലാപം നടത്തുക
