,Concept_ID,,ja
130,Schwanz::N,,尻尾
131,Ei::N,,卵
132,Nest::N,,巣
133,Bau::N,,穴
134,Tier::N,,動物
135,Herde::N,,群れ
136,Kuh::N,,牛
137,Bulle::N,,雄牛
138,Pferd::N,,馬
139,Schaf::N,,羊
140,Schwein::N,,豚
141,Hund::N,,犬
142,Katze::N,,猫
143,Bär::N,,熊
144,Eichhörnchen::N,,栗鼠
145,Elch::N,,ヘラジカ
146,Fuchs::N,,狐
147,Hase::N,,兎
148,Maus::N,,鼠
149,Wolf::N,,狼
150,Vogel::N,,鳥
151,Schwarm::N,,群れ
152,Huhn::N,,鶏
153,Hahn::N,,雄鶏
154,Gans::N,,ガチョウ
155,Adler::N,,鷲
156,Ente::N,,鴨
157,Eule::N,,フクロウ
158,Kranich::N,,鶴
159,Krähe::N,,烏
160,Kuckuck::N,,郭公
161,Schwan::N,,白鳥
162,Fisch::N,,魚
163,Barsch::N,,鱸
164,Hecht::N,,川魳
165,Schlange[Tier]::N,,蛇
166,Wurm::N,,虫
167,Spinne::N,,蜘蛛
168,Ameise::N,,蟻
169,Laus::N,,虱
170,Mücke::N,,蚊
171,Fliege::N,,蝿
172,Schmetterling::N,,蝶
173,Beere::N,,漿果
174,Apfel::N,,林檎
175,Pilz::N,,茸
176,Zwiebel::N,,玉葱
177,Saat::N,,種
178,Korn::N,,粒
179,Heu::N,,干し草
180,Schale::N,,皮
181,Grube::N,,穴
182,Falle::N,,わな
183,Schlinge::N,,輪
184,Spur::N,,跡
185,Asche::N,,灰
186,Dreck::N,,泥
187,Eisen::N,,鉄
188,Gold::N,,金
189,Silber::N,,銀
190,Kohle::N,,炭
191,Glas::N,,ガラス
192,Lehm::N,,ローム
193,Sand::N,,砂
194,Mensch::N,,人
195,Mann::N,,男
196,Mann::N,,男性
197,Frau::N,,女
198,Frau::N,,女性
199,Kind::N,,子
200,Kind::N,,子供
201,Junge::N,,男の子
202,Mädchen::N,,女の子
203,Familie::N,,家族
204,Großvater::N,,祖父
205,Großvater::N,,おじいさん
206,Großmutter::N,,祖母
207,Großmutter::N,,おばあさん
208,Eltern::N,,親
209,Eltern::N,,両親
210,Vater::N,,父
211,Vater::N,,お父さん
212,Mutter::N,,母
213,Mutter::N,,お母さん
214,Sohn::N,,息子
215,Sohn::N,,息子さん
216,Tochter::N,,娘
217,Tochter::N,,お嬢さん
218,Bruder::N,,弟
219,Schwester::N,,妹
220,Onkel::N,,伯父
221,Onkel::N,,伯父さん
222,Tante::N,,叔母
223,Tante::N,,叔母さん
224,Ehemann::N,,夫
225,Ehemann::N,,主人
226,Ehefrau::N,,妻
227,Ehefrau::N,,奥さん
228,Freude::N,,喜び
229,Gelächter::N,,笑い
230,Glück::N,,幸せ
231,Kummer::N,,悩み
232,Wunsch::N,,希望
233,Lust::N,,気
234,Geist::N,,精神
235,Gedanke::N,,考え
236,Gedächtnis::N,,記憶
237,Verstand::N,,理解力
238,Sinn::N,,意味
239,Grund::N,,理由
240,Wahrheit::N,,真実
241,Gespräch::N,,会話
242,Märchen::N,,童話
243,Erzählung::N,,物語
244,Nachricht::N,,報告
245,Neuigkeit::N,,ニュース
246,Name::N,,名前
247,Rätsel::N,,謎
248,Rede::N,,演説
249,Sprache::N,,言語
250,Stimme::N,,声
251,Wort::N,,言葉
252,Zeichen::N,,記号
253,Ruf::N,,呼び声
254,Lärm::N,,騒音
255,Laut::N,,音
256,Ton::N,,音
257,Lied::N,,歌
258,Ruhe::N,,静けさ
259,Leute::N,,人々
260,Volk::N,,民族
261,Arbeit::N,,仕事
262,Gast::N,,客
263,Geschenk::N,,贈り物
264,Spiel::N,,遊び
265,Gesellschaft::N,,社会
266,Hilfe::N,,援助
267,Freund::N,,友達
268,Kamerad::N,,同志
269,Angelegenheit::N,,件
270,Anzahl::N,,数
271,Art::N,,種類
272,Stück::N,,部分
273,Teil::N,,部分
274,Hälfte::N,,半分
275,Kreis::N,,円
276,Kreuz::N,,十字
277,Linie::N,,線
278,Strich::N,,線
279,Abstand::N,,距離
280,Entfernung::N,,距離
281,Gegend::N,,辺
282,Gegend::N,,地域
283,Platz::N,,ゆとり
284,Ort::N,,所
285,Ort::N,,場所
286,Seite::N,,横
287,Mitte::N,,真ん中
288,Gegenstand::N,,物件
289,Sache::N,,物
290,Rand::N,,端
291,Kante::N,,縁
292,Ecke::N,,角
293,Spitze::N,,先頭
294,Ende::N,,端
295,Loch::N,,穴
296,Winkel::N,,片隅
297,Muster::N,,模様
298,Größe::N,,大きさ
299,Länge::N,,長さ
300,Höhe::N,,高さ
301,Gewicht::N,,重さ
302,Menge::N,,量
303,Haufen::N,,堆積
304,Reihe::N,,並び
305,Boot::N,,ボート
306,Ruder::N,,オール
307,Schlitten::N,,そり
308,Ski::N,,スキー
309,Lagerfeuer::N,,篝火
310,Last::N,,荷物
311,Gang::N,,歩み
312,Schritt::N,,歩
313,Norden::N,,北
314,Süden::N,,南
315,Westen::N,,西
316,Osten::N,,東
317,Holz::N,,木
318,Holz::N,,木材
319,Brett::N,,板
320,Platte::N,,盤
321,Stütze::N,,支柱
322,Stange::N,,棒
323,Stock::N,,杖
324,Stab::N,,棒
325,Rohr::N,,管
326,Haus::N,,家
327,Heim::N,,家
328,Ofen::N,,ストーブ
329,Fußboden::N,,床
330,Tisch::N,,机
331,Stuhl::N,,椅子
332,Wiege::N,,揺籃
333,Bett::N,,ベッド
334,Regal::N,,棚
335,Kiste::N,,箱
336,Fenster::N,,窓
337,Tür::N,,戸
338,Tür::N,,ドア
339,Tor::N,,門
340,Zaun::N,,垣根
341,Dach::N,,屋根
342,Leiter::N,,梯子
343,Besen::N,,ほうき
344,Spaten::N,,スコップ
345,Schaufel::N,,シャベル
346,Gabel::N,,フォーク
347,Löffel::N,,スプーン
348,Messer::N,,ナイフ
349,Nagel::N,,釘
350,Netz::N,,網
351,Haken::N,,鉤
352,Haken::N,,フック
353,Griff::N,,取っ手
354,Schloss::N,,錠
355,Bild::N,,絵
356,Figur::N,,像
357,Puppe::N,,人形
358,Beutel::N,,袋
359,Bündel::N,,束
360,Bündel::N,,包み
361,Tasche::N,,かばん
362,Eimer::N,,バケツ
363,Deckel::N,,蓋
364,Geschirr::N,,食器
365,Sack::N,,袋
366,Tasse::N,,カップ
367,Topf::N,,鍋
368,Kessel::N,,釜
369,Essen::N,,食事
370,Nahrung::N,,食物
371,Speise::N,,料理
372,Fleisch::N,,肉
373,Getreide::N,,麦
374,Getreide::N,,穀物
375,Brei::N,,粥
376,Brot::N,,パン
377,Scheibe::N,,枚
378,Scheibe::N,,切れ
379,Fett::N,,脂肪
380,Butter::N,,バター
381,Öl::N,,油
382,Salz::N,,塩
383,Suppe::N,,スープ
384,Honig::N,,蜂蜜
385,Milch::N,,牛乳
386,Tee::N,,茶
387,Tee::N,,お茶
388,Leder::N,,革
389,Wolle::N,,毛糸
390,Stoff::N,,布
391,Nadel::N,,針
392,Faden::N,,糸
393,Knopf::N,,ボタン
394,Knoten::N,,結び目
395,Farbe::N,,ペンキ
396,Kleidung::N,,衣服
397,Hemd::N,,シャツ
398,Kragen::N,,襟
399,Ärmel::N,,袖
400,Hose::N,,ズボン
401,Gürtel::N,,帯
402,Gürtel::N,,ベルト
403,Mütze::N,,帽子
404,Schuh::N,,靴
405,Stiefel::N,,ブーツ
406,Ring::N,,輪
407,Band::N,,リボン
408,Kamm::N,,櫛
409,Spiegel::N,,鏡
410,Riemen::N,,緒
411,Schnur::N,,紐
412,Leine::N,,綱
413,Decke::N,,掛け布団
414,Kissen::N,,枕
415,Tuch::N,,スカーフ
416,Handtuch::N,,タオル
417,Kraft::N,,力
418,Stärke::N,,強さ
419,Gesundheit::N,,健康
420,Krankheit::N,,病気
421,Schmerz::N,,痛み
422,Wunde::N,,傷
423,Fieber::N,,熱
424,Arznei::N,,薬
425,Brücke::N,,橋
426,Brunnen::N,,井戸
427,Weide::N,,牧場
428,Pfad::N,,小路
429,Weg::N,,道
430,Straße::N,,街道
431,Dorf::N,,村
432,Stadt::N,,町
433,Stadt::N,,都市
434,Brief::N,,手紙
435,Buch::N,,本
436,Buchstabe::N,,文字
437,Zeitung::N,,新聞
438,Leben::N,,生活
439,Tod::N,,死
440,Grab::N,,墓
441,Kirche::N,,教会
442,Sünde::N,,罪
443,Gott::N,,神
444,Arbeiter::N,,労働者
445,Chef::N,,上司
446,Meister::N,,達人
447,Meister::N,,マイスター
448,Arzt::N,,医者
449,Lehrer::N,,先生
450,Geld::N,,金
451,Geschäft::N,,取り引き
452,Laden::N,,店
453,Preis::N,,値段
454,Ware::N,,商品
455,Nutzen::N,,利益
456,Reichtum::N,,豊かさ
457,Welt::N,,世界
458,Land::N,,国
459,Staat::N,,国家
460,König::N,,国王
461,Macht::N,,権力
462,Grenze::N,,国境
463,Krieg::N,,戦争
464,Feind::N,,敵
465,Gewalt::N,,暴力
466,Kampf::N,,戦い
467,Bogen[Waffe]::N,,弓
468,Pfeil::N,,矢
469,Gewehr::N,,銃
470,Fehler::N,,間違い
471,Lüge::N,,嘘
472,Schaden::N,,損害
473,Unglück::N,,不幸
474,Schuld::N,,罪
475,Alter::N,,年
476,Alter::N,,年齢
477,Schluss::N,,終わり
478,Zeit::N,,時
479,Zeit::N,,時間
480,Tag::N,,日
481,Morgen::N,,朝
482,Mittag::N,,昼
483,Abend::N,,晩
484,Abend::N,,夕方
485,Nacht::N,,夜
486,Woche::N,,週
487,Monat::N,,月
488,Jahr::N,,年
489,Frühling::N,,春
490,Sommer::N,,夏
491,Herbst::N,,秋
492,Winter::N,,冬
493,Januar::N,,一月
494,Februar::N,,二月
495,März::N,,三月
496,April::N,,四月
497,Mai::N,,五月
498,Juni::N,,六月
499,Juli::N,,七月
500,August::N,,八月
501,September::N,,九月
502,Oktober::N,,十月
503,November::N,,十一月
504,Dezember::N,,十二月
505,Montag::N,,月曜日
506,Dienstag::N,,火曜日
507,Mittwoch::N,,水曜日
508,Donnerstag::N,,木曜日
509,Freitag::N,,金曜日
510,Samstag::N,,土曜日
511,Sonntag::N,,日曜日
512,groß::A,,大きい
513,klein::A,,小さい
514,lang::A,,長い
515,kurz::A,,短い
516,breit::A,,広い
517,schmal::A,,狭い
518,dicht::A,,密な
519,dick[Gegenstand]::A,,厚い
520,dünn::A,,薄い
521,fein::A,,細い
522,fest::A,,硬い
523,flach::A,,平らな
524,glatt::A,,滑らかな
525,hart::A,,堅い
526,weich::A,,柔らかい
527,rund::A,,丸い
528,spitz::A,,尖った
529,scharf::A,,鋭い
530,stumpf::A,,鈍い
531,schwer::A,,重い
532,schön::A,,綺麗な
533,heiß::A,,熱い
534,warm::A,,温かい
535,kalt::A,,寒い
536,kalt::A,,冷たい
537,kühl::A,,涼しい
538,frisch::A,,ひんやりした
539,feucht::A,,湿った
540,nass::A,,濡れた
541,trocken::A,,乾いた
542,voll::A,,いっぱいの
543,leer::A,,空の
544,offen::A,,開いた
545,geschlossen::A,,閉まった
546,sauber::A,,清潔な
547,schmutzig::A,,汚い
548,roh::A,,生の
549,reif::A,,熟した
550,lecker::A,,美味しい
551,süß::A,,甘い
552,bitter::A,,苦い
553,sauer::A,,酸っぱい
554,hell::A,,明るい
555,dunkel::A,,暗い
556,schwarz::A,,黒い
557,weiß::A,,白い
558,rot::A,,赤い
559,gelb::A,,黄色い
560,blau::A,,青い
561,grün::A,,緑の
562,grau::A,,灰色の
563,bunt::A,,色取り取りの
564,billig::A,,安い
565,teuer::A,,高い
566,wertvoll::A,,貴重な
567,blind::A,,盲目の
568,taub::A,,耳が聞こえない
569,kräftig::A,,強力な
570,stark::A,,強い
571,schwach::A,,弱い
572,fett::A,,太った
573,schlank::A,,ほっそりした
574,hübsch::A,,素敵な
575,böse::A,,悪い
576,dumm::A,,馬鹿な
577,faul::A,,怠惰な
578,fleißig::A,,勤勉な
579,geizig::A,,けちな
580,klug::A,,賢い
581,klug::A,,頭のいい
582,geschickt::A,,器用な
583,lieb::A,,愛らしい
584,lustig::A,,楽しい
585,sanft::A,,温和な
586,hungrig::A,,空腹の
587,krank::A,,病気の
588,nackt::A,,裸の
589,traurig::A,,悲しい
590,lebendig::A,,生きた
591,gut::A,,良い
592,schlecht::A,,悪い
593,schlecht::A,,駄目な
594,richtig::A,,正しい
595,schlimm::A,,ひどい
596,wahr::A,,本当の
597,alt::A,,古い
598,neu::A,,新しい
599,ehemalig::A,,以前の
600,alt[Lebewesen]::A,,年を取った
601,jung::A,,若い
602,arm::A,,貧乏な
603,reich::A,,裕福な
604,bekannt::A,,有名な
605,berühmt::A,,有名な
606,fremd::A,,見知らぬ
607,verschieden::A,,色々な
608,nah::A,,近い
609,fern::A,,遠い
610,linker::A,,左の
611,rechter::A,,右の
612,anderer::A,,別の
613,erster::A,,一番目
614,zweiter::A,,二番目
615,dritter::A,,三番目
616,letzter::A,,最後の
617,allein::ADV,,一人で
618,auf einmal::ADV,,同時に
619,zusammen::ADV,,一緒に
620,lange::ADV,,長い間
621,plötzlich::ADV,,急に
622,sofort::ADV,,すぐに
623,später::ADV,,後で
624,jetzt::ADV,,今
625,heute::ADV,,今日
626,morgen::ADV,,明日
627,bald::ADV,,間もなく
628,dann::ADV,,それから
629,gestern::ADV,,昨日
630,einst::ADV,,過去に
631,damals::ADV,,あの時
632,danach::ADV,,その後で
633,vorher::ADV,,以前に
634,zuerst::ADV,,まず
635,zuerst::ADV,,最初に
636,einmal::ADV,,一回
637,manchmal::ADV,,時々
638,oft::ADV,,よく
639,immer::ADV,,いつも
640,niemals::ADV,,一度も...ない
641,hier::ADV,,こちら
642,hierhin::ADV,,ここへ
643,hierhin::ADV,,こちらへ
644,von hier::ADV,,ここから
645,dort::ADV,,そちら
646,dorthin::ADV,,そこへ
647,dorthin::ADV,,そちらへ
648,geradeaus::ADV,,真っ直ぐに
649,vorwärts::ADV,,前へ
650,rückwärts::ADV,,後ろへ
651,zurück::ADV,,後ろへ
652,unten::ADV,,下に
653,hinab::ADV,,下へ
654,oben::ADV,,上に
655,hinauf::ADV,,上へ
656,überall::ADV,,どこでも
657,nicht::ADV,,ない
658,ein wenig::ADV,,少し
659,ein wenig::ADV,,ちょっと
660,kaum::ADV,,ほとんど～ない
661,sehr::ADV,,とても
662,so::ADV,,こう
663,noch::ADV,,まだ
664,nur::ADV,,～だけ
665,schon::ADV,,もう
666,wieder::ADV,,再び
667,vergebens::ADV,,無駄に
668,vor::PRP,,前に
669,hinter::PRP,,後ろに
670,unter::PRP,,下に
671,durch::PRP,,通して
672,neben::PRP,,横に
673,zwischen::PRP,,間に
674,wegen::PRP,,為に
675,wegen::PRP,,せいで
676,dies::PRN,,これ
677,das::PRN,,それ
678,alles::PRN,,全部
679,ich::PRN,,私
680,du::PRN,,あなた
681,er::PRN,,彼
682,wir::PRN,,私達
683,ihr::PRN,,あなた達
684,sie::PRN,,彼ら
685,was::FPRN,,何
686,wer::FPRN,,誰
687,wer::FPRN,,どなた
688,wo::FADV,,どこ
689,wo::FADV,,どこに
690,wohin::FADV,,どこへ
691,wie::FADV,,どう
692,warum::FADV,,何故
693,warum::FADV,,どうして
694,wieviel::FNUM,,どのくらい
695,eins::NUM,,一
696,zwei::NUM,,二
697,zwei::NUM,,二つ
698,drei::NUM,,三
699,drei::NUM,,三つ
700,vier::NUM,,四
701,vier::NUM,,四つ
702,fünf::NUM,,五
703,fünf::NUM,,五つ
704,sechs::NUM,,六
705,sechs::NUM,,六つ
706,sieben::NUM,,七
707,sieben::NUM,,七つ
708,acht::NUM,,八
709,acht::NUM,,八つ
710,neun::NUM,,九
711,neun::NUM,,九つ
712,zehn::NUM,,十
713,elf::NUM,,十一
714,zwölf::NUM,,十二
715,zwanzig::NUM,,二十
716,dreißig::NUM,,三十
717,vierzig::NUM,,四十
718,fünfzig::NUM,,五十
719,sechzig::NUM,,六十
720,siebzig::NUM,,七十
721,achtzig::NUM,,八十
722,neunzig::NUM,,九十
723,hundert::NUM,,百
724,tausend::NUM,,千
725,und::CNJ,,-と
726,und::CNJ,,そして
727,oder::CNJ,,或いは
728,stehen::V,,立っている
729,sitzen::V,,座っている
730,liegen::V,,横になっている
731,hängen::V,,掛かっている
732,werden::V,,なる
733,passieren::V,,起こる
734,beginnen::V,,始まる
735,enden::V,,終わる
736,wechseln::V,,変わる
737,aufgehen[Sonne]::V,,出る
738,untergehen[Sonne]::V,,沈む
739,scheinen[Sonne]::V,,輝く
740,donnern::V,,雷が鳴る
741,wehen::V,,吹く
742,strömen::V,,流れる
743,fließen::V,,流れる
744,sich drehen::V,,回転する
745,schwanken::V,,揺れる
746,schwingen::V,,振動する
747,fallen::V,,落ちる
748,brennen::V,,燃える
749,rauchen::V,,煙を出す
750,regnen::V,,雨が降る
751,gefrieren::V,,凍る
752,tauen::V,,溶ける
753,schmelzen::V,,溶ける
754,trocknen::V,,乾く
755,sieden::V,,沸く
756,faulen::V,,腐る
757,verfaulen::V,,朽ちる
758,reißen::V,,切れる
759,versinken::V,,沈む
760,vergehen::V,,経つ
761,erscheinen::V,,現れる
762,verschwinden::V,,消える
763,sinken::V,,下がる
764,abnehmen::V,,減る
765,zunehmen::V,,増える
766,steigen::V,,上がる
767,wachsen::V,,伸びる
768,glänzen::V,,輝く
769,funkeln::V,,ぴかぴか光る
770,lärmen::V,,騒ぐ
771,läuten::V,,鳴る
772,klingeln::V,,鳴る
773,klirren::V,,がらんがらんと鳴る
774,brausen::V,,逆巻く
775,rauschen::V,,戦ぐ
776,klingen::V,,鳴る
777,bellen::V,,吠える
778,heulen::V,,きゃんきゃん鳴く
779,blasen::V,,吹く
780,pfeifen::V,,口笛を吹く
781,schreien::V,,叫ぶ
782,stöhnen::V,,うめく
783,zittern::V,,震える
784,leben::V,,生きている
785,geboren werden::V,,生まれる
786,atmen::V,,呼吸する
787,trinken::V,,飲む
788,essen::V,,食べる
789,schlucken::V,,飲み込む
790,müde werden::V,,眠くなる
791,einschlafen::V,,寝付く
792,schlafen::V,,眠る
793,aufwachen::V,,目が覚める
794,aufstehen::V,,起きる
795,sich erholen::V,,休養する
796,krank werden::V,,病気になる
797,krank sein::V,,病気である
798,schmerzen::V,,痛む
799,husten::V,,咳をする
800,genesen::V,,元気になる
801,sterben::V,,死ぬ
802,sterben::V,,亡くなる
803,umkommen::V,,死亡する
804,sich bewegen::V,,移動する
805,sich rühren::V,,動く
806,sich erheben::V,,立ち上がる
807,sich setzen::V,,座る
808,hinfallen::V,,転ぶ
809,laufen::V,,歩く
810,schreiten::V,,跨ぐ
811,spazierengehen::V,,散歩する
812,eilen::V,,急ぐ
813,sich beeilen::V,,焦る
814,sausen::V,,疾駆する
815,rennen::V,,走る
816,springen::V,,跳ぶ
817,klettern::V,,よじ登る
818,schaukeln::V,,ぶらんこに乗る
819,kriechen::V,,這う
820,schwimmen::V,,泳ぐ
821,tauchen::V,,潜る
822,rudern::V,,漕ぐ
823,fahren::V,,行く
824,fahren::V,,乗車する
825,fliegen::V,,飛ぶ
826,gehen::V,,行く
827,weggehen::V,,立ち去る
828,abfahren::V,,出発する
829,anhalten::V,,止まる
830,hineingehen::V,,入る
831,eintreten::V,,中に入る
832,kommen::V,,来る
833,ankommen::V,,着く
834,ankommen::V,,到着する
835,zurückkommen::V,,帰る
836,bleiben::V,,留まる
837,warten::V,,待つ
838,erwarten::V,,期待する
839,suchen::V,,探る
840,finden::V,,見つける
841,versuchen::V,,試す
842,vorbereiten::V,,準備する
843,lieben::V,,愛する
844,mögen::V,,好きである
845,lachen::V,,笑う
846,rühren::V,,感情を動かす
847,weinen::V,,泣く
848,schimpfen::V,,叱る
849,sich ärgern::V,,怒る
850,sich ärgern::V,,腹を立てる
851,sich fürchten::V,,怖がる
852,fürchten::V,,恐れる
853,fliehen::V,,逃げる
854,flüchten::V,,逃亡する
855,sehen::V,,見る
856,anschauen::V,,眺める
857,ansehen::V,,見る
858,hören::V,,聞く
859,zuhören::V,,聴く
860,probieren::V,,食べてみる
861,riechen::V,,気取る
862,fühlen::V,,感じる
863,scheinen::V,,ように見える
864,zu sehen sein::V,,見える
865,vernehmen::V,,承る
866,frieren::V,,寒気がする
867,tun::V,,する
868,können::V,,出来る
869,wollen::V,,-たい
870,anfangen::V,,始める
871,beenden::V,,終える
872,aufhören::V,,止める
873,gelingen::V,,成功する
874,geraten::V,,当たる
875,öffnen::V,,開く
876,öffnen::V,,開ける
877,schließen::V,,閉める
878,stellen::V,,置く
879,stellen::V,,据える
880,setzen::V,,座らせる
881,legen::V,,置く
882,berühren::V,,触る
883,berühren::V,,触れる
884,verbinden::V,,結びつける
885,bedecken::V,,覆う
886,aufhängen::V,,掛ける
887,anzünden::V,,燃やす
888,anzünden::V,,火をつける
889,aufheben::V,,拾う
890,zurücklassen::V,,残す
891,verlieren::V,,無くす
892,fallen lassen::V,,落とす
893,machen::V,,作る
894,herstellen::V,,製造する
895,bauen::V,,建設する
896,reparieren::V,,直す
897,reparieren::V,,修理する
898,verbessern::V,,改良する
899,ändern::V,,変える
900,graben::V,,掘る
901,beugen::V,,折る
902,biegen::V,,曲げる
903,drehen::V,,回す
904,wenden::V,,裏返す
905,umdrehen::V,,裏返す
906,heben::V,,挙げる
907,hochheben::V,,持ち上げる
908,ergreifen::V,,取り上げる
909,halten::V,,持つ
910,drücken::V,,押す
911,schieben::V,,ずらす
912,kratzen::V,,引っ掻く
913,lecken::V,,なめる
914,beißen::V,,噛む
915,abreißen::V,,剝ぎ取る
916,abschneiden::V,,切り取る
917,binden::V,,縛る
918,stecken::V,,差し込む
919,brechen::V,,破る
920,klopfen::V,,とんとん叩く
921,hauen::V,,叩く
922,kleben::V,,貼る
923,kleben::V,,くっ付ける
924,reiben::V,,擦る
925,streichen::V,,塗る
926,schleifen::V,,研ぐ
927,schneiden::V,,切る
928,rütteln::V,,揺さぶる
929,schütteln::V,,振る
930,schütteln::V,,揺さぶる
931,schwenken::V,,振る
932,schütten::V,,注ぐ
933,füllen::V,,いっぱいにする
934,einwickeln::V,,包む
935,tragen::V,,運ぶ
936,schleppen::V,,引きずる
937,ziehen::V,,引く
938,aufbewahren::V,,預かる
939,werfen::V,,投げる
940,fangen::V,,受ける
941,packen::V,,掴む
942,verstecken::V,,隠す
943,teilen::V,,分ける
944,schicken::V,,送る
945,bringen::V,,持って行く
946,hinzufügen::V,,加える
947,bekommen::V,,得る
948,erhalten::V,,受ける
949,nehmen::V,,取る
950,wählen::V,,選ぶ
951,auswählen::V,,選ぶ
952,bewahren::V,,保存する
953,behindern::V,,妨害する
954,verderben::V,,台無しにする
955,beschädigen::V,,損傷する
956,zerbrechen::V,,割る
957,zerreißen::V,,引き裂く
958,zerstören::V,,破壊する
959,verbrennen::V,,焼く
960,geben::V,,上げる
961,reichen::V,,渡す
962,schenken::V,,贈る
963,versprechen::V,,約束する
964,wünschen::V,,望む
965,loben::V,,褒める
966,küssen::V,,キスする
967,wiegen::V,,揺する
968,zudecken::V,,覆う
969,wecken::V,,起こす
970,zeigen::V,,見せる
971,führen::V,,案内する
972,lehren::V,,教える
973,unterrichten::V,,通知する
974,aufziehen::V,,育てる
975,leiten::V,,導く
976,antreiben::V,,励ます
977,lassen::V,,～させる
978,einladen::V,,誘う
979,einladen::V,,招待する
980,vereinigen::V,,一つにする
981,besuchen::V,,訪ねる
982,treffen::V,,出会う
983,sich versammeln::V,,集まる
984,spielen::V,,遊ぶ
985,singen::V,,歌う
986,tanzen::V,,踊る
987,sich trennen::V,,別れる
988,verlassen::V,,別れる
989,retten::V,,救う
990,retten::V,,助ける
991,bewachen::V,,見張る
992,bewachen::V,,軽微する
993,schützen::V,,保護する
994,verteidigen::V,,守る
995,sich schlagen::V,,殴る
996,schießen::V,,撃つ
997,siegen::V,,勝つ
998,ärgern::V,,怒らせる
999,schlagen::V,,殴る
1000,treten::V,,蹴る
1001,stechen::V,,突く
1002,stoßen::V,,突く
1003,stehlen::V,,盗る
1004,stören::V,,構う
1005,belästigen::V,,邪魔する
1006,verbergen::V,,隠す
1007,täuschen::V,,だます
1008,betrügen::V,,だます
1009,töten::V,,殺す
1010,wohnen::V,,住む
1011,arbeiten::V,,働く
1012,sammeln::V,,集める
1013,sammeln::V,,収集する
1014,pflücken::V,,摘む
1015,jagen::V,,狩りをする
1016,fischen::V,,釣る
1017,fassen::V,,捕る
1018,hüten::V,,放牧する
1019,treiben::V,,追う
1020,anbinden::V,,繋ぐ
