,Concept_ID,av,en
139,Klaue::N,галъ,claw
140,Kralle::N,квачӏ,claw
141,Kralle::N,катиквачӏ,claw
142,Schwanz::N,рачӏ,tail
143,Ei::N,хоно,egg
144,Nest::N,бусен,nest
145,Bau::N,каратӏ,lair
146,Tier::N,хӏайван,animal
147,Herde::N,рехъен,flock
148,Herde::N,рехъед,flock
149,Kuh::N,гӏака,cow
150,Bulle::N,оц,bull
151,Pferd::N,чу,horse
152,Schaf::N,чахъу,sheep
153,Schwein::N,болъон,pig
154,Hund::N,гьой,dog
155,Katze::N,кету,cat
156,Bär::N,ци,bear
157,Eichhörnchen::N,гвангва,squirrel
158,Fuchs::N,цер,fox
159,Hase::N,гӏанкӏ,hare
160,Maus::N,гӏункӏкӏ,mouse
161,Wolf::N,бацӏ,wolf
162,Vogel::N,хӏинчӏ,bird
163,Schwarm::N,тӏел,swarm
164,Huhn::N,гӏанкӏу,chicken
165,Hahn::N,хӏелеко,cock
166,Gans::N,хъаз,goose
167,Adler::N,цӏум,eagle
168,Ente::N,ордек,duck
169,Eule::N,беццаруз,owl
170,Kranich::N,къункъра,crane
171,Krähe::N,гъеду,crow
172,Kuckuck::N,гагу,cuckoo
173,Schwan::N,хӏанкъва,swan
174,Fisch::N,ччугӏа,fish
175,Barsch::N,окунь,perch
176,Hecht::N,щука,pike
177,Schlange[Tier]::N,борохь,snake
178,Wurm::N,хӏапара,worm
179,Spinne::N,хъанхъра,spider
180,Ameise::N,цӏунцӏра,ant
181,Laus::N,нацӏ,louse
182,Mücke::N,кӏкӏара,midge
183,Fliege::N,тӏутӏ,fly
184,Schmetterling::N,кӏалкӏучӏ,butterfly
185,Apfel::N,гӏеч,apple
186,Pilz::N,гӏурдахӏан,mushroom
187,Zwiebel::N,кӏочӏопер,onion
188,Saat::N,хьон,seed
189,Korn::N,мугь,grain
190,Heu::N,хер,hay
191,Schale::N,хъал,husk
192,Grube::N,гвенд,pit
193,Falle::N,къор,trap
194,Falle::N,къотен,trap
195,Schlinge::N,кӏичӏ,noose
196,Spur::N,лъалкӏ,track
197,Asche::N,рахъу,ashes
198,Dreck::N,гъиз,filth
199,Dreck::N,хӏарщ,filth
200,Eisen::N,махх,iron
201,Gold::N,месед,gold
202,Silber::N,гӏарац,silver
203,Kohle::N,тӏурччи,coal
204,Glas::N,цӏер,glass
205,Lehm::N,хӏатӏ,clay
206,Sand::N,сали,sand
207,Mensch::N,чи,human
208,Mann::N,бихьинчи,man
209,Frau::N,гӏадан,woman
210,Kind::N,лъимер,child
211,Junge::N,вас,boy
212,Mädchen::N,яс,girl
213,Familie::N,хъизан,family
214,Großvater::N,кӏудада,grandfather
215,Großmutter::N,кӏодо,grandmother
216,Eltern::N,эбел-эмен,parents
217,Vater::N,эмен,father
218,Mutter::N,эбел,mother
219,Sohn::N,вас,son
220,Tochter::N,яс,daughter
221,Bruder::N,вац,brother
222,Schwester::N,яц,sister
223,Onkel::N,даци,uncle
224,Tante::N,ада,aunt
225,Ehemann::N,рос,husband
226,Ehefrau::N,чӏужу,wife
227,Freude::N,ракӏбохи,joy
228,Gelächter::N,релъи,laughter
229,Glück::N,талихӏ,happiness
230,Glück::N,талихӏ-рохел,happiness
231,Kummer::N,хӏалкъай,grief
232,Wunsch::N,къасд,wish
233,Lust::N,гъира,desire
234,Geist::N,чӏанкӏ,spirit
235,Geist::N,рухӏ-жан,spirit
236,Gedanke::N,пикру,thought
237,Verstand::N,лумалъи,mind
238,Verstand::N,цӏодорлъи,mind
239,Sinn::N,магӏна,meaning
240,Grund::N,багьана,reason
241,Wahrheit::N,ритӏухълъи,truth
242,Gespräch::N,накъит,talk
243,Märchen::N,маргьа,fairy tale
244,Erzählung::N,къиса,story
245,Nachricht::N,хабар,message
246,Neuigkeit::N,хабар-гӏазаб,news
247,Name::N,цӏар,name
248,Rätsel::N,бицанкӏо,puzzle
249,Rede::N,речь,speech
250,Rede::N,калам,speech
251,Sprache::N,мацӏ,language
252,Stimme::N,гьаракь,voice
253,Wort::N,рагӏи,word
254,Zeichen::N,ишара,sign
255,Zeichen::N,гӏаламат,sign
256,Ruf::N,ахӏи,call
257,Lärm::N,хъуй,noise
258,Lärm::N,хъуди,noise
259,Laut::N,гьаракь,sound
260,Laut::N,сас,sound
261,Lied::N,кечӏ,song
262,Ruhe::N,рахӏат,calm
263,Leute::N,гӏадамал,people
264,Volk::N,халкъ,nation
265,Arbeit::N,хӏалтӏи,work
266,Gast::N,гьобол,guest
267,Geschenk::N,сайигъат,gift
268,Spiel::N,хӏай,game
269,Spiel::N,расанди,game
270,Gesellschaft::N,жамагӏат,company
271,Hilfe::N,кумек,help
272,Freund::N,гьудул,friend
273,Kamerad::N,гьалмагъ,companion
274,Angelegenheit::N,къваригӏел,matter
275,Anzahl::N,рикӏкӏен,count
276,Art::N,жинс,sort
277,Stück::N,кесек,piece
278,Teil::N,пай,part
279,Hälfte::N,бащдаб,half
280,Kreis::N,гор,circle
281,Kreuz::N,хъанч,cross
282,Linie::N,мухъ,line
283,Strich::N,хӏучч,stroke
284,Abstand::N,манзил,gap
285,Entfernung::N,манзил,distance
286,Gegend::N,рахъ,area
287,Platz::N,бакӏ,space
288,Ort::N,бакӏ,place
289,Seite::N,рахъ,side
290,Mitte::N,бакьулъбакӏ,middle
291,Gegenstand::N,жо,item
292,Sache::N,жо,thing
293,Rand::N,мицӏир,fringe
294,Kante::N,рагӏал,edge
295,Kante::N,рагӏа-ракьан,edge
296,Ecke::N,цили,corner
297,Spitze::N,тӏогь,tip
298,Ende::N,кӏал,end
299,Loch::N,каратӏ,hole
300,Muster::N,накъиш,pattern
301,Größe::N,кӏодо́лъи,size
302,Länge::N,халалъи,length
303,Höhe::N,борхалъи,height
304,Gewicht::N,бакӏлъи,weight
305,Haufen::N,гъуни,heap
306,Reihe::N,ирга́,row
307,Boot::N,раса,boat
308,Ruder::N,раххан,oar
309,Schlitten::N,чанагъ,sleigh
310,Ski::N,лыжаби,ski
311,Lagerfeuer::N,цӏа,campfire
312,Last::N,бакӏлъи,load
313,Gang::N,хьвади,walk
314,Gang::N,хьвада-чӏвади,walk
315,Schritt::N,гали,step
316,Norden::N,шимал,north
317,Süden::N,юг,south
318,Süden::N,къибла,south
319,Westen::N,гъарб,west
320,Westen::N,магъриб,west
321,Osten::N,шаркъ,east
322,Osten::N,машрикъ,east
323,Holz::N,цӏул,wood
324,Brett::N,хъарщи,board
325,Platte::N,къоно,slab
326,Stange::N,гӏер,pole
327,Stock::N,тӏил,stick
328,Stab::N,гӏер,staff
329,Rohr::N,турба,pipe
330,Haus::N,ригь,house
331,Haus::N,рукъзал,house
332,Heim::N,рукъ,home
333,Ofen::N,печь,stove
334,Fußboden::N,чӏабар,floor
335,Tisch::N,стол,table
336,Stuhl::N,бакӏу,chair
337,Wiege::N,кини,cradle
338,Bett::N,кровать,bed
339,Regal::N,хъарщи,shelf
340,Kiste::N,ящик,box
341,Kiste::N,тӏалагъуд,box
342,Fenster::N,гордо,window
343,Tür::N,нуцӏа,door
344,Tor::N,каву,gate
345,Zaun::N,раци,fence
346,Dach::N,тӏох,roof
347,Leiter::N,мали,ladder
348,Besen::N,жул,broom
349,Spaten::N,бел,spade
350,Schaufel::N,раххан,shovel
351,Gabel::N,гӏучӏ,fork
352,Löffel::N,гъуд,spoon
353,Messer::N,нус,knife
354,Nagel::N,магӏ,nail
355,Netz::N,гьин,net
356,Haken::N,гъанцӏа,hook
357,Griff::N,гӏоркь,handle
358,Schloss::N,кӏулал,lock
359,Bild::N,сурат,picture
360,Puppe::N,нани,doll
361,Beutel::N,таргьа,pouch
362,Bündel::N,къай,bundle
363,Tasche::N,сумка,bag
364,Tasche::N,къвачӏа,bag
365,Eimer::N,ведро,bucket
366,Deckel::N,тӏалъел,cover
367,Deckel::N,дадитӏалъел,cover
368,Geschirr::N,цӏарагӏ,dishes
369,Sack::N,хъап,sack
370,Sack::N,къандалъо,sack
371,Tasse::N,чашка,cup
372,Topf::N,хьаг,pot
373,Kessel::N,хьаг,kettle
374,Kessel::N,гереги,kettle
375,Essen::N,тӏагӏам,meal
376,Nahrung::N,квен,food
377,Speise::N,квен,dish
378,Fleisch::N,гьан,meat
379,Getreide::N,бугӏа-ролъ,corn
380,Getreide::N,могьолабл_культураби,corn
381,Brei::N,карщ,mush
382,Brot::N,чед,bread
383,Scheibe::N,мочӏу,slice
384,Fett::N,беэнлъи,fat
385,Butter::N,нах,butter
386,Öl::N,нах,oil
387,Salz::N,цӏам,salt
388,Suppe::N,чурпа,soup
389,Honig::N,гьоцӏо,honey
390,Milch::N,рахь,milk
391,Tee::N,чай,tea
392,Leder::N,тӏом,leather
393,Wolle::N,квас,wool
394,Stoff::N,ххам,cloth
395,Nadel::N,рокӏкӏен,needle
396,Faden::N,кун,thread
397,Knopf::N,маргъал,button
398,Knoten::N,гарацӏ,knot
399,Farbe::N,релъен,paint
400,Kleidung::N,ретӏел,clothes
401,Hemd::N,гурде,shirt
402,Kragen::N,габур,collar
403,Ärmel::N,къвал,sleeve
404,Hose::N,тӏажу,trousers
405,Gürtel::N,рачел,belt
406,Mütze::N,тӏагъур,cap
407,Stiefel::N,этек,boot
408,Stiefel::N,чакма,boot
409,Ring::N,баргъич,ring
410,Band::N,лента,ribbon
411,Kamm::N,гьоркьо,comb
412,Spiegel::N,матӏу,mirror
413,Riemen::N,рижу,strap
414,Decke::N,одея́ло,blanket
415,Kissen::N,къандалъо,pillow
416,Tuch::N,квархьи,scarf
417,Handtuch::N,беркӏалрацӏцӏ,towel
418,Kraft::N,гуч,force
419,Kraft::N,къуват,force
420,Stärke::N,хӏалкӏвей,strength
421,Gesundheit::N,сахлъи́,health
422,Krankheit::N,унти,illness
423,Krankheit::N,щокълъи,illness
424,Schmerz::N,унти,pain
425,Wunde::N,ругъун,wound
426,Fieber::N,цӏа-кан,fever
427,Arznei::N,дару,medicine
428,Brücke::N,кьо,bridge
429,Brunnen::N,гъуй,well
430,Weide::N,рицӏцӏ,pasture
431,Weide::N,лъичӏирма,pasture
432,Weide::N,гӏурдаллъи,pasture
433,Weide::N,ри́цӏигъветӏ,pasture
434,Weide::N,рицӏцӏигъветӏ,pasture
435,Pfad::N,сухъмахъ,path
436,Weg::N,нух,way
437,Straße::N,нух,road
438,Dorf::N,росу,village
439,Stadt::N,шагьар,town
440,Brief::N,кагъат,letter
441,Brief::N,рисалат,letter
442,Buch::N,тӏехь,book
443,Buchstabe::N,хӏарп,character
444,Zeitung::N,газет,newspaper
445,Leben::N,яшав,life
446,Tod::N,хвел,death
447,Grab::N,хоб,grave
448,Kirche::N,килиса,church
449,Sünde::N,хӏакъ,sin
450,Sünde::N,мунагь,sin
451,Gott::N,бичас,god
452,Gott::N,аллагь,god
453,Arbeiter::N,хӏалтӏухъан,worker
454,Chef::N,хӏаким,boss
455,Chef::N,начальник,boss
456,Meister::N,устар,master
457,Meister::N,мастер,master
458,Meister::N,махщалилав,master
459,Arzt::N,жайрахӏ,doctor
460,Lehrer::N,мугӏалим,teacher
461,Geld::N,гӏарац,money
462,Laden::N,тукен,shop
463,Preis::N,багьа,price
464,Ware::N,къайи,ware
465,Nutzen::N,мунпагӏат,profit
466,Reichtum::N,бечелъи,wealth
467,Welt::N,дуниял,world
468,Land::N,улка,country
469,Land::N,икълим,country
470,Staat::N,пачалихъ,state
471,König::N,пача,king
472,König::N,малик,king
473,König::N,къирал,king
474,König::N,падишагь,king
475,Macht::N,кверщел,power
476,Grenze::N,гӏорхъи,border
477,Krieg::N,рагъ,war
478,Feind::N,тушман,enemy
479,Gewalt::N,зулму,violence
480,Kampf::N,къеркьей,fight
481,Bogen[Waffe]::N,газаргъо,bow
482,Pfeil::N,чӏор,arrow
483,Gewehr::N,туманкӏ,gun
484,Fehler::N,гъалатӏ,mistake
485,Lüge::N,гьереси,lie
486,Schaden::N,зиян,damage
487,Schaden::N,зарал,damage
488,Unglück::N,балагь,misfortune
489,Schuld::N,гӏайиб,fault
490,Alter::N,гӏумру,age
491,Schluss::N,ахир,conclusion
492,Zeit::N,заман,time
493,Tag::N,къо,day
494,Morgen::N,радалмех,morning
495,Mittag::N,къадемех,noon
496,Abend::N,релъедамех,evening
497,Nacht::N,сордо,night
498,Woche::N,анкь,week
499,Monat::N,моцӏ,month
500,Jahr::N,сон,year
501,Jahr::N,лъагӏел,year
502,Frühling::N,их,spring
503,Sommer::N,рии,summer
504,Herbst::N,хасалихълъи,autumn
505,Winter::N,кьин,winter
506,Januar::N,январь,January
507,Februar::N,февра́ль,February
508,März::N,март,March
509,April::N,апрель,April
510,Mai::N,май,May
511,Juni::N,июнь,June
512,Juli::N,июль,July
513,August::N,август,August
514,September::N,сентябрь,September
515,Oktober::N,октябрь,October
516,November::N,ноябрь,November
517,Dezember::N,декабрь,December
518,Montag::N,итни,Monday
519,Dienstag::N,талат,Tuesday
520,Mittwoch::N,арбагӏ,Wednesday
521,Donnerstag::N,хамиз,Thursday
522,Freitag::N,рузман,Friday
523,Samstag::N,щамат,Saturday
524,Sonntag::N,гьатӏан,Sunday
525,groß::A,кӏудияб,big
526,klein::A,гьитӏинаб,little
527,lang::A,халатаб,long
528,kurz::A,къокъаб,short
529,breit::A,гӏебаб,wide
530,schmal::A,къваридаб,narrow
531,dicht::A,ризаб,dense
532,dick[Gegenstand]::A,бицатаб,thick
533,dünn::A,тӏеренаб,thin
534,fein::A,тӏеренаб,delicate
535,fest::A,къвакӏараб,firm
536,flach::A,чӏепараб,flat
537,glatt::A,цӏвакараб,smooth
538,hart::A,кьварараб,hard
539,weich::A,тамахаб,soft
540,rund::A,гургинаб,round
541,spitz::A,бегӏераб,pointed
542,scharf::A,рекӏараб,sharp
543,stumpf::A,тӏехӏараб,blunt
544,stumpf::A,рекӏинчӏеб,blunt
545,schwer::A,бакӏаб,heavy
546,schön::A,берцинаб,beautiful
547,heiß::A,лагьараб,hot
548,warm::A,хинаб,warm
549,kalt::A,квачараб,cold
550,kühl::A,квачараб,cool
551,frisch::A,цӏияб,fresh
552,feucht::A,рагьараб,damp
553,nass::A,би́ччараб,wet
554,trocken::A,бакъвараб,dry
555,leer::A,чӏобогояб,empty
556,offen::A,рагьараб,open
557,geschlossen::A,рахараб-къараб,closed
558,sauber::A,бацӏцӏадаб,clean
559,schmutzig::A,гъизараб,dirty
560,roh::A,хамаб,raw
561,roh::A,гӏатӏгояб,raw
562,reif::A,барщараб,ripe
563,lecker::A,тӏагӏамаб,delicious
564,süß::A,гьуинаб,sweet
565,bitter::A,кьогӏаб,bitter
566,sauer::A,цӏекӏаб,sour
567,hell::A,канаб,bright
568,dunkel::A,бецӏаб,dark
569,schwarz::A,чӏегӏераб,black
570,weiß::A,хъахӏаб,white
571,rot::A,багӏараб,red
572,gelb::A,гӏобилаб,yellow
573,gelb::A,тӏогьилаб,yellow
574,blau::A,хъахӏилаб,blue
575,grün::A,гӏурччинаб,green
576,grau::A,накӏкӏуяб,grey
577,bunt::A,къвекӏаб,colourful
578,bunt::A,къвекӏаб,colorful
579,bunt::A,чара-гъараб,colourful
580,bunt::A,чара-гъараб,colorful
581,billig::A,учузаб,cheap
582,teuer::A,хири́яб,dear
583,wertvoll::A,къиматаб,precious
584,blind::A,беццаб,blind
585,taub::A,гъугъаб,deaf
586,kräftig::A,гучаб,powerful
587,stark::A,къуватаб,strong
588,schwach::A,гӏажизаб,weak
589,fett::A,кьарияб,fat
590,schlank::A,чергесаб,slim
591,hübsch::A,гьайбатаб,pretty
592,böse::A,ракӏквешаб,evil
593,dumm::A,гьагаб,stupid
594,dumm::A,гӏантаб,stupid
595,faul::A,кӏохӏалаб,lazy
596,faul::A,кӏухӏа́лаб,lazy
597,fleißig::A,хӏаракатаб,diligent
598,geizig::A,къарумаб,stingy
599,klug::A,лумияб,clever
600,geschickt::A,махщел бугев,skilful
601,geschickt::A,махщел бугев,skillful
602,lieb::A,гӏазизаб,dear
603,lustig::A,кепаб,merry
604,sanft::A,хӏалимаб,gentle
605,sanft::A,хӏере́наб,gentle
606,hungrig::A,бакъараб,hungry
607,krank::A,щокъаб,sick
608,krank::A,унтараб,sick
609,nackt::A,гӏицӏаб,naked
610,nackt::A,чӏанкӏараб,naked
611,traurig::A,пашманаб,sad
612,lebendig::A,чӏагояб,living
613,gut::A,лъикӏаб,good
614,schlecht::A,къадараб,bad
615,richtig::A,битӏараб,correct
616,schlimm::A,нажасаб,nasty
617,schlimm::A,къабихӏаб,nasty
618,wahr::A,хӏакъаб,true
619,wahr::A,битӏараб,true
620,alt::A,басрияб,old
621,neu::A,цӏияб,new
622,ehemalig::A,цебе́госеб,former
623,alt[Lebewesen]::A,хераб,aged
624,jung::A,тӏинчӏаб,young
625,jung::A,гӏолохъанаб,young
626,arm::A,пакъираб,poor
627,reich::A,бечедаб,rich
628,bekannt::A,лъалеб,familiar
629,berühmt::A,машгьураб,famous
630,fremd::A,чияр,foreign
631,verschieden::A,батӏи-батӏияб,different
632,nah::A,гӏагарда бугеб,near
633,fern::A,рикӏкӏадаб,far
634,linker::A,квегӏаб,left
635,rechter::A,кваранаб,right
636,anderer::A,батӏияб,other
637,erster::A,тӏоцебесеб,first
638,zweiter::A,кӏиабилеб,second
639,dritter::A,лъабабилеб,third
640,letzter::A,ахирисеб,last
641,allein::ADV,ялгъузго,alone
642,auf einmal::ADV,цихӏинтӏаго,at once
643,zusammen::ADV,цойида,together
644,plötzlich::ADV,цойидасанго,suddenly
645,sofort::ADV,гьебсагӏат,instantly
646,jetzt::ADV,гьанже,now
647,heute::ADV,жакъа,today
648,morgen::ADV,метер,tomorrow
649,bald::ADV,гьабсагӏаталъ,soon
650,dann::ADV,цинги,then
651,gestern::ADV,сон,yesterday
652,einst::ADV,цин,once
653,damals::ADV,гьебмехалъ,at that time
654,damals::ADV,гьебмехалда,at that time
655,danach::ADV,цинги,afterwards
656,danach::ADV,хадуса,afterwards
657,vorher::ADV,цебе,before
658,zuerst::ADV,тӏоцебе,at first
659,einmal::ADV,цинцӏул,once
660,einmal::ADV,цихӏин,once
661,einmal::ADV,цоцӏул,once
662,manchmal::ADV,олоцӏул,sometimes
663,oft::ADV,гӏемерго,often
664,immer::ADV,кидаго,always
665,niemals::ADV,киданиги,never
666,hier::ADV,аниб,here
667,hierhin::ADV,анибехун,hither
668,hierhin::ADV,анибехун,to here
669,hierhin::ADV,анибехун,here
670,von hier::ADV,гьаниса,hence
671,dort::ADV,гьениб,there
672,dorthin::ADV,гьадаба,thither
673,dorthin::ADV,гьадаба,there
674,dorthin::ADV,гьадаба,to there
675,geradeaus::ADV,битӏутӏа,ahead
676,vorwärts::ADV,цебехун,forward
677,rückwärts::ADV,нахъ-нахъ,backward
678,zurück::ADV,нахъе,back
679,unten::ADV,ахакь,below
680,unten::ADV,гъоркь,below
681,hinab::ADV,эхебе,down
682,oben::ADV,тӏад,above
683,oben::ADV,тӏадехун,above
684,hinauf::ADV,эхеде,up
685,überall::ADV,кибго,everywhere
686,ein wenig::ADV,дагьабго,a little
687,kaum::ADV,хӏалалъ,hardly
688,sehr::ADV,кутакалда,very
689,so::ADV,гьедин,so
690,noch::ADV,жеги,still
691,nur::ADV,гӏӣцӏго,only
692,wieder::ADV,на́хъеги,again
693,vergebens::ADV,чӏалгӏаде,in vain
694,vor::PRP,цебе,in front of
695,hinter::PRP,хадуса,behind
696,unter::PRP,ахакь,under
697,unter::PRP,гъоркь,under
698,neben::PRP,аскӏо,next to
699,zwischen::PRP,гьоркьоб,between
700,wegen::PRP,гьелда,because of
701,dies::PRN,гьаб,this
702,dies::PRN,гьеб,this
703,das::PRN,доб,that
704,ich::PRN,дун,I
705,du::PRN,дуца,you
706,du::PRN,дуца,thou
707,er::PRN,доб,he
708,wir::PRN,ниж,we
709,ihr::PRN,нуж,you
710,sie::PRN,дол,they
711,sie::PRN,эл,they
712,was::FPRN,щиб,what
713,wer::FPRN,щиб,who
714,wo::FADV,киб,where
715,wo::FADV,кибехун,where
716,wohin::FADV,кибехун,where ... to
717,wohin::FADV,кибехун,where to
718,wohin::FADV,кибехун,where
719,wie::FADV,кин,how
720,warum::FADV,щай,why
721,wieviel::FNUM,кигӏан,how much
722,eins::NUM,цо,one
723,zwei::NUM,кӏиго,two
724,drei::NUM,лъабго,three
725,vier::NUM,ункъо,four
726,fünf::NUM,щуго,five
727,sechs::NUM,анлъго,six
728,sieben::NUM,анкьго,seven
729,acht::NUM,микьго,eight
730,neun::NUM,ичӏго,nine
731,zehn::NUM,анцӏго,ten
732,elf::NUM,анцӏила цо,eleven
733,zwölf::NUM,кӏиго-анцӏила,twelve
734,zwanzig::NUM,къого,twenty
735,dreißig::NUM,лъеберго,thirty
736,vierzig::NUM,кӏикъого,forty
737,fünfzig::NUM,кӏикъо́ялда анцӏго,fifty
738,sechzig::NUM,лъабкъого,sixty
739,siebzig::NUM,лъабкъо́ялда анцӏго,seventy
740,achtzig::NUM,ункъого,eighty
741,neunzig::NUM,ункъоялда а́нцӏила,ninety
742,hundert::NUM,нусго,a hundred
743,tausend::NUM,азарго,a thousand
744,und::CNJ,ва,and
745,und::CNJ,-ги,and
746,oder::CNJ,ялъуни,or
747,stehen::V,бахъунчӏезе,stand
748,sitzen::V,гӏодов чӏезе,sit
749,liegen::V,бегизе,lie
750,hängen::V,базе,hang
751,werden::V,бахъине,become
752,passieren::V,лъугьине,happen
753,passieren::V,лъугьа-бахъине,happen
754,beginnen::V,байбихьизе,begin
755,enden::V,лъугӏизе,end
756,wechseln::V,хиса-басизе,change
757,wechseln::V,хисизе,change
758,aufgehen[Sonne]::V,баккизе,rise
759,untergehen[Sonne]::V,щинкӏизе,set
760,scheinen[Sonne]::V,къалъ-къалъизе,shine
761,donnern::V,гъугъазе,thunder
762,wehen::V,пуйзе,blow
763,strömen::V,чвахизе,stream
764,fließen::V,чвахизе,flow
765,sich drehen::V,сверизе,revolve
766,schwanken::V,хьвагӏезе,sway
767,schwanken::V,багъа-бачаризе,sway
768,schwingen::V,щвартӏезе,swing
769,fallen::V,бортизе,fall
770,brennen::V,рекӏине,burn
771,rauchen::V,кӏкӏуй буризе,smoke
772,regnen::V,базе,rain
773,gefrieren::V,гӏу́низе,freeze
774,tauen::V,биаризе,thaw
775,schmelzen::V,биине,melt
776,trocknen::V,бакъвазе,dry
777,sieden::V,гьалдезе,boil
778,faulen::V,махӏцине,rot
779,verfaulen::V,туризе,decay
780,reißen::V,бихъизе,snap
781,versinken::V,гъанкъизе,sink
782,vergehen::V,базе,pass
783,vergehen::V,бахъизе,pass
784,vergehen::V,ине,pass
785,erscheinen::V,баккизе,appear
786,verschwinden::V,къине,disappear
787,verschwinden::V,билизе,disappear
788,sinken::V,гӏодо́бе ккезе,drop
789,abnehmen::V,тӏаса камизе,decrease
790,zunehmen::V,гӏемерлъизе,increase
791,steigen::V,бахине,rise
