,Concept_ID,udm,os
739,faul::A,азьтэм,зивӕг
740,faul::A,азьтэм,зивӕггӕнаг
741,fleißig::A,сюлмо,æнæзивæг
742,fleißig::A,сюлмо,æнувыд
743,geizig::A,сук,чъынды
744,geizig::A,сук,æлгъин
745,geizig::A,сук,мæрддзæст
746,klug::A,визьмо,зондджын
747,geschickt::A,усто,хӕрзарӕхст
748,geschickt::A,быгатӥсь,хӕрзарӕхст
749,lieb::A,мусо,уарзон
750,lustig::A,шулдыр,хъӕлдзӕг
751,sanft::A,мусо,мынчын
752,sanft::A,эрке,мынчын
753,hungrig::A,сютэм,ӕххормаг
754,krank::A,висись,нӕфӕразгӕ
755,nackt::A,гольык,бӕгънӕг
756,traurig::A,мӧзмыт,ӕрхӕндӕг
757,lebendig::A,улэп,цардӕгас
758,gut::A,ӟеч,хорз
759,gut::A,умой,хорз
760,schlecht::A,урод,цауд
761,schlecht::A,алама,цауд
762,richtig::A,шонер,раст
763,schlimm::A,алама,ӕвзӕр
764,wahr::A,зэмос,ӕцӕг
765,alt::A,вуж,зӕронд
766,neu::A,выль,ног
767,ehemalig::A,азьвылэз,раздӕры
768,alt[Lebewesen]::A,пересь,ацӕргӕ
769,jung::A,егит,ӕрыгон
770,jung::A,пинал,ӕрыгон
771,arm::A,начар,мӕгуыр
772,arm::A,куанер,мӕгуыр
773,reich::A,узыр,хъӕздыг
774,bekannt::A,тодмо,зонгӕ
775,berühmt::A,дано,номдзыд
776,fremd::A,ят,æцæгæлон
777,verschieden::A,пӧртэм,æндæр æмæ æндæр
778,verschieden::A,пӧртэм,алы
779,verschieden::A,пӧртэм,алыхуызон
780,nah::A,матысь,хӕстӕг
781,fern::A,кыдёкысь,дард
782,fern::A,кыдёкысь,дӕрддаг
783,linker::A,паллян,галиу
784,rechter::A,бур,рахиз
785,rechter::A,бурпал,рахиз
786,anderer::A,мукет,иннӕ
787,anderer::A,мукет,ӕндӕр
788,erster::A,нырысетӥез,фыццаг
789,erster::A,нырысетӥез,фыццӕгӕм
790,zweiter::A,кыктэтӥез,дыккаг
791,zweiter::A,кыктэтӥез,дыккæгæм
792,dritter::A,кунньметӥез,æртыккаг
793,dritter::A,кунньметӥез,æртыккæгæм
794,letzter::A,берло,фӕстаг
795,letzter::A,берпум,фӕстаг
796,allein::ADV,огназ,иунæг
797,auf einmal::ADV,огдыре,уайтагъд
798,auf einmal::ADV,огдыре,æвиппайды
799,auf einmal::ADV,огдыре,æваст
800,zusammen::ADV,ӵош,иумӕ
801,zusammen::ADV,валче,иумӕ
802,lange::ADV,кема,бирæ рæстæг
803,plötzlich::ADV,мапламтэ шорысь,æвиппайды
804,plötzlich::ADV,мапламтэ шорысь,æваст
805,sofort::ADV,али ик,уыцы сахат
806,sofort::ADV,али ик,уайтагъд
807,später::ADV,бергес,фæстæдæр
808,später::ADV,берлогес,фæстæдæр
809,jetzt::ADV,али,ныр
810,jetzt::ADV,табере,ныр
811,heute::ADV,туннэ,абон
812,morgen::ADV,ӵуказе,райсом
813,bald::ADV,ӝоген,тагъд
814,bald::ADV,ӝоген,рæхджы
815,dann::ADV,берло,стæй
816,gestern::ADV,толон,знон
817,einst::ADV,огпол,кӕддӕр
818,einst::ADV,одӥг пол,кӕддӕр
819,damals::ADV,соку,уæд
820,danach::ADV,собере,стæй
821,danach::ADV,собере,уый фæстæ
822,vorher::ADV,азьло,раздæр
823,vorher::ADV,азьвыл,раздæр
824,zuerst::ADV,азьло,фыццаг
825,einmal::ADV,огпол,иу хатт
826,manchmal::ADV,куддыръя,хатт
827,oft::ADV,ӵем,арæх
828,immer::ADV,пыр,ӕдзух
829,immer::ADV,котьку,ӕдзух
830,niemals::ADV,уз ноку,никуы
831,niemals::ADV,уз ноку,никæд
832,hier::ADV,татын,ам
833,hierhin::ADV,татчы,ардӕм
834,von hier::ADV,татысь,ардыгæй
835,dort::ADV,отӥ,уым
836,dort::ADV,отын,уым
837,dorthin::ADV,отчы,уырдӕм
838,geradeaus::ADV,меӵак,æргом
839,vorwärts::ADV,азьлань,размӕ
840,rückwärts::ADV,берлань,фӕстӕмӕ
841,zurück::ADV,берен,фӕстӕмӕ
842,zurück::ADV,берлань,фӕстӕмӕ
843,unten::ADV,улын,дæлæ
844,unten::ADV,улын,дæлейы
845,unten::ADV,улын,бынæй
846,hinab::ADV,улэ,дӕлӕмӕ
847,hinab::ADV,улэ,уырдыгмӕ
848,oben::ADV,вылын,уӕле
849,oben::ADV,вылӥын,уӕле
850,hinauf::ADV,вылэ,уӕлӕмӕ
851,hinauf::ADV,вылӥе,уӕлӕмӕ
852,hinauf::ADV,выллань,уӕлӕмӕ
853,überall::ADV,котькытын,алыран
854,überall::ADV,котькытын,алкæм
855,überall::ADV,котькытын,кæмдæриддæр
856,überall::ADV,пасьтана,алыран
857,überall::ADV,пасьтана,алкæм
858,überall::ADV,пасьтана,кæмдæриддæр
859,nicht::ADV,уз,нӕ
860,ein wenig::ADV,ичи,чысыл
861,ein wenig::ADV,ӧжыт,чысыл
862,ein wenig::ADV,огшап,чысыл
863,kaum::ADV,муртса,цъус
864,sehr::ADV,туж,тынг
865,sehr::ADV,туж,иттӕг
866,sehr::ADV,лекос,тынг
867,sehr::ADV,лекос,иттӕг
868,so::ADV,озьы,афтӕ
869,so::ADV,тазьы,афтӕ
870,noch::ADV,на,ма
871,nur::ADV,гинэ,канд
872,nur::ADV,гинэ,ӕрмӕст
873,schon::ADV,ни,нырид
874,schon::ADV,ини,нырид
875,wieder::ADV,нош,ногӕй
876,wieder::ADV,кайта,ногӕй
877,vergebens::ADV,юнме,дзæгъæлы
878,vergebens::ADV,юнме,уæгъды
879,vergebens::ADV,юнме,æнæхъуаджы
880,vor::PRP,азьын,разы
881,hinter::PRP,берын,фӕстӕ
882,hinter::PRP,бӧрсьы,фӕстӕ
883,unter::PRP,улын,бын
884,durch::PRP,пыр,æхсæнты
885,durch::PRP,пыртӥ,æхсæнты
886,neben::PRP,бордын,цур
887,zwischen::PRP,вискын,астӕу
888,wegen::PRP,сэрен,тыххай
889,dies::PRN,та,ай
890,das::PRN,со,уый
891,alles::PRN,ваньмыз,алцы
892,alles::PRN,ваньмыз,æппæтдæр
893,alles::PRN,ваньмыз,иууылдӕр
894,ich::PRN,мон,æз
895,du::PRN,тон,ды
896,er::PRN,со,уый
897,wir::PRN,ми,мах
898,ihr::PRN,тӥ,сымах
899,sie::PRN,соос,уыдон
900,was::FPRN,ма,цы
901,wer::FPRN,кин,чи
902,wo::FADV,кытын,кӕм
903,wohin::FADV,кытчы,кӕдӕм
904,wie::FADV,кызьы,куыд
905,warum::FADV,малы,цӕмӕн
906,wieviel::FNUM,кӧня,цал
907,eins::NUM,одӥг,иу
908,zwei::NUM,кык,дыууӕ
909,drei::NUM,куинь,ӕртӕ
910,vier::NUM,ньыль,цыппар
911,fünf::NUM,вить,фондз
912,sechs::NUM,куать,ӕхсӕз
913,sieben::NUM,сизьым,авд
914,acht::NUM,тямыс,аст
915,neun::NUM,укмыс,фараст
916,zehn::NUM,дас,дӕс
917,elf::NUM,дас одӥг,иуæндæс
918,zwölf::NUM,дас кык,дыууадæс
919,zwanzig::NUM,кызь,дыууын
920,dreißig::NUM,куамын,æртын
921,dreißig::NUM,куамын,дæсæмæссæдз
922,vierzig::NUM,ньыльдон,цыппор
923,vierzig::NUM,ньыльдон,цыппур
924,vierzig::NUM,ньыльдон,дыууиссæдзы
925,fünfzig::NUM,витьтон,фӕндзай
926,sechzig::NUM,куатьтон,æхсай
927,sechzig::NUM,куатьтон,æртиссæдзы
928,siebzig::NUM,сизьымдон,æвдай
929,siebzig::NUM,сизьымдон,дæс æмæ æртиссæдзы
930,achtzig::NUM,тямыстон,цыппарыссæдзы
931,achtzig::NUM,тямыстон,æстай
932,neunzig::NUM,укмыстон,нæуæдз
933,neunzig::NUM,укмыстон,дæс æмæ цыппарыссæдзы
934,hundert::NUM,сю,сӕдӕ
935,tausend::NUM,сюрс,мин
936,und::CNJ,и,ӕмӕ
937,und::CNJ,но,ӕмӕ
938,oder::CNJ,яке,кӕнӕ
939,stehen::V,сылыны,лӕууын
940,sitzen::V,пукыны,бадын
941,liegen::V,кылльыны,хуыссын
942,hängen::V,ошкыса улыны,ауыгъд уын
943,werden::V,луыны,суӕвын
944,passieren::V,луыны,æрцæуын
945,beginnen::V,кутскыны,райдайын
946,enden::V,бырыны,фæуын
947,wechseln::V,воштӥськыны,ивын
948,aufgehen[Sonne]::V,ӝужаны,скæсын
949,untergehen[Sonne]::V,пуксьыны, аныгуылын
950,scheinen[Sonne]::V,пиштыны,рухс кӕнын
951,scheinen[Sonne]::V,чиляны,рухс кӕнын
952,donnern::V,гудыръяны,нæрын
953,wehen::V,пелляськыны,дымын
954,strömen::V,киськыны,кӕлын
955,strömen::V,исьтӥськыны,кӕлын
956,fließen::V,бызьыны,цæуын
957,fließen::V,бызьыны,уайын
958,fließen::V,бызьыны,кæлын
959,sich drehen::V,берганы,зилын
960,schwanken::V,вошъяськыны,æнкъуысын
961,schwingen::V,шонаськыны,æнкъуысын
962,schwingen::V,шонаськыны,змæлын
963,fallen::V,усьыны,хауын
964,brennen::V,ӝуаны,судзын
965,rauchen::V,ӵындыны,фæздæг кæнын
966,regnen::V,зорыны,уарын
967,gefrieren::V,кынмыны,сӕлын
968,tauen::V,шунаны,стайын
969,schmelzen::V,шунаны,тайын
970,trocknen::V,куасьмыны,хус кæнын
971,sieden::V,пӧзьыны,фыцын
972,faulen::V,сисьмыны,ӕмбийын
973,verfaulen::V,сисьмыны,бамбийын
974,reißen::V,кеськыны,скъуийын
975,versinken::V,выйыны,дӕлдон_кӕнын
976,vergehen::V,ортчыны,аивгъуийын
977,erscheinen::V,адскыны,разынын
978,verschwinden::V,бырыны,фæтары уын
979,verschwinden::V,бырыны,фæдæлдзæх уын
980,verschwinden::V,бырыны,фесæфын
981,verschwinden::V,бырыны,æрбайсæфын
982,sinken::V,усьыны,дæлæмæ æрхауын
983,abnehmen::V,синыны,фæкъаддæр уын
984,abnehmen::V,синыны,фæцух уын
985,zunehmen::V,йылыны,фæфылдæр уын
986,zunehmen::V,йылыны,сбирæ уын
987,zunehmen::V,йылыны,сахадын
988,steigen::V,лӧпкыны,сыстын
989,wachsen::V,будыны,рӕзын
990,glänzen::V,чиляны,ӕрттивын
991,glänzen::V,пиштыны,ӕрттивын
992,funkeln::V,чилекъяны,тыбар-тыбур_кӕнын
993,lärmen::V,уретыны,хъæлæба кæнын
994,lärmen::V,ӵашетыны,хъæлæба кæнын
995,läuten::V,жингыртыны,цæгъдын
996,klingeln::V,жингыртыны,цæгъдын
997,klirren::V,жильккетыны,дзыгъал-мыгъул кæнын
998,klirren::V,жильккетыны,дзæгъ-дзæгъ кæнын
999,brausen::V,лекъяськыны,абухын
1000,rauschen::V,ӵашетыны,
1001,klingen::V,кылӥськыны,зæлын
1002,klingen::V,кылӥськыны,азæлын
1003,klingen::V,кылӥськыны,хъуысын
1004,bellen::V,утыны,рæйын
1005,heulen::V,вузыны,ниуын
1006,blasen::V,пельтыны,фу кӕнын
1007,pfeifen::V,шуланы,æхситт кæнын
1008,pfeifen::V,шуланы,къуыззитт кæнын
1009,schreien::V,черекъяны,хъӕр кӕнын
1010,schreien::V,кесяськыны,хъӕр кӕнын
1011,stöhnen::V,ӝуштыны,хъæрзын
1012,stöhnen::V,ӝуштыны,дзыназын
1013,zittern::V,дырекъяны,ризын
1014,zittern::V,куалекъяны,ризын
1015,leben::V,улыны,цӕрын
1016,geboren werden::V,вордӥськыны,райгуырын
1017,atmen::V,шоканы,улӕфын
1018,trinken::V,юыны,нуазын
1019,essen::V,сиыны,хӕрын
1020,schlucken::V,ньылыны,ныхъуырын
1021,müde werden::V,жадьыны,бафæллайын
1022,müde werden::V,жадьыны,бафæлмæцын
1023,müde werden::V,жадьыны,сфæлмæцын
1024,einschlafen::V,умме усьыны,бафынæй уын
1025,schlafen::V,кӧлыны,хуыссын
1026,schlafen::V,кӧлыны,фынӕй кӕнын
1027,aufwachen::V,сайканы,райхъал уын
1028,aufstehen::V,султыны,стын
1029,sich erholen::V,шутэтскыны,фæллад уадзын
1030,sich erholen::V,шутэтскыны,улæфын
1031,krank werden::V,висьыны,фӕрынчын уын
1032,krank sein::V,висьыны,сӕйын
1033,schmerzen::V,висьыны,риссын
1034,husten::V,кызыны,хуыфын
1035,genesen::V,юнматскыны,сдзæбæх уын
1036,genesen::V,юнматскыны,рандидзын
1037,genesen::V,юнматскыны,сæндидзын
1038,genesen::V,бурмытскылыны,сдзæбæх уын
1039,genesen::V,бурмытскылыны,рандидзын
1040,genesen::V,бурмытскылыны,сæндидзын
1041,sterben::V,кулыны,мӕлын
1042,umkommen::V,бырыны,фесæфын
1043,umkommen::V,бырыны,байсæфын
1044,umkommen::V,бырыны,бабын уын
1045,umkommen::V,бырыны,мард фæуын
1046,sich bewegen::V,вырыны,тæлфын
1047,sich bewegen::V,вырыны,цæуын
1048,sich rühren::V,вырӟыны,змӕлын
1049,sich rühren::V,вырӟылыны,змӕлын
1050,sich erheben::V,султыны,стын
1051,sich setzen::V,пуксьыны,сбадын
1052,hinfallen::V,усьыны,ӕрхауын
1053,laufen::V,мыныны,цӕуын
1054,laufen::V,мыныны,рацу-бацу_кӕнын
1055,schreiten::V,вамышъяны,къахдзæф кæнын
1056,schreiten::V,вамышъяны,санчъех кæнын
1057,schreiten::V,вамышъяны,цæуын
1058,spazierengehen::V,мыныны,озер кæнын
1059,spazierengehen::V,мыныны,тезгъо кæнын
1060,spazierengehen::V,ветлыны,озер кæнын
1061,spazierengehen::V,ветлыны,тезгъо кæнын
1062,eilen::V,дыртыны,тагъд кæнын
1063,eilen::V,дыртыны,тындзын
1064,sich beeilen::V,дыртыны,тагъд кæнын
1065,sich beeilen::V,дыртыны,тындзын
1066,sausen::V,туж ӝог мыныны,уайын
1067,sausen::V,туж ӝог мыныны,тæхын
1068,rennen::V,бызьылыны,згъорын
1069,springen::V,тэтчаны,гæпп кæнын
1070,springen::V,тэтчаны,сæррæтт кæнын
1071,springen::V,тэтчаны,лиуырын
1072,klettern::V,тубаны,хилын
1073,schaukeln::V,лэйканы,хецъро кæнын
1074,schaukeln::V,лэйканы,херыйыл бадын
1075,schaukeln::V,шонаськыны,хецъро кæнын
1076,schaukeln::V,шонаськыны,херыйыл бадын
1077,kriechen::V,нюж ветлыны,бырын
1078,schwimmen::V,уяны,ленк кӕнын
1079,tauchen::V,зумылыны,ныгъуылын
1080,rudern::V,полсаны,бæлæгъ тæрын
1081,rudern::V,полсаны,чема тæрын
1082,fahren::V,ветлыны,цӕуын
1083,fliegen::V,лобаны,тӕхын
1084,gehen::V,мыныны,цӕуын
1085,weggehen::V,кошкыны,ацӕуын
1086,abfahren::V,кошкыны,араст уын
1087,anhalten::V,дугдыны,æрлæууын
1088,hineingehen::V,пырыны,мидæмæ цæуын
1089,eintreten::V,пырыны,бацӕуын
1090,kommen::V,вуыны,æрцæуын
1091,kommen::V,лыктыны,æрцæуын
1092,ankommen::V,вуыны,æрцæуын
1093,zurückkommen::V,берытскыны,раздæхын
1094,zurückkommen::V,берытскыны,фæстæмæ_раздæхын
1095,zurückkommen::V,берытскыны,æрбаздæхын
1096,zurückkommen::V,берытскыны,аздæхын
1097,bleiben::V,кыльыны,лӕууын
1098,warten::V,витьыны,ӕнхъӕлмӕ кӕсын
1099,erwarten::V,витьыны,ӕнхъӕлмӕ кӕсын
1100,erwarten::V,возьманы,ӕнхъӕлмӕ кӕсын
1101,suchen::V,утчаны,агурын
1102,finden::V,шедьтыны,ссарын
1103,versuchen::V,турттыны,фӕлварын
1104,vorbereiten::V,дасяны,бацаттæ кæнын
1105,vorbereiten::V,дасяны,æрæввонг кæнын
1106,lieben::V,гажаны,уарзын
1107,mögen::V,яратыны,зæрдæмæ цæуын
1108,lachen::V,серекъяны,худын
1109,rühren::V,сюлме йӧтыны,зæрдæ суынгæг кæнын
1110,weinen::V,бӧрдыны,кӕуын
1111,schimpfen::V,даллашыны,æлгъитын
1112,sich ärgern::V,лекъяськыны,мæсты кæнын
1113,sich fürchten::V,кышканы,тæрсын
1114,sich fürchten::V,курданы,тæрсын
1115,fürchten::V,курданы,тæрсын
1116,fürchten::V,кышканы,тæрсын
1117,fliehen::V,пегӟыны,лидзын
1118,flüchten::V,пегӟыны,алидзын
1119,sehen::V,адӟыны,уынын
1120,anschauen::V,учкыны,акӕсын
1121,ansehen::V,учкыны,кӕсын
1122,hören::V,кылыны,хъусын
1123,zuhören::V,кылзыны,хъусын
1124,probieren::V,веръяны,уынын
1125,probieren::V,веръяны,аходын
1126,riechen::V,зынъяны,смудын
1127,fühlen::V,шӧдыны,ӕнкъарын
1128,scheinen::V,адскыны,зынын
1129,zu sehen sein::V,адӟиськыны,зынын
1130,vernehmen::V,кылыны,фехъусын
1131,frieren::V,кынмыны,сийын
1132,tun::V,карыны,кӕнын
1133,können::V,быгатыны,фӕразын
1134,wollen::V,потыны,фӕндын
1135,anfangen::V,кутскыны,райдайын
1136,beenden::V,быдтыны,фӕуын
1137,beenden::V,быдэстыны,фӕуын
1138,aufhören::V,дугдыны,банцайын
1139,aufhören::V,дугдыны,фенцайын
1140,gelingen::V,быгатыны,бантысын
1141,gelingen::V,луыны,бантысын
1142,geraten::V,лэсяны,разынын
1143,öffnen::V,усьтыны,гом кӕнын
1144,schließen::V,пытсаны,ӕхгӕнын
1145,stellen::V,пуктыны,ӕвӕрын
1146,setzen::V,пуктыны,сбадын кӕнын
1147,legen::V,поныны,ӕрӕвӕрын
1148,berühren::V,исаны,агайын
1149,verbinden::V,герӟаны,бӕттын
1150,bedecken::V,пытсаны,ӕмбӕрзын
1151,aufhängen::V,ошыны,ауындзын
1152,anzünden::V,ӝуатыны,ссудзын
1153,aufheben::V,ӝутыны,сисын
1154,zurücklassen::V,кельтыны,ныууадзын
1155,verlieren::V,ыштыны,фесафын
1156,fallen lassen::V,уськытыны,ӕрӕппарын
1157,fallen lassen::V,уськытыны,къухтӕй феуӕгъд кӕнын
1158,machen::V,лэсьтыны,саразын
1159,herstellen::V,лэсьтыны,сцæттæ кæнын
1160,herstellen::V,лэсьтыны,саразын
1161,bauen::V,пуктыны,амайын
1162,reparieren::V,тупатыны,æмпъузын
1163,reparieren::V,тупатыны,цалцæг кæнын
1164,verbessern::V,умоятыны,фæхуыздæр кæнын
1165,ändern::V,воштыны,аивын
1166,graben::V,копаны,къахын
1167,beugen::V,губыртыны,æркъæдз кæнын
1168,beugen::V,губыртыны,æртасын кæнын
1169,biegen::V,куасаны,тасын кӕнын
1170,drehen::V,бергатыны,здухын
1171,wenden::V,берыктыны,афæлдахын
1172,wenden::V,берыктыны,рафæлдахын
1173,umdrehen::V,берыктыны,афæлдахын
1174,heben::V,ӝутыны,сдарын
1175,heben::V,ӝутыны,схæцын
1176,hochheben::V,ӝутъяны,уæлæмæ хæцын
1177,ergreifen::V,кутыны,фӕлӕбурын
1178,ergreifen::V,кырмыны,фӕлӕбурын
1179,halten::V,возьыны,дарын
1180,drücken::V,зӥбыны,æлхъивын
1181,drücken::V,зӥбыны,хæцын
1182,drücken::V,пачкатыны,æлхъивын
1183,drücken::V,пачкатыны,хæцын
1184,schieben::V,донганы,схойын
1185,kratzen::V,вуштыны,хафын
1186,lecken::V,нюлыны,сдæрын
1187,beißen::V,куртчыны,хæцын
1188,abreißen::V,ишкалтыны,ратонын
1189,abschneiden::V,шорыны,ралыг кӕнын
1190,abschneiden::V,вандыны,ралыг кӕнын
1191,binden::V,керттыны,бабӕттын
1192,stecken::V,мертчытыны,ныссадзын
1193,brechen::V,тӥяны,асæттын
1194,brechen::V,тӥяны,басæттын
1195,brechen::V,тӥяны,ныссæттын
1196,klopfen::V,йыганы,хойын
1197,klopfen::V,йыганы,гуыпп-гуыпп кæнын
1198,klopfen::V,йыганы,къуырцц-къуырцц кæнын
1199,klopfen::V,шарккетыны,хойын
1200,klopfen::V,шарккетыны,гуыпп-гуыпп кæнын
1201,klopfen::V,шарккетыны,къуырцц-къуырцц кæнын
1202,hauen::V,жугыны,цӕвын
1203,hauen::V,жугыны,нӕмын
1204,hauen::V,тышканы,цӕвын
1205,hauen::V,тышканы,нӕмын
1206,kleben::V,лякыны,ныхасын
1207,kleben::V,лякыны,æндадзын
1208,reiben::V,зыраны,сӕрфын
1209,reiben::V,зыраны,хафын
1210,reiben::V,вуштыны,сӕрфын
1211,reiben::V,вуштыны,хафын
1212,streichen::V,зыраны,байсæрдын
1213,streichen::V,зыраны,сахорын
1214,schleifen::V,шерыны,ссын
1215,schleifen::V,шерыны,цыргъ кӕнын
1216,schneiden::V,вандыны,кӕрдын
1217,rütteln::V,зуркатыны,æнкъусын
1218,schütteln::V,куалекъятыны,уигъын
1219,schwenken::V,шонаны,тилын
1220,schwenken::V,шонаны,уигъын
1221,schütten::V,лэзьыны,ныккӕнын
1222,füllen::V,тырмытыны,байдзаг кæнын
1223,einwickeln::V,биньыны,батухын
1224,tragen::V,нуыны,хӕссын
1225,schleppen::V,кыскыны,ласын
1226,ziehen::V,кыскыны,ласын
1227,aufbewahren::V,возьыны,æвæрын
1228,werfen::V,куяны,зыввытт кӕнын
1229,werfen::V,лэзяны,зыввытт кӕнын
1230,fangen::V,кутыны,ӕрцахсын
1231,packen::V,кутыны,рацахсын
1232,packen::V,кырмыны,рацахсын
1233,verstecken::V,ватыны,æмбæхсын
1234,verstecken::V,ватыны,нымæхсын
1235,teilen::V,люкыны,уарын
1236,schicken::V,ыстыны,ӕрвитын
1237,bringen::V,вайыны,æрхæссын
1238,bringen::V,вайыны,æрбахæссын
1239,hinzufügen::V,ватсаны,ӕфтауын
1240,bekommen::V,басьтыны,ссарын
1241,bekommen::V,басьтыны,сфæрæз кæнын
1242,bekommen::V,басьтыны,самал кæнын
1243,erhalten::V,басьтыны,райсын
1244,nehmen::V,кутыны,райсын
1245,nehmen::V,басьтыны,райсын
1246,wählen::V,бырйыны,равзарын
1247,auswählen::V,бырйыны,авзарын
1248,bewahren::V,возьыны,бавæрын
1249,bewahren::V,возьыны,нывæрын
1250,behindern::V,могӟытыны,цæлхдур æвæрын
1251,behindern::V,могӟытыны,ныхдур æвæрын
1252,behindern::V,могӟытыны,къуылымпы кæнын
1253,behindern::V,могӟытыны,хъыг дарын
1254,verderben::V,сӧрыны,фесафын
1255,beschädigen::V,урод лэсьтыны,халын
1256,zerbrechen::V,сӧрыны,асӕттын
1257,zerreißen::V,кесяны,аскъуынын
1258,zerstören::V,куашкатыны,фехалын
1259,verbrennen::V,сутыны,басудзын
1260,geben::V,сётыны,дӕттын
1261,reichen::V,сётыны,адæттын
1262,schenken::V,кузьманы,лæвар кæнын
1263,versprechen::V,кыл сётыны,дзырд раттын
1264,versprechen::V,кыл сётыны,зӕрдӕ бавӕрын
1265,wünschen::V,сӥзьыны,зæрдæ зæгъы
1266,loben::V,ушъяны,раппӕлын
1267,küssen::V,чупаны,пъа кæнын
1268,küssen::V,чупаны,ба кæнын
1269,wiegen::V,веттаны,узын
1270,wiegen::V,лэйкатыны,узын
1271,zudecken::V,шобыртыны,бамбӕрзын
1272,wecken::V,сайкатыны,райхъал кӕнын
1273,zeigen::V,возьматыны,амонын
1274,führen::V,нуыны,кӕнын
1275,führen::V,нуыны,фæкæнын
1276,lehren::V,дышетыны,ахуыр кæнын
1277,unterrichten::V,дышетыны,ахуыр кæнын
1278,aufziehen::V,будэтыны,хъомыл кӕнын
1279,leiten::V,кивалтыны,разамынд дӕттын
1280,antreiben::V,дыртытыны,тагъд кæнын
1281,antreiben::V,дыртытыны,рог кæнын
1282,lassen::V,-ытыны,кæнын
1283,einladen::V,ӧтьыны,ӕрхонын
1284,einladen::V,ӧтьыны,ӕрбахонын
1285,vereinigen::V,огазеяны,баиу кӕнын
1286,besuchen::V,адӟыськыны,абæрæг кæнын
1287,besuchen::V,адӟыськыны,бабæрæг кæнын
1288,besuchen::V,адӟыськыны,бауайын
1289,treffen::V,пумитаны,фембæлын
1290,sich versammeln::V,люкаськыны,æрæмбырд уын
1291,spielen::V,шудыны,хъазын
1292,singen::V,кырӟаны,зарын
1293,tanzen::V,эктыны,кафын
1294,sich trennen::V,люкиськыны,фæйнæрдæм фæцæуын айхæлын
1295,verlassen::V,куштыны,ныууадзын
1296,retten::V,утьыны,фервӕзын кӕнын
1297,bewachen::V,возьманы,хъахъхъӕнын
1298,schützen::V,утялтыны,хъахъхъӕнын
1299,verteidigen::V,возьманы,бахизын
1300,sich schlagen::V,жугиськыны,хыл кæнын
1301,schießen::V,ыбылӥськны,ӕхсын
1302,siegen::V,вормыны,басӕттын
1303,siegen::V,вормыны,фӕуӕлахиз уӕвын
1304,ärgern::V,вожпоттыны,мӕсты кӕнын
1305,schlagen::V,жуккыны,ныццæвын
1306,treten::V,лёганы,
1307,stechen::V,бышкалтыны,фæрæхойын
1308,stoßen::V,донгыны,риуыгъын
1309,stehlen::V,вораны,давын
1310,stehlen::V,лушканы,давын
1311,stören::V,люкетыны,хъыгдарын
1312,belästigen::V,акыльтыны,хъыгдарын
1313,belästigen::V,вукылмыны,хъыгдарын
1314,verbergen::V,ватыны,бамбӕхсын
1315,verbergen::V,ватыны,басусӕг кӕнын
1316,täuschen::V,алданы,фӕливын
1317,täuschen::V,алданы,асайын
1318,betrügen::V,пӧяны,асайын
1319,töten::V,виыны,амарын
1320,wohnen::V,улыны,цӕрын
1321,arbeiten::V,ужаны,кусын
1322,sammeln::V,бичаны,æртонын
1323,pflücken::V,ишкыны,тонын
1324,jagen::V,пӧйшураны,цуан кæнын
1325,fischen::V,чорыганы,кæсаг ахсын æнгуырæй
1326,fischen::V,чорыганы,æнгуыр дарын
1327,fassen::V,кутыны,ӕрцахсын
1328,hüten::V,возьманы,хизын
1329,treiben::V,улляны,скъӕрын
1330,anbinden::V,думыны,бабæттын
1331,anbinden::V,думыны,æрбæттын
1332,füttern::V,сюдыны,холлаг дæттын
1333,füttern::V,сюдыны,холлаг æвæрын
1334,füttern::V,сюдыны,дарын
1335,melken::V,кыскыны,дуцын
1336,hacken::V,кораны,кæрдын
1337,hacken::V,кораны,лыгтæ кæнын
1338,gießen::V,киськаны,бакалын
1339,reifen::V,вуыны,срæгъæд уын
1340,reifen::V,вуыны,сцæттæ уын
1341,reifen::V,кисьманы,срæгъæд уын
1342,reifen::V,кисьманы,сцæттæ уын
1343,zubereiten::V,лесьтыны,сцӕттӕ кӕнын
1344,kochen::V,пӧзьтыны,фыцын
1345,backen::V,пыжыны,фыцын
1346,braten::V,пыжыны,цурын
1347,umrühren::V,сураны,ахæццæ кæнын
1348,umrühren::V,сураны,азмæнтын
1349,umrühren::V,сураны,астауын
1350,stricken::V,керттыны,кæнын
1351,stricken::V,керттыны,бийын
1352,nähen::V,вурыны,хуыйын
1353,färben::V,буяны,ахорын
1354,reinigen::V,сузяны,ссыгъдæг кæнын
1355,reinigen::V,сузяны,ныссыгъдæг кæнын
1356,reinigen::V,сузяны,ныссæрфын
1357,waschen::V,мисьтаськыны,ӕхсын
1358,abwischen::V,ӵушылыны,сӕрфын
1359,spülen::V,гылъяны,æнхъæвзын
1360,fegen::V,ӵужыны,мӕрзын
1361,kehren::V,ӵужыны,мӕрзын
1362,baden::V,пыласькыны,хи найын
1363,sich waschen::V,пыласькыны,хи æхсын
1364,ausziehen::V,кыльыны,ласын
1365,anziehen::V,дӥсяны,скæнын
1366,sich anziehen::V,дӥсьяськыны,дзаума скæнын
1367,sich anziehen::V,дӥсьяськыны,дарæс скæнын
1368,kämmen::V,сынаны,ныффасын
1369,kämmen::V,сынаны,æрфасын
1370,schmücken::V,чеберъяны,фӕлындын
1371,sagen::V,шуыны,зæгъын
1372,sagen::V,вераны,зæгъын
