,Concept_ID,udm,hu
168,Bulle::N,пороз,bika
169,Pferd::N,вал,ló
170,Schaf::N,ыж,juh
171,Schaf::N,ыж,birka
172,Schwein::N,парсь,sertés
173,Hund::N,пуны,eb
174,Hund::N,пуны,kutya
175,Katze::N,коӵыш,macska
176,Bär::N,гондыр,medve
177,Eichhörnchen::N,коньы,mókus
178,Elch::N,койык,jávorszarvas
179,Fuchs::N,ӟичы,róka
180,Hase::N,кеч,nyúl
181,Maus::N,шыр,egér
182,Wolf::N,кион,farkas
183,Vogel::N,тылобурдо,madár
184,Schwarm::N,уллё,raj
185,Huhn::N,курег,tyúk
186,Hahn::N,атас,kakas
187,Gans::N,ӟазег,lúd
188,Gans::N,ӟазег,liba
189,Adler::N,ӧрзи,sas
190,Ente::N,ӵӧж,kacsa
191,Eule::N,кучыран,bagoly
192,Kranich::N,тури,daru
193,Krähe::N,куака,varjú
194,Kuckuck::N,кикы,kakukk
195,Schwan::N,юсь,hattyú
196,Fisch::N,чорыг,hal
197,Barsch::N,юш,sügér
198,Hecht::N,чипей,csuka
199,Schlange[Tier]::N,кый,kígyó
200,Wurm::N,нумыр,kukac
201,Spinne::N,чонари,pók
202,Ameise::N,кузьыли,hangya
203,Laus::N,тэй,tetű
204,Mücke::N,нымы,szúnyog
205,Mücke::N,чибинь,szúnyog
206,Fliege::N,кут,légy
207,Schmetterling::N,бубыли,lepke
208,Schmetterling::N,бубыли,pillangó
209,Beere::N,узы-боры,bogyó
210,Apfel::N,яблок,alma
211,Pilz::N,губи,gomba
212,Zwiebel::N,сугон,hagyma
213,Saat::N,кидыс,vetőmag
214,Korn::N,тысь,mag
215,Korn::N,тысь,szem
216,Heu::N,турын,széna
217,Schale::N,кыд,héj
218,Grube::N,гу,verem
219,Grube::N,гоп,verem
220,Falle::N,налик,csapda
221,Schlinge::N,гиӟ,tőr
222,Schlinge::N,герд,tőr
223,Spur::N,пытьы,nyom
224,Spur::N,бервыл,nyom
225,Asche::N,пень,hamu
226,Dreck::N,дэри,sár
227,Dreck::N,дэри,piszok
228,Eisen::N,корт,vas
229,Gold::N,зарни,arany
230,Silber::N,азвесь,ezüst
231,Kohle::N,эгыр,szén
232,Glas::N,стекло,üveg
233,Glas::N,пияла,üveg
234,Lehm::N,сюй,agyag
235,Lehm::N,сюй,vályog
236,Sand::N,луо,homok
237,Mensch::N,мурт,ember
238,Mensch::N,адями,ember
239,Mann::N,воргорон,úr
240,Mann::N,воргорон,férfi
241,Frau::N,кышномурт,nő
242,Frau::N,кышномурт,asszony
243,Kind::N,нуны,gyerek
244,Kind::N,нуны,gyermek
245,Kind::N,пинал,gyerek
246,Kind::N,пинал,gyermek
247,Junge::N,пи,fiú
248,Mädchen::N,ныл,lány
249,Familie::N,семья,család
250,Großvater::N,песятай,nagyapa
251,Großvater::N,пересь атай,nagyapa
252,Großmutter::N,песянай,nagyanya
253,Großmutter::N,пересь анай,nagyanya
254,Eltern::N,атай-анай,szülők
255,Eltern::N,бубы-мумы,szülők
256,Vater::N,айы,apa
257,Vater::N,айы,atya
258,Vater::N,атай,apa
259,Vater::N,атай,atya
260,Mutter::N,мумы,anya
261,Sohn::N,пи,fiú
262,Tochter::N,ныл,lány
263,Bruder::N,агай,fivér
264,Bruder::N,агай,testvér
265,Schwester::N,апа,nővér
266,Schwester::N,апа,lánytestvér
267,Schwester::N,сузэр,nővér
268,Schwester::N,сузэр,lánytestvér
269,Onkel::N,агай,nagybácsi
270,Tante::N,апа,nagynéni
271,Tante::N,кенак,nagynéni
272,Ehemann::N,карт,férj
273,Ehefrau::N,кышно,feleség
274,Freude::N,шумпотон,öröm
275,Gelächter::N,горем,nevetés
276,Gelächter::N,горем,hahotázás
277,Glück::N,шуд,boldogság
278,Kummer::N,кайгу,bánat
279,Kummer::N,куректон,bánat
280,Wunsch::N,мылпотон,óhaj
281,Lust::N,потон,kedv
282,Geist::N,лул,elme
283,Geist::N,лул,szellem
284,Gedanke::N,малпан,gondolat
285,Gedächtnis::N,йырсазь,emlékezet
286,Gedächtnis::N,тодэваён,emlékezet
287,Verstand::N,йырвизь,ész
288,Verstand::N,йырвизь,értelem
289,Sinn::N,смысл,értelem
290,Grund::N,муг,ok
291,Grund::N,муг,alap
292,Grund::N,ньӧм,ok
293,Grund::N,ньӧм,alap
294,Wahrheit::N,зэм,igaz
295,Wahrheit::N,зэм,igazság
296,Wahrheit::N,шонер,igaz
297,Wahrheit::N,шонер,igazság
298,Gespräch::N,вераськон,beszélgetés
299,Märchen::N,выжыкыл,mese
300,Erzählung::N,верос,elbeszélés
301,Nachricht::N,ивор,hír
302,Nachricht::N,ивор,híradás
303,Neuigkeit::N,выльивор,újság
304,Name::N,ним,név
305,Rätsel::N,мадькыл,rejtvény
306,Rede::N,верам,beszéd
307,Rede::N,верам,szónoklat
308,Sprache::N,кыл,nyelv
309,Stimme::N,куара,hang
310,Wort::N,кыл,szó
311,Zeichen::N,пус,jel
312,Zeichen::N,тодмет,jel
313,Ruf::N,ӧтён,kiáltás
314,Ruf::N,чортон,kiáltás
315,Lärm::N,ӵашетон,zaj
316,Laut::N,куара,hang
317,Ton::N,куара,hang
318,Lied::N,кырӟан,dal
319,Lied::N,кырӟан,ének
320,Ruhe::N,чалмыт улон,csend
321,Ruhe::N,чалмыт улон,nyugalom
322,Leute::N,адямиос,emberek
323,Volk::N,калык,nép
324,Arbeit::N,уж,dolog
325,Gast::N,куно,vendég
326,Geschenk::N,салам,ajándék
327,Geschenk::N,кузьым,ajándék
328,Spiel::N,шудон,játék
329,Gesellschaft::N,калык,társaság
330,Hilfe::N,юрттон,segítség
331,Freund::N,эш,barát
332,Freund::N,юлтош,barát
333,Kamerad::N,тодмо,társ
334,Angelegenheit::N,уж,ügy
335,Anzahl::N,лыд,szám
336,Art::N,тус,faj
337,Art::N,тус,fajta
338,Stück::N,юдэс,darab
339,Teil::N,люкет,rész
340,Hälfte::N,ӝыны,fél
341,Kreis::N,котырес,kör
342,Kreuz::N,крест,kereszt
343,Linie::N,гож,vonal
344,Strich::N,гож,vonás
345,Abstand::N,вис,köz
346,Abstand::N,кусып,köz
347,Entfernung::N,кусып,távolság
348,Gegend::N,инты,táj
349,Gegend::N,инты,vidék
350,Platz::N,инты,hely
351,Ort::N,инты,hely
352,Ort::N,места,hely
353,Seite::N,пал,fél
354,Seite::N,пал,oldal
355,Mitte::N,шор,közép
356,Gegenstand::N,арбери,tárgy
357,Sache::N,котыр,dolog
358,Rand::N,дур,szél
359,Rand::N,дур,perem
360,Rand::N,дур,szegély
361,Rand::N,шаер,szél
362,Rand::N,шаер,perem
363,Rand::N,шаер,szegély
364,Kante::N,дур,él
365,Ecke::N,сэрег,sarok
366,Ecke::N,сэрег,szöglet
367,Spitze::N,йыл,csúcs
368,Ende::N,пум,vég
369,Loch::N,пась,lyuk
370,Winkel::N,сэрег,szög
371,Muster::N,пужы,minta
372,Größe::N,быдӟала,nagyság
373,Länge::N,кузьдала,hossz
374,Länge::N,кузьдала,hosszúság
375,Höhe::N,ӝуждала,magasság
376,Gewicht::N,сектала,súly
377,Gewicht::N,секытлык,súly
378,Menge::N,лыд,sokaság
379,Menge::N,лыд,mennyiség
380,Menge::N,лыдпус,sokaság
381,Menge::N,лыдпус,mennyiség
382,Haufen::N,люк,halom
383,Reihe::N,чур,sor
384,Boot::N,пыж,csónak
385,Boot::N,лодка,csónak
386,Ruder::N,полыс,evező
387,Schlitten::N,додьы,szánkó
388,Ski::N,куас,sí
389,Lagerfeuer::N,тылскем,tábortűz
390,Last::N,секыт,teher
391,Gang::N,ветлон,járás
392,Schritt::N,вамыш,lépés
393,Norden::N,уйпал,észak
394,Süden::N,лымшор,dél
395,Westen::N,шунды пуксён,nyugat
396,Osten::N,шунды ӝужан,kelet
397,Holz::N,пу,fa
398,Brett::N,пул,deszka
399,Platte::N,плита,lap
400,Platte::N,плита,lemez
401,Stütze::N,пыкет,támasz
402,Stütze::N,пыкет,támaszték
403,Stange::N,пуӵ,rúd
404,Stange::N,пуӵ,pózna
405,Stock::N,боды,pálca
406,Stab::N,пуӵ,bot
407,Stab::N,боды,bot
408,Rohr::N,труба,cső
409,Haus::N,юрт,ház
410,Heim::N,корка,otthon
411,Ofen::N,гур,kályha
412,Fußboden::N,выж,padló
413,Tisch::N,ӝӧк,asztal
414,Stuhl::N,пукон,szék
415,Wiege::N,кӧкы,bölcső
416,Wiege::N,зыбка,bölcső
417,Bett::N,валес,ágy
418,Regal::N,ӝажы,polc
419,Regal::N,ӝажы,állvány
420,Kiste::N,ящик,láda
421,Fenster::N,укно,ablak
422,Fenster::N,косяк,ablak
423,Tür::N,ӧс,ajtó
424,Tor::N,ӟезьы,kapu
425,Zaun::N,забор,kerítés
426,Dach::N,липет,tető
427,Leiter::N,падӟа,létra
428,Besen::N,ӵужон,seprű
429,Besen::N,исьнер,seprű
430,Spaten::N,лопатка,ásó
431,Schaufel::N,ютырон,lapát
432,Gabel::N,тэчы,villa
433,Gabel::N,вилка,villa
434,Löffel::N,пуньы,kanál
435,Messer::N,пурт,kés
436,Nagel::N,кортӵог,szeg
437,Netz::N,сеть,háló
438,Haken::N,курик,kampó
439,Griff::N,ныд,nyél
440,Griff::N,ныд,fogantyú
441,Schloss::N,тунгон,zár
442,Bild::N,суред,kép
443,Figur::N,фигура,alak
444,Puppe::N,мунё,bábu
445,Beutel::N,пуйы,zacskó
446,Bündel::N,керттэт,köteg
447,Tasche::N,пуйы,táska
448,Tasche::N,сумка,táska
449,Eimer::N,ведра,vödör
450,Deckel::N,ӵоксэт,fedő
451,Deckel::N,ӵоксэт,fedél
452,Geschirr::N,тусьты-пуньы,edény
453,Sack::N,пуйы,zsák
454,Tasse::N,ӵаша,csésze
455,Topf::N,миска,fazék
456,Kessel::N,пурты,üst
457,Kessel::N,пурты,bogrács
458,Essen::N,сиськон,evés
459,Essen::N,сиськон,étkezés
460,Nahrung::N,сион,ennivaló
461,Speise::N,сиён,étel
462,Fleisch::N,сӥль,hús
463,Getreide::N,ю тысь,gabona
464,Brei::N,ӝук,pép
465,Brei::N,ӝук,kása
466,Brot::N,нянь,kenyér
467,Scheibe::N,шорем,szelet
468,Fett::N,кӧй,háj
469,Fett::N,кӧй,zsír
470,Butter::N,вӧй,vaj
471,Öl::N,вӧй,olaj
472,Salz::N,сылал,só
473,Suppe::N,шыд,leves
474,Honig::N,чечы,méz
475,Milch::N,йӧл,tej
476,Tee::N,чай,tea
477,Leder::N,сурон,bőr
478,Wolle::N,гон,gyapjú
479,Wolle::N,ыжгон,gyapjú
480,Stoff::N,куэм,szövet
481,Nadel::N,вень,tű
482,Faden::N,сӥньыс,fonál
483,Knopf::N,бирды,gomb
484,Knoten::N,герд,csomó
485,Farbe::N,буёл,szín
486,Farbe::N,буёл,festék
487,Kleidung::N,дӥсь,ruha
488,Kleidung::N,дӥсь,ruházat
489,Hemd::N,дэрем,ing
490,Kragen::N,сирес,gallér
491,Ärmel::N,саес,ujj
492,Hose::N,брюки,gatya
493,Hose::N,брюки,nadrág
494,Hose::N,штань,gatya
495,Hose::N,штань,nadrág
496,Gürtel::N,кускерттон,öv
497,Mütze::N,ызьы,sapka
498,Schuh::N,ботинка,cipő
499,Stiefel::N,сапег,csizma
500,Ring::N,зундэс,gyűrű
501,Band::N,лента,szalag
502,Kamm::N,сын,fésű
503,Spiegel::N,синучкон,tükör
504,Riemen::N,е,szíj
505,Schnur::N,гозы,zsinór
506,Leine::N,думет,póráz
507,Decke::N,шобрет,takaró
508,Kissen::N,миндэр,párna
509,Tuch::N,кышет,kendő
510,Handtuch::N,ӵушкон,törülköző
511,Kraft::N,кать,erő
512,Kraft::N,ӟигар,erő
513,Stärke::N,юнлык,erő
514,Stärke::N,юнлык,erősség
515,Gesundheit::N,тазалык,egészség
516,Krankheit::N,висён,kór
517,Krankheit::N,висён,betegség
518,Schmerz::N,висён,fájdalom
519,Wunde::N,яра,seb
520,Fieber::N,кезег,láz
521,Arznei::N,эмъюм,orvosság
522,Arznei::N,эмъюм,gyógyszer
523,Brücke::N,выж,híd
524,Brunnen::N,колдэч,kút
525,Weide::N,возь,legelő
526,Pfad::N,сюрес,ösvény
527,Weg::N,сюрес,út
528,Straße::N,сюрес,út
529,Dorf::N,гурт,falu
530,Stadt::N,кар,város
531,Stadt::N,город,város
532,Brief::N,гожтэт,levél
533,Buch::N,книга,könyv
534,Buchstabe::N,буква,betű
535,Zeitung::N,газет,újság
536,Zeitung::N,газет,hírlap
537,Leben::N,улон,élet
538,Tod::N,кулон,halál
539,Grab::N,шайгу,sír
540,Kirche::N,черк,templom
541,Sünde::N,сьӧлык,bűn
542,Sünde::N,сьӧлык,vétek
543,Gott::N,ӥнмар,isten
544,Arbeiter::N,рабочий,munkás
545,Chef::N,начальник,főnök
546,Meister::N,кибашлы,mester
547,Arzt::N,врач,orvos
548,Lehrer::N,дышетӥсь,tanár
549,Lehrer::N,дышетӥсь,tanító
550,Geld::N,уксё,pénz
551,Geld::N,коньдон,pénz
552,Geschäft::N,уж,üzlet
553,Laden::N,магазин,bolt
554,Preis::N,дун,ár
555,Ware::N,вуз,áru
556,Nutzen::N,пайда,haszon
557,Reichtum::N,узырлык,gazdagság
558,Welt::N,дунне,világ
559,Land::N,шаер,ország
560,Staat::N,кун,állam
561,König::N,эксэй,király
562,Macht::N,власть,hatalom
563,Grenze::N,кунгож,határ
564,Krieg::N,ож,háború
565,Feind::N,тушмон,ellenség
566,Gewalt::N,эриктэман,erőszak
567,Kampf::N,нюръяськон,harc
568,Bogen[Waffe]::N,пукыӵ,íj
569,Pfeil::N,пукыӵ вень,nyíl
570,Gewehr::N,пыӵал,puska
571,Gewehr::N,пыӵал,fegyver
572,Fehler::N,янгыш,hiba
573,Lüge::N,пӧян,hazugság
574,Lüge::N,алдан,hazugság
575,Lüge::N,ӧрекчан,hazugság
576,Schaden::N,изъян,kár
577,Unglück::N,куректон,csapás
578,Unglück::N,куректон,balszerencse
579,Unglück::N,шудтэме усён,csapás
580,Unglück::N,шудтэме усён,balszerencse
581,Schuld::N,янгыш,bűn
582,Alter::N,арлыд,kor
583,Schluss::N,пум,vég
584,Schluss::N,пум,befejezés
585,Zeit::N,дыр,idő
586,Tag::N,нунал,nap
587,Morgen::N,ӵукна,reggel
588,Mittag::N,лымшор,dél
589,Abend::N,ӝыт,este
590,Abend::N,акшан,este
591,Nacht::N,уй,éj
592,Nacht::N,уй,éjszaka
593,Woche::N,арня,hét
594,Monat::N,толэзь,hó
595,Monat::N,толэзь,hónap
596,Jahr::N,ар,év
597,Frühling::N,тулыс,tavasz
598,Sommer::N,гужем,nyár
599,Herbst::N,сӥзьыл,ősz
600,Winter::N,тол,tél
601,Januar::N,выльартолэзь,január
602,Februar::N,тулыспал,február
603,März::N,южтолэзь,március
604,April::N,оштолэзь,április
605,Mai::N,куартолэзь,május
606,Juni::N,вожотолэзь,június
607,Juli::N,пӧсьтолэзь,július
608,August::N,гудырикошкон,augusztus
609,September::N,куарусён,szeptember
610,Oktober::N,выльӝуктолэзь,október
611,November::N,шуркынмон,november
612,Dezember::N,толсур,december
613,Montag::N,вордӥськон,hétfő
614,Dienstag::N,вторник,kedd
615,Mittwoch::N,вирнунал,szerda
616,Donnerstag::N,покчиарня,csütörtök
617,Freitag::N,удмуртарня,péntek
618,Samstag::N,кӧснунал,szombat
619,Sonntag::N,арня,vasárnap
620,groß::A,бадӟым,nagy
621,klein::A,пичи,pici
622,klein::A,пичи,kicsi
623,lang::A,кузь,hosszú
624,kurz::A,вакчи,rövid
625,breit::A,паськыт,széles
626,schmal::A,сюлэг,keskeny
627,dicht::A,ӵем,sűrű
628,dick[Gegenstand]::A,зӧк,vastag
629,dünn::A,векчи,vékony
630,fein::A,векчи,vékony
631,fest::A,юн,szilárd
632,fest::A,чурыт,szilárd
633,flach::A,ӵошкыт,sík
634,flach::A,ӵошкыт,lapos
635,glatt::A,гылыт,sima
636,glatt::A,вольыт,sima
637,hart::A,чурыт,kemény
638,weich::A,небыт,puha
639,rund::A,котырес,kerek
640,spitz::A,йылсо,hegyes
641,scharf::A,лэчыт,éles
642,stumpf::A,ныж,tompa
643,stumpf::A,ныж,életlen
644,schwer::A,секыт,nehéz
645,schwer::A,секыт,súlyos
646,schön::A,чебер,szép
647,heiß::A,пӧсь,forró
648,warm::A,шуныт,meleg
649,kalt::A,кезьыт,hideg
650,kühl::A,юзмыт,hűs
651,kühl::A,юзмыт,hűvös
652,kühl::A,салкым,hűs
653,kühl::A,салкым,hűvös
654,frisch::A,выль,üde
655,frisch::A,выль,friss
656,feucht::A,мускыт,nedves
657,nass::A,котмем,vizes
658,trocken::A,кӧс,száraz
659,voll::A,тыр,telt
660,leer::A,буш,üres
661,leer::A,тырттэм,üres
662,offen::A,усьтэм,nyílt
663,offen::A,усьтэм,nyitott
664,geschlossen::A,ӵогам,zárt
665,geschlossen::A,ӵогам,csukott
666,geschlossen::A,пунням,zárt
667,geschlossen::A,пунням,csukott
668,sauber::A,ӝикыт,tiszta
669,sauber::A,чылкыт,tiszta
670,schmutzig::A,нӧд,piszkos
671,schmutzig::A,нӧд,szennyes
672,roh::A,ыль,nyers
673,reif::A,вуэм,érett
674,lecker::A,ческыт,finom
675,süß::A,ческыт,édes
676,bitter::A,курыт,keserű
677,sauer::A,чырс,savanyú
678,hell::A,югыт,világos
679,dunkel::A,пеймыт,sötét
680,schwarz::A,сьӧд,fekete
681,weiß::A,тӧдьы,fehér
682,rot::A,горд,vörös
683,gelb::A,ӵуж,sárga
684,blau::A,лыз,kék
685,grün::A,вож,zöld
686,grau::A,пурысь,ősz
687,grau::A,пурысь,szürke
688,bunt::A,куӵо,tarka
689,bunt::A,куӵо,színes
690,billig::A,дунтэм,olcsó
691,teuer::A,дуно,drága
692,wertvoll::A,дуно,értékes
693,blind::A,сукыр,vak
694,blind::A,синтэм,vak
695,taub::A,пельтэм,süket
696,kräftig::A,кужмо,erős
697,stark::A,юн,erős
698,stark::A,кужмо,erős
699,schwach::A,ляб,gyenge
700,schwach::A,ляб,erőtlen
701,schwach::A,начар,gyenge
702,schwach::A,начар,erőtlen
703,fett::A,кӧй,hájas
704,schlank::A,веськыт,karcsú
705,schlank::A,веськрес,karcsú
706,hübsch::A,чебер,csinos
707,hübsch::A,синмаськымон,csinos
708,böse::A,лек,rossz
709,böse::A,лек,gonosz
710,dumm::A,шузи,buta
711,dumm::A,шузи,ostoba
712,dumm::A,визьтэм,buta
713,dumm::A,визьтэм,ostoba
714,faul::A,азьтэм,lusta
715,fleißig::A,сюлмо,szorgalmas
716,geizig::A,сук,fukar
717,geizig::A,сук,fösvény
718,klug::A,визьмо,okos
719,klug::A,визьмо,eszes
720,geschickt::A,усто,ügyes
721,geschickt::A,быгатӥсь,ügyes
722,lieb::A,мусо,drága
723,lieb::A,мусо,kedves
724,lustig::A,шулдыр,víg
725,lustig::A,шулдыр,vidám
726,sanft::A,мусо,enyhe
727,sanft::A,эрке,enyhe
728,hungrig::A,сютэм,éhes
729,krank::A,висись,beteg
730,nackt::A,гольык,csupasz
731,nackt::A,гольык,meztelen
732,traurig::A,мӧзмыт,bús
733,traurig::A,мӧзмыт,szomorú
734,lebendig::A,улэп,élő
735,gut::A,ӟеч,jó
736,gut::A,умой,jó
737,schlecht::A,урод,rossz
738,schlecht::A,алама,rossz
739,richtig::A,шонер,helyes
740,schlimm::A,алама,rossz
741,wahr::A,зэмос,igaz
742,alt::A,вуж,ó
743,alt::A,вуж,régi
744,neu::A,выль,új
745,ehemalig::A,азьвылэз,volt
746,ehemalig::A,азьвылэз,egykori
747,alt[Lebewesen]::A,пересь,öreg
748,jung::A,егит,fiatal
749,jung::A,пинал,fiatal
750,arm::A,начар,szegény
751,arm::A,куанер,szegény
752,reich::A,узыр,gazdag
753,bekannt::A,тодмо,ismert
754,bekannt::A,тодмо,ismeretes
755,berühmt::A,дано,híres
756,fremd::A,ят,idegen
757,verschieden::A,пӧртэм,különböző
758,nah::A,матысь,közeli
759,fern::A,кыдёкысь,távoli
760,linker::A,паллян,bal
761,rechter::A,бур,jobb
762,rechter::A,бурпал,jobb
763,anderer::A,мукет,más
764,anderer::A,мукет,másik
765,erster::A,нырысетӥез,első
766,zweiter::A,кыктэтӥез,második
767,dritter::A,кунньметӥез,harmadik
768,letzter::A,берло,utolsó
769,letzter::A,берпум,utolsó
770,allein::ADV,огназ,egyedül
771,auf einmal::ADV,огдыре,egyszerre
772,zusammen::ADV,ӵош,együtt
773,zusammen::ADV,ӵош,összesen
774,zusammen::ADV,валче,együtt
775,zusammen::ADV,валче,összesen
776,lange::ADV,кема,sokáig
777,lange::ADV,кема,hosszan
778,plötzlich::ADV,мапламтэ шорысь,hirtelen
779,plötzlich::ADV,мапламтэ шорысь,egyszerre
780,sofort::ADV,али ик,rögtön
781,sofort::ADV,али ик,tüstént
782,später::ADV,бергес,későn
783,später::ADV,берлогес,későn
784,jetzt::ADV,али,most
785,jetzt::ADV,табере,most
786,heute::ADV,туннэ,ma
787,morgen::ADV,ӵуказе,holnap
788,bald::ADV,ӝоген,majd
789,bald::ADV,ӝоген,nemsokára
790,dann::ADV,берло,akkor
791,gestern::ADV,толон,tegnap
792,einst::ADV,огпол,hajdan
793,einst::ADV,одӥг пол,hajdan
794,damals::ADV,соку,akkor
795,damals::ADV,соку,akkoriban
796,danach::ADV,собере,azután
797,vorher::ADV,азьло,előbb
798,vorher::ADV,азьвыл,előbb
799,zuerst::ADV,азьло,először
800,einmal::ADV,огпол,egyszer
801,manchmal::ADV,куддыръя,néha
802,manchmal::ADV,куддыръя,olykor
803,oft::ADV,ӵем,sokszor
804,immer::ADV,пыр,mindig
805,immer::ADV,котьку,mindig
806,niemals::ADV,уз ноку,sohasem
807,hier::ADV,татын,itt
808,hierhin::ADV,татчы,erre
809,von hier::ADV,татысь,innen
810,dort::ADV,отӥ,ott
811,dort::ADV,отын,ott
812,dorthin::ADV,отчы,oda
813,geradeaus::ADV,меӵак,egyenesen
814,vorwärts::ADV,азьлань,előre
