,Concept_ID,lbe,se
148,Brust::N,хъазам,radde
149,Brust::N,хъазам,mielgga
150,Brust::N,хъазам,raddi
151,Brust::N,хъазам,radde
152,Brust::N,хъазам,râ´dd
153,Brust::N,хъазам,раннҍт
154,Schulter::N,хъачӏ,åelkie
155,Schulter::N,хъачӏ,oalgge
156,Schulter::N,хъачӏ,hárdu
157,Schulter::N,хъачӏ,ärdee
158,Schulter::N,хъачӏ,uál'gi
159,Schulter::N,хъачӏ,a´rddi
160,Schulter::N,хъачӏ,vuä´lǧǧ
161,Schulter::N,хъачӏ,вуэллык
162,Arm::N,ка,gïete
163,Arm::N,ка,giehta
164,Arm::N,ка,giehta
165,Arm::N,ка,kietâ
166,Arm::N,ка,kie'tâkaaṿâ
167,Arm::N,ка,ǩiõtt
168,Arm::N,ка,кӣдт
169,Ellenbogen::N,ссюрхъ,gernjere
170,Ellenbogen::N,ссюрхъ,garŋŋel
171,Ellenbogen::N,ссюрхъ,gargŋil
172,Ellenbogen::N,ссюрхъ,käŋŋir
173,Ellenbogen::N,ссюрхъ,kõõnjâr
174,Ellenbogen::N,ссюрхъ,карьнэль
175,Hand::N,бартка,gïete
176,Hand::N,бартка,giehta
177,Hand::N,бартка,giehta
178,Hand::N,бартка,kietâ
179,Hand::N,бартка,ǩiõtt
180,Hand::N,бартка,кӣдт
181,Handfläche::N,хъат,gïeten-låapoe
182,Handfläche::N,хъат,giehtavuodo
183,Handfläche::N,хъат,tjårmmåvuodo
184,Handfläche::N,хъат,giehtaloahpu
185,Handfläche::N,хъат,kiämád
186,Handfläche::N,хъат,kuámmir
187,Handfläche::N,хъат,kuä´m'mer
188,Handfläche::N,хъат,ǩiõttǩeä´m'men
189,Handfläche::N,хъат,ко̄а̄ллдэгк
190,Handfläche::N,хъат,кӣдткоалдэгк
191,Handfläche::N,битӏянхъ,gïeten-låapoe
192,Handfläche::N,битӏянхъ,giehtavuodo
193,Handfläche::N,битӏянхъ,tjårmmåvuodo
194,Handfläche::N,битӏянхъ,giehtaloahpu
195,Handfläche::N,битӏянхъ,kiämád
196,Handfläche::N,битӏянхъ,kuámmir
197,Handfläche::N,битӏянхъ,kuä´m'mer
198,Handfläche::N,битӏянхъ,ǩiõttǩeä´m'men
199,Handfläche::N,битӏянхъ,ко̄а̄ллдэгк
200,Handfläche::N,битӏянхъ,кӣдткоалдэгк
201,Finger::N,кӏисса,soerme
202,Finger::N,кӏисса,tjuvdde
203,Finger::N,кӏисса,suorbma
204,Finger::N,кӏисса,čuvde
205,Finger::N,кӏисса,suor'mâ
206,Finger::N,кӏисса,suõrmm
207,Finger::N,кӏисса,це̄ххп
208,Fingernagel::N,михь,gadtse
209,Fingernagel::N,михь,guehpere
210,Fingernagel::N,михь,gadtsa
211,Fingernagel::N,михь,gazza
212,Fingernagel::N,михь,kozzâ
213,Fingernagel::N,михь,kõʒʒ
214,Fingernagel::N,михь,кэ̄ннц
215,Nagel[Anatomie]::N,михь,gadtse
216,Nagel[Anatomie]::N,михь,guehpere
217,Nagel[Anatomie]::N,михь,gadtsa
218,Nagel[Anatomie]::N,михь,gazza
219,Nagel[Anatomie]::N,михь,kozzâ
220,Nagel[Anatomie]::N,михь,kõʒʒ
221,Nagel[Anatomie]::N,михь,кэ̄ннц
222,Zeh::N,кӏисса,tjiehtjere
223,Zeh::N,кӏисса,juolggetjuvdde
224,Zeh::N,кӏисса,juolgesuorbma
225,Zeh::N,кӏисса,jyel'gisuor'mâ
226,Zeh::N,кӏисса,jue´lǧǧsuõrmm
227,Zeh::N,кӏисса,ю̄лльк-це̄һп
228,Fuß::N,чӏанччан,juelkie
229,Fuß::N,чӏанччан,juolgge
230,Fuß::N,чӏанччан,juolgi
231,Fuß::N,чӏанччан,jyel'gi
232,Fuß::N,чӏанччан,jue´lǧǧ
233,Fuß::N,чӏанччан,ла̄бпь
234,Ferse::N,никъа,båetskie
235,Ferse::N,никъа,boasske
236,Ferse::N,никъа,šušmi
237,Ferse::N,никъа,šušme
238,Ferse::N,никъа,jue´lǧǧkädd
239,Ferse::N,никъа,ка̄ннт
240,Knie::N,ник,boelve
241,Knie::N,ник,buolvva
242,Knie::N,ник,čibbi
243,Knie::N,ник,veaŋki
244,Knie::N,ник,iidâ
245,Knie::N,ник,puõlvv
246,Knie::N,ник,пуллв
247,Oberschenkel::N,жира,ruaksja
248,Oberschenkel::N,жира,tjibbe
249,Oberschenkel::N,жира,gassaváhkká
250,Oberschenkel::N,жира,badjeváhkáa
251,Oberschenkel::N,жира,čuár'bpeeḷi
252,Oberschenkel::N,жира,če´bb
253,Oberschenkel::N,жира,чуаррбе̄лль
254,Bein::N,ччан,juelkie
255,Bein::N,ччан,juolgge
256,Bein::N,ччан,juolgi
257,Bein::N,ччан,jyel'gi
258,Bein::N,ччан,jue´lǧǧ
259,Bein::N,ччан,ю̄лльк
260,Körper::N,чурх,kråahpe
261,Körper::N,чурх,rumáj
262,Körper::N,чурх,rumaš
263,Körper::N,чурх,ruumâš
264,Körper::N,чурх,rå´pp
265,Körper::N,чурх,лышшьк
266,Körper::N,чурх,роаӈӈьк
267,Haut::N,бурчу,njaltja
268,Haut::N,бурчу,lijkke
269,Haut::N,бурчу,tjuobma
270,Haut::N,бурчу,liiki
271,Haut::N,бурчу,liške
272,Haut::N,бурчу,le´šǩǩ
273,Haut::N,бурчу,лышшьк
274,Blut::N,оь,vïrre
275,Blut::N,оь,maelie
276,Blut::N,оь,varra
277,Blut::N,оь,varra
278,Blut::N,оь,vorrâ
279,Blut::N,оь,võrr
280,Blut::N,оь,вэ̄рр
281,Ader::N,тунну,åerie
282,Ader::N,тунну,aajroe
283,Ader::N,тунну,suodna
284,Ader::N,тунну,varrasuotna
285,Ader::N,тунну,suoṇâ
286,Ader::N,тунну,suõnn
287,Ader::N,тунну,сӯнн
288,Sehne::N,хьхьа,soene
289,Sehne::N,хьхьа,gåårtenje
290,Sehne::N,хьхьа,suodna
291,Sehne::N,хьхьа,suotna
292,Sehne::N,хьхьа,suoṇâ
293,Sehne::N,хьхьа,suõnn
294,Sehne::N,хьхьа,сӯнн
295,Knochen::N,ттаркӏ,måara
296,Knochen::N,ттаркӏ,måaroe
297,Knochen::N,ттаркӏ,dákte
298,Knochen::N,ттаркӏ,dákti
299,Knochen::N,ттаркӏ,tähti
300,Knochen::N,ттаркӏ,tä´htt
301,Knochen::N,ттаркӏ,та̄ххт
302,Knochen::N,ттаркӏ,та̄ффьт
303,Gehirn::N,ня,aajla
304,Gehirn::N,ня,vuojŋam
305,Gehirn::N,ня,vuoigŋašat
306,Gehirn::N,ня,vuoi'ŋâšeh
307,Gehirn::N,ня,vuo'ivâšneh
308,Gehirn::N,ня,vuõivâšn
309,Gehirn::N,ня,вуэййвэшна
310,Herz::N,дакӏ,vaajmoe
311,Herz::N,дакӏ,tsåhke
312,Herz::N,дакӏ,váibmu
313,Herz::N,дакӏ,váimu
314,Herz::N,дакӏ,čââ´đ
315,Herz::N,дакӏ,кӯттҌк
316,Herz::N,къюкӏ,vaajmoe
317,Herz::N,къюкӏ,tsåhke
318,Herz::N,къюкӏ,váibmu
319,Herz::N,къюкӏ,váimu
320,Herz::N,къюкӏ,čââ´đ
321,Herz::N,къюкӏ,кӯттҌк
322,Magen::N,лякьа,tjåejjie
323,Magen::N,лякьа,tjoajvve
324,Magen::N,лякьа,čoavji
325,Magen::N,лякьа,čuáv'ji
326,Magen::N,лякьа,čåu´jj
327,Magen::N,лякьа,чо̄ввьй
328,Atem::N,ссихӏ ласаву,voejngehtasse
329,Atem::N,ссихӏ ласаву,båssånis
330,Atem::N,ссихӏ ласаву,vuojŋadahka
331,Atem::N,ссихӏ ласаву,vuoiŋŋahat
332,Atem::N,ссихӏ ласаву,vuo'iŋâstim
333,Atem::N,ссихӏ ласаву,jiõg'g
334,Atem::N,ссихӏ ласаву,вӯйнас
335,Atem::N,ссихӏ ласаву,вӯййнмушш
336,Atem::N,ссихӏ бигьаву,voejngehtasse
337,Atem::N,ссихӏ бигьаву,båssånis
338,Atem::N,ссихӏ бигьаву,vuojŋadahka
339,Atem::N,ссихӏ бигьаву,vuoiŋŋahat
340,Atem::N,ссихӏ бигьаву,vuo'iŋâstim
341,Atem::N,ссихӏ бигьаву,jiõg'g
342,Atem::N,ссихӏ бигьаву,вӯйнас
343,Atem::N,ссихӏ бигьаву,вӯййнмушш
344,Hunger::N,ккаши,nielkie
345,Hunger::N,ккаши,nielgge
346,Hunger::N,ккаши,nealgi
347,Hunger::N,ккаши,nelgi
348,Hunger::N,ккаши,neä´lǧǧ
349,Hunger::N,ккаши,не̄лльк
350,Träne::N,макь,gïknjele
351,Träne::N,макь,ganjál
352,Träne::N,макь,ganjal
353,Träne::N,макь,koonjâl
354,Träne::N,макь,kõõnjâl
355,Träne::N,макь,кэ̄нял
356,Geschmack::N,тӏин,aelmie
357,Geschmack::N,тӏин,muosse
358,Geschmack::N,тӏин,smáhkka
359,Geschmack::N,тӏин,máhku
360,Geschmack::N,тӏин,smáhkka
361,Geschmack::N,тӏин,mááhu
362,Geschmack::N,тӏин,smakkâ
363,Geschmack::N,тӏин,njõõd
364,Geschmack::N,тӏин,smääkk
365,Geschmack::N,тӏин,ня̄лльк
366,Geschmack::N,тӏааьн,aelmie
367,Geschmack::N,тӏааьн,muosse
368,Geschmack::N,тӏааьн,smáhkka
369,Geschmack::N,тӏааьн,máhku
370,Geschmack::N,тӏааьн,smáhkka
371,Geschmack::N,тӏааьн,mááhu
372,Geschmack::N,тӏааьн,smakkâ
373,Geschmack::N,тӏааьн,njõõd
374,Geschmack::N,тӏааьн,smääkk
375,Geschmack::N,тӏааьн,ня̄лльк
376,Geruch::N,кьанкь,haaje
377,Geruch::N,кьанкь,habjja
378,Geruch::N,кьанкь,hádja
379,Geruch::N,кьанкь,opsâ
380,Geruch::N,кьанкь,haajâ
381,Geruch::N,кьанкь,õpss
382,Geruch::N,кьанкь,haajj
383,Geruch::N,кьанкь,апс
384,Geruch::N,кьанкь,лэ̄гк
385,Schlaf::N,шану,nahkerh
386,Schlaf::N,шану,nager
387,Schlaf::N,шану,oados
388,Schlaf::N,шану,nagir
389,Schlaf::N,шану,naṿer
390,Schlaf::N,шану,nââ´er
391,Schlaf::N,шану,нагерь
392,Traum::N,макӏру,nahkere
393,Traum::N,макӏру,niehko
394,Traum::N,макӏру,niehku
395,Traum::N,макӏру,naṿer
396,Traum::N,макӏру,nââ´er
397,Traum::N,макӏру,нагерь
398,Himmel::N,ссав,elmie
399,Himmel::N,ссав,almme
400,Himmel::N,ссав,albmi
401,Himmel::N,ссав,alme
402,Himmel::N,ссав,â´lmm
403,Himmel::N,ссав,алльм
404,Sonne::N,баргъ,biejjie
405,Sonne::N,баргъ,bæjvásj
406,Sonne::N,баргъ,beaivváš
407,Sonne::N,баргъ,peivi
408,Sonne::N,баргъ,piäiváš
409,Sonne::N,баргъ,pei´vv
410,Sonne::N,баргъ,пе̄ййв
411,Mond::N,барз,aske
412,Mond::N,барз,mánno
413,Mond::N,барз,mánnu
414,Mond::N,барз,máánu
415,Mond::N,барз,mään
416,Mond::N,барз,ма̄нн
417,Stern::N,цӏуку,daasta
418,Stern::N,цӏуку,naestie
419,Stern::N,цӏуку,násste
420,Stern::N,цӏуку,násti
421,Stern::N,цӏуку,täsni
422,Stern::N,цӏуку,tä´snn
423,Stern::N,цӏуку,та̄ссьт
424,Luft::N,гьава,elmie
425,Luft::N,гьава,ájmmo
426,Luft::N,гьава,áibmu
427,Luft::N,гьава,áimu
428,Luft::N,гьава,šõŋŋ
429,Luft::N,гьава,вӯйнас
430,Wind::N,марч,bïegke
431,Wind::N,марч,biegga
432,Wind::N,марч,biegga
433,Wind::N,марч,pieg'gâ
434,Wind::N,марч,piõg'g
435,Wind::N,марч,пӣӈӈк
436,Welle::N,щатӏи,baaroe
437,Welle::N,щатӏи,bárro
438,Welle::N,щатӏи,bárru
439,Welle::N,щатӏи,pááṛu
440,Welle::N,щатӏи,päärr
441,Welle::N,щатӏи,нэ̄ммп
442,Wasser::N,щин,tjaetsie
443,Wasser::N,щин,tjáhtje
444,Wasser::N,щин,čáhci
445,Wasser::N,щин,čääci
446,Wasser::N,щин,čää´cc
447,Wasser::N,щин,ча̄дзь
448,Stein::N,чару,gierkie
449,Stein::N,чару,giergge
450,Stein::N,чару,geađgi
451,Stein::N,чару,keđgi
452,Stein::N,чару,ǩeä´dǧǧ
453,Stein::N,чару,ке̄ддҌк
454,Boden::N,аьрщи,betnie
455,Boden::N,аьрщи,ednam
456,Boden::N,аьрщи,bodni
457,Boden::N,аьрщи,vuođđu
458,Boden::N,аьрщи,ponne
459,Boden::N,аьрщи,vuáđ̣u
460,Boden::N,аьрщи,vuâđđ
461,Boden::N,аьрщи,лаввьн
462,Boden::N,аьрщи,е̄ммьне
463,Erde::N,аьрщи,jåarta
464,Erde::N,аьрщи,mueltie
465,Erde::N,аьрщи,ednam
466,Erde::N,аьрщи,mållde
467,Erde::N,аьрщи,eana
468,Erde::N,аьрщи,eennâm
469,Erde::N,аьрщи,mädd
470,Erde::N,аьрщи,jânnam
471,Erde::N,аьрщи,е̄ммьне
472,Staub::N,ххит,heblie
473,Staub::N,ххит,tsumhtsie
474,Staub::N,ххит,dubme
475,Staub::N,ххит,dopmu
476,Staub::N,ххит,kovjâ
477,Staub::N,ххит,põõ´l
478,Staub::N,ххит,кэ̄ббьй
479,Rauch::N,пуркӏу,soeve
480,Rauch::N,пуркӏу,suovva
481,Rauch::N,пуркӏу,suovva
482,Rauch::N,пуркӏу,suoṿâ
483,Rauch::N,пуркӏу,suõvv
484,Rauch::N,пуркӏу,сӯвв
485,Funke::N,пиягь,naestie
486,Funke::N,пиягь,tjuonam
487,Funke::N,пиягь,čuotnan
488,Funke::N,пиягь,čuođâlm
489,Funke::N,пиягь,iiskâr
490,Funke::N,пиягь,čuõzzâm
491,Funke::N,пиягь,чӯссэм
492,Feuer::N,цӏу,dålle
493,Feuer::N,цӏу,dållå
494,Feuer::N,цӏу,dolla
495,Feuer::N,цӏу,tullâ
496,Feuer::N,цӏу,toll
497,Feuer::N,цӏу,то̄лл
498,Licht::N,чани,tjoevke
499,Licht::N,чани,tjuovgga
500,Licht::N,чани,čuovga
501,Licht::N,чани,čuovggas
502,Licht::N,чани,čuoṿâ
503,Licht::N,чани,toll
504,Licht::N,чани,čuõvv
505,Licht::N,чани,то̄лл
506,Schatten::N,ххют,skugkie
507,Schatten::N,ххют,soejvene
508,Schatten::N,ххют,irkes
509,Schatten::N,ххют,sieges
510,Schatten::N,ххют,itku
511,Schatten::N,ххют,suoivâ
512,Schatten::N,ххют,õõtt
513,Schatten::N,ххют,ǩeeu´niǩ
514,Schatten::N,ххют,кывьнэхь
515,Wetter::N,гьава,vïerhtse
516,Wetter::N,гьава,dálkke
517,Wetter::N,гьава,dálki
518,Wetter::N,гьава,šoŋŋâ
519,Wetter::N,гьава,šõŋŋ
520,Wetter::N,гьава,шэ̄ӈӈ
521,Nebel::N,шархь ттурлу,såavla
522,Nebel::N,шархь ттурлу,mearhka
523,Nebel::N,шархь ттурлу,murkko
524,Nebel::N,шархь ттурлу,mierkká
525,Nebel::N,шархь ттурлу,mierká
526,Nebel::N,шархь ттурлу,miär'kká
527,Nebel::N,шархь ттурлу,oṃo
528,Nebel::N,шархь ттурлу,sue´lnn
529,Nebel::N,шархь ттурлу,цӣгк
530,Nebel::N,шархь ттурлу,сулльн
531,Wolke::N,ттурлу,balve
532,Wolke::N,ттурлу,balvva
533,Wolke::N,ттурлу,balva
534,Wolke::N,ттурлу,polvâ
535,Wolke::N,ттурлу,põlvv
536,Wolke::N,ттурлу,пэллв
537,Regen::N,гъарал,ebrie
538,Regen::N,гъарал,harvve
539,Regen::N,гъарал,arvi
540,Regen::N,гъарал,arve
541,Regen::N,гъарал,â´brr
542,Regen::N,гъарал,аббьр
543,Schnee::N,марххала,lopme
544,Schnee::N,марххала,moehtege
545,Schnee::N,марххала,muohta
546,Schnee::N,марххала,muohta
547,Schnee::N,марххала,muotâ
548,Schnee::N,марххала,muõtt
549,Schnee::N,марххала,вэ̄дз
550,Schnee::N,марххала,куэллт
551,Eis::N,микӏ,jïenge
552,Eis::N,микӏ,jiegŋa
553,Eis::N,микӏ,jiekŋa
554,Eis::N,микӏ,jieŋ̣â
555,Eis::N,микӏ,jiõŋŋ
556,Eis::N,микӏ,ӣӈӈ
557,Frost::N,дяркъу,baajkoe
558,Frost::N,дяркъу,tjoasskem
559,Frost::N,дяркъу,buolaš
560,Frost::N,дяркъу,puolâš
561,Frost::N,дяркъу,puõlâš
562,Frost::N,дяркъу,мӯнь
563,Frost::N,замгьар,baajkoe
564,Frost::N,замгьар,tjoasskem
565,Frost::N,замгьар,buolaš
566,Frost::N,замгьар,puolâš
567,Frost::N,замгьар,puõlâš
568,Frost::N,замгьар,мӯнь
569,Kälte::N,дяркъу,jueskie
570,Kälte::N,дяркъу,tjåetskeme
571,Kälte::N,дяркъу,tjoasskem
572,Kälte::N,дяркъу,čoaskin
573,Kälte::N,дяркъу,ko'lmâsvuotâ
574,Kälte::N,дяркъу,ijss
575,Kälte::N,дяркъу,čuä´cǩǩem
576,Kälte::N,дяркъу,tuârggnjõs
577,Kälte::N,дяркъу,кэ̄лмас
578,Hitze::N,кӏиришиву,baahke
579,Hitze::N,кӏиришиву,báhkka
580,Hitze::N,кӏиришиву,báhkka
581,Hitze::N,кӏиришиву,pakkâ
582,Hitze::N,кӏиришиву,kuṃe
583,Hitze::N,кӏиришиву,paašt
584,Hitze::N,кӏиришиву,жоарр
585,Raureif::N,сил,jyjse
586,Raureif::N,сил,ridne
587,Raureif::N,сил,goarre
588,Raureif::N,сил,ritni
589,Raureif::N,сил,suhči
590,Raureif::N,сил,riṇe
591,Raureif::N,сил,ай
592,Raureif::N,бурса,jyjse
593,Raureif::N,бурса,ridne
594,Raureif::N,бурса,goarre
595,Raureif::N,бурса,ritni
596,Raureif::N,бурса,suhči
597,Raureif::N,бурса,riṇe
598,Raureif::N,бурса,ай
599,Regenbogen::N,ссурул ккуртта,aatjan goengere
600,Regenbogen::N,ссурул ккуртта,aatjan joekse
601,Regenbogen::N,ссурул ккуртта,ádjájuoksa
602,Regenbogen::N,ссурул ккуртта,arvedávgi
603,Regenbogen::N,ссурул ккуртта,bajándávgi
604,Regenbogen::N,ссурул ккуртта,äijihtävgi
605,Regenbogen::N,ссурул ккуртта,teârmmazjohss
606,Regenbogen::N,ссурул ккуртта,тӣрмесью̄ккс
607,Donner::N,къув,raejrie
608,Donner::N,къув,átjek
609,Donner::N,къув,átjárájdde
610,Donner::N,къув,áddjá
611,Donner::N,къув,baján
612,Donner::N,къув,juuṛâ
613,Donner::N,къув,tie´rmes
614,Donner::N,къув,тӣрмесь
615,Donner::N,къув,ча̄ркнэгк
616,Strömung::N,экьинанаву,njuvvie
617,Strömung::N,экьинанаву,ájggedáhpe
618,Strömung::N,экьинанаву,rávdnji
619,Strömung::N,экьинанаву,virde
620,Strömung::N,экьинанаву,ve´rdd
621,Strömung::N,экьинанаву,выррьт
622,Tropfen::N,кӏунтӏ,gåajhkohts
623,Tropfen::N,кӏунтӏ,gåjkudis
624,Tropfen::N,кӏунтӏ,goaikkanas
625,Tropfen::N,кӏунтӏ,čalme
626,Tropfen::N,кӏунтӏ,čâ´lmm
627,Tropfen::N,кӏунтӏ,ча̄лльм
628,Schaum::N,хьама,sapte
629,Schaum::N,хьама,såpptå
630,Schaum::N,хьама,sokta
631,Schaum::N,хьама,suptâ
632,Schaum::N,хьама,soptt
633,Schaum::N,хьама,со̄ппт
634,Schmutz::N,кьяркьи,haaskoe
635,Schmutz::N,кьяркьи,duolvva
636,Schmutz::N,кьяркьи,duolva
637,Schmutz::N,кьяркьи,durdi
638,Schmutz::N,кьяркьи,stänži
639,Schmutz::N,кьяркьи,sähss
640,Schmutz::N,кьяркьи,са̄ккьс
641,Schmutz::N,кьяркьи,не̄шшь
642,See::N,бяр,jaevrie
643,See::N,бяр,jávrre
644,See::N,бяр,jávri
645,See::N,бяр,jävri
646,See::N,бяр,jâu´rr
647,See::N,бяр,я̄ввьр
648,Sumpf::N,кунцӏа,pluevie
649,Sumpf::N,кунцӏа,áhpe
650,Sumpf::N,кунцӏа,sæmssa
651,Sumpf::N,кунцӏа,jeaggi
652,Sumpf::N,кунцӏа,jeggi
653,Sumpf::N,кунцӏа,jeä´ǧ'ǧ
654,Sumpf::N,кунцӏа,ла̄ммьп
655,Wiese::N,кьан,ïentje
656,Wiese::N,кьан,giedde
657,Wiese::N,кьан,gieddi
658,Wiese::N,кьан,nijtto
659,Wiese::N,кьан,пуэшенҍ
660,Wald::N,вацӏа,skåake
661,Wald::N,вацӏа,skåajje
662,Wald::N,вацӏа,miehtsie
663,Wald::N,вацӏа,vuovdde
664,Wald::N,вацӏа,miehttse
665,Wald::N,вацӏа,vuovdi
666,Wald::N,вацӏа,meahcci
667,Wald::N,вацӏа,mecci
668,Wald::N,вацӏа,vyemi
669,Wald::N,вацӏа,vue´mm
670,Wald::N,вацӏа,meä´c'c
671,Wald::N,вацӏа,ля̄ммт
672,Hügel::N,бакӏу,deava
673,Hügel::N,бакӏу,dievvá
674,Hügel::N,бакӏу,dievvá
675,Hügel::N,бакӏу,čummâ
676,Hügel::N,бакӏу,pä´rcc
677,Hügel::N,бакӏу,teä´rmm
678,Hügel::N,бакӏу,ка̄ннҌт
679,Berg::N,зунтту,bïerje
680,Berg::N,зунтту,várre
681,Berg::N,зунтту,várri
