,Concept_ID,br,bn
708,und::CNJ,ha,আর
709,und::CNJ,ha,এবং
710,oder::CNJ,pe,বা
711,stehen::V,bezañ a-sav,দাঁড়ানো
712,sitzen::V,azezañ,বসা
713,sitzen::V,bezañ en e goazez,বসা
714,liegen::V,bezañ en e c'hourvez,শোয়া
715,hängen::V,krougañ,ঝোলা
716,werden::V,dazonet,হইয়া উঠা
717,passieren::V,c'hoarvezout,ঘটা
718,beginnen::V,stagañ,আরম্ভ হওয়া
719,enden::V,achuiñ,শেষ হওয়া
720,wechseln::V,cheñch,রূপাস্তর করা
721,aufgehen[Sonne]::V,dirouzañ,উদিত হওয়া
722,scheinen[Sonne]::V,lugernañ,আলো দেওয়া
723,donnern::V,taranal,বজ্রধ্বনি করা
724,wehen::V,c'hwezhañ,প্রবাহিত হওয়া
725,strömen::V,deredek,প্রবাহিত হওয়া
726,fließen::V,redek,ছুটা
727,sich drehen::V,troiñ,পাক খাওয়া
728,schwanken::V,trantellat,দোলা
729,schwingen::V,froumal,দোলা
730,fallen::V,kouezhañ,পড়া
731,brennen::V,deviñ,সেঁকা
732,rauchen::V,divogedañ,ধোঁয়া ছড়ান
733,regnen::V,glavañ,বর্ষণ_করা
734,gefrieren::V,reviñ,হিমায়িত হওয়া
735,tauen::V,diskornañ,গলা
736,schmelzen::V,teuziñ,গলা
737,trocknen::V,sec'hañ,শুষ্ক করা
738,sieden::V,berviñ,ফোঁড়া
739,faulen::V,breinañ,ক্ষয় হওয়া
740,verfaulen::V,breinañ,ক্ষয় হওয়া 
741,reißen::V,darnaouiñ,ছিঁড়া
742,versinken::V,sodellañ,ডুবা
743,vergehen::V,tremen,যাওয়া
744,erscheinen::V,donet war-wel,আসা
745,verschwinden::V,monet diwar wel,অদৃশ্য হওয়া
746,sinken::V,en em izelat,হ্রাস হওয়া
747,abnehmen::V,nebeutaat,হ্রাস হওয়া
748,zunehmen::V,kreskiñ,বৃদ্ধি পাওয়া
749,steigen::V,sevel,ওঠা
750,wachsen::V,kreskiñ,বড় হওয়া
751,glänzen::V,lugernañ,জ্বলা
752,funkeln::V,elieniñ,জ্বল্জ্বল করা
753,lärmen::V,rabotat,
754,klirren::V,diridignat,টুংটাং-শব্দ করা
755,klirren::V,sterlinkañ,টুংটাং-শব্দ করা
756,brausen::V,gwegal,গর্জন করা
757,rauschen::V,trouzal,মর্মরধ্বনি করা
758,klingen::V,seniñ,শব্দ করা
759,bellen::V,harzhal,ঘেউ ঘেউ করা
760,heulen::V,yudal,গর্জন করা
761,blasen::V,c'hwezhañ,ফুঁ দেওয়া
762,pfeifen::V,c'hwitellat,শিস্ দেওয়া
763,schreien::V,huchal,চিৎকার করা
764,stöhnen::V,hirvoudiñ,গোঁ-গো করা
765,zittern::V,krenañ,কাঁপা
766,leben::V,bevañ,বাঁচা
767,geboren werden::V,genel,জন্মানো
768,atmen::V,tennañ e anal,শ্বাস ফেলা
769,trinken::V,evañ,পান করা
770,essen::V,debriñ,ভক্ষণ করা
771,schlucken::V,lonkañ,গেলা
772,müde werden::V,skuizhañ,পরিশ্রান্ত হওয়া
773,einschlafen::V,menel kousket,নিদ্রামগ্ন হওয়া
774,schlafen::V,kousket,নিদ্রা যাওয়া
775,aufwachen::V,dihuniñ,জাগা
776,aufstehen::V,sevel,জাগা
777,sich erholen::V,diskuizhañ,আরাম করা
778,krank werden::V,klañviñ,অসুস্থ হত্তয়া
779,krank sein::V,bezañ klañv,রূগ্ণ হত্তয়া
780,schmerzen::V,skourjezañ,কন্কন করা
781,husten::V,pasaat,কাশা
782,husten::V,peudal,কাশা
783,genesen::V,pareañ,আরোগ্য হওয়া
784,sterben::V,mervel,মারা যাওয়া
785,umkommen::V,perisañ,মারা যাওয়া
786,sich bewegen::V,bouljal,চলা
787,sich rühren::V,fiñval,নড়া
788,sich erheben::V,sevel,উদিত হওয়া
789,sich setzen::V,azezañ,বসা
790,sich setzen::V,mont en e goazez,বসা
791,hinfallen::V,kouezhañ,পড়া
792,laufen::V,redek,হাঁটা
793,schreiten::V,kerzhet,হাঁটা
794,spazierengehen::V,pourmen,পায়চারি করা
795,eilen::V,hastañ,ত্বরাম্বিত করা
796,sich beeilen::V,hastañ,ত্বরাম্বিত করা
797,sausen::V,karzhañ,ধেয়ে যাওয়া
798,rennen::V,redek,চলা
799,springen::V,lammat,লাফানো
800,klettern::V,krimpat,আরোহণ করা
801,schaukeln::V,brañsellat,দোলা
802,kriechen::V,skrampañ,হামাগুড়ি দেওয়া
803,schwimmen::V,neuial,সাঁতার কাটা
804,tauchen::V,splujañ,ডোবা
805,rudern::V,roeñvat,দাঁড় টানা
806,fahren::V,kas,চালান
807,fahren::V,bleniañ,চালান
808,fliegen::V,nijal,ওড়া
809,gehen::V,mont,যাওয়া
810,weggehen::V,mont kuit,প্রস্থান করা
811,abfahren::V,mont kuit,প্রস্থান করা
812,anhalten::V,chom a-sav,থামা
813,hineingehen::V,monet e-barzh,ঢোকা
814,eintreten::V,monet e-barzh,ঢোকা
815,kommen::V,dont,আসা
816,ankommen::V,erruout,আসা
817,zurückkommen::V,addonet,ফিরা
818,bleiben::V,chom,থাকা
819,warten::V,gortoz,অপেক্ষা করা
820,erwarten::V,gortoz,অপেক্ষা করা
821,suchen::V,klask,খোঁজ করা
822,finden::V,kavout,পাওয়া
823,versuchen::V,klask,পরখ করা
824,vorbereiten::V,aozañ,প্রস্তুত করা
825,lieben::V,karout,ভালবাসা
826,mögen::V,karout,পছন্দ করা
827,lachen::V,c'hoarzin,হাসা
828,rühren::V,tenerañ,হৃদয়ম্পর্শ করা
829,weinen::V,gouelañ,কাঁদা
830,schimpfen::V,krozal,নালিশ করা
831,sich ärgern::V,fachañ,রাগ হত্তয়া
832,sich ärgern::V,en em fachañ,রাগ হত্তয়া
833,fliehen::V,tec'het,পালানো
834,flüchten::V,tuzañ,পালানো
835,sehen::V,gwelet,দেখা
836,anschauen::V,sellout ouzh,দেখা
837,ansehen::V,sellout ouzh,দেখা
838,hören::V,klevet,শোনা
839,zuhören::V,selaou,শোনা
840,probieren::V,blasa,পরখ করা
841,riechen::V,klevet,শুঁকা
842,fühlen::V,santout,অনুভব করা
843,scheinen::V,diskouez bezañ,মনে হত্তয়া
844,zu sehen sein::V,bezañ gwelus,দেখা দেত্তয়া
845,vernehmen::V,merzhañ,শোনা
846,frieren::V,anoued,শীত লাগা
847,tun::V,ober,করা
848,können::V,gouzout,পারা
849,wollen::V,fellout da,ইচ্ছা করা
850,wollen::V,kaout c'hoant da,ইচ্ছা করা
851,anfangen::V,kregiñ,আরম্ভ করা
852,beenden::V,achuiñ,শেষ করা
853,aufhören::V,paouez,থামা
854,öffnen::V,digeriñ,খোলা
855,schließen::V,serriñ,বন্ধ করা
856,stellen::V,lakaat,স্থাপন করা
857,setzen::V,lakaat,স্থাপন করা
858,legen::V,lakaat,স্থাপন করা
859,berühren::V,touch,স্পর্শ করা
860,verbinden::V,eren,সংযুক্ত করা
861,bedecken::V,goloiñ,ঢাকা
862,aufhängen::V,istribilhañ,ঝুলানো
863,anzünden::V,alumiñ,জ্বালান
864,anzünden::V,c'hwezzañ,জ্বালান
865,aufheben::V,dastum,কুড়াইয়া তোলা
866,zurücklassen::V,lezel,পরিত্যাগ করা
867,verlieren::V,koll,হারান
868,fallen lassen::V,laoskel,ফেলা
869,fallen lassen::V,lezel da gouezhel,ফেলা
870,machen::V,ober,গঠন করা
871,herstellen::V,fardañ,সৃষ্টি করা
872,bauen::V,sevel,নির্মাণ করা
873,reparieren::V,adaozañ,মেরামত করা
874,verbessern::V,gwellaat,উন্নতিলাভ করা
875,ändern::V,cheñch,পরিবর্তিত করা
876,graben::V,kleuzañ,খনন করা
877,beugen::V,plegañ,নোয়া
878,biegen::V,krommañ,নোয়া
879,drehen::V,treiñ,ঘোরান
880,wenden::V,treiñ,উলটাইয়া দেত্তয়া
881,umdrehen::V,treiñ,উলটানো
882,heben::V,sevel,উত্তোলন করা
883,hochheben::V,sevel,উঁচু করা
884,ergreifen::V,kemer,দখল করা
885,halten::V,dalc'hen,ধরা
886,drücken::V,bountañ,টেপা
887,schieben::V,poulzañ,ঠেলা
888,kratzen::V,skrabat,চাঁচা
889,lecken::V,lipat,চাটা
890,beißen::V,kregiñ,দংশন করা
891,abreißen::V,diframmañ,বিচ্ছিন্ন করা
892,abschneiden::V,troc'hañ,বিচ্ছিন্ন করা
893,binden::V,stagañ,বন্ধন করা
894,stecken::V,sankañ,বিদ্ধ করা
895,brechen::V,darnaouiñ,ভাঙা
896,klopfen::V,skoiñ,আঘাত করা
897,hauen::V,dornañ,আঘাত করা
898,kleben::V,pegañ,সাঁটা
899,reiben::V,taravat,ঘষা
900,reiben::V,trekiñ,ঘষা
901,streichen::V,toazañ,ছড়াইয়া
902,schleifen::V,lemmañ,ধার দেওয়া
903,schneiden::V,troc'hañ,কাটা
904,rütteln::V,tordorosañ,নাড়ান
905,schütteln::V,hejañ,নড়া
906,schütten::V,diskargañ,বর্ষণ করা
907,füllen::V,kargañ,পরিপূর্ণ করা
908,einwickeln::V,gronnañ,মুড়া
909,tragen::V,dougen,বহন করা
910,schleppen::V,stlejal,টানা
911,ziehen::V,sachañ,টানা
912,aufbewahren::V,miret,রাখা
913,werfen::V,teuler,ছুড়া
914,fangen::V,tapañ,লোফা
915,packen::V,krapat,ধরা
916,verstecken::V,kuzhat,গোপন করা
917,teilen::V,rannañ,বিভক্ত করা
918,schicken::V,kas,প্রেরণ করা
919,bringen::V,degas,আনা
920,hinzufügen::V,lakat ouzhpenn,একত্র করা
921,bekommen::V,kaout,পাওয়া
922,erhalten::V,kaout,পাওয়া
923,nehmen::V,kemer,নেওয়া
924,wählen::V,choaz,বাছা
925,auswählen::V,dibab,বাছা
926,bewahren::V,mirout,বাঁচাইয়া রাখা
927,behindern::V,diaezañ,বাধা দেওয়া
928,verderben::V,lovrañ,নষ্ট করা
929,beschädigen::V,gwallegañ,ক্ষতি করা
930,zerbrechen::V,torriñ,ভাঙ্গিয়া যাওয়া
931,zerreißen::V,diroegiñ,ছিঁড়া
932,zerstören::V,distrujañ,বিনাশ করা
933,verbrennen::V,deviñ,দহন করা
934,geben::V,reiñ,দেওয়া
935,schenken::V,donezonañ,উপহার দেত্তয়া
936,versprechen::V,prometiñ,প্রতিশ্রুতি দেওয়া
937,wünschen::V,hetiñ,আকাঙ্ক্ষা করা
938,loben::V,feurmiñ,প্রশংসা করা
939,küssen::V,pokat,চুম্বন করা
940,wiegen::V,pouezañ,দুলানো
941,zudecken::V,goloiñ,ঢাকা
942,wecken::V,dihuniñ,জাগানো
943,zeigen::V,diskouez,দেখানো
944,führen::V,kas,পথ দেখানো
945,lehren::V,deskiñ,শেখানো
946,unterrichten::V,kelenn,শিক্ষা দেওয়া
947,leiten::V,bleinañ,পরিচালনা করা
948,antreiben::V,poulzañ,চালনা করা
949,lassen::V,leuskel,অনুমতি দেওয়া
950,einladen::V,pediñ,নিমন্ত্রণ করা
951,vereinigen::V,unisañ,এক করা
952,besuchen::V,gweladenniñ,দেখিতে যাওয়া
953,treffen::V,kejal,সন্মুখীন হওয়া
954,treffen::V,ankontrañ,সন্মুখীন হওয়া
955,sich versammeln::V,bodennañ,জড়ো হওয়া
956,spielen::V,c'hoari,খেলা
957,singen::V,kanañ,গাওয়া
958,tanzen::V,dañsal,নাচা
959,sich trennen::V,dispartiañ,পৃথক করা
960,verlassen::V,lezel,পরিত্যাগ করা
961,retten::V,saveteiñ,উদ্ধার করা
962,bewachen::V,mesa,পাহারা দেওয়া
963,schützen::V,diwall,রক্ষা করা
964,verteidigen::V,difenn,রক্ষা করা
965,sich schlagen::V,lopañ,লড়াই করা
966,siegen::V,trec'hiñ,জেতা
967,ärgern::V,hegasiñ,বিরক্ত করা
968,schlagen::V,skeiñ,আঘাত করা
969,treten::V,botaouiñ,লাথি মারা
970,stechen::V,pikat,দংশন করা
971,stoßen::V,stokañ,ঠেলা
972,stehlen::V,laerezh,অপহরণ করা
973,stören::V,direnkañ,ঘাঁটান
974,belästigen::V,dregasiñ,বিরক্ত করা
975,verbergen::V,skoachañ,গোপন করা
976,täuschen::V,tromplañ,প্রবঞ্চনা করা
977,betrügen::V,lorbañ,প্রতারণা করা
978,töten::V,lazhañ,হত্যা করা
979,wohnen::V,bezañ o chom,বাস করা
980,arbeiten::V,labourat,কাজ করা
981,sammeln::V,dastum,সংগ্রহ করা
982,pflücken::V,kuntuilhañ,চয়ন করা
983,jagen::V,chaseal,শিকার করা
984,fischen::V,pesketa,মাছ ধরা
985,fassen::V,pakañ,ধরা
986,hüten::V,geota,যুথভুক্ত করা
987,anbinden::V,stagañ,বন্ধন করা
988,füttern::V,boueta,ভোজন করানো
989,melken::V,goro,দুগ্ধ দোহন করা
990,hacken::V,difrakal,কাটা
991,gießen::V,dourañ,বর্ষণ করা
992,reifen::V,azviñ,পাকা
993,zubereiten::V,keginañ,রন্ধন করা
994,kochen::V,poazhañ,রন্ধন করা
995,backen::V,fritañ,সেকা
996,braten::V,rostañ,ভাজা
997,stricken::V,stammañ,বোনা
998,nähen::V,gwriat,সেলাই করা
999,färben::V,livañ,রঞ্জিত করা
1000,reinigen::V,naetañ,পরিষ্কার করা
1001,waschen::V,gwalc'hiñ,পরিষ্কার করা
1002,abwischen::V,torchañ,মুছা
1003,spülen::V,disgwalc'hiñ,পরিষ্কার করা
1004,fegen::V,skubañ,ঝাঁট দেওয়া
1005,kehren::V,skubañ,ঝাঁট দেওয়া
1006,baden::V,kouronkañ,অবগাহন করা
1007,sich waschen::V,en em walc'hiñ,ধোয়া
1008,sich anziehen::V,gwiskañ,পোশাক পরা
1009,kämmen::V,kribat,আঁচড়ানো
1010,schmücken::V,kinklañ,সাজান করা
1011,sagen::V,larêt,উচ্চারণ করা
1012,sagen::V,lavaret,উচ্চারণ করা
1013,sprechen::V,komz,বলা
1014,reden::V,kaozeal,আলাপ করা
1015,sich unterhalten::V,balbotal,আড্ডা দেওয়া
1016,fragen::V,goulenn,জিজ্ঞাসা করা
1017,bitten::V,goulenn,প্রার্থনা করা
1018,erzählen::V,kontañ,বর্ণনা করা
1019,mitteilen::V,kemenn,বলা
1020,nennen::V,anviñ,নাম দেওয়া
1021,rufen::V,gelver,আমন্ত্রণ করা
1022,prahlen::V,fougeal,বড়াই করা
1023,übersetzen::V,treiñ,ভাষাস্তরিত করা
1024,denken::V,soñjal,ভাবা
1025,glauben::V,krediñ,বিশ্বাস করা
1026,bemerken::V,apresevañ,লক্ষ্য করা
1027,erkennen::V,anavout,চিনিতে পারা
1028,begreifen::V,meizañ,উপলব্ধি করা
1029,verstehen::V,kompren,উপলব্ধি করা
1030,lernen::V,deskiñ,শেখা
1031,wissen::V,gouzout,জানা
1032,sich erinnern an::V,kaout soñj e,মনে করা
1033,vergessen::V,ankouaat,বিস্মৃত হওয়া
1034,messen::V,muzuliañ,মাপা
1035,zählen::V,kontañ,গণনা করা
1036,rechnen::V,jedañ,হিসাব করা
1037,lesen::V,lenn,পাঠ করা
1038,malen::V,livañ,আঁকা
1039,zeichnen::V,tresañ,ছকা
1040,schreiben::V,skrivañ,লেখা
1041,besitzen::V,kaout,অধিকার করা
1042,kaufen::V,prenañ,ক্রয় করা
1043,verkaufen::V,gwerzhañ,বেচা
1044,bezahlen::V,paeañ,প্রদান করা
1045,zahlen::V,paeañ,প্রদান করা
1046,beherrschen::V,mestroniañ,শাসন করা
1047,ertragen::V,anduriñ,বহন করা
1048,Grube::N,,গর্ত
1049,Spur::N,,চিহ্ন
1050,Lehm::N,,মৃত্তিকা
1051,Laut::N,,ধ্বনি
1052,Winkel::N,,কোণ
1053,Lagerfeuer::N,,অগ্নি
1054,vergebens::ADV,,বিফলে
1055,untergehen[Sonne]::V,,অস্ত যাওয়া
1056,läuten::V,,রুসুঝুসু করা
1057,klingeln::V,,বাজা
1058,sich fürchten::V,,ভয় করা
1059,fürchten::V,,ডরা
1060,gelingen::V,,সিদ্ধিলাভ করা
1061,geraten::V,,পরিণত হত্তয়া
1062,schwenken::V,,দোলা
1063,reichen::V,,দেওয়া
1064,aufziehen::V,,পালন করা
1065,schießen::V,,তীরবেগে ছোটা
1066,treiben::V,,চালনা করা
1067,umrühren::V,,নড়ানো
1068,ausziehen::V,,খুলা
1069,anziehen::V,,গায়ে দেত্তয়া
