,Concept_ID,ja,bg
404,Nagel::N,釘,гвоздей
405,Netz::N,網,мрежа
406,Haken::N,鉤,кука
407,Haken::N,鉤,закачалка
408,Haken::N,フック,кука
409,Haken::N,フック,закачалка
410,Griff::N,取っ手,ръчка
411,Griff::N,取っ手,дръжка
412,Schloss::N,錠,брава
413,Schloss::N,錠,ключалка
414,Bild::N,絵,картина
415,Figur::N,像,фигура
416,Puppe::N,人形,кукла
417,Beutel::N,袋,кесия
418,Bündel::N,束,връзка
419,Bündel::N,包み,връзка
420,Tasche::N,かばん,чанта
421,Eimer::N,バケツ,кофа
422,Deckel::N,蓋,капак
423,Deckel::N,蓋,похлупак
424,Geschirr::N,食器,съдове
425,Sack::N,袋,чувал
426,Tasse::N,カップ,чаша
427,Topf::N,鍋,гърне
428,Topf::N,鍋,тенджера
429,Kessel::N,釜,котел
430,Essen::N,食事,ядене
431,Nahrung::N,食物,храна
432,Speise::N,料理,ястие
433,Fleisch::N,肉,месо
434,Getreide::N,麦,зърнено храни
435,Getreide::N,穀物,зърнено храни
436,Brei::N,粥,каша
437,Brot::N,パン,хляб
438,Scheibe::N,枚,резен
439,Scheibe::N,切れ,резен
440,Fett::N,脂肪,мазнина
441,Butter::N,バター,масло
442,Öl::N,油,олио
443,Öl::N,油,оливия
444,Salz::N,塩,сол
445,Suppe::N,スープ,супа
446,Honig::N,蜂蜜,мед
447,Milch::N,牛乳,мляко
448,Tee::N,茶,чай
449,Tee::N,お茶,чай
450,Leder::N,革,кожа
451,Wolle::N,毛糸,вълна
452,Stoff::N,布,плат
453,Stoff::N,布,материал
454,Nadel::N,針,игла
455,Faden::N,糸,конец
456,Knopf::N,ボタン,копче
457,Knoten::N,結び目,възел
458,Farbe::N,ペンキ,боя
459,Kleidung::N,衣服,дрехи
460,Kleidung::N,衣服,облекло
461,Hemd::N,シャツ,риза
462,Kragen::N,襟,яка
463,Ärmel::N,袖,ръкав
464,Hose::N,ズボン,панталони
465,Gürtel::N,帯,пояс
466,Gürtel::N,帯,колан
467,Gürtel::N,ベルト,пояс
468,Gürtel::N,ベルト,колан
469,Mütze::N,帽子,каскет
470,Mütze::N,帽子,фуражка
471,Schuh::N,靴,обувка
472,Stiefel::N,ブーツ,ботуш
473,Ring::N,輪,пръстен
474,Band::N,リボン,лента
475,Band::N,リボン,връзка
476,Kamm::N,櫛,гребен
477,Spiegel::N,鏡,огледало
478,Riemen::N,緒,каиш
479,Riemen::N,緒,ремък
480,Schnur::N,紐,връв
481,Leine::N,綱,връв
482,Leine::N,綱,въже
483,Decke::N,掛け布団,покривка
484,Kissen::N,枕,възглавница
485,Tuch::N,スカーフ,сукно
486,Handtuch::N,タオル,пешкир
487,Handtuch::N,タオル,кърпа за лице
488,Kraft::N,力,мощ
489,Kraft::N,力,сила
490,Stärke::N,強さ,сила
491,Gesundheit::N,健康,здраве
492,Krankheit::N,病気,болест
493,Schmerz::N,痛み,болка
494,Wunde::N,傷,рана
495,Fieber::N,熱,треска
496,Fieber::N,熱,температура
497,Arznei::N,薬,лек
498,Arznei::N,薬,лекарство
499,Brücke::N,橋,мост
500,Brunnen::N,井戸,чешма
501,Brunnen::N,井戸,кладенец
502,Weide::N,牧場,паша
503,Weide::N,牧場,пасище
504,Pfad::N,小路,пътека
505,Weg::N,道,път
506,Straße::N,街道,шосе
507,Dorf::N,村,село
508,Stadt::N,町,град
509,Stadt::N,都市,град
510,Brief::N,手紙,писмо
511,Buch::N,本,книга
512,Buchstabe::N,文字,буква
513,Zeitung::N,新聞,вестник
514,Leben::N,生活,живот
515,Tod::N,死,смърт
516,Grab::N,墓,гроб
517,Kirche::N,教会,църква
518,Sünde::N,罪,грях
519,Gott::N,神,бог
520,Arbeiter::N,労働者,работник
521,Chef::N,上司,шеф
522,Chef::N,上司,началник
523,Meister::N,達人,майстор
524,Meister::N,マイスター,майстор
525,Arzt::N,医者,лекар
526,Lehrer::N,先生,учител
527,Geld::N,金,пари
528,Geschäft::N,取り引き,сделка
529,Laden::N,店,дюкян
530,Laden::N,店,магазин
531,Preis::N,値段,цена
532,Ware::N,商品,стока
533,Nutzen::N,利益,полза
534,Nutzen::N,利益,облага
535,Reichtum::N,豊かさ,богатство
536,Welt::N,世界,свят
537,Land::N,国,страна
538,Staat::N,国家,щат
539,Staat::N,国家,държава
540,König::N,国王,крал
541,Macht::N,権力,мощ
542,Macht::N,権力,власт
543,Grenze::N,国境,граница
544,Krieg::N,戦争,война
545,Feind::N,敵,враг
546,Feind::N,敵,неприятел
547,Gewalt::N,暴力,сила
548,Gewalt::N,暴力,насилие
549,Kampf::N,戦い,борба
550,Kampf::N,戦い,сражение
551,Bogen[Waffe]::N,弓,лък
552,Pfeil::N,矢,стрела
553,Gewehr::N,銃,пушка
554,Fehler::N,間違い,грешка
555,Lüge::N,嘘,лъжа
556,Schaden::N,損害,повреда
557,Unglück::N,不幸,нещастие
558,Schuld::N,罪,вина
559,Alter::N,年,възраст
560,Alter::N,年齢,възраст
561,Schluss::N,終わり,край
562,Zeit::N,時,време
563,Zeit::N,時間,време
564,Tag::N,日,ден
565,Morgen::N,朝,утро
566,Morgen::N,朝,сутрин
567,Mittag::N,昼,обед
568,Mittag::N,昼,пладне
569,Abend::N,晩,вечер
570,Abend::N,夕方,вечер
571,Nacht::N,夜,нощ
572,Woche::N,週,седмица
573,Monat::N,月,месец
574,Jahr::N,年,година
575,Frühling::N,春,пролет
576,Sommer::N,夏,лято
577,Herbst::N,秋,есен
578,Winter::N,冬,зима
579,Januar::N,一月,януари
580,Februar::N,二月,февруари
581,März::N,三月,март
582,April::N,四月,април
583,Mai::N,五月,май
584,Juni::N,六月,юни
585,Juli::N,七月,юли
586,August::N,八月,август
587,September::N,九月,септември
588,Oktober::N,十月,октомври
589,November::N,十一月,ноември
590,Dezember::N,十二月,декември
591,Montag::N,月曜日,понеделник
592,Dienstag::N,火曜日,вторник
593,Mittwoch::N,水曜日,сряда
594,Donnerstag::N,木曜日,четвъртък
595,Freitag::N,金曜日,петък
596,Samstag::N,土曜日,събота
597,Sonntag::N,日曜日,неделя
598,groß::A,大きい,едър
599,groß::A,大きい,голям
600,klein::A,小さい,малък
601,klein::A,小さい,дребен
602,lang::A,長い,дълъг
603,kurz::A,短い,къс
604,breit::A,広い,широк
605,schmal::A,狭い,тесен
606,dicht::A,密な,гъст
607,dick[Gegenstand]::A,厚い,дебел
608,dünn::A,薄い,тънък
609,fein::A,細い,фин
610,fein::A,細い,тънък
611,fest::A,硬い,твърд
612,fest::A,硬い,плътен
613,flach::A,平らな,равен
614,flach::A,平らな,плосък
615,glatt::A,滑らかな,гладък
616,hart::A,堅い,твърд
617,hart::A,堅い,корав
618,weich::A,柔らかい,мек
619,rund::A,丸い,кръгъл
620,spitz::A,尖った,островръх
621,scharf::A,鋭い,остър
622,stumpf::A,鈍い,тъп
623,schwer::A,重い,тежък
624,schön::A,綺麗な,хубав
625,schön::A,綺麗な,красив
626,heiß::A,熱い,жарък
627,warm::A,温かい,топъл
628,kalt::A,寒い,студен
629,kalt::A,冷たい,студен
630,kühl::A,涼しい,хладен
631,frisch::A,ひんやりした,свеж
632,feucht::A,湿った,влажен
633,nass::A,濡れた,мокър
634,trocken::A,乾いた,сух
635,voll::A,いっぱいの,пълен
636,leer::A,空の,празен
637,offen::A,開いた,откровен
638,geschlossen::A,閉まった,закрит
639,geschlossen::A,閉まった,затворен
640,sauber::A,清潔な,чист
641,schmutzig::A,汚い,мръсен
642,roh::A,生の,суров
643,reif::A,熟した,зрял
644,lecker::A,美味しい,вкусен
645,süß::A,甘い,сладък
646,bitter::A,苦い,горчив
647,sauer::A,酸っぱい,кисел
648,hell::A,明るい,ясен
649,hell::A,明るい,светъл
650,dunkel::A,暗い,тъмен
651,schwarz::A,黒い,черен
652,weiß::A,白い,бял
653,rot::A,赤い,червен
654,gelb::A,黄色い,жълт
655,blau::A,青い,син
656,grün::A,緑の,зелен
657,grau::A,灰色の,сив
658,bunt::A,色取り取りの,шарен
659,bunt::A,色取り取りの,пъстър
660,billig::A,安い,евтин
661,teuer::A,高い,скъп
662,wertvoll::A,貴重な,ценен
663,blind::A,盲目の,сляп
664,taub::A,耳が聞こえない,глух
665,kräftig::A,強力な,силен
666,stark::A,強い,здрав
667,stark::A,強い,силен
668,schwach::A,弱い,слаб
669,fett::A,太った,тлъст
670,schlank::A,ほっそりした,тънък
671,schlank::A,ほっそりした,строен
672,hübsch::A,素敵な,хубав
673,böse::A,悪い,зъл
674,dumm::A,馬鹿な,глупав
675,faul::A,怠惰な,ленив
676,faul::A,怠惰な,мързелив
677,fleißig::A,勤勉な,прилежен
678,geizig::A,けちな,скъпернически
679,klug::A,賢い,умен
680,klug::A,賢い,разумен
681,klug::A,頭のいい,умен
682,klug::A,頭のいい,разумен
683,geschickt::A,器用な,умел
684,geschickt::A,器用な,сръчен
685,lieb::A,愛らしい,мил
686,lieb::A,愛らしい,драг
687,lustig::A,楽しい,весел
688,sanft::A,温和な,нежен
689,sanft::A,温和な,кротък
690,hungrig::A,空腹の,гладен
691,krank::A,病気の,болен
692,nackt::A,裸の,гол
693,traurig::A,悲しい,тъжен
694,traurig::A,悲しい,печален
695,lebendig::A,生きた,жив
696,gut::A,良い,добър
697,schlecht::A,悪い,лош
698,schlecht::A,駄目な,лош
699,richtig::A,正しい,правилен
700,schlimm::A,ひどい,лош
701,wahr::A,本当の,верен
702,wahr::A,本当の,истински
703,alt::A,古い,стар
704,alt::A,古い,древен
705,neu::A,新しい,нов
706,ehemalig::A,以前の,бивш
707,alt[Lebewesen]::A,年を取った,стар
708,jung::A,若い,млад
709,arm::A,貧乏な,беден
710,reich::A,裕福な,богат
711,bekannt::A,有名な,познат
712,bekannt::A,有名な,известен
713,berühmt::A,有名な,почут
714,berühmt::A,有名な,известен
715,fremd::A,見知らぬ,чужд
716,verschieden::A,色々な,разен
717,verschieden::A,色々な,различен
718,nah::A,近い,близък
719,fern::A,遠い,далечен
720,linker::A,左の,ляв
721,rechter::A,右の,прав
722,anderer::A,別の,друг
723,erster::A,一番目,пръв
724,erster::A,一番目,първи
725,zweiter::A,二番目,втори
726,dritter::A,三番目,трети
727,letzter::A,最後の,последен
728,allein::ADV,一人で,само
729,auf einmal::ADV,同時に,същевременно
730,zusammen::ADV,一緒に,заедно
731,lange::ADV,長い間,дълго
732,plötzlich::ADV,急に,изведнъж
733,sofort::ADV,すぐに,веднага
734,später::ADV,後で,по-късно
735,jetzt::ADV,今,сега
736,heute::ADV,今日,днес
737,morgen::ADV,明日,утре
738,bald::ADV,間もなく,скоро
739,dann::ADV,それから,после
740,dann::ADV,それから,тогава
741,gestern::ADV,昨日,вчера
742,einst::ADV,過去に,някога
743,damals::ADV,あの時,тогава
744,danach::ADV,その後で,после
745,danach::ADV,その後で,след това
746,vorher::ADV,以前に,преди
747,vorher::ADV,以前に,преди това
748,zuerst::ADV,まず,най-напред
749,zuerst::ADV,最初に,най-напред
750,einmal::ADV,一回,веднъж
751,einmal::ADV,一回,един път
752,manchmal::ADV,時々,понякога
753,oft::ADV,よく,често
754,immer::ADV,いつも,винаги
755,niemals::ADV,一度も...ない,никога
756,hier::ADV,こちら,тук
757,hier::ADV,こちら,тука
758,hierhin::ADV,ここへ,насам
759,hierhin::ADV,こちらへ,насам
760,von hier::ADV,ここから,оттук
761,von hier::ADV,ここから,оттука
762,dort::ADV,そちら,там
763,dorthin::ADV,そこへ,натам
764,dorthin::ADV,そこへ,нататък
765,dorthin::ADV,そちらへ,натам
766,dorthin::ADV,そちらへ,нататък
767,geradeaus::ADV,真っ直ぐに,направо
768,vorwärts::ADV,前へ,напред
769,rückwärts::ADV,後ろへ,назад
770,zurück::ADV,後ろへ,обратно
771,unten::ADV,下に,долу
772,hinab::ADV,下へ,надолу
773,oben::ADV,上に,горе
774,hinauf::ADV,上へ,нагоре
775,überall::ADV,どこでも,навсякъде
776,nicht::ADV,ない,не
777,ein wenig::ADV,少し,малко
778,ein wenig::ADV,ちょっと,малко
779,kaum::ADV,ほとんど～ない,едва
780,kaum::ADV,ほとんど～ない,едвам
781,sehr::ADV,とても,много
782,sehr::ADV,とても,твърде
783,so::ADV,こう,тъй
784,so::ADV,こう,така
785,noch::ADV,まだ,още
786,nur::ADV,～だけ,само
787,schon::ADV,もう,вече
788,wieder::ADV,再び,пак
789,wieder::ADV,再び,отново
790,vergebens::ADV,無駄に,напразно
791,vor::PRP,前に,пред
792,hinter::PRP,後ろに,зад
793,unter::PRP,下に,под
794,durch::PRP,通して,през
795,neben::PRP,横に,до
796,neben::PRP,横に,при
797,zwischen::PRP,間に,между
798,zwischen::PRP,間に,помежду
799,wegen::PRP,為に,заради
800,wegen::PRP,せいで,заради
801,dies::PRN,これ,този
802,das::PRN,それ,туй
803,das::PRN,それ,това
804,alles::PRN,全部,всичко
805,ich::PRN,私,аз
806,du::PRN,あなた,ти
807,er::PRN,彼,той
808,wir::PRN,私達,ние
809,ihr::PRN,あなた達,вие
810,sie::PRN,彼ら,те
811,was::FPRN,何,що
812,was::FPRN,何,какво
813,wer::FPRN,誰,кой
814,wer::FPRN,どなた,кой
815,wo::FADV,どこ,къде
816,wo::FADV,どこに,къде
817,wohin::FADV,どこへ,накъде
818,wohin::FADV,どこへ,накъдето
819,wie::FADV,どう,как
820,warum::FADV,何故,защо
821,warum::FADV,どうして,защо
822,wieviel::FNUM,どのくらい,колко
823,eins::NUM,一,един
824,zwei::NUM,二,два
825,zwei::NUM,二つ,два
826,drei::NUM,三,три
827,drei::NUM,三つ,три
828,vier::NUM,四,четири
829,vier::NUM,四つ,четири
830,fünf::NUM,五,пет
831,fünf::NUM,五つ,пет
832,sechs::NUM,六,шест
833,sechs::NUM,六つ,шест
834,sieben::NUM,七,седем
835,sieben::NUM,七つ,седем
836,acht::NUM,八,осем
837,acht::NUM,八つ,осем
838,neun::NUM,九,девет
839,neun::NUM,九つ,девет
840,zehn::NUM,十,десет
841,elf::NUM,十一,единайсет
842,elf::NUM,十一,единадесет
843,zwölf::NUM,十二,дванайсет
844,zwölf::NUM,十二,дванадесет
845,zwanzig::NUM,二十,двайсет
846,zwanzig::NUM,二十,двадесет
847,dreißig::NUM,三十,тридесет
848,vierzig::NUM,四十,четиридесет
849,fünfzig::NUM,五十,петдесет
850,sechzig::NUM,六十,шестдесет
851,siebzig::NUM,七十,седемдесет
852,achtzig::NUM,八十,осемдесет
853,neunzig::NUM,九十,деветдесет
854,hundert::NUM,百,сто
855,tausend::NUM,千,хиляда
856,und::CNJ,-と,а
857,und::CNJ,-と,та
858,und::CNJ,そして,а
859,und::CNJ,そして,та
860,oder::CNJ,或いは,или
861,stehen::V,立っている,стоя
862,sitzen::V,座っている,седя
863,liegen::V,横になっている,лежа
864,hängen::V,掛かっている,вися
865,werden::V,なる,бъда
866,werden::V,なる,стана
867,passieren::V,起こる,случа се
868,beginnen::V,始まる,започна
869,enden::V,終わる,свърша
870,wechseln::V,変わる,променям
871,aufgehen[Sonne]::V,出る,изгрея
872,untergehen[Sonne]::V,沈む,заляза
873,scheinen[Sonne]::V,輝く,грея
