,Concept_ID,ps,da
813,wieviel::FNUM,څومره,hvor meget
814,eins::NUM,یو,én
815,zwei::NUM,دوه,to
816,drei::NUM,درې,tre
817,vier::NUM,څلور,fire
818,fünf::NUM,پنځه,fem
819,sechs::NUM,شپږ,seks
820,sieben::NUM,اوه,syv
821,acht::NUM,اته,otte
822,neun::NUM,نهه,ni
823,zehn::NUM,لس,ti
824,elf::NUM,یوولس,elleve
825,zwölf::NUM,دولس,tolv
826,zwanzig::NUM,شل,tyve
827,dreißig::NUM,دېرش,tredive
828,vierzig::NUM,څلوېښت,fyrre
829,vierzig::NUM,څلوېښت,fyrretyve
830,fünfzig::NUM,پنځوس,halvtreds
831,sechzig::NUM,شپېته,tres
832,siebzig::NUM,اویا,halvfjerds
833,achtzig::NUM,اتیا,firs
834,neunzig::NUM,نوي,halvfems
835,hundert::NUM,سل,hundrede
836,tausend::NUM,زر,tusind
837,und::CNJ,او,og
838,oder::CNJ,ېا,eller
839,stehen::V,درېدل,stå
840,sitzen::V,کښېنستل,sidde
841,liegen::V,ملاستل,ligge
842,hängen::V,ځړېدل,hænge
843,werden::V,کېدل,blive
844,passieren::V,پېښېدل,ske
845,passieren::V,پېښېدل,hænde
846,beginnen::V,شروع کېدل,begynde
847,enden::V,خلاصدل,ende
848,enden::V,تمامېدل,ende
849,wechseln::V,تغییر موندل,veksle
850,aufgehen[Sonne]::V,ختل,gå op
851,aufgehen[Sonne]::V,ختل,stå op
852,untergehen[Sonne]::V,لوېدل,gå ned
853,untergehen[Sonne]::V,پرېوتل,gå ned
854,scheinen[Sonne]::V,رڼا کول,skinne
855,donnern::V,تنېدل,tordne
856,donnern::V,غړمبېدل,tordne
857,wehen::V,چلېدل,blæse
858,strömen::V,بهېدل,strømme
859,fließen::V,بهېدل,flyde
860,fließen::V,تویېدل,flyde
861,sich drehen::V,ګرځېدل,dreje sig
862,sich drehen::V,چورلېدل,dreje sig
863,schwanken::V,زنګېدل,vakle
864,schwingen::V,زنګېدل,svinge
865,fallen::V,ولېدل,falde
866,brennen::V,سوځېدل,brænde
867,rauchen::V,لوګی کول,ryge
868,regnen::V,باران اورېدل,regne
869,gefrieren::V,کنګل نيول,fryse
870,tauen::V,وېلې کېدل,tø
871,schmelzen::V,وېلې کېدل,smelte
872,trocknen::V,وچېدل,tørre
873,sieden::V,اېشېدل,koge
874,faulen::V,خرابېدل,rådne
875,verfaulen::V,ورستېدل,rådne
876,reißen::V,شلېدل,briste
877,versinken::V,ډوېېدل,synke
878,versinken::V,ډوېېدل,synke ned
879,vergehen::V,تېرېدل,forløbe
880,erscheinen::V,ښکارېدل,vise sig
881,verschwinden::V,ورکېدل,forsvinde
882,sinken::V,ښکته کېدل,synke
883,abnehmen::V,کمېدل,aftage
884,zunehmen::V,زیاتېدل,tiltage
885,steigen::V,جګېدل,stige
886,steigen::V,پورته کېدل,stige
887,wachsen::V,وده کول,gro
888,wachsen::V,وده کول,vokse
889,glänzen::V,ځلېدل,glinse
890,funkeln::V,پړکېدل,tindre
891,lärmen::V,غال و غول کول,larme
892,läuten::V,زنګ وهل,ringe
893,klingeln::V,زنګ وهل,ringe
894,klirren::V,کړنګېدل,klirre
895,brausen::V,تلاطم کول,bruse
896,rauschen::V,شڼهار کول,suse
897,klingen::V,آواز کول,lyde
898,klingen::V,آواز کول,klinge
899,bellen::V,غپېدل,gø
900,heulen::V,انګلل,hyle
901,blasen::V,پو کول,blæse
902,pfeifen::V,شپېلک وهل,fløjte
903,schreien::V,ناره کول,skrige
904,stöhnen::V,زګېروی کول,stønne
905,zittern::V,لړزېدل,dirre
906,zittern::V,لړزېدل,skælve
907,leben::V,ژوند کول,leve
908,geboren werden::V,زېږېدل,fødes
909,atmen::V,ساه کښل,ånde
910,atmen::V,تنفس کول,ånde
911,trinken::V,څښل,drikke
912,essen::V,خوړل,spise
913,schlucken::V,غړپول,synke
914,müde werden::V,ستړی کېدل,blive træt
915,einschlafen::V,ویده کېدل,falde i søvn
916,schlafen::V,خوب کول,sove
917,aufwachen::V,ویښېدل,vågne
918,aufstehen::V,پاڅېدل,stå op
919,sich erholen::V,استراحت کول,komme sig
920,krank werden::V,رنځورېدل,blive syg
921,krank sein::V,ناجوړېدل,være syg
922,schmerzen::V,خوږېدل,smerte
923,schmerzen::V,درد کول,smerte
924,husten::V,ټوخېدل,hoste
925,genesen::V,رغېدل,komme sig
926,sterben::V,مړل,dø
927,umkommen::V,تلفېدل,omkomme
928,sich bewegen::V,چلېدل,bevæge sig
929,sich bewegen::V,حرکت کول,bevæge sig
930,sich rühren::V,ښورېدل,røre på sig
931,sich erheben::V,درېدل,rejse sig
932,sich setzen::V,کښېنستل,sætte sig
933,hinfallen::V,لوېدل,
934,laufen::V,منډې وهل,løbe
935,schreiten::V,قدم ایښودل,skride
936,spazierengehen::V,چکر وهل,gå en tur
937,eilen::V,بېړه کول,ile
938,sich beeilen::V,عجله کول,skynde sig
939,sausen::V,ځغستل,suse
940,rennen::V,زغلېدل,løbe
941,rennen::V,زغلېدل,rende
942,springen::V,ټوپ وهل,hoppe
943,springen::V,ټوپ وهل,springe
944,klettern::V,ختل,klatre
945,schaukeln::V,زنګېدل,gynge
946,kriechen::V,خاپوړی وهل,krybe
947,schwimmen::V,لامبو وهل,svømme
948,tauchen::V,غوټه وهل,dykke
949,rudern::V,پارو وهل,ro
950,fahren::V,تلل,køre
951,fliegen::V,الوتل,flyve
952,gehen::V,تلل,gå
953,weggehen::V,بهر وتل,gå bort
954,abfahren::V,تلل,køre bort
955,anhalten::V,ودرېدل,standse
956,hineingehen::V,داخلېدل,gå ind
957,eintreten::V,ننوتل,træde ind
958,kommen::V,راتلل,komme
959,ankommen::V,رسېدل,ankomme
960,zurückkommen::V,بېرته راتلل,komme tilbage
961,bleiben::V,پاتې کېدل,blive
962,bleiben::V,پاتې کېدل,forblive
963,warten::V,انتظار وېستل,vente
964,erwarten::V,انتظار کول,vente
965,erwarten::V,انتظار کول,afvente
966,suchen::V,لټول,søge
967,finden::V,میندل,finde
968,finden::V,پیدا کول,finde
969,versuchen::V,هڅه کول,forsøge
970,vorbereiten::V,چمتوکول,forberede
971,lieben::V,مینه لرل,elske
972,mögen::V,خوښول,holde af
973,mögen::V,خوښول,kunne lide
974,mögen::V,علاقه لرل,holde af
975,mögen::V,علاقه لرل,kunne lide
976,lachen::V,خندېدل,le
977,rühren::V,اغېزه کول,røre
978,weinen::V,ژړل,græde
979,schimpfen::V,ښکنځا کول,skænde
980,sich ärgern::V,قهر راتلل,ærgre sig
981,sich fürchten::V,ډارېدل,være bange
982,fürchten::V,ډارېدل,være bange for
983,fliehen::V,تښتېدل,flygte
984,flüchten::V,تښتېدل,flygte
985,sehen::V,لیدل,se
986,anschauen::V,کتل,se på
987,anschauen::V,کتل,betragte
988,ansehen::V,ننداره کول,anse
989,hören::V,اورېدل,høre
990,zuhören::V,غوږ نیول,høre til
991,probieren::V,څکه کول,smage
992,probieren::V,څکه کول,smage på
993,probieren::V,چاشنی کول,smage
994,probieren::V,چاشنی کول,smage på
995,riechen::V,بويول,lugte
996,fühlen::V,حسول,føle
997,scheinen::V,ښکارېدل,synes
998,zu sehen sein::V,ښکارېدل,synes
999,vernehmen::V,خبرېدل,erfare
1000,frieren::V,ساړه کېتل,fryse
1001,tun::V,کول,gøre
1002,können::V,کولای شول,kunne
1003,können::V,د لاسه کېدل,kunne
1004,wollen::V,غوښتل,ville
1005,anfangen::V,شروع کول,begynde
1006,beenden::V,ختمول,afslutte
1007,beenden::V,پای ته رسول,afslutte
1008,aufhören::V,بس کول,ophøre
1009,aufhören::V,بس کول,holde op
1010,gelingen::V,موفق کېدل,lykkes
1011,gelingen::V,بریالی کېدل,lykkes
1012,geraten::V,کېدل,blive
1013,öffnen::V,خلاصول,åbne
1014,öffnen::V,پرانیستل,åbne
1015,schließen::V,تړل,lukke
1016,stellen::V,ایښودل,stille
1017,setzen::V,کښېنول,sætte
1018,legen::V,ایښودل,lægge
1019,berühren::V,لاس وهل,berøre
1020,verbinden::V,تړل,forbinde
1021,bedecken::V,پوښول,dække
1022,bedecken::V,پوښول,bedække
1023,aufhängen::V,ځوړندول,hænge
1024,aufhängen::V,ځوړندول,hænge op
1025,anzünden::V,بلول,tænde
1026,anzünden::V,بلول,antænde
1027,aufheben::V,پورته کول,løfte
1028,aufheben::V,پورته کول,tage op
1029,zurücklassen::V,پرېښودل,lade tilbage
1030,verlieren::V,ورکول,miste
1031,fallen lassen::V,له لاسه لوېدل,tabe
1032,fallen lassen::V,له لاسه لوېدل,droppe
1033,machen::V,کول,gøre
1034,herstellen::V,جوړول,fremstille
1035,herstellen::V,توليدول,fremstille
1036,bauen::V,جوړول,bygge
1037,reparieren::V,ترمیمول,reparere
1038,verbessern::V,اصلاح کول,rette
1039,verbessern::V,اصلاح کول,forbedre
1040,ändern::V,تغیر ورکول,ændre
1041,graben::V,کيندل,grave
1042,beugen::V,ټیټول,bøje
1043,biegen::V,کږول,bøje
1044,drehen::V,ګرځول,dreje
1045,wenden::V,اړول,vende
1046,umdrehen::V,اړول,dreje om
1047,heben::V,جګول,hæve
1048,heben::V,پورته کول,hæve
1049,hochheben::V,جګول,løfte
1050,ergreifen::V,نیول,gribe fat i
1051,halten::V,نیول,holde
1052,drücken::V,کښېکښل,trykke
1053,schieben::V,پوری وهل,skyde
1054,schieben::V,پوری وهل,skubbe
1055,kratzen::V,ګرول,klø
1056,kratzen::V,ګرول,kradse
1057,lecken::V,څټل,slikke
1058,beißen::V,چیچل,bide
1059,abreißen::V,شکول,rive af
1060,abschneiden::V,پرېکول,skære af
1061,binden::V,تړل,binde
1062,stecken::V,ټومبل,stikke
1063,brechen::V,ماتول,brække
1064,klopfen::V,ټکول,banke
1065,hauen::V,ټکول,hugge
1066,kleben::V,نښلول,klistre
1067,kleben::V,سرېښول,klistre
1068,reiben::V,مږل,gnide
1069,streichen::V,مښل,smøre
1070,schleifen::V,تېره کول,slibe
1071,schneiden::V,غوڅول,skære
1072,schneiden::V,غوڅول,klippe
1073,schneiden::V,پرېکول,skære
1074,schneiden::V,پرېکول,klippe
1075,rütteln::V,خوڅول,ruske
1076,schütteln::V,ښورول,ryste
1077,schwenken::V,خوڅول,svinge
1078,schütten::V,اچول,hælde
1079,schütten::V,تویول,hælde
1080,füllen::V,ډکول,fylde
1081,einwickeln::V,پېچل,pakke ind
1082,einwickeln::V,نغښتل,pakke ind
1083,tragen::V,وړل,bære
1084,schleppen::V,وړل,slæbe
1085,ziehen::V,کښل,trække
1086,aufbewahren::V,ساتل,opbevare
1087,werfen::V,اچول,kaste
1088,werfen::V,غورځول,kaste
1089,fangen::V,نیول,fange
1090,fangen::V,ګیرول,fange
1091,packen::V,نیول,gribe
1092,verstecken::V,پټول,gemme
1093,teilen::V,وېشل,dele
1094,teilen::V,تقسیمول,dele
1095,schicken::V,لېږل,sende
1096,schicken::V,استول,sende
1097,bringen::V,راوړل,bringe
1098,hinzufügen::V,زیاتول,tilføje
1099,bekommen::V,حاصلول,få
1100,erhalten::V,اخیستل,få
1101,nehmen::V,نیول,tage
1102,nehmen::V,اخيستل,tage
1103,wählen::V,خوښول,vælge
1104,auswählen::V,چنده کول,udvælge
1105,bewahren::V,ساتل,bevare
1106,behindern::V,مانع کېدل,hindre
1107,behindern::V,مانع کېدل,forhindre
1108,behindern::V,ممانعت کول,hindre
1109,behindern::V,ممانعت کول,forhindre
1110,verderben::V,خرابېدل,ødelægge
1111,beschädigen::V,ورانول,beskadige
1112,zerbrechen::V,ماتول,brække itu
1113,zerreißen::V,څیرې کول,rive itu
1114,zerstören::V,ړنګول,ødelægge
1115,zerstören::V,ورانول,ødelægge
1116,verbrennen::V,سوځول,brænde
1117,geben::V,ورکول,give
1118,reichen::V,ورکول,række
1119,schenken::V,بښل,forære
1120,versprechen::V,لوز کول,love
1121,wünschen::V,غوښتل,ønske
1122,loben::V,ستایل,rose
1123,loben::V,تمجید کول,rose
1124,küssen::V,ښکلول,kysse
1125,wiegen::V,زنګول,vugge
1126,zudecken::V,پوښول,dække til
1127,wecken::V,ويښول,vække
1128,zeigen::V,ښودل,vise
1129,führen::V,بیول,føre
1130,lehren::V,درس ورکول,lære
1131,lehren::V,تعلیم ورکول,lære
1132,unterrichten::V,درس ورکول,undervise
1133,aufziehen::V,روزل,opdrage
1134,leiten::V,رهبری کول,lede
1135,leiten::V,لارښوونه کول,lede
1136,antreiben::V,چټک کول,skynde på
1137,lassen::V,اړکول,få til at
1138,einladen::V,بلل,indbyde
1139,einladen::V,بلل,invitere
1140,vereinigen::V,متحد کول,forene
1141,vereinigen::V,یوځای کول,forene
1142,besuchen::V,کتنه کول,besøge
1143,treffen::V,ليدل,møde
1144,treffen::V,تلقی کول,møde
1145,sich versammeln::V,راغونډېدل,forsamles
1146,spielen::V,لوبه کول,lege
1147,spielen::V,لوبه کول,spille
1148,singen::V,سندرې وېل,synge
1149,tanzen::V,ګډېدل,danse
1150,sich trennen::V,بېلېدل,skilles
1151,verlassen::V,ترک کول,forlade
1152,retten::V,نجات ورکول,redde
1153,bewachen::V,ساتل,bevogte
1154,bewachen::V,حفاظت کول,bevogte
1155,schützen::V,ژغورل,skærme
1156,schützen::V,ژغورل,beskytte
1157,verteidigen::V,دفاع کول,forsvare
1158,sich schlagen::V,جنګېدل,slås
1159,schießen::V,ویشتل,skyde
1160,siegen::V,غالبېدل,sejre
1161,ärgern::V,خپه کول,ærgre
1162,schlagen::V,وهل,slå
1163,treten::V,په لغته وهل,sparke
1164,stechen::V,ټومبل,stikke
1165,stoßen::V,ټېل وهل,støde
1166,stoßen::V,پوری وهل,støde
1167,stehlen::V,تښتول,stjæle
1168,stehlen::V,غلا کول,stjæle
1169,stören::V,ماتول,forstyrre
1170,belästigen::V,ځورول,genere
1171,belästigen::V,ځورول,ulejlige
1172,belästigen::V,تکلیف ورکول,genere
1173,belästigen::V,تکلیف ورکول,ulejlige
1174,verbergen::V,پټول,skjule
1175,täuschen::V,تېرایستل,villede
1176,täuschen::V,خطا ایستل,villede
1177,betrügen::V,غولول,bedrage
1178,töten::V,وژل,dræbe
1179,töten::V,مړ کول,dræbe
1180,wohnen::V,اوسېدل,bo
1181,arbeiten::V,کار کول,arbejde
1182,sammeln::V,راټولول,samle
1183,sammeln::V,راغونډول,samle
1184,pflücken::V,شکول,plukke
1185,jagen::V,ښکار کول,jage
1186,fischen::V,کب نيول,fiske
1187,fassen::V,نیول,fange
1188,fassen::V,ګیرول,fange
1189,hüten::V,پوول,vogte
1190,treiben::V,بیول,drive
1191,anbinden::V,تړل,binde fast
1192,füttern::V,خوراک ورکول,fodre
1193,melken::V,لوشل,malke
1194,hacken::V,پی کول,hakke
1195,gießen::V,اوبه کول,hælde
1196,reifen::V,رسېدل,modne
1197,zubereiten::V,تیارول,tilberede
1198,kochen::V,پخول,koge
1199,backen::V,پخول,bage
1200,braten::V,وريتول,stege
1201,umrühren::V,لړل,røre om
1202,stricken::V,اوبدل,strikke
1203,nähen::V,ګنډل,sy
1204,färben::V,رنګول,farve
1205,reinigen::V,صافول,rense
1206,reinigen::V,صافول,gøre ren
1207,waschen::V,مینځل,vaske
1208,abwischen::V,وچول,tørre af
1209,spülen::V,کنګالول,skylle
1210,fegen::V,جارو کول,feje
1211,kehren::V,جارو کول,feje
1212,baden::V,لمبېدل,bade
1213,sich waschen::V,ځان مينځل,vaske sig
1214,ausziehen::V,کښل,tage af
1215,ausziehen::V,ایستل,tage af
1216,anziehen::V,اغوستل,tage på
1217,sich anziehen::V,کالی اغوستل,klæde sig på
1218,kämmen::V,ګمنځول,rede
1219,kämmen::V,ګمنځول,frisere
1220,schmücken::V,ښکلی کول,pynte
1221,schmücken::V,ښکلی کول,smykke
1222,sagen::V,وېل,sige
1223,sprechen::V,وېل,snakke
1224,sprechen::V,غږېدل,snakke
1225,reden::V,ګړېدل,tale
1226,reden::V,ګړېدل,snakke
1227,reden::V,خبرې کول,tale
1228,reden::V,خبرې کول,snakke
1229,sich unterhalten::V,خبری کول,snakke sammen
1230,fragen::V,پوښتنه کول,spørge
1231,bitten::V,غوښتل,bede
1232,erzählen::V,کيسه کول,berette
1233,erzählen::V,کيسه کول,fortælle
1234,erzählen::V,حکايت کول,berette
1235,erzählen::V,حکايت کول,fortælle
1236,mitteilen::V,خبرول,meddele
1237,mitteilen::V,خبر ورکول,meddele
1238,nennen::V,نوم ايښودل,nævne
1239,rufen::V,بلل,råbe
1240,prahlen::V,لاپې وهل,prale
1241,übersetzen::V,ژباړل,oversætte
1242,übersetzen::V,ترجمه کول,oversætte
1243,denken::V,فکر کول,tænke
1244,glauben::V,باور کول,tro
1245,bemerken::V,لیدل,bemærke
1246,bemerken::V,لیدل,lægge mærke til
1247,erkennen::V,پېژندل,genkende
1248,begreifen::V,رسېدل,begribe
1249,begreifen::V,پوهېدل,begribe
1250,verstehen::V,پوهېدل,forstå
1251,lernen::V,زده کول,lære
1252,lernen::V,درس لوستل,lære
1253,wissen::V,پوهېدل,vide
1254,sich erinnern an::V,یادول,mindes
1255,sich erinnern an::V,یادول,huske på
1256,sich erinnern an::V,په یاد راوړل,mindes
1257,sich erinnern an::V,په یاد راوړل,huske på
1258,vergessen::V,هېرول,glemme
1259,messen::V,اندازه کول,måle
1260,zählen::V,شمارل,tælle
1261,rechnen::V,حسابول,regne
1262,lesen::V,لوستل,læse
1263,malen::V,رسمول,male
1264,zeichnen::V,رسمول,tegne
1265,schreiben::V,لیکل,skrive
1266,besitzen::V,لرل,eje
1267,besitzen::V,لرل,besidde
1268,kaufen::V,رانیول,købe
1269,verkaufen::V,خرڅول,sælge
1270,bezahlen::V,تأدیه کول,betale
1271,zahlen::V,کسات اخيستل,betale
1272,beherrschen::V,تسلط لرل,beherske
1273,ertragen::V,زغمل,tåle
1274,ertragen::V,زغمل,udholde
1275,Barsch::N,,aborre
1276,Hecht::N,,gedde
