,Concept_ID,lez,xal
767,ich::PRN,за,би
768,ich::PRN,зун,би
769,du::PRN,вун,чи
770,er::PRN,ам,тер
771,er::PRN,гьа,тер
772,wir::PRN,чун,мадн
773,ihr::PRN,куьн,та
774,sie::PRN,абур,тедн
775,was::FPRN,вуч,юн
776,wer::FPRN,вуж,кен
777,wo::FADV,гьина,хама
778,wohin::FADV,гьиниз,хамаран
779,wie::FADV,гьикӏ,яһҗ
780,wie::FADV,гьикӏ,яһад
781,warum::FADV,вучиз,юңгад
782,wieviel::FNUM,шумуд,кедү
783,eins::NUM,са,негн
784,zwei::NUM,кьвед,хойр
785,drei::NUM,пуд,һурвн
786,vier::NUM,кьуд,дөрвн
787,fünf::NUM,вад,тавн
788,sechs::NUM,ругуд,зурһан
789,sieben::NUM,ирид,долан
790,acht::NUM,муьжуьд,нәәмн
791,neun::NUM,кӏуьд,йисн
792,zehn::NUM,цӏуд,арвн
793,elf::NUM,цӏусад,арвн негн
794,zwölf::NUM,цӏикьвед,арвн хойр
795,zwanzig::NUM,къад,хөрн
796,dreißig::NUM,къанницӏуд,һучн
797,vierzig::NUM,яхцӏур,дөчн
798,fünfzig::NUM,яхцӏурни цӏуд,тәвн
799,sechzig::NUM,пудкъад,җирн
800,siebzig::NUM,пудкъанни цӏуд,далн
801,achtzig::NUM,кьудкъад,найн
802,neunzig::NUM,кьудкъанни цӏуд,йирн
803,hundert::NUM,виш,зун
804,tausend::NUM,агъзур,миңһн
805,und::CNJ,ва,болн
806,oder::CNJ,я,эс гиҗ
807,oder::CNJ,я,эс гихлә
808,stehen::V,акъвазун,зогсх
809,sitzen::V,ацукьун,суух
810,liegen::V,къаткун,кевтх
811,hängen::V,куьрс хьун,өлгәтә бәәх
812,werden::V,хьун,болх
813,passieren::V,хьун,болх
814,beginnen::V,башламиш хьун,эклх
815,enden::V,куьтягь хьун,төгсх
816,wechseln::V,дегиш хьун,хүврх
817,aufgehen[Sonne]::V,экъечӏун,һарх
818,untergehen[Sonne]::V,акӏун,орх
819,untergehen[Sonne]::V,акӏун,сүүрлх
820,scheinen[Sonne]::V,ишигь гун,герлтх
821,donnern::V,къукърумар авун,күрҗңнх
822,strömen::V,авахьун,һооҗх
823,fließen::V,авахьун,урсх
824,sich drehen::V,элкъуьн,эргх
825,schwanken::V,юзун,дәәвлх
826,schwingen::V,галтад хьун,нәәхлх
827,fallen::V,аватун,унх
828,fallen::V,аватун,киисх
829,brennen::V,кун,шатх
830,brennen::V,ккун,шатх
831,regnen::V,къун,орх
832,gefrieren::V,муркӏади кьун,мөстх
833,tauen::V,цӏурун,хәәлх
834,schmelzen::V,цӏурун,хәәлх
835,schmelzen::V,цӏурун,хәәлгдх
836,trocknen::V,кьурун,эврх
837,sieden::V,ругун,буслх
838,faulen::V,кутӏун,үмкәрх
839,verfaulen::V,чуьруьтмиш хьун,илҗрх
840,verfaulen::V,кутӏун,илҗрх
841,reißen::V,атӏун,тасрх
842,reißen::V,къазунун,тасрх
843,versinken::V,батмиш хьун,чивх
844,vergehen::V,алатун,болх
845,erscheinen::V,майдандиз акъатун,һарх
846,verschwinden::V,квахьун,уга болх
847,sinken::V,элекьун,татгдх
848,abnehmen::V,тӏимил хьун,хасгдх
849,abnehmen::V,гъвечӏи хьун,хасгдх
850,zunehmen::V,артух хьун,өсх
851,steigen::V,хкаж хьун,немх
852,wachsen::V,экъечӏун,өсх
853,wachsen::V,экъечӏун,урһх
854,glänzen::V,цӏарцӏар гун,гилвкх
855,funkeln::V,нур гун,цәклх
856,lärmen::V,ван авун,шууглдх
857,läuten::V,зенг ягъун,хоңх
858,klingeln::V,зенг ягъун,җиңнулх
859,klirren::V,зигринг авун,җиңнх
860,brausen::V,къати хьун,догшрхх
861,rauschen::V,вишриш авун,сарҗңнх
862,klingen::V,ван авун,ә һарх
863,bellen::V,элуькьун,хуцх
864,heulen::V,къув ягъун,уульх
865,blasen::V,уф гун,үләх
866,pfeifen::V,уьфт ягъун,ишкрх
867,schreien::V,гьараюн,хәәкрх
868,stöhnen::V,суза авун,түңшх
869,zittern::V,зурзун,дагҗннх
870,leben::V,яшамиш хьун,бәәх
871,geboren werden::V,хьун,төрх
872,atmen::V,нефес чӏугун,әмсхлх
873,trinken::V,хъун,уух
874,essen::V,тӏуьн,идх
875,schlucken::V,туькьуьнун,зальгх
876,müde werden::V,галатун,көшх
877,müde werden::V,юргъун хьун,көшх
878,einschlafen::V,ксун,унтх
879,schlafen::V,ксун,нөөрсх
880,aufwachen::V,ахварай аватун,серх
881,aufstehen::V,къарагъун,босх
882,sich erholen::V,ял ягъун,амрх
883,krank werden::V,кефсуз хьун,гемтх
884,krank sein::V,тӏа хьун,шалтглх
885,schmerzen::V,тӏа хьун,өвдх
886,husten::V,уьгьуь ягъун,ханях
887,genesen::V,сагъ хъхьун,эдгх
888,sterben::V,кьин,үкх
889,sterben::V,кьин,өңгрх
890,umkommen::V,терг хьун,үкх
891,sich bewegen::V,юзун,көдлх
892,sich bewegen::V,юзун,көндрх
893,sich rühren::V,юзун,көндрх
894,sich erheben::V,къарагъун,босх
895,sich setzen::V,ацукьун,суух
896,hinfallen::V,алукьун,унх
897,hinfallen::V,алукьун,киисх
898,laufen::V,къекъуьн,йовх
899,schreiten::V,ккамар къачун,алхх
900,spazierengehen::V,сейр авун,сергҗ йовх
901,eilen::V,тади авун,шулудх
902,sich beeilen::V,гьерекатун,адһх
903,sich beeilen::V,гьерекатун,шамдх
904,sausen::V,чкурун,хурдлх
905,sausen::V,чкурун,йир_хурдар_гүүх
906,sausen::V,чкурун,йир_хурдар_йовх
907,rennen::V,катун,гүүх
908,rennen::V,зверун,гүүх
909,springen::V,хкадарун,һәрәдх
910,klettern::V,акьахун,давшх
911,kriechen::V,капаралди фин,мөлкх
912,schwimmen::V,сирнав авун,усчх
913,tauchen::V,кьилихъди циз вегьин,булхх
914,rudern::V,кьусуйралди лодка гьалун,хәәвдх
915,rudern::V,цуьруьгъуьлдалди кӏватӏун,хәәвдх
916,fahren::V,фин,йовх
917,fliegen::V,лув гун,нисх
918,fliegen::V,цавай фин,нисх
919,gehen::V,фин,йовх
920,weggehen::V,хъфин,йовх
921,weggehen::V,хъфин,одх
922,weggehen::V,хъфин,һарх
923,weggehen::V,хъфин,мөрлх
924,abfahren::V,фин,мордх
925,abfahren::V,рекье гьатун,мордх
926,anhalten::V,акъвазун,зогсх
927,hineingehen::V,гьахьун,орх
928,eintreten::V,гьахьун,орх
929,kommen::V,атун,ирх
930,ankommen::V,атун,ирх
931,zurückkommen::V,хтун,орх
932,bleiben::V,амукьун,бәәх
933,warten::V,гуьзлемишун,күләх
934,erwarten::V,вил алаз акъвазун,күләх
935,suchen::V,къекъуьн,хәәх
936,finden::V,жугъун,олх
937,versuchen::V,алахъун,седх
938,vorbereiten::V,гьазурун,белдх
939,lieben::V,кӏан хьун,дурлх
940,mögen::V,рикӏ ацукьун,таассгдх
941,lachen::V,хъуьруьн,инәх
942,weinen::V,шехьун,уульх
943,schimpfen::V,сеперар гун,харах
944,schimpfen::V,экъуьгъунар авун,харах
945,sich ärgern::V,хъел акатун,уурлх
946,sich fürchten::V,кичӏе хьун,әәх
947,fürchten::V,къурхутмиш хьун,әәх
948,fürchten::V,къурхутмиш хьун,сүрдх
949,fliehen::V,катун,зулх
950,flüchten::V,катун,орһх
951,flüchten::V,катун,зулх
952,sehen::V,акун,үзх
953,anschauen::V,вил вегьин,харх
954,ansehen::V,килигун,хәләх
955,ansehen::V,килигун,үзх
956,hören::V,ван хьун,соңсх
957,zuhören::V,яб гун,соңсх
958,probieren::V,дад акун,амсх
959,riechen::V,ни чӏугун,үнрчлх
960,fühlen::V,гьисс авун,медх
961,frieren::V,кьун,даарх
962,frieren::V,мекьи хьун,даарх
963,tun::V,авун,кех
964,können::V,хьун,чадх
965,können::V,акъакьун,чадх
966,wollen::V,кӏан хьун,дурлх
967,anfangen::V,башламишун,эклх
968,beenden::V,куьтягьун,дуусх
969,aufhören::V,акъвазун,уурх
970,gelingen::V,арадал атун,бүтх
971,gelingen::V,арадал атун,күцәх
972,geraten::V,акъатун,болх
973,öffnen::V,ахъаюн,секх
974,schließen::V,акьалун,хаах
975,stellen::V,эцигун,тәвх
976,setzen::V,ацукьарун,суулһх
977,legen::V,эцигун,тәвх
978,berühren::V,хкӏурун,көндәх
979,verbinden::V,гилигун,боох
980,bedecken::V,кӏевун,хучх
981,bedecken::V,кӏевун,бүркх
982,aufhängen::V,куьрсарун,өлгх
983,anzünden::V,куькӏуьрун,асах
984,anzünden::V,куькӏуьрун,шатах
985,aufheben::V,хкажун,өөдән өргх
986,zurücklassen::V,тун,үлдәх
987,verlieren::V,квадарун,геех
988,fallen lassen::V,авадрун,алдх
989,machen::V,авун,кех
990,machen::V,кар авун,кех
991,herstellen::V,расун,кех
992,bauen::V,туькӏуьрун,тосхх
993,reparieren::V,расун,ясх
994,verbessern::V,хъсанрун,сәәрүлх
995,ändern::V,табдил авун,хүврәх
996,graben::V,эгъуьнун,малтх
997,beugen::V,акӏажарун,нуһлх
998,beugen::V,кангур авун,нуһлх
999,biegen::V,патахъарун,матилһх
1000,drehen::V,алчударун,эргүлх
1001,umdrehen::V,элкъуьрун,эргүлх
1002,heben::V,хкажун,өргх
1003,heben::V,хкажун,деер өргх
1004,hochheben::V,хкажун,өргх
1005,ergreifen::V,агалчна кьун,бәрх
1006,halten::V,кьун,бәрх
1007,drücken::V,чуькьуьн,шахх
1008,schieben::V,хуртӏ гун,түлкх
1009,kratzen::V,къадгъунун,мааҗх
1010,lecken::V,мез гун,долах
1011,beißen::V,кӏасун,хазх
1012,abreißen::V,галудун,таслх
1013,abschneiden::V,атӏун,тәәрх
1014,stecken::V,сухун,шаах
1015,stecken::V,сухун,хатхх
1016,brechen::V,хун,хамхлх
1017,brechen::V,кукӏварун,хамхлх
1018,klopfen::V,тахъ-тахъ авун,цокх
1019,hauen::V,ягъун,цокх
1020,kleben::V,алкӏурун,наах
1021,kleben::V,кукӏурун,наах
1022,reiben::V,тӏушунун,зүлгх
1023,streichen::V,алтадун,наах
1024,streichen::V,алтадун,лашх
1025,streichen::V,алтадун,түркх
1026,schleifen::V,кӏвенкӏв авун,хурцлх
1027,schneiden::V,атӏун,хәәчлх
1028,rütteln::V,къарсурун,дәәвлүлх
1029,schütteln::V,къарсурун,сегсрх
1030,schwenken::V,элягъун,дайлх
1031,schwenken::V,галтадун,дайлх
1032,schütten::V,цун,кех
1033,füllen::V,ацӏурун,дүүргх
1034,einwickeln::V,кутун,орах
1035,einwickeln::V,элкъуьрун,орах
1036,tragen::V,тухун,зөөх
1037,schleppen::V,галчӏурун,чирх
1038,ziehen::V,ялун,татх
1039,ziehen::V,чӏугун,татх
1040,aufbewahren::V,хуьн,хадһлх
1041,werfen::V,гадрун,хайх
1042,fangen::V,кьун,бәрх
1043,fangen::V,кьун,хавлх
1044,packen::V,кьун,бәрх
1045,verstecken::V,кӏевун,дүрх
1046,verstecken::V,кӏевун,бултулх
1047,teilen::V,паюн,хувах
1048,schicken::V,ракъурун,илгәх
1049,bringen::V,гъун,авч ирх
1050,hinzufügen::V,алава авун,немх
1051,bekommen::V,къачун,авх
1052,bekommen::V,жугъурун,авх
1053,erhalten::V,къачун,авх 
1054,nehmen::V,къачун,авх
1055,wählen::V,хкягъун,шүүх
1056,auswählen::V,хкягъун,шүүх
1057,bewahren::V,хуьн,хадһлх
1058,bewahren::V,хуьн,кевтнь үлдәх
1059,bewahren::V,хуьн,кевтнь бәәлһх
1060,behindern::V,манийвал авун,харшлх
1061,verderben::V,чӏурун,үрәх
1062,beschädigen::V,нукьсанвал гун,эвдх
1063,zerbrechen::V,хун,күүлх
1064,zerbrechen::V,хун,хамхлх
1065,zerreißen::V,къазунун,шуучх
1066,zerstören::V,чӏурун,эвдх
1067,zerstören::V,барбатӏун,эвдх
1068,verbrennen::V,ккун,шатах
1069,geben::V,гун,өгх
1070,reichen::V,вугун,өгх
1071,reichen::V,гун,өгх
1072,schenken::V,пишкеш авун,белглх
1073,versprechen::V,гаф гун,амлх
1074,wünschen::V,дуьа авун,сә хәәх
1075,loben::V,тариф авун,магтх
1076,küssen::V,темен гун,үмсх
1077,wiegen::V,эчӏягъун,саатулх
1078,zudecken::V,гьалдун,бүркх
1079,wecken::V,ахварай авудун,серүлх
1080,zeigen::V,къалурун,үзүлх
1081,führen::V,тухун,көтлх
1082,lehren::V,кӏелиз тун,заах
1083,lehren::V,кӏелиз тун,сурһх
1084,unterrichten::V,тарс гун,сурһх
1085,unterrichten::V,тарс гун,багшлх
1086,aufziehen::V,тербия гун,өскәх
1087,aufziehen::V,тербияламишун,өскәх
1088,leiten::V,идара авун,һардх
1089,leiten::V,идара авун,толһалх
1090,antreiben::V,тади кутун,шамдах
1091,einladen::V,теклиф авун,үрх
1092,vereinigen::V,сад авун,хамцулх
1093,besuchen::V,кьилив атун,одх
1094,treffen::V,гьалтун,харһх
1095,sich versammeln::V,алтӏушун,цуглрх
1096,sich versammeln::V,алтӏушун,хурх
1097,spielen::V,къугъун,наадх
1098,singen::V,лугьун,дуулх
1099,singen::V,мани лугьун,дуулх
1100,tanzen::V,кьуьл авун,биилх
1101,sich trennen::V,къакъатун,хаһцх
1102,verlassen::V,гъил къачун,хайх
1103,retten::V,къутармишун,әм аврх
1104,retten::V,къутармишун,әәмшгәс харсх
1105,bewachen::V,хуьн,харх
1106,bewachen::V,хуьн,манх
1107,schützen::V,хуьн,харсх
1108,verteidigen::V,хуьн,харсх
1109,sich schlagen::V,кукӏун,гүвдлдх
1110,schießen::V,акъатун,хах
1111,siegen::V,гъалиб хьун,диилх
1112,ärgern::V,хъел гъун,уурлулх
1113,ärgern::V,хъел кутун,уурлулх
1114,schlagen::V,ягъун,цокх
1115,schlagen::V,ягъун,гүвдх
1116,schlagen::V,галукьарун,цокх
1117,schlagen::V,галукьарун,гүвдх
1118,treten::V,кьуьл къекъягъун,
1119,treten::V,кьуьл эцягъун,
1120,stechen::V,акьадарун,хатхх
1121,stoßen::V,эцягъун,түлкчкх
1122,stehlen::V,чуьнуьхун,хулхалх
1123,stören::V,хкуьрун,һә болх
1124,belästigen::V,хкуьрун,амр эс өгх
1125,belästigen::V,азият гун,амр эс өгх
1126,verbergen::V,далдаламишун,нуух
1127,verbergen::V,далдаламишун,бултулх
1128,täuschen::V,алцурарун,меклх
1129,täuschen::V,алцуррун,меклх
1130,betrügen::V,алцурарун,меклх
1131,betrügen::V,алцурарун,мек һарһх
1132,betrügen::V,гьарамзадавал авун,меклх
1133,betrügen::V,гьарамзадавал авун,мек һарһх
1134,töten::V,яна кьин,алх
1135,wohnen::V,дуланмиш хьун,бәәх
1136,arbeiten::V,кӏвалахун,көдлх
1137,arbeiten::V,кӏвалах авун,көдлх
1138,sammeln::V,кӏватӏун,түүх
1139,pflücken::V,атӏун,түүх
1140,pflücken::V,атӏун,хурах
1141,jagen::V,гъуьрч авун,аңнх
1142,jagen::V,гъуьрч авун,аңһучлх
1143,fischen::V,гъетер кьун,заһс аңнх
1144,fassen::V,кьун,бәрх
1145,hüten::V,чӏура хуьн,хәрүлх
1146,treiben::V,гьалун,туух
1147,anbinden::V,акалун,уйх
1148,füttern::V,ем гун,теҗәх
1149,melken::V,ацун,саах
1150,hacken::V,куьткуьнун,чавчх
1151,gießen::V,яд гун,услх
1152,reifen::V,чурун,болх
1153,reifen::V,чурун,болвсрх
1154,reifen::V,агакьун,болх
1155,reifen::V,агакьун,болвсрх
1156,zubereiten::V,гьазурун,белдх
1157,kochen::V,ругун,чанх
1158,kochen::V,ругун,болһх
1159,backen::V,чурун,болһх
1160,braten::V,чурун,хуурх
1161,umrühren::V,какадарун,самрх
1162,stricken::V,хурун,өлгх
1163,nähen::V,цун,уйх
1164,färben::V,шир ягъун,будх
1165,reinigen::V,михьун,цеврлх
1166,waschen::V,чуьхуьн,уһах
1167,abwischen::V,гуьцӏун,арчх
1168,spülen::V,экъуьрун,зәәлх
1169,fegen::V,шуткун,сәвүрдх
1170,kehren::V,кул алтадун,сәвүрдх
1171,baden::V,эхъуьн,өөмх
1172,sich waschen::V,жендек чуьхуьн,уһах
1173,sich waschen::V,жендек чуьхуьн,бийән уһаҗ
1174,ausziehen::V,хутӏунун,тәәлх
1175,ausziehen::V,галудун,тәәлх
1176,anziehen::V,алукӏун,өмсх
1177,sich anziehen::V,алукӏун,хувцлх
1178,sich anziehen::V,парталар алукӏун,хувцлх
1179,kämmen::V,эвягъун,самлх
1180,schmücken::V,безетмишун,чимх
1181,schmücken::V,безетмишун,кеерүлх
1182,schmücken::V,гуьрчегарун,чимх
1183,schmücken::V,гуьрчегарун,кеерүлх
1184,sagen::V,лугьун,келх
1185,sprechen::V,рахун,келх
1186,reden::V,рахун,күүндх
1187,reden::V,рахун,күр_кех
1188,sich unterhalten::V,ихтилат авун,күүндх
1189,fragen::V,жузун,сурх
1190,bitten::V,тӏалабун,эрх
1191,erzählen::V,ахъаюн,келх
1192,erzählen::V,ахъаюн,келҗ өгх
1193,mitteilen::V,хабар гун,медүлх
1194,nennen::V,тӏвар гун,нерәдх
1195,nennen::V,тӏвар гун,нер өгх
1196,rufen::V,эверун,дуудх
1197,prahlen::V,яцӏу гафар авун,көөрх
1198,übersetzen::V,таржума авун,орчулх
1199,übersetzen::V,гафладун,орчулх
1200,denken::V,фикир авун,санх
1201,glauben::V,агъун,шүтх
1202,glauben::V,агъун,нәәлх
1203,bemerken::V,фикир гун,темдглх
1204,begreifen::V,гъавурда акьун,медх
1205,lernen::V,кӏелун,сурх
1206,wissen::V,чир хьун,медх
1207,wissen::V,чирхьун,медх
1208,sich erinnern an::V,рикӏел хуьн,санх
1209,vergessen::V,рикӏелай фин,мартх
1210,vergessen::V,рикӏелай алатун,мартх
1211,messen::V,алцумун,кемҗәлх
1212,zählen::V,гьисабун,тоолх
1213,rechnen::V,гьисабун,тоолх
1214,lesen::V,кӏелун,умшх
1215,malen::V,кхьин,зурх
1216,malen::V,шикилар чӏугун,зурх
1217,zeichnen::V,чӏугун,зурх
1218,schreiben::V,кхьин,бичх
1219,besitzen::V,иеси хьун,эзлх
1220,kaufen::V,къачун,хулдҗ авх
1221,kaufen::V,маса къачун,хулдҗ авх
1222,verkaufen::V,гун,хулдх
1223,verkaufen::V,гун,гүүлгх
1224,verkaufen::V,маса гун,хулдх
1225,verkaufen::V,маса гун,гүүлгх
1226,bezahlen::V,къимет гун,өгх
1227,bezahlen::V,эвезда авун,өгх
1228,bezahlen::V,гьакъи агакьрун,өгх
1229,zahlen::V,къимет гун,өгх
1230,zahlen::V,эвезда авун,өгх
1231,zahlen::V,гьакъи агакьрун,өгх
1232,beherrschen::V,иеси хьун,эзлх
1233,ertragen::V,таб гун,даах
1234,Oberschenkel::N,,һуй
1235,Strömung::N,,урсхл
1236,Moor::N,,улм
1237,Gedächtnis::N,,чееҗин тодлвр
1238,Ski::N,,лыҗ
1239,Platte::N,,хавтха чолун
1240,Leine::N,,бурнтг
1241,Leine::N,,нохан көтлвр
1242,Geschäft::N,,көдлмш
1243,dick[Gegenstand]::A,,зузан
1244,auf einmal::ADV,,нег дәкҗ
1245,zurück::ADV,,хәрү
1246,wieder::ADV,,бас
1247,wehen::V,,сальклх
1248,rauchen::V,,ута һарһх
1249,schaukeln::V,,дүүдңндх
1250,rühren::V,,уйрах
1251,scheinen::V,,болҗ медгдх
1252,scheinen::V,,миниһәр болхла
1253,scheinen::V,,болад бәәх
1254,zu sehen sein::V,,үзгдх
1255,vernehmen::V,,соңсх
1256,wenden::V,,көмрх
1257,wenden::V,,эргүлх
1258,binden::V,,боох
1259,lassen::V,,күч үзүлх
1260,erkennen::V,,таньх
1261,erkennen::V,,медх
1262,verstehen::V,,соңсх
