,Concept_ID,eu,fi
162,Rinde::N,azal,kuori
163,Rinde::N,azal,parkki
164,Ast::N,adar,oksa
165,Zweig::N,abar,haara
166,Blatt::N,hosto,lehti
167,Birke::N,urki,koivu
168,Kiefer[Baum]::N,ler,mänty
169,Kiefer[Baum]::N,ler,petäjä
170,Weide[Baum]::N,zume,paju
171,Weide[Baum]::N,sahats,paju
172,Tanne::N,izei,kuusi
173,Horn::N,adar,sarvi
174,Feder::N,luma,sulka
175,Feder::N,luma,höyhen
176,Feder::N,hegaki,sulka
177,Feder::N,hegaki,höyhen
178,Fell::N,ile,talja
179,Fell::N,larru,talja
180,Flügel::N,hego,siipi
181,Klaue::N,atzapar,kynsi
182,Kralle::N,erpe,kynsi
183,Kralle::N,atzapar,kynsi
184,Schwanz::N,isats,häntä
185,Schwanz::N,isats,pyrstö
186,Schwanz::N,buztan,häntä
187,Schwanz::N,buztan,pyrstö
188,Ei::N,arrautza,muna
189,Nest::N,habia,pesä
190,Bau::N,ohantze,pesä
191,Tier::N,abere,eläin
192,Tier::N,piztia,eläin
193,Herde::N,saldo,lauma
194,Herde::N,abere talde,lauma
195,Kuh::N,behi,lehmä
196,Bulle::N,zezen,sonni
197,Pferd::N,zaldi,hevonen
198,Schaf::N,ardi,lammas
199,Schwein::N,urde,sika
200,Schwein::N,txerri,sika
201,Hund::N,txakur,koira
202,Katze::N,katu,kissa
203,Bär::N,hartz,karhu
204,Eichhörnchen::N,urtxintxa,orava
205,Elch::N,altze,hirvi
206,Fuchs::N,azeri,kettu
207,Hase::N,erbi,jänis
208,Maus::N,sagu,hiiri
209,Wolf::N,otso,susi
210,Vogel::N,txori,lintu
211,Vogel::N,hegazti,lintu
212,Schwarm::N,aldra,parvi
213,Huhn::N,oilo,kana
214,Hahn::N,oilar,kukko
215,Gans::N,antzara,hanhi
216,Adler::N,arrano,kotka
217,Ente::N,ahate,ankka
218,Eule::N,hontza,pöllö
219,Kranich::N,kurrilo,kurki
220,Krähe::N,bele,varis
221,Kuckuck::N,kuku,käki
222,Schwan::N,beltxarga,joutsen
223,Fisch::N,arrain,kala
224,Barsch::N,perka,ahven
225,Hecht::N,lutxo,hauki
226,Schlange[Tier]::N,suge,käärme
227,Wurm::N,har,mato
228,Spinne::N,armiarma,hämähäkki
229,Ameise::N,inurri,muurahainen
230,Laus::N,zorri,täi
231,Mücke::N,eltxo,sääski
232,Mücke::N,eltxo,hyttynen
233,Fliege::N,euli,kärpänen
234,Schmetterling::N,pinpirin,perhonen
235,Schmetterling::N,tximeleta,perhonen
236,Beere::N,baia,marja
237,Apfel::N,sagar,omena
238,Pilz::N,onddo,sieni
239,Pilz::N,perretxiko,sieni
240,Zwiebel::N,tipula,sipuli
241,Saat::N,haziak,siemenet
242,Korn::N,ale,jyvä
243,Korn::N,ale,vilja
244,Korn::N,pikor,jyvä
245,Korn::N,pikor,vilja
246,Heu::N,belar ondu,heinä
247,Schale::N,azal,kuori
248,Grube::N,hobi,kuoppa
249,Falle::N,harrapagailu,loukku
250,Schlinge::N,bilur,ansa
251,Schlinge::N,xedera,ansa
252,Spur::N,lorratz,jälki
253,Asche::N,errauts,tuhka
254,Dreck::N,satsukeria,lika
255,Eisen::N,burdina,rauta
256,Gold::N,urre,kulta
257,Gold::N,urregorri,kulta
258,Silber::N,zilar,hopea
259,Silber::N,urrezuri,hopea
260,Kohle::N,ikatz,hiili
261,Glas::N,beira,lasi
262,Lehm::N,buztin,savi
263,Sand::N,harea,hiekka
264,Sand::N,hondar,hiekka
265,Mensch::N,gizaki,ihminen
266,Mann::N,gizon,mies
267,Frau::N,andere,nainen
268,Frau::N,emakume,nainen
269,Kind::N,haur,lapsi
270,Junge::N,mutil,poika
271,Mädchen::N,neska,tyttö
272,Familie::N,sendi,perhe
273,Familie::N,familia,perhe
274,Großvater::N,aitona,isoisä
275,Großvater::N,aitatxi,isoisä
276,Großmutter::N,amona,isoäiti
277,Großmutter::N,amatxi,isoäiti
278,Eltern::N,gurasoak,vanhemmat
279,Vater::N,aita,isä
280,Mutter::N,ama,äiti
281,Sohn::N,seme,poika
282,Tochter::N,alaba,tytär
283,Bruder::N,neba,veli
284,Bruder::N,anaia,veli
285,Schwester::N,ahizpa,sisko
286,Onkel::N,osaba,eno
287,Onkel::N,osaba,setä
288,Tante::N,izeba,täti
289,Ehemann::N,senar,mies
290,Ehemann::N,senar,aviomies
291,Ehefrau::N,emazte,vaimo
292,Ehefrau::N,emazte,aviovaimo
293,Freude::N,poz,ilo
294,Freude::N,poz,riemu
295,Freude::N,pozkari,ilo
296,Freude::N,pozkari,riemu
297,Gelächter::N,barre,nauru
298,Gelächter::N,karkara,nauru
299,Glück::N,zori,onni
300,Kummer::N,xangrin,suru
301,Kummer::N,xangrin,murhe
302,Kummer::N,atsekabe,suru
303,Kummer::N,atsekabe,murhe
304,Wunsch::N,nahi,toive
305,Wunsch::N,nahi,toivomus
306,Wunsch::N,nahikunde,toive
307,Wunsch::N,nahikunde,toivomus
308,Lust::N,gogo,himo
309,Geist::N,gogo,henki
310,Gedanke::N,gogoeta,aate
311,Gedanke::N,gogoeta,ajatus
312,Gedächtnis::N,oroimen,muisti
313,Gedächtnis::N,gogoramen,muisti
314,Verstand::N,adimen,äly
315,Verstand::N,adimen,järki
316,Verstand::N,adimen,ymmärrys
317,Verstand::N,ulermen,äly
318,Verstand::N,ulermen,järki
319,Verstand::N,ulermen,ymmärrys
320,Sinn::N,zentzu,merkitys
321,Grund::N,zergati,syy
322,Grund::N,zergati,peruste
323,Wahrheit::N,egia,tosi
324,Wahrheit::N,egia,totuus
325,Gespräch::N,hizketa,puhelu
326,Gespräch::N,hizketa,keskustelu
327,Gespräch::N,elkarrizketa,puhelu
328,Gespräch::N,elkarrizketa,keskustelu
329,Märchen::N,ipuin,satu
330,Erzählung::N,edesti,tarina
331,Erzählung::N,edesti,kertomus
332,Erzählung::N,kontakizun,tarina
333,Erzählung::N,kontakizun,kertomus
334,Nachricht::N,albiste,tieto
335,Nachricht::N,albiste,ilmoitus
336,Neuigkeit::N,berri,uutinen
337,Name::N,izen,nimi
338,Rätsel::N,asmakizun,arvoitus
339,Rede::N,hitzaldi,puhe
340,Rede::N,mintzaldi,puhe
341,Sprache::N,hizkuntza,kieli
342,Stimme::N,ahots,ääni
343,Wort::N,hitz,sana
344,Zeichen::N,agerbide,merkki
345,Zeichen::N,agergarri,merkki
346,Ruf::N,dei,kutsu
347,Lärm::N,zarata,melu
348,Lärm::N,zarata,hälinä
349,Lärm::N,harrabots,melu
350,Lärm::N,harrabots,hälinä
351,Laut::N,hots,ääni
352,Ton::N,tonu,sävel
353,Ton::N,soinu,sävel
354,Lied::N,abesti,laulu
355,Ruhe::N,nasaitasun,lepo
356,Ruhe::N,nasaitasun,rauha
357,Leute::N,jende,väki
358,Leute::N,jende,ihmiset
359,Volk::N,herri,kansa
360,Volk::N,populu,kansa
361,Arbeit::N,lan,työ
362,Gast::N,arrotz,vieras
363,Gast::N,apopilo,vieras
364,Geschenk::N,opari,lahja
365,Spiel::N,jolas,peli
366,Spiel::N,jolas,leikki
367,Gesellschaft::N,gizarte,seura
368,Hilfe::N,helpide,apu
369,Hilfe::N,laguntza,apu
370,Freund::N,lagun,ystävä
371,Kamerad::N,adiskide,toveri
372,Kamerad::N,lagunkide,toveri
373,Angelegenheit::N,afera,asia
374,Anzahl::N,kopuru,lukumäärä
375,Art::N,mota,laji
376,Stück::N,puska,pala
377,Stück::N,puska,kappale
378,Teil::N,atal,osa
379,Hälfte::N,erdi,puoli
380,Kreis::N,biribilki,ympyrä
381,Kreuz::N,gurutze,risti
382,Linie::N,linea,viiva
383,Strich::N,marra,piirto
384,Abstand::N,tarte,väli
385,Abstand::N,tarte,väljyys
386,Entfernung::N,urrunera,etäisyys
387,Gegend::N,alderdi,seutu
388,Gegend::N,eskualde,seutu
389,Platz::N,leku,tila
390,Ort::N,toki,kohta
391,Ort::N,toki,paikka
392,Seite::N,albo,sivu
393,Seite::N,albo,kylki
394,Mitte::N,erdi,keskus
395,Mitte::N,erdi,puoliväli
396,Gegenstand::N,gauzaki,kalu
397,Gegenstand::N,gauzaki,esine
398,Sache::N,gauza,asia
399,Rand::N,ertz,ääri
400,Rand::N,ertz,syrjä
401,Kante::N,ertz,särmä
402,Ecke::N,kantoi,nurkka
403,Spitze::N,punta,terä
404,Spitze::N,punta,kärki
405,Ende::N,buru,pää
406,Ende::N,buru,perä
407,Ende::N,mutur,pää
408,Ende::N,mutur,perä
409,Loch::N,zulo,kolo
410,Loch::N,zulo,reikä
411,Winkel::N,zoko,kulma
412,Winkel::N,bazter,kulma
413,Muster::N,eredu,kuvio
414,Muster::N,marrazki,kuvio
415,Größe::N,kaizu,koko
416,Größe::N,kaizu,suuruus
417,Größe::N,tamaina,koko
418,Größe::N,tamaina,suuruus
419,Länge::N,luzera,pituus
420,Höhe::N,goiera,korkeus
421,Höhe::N,garaiera,korkeus
422,Gewicht::N,hazta,paino
423,Menge::N,kopuru,määrä
424,Haufen::N,pila,kasa
425,Haufen::N,mendoi,kasa
426,Reihe::N,ilara,rivi
427,Reihe::N,errenkada,rivi
428,Boot::N,potin,vene
429,Boot::N,txalupa,vene
430,Ruder::N,arraun,airo
431,Schlitten::N,lera,reki
432,Schlitten::N,lera,kelkka
433,Schlitten::N,narra,reki
434,Schlitten::N,narra,kelkka
435,Ski::N,eski,suksi
436,Lagerfeuer::N,su,nuotio
437,Last::N,zama,kuorma
438,Last::N,karga,kuorma
439,Gang::N,ibilera,kulku
440,Gang::N,ibilera,käynti
441,Schritt::N,pauso,askel
442,Schritt::N,urrats,askel
443,Norden::N,ipar,pohjoinen
444,Norden::N,iparralde,pohjoinen
445,Süden::N,hego,etelä
446,Süden::N,hegoalde,etelä
447,Westen::N,sartalde,länsi
448,Westen::N,mendebalde,länsi
449,Osten::N,ekialde,itä
450,Osten::N,sortalde,itä
451,Holz::N,zur,puu
452,Brett::N,ohol,lauta
453,Platte::N,lauza,levy
454,Stütze::N,irozgarri,noja
455,Stütze::N,bermagailu,noja
456,Stange::N,haga,tanko
457,Stock::N,makila,keppi
458,Stab::N,makila,sauva
459,Stab::N,makila,seiväs
460,Rohr::N,hodi,putki
461,Haus::N,etxe,talo
462,Heim::N,etxe,koti
463,Heim::N,etxaleku,koti
464,Ofen::N,berogailu,uuni
465,Fußboden::N,zoru,lattia
466,Tisch::N,mahai,pöytä
467,Stuhl::N,aulki,tuoli
468,Wiege::N,kuma,kehto
469,Wiege::N,sehaska,kehto
470,Bett::N,ohe,sänky
471,Bett::N,ohatze,sänky
472,Regal::N,apalategi,hylly
473,Kiste::N,kutxa,arkku
474,Kiste::N,kutxa,kirstu
475,Kiste::N,kutxa,laatikko
476,Fenster::N,leiho,ikkuna
477,Tür::N,ate,ovi
478,Tor::N,atari,portti
479,Zaun::N,hesi,aita
480,Dach::N,teilatu,katto
481,Leiter::N,zurubi,tikkaat
482,Leiter::N,zurubi,tikapuut
483,Besen::N,erratz,luuta
484,Spaten::N,burdinpala,lapio
485,Schaufel::N,pala,lapio
486,Gabel::N,sardexka,haarukka
487,Löffel::N,koilara,lusikka
488,Messer::N,aizto,veitsi
489,Nagel::N,iltze,naula
490,Netz::N,sare,verkko
491,Haken::N,mako,haka
492,Haken::N,mako,koukku
493,Griff::N,eskutoki,ripa
494,Griff::N,eskutoki,kahva
495,Schloss::N,sarraila,lukko
496,Bild::N,irudi,kuva
497,Figur::N,figura,kuvio
498,Puppe::N,panpina,nukke
499,Puppe::N,andrakila,nukke
500,Beutel::N,zorro,pussi
501,Bündel::N,azao,nippu
502,Bündel::N,azao,kimppu
503,Bündel::N,espal,nippu
504,Bündel::N,espal,kimppu
505,Tasche::N,poltsa,laukku
506,Eimer::N,treska,sanko
507,Eimer::N,treska,ämpäri
508,Deckel::N,tapa,kansi
509,Deckel::N,estalki,kansi
510,Geschirr::N,baxera,astia
511,Geschirr::N,ontziteria,astia
512,Sack::N,zaku,säkki
513,Tasse::N,kikara,kuppi
514,Topf::N,ontzi,pata
515,Topf::N,lapiko,pata
516,Kessel::N,pazia,kattila
517,Essen::N,janaldi,syönti
518,Nahrung::N,jan,ruoka
519,Nahrung::N,jan,ravinto
520,Speise::N,jaki,ruoka
521,Fleisch::N,okela,liha
522,Fleisch::N,haragi,liha
523,Getreide::N,labore,vilja
524,Brei::N,ahi,puuro
525,Brei::N,pure,puuro
526,Brot::N,ogi,leipä
527,Scheibe::N,xerra,viipale
528,Scheibe::N,pirripita,viipale
529,Fett::N,urin,rasva
530,Fett::N,koipe,rasva
531,Butter::N,gurin,voi
532,Öl::N,olio,öljy
533,Salz::N,gatz,suola
534,Suppe::N,zopa,keitto
535,Suppe::N,salda,keitto
536,Honig::N,ezti,hunaja
537,Milch::N,esne,maito
538,Tee::N,te,tee
539,Leder::N,larru,nahka
540,Wolle::N,artile,villa
541,Stoff::N,ehun,kangas
542,Nadel::N,orratz,neula
543,Nadel::N,jostorratz,neula
544,Faden::N,hari,lanka
545,Knopf::N,botoi,nappi
546,Knoten::N,korapilo,solmu
547,Farbe::N,pintura,maali
548,Kleidung::N,arropa,vaatteet
549,Kleidung::N,jantziak,vaatteet
550,Hemd::N,atorra,paita
551,Hemd::N,alkandora,paita
552,Kragen::N,idun,kaulus
553,Ärmel::N,mahuka,hiha
554,Hose::N,prakak,housut
555,Hose::N,galtzak,housut
556,Gürtel::N,gerriko,vyö
557,Mütze::N,txano,lakki
558,Mütze::N,txapel,lakki
559,Schuh::N,oski,kenkä
560,Schuh::N,oinetako,kenkä
561,Stiefel::N,bota,saapas
562,Ring::N,uztai,sormus
563,Band::N,zinta,nauha
564,Band::N,xingola,nauha
565,Kamm::N,orrazi,kampa
566,Spiegel::N,mirail,peili
567,Riemen::N,uhal,hihna
568,Schnur::N,lokailu,naru
569,Schnur::N,lokailu,nuora
570,Leine::N,lotura,talutushihna
571,Decke::N,burusi,peite
572,Kissen::N,kuxin,tyyny
573,Kissen::N,kuxin,pielus
574,Tuch::N,zapi,huivi
575,Tuch::N,oihal,huivi
576,Handtuch::N,eskuzapi,pyyheliina
577,Handtuch::N,eskuoihal,pyyheliina
578,Kraft::N,indar,väki
579,Kraft::N,indar,voima
580,Stärke::N,indar,vahvuus
581,Gesundheit::N,osasun,terveys
582,Krankheit::N,eritasun,tauti
583,Krankheit::N,eritasun,sairaus
584,Krankheit::N,gaixotasun,tauti
585,Krankheit::N,gaixotasun,sairaus
586,Schmerz::N,min,kipu
587,Schmerz::N,min,särky
588,Wunde::N,zauri,haava
589,Fieber::N,sukar,kuume
590,Arznei::N,osagai,lääke
591,Arznei::N,sendagai,lääke
592,Brücke::N,zubi,silta
593,Brunnen::N,putzu,kaivo
594,Weide::N,alha,laidun
595,Weide::N,bazkaleku,laidun
596,Pfad::N,zidor,polku
597,Pfad::N,bidexka,polku
598,Weg::N,bide,tie
599,Straße::N,errepide,katu
600,Dorf::N,herri,kylä
601,Stadt::N,hiri,kaupunki
602,Brief::N,gutun,kirje
603,Brief::N,eskutitz,kirje
604,Buch::N,liburu,kirja
605,Buchstabe::N,hizki,kirjain
606,Zeitung::N,egunkari,lehti
607,Zeitung::N,egunkari,sanomalehti
608,Leben::N,bizi,elo
609,Leben::N,bizi,elämä
610,Leben::N,bizitza,elo
611,Leben::N,bizitza,elämä
612,Tod::N,herio,kuolema
613,Tod::N,heriotza,kuolema
614,Grab::N,hobi,hauta
615,Grab::N,hilobi,hauta
616,Kirche::N,eliza,kirkko
617,Sünde::N,hoben,synti
618,Sünde::N,bekatu,synti
619,Gott::N,jainko,jumala
620,Arbeiter::N,langile,työläinen
621,Arbeiter::N,behargin,työläinen
622,Chef::N,nagusi,päällikkö
623,Meister::N,maisu,mestari
624,Arzt::N,osagile,lääkäri
625,Arzt::N,sendagile,lääkäri
626,Lehrer::N,irakasle,opettaja
627,Geld::N,diru,raha
628,Geschäft::N,negozio,liike
629,Laden::N,denda,puoti
630,Laden::N,denda,kauppa
631,Laden::N,saltegi,puoti
632,Laden::N,saltegi,kauppa
633,Preis::N,prezio,hinta
634,Preis::N,salneurri,hinta
635,Ware::N,salgai,tavara
636,Nutzen::N,onura,hyöty
637,Nutzen::N,probetxu,hyöty
638,Reichtum::N,aberastasun,rikkaus
639,Welt::N,ludi,maailma
640,Welt::N,mundu,maailma
641,Land::N,herrialde,maa
642,Staat::N,estatu,valtio
643,König::N,errege,kuningas
644,Macht::N,botere,mahti
645,Grenze::N,muga,raja
646,Krieg::N,guda,sota
647,Feind::N,etsai,vihollinen
648,Feind::N,arerio,vihollinen
649,Gewalt::N,bortxa,väkivalta
650,Gewalt::N,bortizkeria,väkivalta
651,Kampf::N,gudu,taistelu
652,Kampf::N,auska,taistelu
653,Bogen[Waffe]::N,arku,jousi
654,Pfeil::N,gezi,nuoli
655,Gewehr::N,fusil,kivääri
656,Fehler::N,huts,vika
657,Fehler::N,huts,virhe
658,Fehler::N,hutsegin,vika
659,Fehler::N,hutsegin,virhe
660,Lüge::N,gezur,valhe
661,Schaden::N,kalte,vaurio
662,Schaden::N,kalte,vahinko
663,Unglück::N,zoritxar,vahinko
664,Unglück::N,zoritxar,onnettomuus
665,Unglück::N,zorigaitz,vahinko
666,Unglück::N,zorigaitz,onnettomuus
667,Schuld::N,erru,syy
668,Alter::N,adin,ikä
669,Schluss::N,bukaera,loppu
670,Zeit::N,aldi,aika
671,Zeit::N,denbora,aika
672,Tag::N,egun,päivä
673,Morgen::N,goiz,aamu
674,Morgen::N,goiz,huomen
675,Mittag::N,eguerdi,keskipäivä
676,Abend::N,arrats,ilta
677,Nacht::N,gau,yö
678,Woche::N,aste,viikko
679,Monat::N,hil,kuukausi
680,Jahr::N,urte,vuosi
681,Frühling::N,udalehen,kevät
682,Sommer::N,uda,kesä
683,Herbst::N,udazken,syksy
684,Herbst::N,neguantz,syksy
685,Winter::N,negu,talvi
686,Januar::N,urtarril,tammikuu
687,Februar::N,otsail,helmikuu
688,März::N,martxo,maaliskuu
689,April::N,apiril,huhtikuu
690,Mai::N,maiatz,toukokuu
691,Juni::N,ekain,kesäkuu
692,Juli::N,uztail,heinäkuu
693,August::N,abuztu,elokuu
694,September::N,irail,syyskuu
695,Oktober::N,urri,lokakuu
696,November::N,azaro,marraskuu
697,Dezember::N,abendu,joulukuu
698,Montag::N,astelehen,maanantai
699,Dienstag::N,astearte,tiistai
700,Mittwoch::N,asteazken,keskiviikko
701,Donnerstag::N,ostegun,torstai
702,Freitag::N,ostiral,perjantai
703,Samstag::N,larunbat,lauantai
704,Sonntag::N,igande,sunnuntai
705,groß::A,handi,iso
706,groß::A,handi,suuri
707,klein::A,txiki,pieni
708,lang::A,luze,pitkä
709,kurz::A,labur,lyhyt
710,breit::A,zabal,leveä
711,schmal::A,mehar,kapea
712,dicht::A,sarri,taaja
713,dicht::A,trinko,taaja
714,dick[Gegenstand]::A,lodi,paksu
715,dünn::A,mehe,ohut
716,fein::A,fin,hieno
717,fest::A,tinko,luja
718,flach::A,lau,litteä
719,flach::A,lau,tasainen
720,flach::A,ordoki,litteä
721,flach::A,ordoki,tasainen
722,glatt::A,leun,sileä
723,glatt::A,leun,siloinen
724,hart::A,gogor,kova
725,weich::A,bigun,pehmeä
726,weich::A,beratz,pehmeä
727,rund::A,biribil,pyöreä
728,spitz::A,puntadun,terävä
729,scharf::A,zorrotz,terävä
730,stumpf::A,kamuts,tylsä
731,schwer::A,astun,raskas
732,schwer::A,astun,painava
733,schwer::A,pisutsu,raskas
734,schwer::A,pisutsu,painava
735,schön::A,eder,kaunis
736,heiß::A,bero,kuuma
737,heiß::A,oso bero,kuuma
738,warm::A,bero,lämmin
739,kalt::A,hotz,kylmä
740,kalt::A,hotz,viluinen
741,kühl::A,hotzil,viileä
742,frisch::A,fresko,tuore
743,frisch::A,hozkirri,tuore
744,feucht::A,heze,kostea
745,nass::A,busti,märkä
746,trocken::A,siku,kuiva
747,trocken::A,lehor,kuiva
748,voll::A,bete,täysi
749,leer::A,huts,tyhjä
750,offen::A,ireki,avonainen
751,geschlossen::A,itxita,suljettu
752,sauber::A,xahu,puhdas
753,sauber::A,garbi,puhdas
754,schmutzig::A,lohi,likainen
755,schmutzig::A,zikin,likainen
756,roh::A,gordin,raaka
757,reif::A,umo,kypsä
758,reif::A,heldu,kypsä
759,lecker::A,goxo,herkullinen
760,süß::A,goxo,makea
761,bitter::A,karmin,karvas
762,bitter::A,karmin,kitkerä
763,bitter::A,garratz,karvas
764,bitter::A,garratz,kitkerä
765,sauer::A,mingots,hapan
766,hell::A,argi,kirkas
767,hell::A,argi,valoisa
768,dunkel::A,ilun,pimeä
769,schwarz::A,beltz,musta
770,weiß::A,zuri,valkea
771,rot::A,gorri,punainen
772,gelb::A,hori,keltainen
773,blau::A,urdin,sininen
774,grün::A,berde,vihreä
775,grün::A,musker,vihreä
776,grau::A,urdin,harmaa
777,grau::A,urdinabar,harmaa
778,bunt::A,koloretsu,kirjava
779,billig::A,merke,halpa
780,billig::A,merke,huokea
781,teuer::A,garesti,kallis
782,wertvoll::A,baliotsu,arvokas
783,blind::A,itsu,sokea
784,taub::A,gor,kuuro
785,kräftig::A,kementsu,väkevä
786,kräftig::A,kementsu,voimakas
787,stark::A,bizkor,vahva
788,stark::A,indartsu,vahva
789,schwach::A,ahul,heikko
790,schwach::A,indargabe,heikko
791,fett::A,gizen,lihava
792,schlank::A,lerden,hoikka
793,schlank::A,lerden,solakka
794,hübsch::A,polit,soma
795,hübsch::A,polit,sievä
796,böse::A,tzar,paha
797,böse::A,tzar,häijy
798,böse::A,gaizto,paha
799,böse::A,gaizto,häijy
800,dumm::A,lelo,tyhmä
801,dumm::A,lelo,typerä
802,dumm::A,pello,tyhmä
803,dumm::A,pello,typerä
804,faul::A,nagi,laiska
805,faul::A,alfer,laiska
806,fleißig::A,maratz,ahkera
807,fleißig::A,lanzale,ahkera
808,geizig::A,zeken,saita
809,geizig::A,zikoitz,saita
810,klug::A,zuhur,älykäs
811,geschickt::A,trebe,taitava
812,geschickt::A,antzetsu,taitava
813,lieb::A,maite,rakas
814,lieb::A,laztan,rakas
815,lustig::A,alaitsu,hauska
816,lustig::A,alaitsu,iloinen
817,sanft::A,eme,lauha
818,sanft::A,eme,lempeä
