,Concept_ID,la,be
826,glänzen::V,splendere,блішчаць
827,funkeln::V,micare,бліскаць
828,lärmen::V,strepere,шумець
829,läuten::V,sonare,званіць
830,klingeln::V,tinnire,званіць
831,klirren::V,crepare,бразгаць
832,brausen::V,saevire,бушаваць
833,rauschen::V,crepare,шастаць
834,klingen::V,sonare,гучаць
835,bellen::V,latrare,брахаць
836,heulen::V,ululare,выць
837,blasen::V,flare,дзьмухнуць
838,pfeifen::V,sibilare,свістаць
839,schreien::V,clamare,крычаць
840,stöhnen::V,gemere,стагнаць
841,zittern::V,tremere,дрыжаць
842,zittern::V,trepidare,дрыжаць
843,leben::V,vivere,жыць
844,geboren werden::V,nasci,нарадзіцца
845,atmen::V,spirare,дыхаць
846,trinken::V,bibere,піць
847,essen::V,edere,есці
848,schlucken::V,devorare,глытаць
849,müde werden::V,fatigari,стаміцца
850,einschlafen::V,obdormiscere,заснуць
851,schlafen::V,dormire,спаць
852,aufwachen::V,expergisci,рассыпацца
853,aufstehen::V,exsurgere,устаць
854,sich erholen::V,se reficere,адпачываць
855,krank werden::V,aegrescere,захварэць
856,krank sein::V,aegrotare,хварэць
857,schmerzen::V,dolere,балець
858,husten::V,tussire,кашляць
859,genesen::V,convalescere,паправіцца
860,genesen::V,convalescere,паздаравець
861,sterben::V,mori,памерці
862,umkommen::V,perire,загінуць
863,sich bewegen::V,se movere,рухацца
864,sich rühren::V,micare,варушыцца
865,sich erheben::V,surgere,устаць
866,sich setzen::V,considere,сесці
867,hinfallen::V,cadere,упасці
868,laufen::V,vadere,хадзіць
869,schreiten::V,gradi,шагаць
870,schreiten::V,gradi,крочыць
871,spazierengehen::V,ambulare,гуляць
872,eilen::V,properare,спяшацца
873,sich beeilen::V,festinare,спяшацца
874,sausen::V,currere,імчацца
875,rennen::V,currere,бегаць
876,springen::V,salire,скакаць
877,klettern::V,niti,лазіць
878,schaukeln::V,oscillare,гайдацца
879,kriechen::V,repere,поўзаць
880,kriechen::V,serpere,поўзаць
881,schwimmen::V,nare,плаваць
882,schwimmen::V,natare,плаваць
883,tauchen::V,mergere,ныраць
884,rudern::V,remigare,веславаць
885,fahren::V,vehi,ехаць
886,fliegen::V,volare,лятаць
887,gehen::V,ire,ісці
888,gehen::V,vadere,ісці
889,weggehen::V,abire,пайсці
890,weggehen::V,discedere,пайсці
891,abfahren::V,proficisci,адʼяжджаць
892,anhalten::V,consistere,спыніцца
893,anhalten::V,consistere,затрымацца
894,hineingehen::V,inire,уваходзіць
895,hineingehen::V,ingredi,уваходзіць
896,eintreten::V,intrare,увайсці
897,kommen::V,venire,прыйсці
898,ankommen::V,advenire,прыбыць
899,zurückkommen::V,revenire,вярнуцца
900,bleiben::V,manere,застацца
901,warten::V,opperiri,чакаць
902,erwarten::V,opperiri,чакаць
903,erwarten::V,expectare,чакаць
904,suchen::V,quaerere,шукаць
905,finden::V,reperire,знайсці
906,versuchen::V,conari,прабаваць
907,versuchen::V,temptare,прабаваць
908,vorbereiten::V,parare,падрыхтаваць
909,lieben::V,amare,кахаць
910,mögen::V,amare,любіць
911,lachen::V,ridere,смяяцца
912,rühren::V,commovere,расчуліць
913,weinen::V,flere,плакаць
914,schimpfen::V,increpare,лаяцца
915,sich ärgern::V,indignari,сердаваць
916,sich fürchten::V,vereri,баяцца
917,fürchten::V,timere,баяцца
918,fliehen::V,fugere,уцякаць
919,flüchten::V,effugere,уцячы
920,sehen::V,videre,бачыць
921,anschauen::V,aspectare,паглядзець
922,ansehen::V,spectare,глядзець
923,hören::V,audire,чуць
924,zuhören::V,auscultare,слухаць
925,probieren::V,gustare,каштаваць
926,riechen::V,olfacere,нюхаць
927,fühlen::V,sentire,адчуваць
928,scheinen::V,videri,здавацца
929,zu sehen sein::V,conspici,віднецца
930,vernehmen::V,comperire,пачуць
931,frieren::V,algere,мёрзнуць
932,tun::V,facere,рабіць
933,können::V,posse,умець
934,wollen::V,velle,хацець
935,anfangen::V,incipere,пачаць
936,beenden::V,finire,закончыць
937,aufhören::V,desistere,перастаць
938,gelingen::V,contingere,удацца
939,geraten::V,evenire,аказацца
940,öffnen::V,aperire,адчыніць
941,schließen::V,claudere,зачыніць
942,stellen::V,sistere,паставіць
943,setzen::V,ponere,пасадзіць
944,legen::V,ponere,класці
945,berühren::V,tangere,чапаць
946,verbinden::V,iungere,звязаць
947,bedecken::V,tegere,накрыць
948,bedecken::V,operire,накрыць
949,aufhängen::V,suspendere,павесіць
950,anzünden::V,accendere,запаліць
951,anzünden::V,inflammare,запаліць
952,aufheben::V,tollere,падняць
953,zurücklassen::V,relinquere,пакінуць
954,verlieren::V,perdere,згубіць
955,verlieren::V,amittere,згубіць
956,fallen lassen::V,dimittere,упусціць
957,machen::V,facere,зрабіць
958,herstellen::V,fabricare,вырабіць
959,bauen::V,construere,будаваць
960,reparieren::V,reparare,правіць
961,verbessern::V,emendare,палепшыць
962,ändern::V,mutare,змяніць
963,graben::V,fodere,капаць
964,beugen::V,flectere,сагнуць
965,biegen::V,curvare,пагнуць
966,drehen::V,torquere,вярцець
967,wenden::V,vertere,павярнуць
968,umdrehen::V,convertere,перавярнуць
969,heben::V,tollere,падымаць
970,hochheben::V,levare,падняць
971,ergreifen::V,capessere,схапіць
972,ergreifen::V,capessere,схваціць
973,halten::V,tenere,трымаць
974,drücken::V,premere,націскаць
975,schieben::V,promovere,пхаць
976,schieben::V,promovere,штурхаць
977,kratzen::V,radere,скрэбці
978,lecken::V,lambere,лізаць
979,beißen::V,mordere,кусаць
980,abreißen::V,avellere,адарваць
981,abschneiden::V,desecare,адрэзаць
982,binden::V,ligare,вязаць
983,stecken::V,inserere,уваткнуць
984,brechen::V,rumpere,зламаць
985,klopfen::V,pultare,стукаць
986,hauen::V,ferire,біць
987,kleben::V,agglutinare,клеіць
988,reiben::V,terere,церці
989,streichen::V,oblinere,намазаць
990,schleifen::V,acuere,тачыць
991,schneiden::V,secare,рэзаць
992,rütteln::V,quassare,хістаць
993,schütteln::V,quatere,трэсці
994,schwenken::V,ventilare,махаць
995,schütten::V,fundere,наліць
996,füllen::V,complere,напоўніць
997,einwickeln::V,involvere,загарнуць
998,tragen::V,ferre,несці
999,tragen::V,portare,несці
1000,schleppen::V,pertrahere,цягнуць
1001,ziehen::V,trahere,цягнуць
1002,aufbewahren::V,asservare,захоўваць
1003,werfen::V,iacere,кідаць
1004,fangen::V,capere,лавіць
1005,packen::V,capessere,схапіць
1006,packen::V,capessere,схваціць
1007,verstecken::V,abdere,схаваць
1008,teilen::V,partiri,раздзяліць
1009,teilen::V,dividere,раздзяліць
1010,schicken::V,mittere,пасылаць
1011,bringen::V,apportare,прынесці
1012,hinzufügen::V,addere,дабавіць
1013,bekommen::V,adipisci,дастаць
1014,erhalten::V,accipere,атрымаць
1015,nehmen::V,sumere,ўзяць
1016,wählen::V,eligere,выбраць
1017,auswählen::V,deligere,адабраць
1018,bewahren::V,conservare,захаваць
1019,behindern::V,impedire,перашкаджаць
1020,verderben::V,corrumpere,сапсаваць
1021,beschädigen::V,laedere,пашкодзіць
1022,zerbrechen::V,rumpere,разбіць
1023,zerbrechen::V,frangere,разбіць
1024,zerreißen::V,discindere,разадраць
1025,zerstören::V,delere,разбурыць
1026,verbrennen::V,urere,спаліць
1027,verbrennen::V,cremare,спаліць
1028,geben::V,dare,даць
1029,reichen::V,praebere,перадаць
1030,schenken::V,donare,дарыць
1031,schenken::V,largiri,дарыць
1032,versprechen::V,polliceri,абяцаць
1033,versprechen::V,promittere,абяцаць
1034,loben::V,laudare,хваліць
1035,küssen::V,osculari,цалаваць
1036,zudecken::V,tegere,накрыць
1037,wecken::V,excitare,пабудзіць
1038,zeigen::V,monstrare,паказаць
1039,führen::V,ducere,весці
1040,lehren::V,docere,вучыць
1041,unterrichten::V,instituere,выкладаць
1042,aufziehen::V,nutrire,выхаваць
1043,leiten::V,ducere,кіраваць
1044,antreiben::V,incitare,падганяць
1045,lassen::V,iubere,прымусіць
1046,einladen::V,invitare,запрасіць
1047,vereinigen::V,coniungere,абʼяднаць
1048,besuchen::V,visere,наведаць
1049,treffen::V,convenire,сустрэць
1050,sich versammeln::V,convenire,сабрацца
1051,spielen::V,ludere,гуляць
1052,singen::V,cantare,пець
1053,singen::V,cantare,спяваць
1054,tanzen::V,saltare,танцаваць
1055,sich trennen::V,digredi,расстацца
1056,sich trennen::V,discedere,расстацца
1057,verlassen::V,deserere,пакінуць
1058,verlassen::V,relinquere,пакінуць
1059,retten::V,servare,выратаваць
1060,bewachen::V,custodire,ахоўваць
1061,schützen::V,tueri,уберагаць
1062,schützen::V,tutari,уберагаць
1063,verteidigen::V,defendere,абараніць
1064,sich schlagen::V,luctari,біцца
1065,sich schlagen::V,luctari,драцца
1066,schießen::V,iaculari,страляць
1067,siegen::V,vincere,перамагчы
1068,ärgern::V,irritare,злаваць
1069,schlagen::V,ferire,ударыць
1070,treten::V,calcare,штурхаць
1071,stechen::V,pungere,укалоць
1072,stoßen::V,tundere,папхнуць
1073,stehlen::V,furari,украсці
1074,stören::V,turbare,перашкодзіць
1075,belästigen::V,obtundere,дакучаць
1076,verbergen::V,celare,скрыць
1077,verbergen::V,celare,схаваць
1078,verbergen::V,occultare,скрыць
1079,verbergen::V,occultare,схаваць
1080,täuschen::V,fallere,падмануць
1081,betrügen::V,fraudare,змахляваць
1082,töten::V,necare,забіць
1083,töten::V,caedere,забіць
1084,wohnen::V,habitare,жыць
1085,arbeiten::V,laborare,працаваць
1086,sammeln::V,colligere,сабраць
1087,pflücken::V,carpere,зрываць
1088,jagen::V,venari,паляваць
1089,fischen::V,piscari,рыбачыць
1090,fassen::V,capere,злавіць
1091,hüten::V,custodire,пасвіць
1092,treiben::V,agere,гнаць
1093,anbinden::V,alligare,прывязаць
1094,füttern::V,nutrire,карміць
1095,melken::V,mulgere,даіць
1096,hacken::V,findere,сячы
1097,gießen::V,rigare,паліць
1098,reifen::V,maturescere,паспець
1099,zubereiten::V,apparare,зварыць
1100,zubereiten::V,apparare,згатаваць
1101,kochen::V,coquere,варыць
1102,backen::V,coquere,пячы
1103,braten::V,torrere,смажыць
1104,umrühren::V,commovere,перамяшаць
1105,stricken::V,texere,вязаць
1106,nähen::V,suere,шыць
1107,färben::V,tingere,пафарбаваць
1108,reinigen::V,purgare,ачысціць
1109,waschen::V,lavare,мыць
1110,abwischen::V,abstergere,выцерці
1111,spülen::V,perluere,паласкаць
1112,fegen::V,verrere,падмятаць
1113,kehren::V,purgare,месці
1114,baden::V,lavari,купацца
1115,sich waschen::V,lavari,мыцца
1116,ausziehen::V,exuere,зняць
1117,anziehen::V,induere,надзець
1118,sich anziehen::V,vestiri,адзецца
1119,kämmen::V,pectere,прычасаць
1120,schmücken::V,ornare,аздобіць
1121,schmücken::V,decorare,аздобіць
1122,sagen::V,dicere,сказаць
1123,sprechen::V,fari,гаварыць
1124,reden::V,loqui,размаўляць
1125,sich unterhalten::V,colloqui,гутарыць
1126,sich unterhalten::V,disputare,гутарыць
1127,fragen::V,rogare,спытаць
1128,fragen::V,quaerere,спытаць
1129,bitten::V,orare,прасіць
1130,bitten::V,rogare,прасіць
1131,erzählen::V,narrare,расказаць
1132,mitteilen::V,communicare,паведаміць
1133,nennen::V,appellare,назваць
1134,rufen::V,vocare,зваць
1135,prahlen::V,gloriari,хваліцца
1136,übersetzen::V,vertere,перакласці
1137,denken::V,cogitare,думаць
1138,glauben::V,credere,верыць
1139,bemerken::V,animadvertere,заўважыць
1140,erkennen::V,cognoscere,пазнаць
1141,begreifen::V,comprehendere,спасцігнуць
1142,verstehen::V,intellegere,пачуць
1143,lernen::V,discere,вучыцца
1144,wissen::V,scire,знаць
1145,sich erinnern an::V,meminisse,памятаць
1146,vergessen::V,oblivisci,забыць
1147,messen::V,metiri,мераць
1148,zählen::V,numerare,лічыць
1149,rechnen::V,reri,лічыць
1150,rechnen::V,calculare,лічыць
1151,lesen::V,legere,чытаць
1152,malen::V,pingere,маляваць
1153,zeichnen::V,scribere,рысаваць
1154,schreiben::V,scribere,пісаць
1155,besitzen::V,possidere,мець
1156,kaufen::V,emere,купіць
1157,verkaufen::V,vendere,прадаць
1158,bezahlen::V,pendere,заплаціць
1159,zahlen::V,solvere,плаціць
1160,beherrschen::V,regere,уладаць
1161,beherrschen::V,regere,валодаць
1162,beherrschen::V,imperare,уладаць
1163,beherrschen::V,imperare,валодаць
1164,ertragen::V,tolerare,выцерпець
1165,ertragen::V,sustinere,выцерпець
1166,wünschen::V,,жадаць
1167,wiegen::V,,гушкаць
1168,wiegen::V,,калыхаць
