,Concept_ID,hr,ga
64,Leber::N,jetra,ae
65,Atem::N,dah,anáil
66,Hunger::N,glad,ocras
67,Träne::N,suza,deoir
68,Geschmack::N,ukus,blas
69,Geruch::N,njuh,boladh
70,Geruch::N,miris,boladh
71,Schlaf::N,san,suan
72,Schlaf::N,san,codladh
73,Traum::N,san,taibhreamh
74,Himmel::N,nebo,spéir
75,Sonne::N,sunce,grian
76,Mond::N,mjesec,ré
77,Mond::N,mjesec,gealach
78,Stern::N,zvijezda,rinn
79,Stern::N,zvijezda,réalta
80,Luft::N,zrak,aer
81,Wind::N,vjetar,gaoth
82,Welle::N,val,tonn
83,Welle::N,talas,tonn
84,Wasser::N,voda,uisce
85,Stein::N,kamen,cloch
86,Boden::N,tlo,talamh
87,Boden::N,zemlja,talamh
88,Erde::N,zemlja,cré
89,Erde::N,zemlja,ithir
90,Staub::N,prah,dusta
91,Staub::N,prah,deannach
92,Staub::N,prašina,dusta
93,Staub::N,prašina,deannach
94,Rauch::N,dim,toit
95,Rauch::N,dim,deatach
96,Funke::N,iskra,drithle
97,Funke::N,varnica,drithle
98,Feuer::N,vatra,tine
99,Licht::N,svjetlo,solas
100,Schatten::N,hlad,scáth
101,Schatten::N,sjena,scáth
102,Wetter::N,vrijeme,aimsir
103,Nebel::N,magla,ceo
104,Wolke::N,oblak,néal
105,Wolke::N,oblak,scamall
106,Regen::N,kiša,báisteach
107,Regen::N,kiša,fearthainn
108,Schnee::N,snijeg,sneachta
109,Eis::N,led,oighear
110,Frost::N,mraz,sioc
111,Kälte::N,studen,fuacht
112,Kälte::N,hladnoća,fuacht
113,Hitze::N,vrućina,teas
114,Hitze::N,vrućina,teocht
115,Raureif::N,inje,sioc bán
116,Regenbogen::N,duga,stua ceatha
117,Regenbogen::N,duga,bogha báistí
118,Donner::N,grom,toirneach
119,Donner::N,grmljavina,toirneach
120,Strömung::N,struja,sruth
121,Strömung::N,strujanje,sruth
122,Tropfen::N,kap,deoir
123,Tropfen::N,kaplja,deoir
124,Schaum::N,pjena,cúr
125,Schmutz::N,nečistoća,salachar
126,Schmutz::N,prljavština,salachar
127,See::N,jezero,loch
128,Sumpf::N,bara,portach
129,Moor::N,močvara,caorán
130,Moor::N,močvara,móinteán
131,Wiese::N,livada,cluain
132,Wiese::N,livada,móinéar
133,Wald::N,šuma,coill
134,Wald::N,šuma,foraois
135,Hügel::N,brijeg,ard
136,Hügel::N,brežuljak,ard
137,Anhöhe::N,uzvišica,ard
138,Anhöhe::N,uzvišica,ardán
139,Berg::N,brdo,sliabh
140,Gipfel::N,vrh,barr
141,Gipfel::N,vrh,mullach
142,Höhle::N,pećina,uaimh
143,Höhle::N,pećina,pluais
144,Höhle::N,spilja,uaimh
145,Höhle::N,spilja,pluais
146,Abhang::N,obronak,fána
147,Abhang::N,nizbrdica,fána
148,Quelle::N,izvor,foinse
149,Quelle::N,vrelo,foinse
150,Bach::N,potok,sruthán
151,Fluss::N,rijeka,abhainn
152,Ufer::N,obala,bruach
153,Küste::N,obala,cósta
154,Küste::N,obala,cladach
155,Küste::N,morska obala,cósta
156,Küste::N,morska obala,cladach
157,Festland::N,kopno,míntír
158,Meer::N,more,muir
159,Meer::N,more,farraige
160,Bucht::N,zaliv,bá
161,Bucht::N,zaliv,cuan
162,Insel::N,ada,inis
163,Insel::N,ada,oileán
164,Insel::N,otok,inis
165,Insel::N,otok,oileán
166,Blume::N,cvijet,bláth
167,Gras::N,trava,féar
168,Wurzel::N,korijen,rúta
169,Wurzel::N,korijen,fréamh
170,Baum::N,drvo,crann
171,Baum::N,stablo,crann
172,Stamm::N,deblo,stoc
173,Stamm::N,deblo,tamhan
174,Stamm::N,stablo,stoc
175,Stamm::N,stablo,tamhan
176,Rinde::N,kora,coirt
177,Rinde::N,kora,craiceann
178,Ast::N,grana,géag
179,Zweig::N,grana,géag
180,Zweig::N,grana,craobh
181,Blatt::N,list,duille
182,Blatt::N,list,duilleog
183,Birke::N,breza,beith
184,Birke::N,breza,crann beithe
185,Kiefer[Baum]::N,bor,péine
186,Weide[Baum]::N,iva,saileach
187,Weide[Baum]::N,vŕba,saileach
188,Tanne::N,jela,giúis
189,Horn::N,rog,adharc
190,Feder::N,pero,cleite
191,Fell::N,koža,clúmh
192,Flügel::N,krilo,eite
193,Flügel::N,krilo,sciathán
194,Klaue::N,papak,crúb
195,Klaue::N,papak,crobh
196,Kralle::N,pandža,crobh
197,Schwanz::N,rep,eireaball
198,Ei::N,jaje,ubh
199,Nest::N,gnijezdo,nead
200,Bau::N,jazbina,brocais
201,Tier::N,životinja,ainmhí
202,Tier::N,životinja,beithíoch
203,Herde::N,krdo,tréad
204,Herde::N,stado,tréad
205,Kuh::N,krava,bó
206,Bulle::N,bik,tarbh
207,Pferd::N,konj,each
208,Pferd::N,konj,capall
209,Schaf::N,ovca,caora
210,Schwein::N,svinja,muc
211,Hund::N,pas,madra
212,Hund::N,pseto,madra
213,Katze::N,mačka,cat
214,Bär::N,medvjed,béar
215,Eichhörnchen::N,vjeverica,iora
216,Elch::N,los,eilc
217,Fuchs::N,lisica,sionnach
218,Fuchs::N,lisica,madra rua
219,Hase::N,zec,giorria
220,Maus::N,miš,luch
221,Wolf::N,vuk,mac tíre
222,Wolf::N,kurjak,mac tíre
223,Vogel::N,ptica,éan
224,Schwarm::N,roj,saithe
225,Schwarm::N,jato,saithe
226,Huhn::N,kokoš,cearc
227,Hahn::N,kokot,coileach
228,Hahn::N,pijevac,coileach
229,Gans::N,guska,gé
230,Adler::N,orao,iolar
231,Ente::N,patka,lacha
232,Eule::N,sova,ulchabhán
233,Kranich::N,ždral,grús
234,Krähe::N,vrana,caróg
235,Krähe::N,vrana,préachán
236,Kuckuck::N,kukavica,cuach
237,Schwan::N,labud,eala
238,Fisch::N,riba,iasc
239,Barsch::N,grgeč,péirse
240,Hecht::N,štuka,liús
241,Schlange[Tier]::N,guja,nathair
242,Schlange[Tier]::N,zmija,nathair
243,Wurm::N,crv,péist
244,Spinne::N,pauk,damhán alla
245,Ameise::N,mrav,seangán
246,Laus::N,uš,míol
247,Mücke::N,komarac,muiscít
248,Mücke::N,komarac,corrmhíol
249,Fliege::N,muha,cuil
250,Fliege::N,muha,cuileog
251,Schmetterling::N,leptir,féileacán
252,Beere::N,boba,caor
253,Beere::N,bobica,caor
254,Apfel::N,jabuka,úll
255,Pilz::N,pečurka,beacán
256,Pilz::N,pečurka,muisiriún
257,Zwiebel::N,luk,oinniún
258,Zwiebel::N,kapula,oinniún
259,Saat::N,sjemenje,síol
260,Korn::N,zrno,gráinne
261,Heu::N,sijeno,féar
262,Schale::N,kora,scaimh
263,Schale::N,ljuska,scaimh
264,Grube::N,jama,poll
265,Falle::N,zamka,gaiste
266,Falle::N,klopka,gaiste
267,Schlinge::N,uzao,sealán
268,Schlinge::N,petlja,sealán
269,Spur::N,trag,rian
270,Spur::N,slijed,rian
271,Asche::N,pepeo,luaith
272,Dreck::N,blato,salachar
273,Eisen::N,željezo,iarann
274,Gold::N,zlato,ór
275,Silber::N,srebro,airgead
276,Kohle::N,ugalj,gual
277,Kohle::N,ugljen,gual
278,Glas::N,staklo,gloine
279,Lehm::N,glina,cré
280,Lehm::N,ilovača,cré
281,Sand::N,pijesak,gaineamh
282,Mensch::N,čovjek,duine
283,Mann::N,muškarac,fear
284,Frau::N,žena,bean
285,Kind::N,čedo,gasúr
286,Kind::N,čedo,páiste
287,Kind::N,dijete,gasúr
288,Kind::N,dijete,páiste
289,Junge::N,momče,buachaill
290,Junge::N,dječak,buachaill
291,Mädchen::N,djevojka,cailín
292,Mädchen::N,djevojčica,cailín
293,Familie::N,obitelj,teaghlach
294,Familie::N,obitelj,comhluadar
295,Familie::N,porodica,teaghlach
296,Familie::N,porodica,comhluadar
297,Großvater::N,djed,seanathair
298,Großmutter::N,baka,seanmháthair
299,Eltern::N,roditelji,tuismitheoirí
300,Vater::N,otac,athair
301,Mutter::N,majka,máthair
302,Sohn::N,sin,mac
303,Tochter::N,kći,iníon
304,Tochter::N,kćerka,iníon
305,Bruder::N,brat,deartháir
306,Schwester::N,sestra,deirfiúr
307,Onkel::N,čika,uncail
308,Onkel::N,ujak,uncail
309,Tante::N,ujna,aintín
310,Tante::N,tetka,aintín
311,Ehemann::N,muž,fear céile
312,Ehemann::N,suprug,fear céile
313,Ehefrau::N,žena,bean chéile
314,Ehefrau::N,supruga,bean chéile
315,Freude::N,radost,áthas
316,Gelächter::N,grohot,gáire
317,Glück::N,sreća,séan
318,Glück::N,sreća,sonas
319,Kummer::N,jad,brón
320,Kummer::N,jad,buairt
321,Kummer::N,briga,brón
322,Kummer::N,briga,buairt
323,Wunsch::N,želja,guí
324,Wunsch::N,želja,achainí
325,Lust::N,volja,fonn
326,Geist::N,duh,meon
327,Geist::N,duh,spiorad
328,Gedanke::N,misao,smaoineamh
329,Gedächtnis::N,pamćenje,cuimhne
330,Verstand::N,um,ciall
331,Verstand::N,um,intinn
332,Verstand::N,razum,ciall
333,Verstand::N,razum,intinn
334,Sinn::N,smisao,brí
335,Sinn::N,smisao,ciall
336,Sinn::N,značenje,brí
337,Sinn::N,značenje,ciall
338,Grund::N,razlog,fáth
339,Wahrheit::N,istina,fírinne
340,Gespräch::N,razgovor,comhrá
341,Märchen::N,bajka,scéal
342,Erzählung::N,priča,scéal
343,Erzählung::N,pripovijest,scéal
344,Nachricht::N,vijest,teachtaireacht
345,Neuigkeit::N,novost,scéala
346,Name::N,ime,ainm
347,Rätsel::N,zagonetka,tomhas
348,Rede::N,govor,óráid
349,Rede::N,govor,aitheasc
350,Rede::N,besjeda,óráid
351,Rede::N,besjeda,aitheasc
352,Sprache::N,jezik,teanga
353,Stimme::N,glas,guth
354,Wort::N,riječ,focal
355,Zeichen::N,znak,comhartha
356,Ruf::N,povik,glaoch
357,Ruf::N,poklik,glaoch
358,Lärm::N,buka,torann
359,Lärm::N,galama,torann
360,Laut::N,zvuk,fuaim
361,Ton::N,ton,ton
362,Lied::N,pjesma,amhrán
363,Ruhe::N,tišina,suaimhneas
364,Ruhe::N,počinak,suaimhneas
365,Leute::N,ljudi,muintir
366,Volk::N,puk,pobal
367,Volk::N,narod,pobal
368,Arbeit::N,rad,obair
369,Arbeit::N,posao,obair
370,Gast::N,gost,aoi
371,Geschenk::N,dar,féirín
372,Geschenk::N,dar,bronntanas
373,Geschenk::N,poklon,féirín
374,Geschenk::N,poklon,bronntanas
375,Spiel::N,igra,cluiche
376,Gesellschaft::N,društvo,comhluadar
377,Gesellschaft::N,kompanija,comhluadar
378,Hilfe::N,pomoć,cúnamh
379,Hilfe::N,pomoć,cabhair
380,Freund::N,prijatelj,cara
381,Kamerad::N,drug,comrádaí
382,Kamerad::N,drugar,comrádaí
383,Angelegenheit::N,posao,ábhar
384,Anzahl::N,broj,líon
385,Anzahl::N,brojnost,líon
386,Art::N,vid,sórt
387,Art::N,vid,saghas
388,Art::N,vrst,sórt
389,Art::N,vrst,saghas
390,Stück::N,komad,píosa
391,Teil::N,dio,cuid
392,Teil::N,dio,páirt
393,Hälfte::N,polovina,leath
394,Kreis::N,krug,ciorcal
395,Kreuz::N,križ,cros
396,Linie::N,crta,líne
397,Strich::N,crta,stríoc
398,Abstand::N,razmak,achar
399,Abstand::N,odstojanje,achar
400,Entfernung::N,udaljenost,fad
401,Gegend::N,kraj,ceantar
402,Gegend::N,predeo,ceantar
403,Platz::N,mjesto,áit
404,Platz::N,mjesto,spás
405,Ort::N,mjesto,áit
406,Seite::N,bok,taobh
407,Seite::N,strana,taobh
408,Mitte::N,sredina,lár
409,Gegenstand::N,predmet,ball
410,Gegenstand::N,predmet,ábhar
411,Sache::N,posao,ní
412,Sache::N,posao,rud
413,Rand::N,rub,imeall
414,Rand::N,rub,ciumhais
415,Rand::N,kraj,imeall
416,Rand::N,kraj,ciumhais
417,Kante::N,brid,corr
418,Kante::N,brid,colbha
419,Kante::N,ivica,corr
420,Kante::N,ivica,colbha
421,Ecke::N,ugao,coirnéal
422,Spitze::N,vrh,gob
423,Spitze::N,vrh,barr
424,Spitze::N,šiljak,gob
425,Spitze::N,šiljak,barr
426,Ende::N,konac,ceann
427,Ende::N,konac,foirceann
428,Loch::N,rupa,poll
429,Winkel::N,kut,cúinne
430,Winkel::N,kut,uillinn
431,Winkel::N,ugao,cúinne
432,Winkel::N,ugao,uillinn
433,Muster::N,uzor,patrún
434,Größe::N,veličina,méid
435,Größe::N,veličina,toise
436,Länge::N,duljina,fad
437,Höhe::N,visina,airde
438,Gewicht::N,težina,meáchan
439,Menge::N,mnoštvo,méid
440,Menge::N,količina,méid
441,Haufen::N,hrpa,cnap
442,Haufen::N,gomila,cnap
443,Reihe::N,red,líne
444,Reihe::N,red,sraith
445,Boot::N,čun,bád
446,Boot::N,čamac,bád
447,Ruder::N,veslo,rámh
448,Ruder::N,veslo,maide rámha
449,Schlitten::N,saone,carr sleamhnáin
450,Ski::N,ski,scí
451,Ski::N,smučka,scí
452,Lagerfeuer::N,logorska vatra,tine champa
453,Last::N,tovar,ualach
454,Gang::N,hod,siúlóid
455,Schritt::N,korak,céim
456,Schritt::N,korak,coiscéim
457,Norden::N,sjever,tuaisceart
458,Süden::N,jug,deisceart
459,Westen::N,zapad,iarthar
460,Osten::N,istok,oirthear
461,Holz::N,drvo,adhmad
462,Brett::N,daska,clár
463,Platte::N,ploča,leac
464,Stütze::N,potpora,taca
465,Stange::N,motka,polla
466,Stange::N,motka,cuaille
467,Stock::N,štap,bata
468,Stock::N,štap,maide
469,Stock::N,palica,bata
470,Stock::N,palica,maide
471,Stab::N,štap,maide
472,Stab::N,štap,bachall
473,Stab::N,šipka,maide
474,Stab::N,šipka,bachall
475,Rohr::N,cijev,píopa
476,Haus::N,kuća,teach
477,Heim::N,dom,baile
478,Ofen::N,peć,sornóg
479,Fußboden::N,pod,urlár
480,Tisch::N,stol,bord
481,Tisch::N,stol,tábla
482,Tisch::N,trpeza,bord
483,Tisch::N,trpeza,tábla
484,Stuhl::N,stolac,cathaoir
485,Stuhl::N,stolica,cathaoir
486,Wiege::N,kolijevka,cliabhán
487,Bett::N,krevet,leaba
488,Bett::N,postelja,leaba
489,Regal::N,polica,seilf
490,Kiste::N,sanduk,bosca
491,Fenster::N,prozor,fuinneoig
492,Tür::N,vrata,doras
493,Tor::N,vrata,geata
494,Tor::N,kapija,geata
495,Zaun::N,plot,fál
496,Zaun::N,plot,claí
497,Zaun::N,ograda,fál
498,Zaun::N,ograda,claí
499,Dach::N,krov,díon
500,Leiter::N,ljestve,dréimire
501,Leiter::N,ljestvice,dréimire
502,Besen::N,metla,scuab
503,Spaten::N,ašov,spád
504,Spaten::N,ašov,rámhainn
505,Schaufel::N,lopata,sluasaid
506,Gabel::N,viljuška,forc
507,Gabel::N,viljuška,gabhlóg
508,Löffel::N,žlica,spúnóg
509,Messer::N,nož,scian
510,Nagel::N,čavao,tairne
511,Netz::N,mreža,líon
512,Netz::N,mreža,eangach
513,Haken::N,kuka,croch
514,Griff::N,držak,cos
515,Griff::N,držak,hanla
516,Griff::N,ručica,cos
517,Griff::N,ručica,hanla
518,Schloss::N,brava,glas
519,Bild::N,slika,pictiúr
520,Figur::N,figura,fíor
521,Puppe::N,lutka,bábóg
522,Beutel::N,kesa,mála
523,Beutel::N,kesa,mealbhóg
524,Bündel::N,snop,beart
525,Bündel::N,svežanj,beart
526,Tasche::N,torba,mála
527,Tasche::N,taška,mála
528,Eimer::N,kabao,buicéad
529,Deckel::N,poklopac,clár
530,Deckel::N,poklopac,claibín
531,Geschirr::N,suđe,soithí
532,Geschirr::N,suđe,gréithe
533,Geschirr::N,posuđe,soithí
534,Geschirr::N,posuđe,gréithe
535,Sack::N,džak,sac
536,Sack::N,džak,mála
537,Sack::N,vreća,sac
538,Sack::N,vreća,mála
539,Tasse::N,šalica,cupán
540,Topf::N,lonac,pota
541,Kessel::N,kazan,citeal
542,Essen::N,obrok,béile
543,Nahrung::N,hrana,bia
544,Speise::N,jelo,mias
545,Fleisch::N,meso,feoil
546,Getreide::N,žito,grán
547,Getreide::N,žito,arbhar
548,Getreide::N,žitarice,grán
549,Getreide::N,žitarice,arbhar
550,Brei::N,kaša,brúitín
551,Brot::N,kruh,arán
552,Scheibe::N,kriška,píosa
553,Scheibe::N,kriška,slisne
554,Fett::N,mast,saill
555,Fett::N,mast,méathras
556,Fett::N,salo,saill
557,Fett::N,salo,méathras
558,Butter::N,buter,im
559,Butter::N,maslac,im
560,Öl::N,ulje,ola
561,Salz::N,sol,salann
562,Suppe::N,supa,sú
563,Suppe::N,supa,anraith
564,Honig::N,med,mil
565,Milch::N,mlijeko,bainne
566,Tee::N,čaj,tae
567,Leder::N,koža,leathar
568,Wolle::N,vuna,olann
569,Stoff::N,štof,éadach
570,Stoff::N,tkanina,éadach
571,Nadel::N,igla,snáthaid
572,Faden::N,nit,snáth
573,Faden::N,konac,snáth
574,Knopf::N,dugme,cnaipe
575,Knoten::N,čvor,snaidhm
576,Knoten::N,uzao,snaidhm
577,Farbe::N,farba,péint
578,Kleidung::N,odjeća,éadaí
579,Hemd::N,košulja,léine
580,Kragen::N,ovratnik,bóna
581,Ärmel::N,rukav,muinchille
582,Hose::N,hlače,bríste
583,Hose::N,hlače,treabhsar
584,Gürtel::N,pas,crios
585,Gürtel::N,pojas,crios
586,Mütze::N,kapa,caipín
587,Schuh::N,cipela,bróg
588,Stiefel::N,čizma,buatais
589,Ring::N,prsten,fáinne
590,Band::N,vrpca,ribín
591,Kamm::N,češalj,cíor
592,Spiegel::N,zrcalo,scáthán
593,Spiegel::N,ogledalo,scáthán
594,Riemen::N,kaiš,iall
595,Riemen::N,kaiš,strapa
596,Riemen::N,remen,iall
597,Riemen::N,remen,strapa
598,Schnur::N,vrpca,téad
599,Schnur::N,vrpca,sreangán
600,Leine::N,uzica,iall
601,Decke::N,ćebe,pluid
602,Decke::N,ćebe,blaincéad
603,Decke::N,pokrivač,pluid
604,Decke::N,pokrivač,blaincéad
605,Kissen::N,jastuk,piliúr
606,Kissen::N,jastuk,adhartán
607,Tuch::N,rubac,scaif
608,Tuch::N,marama,scaif
609,Handtuch::N,ručnik,tuáille
610,Kraft::N,snaga,fórsa
611,Stärke::N,jakost,neart
612,Gesundheit::N,zdravlje,sláinte
613,Krankheit::N,bolest,tinneas
614,Krankheit::N,bolest,breoiteacht
615,Schmerz::N,bol,pian
616,Wunde::N,rana,goin
617,Fieber::N,groznica,fiabhras
618,Arznei::N,lijek,cógas
619,Brücke::N,most,droichead
620,Brücke::N,ćuprija,droichead
621,Brunnen::N,bunar,tobar
622,Brunnen::N,zdenac,tobar
623,Weide::N,paša,féarach
624,Weide::N,pašnjak,féarach
625,Pfad::N,staza,cosán
626,Pfad::N,staza,conair
627,Weg::N,put,slí
628,Weg::N,put,bealach
629,Straße::N,drum,bóthar
630,Straße::N,cesta,bóthar
631,Dorf::N,selo,sráidbhaile
632,Stadt::N,grad,baile
633,Stadt::N,grad,cathair
634,Stadt::N,varoš,baile
635,Stadt::N,varoš,cathair
636,Brief::N,list,litir
637,Brief::N,pismo,litir
638,Buch::N,knjiga,cín
639,Buch::N,knjiga,leabhar
640,Buchstabe::N,slovo,litir
641,Zeitung::N,novine,nuachtán
642,Leben::N,život,saol
643,Leben::N,život,beatha
644,Tod::N,smrt,bás
645,Grab::N,raka,uaigh
646,Kirche::N,crkva,eaglais
647,Sünde::N,grijeh,peaca
648,Gott::N,bog,dia
649,Arbeiter::N,radnik,oibrí
650,Chef::N,šef,saoiste
651,Chef::N,šef,ceannasaí
652,Meister::N,majstor,máistir
653,Arzt::N,liječnik,lia
654,Arzt::N,liječnik,dochtúir
655,Lehrer::N,učitelj,oide
656,Lehrer::N,učitelj,múinteoir
657,Geld::N,novac,airgead
658,Geschäft::N,posao,gnó
659,Geschäft::N,trgovina,gnó
660,Laden::N,dućan,siopa
661,Preis::N,cijena,praghas
662,Ware::N,roba,earra
663,Nutzen::N,korist,tairbhe
664,Reichtum::N,bogatstvo,rachmas
665,Reichtum::N,bogatstvo,saibhreas
666,Welt::N,svijet,domhan
667,Land::N,zemlja,tír
668,Staat::N,država,stát
669,König::N,kralj,rí
670,Macht::N,moć,cumhacht
671,Macht::N,vlast,cumhacht
672,Grenze::N,granica,críoch
673,Grenze::N,granica,teorainn
674,Krieg::N,rat,cogadh
675,Feind::N,neprijatelj,namhaid
676,Gewalt::N,sila,foréigean
677,Gewalt::N,nasilje,foréigean
678,Kampf::N,boj,troid
679,Kampf::N,borba,troid
680,Bogen[Waffe]::N,luk,bogha
681,Pfeil::N,strijela,saighead
682,Gewehr::N,puška,gunna
683,Fehler::N,pogreška,botún
684,Fehler::N,pogreška,meancóg
685,Fehler::N,griješka,botún
686,Fehler::N,griješka,meancóg
687,Lüge::N,laž,bréag
688,Lüge::N,laž,éitheach
689,Schaden::N,šteta,dochar
690,Schaden::N,šteta,damáiste
691,Unglück::N,nesreća,drochrath
692,Schuld::N,krivnja,locht
693,Schuld::N,krivnja,milleán
694,Alter::N,dob,aois
695,Schluss::N,kraj,deireadh
696,Schluss::N,konac,deireadh
697,Zeit::N,doba,am
698,Zeit::N,doba,aimsir
699,Zeit::N,vrijeme,am
700,Zeit::N,vrijeme,aimsir
701,Tag::N,dan,lá
702,Morgen::N,jutro,maidin
703,Mittag::N,podne,nóin
704,Abend::N,veče,tráthnóna
705,Abend::N,večer,tráthnóna
706,Nacht::N,noć,oíche
707,Woche::N,sedmica,seachtain
708,Monat::N,mjesec,mí
709,Jahr::N,godina,bliain
710,Frühling::N,proljeće,earrach
711,Sommer::N,ljeto,samhradh
712,Herbst::N,jesen,fómhar
713,Winter::N,zima,geimhreadh
714,Januar::N,januar,Eanáir
715,Januar::N,siječanj,Eanáir
716,Februar::N,veljača,Feabhra
717,Februar::N,februar,Feabhra
718,März::N,mart,Márta
719,März::N,ožujak,Márta
720,April::N,april,Aibreán
721,April::N,travanj,Aibreán
722,Mai::N,maj,Bealtaine
723,Mai::N,svibanj,Bealtaine
724,Juni::N,juni,Meitheamh
725,Juni::N,lipanj,Meitheamh
726,Juli::N,juli,Iúil
727,Juli::N,srpanj,Iúil
728,August::N,august,Lúnasa
729,August::N,kolovoz,Lúnasa
730,September::N,rujan,Meán Fómhair
731,September::N,septembar,Meán Fómhair
732,Oktober::N,oktobar,Deireadh Fómhair
733,Oktober::N,listopad,Deireadh Fómhair
734,November::N,studeni,Samhain
735,November::N,studeni,Mí na Samhna
736,November::N,novembar,Samhain
737,November::N,novembar,Mí na Samhna
738,Dezember::N,prosinac,Mí na Nollag
739,Montag::N,ponedjeljak,Luan
740,Montag::N,ponedjeljak,Dé Luain
741,Montag::N,ponedjeljnik,Luan
742,Montag::N,ponedjeljnik,Dé Luain
743,Dienstag::N,utorak,Máirt
744,Dienstag::N,utorak,Dé Máirt
745,Dienstag::N,utornik,Máirt
746,Dienstag::N,utornik,Dé Máirt
747,Mittwoch::N,srijeda,Céadaoin
748,Mittwoch::N,srijeda,Dé Céadaoin
749,Donnerstag::N,četvrtak,Déardaoin
750,Freitag::N,petak,Aoine
751,Freitag::N,petak,Dé hAoine
752,Samstag::N,subota,Satharn
753,Samstag::N,subota,Dé Sathairn
754,Sonntag::N,nedjelja,Domhnach
755,Sonntag::N,nedjelja,Dé Domhnaigh
756,groß::A,velik,mór
757,klein::A,mali,beag
758,klein::A,malen,beag
759,lang::A,dug,fada
760,lang::A,dugačak,fada
761,kurz::A,kratak,gearr
762,kurz::A,kratak,gairid
763,breit::A,širok,leathan
764,breit::A,širok,fairsing
765,schmal::A,uski,cúng
766,schmal::A,uzak,cúng
767,dicht::A,gust,dlúth
768,dick[Gegenstand]::A,debeo,tiubh
769,dünn::A,tanak,caol
770,dünn::A,tanak,tanaí
771,fein::A,fin,scáinte
772,fein::A,fin,fíneálta
773,fein::A,tanak,scáinte
774,fein::A,tanak,fíneálta
775,fest::A,čvrst,daingean
776,flach::A,ravan,cothrom
777,flach::A,plosnat,cothrom
778,glatt::A,gladak,mín
779,glatt::A,gladak,sleamhain
780,hart::A,tvrd,crua
781,weich::A,mek,bog
782,weich::A,mekan,bog
783,rund::A,okrugao,cruinn
784,spitz::A,oštar,gobach
785,spitz::A,oštar,biorach
786,spitz::A,šiljast,gobach
787,spitz::A,šiljast,biorach
788,scharf::A,oštar,géar
789,scharf::A,oštar,faobhrach
790,scharf::A,bridak,géar
791,scharf::A,bridak,faobhrach
792,stumpf::A,tup,maol
793,schwer::A,težak,trom
794,schön::A,krasan,álainn
795,heiß::A,vruć,te
796,warm::A,topao,te
797,kalt::A,hladan,fuar
798,kühl::A,hladan,fionnuar
799,frisch::A,svjež,úr
800,frisch::A,svjež,friseáilte
801,feucht::A,vlažan,tais
802,nass::A,mokar,fliuch
803,trocken::A,suh,tirim
804,voll::A,pun,lán
805,leer::A,prazan,folamh
806,offen::A,otvoren,oscailte
807,geschlossen::A,zatvoren,dúnta
808,geschlossen::A,zatvoren,druidte
809,sauber::A,čist,glan
810,schmutzig::A,nečist,salach
811,schmutzig::A,blatan,salach
812,roh::A,sirov,amh
813,reif::A,zreo,aibí
814,lecker::A,tečan,blasta
815,lecker::A,ukusan,blasta
816,süß::A,sladak,milis
817,bitter::A,gorak,searbh
818,sauer::A,kiseo,géar
819,sauer::A,kiseo,searbh
820,hell::A,vedar,geal
821,hell::A,vedar,soilseach
822,hell::A,svijetao,geal
823,hell::A,svijetao,soilseach
824,dunkel::A,taman,dorcha
825,schwarz::A,crn,dubh
826,weiß::A,bio,bán
827,weiß::A,bijel,bán
828,rot::A,crven,dearg
