,Concept_ID,ka,be
137,Baum::N,ხე,дрэва
138,Stamm::N,ტანი,ствол
139,Rinde::N,ქერქი,кара
140,Ast::N,ტოტი,сук
141,Zweig::N,შტო,галіна
142,Blatt::N,ფოთოლი,ліст
143,Birke::N,არყი,бяроза
144,Kiefer[Baum]::N,ფიჭვი,хвоя
145,Kiefer[Baum]::N,ფიჭვი,сасна
146,Weide[Baum]::N,ტირიფი,вярба
147,Tanne::N,ნაძვი,яліна
148,Horn::N,რქა,рог
149,Feder::N,ფრთა,пяро
150,Fell::N,ტყავი,шкура
151,Flügel::N,ფრთა,крыло
152,Klaue::N,კლანჭი,кіпцюр
153,Kralle::N,ტორი,лапа
154,Schwanz::N,კუდი,хвост
155,Ei::N,კვერცხი,яйка
156,Nest::N,ბუდე,гняздо
157,Bau::N,სორო,нара
158,Tier::N,ნადირი,жывёла
159,Tier::N,ცხოველი,жывёла
160,Herde::N,ფარა,статак
161,Kuh::N,ფური,карова
162,Kuh::N,ძროხა,карова
163,Bulle::N,ხარი,бык
164,Pferd::N,რაში,конь
165,Pferd::N,ცხენი,конь
166,Schaf::N,ცხვარი,авечка
167,Schwein::N,ღორი,свіння
168,Hund::N,ძაღლი,сабака
169,Katze::N,კატა,кошка
170,Bär::N,დათვი,мядзведзь
171,Eichhörnchen::N,ციყვი,вавёрка
172,Elch::N,ცხენ-ირემი,лось
173,Fuchs::N,მელა,ліса
174,Hase::N,კურდღელი,заяц
175,Maus::N,თაგვი,мыш
176,Wolf::N,მგელი,воўк
177,Vogel::N,ჩიტი,птах
178,Vogel::N,ჩიტი,птушка
179,Vogel::N,ფრინველი,птах
180,Vogel::N,ფრინველი,птушка
181,Schwarm::N,გუნდი,чарада
182,Huhn::N,დედალი,курыца
183,Hahn::N,მამალი,певень
184,Gans::N,ბატი,гусь
185,Adler::N,არწივი,арол
186,Ente::N,იხვი,качка
187,Eule::N,ბუ,сава
188,Kranich::N,წერო,жораў
189,Kranich::N,წერო,журавель
190,Krähe::N,ყვავი,варона
191,Kuckuck::N,გუგული,зязюля
192,Schwan::N,გედი,лебедзь
193,Fisch::N,თევზი,рыба
194,Barsch::N,ქორჭილა,акунь
195,Hecht::N,ქარიყლაპია,шчупак
196,Schlange[Tier]::N,გველი,змяя
197,Wurm::N,ჭია,чарвяк
198,Spinne::N,ობობა,павук
199,Ameise::N,ჭიანჭველა,мурашка
200,Laus::N,ტილი,вош
201,Laus::N,მკბენარი,вош
202,Mücke::N,კოღო,камар
203,Fliege::N,ბუზი,муха
204,Schmetterling::N,პეპელა,матыль
205,Beere::N,კენკრა,ягада
206,Apfel::N,ვაშლი,яблык
207,Pilz::N,სოკო,грыб
208,Zwiebel::N,ხახვი,цыбуля
209,Saat::N,თესლი,семя
210,Korn::N,მარცვალი,зерне
211,Heu::N,თივა,сена
212,Schale::N,ჩენჩო,шалупінне
213,Grube::N,ორმო,яма
214,Falle::N,ხაფანგი,пастка
215,Schlinge::N,მახე,сіло
216,Spur::N,კვალი,след
217,Asche::N,ფერფლი,попел
218,Dreck::N,ტალახი,бруд
219,Dreck::N,სიბინძურე,бруд
220,Eisen::N,რკინა,жалеза
221,Gold::N,ოქრო,золата
222,Silber::N,ვერცხლი,сребра
223,Kohle::N,ნახშირი,вугаль
224,Glas::N,მინა,шкло
225,Lehm::N,თიხა,гліна
226,Sand::N,ქვიშა,пясок
227,Mensch::N,ადამიანი,чалавек
228,Mann::N,კაცი,мужчына
229,Frau::N,ქალი,жанчына
230,Kind::N,ბავშვი,дзіця
231,Junge::N,ვაჟი,хлопчык
232,Mädchen::N,გოგო,дзяўчынка
233,Familie::N,ოჯახი,сямʼя
234,Großvater::N,პაპა,дзядуля
235,Großvater::N,ბაბუა,дзядуля
236,Großmutter::N,ბებია,бабуля
237,Großmutter::N,დიდედა,бабуля
238,Eltern::N,მშობლები,бацькі
239,Vater::N,მამა,бацька
240,Mutter::N,დედა,маці
241,Sohn::N,ვაჟიშვილი,сын
242,Tochter::N,ქალიშვილი,дачка
243,Bruder::N,ძმა,брат
244,Schwester::N,და,сястра
245,Onkel::N,ბიძა,дзядзька
246,Tante::N,დეიდა,цётка
247,Tante::N,მამიდა,цётка
248,Ehemann::N,ქმარი,муж
249,Ehefrau::N,ცოლი,жонка
250,Freude::N,სიხარული,радасць
251,Gelächter::N,სიცილი,смех
252,Glück::N,ბედნიერება,шчасце
253,Kummer::N,მწუხარება,гора
254,Wunsch::N,წადილი,жаданне
255,Wunsch::N,სურვილი,жаданне
256,Lust::N,წადილი,цяга
257,Geist::N,სული,дух
258,Gedanke::N,ფიქრი,думка
259,Gedächtnis::N,მეხსიერება,памяць
260,Verstand::N,ჭკუა,розум
261,Verstand::N,გონება,розум
262,Sinn::N,მნიშვნელობა,сэнс
263,Grund::N,მიზეზი,зачэпка
264,Wahrheit::N,სიმართლე,праўда
265,Wahrheit::N,ჭეშმარიტება,праўда
266,Gespräch::N,ბაასი,размова
267,Gespräch::N,საუბარი,размова
268,Märchen::N,არაკი,казка
269,Märchen::N,ზღაპარი,казка
270,Erzählung::N,თქმულება,расказ
271,Erzählung::N,თქმულება,апавяданне
272,Nachricht::N,ცნობა,вестка
273,Nachricht::N,ცნობა,паведамленне
274,Nachricht::N,ამბავი,вестка
275,Nachricht::N,ამბავი,паведамленне
276,Neuigkeit::N,სიახლე,навіна
277,Name::N,სახელი,імя
278,Rätsel::N,გამოცანა,загадка
279,Rede::N,სიტყვა,прамова
280,Sprache::N,ენა,мова
281,Stimme::N,ხმა,голас
282,Wort::N,სიტყვა,слова
283,Zeichen::N,ნიშანი,знак
284,Ruf::N,ძახილი,кліч
285,Lärm::N,ხმაური,шум
286,Laut::N,ხმა,гук
287,Laut::N,ბგერა,гук
288,Ton::N,ტონი,гучанне
289,Lied::N,სიმღერა,песня
290,Ruhe::N,სიწყნარე,спакой
291,Leute::N,ადამიანები,людзі
292,Volk::N,ერი,народ
293,Volk::N,ხალხი,народ
294,Arbeit::N,მუშაობა,праца
295,Arbeit::N,მუშაობა,работа
296,Gast::N,სტუმარი,госць
297,Geschenk::N,საჩუქარი,падарунак
298,Spiel::N,თამაში,гульня
299,Gesellschaft::N,საზოგადოება,таварыства
300,Hilfe::N,შველა,дапамога
301,Hilfe::N,დახმარება,дапамога
302,Freund::N,მეგობარი,друг
303,Freund::N,მეგობარი,сябар
304,Kamerad::N,ამხანაგი,прыяцель
305,Angelegenheit::N,საქმე,справа
306,Anzahl::N,ოდენობა,колькасць
307,Art::N,სახეობა,від
308,Stück::N,ნატეხი,кусок
309,Stück::N,ნატეხი,кавалак
310,Teil::N,წილი,частка
311,Hälfte::N,ნახევარი,палова
312,Hälfte::N,ნახევარი,палавіна
313,Kreis::N,წრე,круг
314,Kreuz::N,ჯვარი,крыж
315,Linie::N,ხაზი,лінія
316,Strich::N,შტრიხი,рыса
317,Abstand::N,მანძილი,прамежак
318,Entfernung::N,სიშორე,адлегласць
319,Gegend::N,არე,мясцовасць
320,Gegend::N,მხარე,мясцовасць
321,Platz::N,ფართობი,месца
322,Ort::N,ადგილი,месца
323,Seite::N,მხარე,бок
324,Mitte::N,შუა,сярэдзіна
325,Gegenstand::N,საგანი,прадмет
326,Sache::N,ნივთი,рэч
327,Rand::N,კიდე,край
328,Kante::N,ნაწიბული,руб
329,Kante::N,ნაწიბული,кант
330,Ecke::N,კუთხე,вугал
331,Spitze::N,წვეტი,кончык
332,Ende::N,ბოლო,канец
333,Loch::N,ხვრელი,дзірка
334,Winkel::N,კუთხე,вугал
335,Muster::N,მოხატულობა,узор
336,Größe::N,ზომა,памер
337,Größe::N,სიდიდე,памер
338,Länge::N,სიგრძე,даўжыня
339,Höhe::N,სიმაღლე,вышыня
340,Gewicht::N,წონა,вага
341,Menge::N,რაოდენობა,колькасць
342,Haufen::N,გროვა,куча
343,Reihe::N,რიგი,рад
344,Reihe::N,წყება,рад
345,Boot::N,გემი,лодка
346,Ruder::N,ხოფი,вясло
347,Ruder::N,ნიჩაბი,вясло
348,Schlitten::N,მარხილი,сані
349,Ski::N,თხილამური,лыжа
350,Lagerfeuer::N,კოცონი,вогнішча
351,Last::N,ტვირთი,цяжар
352,Gang::N,სვლა,ход
353,Schritt::N,ბიჯი,шаг
354,Schritt::N,ბიჯი,крок
355,Norden::N,ჩრდილოეთი,поўнач
356,Süden::N,სამხრეთი,поўдзень
357,Westen::N,დასავლეთი,захад
358,Osten::N,აღმოსავლეთი,усход
359,Holz::N,ხე,дрэва
360,Holz::N,ხე,драўніна
361,Brett::N,დაფა,дошка
362,Brett::N,ფიცარი,дошка
363,Platte::N,თლილი ქვა,пліта
364,Stütze::N,საყრდენი,падпорка
365,Stange::N,ჭოკი,жэрдка
366,Stock::N,კეტი,палка
367,Stab::N,ლატანი,шост
368,Rohr::N,მილაკი,труба
369,Haus::N,სახლი,дом
370,Heim::N,ოჯახის კერა,дом
371,Heim::N,ოჯახის კერა,хата
372,Ofen::N,ღუმელი,печ
373,Fußboden::N,იატაკი,падлога
374,Tisch::N,სუფრა,стол
375,Tisch::N,მაგიდა,стол
376,Stuhl::N,სკამი,стул
377,Stuhl::N,სკამი,крэсла
378,Wiege::N,აკვანი,калыска
379,Bett::N,საწოლი,ложак
380,Bett::N,საწოლი,пасцель
381,Bett::N,სარეცელი,ложак
382,Bett::N,სარეცელი,пасцель
383,Regal::N,თაროები,паліца
384,Kiste::N,ყუთი,скрынка
385,Kiste::N,სკივრი,скрынка
386,Fenster::N,ფანჯარა,акно
387,Fenster::N,სარკმელი,акно
388,Tür::N,ბჭე,дзверы
389,Tür::N,კარი,дзверы
390,Tor::N,ჭიშკარი,вароты
391,Zaun::N,ღობე,агароджа
392,Zaun::N,გალავანი,агароджа
393,Dach::N,სახურავი,дах
394,Leiter::N,კიბე,лесвіца
395,Besen::N,ცოცხი,мятла
396,Spaten::N,ნიჩაბი,лапата
397,Spaten::N,ნიჩაბი,жалязняк
398,Schaufel::N,ბარი,шуфлік
399,Schaufel::N,ბარი,лапатка
400,Gabel::N,ჩანგალი,відэлец
401,Löffel::N,კოვზი,лыжка
402,Messer::N,დანა,нож
403,Nagel::N,ლურსმანი,цвік
404,Netz::N,ბადე,сетка
405,Haken::N,კავი,крук
406,Haken::N,კაუჭი,крук
407,Griff::N,ტარი,ручка
408,Schloss::N,კლიტე,замок
409,Schloss::N,საკეტი,замок
410,Bild::N,სურათი,карціна
411,Figur::N,ფიგურა,фігура
412,Puppe::N,თოჯინა,лялька
413,Beutel::N,პარკი,мяшок
414,Bündel::N,გალა,вязка
415,Bündel::N,ასხმა,вязка
416,Tasche::N,ჩანთა,торба
417,Eimer::N,ჩამჩა,вядро
418,Deckel::N,ხუფი,накрыўка
419,Deckel::N,სარქველი,накрыўка
420,Geschirr::N,ჭურჭელი,пасуда
421,Sack::N,ტომარა,мех
422,Tasse::N,ფინჯანი,кубак
423,Topf::N,ქოთანი,каструля
424,Kessel::N,ქვაბი,кацёл
425,Essen::N,ჭამა,ежа
426,Nahrung::N,საზრდო,харч
427,Nahrung::N,საკვები,харч
428,Speise::N,საჭმელი,страва
429,Fleisch::N,ხორცი,мяса
430,Getreide::N,მარცვლოვანი,збожжа
431,Brei::N,ფაფა,каша
432,Brot::N,პური,хлеб
433,Scheibe::N,ნაჭერი,луста
434,Scheibe::N,ნაჭერი,скібка
435,Fett::N,ქონი,тлушч
436,Fett::N,ცხიმი,тлушч
437,Butter::N,კარაქი,масла
438,Öl::N,ზეთი,алей
439,Salz::N,მარილი,соль
440,Suppe::N,სუფი,суп
441,Honig::N,თაფლი,мёд
442,Milch::N,რძე,малако
443,Tee::N,ჩაი,чай
444,Tee::N,ჩაი,гарбата
445,Leder::N,ტყავი,скура
446,Wolle::N,მატყლი,воўна
447,Stoff::N,ქსოვილი,тканіна
448,Nadel::N,ნემსი,іголка
449,Faden::N,ძაფი,нітка
450,Faden::N,მკედი,нітка
451,Knopf::N,ღილი,гузік
452,Knoten::N,ნასკვი,вузел
453,Farbe::N,საღებავი,фарба
454,Kleidung::N,ტანსაცმელი,адзенне
455,Hemd::N,ხალათი,кашуля
456,Hemd::N,პერანგი,кашуля
457,Kragen::N,საყელო,каўнер
458,Ärmel::N,სახელო,рукаў
459,Hose::N,შარვალი,штаны
460,Gürtel::N,ქამარი,пояс
461,Mütze::N,ქუდი,шапка
462,Schuh::N,ფეხსაცმელი,чаравік
463,Stiefel::N,ჩექმა,бот
464,Ring::N,ბეჭედი,кольца
465,Band::N,ბაფთი,стужка
466,Kamm::N,სავარცხელი,расчоска
467,Spiegel::N,სარკე,люстра
468,Riemen::N,ღვედი,рэмень
469,Schnur::N,ლარი,вяроўка
470,Leine::N,ჯაჭვი,павадок
471,Decke::N,საბანი,коўдра
472,Kissen::N,ბალიში,падушка
473,Tuch::N,მაუდი,хустка
474,Tuch::N,თავშალი,хустка
475,Handtuch::N,ხელსახოცი,ручнік
476,Kraft::N,ძალა,сіла
477,Stärke::N,ღონე,моц
478,Gesundheit::N,ჯანმრთელობა,здароўе
479,Krankheit::N,სენი,хвароба
480,Krankheit::N,ავადმყოფობა,хвароба
481,Schmerz::N,ტკივილი,боль
482,Wunde::N,იარი,рана
483,Wunde::N,ჭრილობა,рана
484,Fieber::N,ციება,гарачка
485,Fieber::N,ციება,ліхаманка
486,Arznei::N,წამალი,лекі
487,Brücke::N,ხიდი,мост
488,Brunnen::N,ჭა,калодзеж
489,Weide::N,საძოვარი,паша
490,Pfad::N,ბილიკი,сцежка
491,Weg::N,გზა,шлях
492,Weg::N,გზა,дарога
493,Straße::N,შარაგზა,вуліца
494,Dorf::N,დაბა,вёска
495,Dorf::N,სოფელი,вёска
496,Stadt::N,ქალაქი,горад
497,Brief::N,წერილი,ліст
498,Brief::N,წერილი,пісьмо
499,Buch::N,წიგნი,кніга
500,Buchstabe::N,ასო,літара
501,Zeitung::N,გაზეთი,газета
502,Leben::N,სიცოცხლე,жыццё
503,Tod::N,სიკვდილი,смерць
504,Grab::N,სამარე,магіла
505,Grab::N,საფლავი,магіла
506,Kirche::N,ეკლესია,касцёл
507,Kirche::N,ეკლესია,царква
508,Sünde::N,ცოდვა,грэх
509,Gott::N,ღმერთი,бог
510,Arbeiter::N,მუშა,рабочы
511,Chef::N,გამგე,начальнік
512,Meister::N,ოსტატი,майстар
513,Arzt::N,ექიმი,урач
514,Arzt::N,მკურნალი,урач
515,Lehrer::N,მასწავლებელი,настаўнік
516,Geld::N,ფული,грошы
517,Geschäft::N,საქმე,заняцце
518,Geschäft::N,ბიზნესი,заняцце
519,Laden::N,დუქანი,крама
520,Laden::N,დუქანი,магазін
521,Laden::N,მაღაზია,крама
522,Laden::N,მაღაზია,магазін
523,Preis::N,ფასი,цана
524,Ware::N,საქონელი,тавар
525,Nutzen::N,ხეირი,выгада
526,Reichtum::N,სიმდიდრე,багацце
527,Welt::N,მსოფლიო,свет
528,Land::N,მხარე,краіна
529,Land::N,ქვეყანა,краіна
530,Staat::N,სახელმწიფო,дзяржава
531,König::N,მეფე,кароль
532,Macht::N,ძლიერება,улада
533,Grenze::N,ზღვარი,граніца
534,Krieg::N,ომი,вайна
535,Feind::N,მტერი,вораг
536,Gewalt::N,სისასტიკე,насілле
537,Kampf::N,ბრძოლა,барацьба
538,Bogen[Waffe]::N,მშვილდი,лук
539,Pfeil::N,ისარი,страла
540,Pfeil::N,მახვილი,страла
541,Gewehr::N,თოფი,ружжо
542,Gewehr::N,შაშხანა,ружжо
543,Fehler::N,შეცდომა,памылка
544,Lüge::N,სიცრუე,хлусня
545,Schaden::N,ვნება,шкода
546,Unglück::N,ხიფათი,ліха
547,Unglück::N,ხიფათი,бядота
548,Unglück::N,უბედურება,ліха
549,Unglück::N,უბედურება,бядота
550,Schuld::N,ბრალი,віна
551,Alter::N,ასაკი,узрост
552,Schluss::N,ბოლო,канец
553,Schluss::N,დასასრული,канец
554,Zeit::N,დრო,час
555,Tag::N,დღე,дзень
556,Morgen::N,დილა,ранак
557,Morgen::N,დილა,раніца
558,Mittag::N,შუადღე,паўдня
559,Mittag::N,შუადღე,поўдзень
560,Abend::N,საღამო,вечар
561,Nacht::N,ღამე,ноч
562,Woche::N,კვირა,тыдзень
563,Monat::N,თვე,месяц
564,Jahr::N,წელი,год
565,Frühling::N,გაზაფხული,вясна
566,Sommer::N,ზაფხული,лета
567,Herbst::N,შემოდგომა,восень
568,Winter::N,ზამთარი,зіма
569,Januar::N,იანვარი,студзень
570,Februar::N,თებერვალი,люты
571,März::N,მარტი,сакавік
572,April::N,აპრილი,красавік
573,Mai::N,მაისი,май
574,Mai::N,მაისი,травень
575,Juni::N,ივნისი,чэрвень
576,Juli::N,ივლისი,ліпень
577,August::N,აგვისტო,жнівень
578,September::N,სექტემბერი,верасень
579,Oktober::N,ოქტომბერი,кастрычнік
580,November::N,ნოემბერი,лістапад
581,Dezember::N,დეკემბერი,снежань
582,Montag::N,ორშაბათი,панядзелак
583,Dienstag::N,სამშაბათი,аўторак
584,Mittwoch::N,ოთხშაბათი,серада
585,Donnerstag::N,ხუთშაბათი,чацвер
586,Freitag::N,პარასკევი,пятніца
587,Samstag::N,შაბათი,субота
588,Sonntag::N,კვირა,нядзеля
589,groß::A,დიდი,вялікі
590,klein::A,მცირე,маленькі
591,klein::A,პატარა,маленькі
592,lang::A,გრძელი,доўгі
593,kurz::A,მოკლე,кароткі
594,breit::A,ფართო,шырокі
595,breit::A,განიერი,шырокі
596,schmal::A,ვიწრო,вузкі
597,schmal::A,წვრილი,вузкі
598,dicht::A,მჭიდრო,густы
599,dick[Gegenstand]::A,სქელი,тоўсты
600,dünn::A,წვრილი,тонкі
601,fein::A,თხელი,тонкі
602,fest::A,მყარი,моцны
603,flach::A,ბრტყელი,плоскі
604,glatt::A,გლუ,гладкі
605,hart::A,მაგარი,цвёрды
606,weich::A,რბილი,мяккі
607,rund::A,მრგვალი,круглы
608,spitz::A,წვეტიანი,спічасты
609,spitz::A,წვეტიანი,востраканцовы
610,scharf::A,მჭრელი,востры
611,stumpf::A,ბლაგვი,тупы
612,schwer::A,მძიმე,цяжкі
613,schön::A,ლამაზი,прыгожы
614,heiß::A,ცხელი,гарачы
615,warm::A,თბილი,цёплы
616,kalt::A,ცივი,холадны
617,kühl::A,გრილი,халаднаваты
618,frisch::A,სუფთა,свежы
619,feucht::A,ნოტიო,вільготны
620,nass::A,სველი,мокры
621,trocken::A,მშრალი,сухі
622,voll::A,სავსე,поўны
623,leer::A,ცარიელი,пусты
624,offen::A,ღია,адкрыты
625,offen::A,ღია,адчынены
626,offen::A,გაშლილი,адкрыты
627,offen::A,გაშლილი,адчынены
628,geschlossen::A,დახურული,закрыты
629,geschlossen::A,დახურული,зачынены
630,sauber::A,სუფთა,чысты
631,sauber::A,წმინდა,чысты
632,schmutzig::A,ტალახიანი,брудны
633,roh::A,უმი,сыры
634,reif::A,მწიფე,спелы
635,lecker::A,გემრიელი,смачны
636,süß::A,ტკბილი,салодкі
637,bitter::A,მწარე,горкі
638,sauer::A,მჟავე,кіслы
639,hell::A,ნათელი,светлы
640,dunkel::A,ბნელი,цёмны
641,schwarz::A,შავი,чорны
642,weiß::A,თეთრი,белы
643,rot::A,წითელი,чырвоны
644,gelb::A,ყვითელი,жоўты
645,blau::A,ლურჯი,сіні
646,blau::A,ცისფერი,сіні
647,grün::A,მწვანე,зялёны
648,grau::A,რუხი,шэры
649,grau::A,ნაცრისფერი,шэры
650,bunt::A,ჭრელი,пяресты
651,bunt::A,ფერადი,пяресты
652,billig::A,იაფი,танны
653,teuer::A,ძვირი,дарагі
654,wertvoll::A,ღირსიანი,цэнны
655,wertvoll::A,ღირსიანი,каштоўны
656,blind::A,ბრმა,сляпы
657,taub::A,ყრუ,глухі
658,kräftig::A,ძალავანი,магутны
659,stark::A,ძლიერი,сільны
660,stark::A,ღონიერი,сільны
661,schwach::A,სუსტი,слабы
662,fett::A,სქელი,тлусты
663,schlank::A,გამხდარი,стройны
664,hübsch::A,ეშხიანი,чароўны
665,hübsch::A,მშვენიერი,чароўны
666,böse::A,ავი,злы
667,böse::A,ბოროტი,злы
668,dumm::A,ბოთე,дурны
669,dumm::A,სულელი,дурны
670,faul::A,ზანტი,лянівы
671,faul::A,ზარმაცი,лянівы
672,fleißig::A,ბეჯითი,руплівы
673,fleißig::A,მუყაითი,руплівы
674,geizig::A,ძუნწი,прагны
675,klug::A,ჭკვიანი,разумны
676,geschickt::A,მარჯვე,умелы
677,geschickt::A,გაწაფული,умелы
678,lieb::A,სატრფიალო,мілы
679,lustig::A,მხიარული,вясёлы
680,sanft::A,ალერსიანი,ласкавы
681,sanft::A,გრძნობიერი,ласкавы
682,hungrig::A,მშიერი,галодны
683,krank::A,სნეული,хворы
684,krank::A,ავადმყოფი,хворы
685,nackt::A,ტიტველი,голы
686,traurig::A,მწუხარე,сумны
687,traurig::A,სევდიანი,сумны
688,lebendig::A,ცოცხალი,жывы
689,gut::A,კარგი,добры
690,schlecht::A,უხეირო,кепскі
691,richtig::A,ნამდვილი,правільны
692,schlimm::A,ცუდი,агідны
693,wahr::A,სწორი,сапраўдны
694,wahr::A,ჭეშმარიტი,сапраўдны
695,alt::A,ძველი,стары
696,neu::A,ახალი,новы
697,ehemalig::A,ყოფილი,былы
698,alt[Lebewesen]::A,ბებერი,стары
699,jung::A,ნორჩი,малады
700,jung::A,ახალგაზრდა,малады
701,arm::A,ღარიბი,бедны
702,reich::A,მდიდარი,багаты
703,bekannt::A,ცნობილი,знаёмы
704,berühmt::A,გამოჩენილი,славуты
705,fremd::A,უცხო,чужы
706,fremd::A,გარეშე,чужы
707,verschieden::A,სხვაგვარი,розны
708,nah::A,ახლო,блізкі
709,fern::A,შორი,далёкі
710,fern::A,შორეული,далёкі
711,linker::A,მარცხენა,левы
712,rechter::A,მარჯვენა,правы
713,anderer::A,სხვა,іншы
714,anderer::A,სხვა,другі
715,erster::A,პირველი,першы
716,zweiter::A,მეორე,другі
717,dritter::A,მესამე,трэці
718,letzter::A,ბოლო,апошні
719,letzter::A,უკანასკნელი,апошні
720,allein::ADV,მარტო,сам
721,allein::ADV,მარტო,адзін
722,auf einmal::ADV,ერთდროულად,адразу
723,zusammen::ADV,ერთად,разам
724,lange::ADV,დიდხანს,доўга
725,plötzlich::ADV,მოულოდნელად,раптам
726,sofort::ADV,ახლავე,зараз
727,später::ADV,მოგვიანებით,пазней
728,jetzt::ADV,ახლა,цяпер
729,heute::ADV,დღეს,сёння
730,morgen::ADV,ხვალ,заўтра
731,bald::ADV,მალე,хутка
732,bald::ADV,მალე,неўзабаве
733,dann::ADV,მერე,потым
734,gestern::ADV,გუშინ,учора
