,Concept_ID,ka,be
735,einst::ADV,ოდესღაც,аднойчы
736,damals::ADV,მაშინ,тады
737,danach::ADV,მერმე,затым
738,danach::ADV,შემდეგ,затым
739,vorher::ADV,ადრე,раней
740,vorher::ADV,წინათ,раней
741,zuerst::ADV,ჯერ,спярша
742,zuerst::ADV,ჯერ,спачатку
743,einmal::ADV,ერთხელ,адзін раз
744,manchmal::ADV,ხან,часам
745,manchmal::ADV,ზოგჯერ,часам
746,oft::ADV,ხშირად,часта
747,immer::ADV,მუდამ,заўсёды
748,immer::ADV,ყოველთვის,заўсёды
749,niemals::ADV,არასდროს,ніколі
750,hier::ADV,აქ,тут
751,hierhin::ADV,აქეთ,сюды
752,von hier::ADV,აქედან,адсюль
753,von hier::ADV,აქედან,адгэтуль
754,dort::ADV,იქ,там
755,dorthin::ADV,იქით,туды
756,geradeaus::ADV,პირდაპირ,прама
757,vorwärts::ADV,წინ,наперад
758,rückwärts::ADV,უკან,назад
759,zurück::ADV,უკანვე,назад
760,unten::ADV,დაბლა,унізе
761,unten::ADV,ქვევით,унізе
762,hinab::ADV,ძირს,уніз
763,oben::ADV,ზემოთ,угары
764,oben::ADV,ზემოთ,наверсе
765,hinauf::ADV,ზევით,угару
766,überall::ADV,ყველგან,усюды
767,nicht::ADV,არ,не
768,ein wenig::ADV,ცოტა,трошкі
769,kaum::ADV,ძლივს,ледзьве
770,sehr::ADV,მეტად,вельмі
771,sehr::ADV,ძალიან,вельмі
772,so::ADV,ისე,так
773,noch::ADV,ჯერ,яшчэ
774,nur::ADV,მხოლოდ,толькі
775,schon::ADV,უკვე,ужо
776,wieder::ADV,ისევ,зноў
777,wieder::ADV,კიდევ,зноў
778,vergebens::ADV,ამაოდ,дарма
779,vergebens::ADV,ამაოდ,дарэмна
780,vergebens::ADV,ტყუილად,дарма
781,vergebens::ADV,ტყუილად,дарэмна
782,vor::PRP,წინ,перад
783,hinter::PRP,უკან,за
784,hinter::PRP,უკან,ззаду
785,hinter::PRP,მიღმა,за
786,hinter::PRP,მიღმა,ззаду
787,unter::PRP,ქვეშ,пад
788,unter::PRP,ქვევით,пад
789,durch::PRP,გავლით,праз
790,neben::PRP,გვერდით,каля
791,zwischen::PRP,შუა,між
792,zwischen::PRP,შუა,паміж
793,zwischen::PRP,შორის,між
794,zwischen::PRP,შორის,паміж
795,wegen::PRP,გამო,з-за
796,wegen::PRP,შედეგად,з-за
797,dies::PRN,ეს,гэта
798,das::PRN,ეგ,тое
799,alles::PRN,ყველაფერი,усё
800,ich::PRN,მე,я
801,du::PRN,შენ,ты
802,er::PRN,ის,ён
803,er::PRN,იგი,ён
804,wir::PRN,ჩვენ,мы
805,ihr::PRN,თქვენ,вы
806,sie::PRN,ისინი,яны
807,was::FPRN,რა,што
808,wer::FPRN,ვინ,хто
809,wo::FADV,სად,дзе
810,wohin::FADV,საით,куды
811,wie::FADV,როგორ,як
812,warum::FADV,რაზე,чаму
813,warum::FADV,რატომ,чаму
814,wieviel::FNUM,რამდენი,колькі
815,eins::NUM,ერთი,адзін
816,zwei::NUM,ორი,два
817,drei::NUM,სამი,тры
818,vier::NUM,ოთხი,чатыры
819,fünf::NUM,ხუთი,пяць
820,sechs::NUM,ექვსი,шесць
821,sieben::NUM,შვიდი,сем
822,acht::NUM,რვა,восем
823,neun::NUM,ცხრა,дзевяць
824,zehn::NUM,ათი,дзесяць
825,elf::NUM,თერთმეტი,адзінаццаць
826,zwölf::NUM,თორმეტი,дванаццаць
827,zwanzig::NUM,ოცი,дваццаць
828,dreißig::NUM,ოცდაათი,трыццаць
829,vierzig::NUM,ორმოცი,сорак
830,fünfzig::NUM,ორმოცდაათი,пядзесят
831,sechzig::NUM,სამოცი,шесдзесят
832,siebzig::NUM,სამოცდაათი,семдзесят
833,achtzig::NUM,ოთხმოცი,восемдзесят
834,neunzig::NUM,ოთხმოცდაათი,дзевяноста
835,hundert::NUM,ასი,сто
836,tausend::NUM,ათასი,тысяча
837,und::CNJ,და,і
838,und::CNJ,და,ды
839,oder::CNJ,ან,або
840,stehen::V,დგას,стаяць
841,sitzen::V,ზის,сядзець
842,liegen::V,აწევს,ляжаць
843,hängen::V,კიდია,вісець
844,werden::V,გახდება,стаць
845,werden::V,გახდება,зрабіцца
846,passieren::V,მოხდება,трапіцца
847,beginnen::V,იწყება,пачацца
848,enden::V,გათავდება,кончыцца
849,wechseln::V,იცვლება,мяняцца
850,aufgehen[Sonne]::V,ამოდის,узысці
851,untergehen[Sonne]::V,ჩადის,зайсці
852,scheinen[Sonne]::V,ანათებს,свяціць
853,donnern::V,ქუხს,грымець
854,wehen::V,ქრის,дзьмуць
855,wehen::V,დაუბერავს,дзьмуць
856,strömen::V,იღვრება,ліцца
857,fließen::V,დის,цячы
858,fließen::V,მიედინება,цячы
859,sich drehen::V,ტრიალებს,круціцца
860,sich drehen::V,ტრიალებს,варочацца
861,schwanken::V,ირხევა,хістацца
862,schwingen::V,ირხევა,гайдацца
863,schwingen::V,ირხევა,калыхацца
864,fallen::V,დავარდება,падаць
865,brennen::V,იწვის,гарэць
866,rauchen::V,ბოლავს,дымець
867,rauchen::V,აბოლებს,дымець
868,regnen::V,წვიმს,дажджыць
869,gefrieren::V,იყინება,замерзнуць
870,tauen::V,დნება,раставаць
871,schmelzen::V,დნება,плавіцца
872,trocknen::V,გაშრება,сохнуць
873,sieden::V,დუღს,кіпець
874,faulen::V,ლპება,гнісці
875,verfaulen::V,ლპება,згнісці
876,reißen::V,დაიხევა,ірвацца
877,versinken::V,ეფლობა,тануць
878,versinken::V,ჩაიძირება,тануць
879,vergehen::V,გადის,праходзіць
880,erscheinen::V,გამოჩნდება,зʼявіцца
881,verschwinden::V,გააქრება,знікнуць
882,verschwinden::V,დაიკარგება,знікнуць
883,sinken::V,დაიწევს,спадаць
884,abnehmen::V,შემცირდება,паменшыцца
885,zunehmen::V,გასუქდება,павялічвацца
886,steigen::V,მოიმატებს,паднімацца
887,wachsen::V,იზრდება,расці
888,wachsen::V,მრავლდება,расці
889,glänzen::V,ბრწყინავს,блішчаць
890,funkeln::V,კაშკაშებს,бліскаць
891,lärmen::V,ხმაურობს,шумець
892,läuten::V,დარეკავს,званіць
893,klingeln::V,დარეკავს,званіць
894,klirren::V,დააწკარუნებს,бразгаць
895,brausen::V,ბობოქრობს,бушаваць
896,rauschen::V,შრიალებს,шастаць
897,klingen::V,ხმას გამოსცემს,гучаць
898,bellen::V,უყეფს,брахаць
899,heulen::V,ღმუის,выць
900,blasen::V,დაუბერავს,дзьмухнуць
901,pfeifen::V,უსტვენს,свістаць
902,schreien::V,ყვირის,крычаць
903,stöhnen::V,კვნესის,стагнаць
904,zittern::V,აძაგძაგებს,дрыжаць
905,leben::V,ცოცხლობს,жыць
906,geboren werden::V,იშვება,нарадзіцца
907,geboren werden::V,იბადება,нарадзіцца
908,atmen::V,სუნთქავს,дыхаць
909,trinken::V,სვამს,піць
910,trinken::V,დალევს,піць
911,essen::V,შეჭამს,есці
912,schlucken::V,ყლაპავს,глытаць
913,müde werden::V,დაიქანცება,стаміцца
914,einschlafen::V,დაიძინებს,заснуць
915,schlafen::V,სძინავს,спаць
916,aufwachen::V,გაიღვიძებს,рассыпацца
917,aufstehen::V,ადგება,устаць
918,sich erholen::V,დაისვენებს,адпачываць
919,krank werden::V,ავად გახდება,захварэць
920,krank sein::V,ავადმყოფობს,хварэць
921,schmerzen::V,სტკივა,балець
922,husten::V,ახველებს,кашляць
923,genesen::V,მორჩება,паправіцца
924,genesen::V,მორჩება,паздаравець
925,sterben::V,კვდება,памерці
926,umkommen::V,დაიღუპება,загінуць
927,sich bewegen::V,იძვრის,рухацца
928,sich bewegen::V,მოძრაობს,рухацца
929,sich rühren::V,გაინძრევა,варушыцца
930,sich erheben::V,ადგება,устаць
931,sich setzen::V,დაჯდება,сесці
932,hinfallen::V,დაეცემა,упасці
933,laufen::V,დადის,хадзіць
934,schreiten::V,აბიჯებს,шагаць
935,schreiten::V,აბიჯებს,крочыць
936,spazierengehen::V,დასეირნობს,гуляць
937,eilen::V,მიიჩქარის,спяшацца
938,sich beeilen::V,აჩქარდება,спяшацца
939,sausen::V,მიქრის,імчацца
940,rennen::V,დარბის,бегаць
941,springen::V,ხტის,скакаць
942,klettern::V,ძვრება,лазіць
943,schaukeln::V,ქანაობს,гайдацца
944,kriechen::V,დაბობღავს,поўзаць
945,schwimmen::V,ცურავს,плаваць
946,tauchen::V,ჩაიძირება,ныраць
947,rudern::V,ნიჩაბს უსვამს,веславаць
948,fahren::V,დადის,ехаць
949,fahren::V,მგზავრობს,ехаць
950,fliegen::V,იფრენს,лятаць
951,fliegen::V,გაფრინდება,лятаць
952,gehen::V,მიდის,ісці
953,weggehen::V,წამოდის,пайсці
954,abfahren::V,მიემგზავრება,адʼяжджаць
955,anhalten::V,ჩერდება,спыніцца
956,anhalten::V,ჩერდება,затрымацца
957,hineingehen::V,შედის,уваходзіць
958,eintreten::V,შედის,увайсці
959,kommen::V,მოდის,прыйсці
960,ankommen::V,ჩადის,прыбыць
961,zurückkommen::V,დაბრუნდება,вярнуцца
962,bleiben::V,დარჩება,застацца
963,warten::V,ელოდება,чакаць
964,erwarten::V,ელის,чакаць
965,erwarten::V,დაიცდის,чакаць
966,suchen::V,ეძებს,шукаць
967,suchen::V,მოძებნის,шукаць
968,finden::V,მიაგნებს,знайсці
969,finden::V,გამოძებნის,знайсці
970,versuchen::V,ცდის,прабаваць
971,versuchen::V,ცდილობს,прабаваць
972,vorbereiten::V,მოამზადებს,падрыхтаваць
973,lieben::V,უყვარს,кахаць
974,mögen::V,ეტრფის,любіць
975,lachen::V,იცინის,смяяцца
976,rühren::V,გულს აუჩუყებს,расчуліць
977,weinen::V,ტირის,плакаць
978,schimpfen::V,შეიგინება,лаяцца
979,sich ärgern::V,გაბრაზობს,сердаваць
980,sich fürchten::V,შიშობს,баяцца
981,fürchten::V,ფრთხილობს,баяцца
982,fliehen::V,გაიქცევა,уцякаць
983,flüchten::V,გაიქცევა,уцячы
984,sehen::V,ხედავს,бачыць
985,anschauen::V,ნახავს,паглядзець
986,ansehen::V,უყურებს,глядзець
987,hören::V,ისმენს,чуць
988,zuhören::V,მოისმენს,слухаць
989,probieren::V,გასინჯავს,каштаваць
990,riechen::V,ყნოსავს,нюхаць
991,fühlen::V,გრძნობს,адчуваць
992,scheinen::V,ეჩვენება,здавацца
993,zu sehen sein::V,მოჩანს,віднецца
994,vernehmen::V,გაიგებს,пачуць
995,frieren::V,იყინება,мёрзнуць
996,tun::V,აკეთებს,рабіць
997,können::V,შეიძლება,умець
998,wollen::V,უნდა,хацець
999,anfangen::V,დაიწყებს,пачаць
1000,beenden::V,ამთავრებს,закончыць
1001,aufhören::V,შეწყვეტს,перастаць
1002,gelingen::V,მოახერხებს,удацца
1003,geraten::V,გამოდის,аказацца
1004,öffnen::V,გახსნის,адчыніць
1005,schließen::V,ხურავს,зачыніць
1006,schließen::V,დაკეტავს,зачыніць
1007,stellen::V,დადგამს,паставіць
1008,setzen::V,დასვამს,пасадзіць
1009,legen::V,დადებს,класці
1010,berühren::V,შეახებს,чапаць
1011,berühren::V,მიაკარებს,чапаць
1012,verbinden::V,შეაერთებს,звязаць
1013,bedecken::V,გადააფარებს,накрыць
1014,aufhängen::V,დაკიდებს,павесіць
1015,anzünden::V,დაანთებს,запаліць
1016,anzünden::V,მოუკიდებს,запаліць
1017,aufheben::V,აიღებს,падняць
1018,aufheben::V,აიყვანს,падняць
1019,zurücklassen::V,დატოვებს,пакінуць
1020,verlieren::V,დაკარგავს,згубіць
1021,fallen lassen::V,გაუვარდება,упусціць
1022,machen::V,გააკეთებს,зрабіць
1023,machen::V,გამოიწვევს,зрабіць
1024,herstellen::V,დაამზადებს,вырабіць
1025,bauen::V,ააშენებს,будаваць
1026,reparieren::V,შეაკეთებს,правіць
1027,reparieren::V,გაარემონტებს,правіць
1028,verbessern::V,გამოაკეთებს,палепшыць
1029,verbessern::V,გააუმჯობესებს,палепшыць
1030,ändern::V,შეცვლის,змяніць
1031,graben::V,თხრის,капаць
1032,beugen::V,ხრის,сагнуць
1033,biegen::V,გაღუნავს,пагнуць
1034,drehen::V,ატრიალებს,вярцець
1035,wenden::V,მოაბრუნებს,павярнуць
1036,umdrehen::V,შეატრიალებს,перавярнуць
1037,heben::V,ასწევს,падымаць
1038,hochheben::V,აიყვანს,падняць
1039,ergreifen::V,სტაცებს,схапіць
1040,ergreifen::V,სტაცებს,схваціць
1041,halten::V,უჭირავს,трымаць
1042,drücken::V,დააწვება,націскаць
1043,schieben::V,მისწევს,пхаць
1044,schieben::V,მისწევს,штурхаць
1045,kratzen::V,მოფხანს,скрэбці
1046,lecken::V,ლოკავს,лізаць
1047,beißen::V,უკბენს,кусаць
1048,abreißen::V,გლეჯს,адарваць
1049,abreißen::V,მოწყვეტს,адарваць
1050,abschneiden::V,გაჭრის,адрэзаць
1051,binden::V,შეკრავს,вязаць
1052,binden::V,გადააბამს,вязаць
1053,stecken::V,ჩაასობს,уваткнуць
1054,brechen::V,მოიტეხს,зламаць
1055,klopfen::V,აკაკუნებს,стукаць
1056,hauen::V,ლეწავს,біць
1057,kleben::V,წებავს,клеіць
1058,kleben::V,დააწებებს,клеіць
1059,reiben::V,დაზელს,церці
1060,streichen::V,უსვამს,намазаць
1061,schleifen::V,ლესავს,тачыць
1062,schneiden::V,გაჭრის,рэзаць
1063,rütteln::V,არხევს,хістаць
1064,schütteln::V,არყევს,трэсці
1065,schütteln::V,ანძრევს,трэсці
1066,schwenken::V,აქნევს,махаць
1067,schütten::V,ღვრის,наліць
1068,schütten::V,დააქცევს,наліць
1069,füllen::V,გაავსებს,напоўніць
1070,einwickeln::V,შეახვევს,загарнуць
1071,tragen::V,მიიტანს,несці
1072,schleppen::V,მიათრევს,цягнуць
1073,ziehen::V,წევს,цягнуць
1074,ziehen::V,ათრევს,цягнуць
1075,aufbewahren::V,შეინახავს,захоўваць
1076,werfen::V,ისვრის,кідаць
1077,fangen::V,დაიჭერს,лавіць
1078,packen::V,სტაცებს,схапіць
1079,packen::V,სტაცებს,схваціць
1080,verstecken::V,მალავს,схаваць
1081,teilen::V,დაყოფს,раздзяліць
1082,schicken::V,გაგზავნის,пасылаць
1083,bringen::V,მოიტანს,прынесці
1084,hinzufügen::V,დაამატებს,дабавіць
1085,bekommen::V,ამოიღებს,дастаць
1086,erhalten::V,იღებს,атрымаць
1087,nehmen::V,აიღებს,ўзяць
1088,wählen::V,გადაარჩევს,выбраць
1089,auswählen::V,ამოარჩევს,адабраць
1090,bewahren::V,ინარჩუნებს,захаваць
1091,behindern::V,აბრკოლებს,перашкаджаць
1092,behindern::V,გააძნელებს,перашкаджаць
1093,verderben::V,გააფუჭებს,сапсаваць
1094,beschädigen::V,დააზიანებს,пашкодзіць
1095,zerbrechen::V,დაამტვრევს,разбіць
1096,zerreißen::V,გახევს,разадраць
1097,zerstören::V,მოსპობს,разбурыць
1098,zerstören::V,დაანგრევს,разбурыць
1099,verbrennen::V,დაწვავს,спаліць
1100,geben::V,აძლევს,даць
1101,reichen::V,მიაწოდებს,перадаць
1102,schenken::V,აჩუქებს,дарыць
1103,versprechen::V,აღუთქვამს,абяцаць
1104,wünschen::V,უსურვებს,жадаць
1105,loben::V,აქებს,хваліць
1106,loben::V,ამკობს,хваліць
1107,küssen::V,აკოცებს,цалаваць
1108,wiegen::V,არხევს,гушкаць
1109,wiegen::V,არხევს,калыхаць
1110,zudecken::V,გადახურავს,накрыць
1111,wecken::V,გააღვიძებს,пабудзіць
1112,zeigen::V,დაანახვებს,паказаць
1113,führen::V,მიჰყავს,весці
1114,lehren::V,ასწავლის,вучыць
1115,unterrichten::V,ასწავლის,выкладаць
1116,aufziehen::V,აღზრდის,выхаваць
1117,leiten::V,აწარმოებს,кіраваць
1118,leiten::V,ხელმძღვანელობს,кіраваць
1119,antreiben::V,დააჩქარებს,падганяць
1120,lassen::V,ა--ინებს,прымусіць
1121,einladen::V,მოიპატიჟებს,запрасіць
1122,vereinigen::V,შეაერთებს,абʼяднаць
1123,besuchen::V,სანახავად მიდის,наведаць
1124,treffen::V,შეხვდება,сустрэць
1125,sich versammeln::V,შეიკრიბება,сабрацца
1126,spielen::V,ეთამაშება,гуляць
1127,singen::V,მღერის,пець
1128,singen::V,მღერის,спяваць
1129,tanzen::V,ცეკვავს,танцаваць
1130,sich trennen::V,მოშორდება,расстацца
1131,verlassen::V,მიატოვებს,пакінуць
1132,retten::V,იხსნის,выратаваць
1133,retten::V,გადაარჩენს,выратаваць
1134,bewachen::V,დარაჯობს,ахоўваць
1135,bewachen::V,უთვალთვალებს,ахоўваць
1136,schützen::V,დაიფარავს,уберагаць
1137,verteidigen::V,დაიცავს,абараніць
1138,sich schlagen::V,იჩხუბებს,біцца
1139,sich schlagen::V,იჩხუბებს,драцца
1140,schießen::V,ისვრის,страляць
1141,siegen::V,გაიმარჯვებს,перамагчы
1142,ärgern::V,აჯავრებს,злаваць
1143,schlagen::V,ცემს,ударыць
1144,treten::V,პანღურს ამოჰკრავს,штурхаць
1145,stechen::V,სჩხვლეტს,укалоць
1146,stoßen::V,დაეჯახება,папхнуць
1147,stehlen::V,ქურდობს,украсці
1148,stehlen::V,მოიპარავს,украсці
1149,stören::V,შეაწუხებს,перашкодзіць
1150,belästigen::V,მობეზრდება,дакучаць
1151,verbergen::V,დამალავს,скрыць
1152,verbergen::V,დამალავს,схаваць
1153,täuschen::V,შეცდებს,падмануць
1154,betrügen::V,მოატყუებს,змахляваць
1155,töten::V,მოკლავს,забіць
1156,wohnen::V,ცხოვრობს,жыць
1157,wohnen::V,ბინადრობს,жыць
1158,arbeiten::V,მუშაობს,працаваць
1159,sammeln::V,შეკრებს,сабраць
1160,pflücken::V,კრეფს,зрываць
1161,jagen::V,ნადირობს,паляваць
1162,fischen::V,თევზაობს,рыбачыць
1163,fassen::V,დააჭერს,злавіць
1164,hüten::V,მწყემსავს,пасвіць
1165,treiben::V,მიერეკება,гнаць
1166,anbinden::V,მიაბამს,прывязаць
1167,füttern::V,აჭმევს,карміць
1168,melken::V,წველის,даіць
1169,hacken::V,კეპავს,сячы
1170,gießen::V,რწყავს,паліць
1171,reifen::V,მწიფდება,паспець
1172,zubereiten::V,მოამზადებს,зварыць
1173,zubereiten::V,მოამზადებს,згатаваць
1174,kochen::V,მოხარშავს,варыць
1175,backen::V,გამოაცხობს,пячы
1176,braten::V,შეწვავს,смажыць
1177,umrühren::V,შეურევს,перамяшаць
1178,umrühren::V,გათქვეფს,перамяшаць
1179,stricken::V,ქსოვს,вязаць
1180,nähen::V,გაკერავს,шыць
1181,färben::V,შეღებავს,пафарбаваць
1182,reinigen::V,გაწმენდს,ачысціць
1183,reinigen::V,გასუფთავებს,ачысціць
1184,waschen::V,გარეცხავს,мыць
1185,abwischen::V,წაშლის,выцерці
1186,spülen::V,გაავლებს,паласкаць
1187,fegen::V,დაბლანდავს,падмятаць
1188,kehren::V,დაგვის,месці
1189,baden::V,ბანაობს,купацца
1190,sich waschen::V,იბანება,мыцца
1191,ausziehen::V,გაიხდის,зняць
1192,anziehen::V,ჩაიცვამს,надзець
1193,sich anziehen::V,ჩაიცვამს,адзецца
1194,kämmen::V,დავარცხნის,прычасаць
1195,schmücken::V,მორთავს,аздобіць
1196,sagen::V,იტყვის,сказаць
1197,sprechen::V,ლაპარაკობს,гаварыць
1198,reden::V,საუბრობს,размаўляць
1199,sich unterhalten::V,ბაასობს,гутарыць
1200,sich unterhalten::V,მუსაიფობს,гутарыць
1201,fragen::V,ჰკითხავს,спытаць
1202,bitten::V,სთხოვს,прасіць
1203,erzählen::V,მოუთხრობს,расказаць
1204,mitteilen::V,აუწყებს,паведаміць
1205,mitteilen::V,აცნობებს,паведаміць
1206,nennen::V,უწოდებს,назваць
1207,rufen::V,დაუძახებს,зваць
1208,prahlen::V,ტრაბახობს,хваліцца
1209,übersetzen::V,გადათარგმნის,перакласці
1210,denken::V,ფიქრობს,думаць
1211,denken::V,აზროვნებს,думаць
1212,glauben::V,სჯერა,верыць
1213,bemerken::V,შენიშვნავს,заўважыць
1214,erkennen::V,გამოიცნობს,пазнаць
1215,begreifen::V,გაიგებს,спасцігнуць
1216,verstehen::V,გაიგონებს,пачуць
1217,lernen::V,ისწავლის,вучыцца
1218,wissen::V,ეცოდინება,знаць
1219,sich erinnern an::V,მოიგონებს,памятаць
1220,sich erinnern an::V,გაიხსენებს,памятаць
1221,vergessen::V,ივიწყებს,забыць
1222,messen::V,ზომავს,мераць
1223,zählen::V,ითვლის,лічыць
1224,rechnen::V,გაიანგარიშებს,лічыць
1225,lesen::V,კითხულობს,чытаць
1226,malen::V,ხატავს,маляваць
1227,zeichnen::V,ხაზავს,рысаваць
1228,schreiben::V,დაწერს,пісаць
1229,besitzen::V,ექნება,мець
1230,kaufen::V,ყიდულობს,купіць
1231,verkaufen::V,გაყიდის,прадаць
1232,bezahlen::V,გადაიხდის,заплаціць
1233,zahlen::V,გადაიხდის,плаціць
1234,beherrschen::V,ფლობს,уладаць
1235,beherrschen::V,ფლობს,валодаць
1236,ertragen::V,მოითმენს,выцерпець
