,Concept_ID,bg,sq
168,Flügel::N,крило,fletë
169,Klaue::N,нокът,kthetër
170,Kralle::N,нокът,thua
171,Kralle::N,нокът,kthetër
172,Schwanz::N,опашка,bisht
173,Ei::N,яйце,vezë
174,Nest::N,гнездо,fole
175,Bau::N,дупка,strofkë
176,Tier::N,животно,kafshë
177,Herde::N,стадо,kope
178,Herde::N,стадо,grigjë
179,Kuh::N,крава,lopë
180,Bulle::N,бик,dem
181,Pferd::N,кон,kalë
182,Schaf::N,овца,dele
183,Schwein::N,свиня,derr
184,Hund::N,куче,qen
185,Katze::N,котка,mace
186,Bär::N,мечка,ari
187,Eichhörnchen::N,катерица,ketër
188,Elch::N,лос,dre brilopatë
189,Fuchs::N,лисица,dhelpër
190,Hase::N,заек,lepur
191,Maus::N,мишка,mi
192,Wolf::N,вълк,ujk
193,Vogel::N,птица,zog
194,Vogel::N,птица,shpend
195,Schwarm::N,рой,luzmë
196,Schwarm::N,рояк,luzmë
197,Huhn::N,кокошка,pulë
198,Hahn::N,петел,gjel
199,Hahn::N,петел,këndes
200,Gans::N,гъска,patë
201,Adler::N,орел,shqiponjë
202,Ente::N,патица,rosë
203,Eule::N,сова,buf
204,Kranich::N,жерав,lejlek
205,Kranich::N,жерав,kurrillë
206,Krähe::N,врана,sorrë
207,Kuckuck::N,кукувица,qyqe
208,Schwan::N,лебед,mjellmë
209,Fisch::N,риба,peshk
210,Barsch::N,костур,purtekë
211,Hecht::N,щука,mlysh
212,Schlange[Tier]::N,змия,gjarpër
213,Wurm::N,червей,krimb
214,Spinne::N,паяк,marimangë
215,Ameise::N,мравка,thnegël
216,Ameise::N,мравка,milingonë
217,Laus::N,въшка,morr
218,Mücke::N,комар,kunup
219,Mücke::N,комар,mushkonjë
220,Fliege::N,муха,mizë
221,Schmetterling::N,пеперуда,flutur
222,Beere::N,плод,frutë
223,Beere::N,плод,manaferrë
224,Apfel::N,ябълка,mollë
225,Pilz::N,гъба,kërpudhë
226,Zwiebel::N,лук,qepë
227,Zwiebel::N,кромид,qepë
228,Saat::N,семе,farë
229,Korn::N,зърно,grurë
230,Korn::N,зърно,kokërr
231,Heu::N,сено,sanë
232,Schale::N,кора,lëkurë
233,Grube::N,яма,gropë
234,Grube::N,дупка,gropë
235,Falle::N,примка,kurth
236,Falle::N,примка,grackë
237,Schlinge::N,клуп,nyjë
238,Spur::N,диря,gjurmë
239,Spur::N,следа,gjurmë
240,Asche::N,пепел,hi
241,Dreck::N,кал,baltë
242,Eisen::N,желязо,hekur
243,Gold::N,злато,ar
244,Gold::N,злато,flori
245,Silber::N,сребро,argjend
246,Kohle::N,въглища,qymyr
247,Glas::N,стъкло,qelq
248,Lehm::N,глина,argjilë
249,Sand::N,пясък,rërë
250,Mensch::N,човек,njeri
251,Mann::N,мъж,burrë
252,Mann::N,мъж,mashkull
253,Frau::N,жена,grua
254,Frau::N,жена,femër
255,Kind::N,дете,kalama
256,Junge::N,момче,djalë
257,Mädchen::N,момиче,gocë
258,Mädchen::N,момиче,vajzë
259,Familie::N,фамилия,familje
260,Familie::N,семейство,familje
261,Großvater::N,дядо,gjysh
262,Großmutter::N,баба,gjyshe
263,Eltern::N,родители,prindër
264,Vater::N,баща,atë
265,Mutter::N,майка,nënë
266,Sohn::N,син,bir
267,Tochter::N,дъщеря,bijë
268,Bruder::N,брат,vëlla
269,Schwester::N,сестра,motër
270,Onkel::N,чичо,dajë
271,Onkel::N,чичо,xhaxha
272,Onkel::N,вуйчо,dajë
273,Onkel::N,вуйчо,xhaxha
274,Tante::N,леля,teze
275,Tante::N,леля,hallë
276,Ehemann::N,съпруг,burrë
277,Ehemann::N,съпруг,bashkëshort
278,Ehefrau::N,съпруга,grua
279,Ehefrau::N,съпруга,bashkëshorte
280,Freude::N,радост,gaz
281,Freude::N,радост,gëzim
282,Gelächter::N,смях,qeshje
283,Glück::N,щастие,lumturi
284,Kummer::N,тъга,brengë
285,Kummer::N,тъга,pikëllim
286,Wunsch::N,желание,dëshirë
287,Lust::N,желание,epsh
288,Lust::N,желание,dashuri
289,Geist::N,дух,frymë
290,Geist::N,дух,shpirt
291,Gedanke::N,мисъл,ide
292,Gedanke::N,мисъл,mendim
293,Gedächtnis::N,памет,kujtesë
294,Verstand::N,ум,mend
295,Verstand::N,разум,mend
296,Sinn::N,смисъл,kuptim
297,Grund::N,причина,arsye
298,Wahrheit::N,правда,vërtetë
299,Gespräch::N,разговор,bisedim
300,Märchen::N,приказка,përrallë
301,Erzählung::N,разказ,tregim
302,Nachricht::N,вест,lajm
303,Nachricht::N,известие,lajm
304,Neuigkeit::N,новина,risi
305,Name::N,име,emër
306,Rätsel::N,гатанка,gjëzë
307,Rätsel::N,гатанка,gjëegjëzë
308,Rede::N,реч,fjalim
309,Rede::N,слово,fjalim
310,Sprache::N,език,gjuhë
311,Stimme::N,глас,zë
312,Wort::N,дума,fjalë
313,Zeichen::N,знак,shenjë
314,Ruf::N,зов,thirrmë
315,Lärm::N,шум,zhurmë
316,Lärm::N,глъчка,zhurmë
317,Laut::N,звук,tingull
318,Ton::N,тон,ton
319,Lied::N,песен,këngë
320,Ruhe::N,тишина,qetësi
321,Ruhe::N,спокойствие,qetësi
322,Leute::N,хора,botë
323,Leute::N,хора,njerëz
324,Volk::N,народ,popull
325,Arbeit::N,труд,punë
326,Arbeit::N,работа,punë
327,Gast::N,гост,mik
328,Gast::N,гост,mysafir
329,Geschenk::N,дар,dhuratë
330,Geschenk::N,дар,peshqesh
331,Geschenk::N,подарък,dhuratë
332,Geschenk::N,подарък,peshqesh
333,Spiel::N,игра,lojë
334,Gesellschaft::N,общество,shoqëri
335,Hilfe::N,помощ,ndihmë
336,Freund::N,приятел,mik
337,Kamerad::N,другар,shok
338,Angelegenheit::N,работа,punë
339,Anzahl::N,брой,sasi
340,Anzahl::N,количество,sasi
341,Art::N,вид,lloj
342,Stück::N,къс,copë
343,Stück::N,парче,copë
344,Teil::N,дял,pjesë
345,Teil::N,част,pjesë
346,Hälfte::N,половина,gjysmë
347,Kreis::N,кръг,qark
348,Kreis::N,кръг,rreth
349,Kreuz::N,кръст,kryq
350,Linie::N,черта,vijë
351,Strich::N,щрих,vizë
352,Strich::N,черта,vizë
353,Abstand::N,дистанция,distancë
354,Abstand::N,разстояние,distancë
355,Entfernung::N,разстояние,largim
356,Gegend::N,местност,vise
357,Gegend::N,местност,krahinë
358,Platz::N,място,shesh
359,Ort::N,място,vend
360,Seite::N,страна,anë
361,Mitte::N,среда,mes
362,Gegenstand::N,предмет,send
363,Sache::N,вещ,gjë
364,Sache::N,вещ,send
365,Rand::N,ръб,qoshe
366,Kante::N,ръб,teh
367,Kante::N,кант,teh
368,Ecke::N,ъгъл,qoshe
369,Spitze::N,връх,majë
370,Spitze::N,острие,majë
371,Ende::N,край,skaj
372,Ende::N,край,bisht
373,Loch::N,дупка,vrimë
374,Winkel::N,кът,kënd
375,Winkel::N,ъгъл,kënd
376,Muster::N,десен,mostër
377,Muster::N,образец,mostër
378,Größe::N,големина,madhësi
379,Länge::N,дължина,gjatësi
380,Höhe::N,висота,lartësi
381,Höhe::N,височина,lartësi
382,Gewicht::N,тегло,peshë
383,Gewicht::N,тежест,peshë
384,Menge::N,количество,sasi
385,Haufen::N,куп,grumbull
386,Haufen::N,грамада,grumbull
387,Reihe::N,ред,radhë
388,Reihe::N,ред,rresht
389,Reihe::N,редица,radhë
390,Reihe::N,редица,rresht
391,Boot::N,лодка,barkë
392,Boot::N,лодка,lundër
393,Ruder::N,весло,rrem
394,Ruder::N,гребло,rrem
395,Schlitten::N,шейна,sajë
396,Ski::N,ски,ski
397,Lagerfeuer::N,огнище,flakadan
398,Lagerfeuer::N,огнище,zjarr i madh
399,Last::N,товар,barrë
400,Gang::N,ход,ecje
401,Gang::N,вървеж,ecje
402,Schritt::N,стъпка,hap
403,Norden::N,север,veri
404,Süden::N,юг,jug
405,Westen::N,запад,perëndim
406,Osten::N,изток,lindje
407,Holz::N,дърво,dru
408,Brett::N,дъска,dërrasë
409,Stange::N,прът,shufër
410,Stange::N,върлина,shufër
411,Stock::N,прът,dajak
412,Stock::N,тояга,dajak
413,Stab::N,прът,shkop
414,Rohr::N,цев,tub
415,Rohr::N,тръба,tub
416,Haus::N,къща,shtëpi
417,Heim::N,дом,konak
418,Heim::N,дом,shtëpi
419,Ofen::N,печка,sobë
420,Ofen::N,печка,stufë
421,Fußboden::N,под,dysheme
422,Tisch::N,маса,tryezë
423,Stuhl::N,стол,karrige
424,Wiege::N,люлка,djep
425,Bett::N,легло,shtrat
426,Bett::N,креват,shtrat
427,Regal::N,рафт,raft
428,Regal::N,етажерка,raft
429,Kiste::N,кутия,kuti
430,Kiste::N,сандък,kuti
431,Fenster::N,прозорец,dritare
432,Tür::N,врата,derë
433,Tor::N,врата,portë
434,Zaun::N,ограда,gardh
435,Dach::N,покрив,çati
436,Leiter::N,стълба,shkallë
437,Besen::N,метла,fshesë
438,Spaten::N,лопата,lopatë
439,Schaufel::N,лопата,qyrek
440,Gabel::N,вилица,pirun
441,Löffel::N,лъжица,lugë
442,Messer::N,нож,thikë
443,Nagel::N,гвоздей,gozhdë
444,Netz::N,мрежа,rrjetë
445,Haken::N,кука,grep
446,Haken::N,кука,grremç
447,Haken::N,закачалка,grep
448,Haken::N,закачалка,grremç
449,Griff::N,ръчка,dorak
450,Griff::N,ръчка,dorezë
451,Griff::N,дръжка,dorak
452,Griff::N,дръжка,dorezë
453,Schloss::N,брава,bravë
454,Schloss::N,ключалка,bravë
455,Bild::N,картина,tablo
456,Bild::N,картина,pikturë
457,Figur::N,фигура,figurë
458,Puppe::N,кукла,kukull
459,Beutel::N,кесия,qese
460,Beutel::N,кесия,trastë
461,Bündel::N,връзка,deng
462,Tasche::N,чанта,çantë
463,Eimer::N,кофа,kovë
464,Deckel::N,капак,kapak
465,Deckel::N,капак,mbulesë
466,Deckel::N,похлупак,kapak
467,Deckel::N,похлупак,mbulesë
468,Geschirr::N,съдове,enë
469,Sack::N,чувал,thes
470,Sack::N,чувал,torbë
471,Tasse::N,чаша,filxhan
472,Topf::N,гърне,kusi
473,Topf::N,гърне,tenxhere
474,Topf::N,тенджера,kusi
475,Topf::N,тенджера,tenxhere
476,Kessel::N,котел,kazan
477,Essen::N,ядене,ngrënie
478,Nahrung::N,храна,ushqim
479,Speise::N,ястие,gatesë
480,Fleisch::N,месо,mish
481,Getreide::N,зърнено храни,drithë
482,Brei::N,каша,qull
483,Brot::N,хляб,bukë
484,Scheibe::N,резен,fetë
485,Fett::N,мазнина,lyrë
486,Fett::N,мазнина,yndyrë
487,Butter::N,масло,gjalpë
488,Öl::N,олио,vaj
489,Öl::N,оливия,vaj
490,Salz::N,сол,kripë
491,Suppe::N,супа,supë
492,Suppe::N,супа,çorbë
493,Honig::N,мед,mjaltë
494,Milch::N,мляко,qumësht
495,Tee::N,чай,çaj
496,Leder::N,кожа,lëkurë
497,Wolle::N,вълна,lesh
498,Stoff::N,плат,pëlhurë
499,Stoff::N,материал,pëlhurë
500,Nadel::N,игла,gjilpërë
501,Faden::N,конец,pe
502,Faden::N,конец,fije
503,Knopf::N,копче,kopsë
504,Knoten::N,възел,komb
505,Farbe::N,боя,bojë
506,Kleidung::N,дрехи,veshje
507,Kleidung::N,облекло,veshje
508,Hemd::N,риза,këmishë
509,Kragen::N,яка,jakë
510,Ärmel::N,ръкав,mëngë
511,Hose::N,панталони,brekë
512,Gürtel::N,пояс,rrip
513,Gürtel::N,колан,rrip
514,Mütze::N,каскет,kësulë
515,Mütze::N,фуражка,kësulë
516,Schuh::N,обувка,këpucë
517,Stiefel::N,ботуш,çizme
518,Ring::N,пръстен,unazë
519,Band::N,лента,shirit
520,Band::N,връзка,shirit
521,Kamm::N,гребен,krehër
522,Spiegel::N,огледало,pasqyrë
523,Riemen::N,каиш,rrip
524,Riemen::N,ремък,rrip
525,Schnur::N,връв,litar
526,Schnur::N,връв,cikomë
527,Leine::N,връв,rrip
528,Leine::N,въже,rrip
529,Decke::N,покривка,batanije
530,Kissen::N,възглавница,jastëk
531,Tuch::N,сукно,shami
532,Handtuch::N,пешкир,peshqir
533,Handtuch::N,кърпа за лице,peshqir
534,Kraft::N,мощ,forcë
535,Kraft::N,сила,forcë
536,Stärke::N,сила,koll
537,Gesundheit::N,здраве,shëndet
538,Krankheit::N,болест,sëmundje
539,Schmerz::N,болка,dhimbje
540,Wunde::N,рана,plagë
541,Fieber::N,треска,ethe
542,Fieber::N,температура,ethe
543,Arznei::N,лек,ilaç
544,Arznei::N,лекарство,ilaç
545,Brücke::N,мост,urë
546,Brunnen::N,чешма,pus
547,Brunnen::N,кладенец,pus
548,Weide::N,паша,kullotë
549,Weide::N,пасище,kullotë
550,Pfad::N,пътека,ravë
551,Pfad::N,пътека,shteg
552,Weg::N,път,udhë
553,Weg::N,път,shteg
554,Straße::N,шосе,rrugë
555,Dorf::N,село,fshat
556,Dorf::N,село,katund
557,Stadt::N,град,qytet
558,Brief::N,писмо,letër
559,Buch::N,книга,libër
560,Buchstabe::N,буква,shkronjë
561,Zeitung::N,вестник,gazetë
562,Leben::N,живот,jetë
563,Tod::N,смърт,mortje
564,Grab::N,гроб,varr
565,Kirche::N,църква,kishë
566,Sünde::N,грях,mëkat
567,Sünde::N,грях,gjynah
568,Gott::N,бог,hy
569,Gott::N,бог,zot
570,Arbeiter::N,работник,punëtor
571,Chef::N,шеф,shef
572,Chef::N,шеф,drejtues
573,Chef::N,началник,shef
574,Chef::N,началник,drejtues
575,Meister::N,майстор,mjeshtër
576,Arzt::N,лекар,mjek
577,Arzt::N,лекар,doktor
578,Lehrer::N,учител,mësues
579,Lehrer::N,учител,arsimtar
580,Geld::N,пари,para
581,Geld::N,пари,holla
582,Geschäft::N,сделка,ujdi
583,Geschäft::N,сделка,biznes
584,Laden::N,дюкян,dyqan
585,Laden::N,магазин,dyqan
586,Preis::N,цена,çmim
587,Ware::N,стока,mall
588,Nutzen::N,полза,dobi
589,Nutzen::N,полза,leverdi
590,Nutzen::N,облага,dobi
591,Nutzen::N,облага,leverdi
592,Reichtum::N,богатство,kamje
593,Reichtum::N,богатство,pasuri
594,Welt::N,свят,botë
595,Land::N,страна,vend
596,Staat::N,щат,shtet
597,Staat::N,държава,shtet
598,König::N,крал,mbret
599,Macht::N,мощ,fuqi
600,Macht::N,мощ,pushtet
601,Macht::N,власт,fuqi
602,Macht::N,власт,pushtet
603,Grenze::N,граница,kufi
604,Krieg::N,война,luftë
605,Feind::N,враг,armik
606,Feind::N,неприятел,armik
607,Gewalt::N,сила,dhunë
608,Gewalt::N,насилие,dhunë
609,Kampf::N,борба,luftim
610,Kampf::N,сражение,luftim
611,Bogen[Waffe]::N,лък,hark
612,Pfeil::N,стрела,shigjetë
613,Gewehr::N,пушка,pushkë
614,Fehler::N,грешка,gafë
615,Fehler::N,грешка,gabim
616,Lüge::N,лъжа,gënjeshtër
617,Schaden::N,повреда,dëm
618,Schaden::N,повреда,zarar
619,Unglück::N,нещастие,fatkeqësi
620,Schuld::N,вина,faj
621,Alter::N,възраст,moshë
622,Schluss::N,край,fund
623,Zeit::N,време,kohë
624,Tag::N,ден,ditë
625,Morgen::N,утро,mëngjes
626,Morgen::N,сутрин,mëngjes
627,Mittag::N,обед,mesditë
628,Mittag::N,пладне,mesditë
629,Abend::N,вечер,mbrëmje
630,Nacht::N,нощ,natë
631,Woche::N,седмица,javë
632,Monat::N,месец,muaj
633,Jahr::N,година,vit
634,Frühling::N,пролет,pranverë
635,Sommer::N,лято,verë
636,Herbst::N,есен,vjeshtë
637,Winter::N,зима,dimër
638,Januar::N,януари,janar
639,Februar::N,февруари,shkurt
640,März::N,март,mars
641,April::N,април,prill
642,Mai::N,май,maj
643,Juni::N,юни,qershor
644,Juli::N,юли,korrik
645,August::N,август,gusht
646,September::N,септември,shtator
647,Oktober::N,октомври,tetor
648,November::N,ноември,nëntor
649,Dezember::N,декември,dhjetor
650,Montag::N,понеделник,hënë
651,Dienstag::N,вторник,martë
652,Mittwoch::N,сряда,mërkurë
653,Donnerstag::N,четвъртък,enjte
654,Freitag::N,петък,premte
655,Samstag::N,събота,shtunë
656,Sonntag::N,неделя,diel
657,groß::A,едър,madh
658,groß::A,голям,madh
659,klein::A,малък,vogël
660,klein::A,дребен,vogël
661,lang::A,дълъг,gjatë
662,kurz::A,къс,shkurtër
663,breit::A,широк,gjerë
664,schmal::A,тесен,ngushtë
665,dicht::A,гъст,dendur
666,dick[Gegenstand]::A,дебел,trashë
667,dünn::A,тънък,hollë
668,fein::A,фин,imët
669,fein::A,тънък,imët
670,fest::A,твърд,fortë
671,fest::A,плътен,fortë
672,flach::A,равен,sheshtë
673,flach::A,плосък,sheshtë
674,glatt::A,гладък,rrafshët
675,hart::A,твърд,fortë
676,hart::A,корав,fortë
677,weich::A,мек,butë
678,rund::A,кръгъл,rrumbullakët
679,spitz::A,островръх,majëmprehtë
680,scharf::A,остър,mprehtë
681,stumpf::A,тъп,topitur
682,schwer::A,тежък,rëndë
683,schön::A,хубав,bukur
684,schön::A,красив,bukur
685,heiß::A,жарък,nxehtë
686,warm::A,топъл,ngrohtë
687,kalt::A,студен,ftohtë
688,kühl::A,хладен,freskët
689,frisch::A,свеж,pastër
690,feucht::A,влажен,lagësht
691,nass::A,мокър,lagur
692,trocken::A,сух,thatë
693,voll::A,пълен,plotë
694,leer::A,празен,bosh
695,leer::A,празен,zbrazët
696,offen::A,откровен,hapur
697,geschlossen::A,закрит,mbyllur
698,geschlossen::A,затворен,mbyllur
699,sauber::A,чист,dëlirë
700,schmutzig::A,мръсен,ndyrë
701,roh::A,суров,gjallë
702,reif::A,зрял,arrirë
703,lecker::A,вкусен,shijshëm
704,süß::A,сладък,ëmbël
705,bitter::A,горчив,hidhur
706,sauer::A,кисел,thartë
707,hell::A,ясен,me dritë
708,hell::A,светъл,me dritë
709,dunkel::A,тъмен,errët
710,schwarz::A,черен,i zi
711,weiß::A,бял,bardhë
712,rot::A,червен,kuq
713,gelb::A,жълт,verdhë
714,blau::A,син,blu
715,blau::A,син,kaltër
716,grün::A,зелен,blertë
717,grün::A,зелен,gjelbër
718,grau::A,сив,hirtë
719,grau::A,сив,bojë hiri
720,bunt::A,шарен,shumëngjyrëshëm
721,bunt::A,пъстър,shumëngjyrëshëm
722,billig::A,евтин,lirë
723,teuer::A,скъп,shtrenjtë
724,wertvoll::A,ценен,çmuar
725,wertvoll::A,ценен,vlershëm
726,blind::A,сляп,qorr
727,blind::A,сляп,verbër
728,taub::A,глух,shurdhër
729,kräftig::A,силен,fuqishëm
730,stark::A,здрав,fortë
731,stark::A,силен,fortë
732,schwach::A,слаб,dobët
733,fett::A,тлъст,dhjamur
734,schlank::A,тънък,hollë
735,schlank::A,строен,hollë
736,hübsch::A,хубав,bukur
737,hübsch::A,хубав,hijshëm
738,böse::A,зъл,keq
739,dumm::A,глупав,teveqel
740,faul::A,ленив,dembel
741,faul::A,мързелив,dembel
742,fleißig::A,прилежен,zellshëm
743,geizig::A,скъпернически,kurnac
744,geizig::A,скъпернически,dorështrënguar
745,klug::A,умен,mençur
746,klug::A,разумен,mençur
747,geschickt::A,умел,aftë
748,geschickt::A,сръчен,aftë
749,lieb::A,мил,dashur
750,lieb::A,драг,dashur
751,lustig::A,весел,gëzuar
752,sanft::A,нежен,butë
753,sanft::A,кротък,butë
754,hungrig::A,гладен,uritur
755,krank::A,болен,sëmurë
756,nackt::A,гол,lakuriq
757,nackt::A,гол,zhveshur
758,traurig::A,тъжен,trishtuar
759,traurig::A,печален,trishtuar
760,lebendig::A,жив,gjallë
761,gut::A,добър,mirë
762,schlecht::A,лош,keq
763,richtig::A,правилен,drejtë
764,schlimm::A,лош,keq
765,wahr::A,верен,vërtetë
766,wahr::A,истински,vërtetë
767,alt::A,стар,vjetër
768,alt::A,древен,vjetër
769,neu::A,нов,i ri
770,ehemalig::A,бивш,dikurshëm
771,alt[Lebewesen]::A,стар,plak
772,jung::A,млад,i ri
773,arm::A,беден,varfër
774,arm::A,беден,vobektë
775,reich::A,богат,pasur
776,bekannt::A,познат,njohur
777,bekannt::A,известен,njohur
778,berühmt::A,почут,famshëm
779,berühmt::A,известен,famshëm
780,fremd::A,чужд,huaj
781,verschieden::A,разен,ndryshëm
782,verschieden::A,различен,ndryshëm
783,nah::A,близък,afërt
784,fern::A,далечен,largët
785,linker::A,ляв,majtë
786,rechter::A,прав,djathtë
787,anderer::A,друг,tjetër
788,erster::A,пръв,parë
789,erster::A,първи,parë
790,zweiter::A,втори,dytë
791,dritter::A,трети,i tretë
792,letzter::A,последен,fundit
793,allein::ADV,само,vetëm
794,auf einmal::ADV,същевременно,njëkohësisht
795,zusammen::ADV,заедно,bashkë
796,zusammen::ADV,заедно,së bashku
797,lange::ADV,дълго,për një kohë të gjatë
798,plötzlich::ADV,изведнъж,befas
799,sofort::ADV,веднага,menjëherë
800,sofort::ADV,веднага,aty për aty
801,später::ADV,по-късно,më vonë
802,jetzt::ADV,сега,tash
803,heute::ADV,днес,sot
804,morgen::ADV,утре,nesër
805,bald::ADV,скоро,shpejt
806,bald::ADV,скоро,së shpejti
807,dann::ADV,после,pastaj
808,dann::ADV,тогава,pastaj
809,gestern::ADV,вчера,dje
810,einst::ADV,някога,dikur
811,damals::ADV,тогава,atëherë
812,danach::ADV,после,mandej
813,danach::ADV,след това,mandej
814,vorher::ADV,преди,më parë
815,vorher::ADV,преди това,më parë
816,zuerst::ADV,най-напред,së pari
817,einmal::ADV,веднъж,njëherë
818,einmal::ADV,един път,njëherë
819,manchmal::ADV,понякога,nganjëherë
820,oft::ADV,често,shpesh
821,immer::ADV,винаги,përherë
822,immer::ADV,винаги,gjithnjë
823,niemals::ADV,никога,kurrë
824,niemals::ADV,никога,asnjëherë
825,hier::ADV,тук,këtu
826,hier::ADV,тука,këtu
827,hierhin::ADV,насам,knej
828,von hier::ADV,оттук,që këtej
829,von hier::ADV,оттук,prej këtej
830,von hier::ADV,оттука,që këtej
831,von hier::ADV,оттука,prej këtej
832,dort::ADV,там,aty
833,dort::ADV,там,atje
834,dorthin::ADV,натам,anej
