,Concept_ID,de,uz
102,Ufer::N,Ufer,sohil
103,Küste::N,Küste,qirg'oq
104,Festland::N,Festland,materik
105,Meer::N,Meer,dengiz
106,Bucht::N,Bucht,qo'ltiq
107,Insel::N,Insel,orol
108,Blume::N,Blume,gul
109,Gras::N,Gras,sabza
110,Wurzel::N,Wurzel,tub
111,Wurzel::N,Wurzel,tomir
112,Baum::N,Baum,daraxt
113,Stamm::N,Stamm,o'simta
114,Rinde::N,Rinde,qobiq
115,Ast::N,Ast,shox
116,Zweig::N,Zweig,butoq
117,Blatt::N,Blatt,barg
118,Birke::N,Birke,qayin
119,Kiefer[Baum]::N,Kiefer,qarag'ay
120,Weide[Baum]::N,Weide,shum
121,Tanne::N,Tanne,archa
122,Horn::N,Horn,mugiz
123,Feder::N,Feder,par
124,Fell::N,Fell,mo'yna
125,Flügel::N,Flügel,qanot
126,Klaue::N,Klaue,tirnoq
127,Kralle::N,Kralle,tirnoq
128,Schwanz::N,Schwanz,quyruq
129,Ei::N,Ei,tuxum
130,Nest::N,Nest,oshyon
131,Bau::N,Bau,o'pqon
132,Tier::N,Tier,hayvon
133,Herde::N,Herde,gala
134,Kuh::N,Kuh,inak
135,Bulle::N,Bulle,ho'kiz
136,Pferd::N,Pferd,ot
137,Schaf::N,Schaf,qo'y
138,Schwein::N,Schwein,cho'chqa
139,Hund::N,Hund,it
140,Katze::N,Katze,mushuk
141,Bär::N,Bär,ayiq
142,Eichhörnchen::N,Eichhörnchen,tiyin
143,Elch::N,Elch,los
144,Fuchs::N,Fuchs,tulki
145,Hase::N,Hase,kuyon
146,Maus::N,Maus,sichqon
147,Wolf::N,Wolf,bo'ri
148,Vogel::N,Vogel,qush
149,Schwarm::N,Schwarm,to'da
150,Huhn::N,Huhn,tovuq
151,Hahn::N,Hahn,xo'roz
152,Gans::N,Gans,g'oz
153,Adler::N,Adler,burgut
154,Ente::N,Ente,o'rdak
155,Eule::N,Eule,boyo'g'li
156,Kranich::N,Kranich,turna
157,Krähe::N,Krähe,qarg'a
158,Kuckuck::N,Kuckuck,kakku
159,Schwan::N,Schwan,oqkush
160,Fisch::N,Fisch,baliq
161,Barsch::N,Barsch,olabug'a
162,Hecht::N,Hecht,cho'rtan
163,Schlange[Tier]::N,Schlange,ilon
164,Wurm::N,Wurm,qurt
165,Spinne::N,Spinne,o'rgimchak
166,Ameise::N,Ameise,chumoli
167,Laus::N,Laus,bit
168,Mücke::N,Mücke,chivin
169,Fliege::N,Fliege,pashsha
170,Schmetterling::N,Schmetterling,kapalak
171,Beere::N,Beere,meva
172,Apfel::N,Apfel,olma
173,Pilz::N,Pilz,qo'ziqorin
174,Zwiebel::N,Zwiebel,piyoz
175,Saat::N,Saat,äkin
176,Korn::N,Korn,zarra
177,Heu::N,Heu,xashak
178,Schale::N,Schale,po'choq
179,Grube::N,Grube,co'ra
180,Falle::N,Falle,qopqon
181,Schlinge::N,Schlinge,sirtmoq
182,Spur::N,Spur,iz
183,Asche::N,Asche,kul
184,Dreck::N,Dreck,kir
185,Eisen::N,Eisen,temir
186,Gold::N,Gold,tilla
187,Silber::N,Silber,kumush
188,Kohle::N,Kohle,ko'mir
189,Glas::N,Glas,oyna
190,Lehm::N,Lehm,loy
191,Sand::N,Sand,qum
192,Mensch::N,Mensch,odam
193,Mann::N,Mann,ärkak
194,Frau::N,Frau,ayol
195,Kind::N,Kind,bola
196,Kind::N,Kind,kichkintoy
197,Junge::N,Junge,bola
198,Mädchen::N,Mädchen,qiz
199,Familie::N,Familie,oila
200,Großvater::N,Großvater,buva
201,Großvater::N,Großvater,katta ota
202,Großmutter::N,Großmutter,buvi
203,Großmutter::N,Großmutter,katta oyi
204,Eltern::N,Eltern,ota-ona
205,Vater::N,Vater,ota
206,Mutter::N,Mutter,ona
207,Sohn::N,Sohn,o'g'il
208,Tochter::N,Tochter,qiz
209,Bruder::N,Bruder,og'a
210,Bruder::N,Bruder,uka
211,Schwester::N,Schwester,opa
212,Schwester::N,Schwester,singil
213,Onkel::N,Onkel,amaki
214,Tante::N,Tante,amma
215,Tante::N,Tante,xola
216,Ehemann::N,Ehemann,är
217,Ehefrau::N,Ehefrau,rafiqa
218,Freude::N,Freude,ayish
219,Gelächter::N,Gelächter,kulgi
220,Glück::N,Glück,saodat
221,Kummer::N,Kummer,g'am
222,Wunsch::N,Wunsch,orzu
223,Lust::N,Lust,rag'bat
224,Geist::N,Geist,ruh
225,Gedanke::N,Gedanke,fikr
226,Gedächtnis::N,Gedächtnis,äs
227,Verstand::N,Verstand,aql
228,Sinn::N,Sinn,ma'ni
229,Grund::N,Grund,sabab
230,Wahrheit::N,Wahrheit,haq
231,Gespräch::N,Gespräch,gap
232,Märchen::N,Märchen,ärtak
233,Erzählung::N,Erzählung,rivoyat
234,Nachricht::N,Nachricht,xabar
235,Neuigkeit::N,Neuigkeit,yangilik
236,Name::N,Name,ot
237,Rätsel::N,Rätsel,topishmoq
238,Rede::N,Rede,nutq
239,Sprache::N,Sprache,til
240,Stimme::N,Stimme,ovoz
241,Wort::N,Wort,so'z
242,Zeichen::N,Zeichen,alomat
243,Ruf::N,Ruf,chaqiriq
244,Lärm::N,Lärm,taraq
245,Laut::N,Laut,tovush
246,Ton::N,Ton,un
247,Lied::N,Lied,ashula
248,Ruhe::N,Ruhe,tinchlik
249,Leute::N,Leute,xaloyiq
250,Volk::N,Volk,xalq
251,Arbeit::N,Arbeit,ish
252,Gast::N,Gast,mehmon
253,Geschenk::N,Geschenk,hadya
254,Spiel::N,Spiel,o'yin
255,Gesellschaft::N,Gesellschaft,jamiyat
256,Hilfe::N,Hilfe,yordam
257,Freund::N,Freund,do'st
258,Kamerad::N,Kamerad,yo'ldosh
259,Angelegenheit::N,Angelegenheit,daxl
260,Anzahl::N,Anzahl,son
261,Art::N,Art,tur
262,Stück::N,Stück,parcha
263,Teil::N,Teil,bo'lak
264,Hälfte::N,Hälfte,yarim
265,Kreis::N,Kreis,aylana
266,Kreuz::N,Kreuz,xoch
267,Linie::N,Linie,liniya
268,Strich::N,Strich,chiziq
269,Abstand::N,Abstand,oralik
270,Entfernung::N,Entfernung,uzoqlik
271,Gegend::N,Gegend,yer
272,Platz::N,Platz,oralig
273,Ort::N,Ort,joy
274,Seite::N,Seite,yon
275,Mitte::N,Mitte,o'rta
276,Gegenstand::N,Gegenstand,ashyo
277,Sache::N,Sache,buyum
278,Rand::N,Rand,chek
279,Kante::N,Kante,tig'
280,Ecke::N,Ecke,burchak
281,Spitze::N,Spitze,uch
282,Ende::N,Ende,oxir
283,Loch::N,Loch,teshik
284,Winkel::N,Winkel,go'sha
285,Muster::N,Muster,nusha
286,Größe::N,Größe,kattalik
287,Länge::N,Länge,uzunlik
288,Höhe::N,Höhe,yuksaklik
289,Gewicht::N,Gewicht,solmoq
290,Menge::N,Menge,miqdor
291,Haufen::N,Haufen,uyum
292,Reihe::N,Reihe,saf
293,Boot::N,Boot,qayiq
294,Ruder::N,Ruder,äshkak
295,Schlitten::N,Schlitten,chana
296,Ski::N,Ski,chang'i
297,Lagerfeuer::N,Lagerfeuer,gulxan
298,Last::N,Last,yuk
299,Gang::N,Gang,yurish
300,Schritt::N,Schritt,qadam
301,Norden::N,Norden,shimol
302,Süden::N,Süden,janub
303,Westen::N,Westen,g'arb
304,Osten::N,Osten,sharq
305,Holz::N,Holz,yog'och
306,Brett::N,Brett,taxta
307,Platte::N,Platte,tabaqa
308,Stütze::N,Stütze,tayanchi
309,Stange::N,Stange,qo'noq
310,Stock::N,Stock,tayoq
311,Stab::N,Stab,gavron
312,Rohr::N,Rohr,tarnov
313,Haus::N,Haus,uy
314,Heim::N,Heim,makon
315,Ofen::N,Ofen,pechka
316,Fußboden::N,Fußboden,pol
317,Tisch::N,Tisch,mosa
318,Stuhl::N,Stuhl,o'rindiq
319,Wiege::N,Wiege,beshik
320,Bett::N,Bett,yotoq
321,Regal::N,Regal,tokcha
322,Kiste::N,Kiste,sandiq
323,Fenster::N,Fenster,deraza
324,Tür::N,Tür,äshik
325,Tor::N,Tor,darvoza
326,Zaun::N,Zaun,panjara
327,Dach::N,Dach,tom
328,Leiter::N,Leiter,narvon
329,Besen::N,Besen,supurgi
330,Spaten::N,Spaten,bel
331,Schaufel::N,Schaufel,kurak
332,Gabel::N,Gabel,bilka
333,Löffel::N,Löffel,qoshiq
334,Messer::N,Messer,pichoq
335,Nagel::N,Nagel,mix
336,Netz::N,Netz,to'r
337,Haken::N,Haken,ilgak
338,Griff::N,Griff,sop
339,Griff::N,Griff,tutqich
340,Schloss::N,Schloss,qulf
341,Bild::N,Bild,rasm
342,Figur::N,Figur,shakl
343,Puppe::N,Puppe,ko'g'irchoq
344,Beutel::N,Beutel,to'rva
345,Bündel::N,Bündel,bog'lam
346,Tasche::N,Tasche,kissa
347,Eimer::N,Eimer,chelak
348,Deckel::N,Deckel,qopqoq
349,Geschirr::N,Geschirr,idish
350,Sack::N,Sack,qop
351,Tasse::N,Tasse,piyola
352,Topf::N,Topf,tuvak
353,Kessel::N,Kessel,qozon
354,Essen::N,Essen,tomoq
355,Nahrung::N,Nahrung,emak
356,Speise::N,Speise,taom
357,Fleisch::N,Fleisch,go'sht
358,Getreide::N,Getreide,g'alla
359,Brei::N,Brei,bo'tqa
360,Brot::N,Brot,non
361,Scheibe::N,Scheibe,disk
362,Fett::N,Fett,moy
363,Butter::N,Butter,yog'
364,Öl::N,Öl,moy
365,Salz::N,Salz,tuz
366,Suppe::N,Suppe,sho'rva
367,Honig::N,Honig,asal
368,Milch::N,Milch,sut
369,Tee::N,Tee,choy
370,Leder::N,Leder,charm
371,Wolle::N,Wolle,jun
372,Stoff::N,Stoff,mato
373,Nadel::N,Nadel,igna
374,Faden::N,Faden,ip
375,Knopf::N,Knopf,tugma
376,Knoten::N,Knoten,tugun
377,Farbe::N,Farbe,bo'yok
378,Kleidung::N,Kleidung,kiyim
379,Hemd::N,Hemd,ko'ylak
380,Kragen::N,Kragen,yoqa
381,Ärmel::N,Ärmel,yeng
382,Hose::N,Hose,shim
383,Gürtel::N,Gürtel,tasma
384,Mütze::N,Mütze,shapka
385,Schuh::N,Schuh,but
386,Stiefel::N,Stiefel,botinka
387,Ring::N,Ring,yuzuk
388,Band::N,Band,rishta
389,Kamm::N,Kamm,taroq
390,Spiegel::N,Spiegel,ko'zgu
391,Riemen::N,Riemen,qayish
392,Schnur::N,Schnur,bog'ich
393,Leine::N,Leine,etak
394,Decke::N,Decke,odyol
395,Kissen::N,Kissen,yostiq
396,Tuch::N,Tuch,gazlama
397,Handtuch::N,Handtuch,sochiq
398,Kraft::N,Kraft,kuch
399,Stärke::N,Stärke,quvvat
400,Gesundheit::N,Gesundheit,sog'lik
401,Krankheit::N,Krankheit,kasallik
402,Schmerz::N,Schmerz,og'riq
403,Wunde::N,Wunde,yara
404,Fieber::N,Fieber,bezgak
405,Arznei::N,Arznei,dori
406,Brücke::N,Brücke,ko'prik
407,Brunnen::N,Brunnen,buloq
408,Weide::N,Weide,yaylov
409,Pfad::N,Pfad,dorojka
410,Weg::N,Weg,yo'l
411,Straße::N,Straße,ko'cha
412,Dorf::N,Dorf,ovul
413,Stadt::N,Stadt,shahar
414,Brief::N,Brief,maktub
415,Buch::N,Buch,kitob
416,Buchstabe::N,Buchstabe,harf
417,Zeitung::N,Zeitung,gazet
418,Leben::N,Leben,hayot
419,Tod::N,Tod,o'lim
420,Grab::N,Grab,go'r
421,Kirche::N,Kirche,cherkov
422,Sünde::N,Sünde,gunoh
423,Gott::N,Gott,olloh
424,Arbeiter::N,Arbeiter,ishchi
425,Chef::N,Chef,rais
426,Meister::N,Meister,usta
427,Arzt::N,Arzt,hakim
428,Lehrer::N,Lehrer,muallim
429,Geld::N,Geld,pul
430,Geschäft::N,Geschäft,savdo
431,Laden::N,Laden,do'kon
432,Preis::N,Preis,baho
433,Ware::N,Ware,mol
434,Nutzen::N,Nutzen,foyda
435,Reichtum::N,Reichtum,boylik
436,Welt::N,Welt,olam
437,Land::N,Land,o'lka
438,Staat::N,Staat,davlat
439,König::N,König,qirol
440,Macht::N,Macht,iqtidor
441,Grenze::N,Grenze,chegara
442,Krieg::N,Krieg,harb
443,Feind::N,Feind,dushman
444,Gewalt::N,Gewalt,zo'rlik
445,Kampf::N,Kampf,kurash
446,Bogen[Waffe]::N,Bogen,yoy
447,Pfeil::N,Pfeil,o'q
448,Gewehr::N,Gewehr,vintovka
449,Fehler::N,Fehler,xato
450,Lüge::N,Lüge,yolg'on
451,Schaden::N,Schaden,ziyon
452,Unglück::N,Unglück,balo
453,Schuld::N,Schuld,ayb
454,Alter::N,Alter,yosh
455,Schluss::N,Schluss,tamom
456,Zeit::N,Zeit,vaqt
457,Tag::N,Tag,kun
458,Morgen::N,Morgen,saboh
459,Mittag::N,Mittag,kun tushlik
460,Abend::N,Abend,oqshom
461,Nacht::N,Nacht,tun
462,Woche::N,Woche,hafta
463,Monat::N,Monat,oy
464,Jahr::N,Jahr,yil
465,Frühling::N,Frühling,bahor
466,Sommer::N,Sommer,yoz
467,Herbst::N,Herbst,kuz
468,Herbst::N,Herbst,xazon
469,Winter::N,Winter,qish
470,Januar::N,Januar,yanvar'
471,Februar::N,Februar,fevral'
472,März::N,März,mart
473,April::N,April,aprel'
474,Mai::N,Mai,may
475,Juni::N,Juni,iyun'
476,Juli::N,Juli,iyul'
477,August::N,August,avgust
478,September::N,September,sentyabr'
479,Oktober::N,Oktober,oktyabr'
480,November::N,November,noyabr'
481,Dezember::N,Dezember,dekabr'
482,Montag::N,Montag,dushanba
483,Dienstag::N,Dienstag,seshanba
484,Mittwoch::N,Mittwoch,chorshanba
485,Donnerstag::N,Donnerstag,payshanba
486,Freitag::N,Freitag,juma
487,Samstag::N,Samstag,shanba
488,Sonntag::N,Sonntag,yakshanba
489,groß::A,groß,buyuk
490,klein::A,klein,kichik
491,lang::A,lang,uzun
492,kurz::A,kurz,qisqa
493,breit::A,breit,keng
494,schmal::A,schmal,änsiz
495,dicht::A,dicht,quyuq
496,dick[Gegenstand]::A,dick,qalin
497,dünn::A,dünn,ingichka
498,fein::A,fein,mayin
499,fest::A,fest,qattiq
500,flach::A,flach,yalpoq
501,glatt::A,glatt,tekis
502,hart::A,hart,qattiq
503,weich::A,weich,yumshoq
504,rund::A,rund,yumaloq
505,spitz::A,spitz,uchli
506,scharf::A,scharf,keskir
507,stumpf::A,stumpf,to'mtoq
508,schwer::A,schwer,salmoqli
509,schön::A,schön,go'zal
510,heiß::A,heiß,qiziq
511,warm::A,warm,issiq
512,kalt::A,kalt,sovuq
513,kühl::A,kühl,salqin
514,frisch::A,frisch,toza
515,feucht::A,feucht,namli
516,nass::A,nass,nam
517,trocken::A,trocken,quruq
518,voll::A,voll,to'la
519,leer::A,leer,puch
520,offen::A,offen,ochiq
521,geschlossen::A,geschlossen,berk
522,sauber::A,sauber,ozoda
523,schmutzig::A,schmutzig,kir
524,roh::A,roh,xom
525,reif::A,reif,pishiq
526,lecker::A,lecker,shirin
527,süß::A,süß,shirin
528,bitter::A,bitter,achchiq
529,sauer::A,sauer,achchiq
530,hell::A,hell,yorug'
531,dunkel::A,dunkel,qorong'i
532,schwarz::A,schwarz,qora
533,weiß::A,weiß,oq
534,rot::A,rot,qizil
535,gelb::A,gelb,sariq
536,blau::A,blau,zangori
537,grün::A,grün,yashil
538,grau::A,grau,bo'z
539,bunt::A,bunt,ola
540,billig::A,billig,arzon
541,teuer::A,teuer,qimmat
542,wertvoll::A,wertvoll,qimmat
543,blind::A,blind,ko'r
544,taub::A,taub,garang
545,kräftig::A,kräftig,kuchli
546,stark::A,stark,quvvatli
547,schwach::A,schwach,kuchsiz
548,fett::A,fett,semiz
549,schlank::A,schlank,ingichka
550,hübsch::A,hübsch,ko'rkam
551,böse::A,böse,yovuz
552,dumm::A,dumm,aqlsiz
553,faul::A,faul,ärinchak
554,fleißig::A,fleißig,ishchan
555,geizig::A,geizig,qurumsoq
556,klug::A,klug,oqil
557,geschickt::A,geschickt,äpchil
558,lieb::A,lieb,aziz
559,lustig::A,lustig,chaqchaq
560,sanft::A,sanft,asta
561,hungrig::A,hungrig,och
562,krank::A,krank,kasal
563,nackt::A,nackt,yalang
564,traurig::A,traurig,xafa
565,lebendig::A,lebendig,hayotiy
566,gut::A,gut,soz
567,schlecht::A,schlecht,yomon
568,richtig::A,richtig,rost
569,schlimm::A,schlimm,yovuz
570,wahr::A,wahr,haqiqiy
571,alt::A,alt,äski
572,neu::A,neu,yangi
573,ehemalig::A,ehemalig,sobiq
574,alt[Lebewesen]::A,alt,qari
575,jung::A,jung,navqiron
576,arm::A,arm,abgor
577,reich::A,reich,boy
578,bekannt::A,bekannt,ma'lum
579,berühmt::A,berühmt,mashhur
580,fremd::A,fremd,yot
581,verschieden::A,verschieden,turli
582,nah::A,nah,yaqindagi
583,fern::A,fern,uzoq
584,linker::A,linker,so'l
585,rechter::A,rechter,o'ng
586,anderer::A,anderer,boshqa
587,erster::A,erster,birinchi
588,zweiter::A,zweiter,ikkinchi
589,dritter::A,dritter,uchinchi
590,letzter::A,letzter,oxirgi
591,allein::ADV,allein,o'zicha
592,auf einmal::ADV,auf einmal,varakay
593,zusammen::ADV,zusammen,barobar
594,lange::ADV,lange,uzoq
595,plötzlich::ADV,plötzlich,qo'qqisdan
596,sofort::ADV,sofort,darrov
597,später::ADV,später,so'ngra
598,jetzt::ADV,jetzt,hozirgina
599,heute::ADV,heute,bugun
600,morgen::ADV,morgen,ärta
601,bald::ADV,bald,toz
602,dann::ADV,dann,keyin
603,gestern::ADV,gestern,kecha
604,einst::ADV,einst,avvallari
605,damals::ADV,damals,ugal
606,danach::ADV,danach,so'ngra
607,vorher::ADV,vorher,avval
608,zuerst::ADV,zuerst,avval
609,einmal::ADV,einmal,bir marta
610,manchmal::ADV,manchmal,onda-sonda
611,oft::ADV,oft,tez-tez
612,immer::ADV,immer,har vaqt
613,niemals::ADV,niemals,hargiz
614,hier::ADV,hier,shu erda
615,hierhin::ADV,hierhin,beri
616,von hier::ADV,von hier,shu erdan
617,dort::ADV,dort,ana
618,dorthin::ADV,dorthin,u yerga
619,geradeaus::ADV,geradeaus,to'g'ri
620,vorwärts::ADV,vorwärts,ilgari
621,rückwärts::ADV,rückwärts,qoloq
622,zurück::ADV,zurück,orqada
623,unten::ADV,unten,pastda
624,hinab::ADV,hinab,tubanga
625,oben::ADV,oben,ustida
626,hinauf::ADV,hinauf,yuqorida
627,überall::ADV,überall,har erda
628,nicht::ADV,nicht,ämas
629,ein wenig::ADV,ein wenig,biroz
630,kaum::ADV,kaum,arang
631,sehr::ADV,sehr,ancha
632,so::ADV,so,shunday
633,noch::ADV,noch,hali
634,nur::ADV,nur,yolg'iz
635,schon::ADV,schon,endi
636,wieder::ADV,wieder,yana
637,vergebens::ADV,vergebens,bekorga
638,vor::PRP,vor,burun
639,hinter::PRP,hinter,ketida
640,unter::PRP,unter,ostida
641,durch::PRP,durch,bo'ylab
642,neben::PRP,neben,yonida
643,zwischen::PRP,zwischen,orada
644,wegen::PRP,wegen,sababli
645,dies::PRN,dies,o'sha
646,das::PRN,das,narigi
647,alles::PRN,alles,har nima
648,ich::PRN,ich,men
649,du::PRN,du,sen
650,er::PRN,er,u
651,wir::PRN,wir,biz
652,ihr::PRN,ihr,siz
653,sie::PRN,sie,ular
654,was::FPRN,was,nima
655,wer::FPRN,wer,kim
656,wo::FADV,wo,qaerda
657,wohin::FADV,wohin,qayerga
658,wie::FADV,wie,qanday
659,warum::FADV,warum,nega
660,wieviel::FNUM,wieviel,qancha
661,eins::NUM,eins,bir
662,zwei::NUM,zwei,ikki
663,drei::NUM,drei,uch
664,vier::NUM,vier,to'rt
665,fünf::NUM,fünf,besh
666,sechs::NUM,sechs,olti
667,sieben::NUM,sieben,etti
668,acht::NUM,acht,sakkiz
669,neun::NUM,neun,to'qqiz
670,zehn::NUM,zehn,o'n
671,elf::NUM,elf,o'n bir
672,zwölf::NUM,zwölf,o'n ikki
673,zwanzig::NUM,zwanzig,yigirma
674,dreißig::NUM,dreißig,o'ttiz
675,vierzig::NUM,vierzig,qirq
676,fünfzig::NUM,fünfzig,ällik
677,sechzig::NUM,sechzig,oltmish
678,siebzig::NUM,siebzig,etmish
679,achtzig::NUM,achtzig,sakson
680,neunzig::NUM,neunzig,to'qson
681,hundert::NUM,hundert,yuz
682,tausend::NUM,tausend,ming
683,und::CNJ,und,va
684,oder::CNJ,oder,yo
685,stehen::V,stehen,turmoq
686,sitzen::V,sitzen,o'tirmoq
687,liegen::V,liegen,yotmoq
688,hängen::V,hängen,osilmoq
689,werden::V,werden,bo'lmoq
690,passieren::V,passieren,bo'lib o'tmoq
691,beginnen::V,beginnen,boshlanmoq
692,enden::V,enden,bitmoq
693,wechseln::V,wechseln,o'zgarmoq
694,aufgehen[Sonne]::V,aufgehen,chiqmoq
695,untergehen[Sonne]::V,untergehen,botmoq
696,scheinen[Sonne]::V,scheinen,yaraqlamoq
697,donnern::V,donnern,gulduramoq
698,wehen::V,wehen,elpimoq
699,strömen::V,strömen,oqmoq
700,fließen::V,fließen,oqmoq
701,sich drehen::V,sich drehen,aylanmoq
702,schwanken::V,schwanken,qoqilmoq
703,schwingen::V,schwingen,lopillamoq
704,fallen::V,fallen,tushmoq
705,brennen::V,brennen,yonmoq
706,rauchen::V,rauchen,tutamoq
707,regnen::V,regnen,yomg'ir yog'moq
708,gefrieren::V,gefrieren,muzlamoq
709,tauen::V,tauen,ärimoq
710,schmelzen::V,schmelzen,ärimoq
711,trocknen::V,trocknen,qurimoq
712,sieden::V,sieden,qaynamoq
713,faulen::V,faulen,chirimoq
714,verfaulen::V,verfaulen,chirimoq
715,reißen::V,reißen,qayt qilmoq
716,versinken::V,versinken,g'arq bo'lmoq
717,vergehen::V,vergehen,o'tmoq
718,erscheinen::V,erscheinen,zuhur ätmoq
719,verschwinden::V,verschwinden,yo'qolmoq
720,sinken::V,sinken,pasaymoq
721,abnehmen::V,abnehmen,kamaymoq
722,zunehmen::V,zunehmen,urchimoq
723,steigen::V,steigen,oshmoq
724,wachsen::V,wachsen,o'smoq
725,glänzen::V,glänzen,porlamoq
726,funkeln::V,funkeln,yalt ätmoq
727,lärmen::V,lärmen,taraq ätmoq
728,läuten::V,läuten,jiringlamoq
729,klingeln::V,klingeln,jiringlamoq
730,klirren::V,klirren,sharaqlamoq
731,brausen::V,brausen,vag'illamoq
732,rauschen::V,rauschen,shitirlamoq
733,klingen::V,klingen,yangramoq
734,bellen::V,bellen,hurmoq
735,heulen::V,heulen,uvlamoq
736,blasen::V,blasen,puflamoq
737,pfeifen::V,pfeifen,xushtak chalmoq 
738,schreien::V,schreien,qiyqirmoq
739,stöhnen::V,stöhnen,nola qilmoq
740,zittern::V,zittern,titramoq
741,leben::V,leben,yashamoq
742,geboren werden::V,geboren werden,tug'ilmoq
743,atmen::V,atmen,nafas chiqarmoq
744,trinken::V,trinken,ichmoq
745,essen::V,essen,emoq
746,schlucken::V,schlucken,yutmoq
747,müde werden::V,müde werden,horimoq
748,einschlafen::V,einschlafen,uxlab qolmoq
749,schlafen::V,schlafen,uxlamoq
750,aufwachen::V,aufwachen,uyg'onmoq
751,aufstehen::V,aufstehen,qo'pmoq
752,sich erholen::V,sich erholen,dam olmoq
753,krank werden::V,krank werden,kasallanmoq
754,krank sein::V,krank sein,betob yotmoq
755,schmerzen::V,schmerzen,og'rimoq
756,husten::V,husten,yo'talmoq
757,genesen::V,genesen,tuzalmoq
758,sterben::V,sterben,o'lmoq
759,umkommen::V,umkommen,halok bo'lmoq
760,sich bewegen::V,sich bewegen,harakat qilmoq
761,sich rühren::V,sich rühren,qimirlamoq
762,sich erheben::V,sich erheben,qo'pmoq
763,sich setzen::V,sich setzen,o'tirmoq
764,hinfallen::V,hinfallen,yiqilmoq
765,laufen::V,laufen,yurmoq
766,schreiten::V,schreiten,yurmoq
767,spazierengehen::V,spazierengehen,sayr ätmoq
768,eilen::V,eilen,tezlamoq
769,sich beeilen::V,sich beeilen,shoshmoq
