,Concept_ID,lez,pt
184,Eule::N,тӏиб,mocho
185,Eule::N,тӏиб,coruja
186,Kranich::N,дурна,grou
187,Krähe::N,къаргъа,gralha
188,Kuckuck::N,кукупӏ,cuco
189,Schwan::N,къугь,cisne
190,Fisch::N,гъед,peixe
191,Barsch::N,окунь,perca
192,Hecht::N,щука,lúcio
193,Schlange[Tier]::N,илан,serpente
194,Schlange[Tier]::N,гъуьлягъ,serpente
195,Wurm::N,квак,verme
196,Spinne::N,хуьшрекан,aranha
197,Ameise::N,цегв,formiga
198,Laus::N,нет,piolho
199,Mücke::N,ветӏ,mosquito
200,Fliege::N,тӏветӏ,mosca
201,Schmetterling::N,чепелукь,borboleta
202,Beere::N,куьлуь емиш,bago
203,Apfel::N,ич,maçã
204,Pilz::N,къарникъуз,fungo
205,Pilz::N,къарникъуз,cogumelo
206,Zwiebel::N,чичӏек,cebola
207,Saat::N,тумар,sementeira
208,Korn::N,твар,grão
209,Heu::N,векь,feno
210,Heu::N,векьер,feno
211,Schale::N,пириш,casca
212,Schale::N,хъуьруьш,casca
213,Grube::N,фур,cova
214,Grube::N,фур,fossa
215,Falle::N,ракьар,armadilha
216,Schlinge::N,гьалкъа,laço
217,Spur::N,гел,pista
218,Spur::N,гел,vestígio
219,Asche::N,руьхъ,cinza
220,Dreck::N,чирк,sujidade
221,Dreck::N,кьуруш,sujidade
222,Eisen::N,ракь,ferro
223,Gold::N,алтун,ouro
224,Silber::N,гимиш,prata
225,Kohle::N,цӏивин,carvão
226,Glas::N,шуьше,vidro
227,Lehm::N,ччеб,barro
228,Lehm::N,ччеб,argila
229,Sand::N,къум,areia
230,Mensch::N,инсан,homem
231,Mensch::N,инсан,pessoa
232,Mann::N,итим,homem
233,Frau::N,паб,mulher
234,Frau::N,дишегьли,mulher
235,Kind::N,аял,filho
236,Kind::N,аял,criança
237,Junge::N,гада,rapaz
238,Junge::N,гада,menino
239,Mädchen::N,руш,menina
240,Mädchen::N,руш,rapariga
241,Familie::N,хзан,família
242,Familie::N,килфет,família
243,Großvater::N,чӏехи буба,avô
244,Großmutter::N,чӏехи диде,avó
245,Eltern::N,диде-буба,pais
246,Vater::N,буба,pai
247,Mutter::N,диде,mãe
248,Sohn::N,хва,filho
249,Tochter::N,руш,filha
250,Bruder::N,стха,irmão
251,Schwester::N,вах,irmã
252,Onkel::N,ими,tio
253,Onkel::N,халу,tio
254,Tante::N,эме,tia
255,Tante::N,хала,tia
256,Ehemann::N,гъуьл,esposo
257,Ehefrau::N,паб,esposa
258,Freude::N,шадвал,prazer
259,Freude::N,шадвал,alegria
260,Gelächter::N,хъвер,risada
261,Gelächter::N,хъвер,gargalhada
262,Glück::N,бахт,felicidade
263,Kummer::N,дерт,aflição
264,Kummer::N,дерт,desgosto
265,Kummer::N,хажалат,aflição
266,Kummer::N,хажалат,desgosto
267,Wunsch::N,мурад,desejo
268,Lust::N,гьевес,vontade
269,Geist::N,руьгь,mente
270,Geist::N,руьгь,espírito
271,Gedanke::N,фикир,ideia
272,Gedanke::N,фикир,pensamento
273,Verstand::N,акьул,razão
274,Verstand::N,акьул,inteligência
275,Sinn::N,мана,sentido
276,Sinn::N,мана,significado
277,Grund::N,себеб,causa
278,Grund::N,себеб,motivo
279,Wahrheit::N,керчек,verdade
280,Wahrheit::N,гьакъикъат,verdade
281,Gespräch::N,ихтилат,conversa
282,Gespräch::N,ихтилат,conversação
283,Märchen::N,мах,conto
284,Erzählung::N,кьиса,conto
285,Erzählung::N,кьиса,narrativa
286,Nachricht::N,хабар,mensagem
287,Neuigkeit::N,цӏийи хабар,notícia
288,Neuigkeit::N,цӏийи хабар,novidade
289,Name::N,тӏвар,nome
290,Rätsel::N,мискӏал,adivinha
291,Rede::N,рахун,oração
292,Rede::N,рахун,discurso
293,Sprache::N,чӏал,língua
294,Stimme::N,ван,voz
295,Wort::N,гаф,palavra
296,Zeichen::N,ишара,marca
297,Ruf::N,эвер,grito
298,Ruf::N,эвер,chamada
299,Lärm::N,ван-сес,ruído
300,Lärm::N,ван-сес,barulho
301,Laut::N,ван,som
302,Laut::N,сес,som
303,Ton::N,ван-сес,tom
304,Lied::N,мани,canção
305,Ruhe::N,ласвал,calma
306,Ruhe::N,ласвал,silêncio
307,Ruhe::N,фаракъат,calma
308,Ruhe::N,фаракъат,silêncio
309,Ruhe::N,асайиш,calma
310,Ruhe::N,асайиш,silêncio
311,Leute::N,инсанар,gente
312,Leute::N,инсанар,pessoas
313,Volk::N,халкь,povo
314,Volk::N,халкь,nação
315,Arbeit::N,кӏвалах,trabalho
316,Gast::N,мугьман,hóspede
317,Gast::N,мугьман,convidado
318,Geschenk::N,савкьат,prenda
319,Geschenk::N,савкьат,presente
320,Spiel::N,къугъун,jogo
321,Gesellschaft::N,жемят,companhia
322,Gesellschaft::N,общество,companhia
323,Hilfe::N,куьмек,ajuda
324,Hilfe::N,куьмек,socorro
325,Freund::N,дуст,amigo
326,Kamerad::N,яр-дуст,camarada
327,Angelegenheit::N,кар,assunto
328,Anzahl::N,сан,número
329,Anzahl::N,сан,quantidade
330,Anzahl::N,кьадар,número
331,Anzahl::N,кьадар,quantidade
332,Art::N,жуьре,tipo
333,Art::N,жуьре,espécie
334,Stück::N,кӏус,pedaço
335,Teil::N,пай,peça
336,Teil::N,пай,parte
337,Hälfte::N,зур,metade
338,Hälfte::N,зур пай,metade
339,Kreis::N,круг,círculo
340,Kreis::N,чкаяр,círculo
341,Kreis::N,элкъвей цӏар,círculo
342,Kreuz::N,хаш,cruz
343,Linie::N,цӏар,linha
344,Strich::N,цӏар,traço
345,Abstand::N,ара,distância
346,Entfernung::N,мензил,distância
347,Gegend::N,чка,área
348,Gegend::N,чка,região
349,Platz::N,ара,lugar
350,Ort::N,чка,sítio
351,Seite::N,пад,lado
352,Mitte::N,юкь,meio
353,Gegenstand::N,затӏ,objecto
354,Sache::N,шей,coisa
355,Sache::N,затӏ,coisa
356,Rand::N,къерех,bordo
357,Rand::N,къерех,margem
358,Kante::N,син,borda
359,Kante::N,син,aresta
360,Ecke::N,пӏипӏ,esquina
361,Spitze::N,кӏвенкӏв,ponta
362,Ende::N,кьил,cabo
363,Ende::N,кьил,extremo
364,Loch::N,тӏеквен,furo
365,Loch::N,тӏеквен,buraco
366,Winkel::N,пӏипӏ,canto
367,Winkel::N,пӏипӏ,ângulo
368,Muster::N,гишир,padrão
369,Muster::N,гишир,desenho
370,Größe::N,кьадар,tamanho
371,Länge::N,яргъивал,comprimento
372,Höhe::N,кьакьанвал,altura
373,Höhe::N,кьакьанвал,altitude
374,Gewicht::N,заланвал,peso
375,Menge::N,кьадар,quantidade
376,Haufen::N,хара,pilha
377,Reihe::N,жерге,fila
378,Boot::N,луьткве,barco
379,Ruder::N,кьусу,remo
380,Schlitten::N,гъелерар,trenó
381,Lagerfeuer::N,цӏай,fogueira
382,Last::N,заланвал,carga
383,Gang::N,ериш,curso
384,Gang::N,ериш,caminhada
385,Schritt::N,къадам,passo
386,Norden::N,кефер,norte
387,Norden::N,кефер пад,norte
388,Süden::N,кьибле,sul
389,Westen::N,рагъакӏидай пад,oeste
390,Westen::N,рагъакӏидай пад,ocidente
391,Osten::N,рагъэкъечӏдай пад,este
392,Osten::N,рагъэкъечӏдай пад,leste
393,Osten::N,рагъэкъечӏдай пад,oriente
394,Holz::N,кӏарас,madeira
395,Brett::N,кьул,tábua
396,Brett::N,кьул,prancha
397,Brett::N,тахта,tábua
398,Brett::N,тахта,prancha
399,Stütze::N,даях,apoio
400,Stütze::N,даях,suporte
401,Stange::N,юрк,vara
402,Stange::N,юрк,barra
403,Stock::N,лаш,pau
404,Stock::N,лаш,bengala
405,Stab::N,юрк,bastão
406,Rohr::N,турба,cano
407,Haus::N,ужагъ,casa
408,Heim::N,кӏвал,lar
409,Heim::N,кӏвал,casa
410,Ofen::N,пич,estufa
411,Ofen::N,пич,aquecedor
412,Fußboden::N,кӏвалин ччил,piso
413,Tisch::N,стол,mesa
414,Stuhl::N,стул,cadeira
415,Wiege::N,кьеб,berço
416,Bett::N,тахт,cama
417,Regal::N,кьацӏ,estante
418,Regal::N,кьацӏ,prateleira
419,Kiste::N,ящик,caixa
420,Fenster::N,дакӏар,janela
421,Tür::N,рак,porta
422,Tor::N,варар,portão
423,Zaun::N,пару,cerca
424,Zaun::N,пару,vedação
425,Dach::N,къав,telhado
426,Leiter::N,гурар,escada
427,Leiter::N,гурар,escada móvel
428,Besen::N,таран кул,vassoura
429,Spaten::N,ппер,pá
430,Schaufel::N,хекендаз,pá
431,Gabel::N,шиш,garfo
432,Löffel::N,тӏур,colher
433,Messer::N,чукӏул,faca
434,Nagel::N,мих,cravo
435,Netz::N,чил,rede
436,Haken::N,къармах,gancho
437,Griff::N,ттум,asa
438,Griff::N,ттум,cabo
439,Schloss::N,куьлег,fechadura
440,Bild::N,шикил,imagem
441,Bild::N,суьрет,imagem
442,Figur::N,фигура,figura
443,Puppe::N,нини,boneca
444,Beutel::N,тагъар,saco
445,Beutel::N,тагъар,bolsa
446,Bündel::N,галгам,fardo
447,Tasche::N,чанта,saco
448,Tasche::N,чанта,bolso
449,Eimer::N,ведре,balde
450,Deckel::N,кьил,tampa
451,Deckel::N,къалпагъ,tampa
452,Geschirr::N,къаб-къажах,louça
453,Sack::N,чувал,saca
454,Tasse::N,сукӏра,chávena
455,Topf::N,къажгъан,tacho
456,Topf::N,къажгъан,panela
457,Kessel::N,къажгъан,caldeira
458,Essen::N,тӏуьн,refeição
459,Nahrung::N,тӏуьн,comida
460,Nahrung::N,тӏуьн,alimento
461,Speise::N,хуьрек,prato
462,Fleisch::N,як,carne
463,Getreide::N,техил,cereais
464,Brei::N,хапӏа,puré
465,Brei::N,хешил,puré
466,Brot::N,фу,pão
467,Scheibe::N,чӏук,fatia
468,Fett::N,ягълу,banha
469,Fett::N,ягълу,gordura
470,Butter::N,гъери,manteiga
471,Öl::N,ягълу,azeite
472,Salz::N,кьел,sal
473,Suppe::N,суп,sopa
474,Suppe::N,суп,caldo
475,Suppe::N,шурпа,sopa
476,Suppe::N,шурпа,caldo
477,Honig::N,вирт,mel
478,Milch::N,нек,leite
479,Tee::N,чай,chá
480,Leder::N,тумаж,couro
481,Wolle::N,йис,lã
482,Stoff::N,парча,pano
483,Stoff::N,парча,tecido
484,Nadel::N,раб,agulha
485,Faden::N,гъал,fio
486,Knopf::N,дуьгме,botão
487,Knoten::N,тӏвал,nó
488,Farbe::N,ранг,corante
489,Kleidung::N,партал,roupa
490,Kleidung::N,партал,vestuário
491,Hemd::N,перем,camisa
492,Kragen::N,хев,gola
493,Ärmel::N,хел,manga
494,Hose::N,шалвар,calça
495,Gürtel::N,чӏул,cinto
496,Mütze::N,бармак,boné
497,Mütze::N,бармак,barrete
498,Mütze::N,бапӏах,boné
499,Mütze::N,бапӏах,barrete
500,Schuh::N,ботинка,sapato
501,Stiefel::N,чекме,bota
502,Ring::N,тупӏал,anel
503,Band::N,тасма,fita
504,Band::N,тасма,faixa
505,Kamm::N,регъ,pente
506,Spiegel::N,гуьзгуь,espelho
507,Riemen::N,къайиш,correia
508,Schnur::N,еб,corda
509,Schnur::N,еб,cordel
510,Decke::N,яргъан,cobertor
511,Kissen::N,хъуьцуьган,almofada
512,Tuch::N,шал,pano
513,Handtuch::N,дасмал,toalha
514,Kraft::N,гуж,força
515,Stärke::N,къуват,força
516,Gesundheit::N,сагъвал,saúde
517,Krankheit::N,тӏал,doença
518,Krankheit::N,тӏал,enfermidade
519,Schmerz::N,тӏал,dor
520,Schmerz::N,тӏарвал,dor
521,Wunde::N,хер,chaga
522,Wunde::N,хер,ferida
523,Fieber::N,ифин,febre
524,Arznei::N,дарман,remédio
525,Brücke::N,муьгъ,ponte
526,Brunnen::N,къуй,poço
527,Weide::N,уьруьш,pastagem
528,Pfad::N,рехъ,senda
529,Pfad::N,рехъ,trilho
530,Weg::N,рехъ,caminho
531,Straße::N,рехъ,via
532,Straße::N,рехъ,estrada
533,Dorf::N,хуьр,aldeia
534,Stadt::N,шегьер,cidade
535,Brief::N,кагъаз,carta
536,Buch::N,улуб,livro
537,Buchstabe::N,гьарф,letra
538,Zeitung::N,газета,jornal
539,Leben::N,уьмуьр,vida
540,Tod::N,кьиникь,morte
541,Grab::N,сур,túmulo
542,Grab::N,сур,sepultura
543,Kirche::N,килиса,igreja
544,Sünde::N,гунагь,pecado
545,Gott::N,аллагь,deus
546,Arbeiter::N,фяле,operário
547,Arbeiter::N,фяле,trabalhador
548,Chef::N,гьаким,chefe
549,Chef::N,гьаким,patrão
550,Meister::N,устӏар,mestre
551,Arzt::N,доктор,médico
552,Lehrer::N,муаллим,professor
553,Geld::N,пул,dinheiro
554,Laden::N,магазин,loja
555,Preis::N,къимет,preço
556,Ware::N,мал,mercadoria
557,Ware::N,товар,mercadoria
558,Nutzen::N,хийир,proveito
559,Nutzen::N,менфят,proveito
560,Reichtum::N,девлет,riqueza
561,Welt::N,дуьнья,mundo
562,Land::N,уьлкве,país
563,Staat::N,пачагьлугъ,Estado
564,Staat::N,государство,Estado
565,König::N,пачагь,rei
566,Macht::N,власть,poder
567,Macht::N,власть,potência
568,Grenze::N,сергьят,fronteira
569,Krieg::N,дяве,guerra
570,Feind::N,душман,inimigo
571,Gewalt::N,гуж,violência
572,Kampf::N,женг,luta
573,Kampf::N,женг,combate
574,Bogen[Waffe]::N,чӏемерук,arco
575,Pfeil::N,хьел,seta
576,Pfeil::N,хьел,flecha
577,Gewehr::N,тфенг,espingarda
578,Fehler::N,гъалатӏ,erro
579,Fehler::N,гъалатӏ,falha
580,Lüge::N,ттаб,mentira
581,Schaden::N,зиян,dano
582,Schaden::N,зиян,estrago
583,Schaden::N,зарар,dano
584,Schaden::N,зарар,estrago
585,Unglück::N,бала,desgraça
586,Unglück::N,бедбахтвал,desgraça
587,Schuld::N,тахсир,culpa
588,Alter::N,яш,idade
589,Schluss::N,эхир,fim
590,Zeit::N,вяде,tempo
591,Tag::N,югъ,dia
592,Morgen::N,пакама,manhã
593,Mittag::N,нисин,meio-dia
594,Abend::N,няни,noite
595,Abend::N,няни,tardinha
596,Nacht::N,йиф,noite
597,Woche::N,гьафте,semana
598,Monat::N,варз,mês
599,Jahr::N,йис,ano
600,Frühling::N,гатфар,primavera
601,Sommer::N,гад,verão
602,Herbst::N,зул,outono
603,Winter::N,кьуьд,inverno
604,Januar::N,январь,Janeiro
605,Februar::N,февраль,Fevereiro
606,März::N,март,Março
607,April::N,апрель,Abril
608,Mai::N,май,Maio
609,Juni::N,июнь,Junho
610,Juli::N,июль,Julho
611,August::N,август,Agosto
612,September::N,сентябрь,Setembro
613,Oktober::N,октябрь,Outubro
614,November::N,ноябрь,Novembro
615,Dezember::N,декабрь,Dezembro
616,Montag::N,ислен,segunda-feira
617,Dienstag::N,саласа,terça-feira
618,Mittwoch::N,арбе,quarta-feira
619,Donnerstag::N,хемис югъ,quinta-feira
620,Freitag::N,жуьмя,sexta-feira
621,Freitag::N,жуьмя югъ,sexta-feira
622,Samstag::N,киш,sábado
623,Sonntag::N,гьяд,domingo
624,groß::A,еке,grande
625,groß::A,чӏехи,grande
626,klein::A,гъвечӏи,pequeno
627,lang::A,яргъи,comprido
628,kurz::A,куьруь,curto
629,breit::A,гьяркьуь,largo
630,schmal::A,гуьтӏуь,estreito
631,dicht::A,къалин,denso
632,dünn::A,кьелечӏ,delgado
633,fein::A,шуькӏуь,fino
634,fein::A,шуькӏуь,subtil
635,fest::A,кӏеви,firme
636,fest::A,кӏеви,sólido
637,flach::A,кьулу,plano
638,glatt::A,цӏалцӏам,liso
639,hart::A,кӏеви,duro
640,weich::A,хъуьтуьл,mole
641,rund::A,элкъвей,redondo
642,spitz::A,хци,agudo
643,scharf::A,хци,afiado
644,stumpf::A,къуьруь,rombo
645,schwer::A,залан,pesado
646,schön::A,иер,belo
647,schön::A,иер,bonito
648,heiß::A,кудай,quente
649,warm::A,чими,quente
650,kalt::A,мекьи,frio
651,kühl::A,къайи,fresco
652,frisch::A,таза,fresco
653,frisch::A,михьи,fresco
654,feucht::A,ламу,húmido
655,nass::A,кьежей,molhado
656,trocken::A,кьуру,seco
657,voll::A,ацӏай,cheio
658,leer::A,буш,vazio
659,leer::A,ичӏи,vazio
660,offen::A,ахъа,aberto
661,geschlossen::A,кӏеви,fechado
662,sauber::A,михьи,limpo
663,schmutzig::A,чиркин,sujo
664,schmutzig::A,кьацӏай,sujo
665,roh::A,чиг,cru
666,roh::A,ицӏи,cru
667,reif::A,дигмиш хьайи,maduro
668,lecker::A,дадлу,delicioso
669,süß::A,ширин,doce
670,bitter::A,туькьуьл,amargo
671,sauer::A,цуру,azedo
672,hell::A,экуь,claro
673,dunkel::A,мичӏи,escuro
674,dunkel::A,мичӏи,sombrio
675,schwarz::A,чӏулав,preto
676,weiß::A,лацу,branco
677,rot::A,яру,vermelho
678,gelb::A,хъипи,amarelo
679,blau::A,вили,azul
680,grün::A,къацу,verde
681,grau::A,рехи,cinzento
682,bunt::A,цӏару,colorido
683,bunt::A,яру-цӏару,colorido
684,billig::A,ужуз,barato
685,teuer::A,багьа,caro
686,wertvoll::A,масан,valioso
687,wertvoll::A,масан,precioso
688,blind::A,буьркьуь,cego
689,taub::A,биши,surdo
690,kräftig::A,гужлу,forte
691,kräftig::A,гужлу,poderoso
692,stark::A,къуватлу,forte
693,stark::A,къуватлу,robusto
694,schwach::A,такьатсуз,débil
695,fett::A,куьк,gordo
696,schlank::A,шумал,esbelto
697,hübsch::A,гуьрчег,giro
698,hübsch::A,гуьрчег,bonito
699,böse::A,пис,mau
700,dumm::A,ахмакь,parvo
701,dumm::A,ахмакь,estúpido
702,faul::A,тенпел,preguiçoso
703,fleißig::A,сяй ийидай,aplicado
704,fleißig::A,сяй ийидай,diligente
705,fleißig::A,сяйи ийидай,aplicado
706,fleißig::A,сяйи ийидай,diligente
707,geizig::A,мискьи,avarento
708,klug::A,акьуллу,prudente
709,klug::A,акьуллу,inteligente
710,geschickt::A,магьир,hábil
711,lieb::A,играми,caro
712,lieb::A,играми,querido
713,lustig::A,шад,alegre
714,sanft::A,назик,suave
715,sanft::A,назик,brando
716,sanft::A,милайим,suave
717,sanft::A,милайим,brando
718,hungrig::A,гишин,faminto
719,krank::A,кефсуз,doente
720,krank::A,кефсуз,enfermo
721,nackt::A,кьецӏил,nu
722,nackt::A,кьецӏил,despido
723,traurig::A,пашман,triste
724,lebendig::A,ччан алай,vivo
725,gut::A,хъсан,bom
726,gut::A,вижевай,bom
727,schlecht::A,пис,mau
728,schlecht::A,пис,ruim
729,richtig::A,дуьз,justo
730,richtig::A,дуьз,correcto
731,schlimm::A,нифретлу,mau
732,schlimm::A,нифретлу,grave
733,wahr::A,гьакъикъи,verdadeiro
734,alt::A,эски,velho
735,alt::A,эски,antigo
736,alt::A,куьгьне,velho
737,alt::A,куьгьне,antigo
738,neu::A,цӏийи,novo
739,ehemalig::A,виликан,antigo
740,alt[Lebewesen]::A,кьуьзуь,velho
741,jung::A,жегьил,jovem
742,arm::A,кесиб,pobre
743,reich::A,девлетлу,rico
744,bekannt::A,чидай,conhecido
745,berühmt::A,машгьур,famoso
746,berühmt::A,машгьур,célebre
747,fremd::A,ччара,alheio
748,fremd::A,ччара,estranho
749,verschieden::A,жуьреба-жуьре,diverso
750,verschieden::A,жуьреба-жуьре,diferente
751,nah::A,мукьвал,próximo
752,fern::A,яргъал,remoto
753,fern::A,яргъал,distante
754,linker::A,чапла,esquerdo
755,rechter::A,эрчӏи,direito
756,anderer::A,маса,outro
757,anderer::A,муькуь,outro
758,erster::A,сад лагьай,primeiro
759,zweiter::A,кьвед лагьай,segundo
760,dritter::A,пуд лагьай,terceiro
761,letzter::A,эхиримжи,final
762,letzter::A,эхиримжи,último
763,allein::ADV,кьилди,só
764,zusammen::ADV,санал,juntos
765,lange::ADV,яргъалди,muito tempo
766,plötzlich::ADV,садлагьана,de repente
767,sofort::ADV,гьасятда,imediatamente
768,später::ADV,гуьгъуьнлай,mais tarde
769,jetzt::ADV,гила,agora
770,heute::ADV,къе,hoje
771,morgen::ADV,пака,amanhã
772,bald::ADV,мукьва,logo
773,bald::ADV,мукьва,breve
774,bald::ADV,мукьвара,logo
775,bald::ADV,мукьвара,breve
776,dann::ADV,ахпа,então
777,dann::ADV,ахпа,depois
778,gestern::ADV,накь,ontem
779,einst::ADV,садра,antigamente
780,damals::ADV,а чӏавуз,então
781,danach::ADV,ахпа,logo
782,danach::ADV,ахпа,depois
783,vorher::ADV,вилик,antes
784,zuerst::ADV,сифте,primeiro
785,einmal::ADV,садра,uma vez
786,manchmal::ADV,гагь-гагь,às vezes
787,oft::ADV,гзаф вахтара,muitas vezes
788,immer::ADV,гьамиша,sempre
789,niemals::ADV,са чӏавузни,nunca
790,niemals::ADV,са вахтундани,nunca
791,hier::ADV,ина,cá
792,hier::ADV,ина,aqui
793,hierhin::ADV,иниз,para cá
794,von hier::ADV,инай,daqui
795,dort::ADV,ана,lá
796,dort::ADV,ана,ali
797,dorthin::ADV,аниз,lá
798,dorthin::ADV,аниз,para lá
799,geradeaus::ADV,дуьз,em frente
800,vorwärts::ADV,вилик,avante
801,vorwärts::ADV,виликди,avante
802,rückwärts::ADV,кьулухъ,para trás
803,unten::ADV,агъада,debaixo
804,unten::ADV,агъада,em baixo
805,hinab::ADV,агъуз,para baixo
806,oben::ADV,винел,em cima
807,hinauf::ADV,виниз,para cima
808,überall::ADV,вирина,em toda parte
