,Concept_ID,bn,ca
129,Rinde::N,বল্কল,escorça
130,Ast::N,শাখা,branca
131,Zweig::N,ডাল,ram
132,Blatt::N,পর্ণ,fulla
133,Birke::N,ভুর্জ,bedoll
134,Kiefer[Baum]::N,পাইন গাছ,pi
135,Weide[Baum]::N,উইলো,salze
136,Tanne::N,দেবদারূ গাছ,avet
137,Horn::N,শিং,corn
138,Horn::N,শিং,banya
139,Feder::N,পালক,ploma
140,Fell::N,রোম,pell
141,Flügel::N,ডানা,ala
142,Klaue::N,নখর,urpa
143,Kralle::N,নখর,grapa
144,Schwanz::N,লেজ,cua
145,Ei::N,ডিম,ou
146,Nest::N,কুলায়,niu
147,Bau::N,ডেরা,cau
148,Tier::N,জন্তু,animāl
149,Herde::N,ঝাঁক,ramat
150,Kuh::N,গোরু,vaca
151,Bulle::N,বৃষ,toro
152,Pferd::N,ঘোড়া,cavāll
153,Schaf::N,ভেড়া,be
154,Schaf::N,ভেড়া,ovella
155,Schwein::N,শূকর,bacó
156,Hund::N,কুকুর,ca
157,Hund::N,কুকুর,gos
158,Katze::N,বেড়াল,gat
159,Bär::N,ভল্লুক,ós
160,Eichhörnchen::N,কাঠবিড়াল,esquirol
161,Elch::N,হরিণবিশেষ,ant
162,Fuchs::N,পাঁতিশিয়াল,guilla
163,Hase::N,শশক,llebre
164,Maus::N,নেংটি ইঁদুর,ratolí
165,Wolf::N,নেকড়ে,llop
166,Vogel::N,পক্ষী,au
167,Vogel::N,পক্ষী,ocēll
168,Schwarm::N,ঝাঁক,bandada
169,Huhn::N,মোরগ,gallina
170,Hahn::N,কুক্কুট,gall
171,Gans::N,হংসী,oca
172,Adler::N,ইগল,àguila
173,Ente::N,হংসী,ànec
174,Eule::N,পেচক,òliba
175,Eule::N,পেচক,mussol
176,Kranich::N,সারস,grua
177,Krähe::N,কাক,cornella
178,Kuckuck::N,কোকিল,cucut
179,Schwan::N,মরাল,cigne
180,Fisch::N,মাছ,peix
181,Barsch::N,মৎন্যবিশেষ,perca
182,Hecht::N,বানমাছ,lluç
183,Schlange[Tier]::N,সর্প,serp
184,Wurm::N,কীট,cuc
185,Spinne::N,মাকড়সা,aranya
186,Ameise::N,পিপীলিকা,formiga
187,Laus::N,উকুন,poll
188,Mücke::N,মশা,mosquit
189,Fliege::N,মাছি,mosca
190,Schmetterling::N,প্রজাপতি,papallona
191,Beere::N,বেরি,baia
192,Apfel::N,আপেল,poma
193,Pilz::N,ছত্রক,bolet
194,Zwiebel::N,পিয়াজ,ceba
195,Saat::N,বীজ,sembra
196,Korn::N,শস্য,gra
197,Heu::N,খড়,fenc
198,Schale::N,খোসা,closca
199,Grube::N,গর্ত,sot
200,Grube::N,গর্ত,clot
201,Falle::N,ফাঁদ,trampa
202,Schlinge::N,পাশ,baga
203,Spur::N,চিহ্ন,traça
204,Asche::N,ভস্ম,cendra
205,Dreck::N,ময়লা,llot
206,Eisen::N,লোহা,ferro
207,Gold::N,স্বর্ণ,or
208,Silber::N,রৌপ্য,plata
209,Kohle::N,অঙ্গার,carbó
210,Glas::N,কাচ,vidre
211,Lehm::N,মৃত্তিকা,fang
212,Lehm::N,মৃত্তিকা,argila
213,Sand::N,বালি,arena
214,Mensch::N,নর,humà
215,Mensch::N,নর,persona
216,Mensch::N,মানুষ,humà
217,Mensch::N,মানুষ,persona
218,Mann::N,মানুষ,home
219,Frau::N,নারী,dona
220,Kind::N,বাচ্চা,nen
221,Junge::N,ছেলে,noi
222,Mädchen::N,মেয়ে,noia
223,Familie::N,পরিবার,família
224,Großvater::N,মাতামহ,avi
225,Großmutter::N,মাতামহী,àvia
226,Eltern::N,মাতাপিতা,pares
227,Vater::N,পিতা,pare
228,Mutter::N,মাতা,mare
229,Sohn::N,ছেলে,fill
230,Tochter::N,মেয়ে,filla
231,Bruder::N,দাদা,germà
232,Schwester::N,বোন,germana
233,Schwester::N,দিদি,germana
234,Onkel::N,মামা,oncle
235,Tante::N,মাসী,tia
236,Ehemann::N,স্বামী,espòs
237,Ehefrau::N,পত্নী,muller
238,Freude::N,উল্লাস,goig
239,Freude::N,উল্লাস,alegria
240,Gelächter::N,হাসি,riallada
241,Glück::N,সুখ,felicitat
242,Kummer::N,দুঃখ,pena
243,Wunsch::N,আকাঙ্ক্ষা,desig
244,Lust::N,বাসনা,ganes
245,Geist::N,আত্না,ment
246,Geist::N,আত্না,esperit
247,Gedanke::N,চিন্তা,pensament
248,Gedächtnis::N,স্মরণশক্তি,memòria
249,Verstand::N,মন,raó
250,Verstand::N,মন,seny
251,Sinn::N,পদার্থ,solta
252,Sinn::N,পদার্থ,sentit
253,Grund::N,কারণ,raó
254,Grund::N,কারণ,causa
255,Wahrheit::N,সত্য,veritāt
256,Gespräch::N,কথাবার্তা,conversa
257,Märchen::N,রূপকথা,conte
258,Erzählung::N,গল্প,narració
259,Nachricht::N,তথ্য,missatge
260,Neuigkeit::N,খবরাখবর,novetat
261,Name::N,নাম,nom
262,Rätsel::N,ধাঁধা,endevinalla
263,Rede::N,বক্তৃতা,discurs
264,Sprache::N,ভাষা,llēngua
265,Stimme::N,স্বর,veu
266,Wort::N,শব্দ,mot
267,Wort::N,শব্দ,paraula
268,Zeichen::N,প্রতীক,signe
269,Zeichen::N,প্রতীক,senyal
270,Ruf::N,ডাক,crida
271,Lärm::N,হৈচৈ,sorōll
272,Laut::N,ধ্বনি,so
273,Ton::N,স্বর,to
274,Lied::N,গান,cançó
275,Ruhe::N,শান্তি,calma
276,Ruhe::N,শান্তি,silenci
277,Leute::N,প্রজাপুঞ্জ,gent
278,Volk::N,জাতি,poble
279,Arbeit::N,চাকরি,labor
280,Arbeit::N,চাকরি,treball
281,Gast::N,অতিথি,hoste
282,Geschenk::N,উপহার,regal
283,Geschenk::N,উপহার,obsequi
284,Spiel::N,খেলা,joc
285,Gesellschaft::N,সঙ্গিগণ,companyia
286,Hilfe::N,সাহায্য,ajut
287,Freund::N,বন্ধু,amīc
288,Kamerad::N,সঙ্গী,company
289,Kamerad::N,সঙ্গী,camarada
290,Angelegenheit::N,বিষয়,afer
291,Angelegenheit::N,বিষয়,assumpte
292,Anzahl::N,পরিমাণ,nombre
293,Anzahl::N,পরিমাণ,quantitat
294,Art::N,রকম,tipus
295,Art::N,রকম,classe
296,Stück::N,টুকরো,peça
297,Teil::N,অংশ,part
298,Hälfte::N,অর্ধেক,meitat
299,Kreis::N,বৃত্ত,cercle
300,Kreuz::N,ক্রুশ,creu
301,Linie::N,রেখা,línia
302,Strich::N,কষি,traç
303,Strich::N,কষি,ratlla
304,Abstand::N,ফাঁক,distància
305,Entfernung::N,ব্যবধান,distància
306,Gegend::N,ক্ষেত্র,regió
307,Gegend::N,ক্ষেত্র,contrada
308,Platz::N,জায়গা,cabuda
309,Ort::N,স্থান,lloc
310,Seite::N,পার্শ্ব,banda
311,Seite::N,পার্শ্ব,costāt
312,Mitte::N,মধ্য,mig
313,Mitte::N,মধ্য,centre
314,Gegenstand::N,জিনিস,objecte
315,Sache::N,বস্তু,cosa
316,Rand::N,কানা,vora
317,Rand::N,কানা,marge
318,Kante::N,ধার,caire
319,Kante::N,ধার,cantell
320,Ecke::N,কোণ,cantonada
321,Spitze::N,ডগা,punta
322,Ende::N,প্রান্ত,cap
323,Loch::N,গর্ত,forāt
324,Winkel::N,কোণ,racó
325,Muster::N,নমুন্,dibuix
326,Muster::N,নমুন্,disseny
327,Größe::N,আয়তন,grandària
328,Länge::N,দৈর্ঘ্য,longitud
329,Höhe::N,উচ্চতা,altura
330,Höhe::N,উচ্চতা,altitud
331,Gewicht::N,ওজন,pes
332,Menge::N,পরিমাণ,quantitat
333,Haufen::N,পুঞ্জ,pila
334,Reihe::N,শ্রেণী,fila
335,Boot::N,নৌকা,bot
336,Boot::N,নৌকা,barca
337,Ruder::N,দাঁড়,rem
338,Schlitten::N,স্নেজ্-গাড়ি,trineu
339,Ski::N,শী,esquí
340,Lagerfeuer::N,অগ্নি,foc de campament
341,Last::N,বোঝা,càrrega
342,Gang::N,হণ্টন,marxa
343,Schritt::N,পদ,pas
344,Norden::N,উত্তরদিক্,nord
345,Süden::N,দক্ষিণদিক,sud
346,Westen::N,পশ্চিমদিক্,oest
347,Westen::N,পশ্চিমদিক্,occident
348,Osten::N,পূর্বদিক,est
349,Osten::N,পূর্বদিক,orient
350,Holz::N,কাঠ,fusta
351,Brett::N,তক্তা,taula
352,Platte::N,ফলক,placa
353,Stütze::N,নাগদণ্ড,suport
354,Stange::N,দণ্ড,vara
355,Stock::N,ছড়ি,pal
356,Stab::N,যষ্টি,bastó
357,Rohr::N,নল,tub
358,Haus::N,ঘর,casa
359,Heim::N,বাসা,llar
360,Ofen::N,স্টোভ্,estufa
361,Fußboden::N,গহতল,terra
362,Tisch::N,মেজ,taula
363,Tisch::N,টেবিল,taula
364,Stuhl::N,চেয়ার,cadira
365,Stuhl::N,কেদারা,cadira
366,Wiege::N,দোলনা,bressol
367,Bett::N,শয্যা,llit
368,Regal::N,তাক,prestatgeria
369,Kiste::N,বাক্স,caixa
370,Fenster::N,জানালা,finestra
371,Tür::N,দ্বার,porta
372,Tor::N,দ্বার,portal
373,Zaun::N,বেড়া,tanca
374,Dach::N,ছাদ,teulada
375,Leiter::N,মই,escala
376,Leiter::N,মই,escala de mà
377,Besen::N,গুল্মবিশেষ,escombra
378,Spaten::N,কোদাল,pala
379,Schaufel::N,বেলচা,pala
380,Gabel::N,কাঁটা,forquilla
381,Löffel::N,চামচ,cullera
382,Messer::N,ছুরি,coltell
383,Nagel::N,পেরেক,clau
384,Netz::N,জাল,filat
385,Haken::N,কাচি,ganxo
386,Griff::N,হাতল,puny
387,Griff::N,হাতল,mànec
388,Schloss::N,তালা,pany
389,Bild::N,ছবি,imatge
390,Bild::N,চিত্র,imatge
391,Figur::N,আকার,figura
392,Puppe::N,পুতুল,nina
393,Beutel::N,বটুয়া,bossa
394,Bündel::N,আঁটি,feix
395,Bündel::N,আঁটি,paquet
396,Tasche::N,থলি,bossa
397,Eimer::N,বাল্তি,galleda
398,Deckel::N,আবরণ,tapa
399,Deckel::N,আবরণ,tapadora
400,Geschirr::N,থালা-বাসন,vaixella
401,Sack::N,বস্তা,sac
402,Sack::N,বস্তা,saca
403,Tasse::N,কাপ,tassa
404,Topf::N,পাত্র,pot
405,Topf::N,পাত্র,olla
406,Kessel::N,কেটলি,caldera
407,Essen::N,আহার,àpat
408,Essen::N,আহার,menjada
409,Nahrung::N,খাদ্য,aliment
410,Speise::N,খাদ্য,plat
411,Fleisch::N,মাংস,carn
412,Getreide::N,শস্য,cereals
413,Brei::N,মণ্ড,puré
414,Brot::N,রুটি,pa
415,Scheibe::N,ফালি,tall
416,Scheibe::N,ফালি,llesca
417,Fett::N,মেদ,greix
418,Butter::N,মাখন,mantega
419,Öl::N,তৈল,oli
420,Salz::N,নুন,sal
421,Suppe::N,শুরুয়া,sopa
422,Honig::N,মধু,mel
423,Milch::N,দুধ,llet
424,Tee::N,চা,te
425,Leder::N,পাকা চামড়া,cuir
426,Wolle::N,পশম,llana
427,Stoff::N,বস্ত্র,tela
428,Nadel::N,সুচ,agulla
429,Faden::N,সূত্র,fil
430,Knopf::N,বোতাম,botó
431,Knoten::N,গিঁট,nus
432,Farbe::N,রং,pintura
433,Kleidung::N,কাপড়,roba
434,Kleidung::N,কাপড়,vestits
435,Hemd::N,শার্ট,camisa
436,Kragen::N,গলবন্ধ,coll
437,Ärmel::N,আস্তিন্,màniga
438,Hose::N,ট্রাউজার,pantalōns
439,Gürtel::N,কটিবন্ধ,cinturó
440,Mütze::N,টুপি,gorra
441,Schuh::N,জুতো,sabata
442,Stiefel::N,বুট,bota
443,Ring::N,আংটি,anell
444,Band::N,ফিতা,veta
445,Band::N,ফিতা,cinta
446,Kamm::N,চিরুনি,pinta
447,Spiegel::N,আয়না,mirāll
448,Riemen::N,চাবুক,corretja
449,Schnur::N,দড়ি,corda
450,Leine::N,শিকল,corretja
451,Decke::N,কম্বল,manta
452,Decke::N,কম্বল,flassada
453,Kissen::N,উপাধান,coixí
454,Tuch::N,বস্ত্র,mocador
455,Handtuch::N,তোয়ালে,tovallola
456,Kraft::N,জোর,força
457,Stärke::N,শক্তি,vigor
458,Gesundheit::N,স্বাস্থ্য,salut
459,Krankheit::N,অসুখ,malaltia
460,Krankheit::N,ব্যামো,malaltia
461,Schmerz::N,যন্ত্রণা,dolor
462,Wunde::N,ক্ষত,ferida
463,Fieber::N,জ্বর,febre
464,Arznei::N,ঔষধ,medicament
465,Brücke::N,সেতু,pont
466,Brunnen::N,কূপ,pou
467,Weide::N,পশুচারণভূমি,pastura
468,Pfad::N,পথ,senda
469,Pfad::N,পথ,sender
470,Weg::N,পথ,camí
471,Straße::N,রাস্তা,carretera
472,Dorf::N,গ্রাম,poble
473,Stadt::N,শহর,ciutāt
474,Brief::N,চিঠি,carta
475,Buch::N,বই,llibre
476,Buchstabe::N,অক্ষর,lletra
477,Zeitung::N,সংবাদপত্র,diāri
478,Leben::N,জীবন,vida
479,Tod::N,মৃত্যু,mort
480,Grab::N,কবর,tomba
481,Kirche::N,গির্জা,església
482,Sünde::N,পাপ,pecat
483,Gott::N,দেবতা,déu
484,Arbeiter::N,শ্রমিক,obrer
485,Chef::N,নেতা,cap
486,Meister::N,ব্যক্তি,mestre
487,Arzt::N,চিকিৎসক,metge
488,Lehrer::N,অধ্যাপক,mestre
489,Geld::N,মুদ্রা,dinērs
490,Geld::N,টাকাপয়সা,dinērs
491,Geschäft::N,ব্যস্ততা,negoci
492,Laden::N,দোকান,tenda
493,Laden::N,দোকান,botiga
494,Preis::N,মূল্য,preu
495,Ware::N,পণ্যদ্রব্য,mercaderia
496,Nutzen::N,সুবিধা,profit
497,Reichtum::N,ধনদৌলত,riquesa
498,Welt::N,জগৎ,món
499,Land::N,খেত,país
500,Staat::N,রাষ্ট্র,estat
501,König::N,রাজা,rei
502,Macht::N,প্রভাব,poder
503,Macht::N,প্রভাব,potència
504,Grenze::N,সীমা,frontera
505,Krieg::N,যুদ্ধ,guerra
506,Feind::N,শত্রু,enemic
507,Gewalt::N,জোর,violència
508,Kampf::N,লড়াই,lluita
509,Bogen[Waffe]::N,ধনুক,arc
510,Pfeil::N,বাণ,fletxa
511,Gewehr::N,বন্দুক,fusell
512,Gewehr::N,বন্দুক,escopeta
513,Fehler::N,ভুল,falta
514,Lüge::N,মিথ্যা,mentida
515,Schaden::N,ক্ষতি,dany
516,Unglück::N,দুর্ভাগ্য,desgràcia
517,Schuld::N,অপরাধ,culpa
518,Alter::N,আয়ু,edat
519,Schluss::N,শেষ,fi
520,Schluss::N,শেষ,final
521,Zeit::N,সময়,temps
522,Tag::N,দিন,dia
523,Morgen::N,সকাল,matí
524,Mittag::N,মধ্যাহু,migdia
525,Abend::N,সন্ধ্যা,vespre
526,Nacht::N,রাত্রি,nit
527,Woche::N,সপ্তাহ,setmana
528,Monat::N,মাস,mes
529,Jahr::N,সৌরবর্ষ,any
530,Frühling::N,বসন্তকাল,primavera
531,Sommer::N,গ্রীষ্মকাল,estīu
532,Herbst::N,শরংঋতু,tardor
533,Winter::N,শীতকাল,hivērn
534,Januar::N,জানুয়ারী,gener
535,Februar::N,ফেব্রুয়ারী,febrer
536,März::N,মার্চ,març
537,April::N,এপ্রিল,abril
538,Mai::N,মে,maig
539,Juni::N,জুন,juny
540,Juli::N,জুলাই,juliol
541,August::N,অগাস্ট,agost
542,September::N,সেপ্টেম্বর,setembre
543,Oktober::N,অক্টোবর,octubre
544,November::N,নভেম্বর,novembre
545,Dezember::N,ডিসেম্বর,desembre
546,Montag::N,সোমবার,dilluns
547,Dienstag::N,মঙ্গলবার,dimarts
548,Mittwoch::N,বুধবার,dimecres
549,Donnerstag::N,বৃহম্পতিবার,dijous
550,Freitag::N,শুক্রবার,divendres
551,Samstag::N,শনিবার,dissabte
552,Sonntag::N,রবিবার,diumenge
553,groß::A,বৃহৎ,gros
554,klein::A,ছোট,petīt
555,lang::A,দীর্ঘ,llarg
556,kurz::A,খর্ব,curt
557,kurz::A,হ্রস্ব,curt
558,breit::A,চওড়া,ample
559,schmal::A,সরু,estret
560,dicht::A,ঘন,dens
561,dick[Gegenstand]::A,পুরু,gruixūt
562,dünn::A,কৃশ,prim
563,fein::A,সূক্ষ্ম,fi
564,fest::A,দৃঢ়,ferm
565,fest::A,দৃঢ়,sòlid
566,flach::A,সমতল,pla
567,glatt::A,মসৃণ,llis
568,hart::A,শক্ত,dur
569,weich::A,নরম,tou
570,rund::A,গোলাকার,rodó
571,spitz::A,তীক্ষ্ন,punxegut
572,scharf::A,শাণিত,agut
573,stumpf::A,ভোঁতা,rom
574,stumpf::A,ভোঁতা,esmussat
575,schwer::A,ভারী,pesāt
576,schön::A,সুন্দর,bonīc
577,heiß::A,গরম,calēnt
578,warm::A,ঈষদুষ্ণ,càlid
579,kalt::A,ঠাণ্ডা,fred
580,kühl::A,শীতল,fresc
581,frisch::A,তাজা,fresc
582,feucht::A,ভিজা,humit
583,nass::A,ভিজা,mullat
584,trocken::A,শুষ্ক,sec
585,voll::A,পূর্ণ,ple
586,leer::A,খালি,buit
587,offen::A,খোলা,obert
588,geschlossen::A,বন্ধ,tancat
589,sauber::A,নির্মল,net
590,schmutzig::A,নোংরা,brut
591,roh::A,কাঁচা,cru
592,reif::A,পাকা,madur
593,lecker::A,সুস্বাদ,deliciós
594,süß::A,মিষ্ট,dolç
595,bitter::A,তিক্ত,amarg
596,sauer::A,টক,agre
597,hell::A,উজ্জ্বল,clar
598,dunkel::A,অন্ধকারময়,fosc
599,schwarz::A,কালো,negre
600,weiß::A,সাদা,blanc
601,rot::A,লাল,vermēll
602,gelb::A,হলদে,groc
603,blau::A,নীল,blau
604,grün::A,সবুজ,verd
605,grau::A,ছাই-রঙা,gris
606,bunt::A,রঙিন,multicolor
607,billig::A,সস্তা,barat
608,teuer::A,আক্রা,car
609,wertvoll::A,মহার্ঘ,preciós
610,blind::A,কানা,cec
611,taub::A,বধির,sord
612,kräftig::A,বিশাল,fort
613,kräftig::A,বিশাল,vigorós
614,stark::A,শক্তিশালী,fort
615,schwach::A,দুর্বল,feble
616,fett::A,মোটা,gras
617,schlank::A,কৃশ,esvelt
618,hübsch::A,সুন্দর,maco
619,böse::A,খারাপ,dolent
620,dumm::A,মূর্খ,ximple
621,dumm::A,মূর্খ,estúpid
622,faul::A,শ্রমবিমুখ,gandūl
623,faul::A,শ্রমবিমুখ,mandrós
624,fleißig::A,পরিশ্রমী,diligēnt
625,geizig::A,ব্যয়কুণ্ঠ,avar
626,klug::A,দক্ষ,intel·ligent
627,geschickt::A,পটু,hàbil
628,lieb::A,প্রেয়,amat
629,lieb::A,প্রেয়,estimat
630,lustig::A,প্রফুল্ল,alegre
631,sanft::A,নম্র,suau
632,hungrig::A,ক্ষুধার্ত,afamat
633,krank::A,অসুস্থ,malālt
634,nackt::A,উলঙ্গ,nu
635,traurig::A,দুঃখিত,trist
636,lebendig::A,জীবিত,viu
637,gut::A,ভালো,bo
638,schlecht::A,মন্দ,dolēnt
639,richtig::A,ঠিক,just
640,richtig::A,ঠিক,correcte
641,schlimm::A,কদর্য,greu
642,wahr::A,বাস্তব,vertader
643,wahr::A,বাস্তব,veritable
644,alt::A,পুরাতন,vell
645,neu::A,নব,nou
646,neu::A,নূতন,nou
647,ehemalig::A,পূর্বকালীন,antic
648,alt[Lebewesen]::A,বৃদ্ধ,vell
649,jung::A,তরুণ,jove
650,arm::A,ক্ষুদ্র,pobre
651,reich::A,ধনবান্,ric
652,bekannt::A,সুপরিচিত,conegut
653,berühmt::A,বিখ্যাত,famós
654,fremd::A,বিদেশি,estrany
655,verschieden::A,বিসদৃশ,diferent
656,nah::A,নিকটবতী,pròxim
657,fern::A,দুরবতী,llunyà
658,fern::A,দুরবতী,distant
659,linker::A,বাম,esquerre
660,rechter::A,ডান,dret
661,rechter::A,ডাইন,dret
662,anderer::A,অন্যতর,altre
663,erster::A,প্রথম,primer
664,zweiter::A,দ্বিতীয়,segon
665,dritter::A,তৃতীয়,tercer
666,letzter::A,সর্বশেষ,últim
667,allein::ADV,একক,sol
668,auf einmal::ADV,জলদি,d'una vegada
669,zusammen::ADV,একসঙ্গে,junt
670,lange::ADV,লম্বা,molt de temps
671,plötzlich::ADV,হঠাৎ,de cop
672,plötzlich::ADV,হঠাৎ,de sobte
673,sofort::ADV,মুহ্ণর্তমধ্যে,de seguida
674,später::ADV,পশ্চাতে,més tard
675,jetzt::ADV,এখন,ara
676,heute::ADV,আজ,avūi
677,morgen::ADV,আগামিকাল,demà
678,bald::ADV,অস্পকালমধ্যে,aviāt
679,dann::ADV,তখন,després
680,gestern::ADV,গতকাল,ahir
681,einst::ADV,একবার মাত্র,anteriorment
682,damals::ADV,তখন,llavōrs
683,damals::ADV,তখন,aleshores
684,danach::ADV,পরে,després
685,vorher::ADV,আগে,abāns
686,zuerst::ADV,আগে,primer
687,einmal::ADV,একবার,una vegada
688,manchmal::ADV,কখনও কখনও,de vegades
689,oft::ADV,ঘনঘন,sovint
690,immer::ADV,সর্বদা,sempre
691,niemals::ADV,কখলও নহে,no ... mai
692,hier::ADV,এখানে,aquí
693,hierhin::ADV,এখানে,per aquí
694,von hier::ADV,ত্রই স্তান হইতে,des d'aquí
695,dort::ADV,ওখানে,allí
696,dorthin::ADV,ওখানে,hi
697,geradeaus::ADV,অগ্রগামী,tot dret
698,vorwärts::ADV,সন্মুখিকে,endavānt
699,rückwärts::ADV,খিরিয়া,endarrera
700,zurück::ADV,পিঠ,darrere
701,unten::ADV,নীচে,a baix
702,hinab::ADV,নিম্নগামী,cap avall
703,oben::ADV,উপরে,dalt
704,hinauf::ADV,উচ্চতর অংশে,cap amunt
705,überall::ADV,সর্বত্র,pertot
706,überall::ADV,সর্বত্র,per tot arreu
707,nicht::ADV,না,no
708,ein wenig::ADV,অল্প,una mica
709,kaum::ADV,কষ্টসহকাবে,a penes
710,sehr::ADV,খুব,molt
711,so::ADV,তত,així
712,noch::ADV,এখন পর্যস্ত,encara
713,nur::ADV,শুধু,només
714,schon::ADV,ইতঃপুর্বে,ja
715,wieder::ADV,আবার,de nou
716,vergebens::ADV,বিফলে,en va
717,vor::PRP,সম্মুখে,davānt
718,vor::PRP,সম্মুখে,enfront de
719,hinter::PRP,পশ্চাতে,darrera
720,unter::PRP,নীচে,sota
721,durch::PRP,দ্বারা,per
722,neben::PRP,কাছে,al costāt de
723,zwischen::PRP,মধ্যে,entre
724,wegen::PRP,জন্য,a causa de
725,dies::PRN,এটা,aquest
726,das::PRN,ওটা,això
727,alles::PRN,সব,tot
728,ich::PRN,আমি,jo
729,du::PRN,তুমি,tu
730,er::PRN,উনি,ell
731,wir::PRN,আমরা,nosaltres
732,ihr::PRN,তোমরা,vosaltres
