,Concept_ID,el,fa
328,Freund::N,φίλος,دوست
329,Kamerad::N,σύντροφος,رفیق
330,Angelegenheit::N,υπόθεση,امر
331,Angelegenheit::N,υπόθεση,قضیه
332,Anzahl::N,αριθμός,عده
333,Anzahl::N,αριθμός,شمار
334,Art::N,είδος,نوع
335,Stück::N,κομμάτι,تکه
336,Stück::N,κομμάτι,قطعه
337,Teil::N,μέρος,بخش
338,Teil::N,μέρος,قسمت
339,Hälfte::N,μισό,نیم
340,Kreis::N,κύκλος,حلقه
341,Kreis::N,κύκλος,دایره
342,Kreuz::N,σταυρός,صلیب
343,Linie::N,γραμμή,خط
344,Linie::N,γραμμή,سطر
345,Strich::N,γραμμή,خط
346,Abstand::N,απόσταση,فاصله
347,Entfernung::N,απόσταση,مسافت
348,Gegend::N,περιοχή,منطقه
349,Gegend::N,τοποθεσία,منطقه
350,Platz::N,χώρος,گنجایش
351,Ort::N,τόπος,جا
352,Ort::N,τόπος,محل
353,Ort::N,τόπος,مکان
354,Seite::N,πλευρά,طرف
355,Mitte::N,μέση,وسط
356,Mitte::N,μέση,میان
357,Gegenstand::N,αντικείμενο,چیز
358,Sache::N,πράγμα,چیز
359,Rand::N,άκρη,کنار
360,Rand::N,άκρη,حاشیه
361,Rand::N,χείλος,کنار
362,Rand::N,χείλος,حاشیه
363,Kante::N,άκρη,لبه
364,Ecke::N,γωνιά,گوشه
365,Spitze::N,μύτη,سر
366,Spitze::N,μύτη,نوک
367,Ende::N,άκρη,ته
368,Ende::N,άκρη,آخر
369,Loch::N,τρύπα,سوراخ
370,Winkel::N,γωνία,کنج
371,Muster::N,σχέδιο,نقش
372,Größe::N,μέγεθος,قد
373,Größe::N,μέγεθος,بزرگی
374,Länge::N,μήκος,طول
375,Höhe::N,ύψος,بلندی
376,Gewicht::N,βάρος,وزن
377,Menge::N,ποσότητα,مقدار
378,Menge::N,ποσότητα,اندازه
379,Haufen::N,σωρός,توده
380,Reihe::N,αράδα,ردیف
381,Boot::N,βάρκα,قایق
382,Ruder::N,κουπί,پارو
383,Schlitten::N,έλκηθρο,سورتمه
384,Ski::N,σκι,اسکی
385,Lagerfeuer::N,φωτιά,آتش
386,Last::N,φορτίο,بار
387,Last::N,φορτίο,سنگینی
388,Gang::N,δρόμος,راه رفتن
389,Schritt::N,βήμα,قدم
390,Norden::N,βορράς,شمال
391,Süden::N,νότος,جنوب
392,Westen::N,δύση,غرب
393,Osten::N,ανατολή,شرق
394,Holz::N,ξύλο,چوب
395,Brett::N,σανίδι,تخته
396,Platte::N,πλάκα,صفحه
397,Stütze::N,στήριγμα,تکیه
398,Stange::N,ραβδί,میله
399,Stange::N,κοντός,میله
400,Stock::N,ξύλο,چوب
401,Stock::N,μπαστούνι,چوب
402,Stab::N,ραβδί,عصا
403,Rohr::N,σωλήνας,لوله
404,Haus::N,σπίτι,منزل
405,Heim::N,σπίτι,خانه
406,Heim::N,σπίτι,کاشانه
407,Ofen::N,σόμπα,بخاری
408,Ofen::N,θερμάστρα,بخاری
409,Fußboden::N,πάτωμα,کف اتاق
410,Tisch::N,τραπέζι,میز
411,Stuhl::N,καρέκλα,صندلی
412,Wiege::N,κούνια,گهواره
413,Bett::N,κρεβάτι,تختخواب
414,Regal::N,ράφι,قفسه
415,Kiste::N,κιβώτιο,صندوق
416,Fenster::N,παράθυρο,پنجره
417,Tür::N,πόρτα,در
418,Tür::N,πόρτα,درب
419,Tor::N,πύλη,دروازه
420,Zaun::N,φράχτης,حصار
421,Dach::N,στέγη,بام
422,Leiter::N,σκάλα,نردبان
423,Leiter::N,κλίμακα,نردبان
424,Besen::N,σκούπα,جارو
425,Spaten::N,φτυάρι,بیل
426,Schaufel::N,φτυάρι,بیل
427,Schaufel::N,φτυάρι,پارو
428,Gabel::N,πιρούνι,چنگال
429,Löffel::N,κουτάλι,قاشق
430,Messer::N,μαχαίρι,کارد
431,Nagel::N,καρφί,میخ
432,Netz::N,δίχτυ,تور
433,Netz::N,δίχτυ,شبکه
434,Haken::N,γάντζος,قلاب
435,Haken::N,αγκίστρι,قلاب
436,Griff::N,λαβή,دسته
437,Schloss::N,κλειδαριά,قفل
438,Bild::N,εικόνα,عکس
439,Bild::N,εικόνα,تصویر
440,Figur::N,ανάστημα,تندیس
441,Puppe::N,κούκλα,عروسک
442,Beutel::N,πουγγί,کیسه
443,Bündel::N,δεμάτι,بسته
444,Tasche::N,τσάντα,کیف
445,Eimer::N,κουβάς,سطل
446,Deckel::N,καπάκι,در
447,Geschirr::N,σκεύη,ظرف
448,Sack::N,σάκος,گونی
449,Tasse::N,φλιτζάνι,فنجان
450,Topf::N,χύτρα,دیگ
451,Topf::N,χύτρα,قابلمه
452,Kessel::N,καζάνι,دیگ
453,Essen::N,φαγητό,خوراک
454,Nahrung::N,τροφή,غذا
455,Speise::N,φαγητό,خوراک
456,Fleisch::N,κρέας,گوشت
457,Getreide::N,σιτάρι,غله
458,Brei::N,χυλός,فرنی
459,Brei::N,χυλός,حریره
460,Brot::N,ψωμί,نان
461,Brot::N,άρτος,نان
462,Scheibe::N,φέτα,قاچ
463,Scheibe::N,φέτα,لزگه
464,Fett::N,πάχος,چربی
465,Butter::N,βούτυρο,کره
466,Öl::N,λάδι,روغن
467,Salz::N,αλάτι,نمک
468,Suppe::N,σούπα,آش
469,Suppe::N,σούπα,سوپ
470,Honig::N,μέλι,عسل
471,Milch::N,γάλα,شیر
472,Tee::N,τσάι,چای
473,Leder::N,πετσί,چرم
474,Wolle::N,μαλλί,پشم
475,Stoff::N,ύφασμα,پارچه
476,Nadel::N,βελόνα,سوزن
477,Faden::N,κλωστή,نخ
478,Knopf::N,κουμπί,دکمه
479,Knoten::N,κόμπος,گره
480,Farbe::N,μπογιά,رنگ
481,Kleidung::N,ρούχα,لباس
482,Kleidung::N,ρούχα,پوشاک
483,Kleidung::N,ενδυμασία,لباس
484,Kleidung::N,ενδυμασία,پوشاک
485,Hemd::N,πουκάμισο,پیراهن
486,Kragen::N,κολάρο,یقه
487,Ärmel::N,μανίκι,آستین
488,Hose::N,πανταλόνι,شلوار
489,Gürtel::N,ζώνη,کمر‌بند
490,Mütze::N,σκούφος,کلاه
491,Schuh::N,παπούτσι,کفش
492,Stiefel::N,μπότα,چکمه
493,Ring::N,δαχτυλίδι,حلقه
494,Ring::N,δαχτυλίδι,انگشتر
495,Band::N,κορδέλα,نوار
496,Band::N,κορδέλα,روبان
497,Kamm::N,χτένα,شانه
498,Spiegel::N,καθρέφτης,آینه
499,Riemen::N,λουρί,تسمه
500,Schnur::N,κορδόνι,ریسمان
501,Leine::N,σχοινί,قلاده
502,Decke::N,κουβέρτα,پتو
503,Kissen::N,μαξιλάρι,بالش
504,Tuch::N,πανί,شال
505,Tuch::N,μαντήλι,شال
506,Handtuch::N,πετσέτα,حوله
507,Kraft::N,δύναμη,نیرو
508,Stärke::N,ισχύς,زور
509,Stärke::N,δύναμη,زور
510,Gesundheit::N,υγεία,سلامتی
511,Gesundheit::N,υγεία,تندرستی
512,Krankheit::N,αρρώστια,بیماری
513,Schmerz::N,πόνος,درد
514,Wunde::N,πληγή,زخم
515,Fieber::N,πυρετός,تب
516,Arznei::N,φάρμακο,دارو
517,Brücke::N,γέφυρα,پل
518,Brunnen::N,πηγάδι,چاه
519,Weide::N,βοσκή,چراگاه
520,Pfad::N,μονοπάτι,راه
521,Weg::N,δρόμος,راه
522,Weg::N,δρόμος,طریق
523,Straße::N,οδός,راه
524,Straße::N,οδός,جاده
525,Straße::N,δρόμος,راه
526,Straße::N,δρόμος,جاده
527,Dorf::N,χωριό,ده
528,Dorf::N,χωριό,روستا
529,Stadt::N,πόλη,شهر
530,Brief::N,γράμμα,نامه
531,Brief::N,επιστολή,نامه
532,Buch::N,βιβλίο,کتاب
533,Buchstabe::N,γράμμα,حرف
534,Zeitung::N,εφημερίδα,روزنامه
535,Leben::N,ζωή,عمر
536,Leben::N,ζωή,زندگی
537,Leben::N,βίος,عمر
538,Leben::N,βίος,زندگی
539,Tod::N,θάνατος,مرگ
540,Grab::N,τάφος,گور
541,Grab::N,τάφος,مزار
542,Kirche::N,εκκλησία,کلیسا
543,Sünde::N,αμαρτία,بزه
544,Sünde::N,αμαρτία,گناه
545,Gott::N,θεός,خدا
546,Arbeiter::N,εργάτης,کارگر
547,Chef::N,προϊστάμενος,رئیس
548,Meister::N,μάστορας,استاد
549,Meister::N,αρχιτεχνίτης,استاد
550,Arzt::N,γιατρός,پزشک
551,Lehrer::N,δάσκαλος,معلم
552,Lehrer::N,δάσκαλος,آموزگار
553,Geld::N,λεφτά,پول
554,Geld::N,χρήματα,پول
555,Geschäft::N,συναλλαγή,کار
556,Geschäft::N,συναλλαγή,بیزنس
557,Laden::N,μαγαζί,دکان
558,Laden::N,μαγαζί,مغازه
559,Laden::N,κατάστημα,دکان
560,Laden::N,κατάστημα,مغازه
561,Preis::N,τιμή,بها
562,Preis::N,τιμή,قیمت
563,Ware::N,εμπόρευμα,جنس
564,Ware::N,εμπόρευμα,کالا
565,Nutzen::N,όφελος,مزیت
566,Nutzen::N,όφελος,امتیاز
567,Reichtum::N,πλούτος,مال
568,Reichtum::N,πλούτος,ثروت
569,Welt::N,κόσμος,دنیا
570,Land::N,χώρα,کشور
571,Land::N,χώρα,مملکت
572,Staat::N,κράτος,دولت
573,Staat::N,πολιτεία,دولت
574,König::N,βασιλιάς,شاه
575,König::N,βασιλιάς,پادشاه
576,Macht::N,εξουσία,قدرت
577,Macht::N,εξουσία,اختیار
578,Grenze::N,σύνορα,مرز
579,Krieg::N,πόλεμος,جنگ
580,Feind::N,εχθρός,دشمن
581,Gewalt::N,βία,زور
582,Gewalt::N,βία,خشونت
583,Kampf::N,αγώνας,نبرد
584,Kampf::N,αγώνας,مبارزه
585,Bogen[Waffe]::N,τόξο,کمان
586,Pfeil::N,σαΐτα,تیر
587,Gewehr::N,τουφέκι,تفنگ
588,Fehler::N,λάθος,غلط
589,Fehler::N,λάθος,اشتباه
590,Fehler::N,σφάλμα,غلط
591,Fehler::N,σφάλμα,اشتباه
592,Lüge::N,ψέμα,دروغ
593,Lüge::N,ψεύδος,دروغ
594,Schaden::N,ζημία,آسیب
595,Schaden::N,ζημία,خسارت
596,Unglück::N,δυστυχία,بلا
597,Schuld::N,ενοχή,گناه
598,Schuld::N,ενοχή,تقصیر
599,Schuld::N,φταίξιμο,گناه
600,Schuld::N,φταίξιμο,تقصیر
601,Alter::N,ηλικία,سن
602,Alter::N,ηλικία,عمر
603,Schluss::N,τέλος,انتها
604,Zeit::N,χρόνος,وقت
605,Zeit::N,χρόνος,زمان
606,Tag::N,μέρα,روز
607,Tag::N,ημέρα,روز
608,Morgen::N,πρωί,صبح
609,Mittag::N,μεσημέρι,ظهر
610,Abend::N,βράδυ,شب
611,Abend::N,βράδυ,عصر
612,Nacht::N,νύχτα,شب
613,Woche::N,εβδομάδα,هفته
614,Monat::N,μήνας,ماه
615,Jahr::N,έτος,سال
616,Jahr::N,χρόνος,سال
617,Frühling::N,άνοιξη,بهار
618,Sommer::N,καλοκαίρι,تابستان
619,Herbst::N,φθινόπωρο,پاییز
620,Winter::N,χειμώνας,زمستان
621,Januar::N,Ιανουάριος,ژانویه
622,Februar::N,Φεβρουάριος,فوریه
623,März::N,Μάρτιος,مارس
624,April::N,Απρίλιος,آوریل
625,Mai::N,Μάιος,مه
626,Juni::N,Ιούνιος,ژوئن
627,Juli::N,Ιούλιος,ژویه
628,August::N,Αύγουστος,اوت
629,September::N,Σεπτέμβριος,سپتامبر
630,Oktober::N,Οκτώβριος,اکتبر
631,November::N,Νοέμβριος,نوامبر
632,Dezember::N,Δεκέμβριος,دسامبر
633,Montag::N,Δευτέρα,دو‌شنبه
634,Dienstag::N,Τρίτη,سه‌شنبه
635,Mittwoch::N,Τετάρτη,چهار‌شنبه
636,Donnerstag::N,Πέμπτη,پنج شنبه
637,Freitag::N,Παρασκευή,جمعه
638,Samstag::N,Σάββατο,شنبه
639,Sonntag::N,Κυριακή,یکشنبه
640,groß::A,μεγάλος,بزرگ
641,klein::A,μικρός,کوچک
642,lang::A,μακρύς,بلند
643,kurz::A,κοντός,کوتاه
644,breit::A,φαρδύς,پهن
645,schmal::A,στενός,تنگ
646,schmal::A,στενός,نازک
647,dicht::A,πυκνός,چگال
648,dicht::A,πυκνός,انبوه
649,dick[Gegenstand]::A,παχύς,ضخیم
650,dick[Gegenstand]::A,χοντρός,ضخیم
651,dünn::A,ψιλός,نازک
652,dünn::A,λεπτός,نازک
653,fein::A,ψιλός,ریز
654,fein::A,ψιλός,باریک
655,fest::A,στερεός,محکم
656,flach::A,επίπεδος,صاف
657,flach::A,επίπεδος,مسطح
658,glatt::A,λείος,لیز
659,glatt::A,ομαλός,لیز
660,hart::A,σκληρός,سفت
661,weich::A,μαλακός,نرم
662,weich::A,μαλακός,ملایم
663,rund::A,στρογγυλός,گرد
664,spitz::A,μυτερός,تیز
665,spitz::A,μυτερός,نوک‌تیز
666,scharf::A,κοφτερός,تیز
667,scharf::A,κοφτερός,برنده
668,stumpf::A,αμβλύς,کند
669,schwer::A,βαρύς,سنگین
670,schön::A,ωραίος,زیبا
671,schön::A,όμορφος,زیبا
672,heiß::A,ζεστός,داغ
673,warm::A,θερμός,گرم
674,kalt::A,κρύος,سرد
675,kalt::A,ψυχρός,سرد
676,kühl::A,δροσερός,خنک
677,frisch::A,νωπός,تازه
678,frisch::A,φρέσκος,تازه
679,feucht::A,υγρός,مرطوب
680,nass::A,βρεγμένος,تر
681,nass::A,βρεγμένος,خیش
682,trocken::A,ξηρός,خشک
683,trocken::A,στεγνός,خشک
684,voll::A,γεμάτος,پر
685,leer::A,άδειος,خالی
686,offen::A,ανοιχτός,باز
687,geschlossen::A,κλειστός,بسته
688,sauber::A,καθαρός,پاک
689,sauber::A,καθαρός,تمیز
690,schmutzig::A,βρώμικος,کثیف
691,schmutzig::A,βρώμικος,آلوده
692,schmutzig::A,λερωμένος,کثیف
693,schmutzig::A,λερωμένος,آلوده
694,roh::A,ωμός,خام
695,reif::A,ώριμος,رسیده
696,lecker::A,νόστιμος,لذیذ
697,lecker::A,νόστιμος,خوشمزه
698,süß::A,γλυκός,شیرین
699,bitter::A,πικρός,تلخ
700,sauer::A,ξινός,ترش
701,hell::A,φωτεινός,روشن
702,dunkel::A,σκοτεινός,تاریک
703,schwarz::A,μαύρος,سیاه
704,schwarz::A,μελανός,سیاه
705,weiß::A,άσπρος,سفید
706,rot::A,κόκκινος,سرخ
707,rot::A,κόκκινος,قرمز
708,gelb::A,κίτρινος,زرد
709,blau::A,μπλε,آبی
710,blau::A,γαλανός,آبی
711,grün::A,πράσινος,سبز
712,grau::A,γκρίζος,طوسی
713,grau::A,γκρίζος,خاکستری
714,bunt::A,ποικιλόχρωπος,رنگارنگ
715,billig::A,φτηνός,ارزان
716,teuer::A,ακριβός,گران
717,wertvoll::A,πολύτιμος,قیمتی
718,wertvoll::A,πολύτιμος,گرانبها
719,blind::A,τυφλός,کور
720,blind::A,τυφλός,نابینا
721,taub::A,κουφός,کر
722,taub::A,κουφός,ناشنوا
723,kräftig::A,δυνατός,قوی
724,stark::A,γερός,قوی
