,Concept_ID,sq,it
815,nah::A,afërt,propinquo
816,fern::A,largët,lontano
817,linker::A,majtë,sinistro
818,rechter::A,djathtë,destro
819,anderer::A,tjetër,altro
820,erster::A,parë,primo
821,zweiter::A,dytë,secondo
822,dritter::A,i tretë,terzo
823,letzter::A,fundit,ùltimo
824,allein::ADV,vetëm,solo
825,allein::ADV,vetëm,da solo
826,auf einmal::ADV,njëkohësisht,insieme
827,zusammen::ADV,bashkë,insieme
828,zusammen::ADV,së bashku,insieme
829,lange::ADV,për një kohë të gjatë,a lungo
830,plötzlich::ADV,befas,all'improvviso
831,sofort::ADV,menjëherë,sùbito
832,sofort::ADV,menjëherë,all'istante
833,sofort::ADV,aty për aty,sùbito
834,sofort::ADV,aty për aty,all'istante
835,später::ADV,më vonë,più tardi
836,jetzt::ADV,tash,ora
837,jetzt::ADV,tash,adesso
838,heute::ADV,sot,oggi
839,morgen::ADV,nesër,domani
840,bald::ADV,shpejt,presto
841,bald::ADV,shpejt,tra poco
842,bald::ADV,së shpejti,presto
843,bald::ADV,së shpejti,tra poco
844,dann::ADV,pastaj,allora
845,gestern::ADV,dje,ieri
846,einst::ADV,dikur,prima
847,einst::ADV,dikur,un tempo
848,damals::ADV,atëherë,allora
849,danach::ADV,mandej,poi
850,danach::ADV,mandej,dopo
851,vorher::ADV,më parë,prima
852,zuerst::ADV,së pari,prima
853,zuerst::ADV,së pari,dapprima
854,einmal::ADV,njëherë,una volta
855,manchmal::ADV,nganjëherë,talvolta
856,manchmal::ADV,nganjëherë,qualche volta
857,oft::ADV,shpesh,spesso
858,immer::ADV,përherë,sempre
859,immer::ADV,gjithnjë,sempre
860,niemals::ADV,kurrë,non mai
861,niemals::ADV,asnjëherë,non mai
862,hier::ADV,këtu,qua
863,hierhin::ADV,knej,qua
864,von hier::ADV,që këtej,ne
865,von hier::ADV,që këtej,da qui
866,von hier::ADV,prej këtej,ne
867,von hier::ADV,prej këtej,da qui
868,dort::ADV,aty,lì
869,dort::ADV,atje,lì
870,dorthin::ADV,anej,là
871,geradeaus::ADV,drejt,diritto
872,vorwärts::ADV,mbroth,avanti
873,vorwärts::ADV,përpara,avanti
874,rückwärts::ADV,mbrapsht,all'indietro
875,zurück::ADV,prapa,di indietro
876,zurück::ADV,mbrapsht,di indietro
877,unten::ADV,poshtë,giù
878,unten::ADV,poshtë,sotto
879,hinab::ADV,përposh,giù
880,hinab::ADV,përposh,in giù
881,oben::ADV,lart,su
882,oben::ADV,lart,sopra
883,oben::ADV,sipër,su
884,oben::ADV,sipër,sopra
885,hinauf::ADV,lart,in sù
886,hinauf::ADV,lart,in alto
887,hinauf::ADV,përpjetë,in sù
888,hinauf::ADV,përpjetë,in alto
889,überall::ADV,kudo,dappertutto
890,nicht::ADV,s',non
891,nicht::ADV,nuk,non
892,ein wenig::ADV,një tis,un po'
893,ein wenig::ADV,një tis,un poco
894,kaum::ADV,mezi,a appena
895,sehr::ADV,fort,molto
896,sehr::ADV,shumë,molto
897,so::ADV,ashtu,così
898,so::ADV,ashtu,tanto
899,so::ADV,kështu,così
900,so::ADV,kështu,tanto
901,noch::ADV,ende,ancora
902,noch::ADV,akoma,ancora
903,nur::ADV,vetëm,solo
904,nur::ADV,vetëm,soltanto
905,schon::ADV,tashmë,già
906,wieder::ADV,përsëri,di nuovo
907,vergebens::ADV,kot,invano
908,vor::PRP,para,davanti a
909,hinter::PRP,prapa,dietro
910,hinter::PRP,mbrapa,dietro
911,unter::PRP,nën,sotto
912,durch::PRP,nëpër,per
913,durch::PRP,nëpër,attraverso
914,neben::PRP,pranë,a accanto a
915,neben::PRP,përbri,a accanto a
916,zwischen::PRP,midis,fra
917,zwischen::PRP,ndërmjet,fra
918,wegen::PRP,për,a causa di
919,dies::PRN,ky,ciò
920,dies::PRN,ky,questo
921,das::PRN,ky,ciò
922,das::PRN,ky,quello
923,alles::PRN,gjithçka,tutto
924,ich::PRN,unë,ìo
925,du::PRN,ti,tu
926,er::PRN,ai,lui
927,er::PRN,ai,egli
928,wir::PRN,ne,noi
929,ihr::PRN,ju,voi
930,sie::PRN,ata,loro
931,was::FPRN,ç',che
932,was::FPRN,ç',che cosa
933,was::FPRN,çfarë,che
934,was::FPRN,çfarë,che cosa
935,wer::FPRN,kush,chi
936,wo::FADV,ku,dove
937,wohin::FADV,për ku,dove
938,wie::FADV,si,come
939,warum::FADV,pse,perche
940,warum::FADV,përse,perche
941,wieviel::FNUM,sa,quanto
942,eins::NUM,një,uno
943,zwei::NUM,dy,due
944,drei::NUM,tre,tre
945,vier::NUM,katër,quattro
946,fünf::NUM,pesë,cinque
947,sechs::NUM,gjashtë,sei
948,sieben::NUM,shtatë,sette
949,acht::NUM,tetë,otto
950,neun::NUM,nëntë,nove
951,zehn::NUM,dhjetë,dieci
952,elf::NUM,njëmbëdhjetë,ùndici
953,zwölf::NUM,dymbëdhjetë,dodici
954,zwanzig::NUM,njëzet,venti
955,dreißig::NUM,tridhjetë,trenta
956,vierzig::NUM,dyzet,quaranta
957,fünfzig::NUM,pesëdhjetë,cinquanta
958,sechzig::NUM,gjashtëdhjetë,sessanta
959,siebzig::NUM,shtatëdhjetë,settanta
960,achtzig::NUM,tetëdhjetë,ottanta
961,neunzig::NUM,nëntëdhjetë,novanta
962,hundert::NUM,qind,cento
963,tausend::NUM,mijë,mille
964,und::CNJ,e,e
965,und::CNJ,dhe,e
966,oder::CNJ,a,o
967,oder::CNJ,apo,o
968,stehen::V,rri,stare in piedi
969,sitzen::V,rri,sedere
970,sitzen::V,rri,stare seduto
971,liegen::V,rri shtrirë,giacere
972,hängen::V,varem,pèndere
973,hängen::V,varem,èssere appeso
974,werden::V,bëhem,farsi
975,werden::V,bëhem,diventare
976,passieren::V,ndodh,succèdere
977,beginnen::V,filloj,cominciare
978,enden::V,përfundoj,finire
979,enden::V,përfundoj,terminare
980,wechseln::V,ndërroj,variare
981,wechseln::V,ndërroj,cambiare
982,aufgehen[Sonne]::V,hapem,sòrgere
983,aufgehen[Sonne]::V,hapem,spuntare
984,untergehen[Sonne]::V,hyj,tramontare
985,untergehen[Sonne]::V,perëndoj,tramontare
986,scheinen[Sonne]::V,ndriçoj,splèndere
987,donnern::V,gjëmoj,tonare
988,donnern::V,bubulloj,tonare
989,wehen::V,fryj,soffiare
990,strömen::V,derdh,fluire
991,fließen::V,rrjedh,fluire
992,fließen::V,rrjedh,scorrere
993,sich drehen::V,rrotullohem,girarsi
994,schwanken::V,dyzoj,oscillare
995,schwanken::V,dyzoj,barcollare
996,schwingen::V,dridhem,vibrare
997,schwingen::V,dridhem,oscillare
998,fallen::V,bie,cadere
999,brennen::V,digjem,àrdere
1000,brennen::V,digjem,bruciare
1001,rauchen::V,nxjerr tym,fumare
1002,regnen::V,bie shi,piòvere
1003,gefrieren::V,ngrij,gelarsi
1004,gefrieren::V,ngrij,congelarsi
1005,tauen::V,shkrij,sciògliersi
1006,schmelzen::V,shkrij,fòndere
1007,schmelzen::V,shkrij,sciògliersi
1008,trocknen::V,thaj,asciugarsi
1009,sieden::V,ziej,bollire
1010,faulen::V,kalbem,marcire
1011,faulen::V,prishem,marcire
1012,verfaulen::V,kalbem,imputridire
1013,reißen::V,grisem,strapparsi
1014,reißen::V,shqyhem,strapparsi
1015,versinken::V,humboj,affondare
1016,vergehen::V,kaloj,passare
1017,erscheinen::V,dukem,apparire
1018,erscheinen::V,dukem,comparire
1019,verschwinden::V,zhdukem,sparire
1020,verschwinden::V,zhdukem,scomparire
1021,sinken::V,ulem,calare
1022,sinken::V,ulem,scendere
1023,abnehmen::V,pakësohem,diminuire
1024,abnehmen::V,zvogëlohem,diminuire
1025,zunehmen::V,shtohem,aumentare
1026,steigen::V,rritem,salire
1027,steigen::V,rritem,montare
1028,wachsen::V,rritem,crescere
1029,glänzen::V,vezulloj,splèndere
1030,funkeln::V,xixoj,brillare
1031,funkeln::V,xixoj,scintillare
1032,funkeln::V,xixëlloj,brillare
1033,funkeln::V,xixëlloj,scintillare
1034,lärmen::V,oshtij,strepitare
1035,lärmen::V,oshtij,fare chiasso
1036,lärmen::V,zhurmoj,strepitare
1037,lärmen::V,zhurmoj,fare chiasso
1038,läuten::V,bie,suonare
1039,klingeln::V,i bie ziles,suonare
1040,klirren::V,kërcëlloj,tintinnare
1041,brausen::V,gjëmoj,rombare
1042,brausen::V,gjëmoj,rumoreggiare
1043,rauschen::V,fëshfërij,frusciare
1044,klingen::V,tingëlloj,suonare
1045,bellen::V,leh,latrare
1046,bellen::V,leh,abbaiare
1047,heulen::V,ulërij,urlare
1048,heulen::V,ulërij,ululare
1049,blasen::V,fryj,soffiare
1050,pfeifen::V,fishkëllej,fischiare
1051,schreien::V,bërtas,gridare
1052,stöhnen::V,rënkoj,gèmere
1053,zittern::V,trembem,tremare
1054,leben::V,rroj,vìvere
1055,leben::V,jetoj,vìvere
1056,geboren werden::V,lind,nàscere
1057,atmen::V,marr frymë,respirare
1058,trinken::V,pi,bere
1059,essen::V,ha,mangiare
1060,schlucken::V,gëlltis,inghiottire
1061,schlucken::V,kapërdij,inghiottire
1062,müde werden::V,lodhem,stancarsi
1063,einschlafen::V,bie të fle,addormentarsi
1064,schlafen::V,fle,dormire
1065,aufwachen::V,zgjohem,svegliarsi
1066,aufstehen::V,çohem,levarsi
1067,aufstehen::V,ngrihem,levarsi
1068,sich erholen::V,qetësohem,riposarsi
1069,sich erholen::V,shtendosem,riposarsi
1070,krank werden::V,bie i sëmurë,ammalarsi
1071,krank sein::V,jam i sëmurë,èssere malato
1072,schmerzen::V,dhemb,dolere
1073,husten::V,kollitem,tossire
1074,genesen::V,shërohem,guarire
1075,sterben::V,vdes,morire
1076,umkommen::V,vdes,perire
1077,umkommen::V,mbaroj,perire
1078,sich bewegen::V,shkundem,agitarsi
1079,sich rühren::V,lëviz,muòversi
1080,sich erheben::V,ngrihem,alzarsi
1081,sich setzen::V,ulem,sedersi
1082,hinfallen::V,gremisem,cadere
1083,laufen::V,eci,camminare
1084,laufen::V,eci,andare a piedi
1085,schreiten::V,çapem,andare
1086,schreiten::V,çapem,procedere
1087,spazierengehen::V,shëtis,passeggiare
1088,spazierengehen::V,shëtis,andare a passeggio
1089,eilen::V,ngas,andare in fretta
1090,sich beeilen::V,nxitoj,affrettarsi
1091,sausen::V,eci shpejt,volare
1092,sausen::V,eci shpejt,correre
1093,rennen::V,vrapoj,correre
1094,springen::V,kërcej,saltare
1095,klettern::V,hipi,arrampicarsi
1096,schaukeln::V,kolovitem,fare l'altalena
1097,kriechen::V,zvarritem,strisciare
1098,schwimmen::V,notoj,nuotare
1099,tauchen::V,zhytem,tuffarsi
1100,tauchen::V,zhytem,immèrgersi
1101,rudern::V,vozis,remare
1102,fahren::V,shkoj,andare
1103,fahren::V,shkoj,viaggiare
1104,fliegen::V,fluturoj,volare
1105,gehen::V,eci,andare
1106,gehen::V,shkoj,andare
1107,weggehen::V,vete,andàrsene
1108,weggehen::V,vete,andare via
1109,abfahren::V,nisem,partire
1110,anhalten::V,ndalem,fermarsi
1111,hineingehen::V,futem,entrare
1112,eintreten::V,hyj,entrare
1113,kommen::V,vij,venire
1114,ankommen::V,arrij,arrivare
1115,ankommen::V,mbërrij,arrivare
1116,zurückkommen::V,kthehem,ritornare
1117,bleiben::V,mbetem,restare
1118,bleiben::V,mbetem,rimanere
1119,bleiben::V,qëndroj,restare
1120,bleiben::V,qëndroj,rimanere
1121,warten::V,pres,aspettare
1122,erwarten::V,pres,attèndere
1123,suchen::V,kërkoj,cercare
1124,finden::V,gjej,trovare
1125,versuchen::V,mundohem,tentare
1126,vorbereiten::V,përgatis,preparare
1127,lieben::V,dashuroj,amare
1128,mögen::V,dua,piacere a
1129,mögen::V,dua,volere bene a
1130,lachen::V,qesh,rìdere
1131,rühren::V,mallëngjej,commuòvere
1132,weinen::V,qaj,piàngere
1133,schimpfen::V,shaj,imprecare
1134,sich ärgern::V,bëhem verem,stizzirsi
1135,sich ärgern::V,bëhem verem,arrabbiarsi
1136,sich fürchten::V,kam frikë,avere paura
1137,sich fürchten::V,frikësohem,avere paura
1138,fürchten::V,kam frikë nga,temere
1139,fliehen::V,arratisem,fuggire
1140,flüchten::V,iki,sfuggire
1141,sehen::V,shoh,vedere
1142,anschauen::V,shikoj,guardare
1143,ansehen::V,shikoj,guardare
1144,hören::V,dëgjoj,udire
1145,hören::V,dëgjoj,sentire
1146,zuhören::V,veshtoj,ascoltare
1147,probieren::V,provoj,degustare
1148,probieren::V,provoj,assaggiare
1149,riechen::V,nuhas,sentire
1150,fühlen::V,ndiej,sentire
1151,scheinen::V,ndriçoj,parere
1152,scheinen::V,ndriçoj,sembrare
1153,zu sehen sein::V,dukem,vedersi
1154,vernehmen::V,dëgjoj,sentire
1155,vernehmen::V,dëgjoj,percepire
1156,frieren::V,mërdhij,aver freddo
1157,tun::V,bëj,fare
1158,können::V,mund,sapere
1159,wollen::V,dua,volere
1160,wollen::V,dëshiroj,volere
1161,anfangen::V,filloj,iniziare
1162,anfangen::V,filloj,cominciare
1163,beenden::V,kryej,finire
1164,beenden::V,kryej,terminare
1165,beenden::V,mbaroj,finire
1166,beenden::V,mbaroj,terminare
1167,aufhören::V,pushoj,finire
1168,aufhören::V,pushoj,cessare
1169,gelingen::V,më shkon mbarë,riuscire
1170,geraten::V,del,stare
1171,öffnen::V,hap,aprire
1172,schließen::V,mbyll,chiùdere
1173,stellen::V,vë,porre
1174,stellen::V,vë,mettere
1175,setzen::V,vë,porre
1176,setzen::V,vë,mettere
1177,legen::V,vë,posare
1178,legen::V,vë,mettere
1179,berühren::V,rrok,toccare
1180,verbinden::V,bashkoj,unire
1181,verbinden::V,bashkoj,congiùngere
1182,bedecken::V,mbuloj,coprire
1183,bedecken::V,mbuloj,ricoprire
1184,aufhängen::V,var,attaccare
1185,anzünden::V,ndez,accèndere
1186,anzünden::V,ndez,incendiare
1187,aufheben::V,ngre,raccògliere
1188,zurücklassen::V,lë pas,lasciare
1189,zurücklassen::V,lë pas,lasciare indietro
1190,verlieren::V,humb,pèrdere
1191,fallen lassen::V,lëshoj,lasciare cadere
1192,machen::V,bëj,fare
1193,herstellen::V,prodhoj,produrre
1194,herstellen::V,prodhoj,fabbricare
1195,bauen::V,ndërtoj,costruire
1196,reparieren::V,ndreq,riparare
1197,reparieren::V,meremetoj,riparare
1198,verbessern::V,përmirësoj,migliorare
1199,ändern::V,ndërroj,mutare
1200,ändern::V,ndërroj,cambiare
1201,graben::V,gërmoj,scavare
1202,beugen::V,kërrus,chinare
1203,beugen::V,kërrus,flettere
1204,biegen::V,përkul,tòrcere
1205,drehen::V,dredh,girare
1206,drehen::V,rrotulloj,girare
1207,wenden::V,kthej,girare
1208,wenden::V,kthej,voltare
1209,umdrehen::V,kthej,rivoltare
1210,heben::V,ngre,levare
1211,hochheben::V,ngre,levare
1212,hochheben::V,ngre,sollevare
1213,ergreifen::V,rrëmbej,afferrare
1214,halten::V,mbaj,tenere
1215,drücken::V,shtyp,premere
1216,schieben::V,shtyj,spìngere
1217,kratzen::V,kruaj,grattare
1218,kratzen::V,kruaj,graffiare
1219,kratzen::V,gërvisht,grattare
1220,kratzen::V,gërvisht,graffiare
1221,lecken::V,lëpij,leccare
1222,beißen::V,kafshoj,mòrdere
1223,abreißen::V,shkëpus,staccarsi
1224,abreißen::V,shkëpus,strapparsi
1225,abschneiden::V,cungoj,tagliare
1226,binden::V,lidh,legare
1227,binden::V,lidh,bendare
1228,stecken::V,fus,ficcare
1229,stecken::V,ngul,ficcare
1230,brechen::V,thyej,rompere
1231,klopfen::V,trokas,bàttere
1232,hauen::V,godas,picchiare
1233,kleben::V,ngjis,incollare
1234,reiben::V,fërkoj,fregare
1235,streichen::V,lyej,spalmare
1236,schleifen::V,mpreh,arrotare
1237,schneiden::V,pres,tagliare
1238,rütteln::V,shkund,scuòtere
1239,schütteln::V,lëkund,agitare
1240,schütteln::V,lëkund,scuòtere
1241,schwenken::V,valëvit,agitare
1242,schwenken::V,valëvit,sventolare
1243,schütten::V,mbush,versare
1244,füllen::V,mbush,riempire
1245,einwickeln::V,mbështjell,involtare
1246,tragen::V,mbaj,portare
1247,tragen::V,mbart,portare
1248,schleppen::V,heq,trainare
1249,schleppen::V,heq,trascinare
1250,schleppen::V,zhgërryej,trainare
1251,schleppen::V,zhgërryej,trascinare
1252,ziehen::V,tërheq,tirare
1253,aufbewahren::V,ruaj,custodire
1254,aufbewahren::V,ruaj,conservare
1255,werfen::V,hedh,gettare
1256,werfen::V,hedh,lanciare
1257,fangen::V,kap,prèndere
1258,fangen::V,kap,acchiappare
1259,packen::V,rrëmbej,pigliare
1260,packen::V,rrëmbej,afferrare
1261,verstecken::V,fsheh,nascondere
1262,teilen::V,ndaj,divìdere
1263,schicken::V,dërgoj,inviare
1264,bringen::V,sjell,portare
1265,bringen::V,sjell,apportare
1266,hinzufügen::V,shtoj,aggiùngere
1267,bekommen::V,kap,ricevere
1268,erhalten::V,marr,ricevere
1269,nehmen::V,marr,prèndere
1270,wählen::V,zgjedh,elèggere
1271,wählen::V,zgjedh,scegliere
1272,auswählen::V,përzgjedh,scegliere
1273,bewahren::V,ruaj,conservare
1274,behindern::V,pengoj,impedire
1275,verderben::V,prish,guastare
1276,beschädigen::V,dëmtoj,danneggiare
1277,zerbrechen::V,thyej,rompere
1278,zerbrechen::V,thyej,spezzare
1279,zerreißen::V,çjerr,stracciare
1280,zerreißen::V,zheloj,stracciare
1281,zerstören::V,prish,distrùggere
1282,zerstören::V,shkatërroj,distrùggere
1283,verbrennen::V,djeg,bruciare
1284,geben::V,jap,dare
1285,reichen::V,jap,pòrgere
1286,schenken::V,fal,regalare
1287,schenken::V,dhuroj,regalare
1288,versprechen::V,premtoj,promettere
1289,wünschen::V,uroj,augurare
1290,loben::V,lëvdoj,lodare
1291,loben::V,lavdëroj,lodare
1292,küssen::V,puth,baciare
1293,wiegen::V,tund,cullare
1294,wiegen::V,tund,dondolare
1295,zudecken::V,mbuloj,coprire
1296,wecken::V,zgjoj,svegliare
1297,zeigen::V,dëftej,indicare
1298,führen::V,çoj,guidare
1299,führen::V,çoj,condurre
1300,lehren::V,arsej,insegnare
1301,unterrichten::V,arsimoj,istruire
1302,unterrichten::V,arsimoj,insegnare
1303,aufziehen::V,rris,allevare
1304,leiten::V,udhëheq,avviare
1305,leiten::V,udhëheq,dirìgere
1306,antreiben::V,nxis,incitare
1307,lassen::V,detyroj,fare
1308,einladen::V,ftoj,invitare
1309,vereinigen::V,bashkoj,unire
1310,besuchen::V,vizitoj,visitare
1311,besuchen::V,vizitoj,far vìsita a
1312,treffen::V,ndesh,incontrare
1313,sich versammeln::V,tubohem,rinunirsi
1314,spielen::V,loz,giocare
1315,spielen::V,luaj,giocare
1316,singen::V,këndoj,cantare
1317,tanzen::V,kërcej,danzare
1318,tanzen::V,vallëzoj,danzare
1319,sich trennen::V,ndahem,separarsi
1320,verlassen::V,braktis,lasciare
1321,verlassen::V,braktis,abbandonare
1322,retten::V,shpëtoj,salvare
1323,bewachen::V,ruaj,custodire
1324,schützen::V,ruaj,protèggere
1325,schützen::V,mbroj,protèggere
1326,verteidigen::V,mbroj,difèndere
1327,sich schlagen::V,zihem,bàttersi
1328,schießen::V,shtie,sparare
1329,siegen::V,fitoj,vìncere
1330,siegen::V,ngadhënjej,vìncere
1331,ärgern::V,zemëroj,stizzire
1332,schlagen::V,rrah,bàttere
1333,schlagen::V,godas,bàttere
1334,treten::V,shtyj,calciare
1335,treten::V,shtyj më këmbë,calciare
1336,stechen::V,ther,pùngere
1337,stechen::V,shpoj,pùngere
1338,stoßen::V,shtyj,urtare
1339,stoßen::V,shtyj,spìngere
1340,stehlen::V,vjedh,rubare
1341,stören::V,pengoj,disturbare
1342,belästigen::V,bezdis,molestare
1343,belästigen::V,bezdis,importunare
1344,verbergen::V,fsheh,celare
1345,verbergen::V,fsheh,nascondere
1346,täuschen::V,mashtroj,ingannare
1347,betrügen::V,kobis,frodare
1348,betrügen::V,kobis,truffare
1349,töten::V,vras,uccìdere
1350,wohnen::V,banoj,abitare
1351,arbeiten::V,punoj,lavorare
1352,arbeiten::V,vardoj,lavorare
1353,sammeln::V,mbledh,raccògliere
1354,sammeln::V,mbledh,collezionare
1355,sammeln::V,grumbulloj,raccògliere
1356,sammeln::V,grumbulloj,collezionare
1357,pflücken::V,vjel,cògliere
1358,pflücken::V,mbledh,cògliere
1359,jagen::V,gjuaj,cacciare
1360,fischen::V,peshkoj,pescare
1361,fischen::V,gjuaj peshk,pescare
1362,fassen::V,zë,catturare
1363,fassen::V,zë,acchiappare
1364,hüten::V,kullos,pascolare
1365,treiben::V,vë përpara,spìngere
1366,anbinden::V,lidh,legare
1367,anbinden::V,lidh,attaccare
1368,füttern::V,grazhdoj,dar da mangiare a
1369,melken::V,mjel,mùngere
1370,hacken::V,grij,tritare
1371,hacken::V,grij,spaccare
1372,gießen::V,ujis,annaffiare
1373,reifen::V,piqem,maturare
1374,zubereiten::V,gatuaj,preparare
1375,kochen::V,ziej,cuòcere
1376,backen::V,pjek,cuòcere
1377,backen::V,pjek,cuòcere al forno
1378,backen::V,furroj,cuòcere
1379,backen::V,furroj,cuòcere al forno
1380,braten::V,fërgoj,frìggere
1381,braten::V,fërgoj,arrostire
1382,braten::V,tiganis,frìggere
1383,braten::V,tiganis,arrostire
1384,umrühren::V,trazoj,mescolare
1385,stricken::V,thur,llavorare a maglia
1386,nähen::V,qep,cucire
1387,färben::V,ngjyej,tìngere
1388,färben::V,bojatis,tìngere
1389,reinigen::V,qëroj,pulire
1390,reinigen::V,qëroj,nettare
1391,reinigen::V,pastroj,pulire
1392,reinigen::V,pastroj,nettare
1393,waschen::V,laj,lavare
1394,waschen::V,finjos,lavare
1395,abwischen::V,fshij,asciugare
1396,spülen::V,kulloj,lavare
1397,spülen::V,kulloj,sciacquare
1398,fegen::V,fshij,spazzare
1399,kehren::V,fshij,spazzare
1400,baden::V,lahem,bagnarsi
1401,baden::V,lahem,fare il bagno
1402,sich waschen::V,lahem,lavarsi
1403,ausziehen::V,heq,tògliersi
1404,ausziehen::V,zbath,tògliersi
1405,anziehen::V,vesh,mettersi
1406,anziehen::V,vesh,indossare
1407,anziehen::V,mbath,mettersi
1408,anziehen::V,mbath,indossare
1409,sich anziehen::V,vishem,vestirsi
1410,kämmen::V,kreh,pettinare
1411,schmücken::V,hijeshoj,ornare
1412,schmücken::V,hijeshoj,decorare
1413,sagen::V,them,dire
1414,sprechen::V,flas,parlare
1415,reden::V,fjalos,parlare
1416,reden::V,fjalëtoj,parlare
1417,sich unterhalten::V,bisedoj,conversare
1418,fragen::V,pyes,chièdere
1419,fragen::V,pyes,domandare
1420,bitten::V,lus,pregare
1421,bitten::V,lutem,pregare
1422,erzählen::V,rrëfej,narrare
1423,erzählen::V,rrëfej,raccontare
1424,mitteilen::V,kumtoj,comunicare
1425,nennen::V,quaj,nominare
1426,rufen::V,thërras,chiamare
1427,prahlen::V,mburrem,vantarsi
1428,prahlen::V,kapardisem,vantarsi
1429,übersetzen::V,përkthej,tradurre
1430,denken::V,mendoj,pensare
1431,glauben::V,besoj,credere
1432,bemerken::V,vërej,notare
1433,bemerken::V,vërej,osservare
1434,erkennen::V,njoh,riconoscere
1435,erkennen::V,shquaj,riconoscere
1436,begreifen::V,marr vesh,capire
1437,begreifen::V,marr vesh,comprèndere
1438,verstehen::V,marr vesh,intèndere
1439,verstehen::V,marr vesh,comprèndere
1440,lernen::V,mësoj,imparare
1441,lernen::V,mësoj,apprèndere
1442,wissen::V,di,sapere
1443,sich erinnern an::V,kujtoj,ricordare
1444,sich erinnern an::V,kujtoj,ricordarsi di
1445,vergessen::V,harroj,dimenticare
1446,messen::V,mas,misurare
1447,zählen::V,njeh,contare
1448,rechnen::V,llogaris,contare
1449,rechnen::V,llogaris,calcolare
1450,lesen::V,lexoj,lèggere
1451,lesen::V,këndoj,lèggere
1452,malen::V,lyej,dipìngere
1453,zeichnen::V,vizatoj,disegnare
1454,schreiben::V,shkruaj,scrìvere
1455,besitzen::V,kam,possedere
1456,kaufen::V,blej,comprare
1457,kaufen::V,blej,acquistare
1458,verkaufen::V,shes,vendere
1459,bezahlen::V,paguaj,pagare
1460,zahlen::V,paguaj,pagare
1461,beherrschen::V,zotëroj,dominare
1462,ertragen::V,duroj,sopportare
