,Concept_ID,hr,mdf
135,Bach::N,potok,шудерькс
136,Fluss::N,rijeka,ляй
137,Ufer::N,obala,търва́
138,Küste::N,obala,ляйтърва́
139,Küste::N,morska obala,ляйтърва́
140,Festland::N,kopno,мода
141,Meer::N,more,моря
142,Bucht::N,zaliv,ведьуське
143,Insel::N,ada,цёнга
144,Insel::N,otok,цёнга
145,Blume::N,cvijet,панчф
146,Gras::N,trava,тише
147,Wurzel::N,korijen,юр
148,Wurzel::N,korijen,ункс
149,Baum::N,drvo,шуфта
150,Baum::N,stablo,шуфта
151,Stamm::N,deblo,ро́нга
152,Stamm::N,stablo,ро́нга
153,Rinde::N,kora,кер
154,Ast::N,grana,морга
155,Zweig::N,grana,тарад
156,Blatt::N,list,лопа
157,Birke::N,breza,ке́лу
158,Kiefer[Baum]::N,bor,пиче
159,Weide[Baum]::N,iva,каль
160,Weide[Baum]::N,vŕba,каль
161,Tanne::N,jela,куз
162,Horn::N,rog,сюра
163,Feder::N,pero,толга
164,Fell::N,koža,кедь
165,Flügel::N,krilo,паця
166,Klaue::N,papak,кенже
167,Kralle::N,pandža,кенже
168,Schwanz::N,rep,пула
169,Ei::N,jaje,ал
170,Nest::N,gnijezdo,пиза
171,Bau::N,jazbina,пиза
172,Tier::N,životinja,жува́та
173,Herde::N,krdo,нал
174,Herde::N,krdo,стада
175,Herde::N,stado,нал
176,Herde::N,stado,стада
177,Kuh::N,krava,скал
178,Kuh::N,krava,тракс
179,Bulle::N,bik,бука
180,Pferd::N,konj,лишме
181,Schaf::N,ovca,уча́
182,Schwein::N,svinja,тува
183,Hund::N,pas,пине
184,Hund::N,pseto,пине
185,Katze::N,mačka,катоня
186,Katze::N,mačka,аваката
187,Bär::N,medvjed,офта
188,Eichhörnchen::N,vjeverica,ур
189,Elch::N,los,ся́рда
190,Fuchs::N,lisica,келазь
191,Hase::N,zec,ну́мол
192,Maus::N,miš,шеер
193,Wolf::N,vuk,върьгаз
194,Wolf::N,kurjak,върьгаз
195,Vogel::N,ptica,нармонь
196,Schwarm::N,roj,ко́вол
197,Schwarm::N,roj,ме́швеле
198,Schwarm::N,jato,ко́вол
199,Schwarm::N,jato,ме́швеле
200,Huhn::N,kokoš,сараз
201,Hahn::N,kokot,а́тякш
202,Hahn::N,pijevac,а́тякш
203,Gans::N,guska,маци
204,Adler::N,orao,куцькан
205,Ente::N,patka,яксярга
206,Eule::N,sova,ко́рож
207,Kranich::N,ždral,ка́рга
208,Krähe::N,vrana,ва́рси
209,Kuckuck::N,kukavica,ку́ку
210,Schwan::N,labud,ло́ксти
211,Fisch::N,riba,кал
212,Barsch::N,grgeč,о́кунь
213,Hecht::N,štuka,щу́ка
214,Schlange[Tier]::N,guja,куй
215,Schlange[Tier]::N,zmija,куй
216,Wurm::N,crv,сукс
217,Spinne::N,pauk,унжа́
218,Ameise::N,mrav,панжам
219,Laus::N,uš,си
220,Mücke::N,komarac,ся́ське
221,Fliege::N,muha,кару
222,Schmetterling::N,leptir,ме́лав
223,Beere::N,boba,и́мож
224,Beere::N,bobica,и́мож
225,Apfel::N,jabuka,марь
226,Pilz::N,pečurka,панга
227,Zwiebel::N,luk,шурьхкя́
228,Zwiebel::N,kapula,шурьхкя́
229,Saat::N,sjemenje,видьмот
230,Korn::N,zrno,сёра
231,Heu::N,sijeno,тише
232,Schale::N,kora,кедь
233,Schale::N,ljuska,кедь
234,Grube::N,jama,лотка
235,Falle::N,zamka,туфкс
236,Falle::N,zamka,кунда́ма
237,Falle::N,klopka,туфкс
238,Falle::N,klopka,кунда́ма
239,Schlinge::N,uzao,килькш
240,Schlinge::N,petlja,килькш
241,Spur::N,trag,пильгоки́
242,Spur::N,slijed,пильгоки́
243,Asche::N,pepeo,кулу
244,Dreck::N,blato,ърда́з
245,Eisen::N,željezo,кшни
246,Gold::N,zlato,ока
247,Gold::N,zlato,золота
248,Silber::N,srebro,сия́
249,Kohle::N,ugalj,седь
250,Kohle::N,ugalj,седьвальмя
251,Kohle::N,ugljen,седь
252,Kohle::N,ugljen,седьвальмя
253,Glas::N,staklo,кля́нцек
254,Lehm::N,glina,сёвонь
255,Lehm::N,ilovača,сёвонь
256,Sand::N,pijesak,шува́р
257,Mensch::N,čovjek,ломань
258,Mann::N,muškarac,аля
259,Mann::N,muškarac,цёраломань
260,Frau::N,žena,ава
261,Kind::N,čedo,идь
262,Kind::N,čedo,шаба
263,Kind::N,dijete,идь
264,Kind::N,dijete,шаба
265,Junge::N,momče,цёраня
266,Junge::N,dječak,цёраня
267,Mädchen::N,djevojka,стирня́
268,Mädchen::N,djevojčica,стирня́
269,Familie::N,obitelj,тнал
270,Familie::N,obitelj,семья
271,Familie::N,porodica,тнал
272,Familie::N,porodica,семья
273,Großvater::N,djed,атя
274,Großvater::N,djed,щя́тя
275,Großmutter::N,baka,баба
276,Eltern::N,roditelji,тя́дят-а́лят
277,Vater::N,otac,аля
278,Mutter::N,majka,ава
279,Mutter::N,majka,тядя
280,Sohn::N,sin,цёра
281,Tochter::N,kći,стирь
282,Tochter::N,kćerka,стирь
283,Bruder::N,brat,дуган
284,Bruder::N,brat,пяльне
285,Schwester::N,sestra,ака
286,Schwester::N,sestra,сазор
287,Onkel::N,čika,оця
288,Onkel::N,čika,патя
289,Onkel::N,čika,щеня́
290,Onkel::N,ujak,оця
291,Onkel::N,ujak,патя
292,Onkel::N,ujak,щеня́
293,Tante::N,ujna,ака
294,Tante::N,ujna,щака
295,Tante::N,tetka,ака
296,Tante::N,tetka,щака
297,Ehemann::N,muž,мирде
298,Ehemann::N,suprug,мирде
299,Ehefrau::N,žena,ърьвя́
300,Ehefrau::N,supruga,ърьвя́
301,Freude::N,radost,ке́нярдема
302,Gelächter::N,grohot,рахсема
303,Glück::N,sreća,паваз
304,Kummer::N,jad,ризф
305,Kummer::N,jad,пичефкс
306,Kummer::N,briga,ризф
307,Kummer::N,briga,пичефкс
308,Wunsch::N,želja,мяль
309,Wunsch::N,želja,таколдома
310,Lust::N,volja,таколдома
311,Geist::N,duh,вайме
312,Gedanke::N,misao,мяль
313,Gedächtnis::N,pamćenje,прявий
314,Verstand::N,um,прявий
315,Verstand::N,razum,прявий
316,Sinn::N,smisao,ён
317,Sinn::N,značenje,ён
318,Grund::N,razlog,туфта́л
319,Wahrheit::N,istina,ви́де
320,Wahrheit::N,istina,видеши́
321,Gespräch::N,razgovor,корхтама
322,Märchen::N,bajka,ёфкс
323,Erzählung::N,priča,азкс
324,Erzählung::N,pripovijest,азкс
325,Nachricht::N,vijest,куля́
326,Neuigkeit::N,novost,куля́
327,Name::N,ime,лем
328,Rätsel::N,zagonetka,со́дама ёфкс
329,Rede::N,govor,вал
330,Rede::N,govor,корхтама
331,Rede::N,besjeda,вал
332,Rede::N,besjeda,корхтама
333,Sprache::N,jezik,кяль
334,Stimme::N,glas,вайгяль
335,Wort::N,riječ,вал
336,Zeichen::N,znak,тя́ште
337,Zeichen::N,znak,тя́штькс
338,Ruf::N,povik,тердема
339,Ruf::N,poklik,тердема
340,Lärm::N,buka,гайф
341,Lärm::N,buka,жалакодома
342,Lärm::N,galama,гайф
343,Lärm::N,galama,жалакодома
344,Laut::N,zvuk,вайгяль
345,Ton::N,ton,вайгяль
346,Lied::N,pjesma,мора
347,Ruhe::N,tišina,сетьме
348,Ruhe::N,počinak,сетьме
349,Leute::N,ljudi,ломатть
350,Volk::N,puk,наро́д
351,Volk::N,narod,наро́д
352,Arbeit::N,rad,тев
353,Arbeit::N,posao,тев
354,Gast::N,gost,и́нжи
355,Gast::N,gost,ко́нак
356,Geschenk::N,dar,казне
357,Geschenk::N,poklon,казне
358,Spiel::N,igra,налхкома
359,Spiel::N,igra,налхксема
360,Gesellschaft::N,društvo,кружок
361,Gesellschaft::N,kompanija,кружок
362,Hilfe::N,pomoć,лездома
363,Freund::N,prijatelj,я́лга
364,Kamerad::N,drug,я́лга
365,Kamerad::N,drugar,я́лга
366,Angelegenheit::N,posao,тев
367,Anzahl::N,broj,лувкс
368,Anzahl::N,brojnost,лувкс
369,Art::N,vid,вид
370,Art::N,vrst,вид
371,Stück::N,komad,пакш
372,Teil::N,dio,часть
373,Teil::N,dio,пялькс
374,Hälfte::N,polovina,пяле
375,Kreis::N,krug,шаркс
376,Kreuz::N,križ,крёз
377,Linie::N,crta,межа
378,Linie::N,crta,китькс
379,Strich::N,crta,межа
380,Abstand::N,razmak,ётка
381,Abstand::N,odstojanje,ётка
382,Entfernung::N,udaljenost,ётка
383,Gegend::N,kraj,ва́ста
384,Gegend::N,kraj,перьфпя́ль
385,Gegend::N,predeo,ва́ста
386,Gegend::N,predeo,перьфпя́ль
387,Platz::N,mjesto,ва́ста
388,Ort::N,mjesto,ва́ста
389,Seite::N,bok,пяле
390,Seite::N,strana,пяле
391,Mitte::N,sredina,кучка́
392,Gegenstand::N,predmet,веща
393,Sache::N,posao,тев
394,Sache::N,posao,веща
395,Rand::N,rub,пе
396,Rand::N,kraj,пе
397,Kante::N,brid,и́рдез
398,Kante::N,ivica,и́рдез
399,Ecke::N,ugao,ужа
400,Spitze::N,vrh,пря
401,Spitze::N,šiljak,пря
402,Ende::N,konac,пе
403,Loch::N,rupa,варя
404,Winkel::N,kut,ужа
405,Winkel::N,ugao,ужа
406,Muster::N,uzor,сёрма
407,Größe::N,veličina,серь
408,Länge::N,duljina,кува́лма
409,Höhe::N,visina,серь
410,Gewicht::N,težina,сталма
411,Menge::N,mnoštvo,лувкс
412,Menge::N,količina,лувкс
413,Haufen::N,hrpa,мар
414,Haufen::N,gomila,мар
415,Reihe::N,red,ряд
416,Boot::N,čun,венеж
417,Boot::N,čamac,венеж
418,Ruder::N,veslo,миле
419,Schlitten::N,saone,ну́рда
420,Ski::N,ski,сокс
421,Ski::N,smučka,сокс
422,Lagerfeuer::N,logorska vatra,то́лмар
423,Last::N,tovar,канкс
424,Last::N,tovar,сталма
425,Gang::N,hod,молема
426,Schritt::N,korak,аськолкс
427,Norden::N,sjever,якшама шире
428,Süden::N,jug,ля́мбе ши́ре
429,Westen::N,zapad,ши валгома шире
430,Osten::N,istok,шинь стяма шире
431,Holz::N,drvo,вирь
432,Holz::N,drvo,шуфта
433,Brett::N,daska,лавця
434,Platte::N,ploča,плита́
435,Stütze::N,potpora,неже
436,Stange::N,motka,олга
437,Stock::N,štap,байдек
438,Stock::N,palica,байдек
439,Stab::N,štap,олгоня
440,Stab::N,šipka,олгоня
441,Rohr::N,cijev,турама
442,Haus::N,kuća,куд
443,Heim::N,dom,куд
444,Ofen::N,peć,пянакуд
445,Fußboden::N,pod,кия́кс
446,Tisch::N,stol,шра
447,Tisch::N,stol,моркш
448,Tisch::N,trpeza,шра
449,Tisch::N,trpeza,моркш
450,Stuhl::N,stolac,стул
451,Stuhl::N,stolica,стул
452,Wiege::N,kolijevka,нюря́м
453,Bett::N,krevet,ацам
454,Bett::N,postelja,ацам
455,Regal::N,polica,лавцяланга
456,Kiste::N,sanduk,парга
457,Fenster::N,prozor,валмья
458,Tür::N,vrata,кенкш
459,Tor::N,vrata,ортат
460,Tor::N,kapija,ортат
461,Zaun::N,plot,перяфкс
462,Zaun::N,ograda,перяфкс
463,Dach::N,krov,кудпря
464,Leiter::N,ljestve,куцема
465,Leiter::N,ljestvice,куцема
466,Besen::N,metla,тяльме
467,Spaten::N,ašov,ка́йме
468,Schaufel::N,lopata,ко́поня
469,Schaufel::N,lopata,ця́рдом
470,Gabel::N,viljuška,ця́нгоня
471,Löffel::N,žlica,куцю
472,Messer::N,nož,пеель
473,Nagel::N,čavao,эска
474,Netz::N,mreža,
475,Haken::N,kuka,кя́чказ
476,Griff::N,držak,недь
477,Griff::N,držak,кунда́мка
478,Griff::N,ručica,недь
479,Griff::N,ručica,кунда́мка
480,Schloss::N,brava,замо́к
481,Bild::N,slika,карти́на
482,Figur::N,figura,ронга-понда
483,Puppe::N,lutka,ня́ка
484,Beutel::N,kesa,кяскав
485,Bündel::N,snop,кярьме
486,Bündel::N,svežanj,кярьме
487,Tasche::N,torba,кошяльня
488,Tasche::N,taška,кошяльня
489,Eimer::N,kabao,ве́дарка
490,Deckel::N,poklopac,тавадкс
491,Deckel::N,poklopac,вельхкс
492,Geschirr::N,suđe,кядьге
493,Geschirr::N,posuđe,кядьге
494,Sack::N,džak,кяскав
495,Sack::N,vreća,кяскав
496,Tasse::N,šalica,ша́ваня
497,Topf::N,lonac,кавозь
498,Kessel::N,kazan,сргавозь
499,Essen::N,obrok,ярхцама
500,Nahrung::N,hrana,ярхцампяль
501,Speise::N,jelo,ярхцама
502,Fleisch::N,meso,пал
503,Fleisch::N,meso,сиволь
504,Getreide::N,žito,сёра
505,Getreide::N,žitarice,сёра
506,Brei::N,kaša,ям
507,Brot::N,kruh,кши
508,Scheibe::N,kriška,кочам
509,Fett::N,mast,куя́
510,Fett::N,salo,куя́
511,Butter::N,buter,вай
512,Butter::N,maslac,вай
513,Öl::N,ulje,вай
514,Salz::N,sol,сал
515,Suppe::N,supa,шонгарям
516,Suppe::N,supa,коршампяль
517,Honig::N,med,медь
518,Milch::N,mlijeko,лофца
519,Tee::N,čaj,чай
520,Leder::N,koža,кедь
521,Wolle::N,vuna,пона
522,Stoff::N,štof,котф
523,Stoff::N,tkanina,котф
524,Nadel::N,igla,салмокс
525,Faden::N,nit,сюре
526,Faden::N,konac,сюре
527,Knopf::N,dugme,пуня
528,Knoten::N,čvor,сюлма
529,Knoten::N,uzao,сюлма
530,Farbe::N,farba,архтомбяль
531,Kleidung::N,odjeća,щам
532,Hemd::N,košulja,па́нар
533,Kragen::N,ovratnik,сиве
534,Ärmel::N,rukav,ожа
535,Hose::N,hlače,понкст
536,Gürtel::N,pas,каркс
537,Gürtel::N,pojas,каркс
538,Mütze::N,kapa,вазь
539,Schuh::N,cipela,башма́к
540,Stiefel::N,čizma,кя́ме
541,Ring::N,prsten,суркс
542,Band::N,vrpca,керькс
543,Band::N,vrpca,лента
544,Kamm::N,češalj,сюрьхцем
545,Spiegel::N,zrcalo,ванома
546,Spiegel::N,ogledalo,ванома
547,Riemen::N,kaiš,шнань каркс
548,Riemen::N,remen,шнань каркс
549,Schnur::N,vrpca,пикс
550,Schnur::N,vrpca,карькскя
551,Leine::N,uzica,вядьме
552,Decke::N,ćebe,вельхкс
553,Decke::N,pokrivač,вельхкс
554,Kissen::N,jastuk,тоду
555,Tuch::N,rubac,руця́
556,Tuch::N,marama,руця́
557,Handtuch::N,ručnik,на́рдама
558,Kraft::N,snaga,вий
559,Stärke::N,jakost,вииши
560,Gesundheit::N,zdravlje,шумбраши́
561,Krankheit::N,bolest,урма́
562,Krankheit::N,bolest,сярядема
563,Schmerz::N,bol,маряма
564,Wunde::N,rana,керф
565,Fieber::N,groznica,маштыкс
566,Arznei::N,lijek,надо́бья
567,Arznei::N,lijek,пъчка́фтома
568,Brücke::N,most,седь
569,Brücke::N,ćuprija,седь
570,Brunnen::N,bunar,эши
571,Brunnen::N,zdenac,эши
572,Weide::N,paša,ванома васта
573,Weide::N,pašnjak,ванома васта
574,Pfad::N,staza,ян
575,Pfad::N,staza,киня́
576,Weg::N,put,ки
577,Straße::N,drum,ки
578,Straße::N,cesta,ки
579,Dorf::N,selo,веле
580,Stadt::N,grad,ош
581,Stadt::N,varoš,ош
582,Brief::N,list,сёрма
583,Brief::N,pismo,сёрма
584,Buch::N,knjiga,книга
585,Buchstabe::N,slovo,бу́ква
586,Zeitung::N,novine,газе́та
587,Leben::N,život,эряф
588,Leben::N,život,эряма
589,Tod::N,smrt,кулома́
590,Grab::N,raka,калма
591,Kirche::N,crkva,це́рькав
592,Sünde::N,grijeh,пежеть
593,Sünde::N,grijeh,муворкс
594,Gott::N,bog,шкай
595,Arbeiter::N,radnik,трудендай
596,Arbeiter::N,radnik,работник
597,Chef::N,šef,азор
598,Chef::N,šef,оцюня
599,Meister::N,majstor,мастяр
600,Arzt::N,liječnik,врач
601,Arzt::N,liječnik,доктор
602,Lehrer::N,učitelj,учи́тель
603,Geld::N,novac,ярмакт
604,Geschäft::N,posao,ладяфкс
605,Geschäft::N,posao,ладяф тев
606,Geschäft::N,trgovina,ладяфкс
607,Geschäft::N,trgovina,ладяф тев
608,Laden::N,dućan,ла́вка
609,Preis::N,cijena,питне
610,Ware::N,roba,миф
611,Ware::N,roba,ра́маф
612,Nutzen::N,korist,пара
613,Nutzen::N,korist,лезкс
614,Reichtum::N,bogatstvo,ко́зяши
615,Welt::N,svijet,свет
616,Land::N,zemlja,мастор
617,Staat::N,država,государства
618,König::N,kralj,король
619,Macht::N,moć,азорондама
620,Macht::N,moć,азорксши
621,Macht::N,vlast,азорондама
622,Macht::N,vlast,азорксши
623,Grenze::N,granica,ёткаян
624,Krieg::N,rat,война́
625,Feind::N,neprijatelj,душман
626,Feind::N,neprijatelj,каршек тюри
627,Gewalt::N,sila,наругама
628,Gewalt::N,nasilje,наругама
629,Kampf::N,boj,тюрема́
630,Kampf::N,borba,тюрема́
631,Bogen[Waffe]::N,luk,нал
632,Pfeil::N,strijela,нал
633,Gewehr::N,puška,винто́вка
634,Fehler::N,pogreška,эльбядькс
635,Fehler::N,griješka,эльбядькс
636,Lüge::N,laž,васькафнема
637,Schaden::N,šteta,зия́н
638,Unglück::N,nesreća,зия́н
639,Schuld::N,krivnja,муворши
640,Alter::N,dob,эряф кизот
641,Alter::N,dob,эряфонь пинге
642,Schluss::N,kraj,пе
643,Schluss::N,konac,пе
644,Zeit::N,doba,пинге
645,Zeit::N,vrijeme,пинге
646,Tag::N,dan,ши
647,Morgen::N,jutro,шобдава
648,Mittag::N,podne,шикучка
649,Abend::N,veče,иля́дь
650,Abend::N,večer,иля́дь
651,Nacht::N,noć,ве
652,Woche::N,sedmica,недя́ля
653,Monat::N,mjesec,ков
654,Jahr::N,godina,киза
655,Frühling::N,proljeće,тунда́
656,Sommer::N,ljeto,киза
657,Herbst::N,jesen,сёксе
658,Winter::N,zima,тяла
659,Januar::N,januar,кельмеков
660,Januar::N,siječanj,кельмеков
661,Februar::N,veljača,уфайков
662,Februar::N,februar,уфайков
663,März::N,mart,марайков
664,März::N,ožujak,марайков
665,April::N,april,шудиков
666,April::N,travanj,шудиков
667,Mai::N,maj,панжиков
668,Mai::N,svibanj,панжиков
669,Juni::N,juni,лямбеков
670,Juni::N,lipanj,лямбеков
671,Juli::N,juli,псиков
672,Juli::N,srpanj,псиков
673,August::N,august,сёроньков
674,August::N,kolovoz,сёроньков
675,September::N,rujan,тюжягов
676,September::N,septembar,тюжягов
677,Oktober::N,oktobar,кельмазаков
678,Oktober::N,listopad,кельмазаков
679,November::N,studeni,эйндамков
680,November::N,novembar,эйндамков
681,Dezember::N,prosinac,кучкаков
682,Montag::N,ponedjeljak,одговши
683,Montag::N,ponedjeljnik,одговши
684,Dienstag::N,utorak,ша́вши
685,Dienstag::N,utornik,ша́вши
686,Mittwoch::N,srijeda,вержи
687,Donnerstag::N,četvrtak,шува́ланя
688,Freitag::N,petak,пя́денця
689,Samstag::N,subota,ёткши
690,Sonntag::N,nedjelja,таргоши
691,groß::A,velik,оцю
692,klein::A,mali,ёмла
693,klein::A,malen,ёмла
694,lang::A,dug,кува́ка
695,lang::A,dugačak,кува́ка
696,kurz::A,kratak,нюрьхкя́ня
697,breit::A,širok,кели
698,schmal::A,uski,тяйня
699,schmal::A,uzak,тяйня
700,dicht::A,gust,сиде
701,dicht::A,gust,туста
702,dick[Gegenstand]::A,debeo,эчке
703,dünn::A,tanak,шува́ня
704,fein::A,fin,шува́ня
705,fein::A,tanak,шува́ня
706,fest::A,čvrst,кеме
707,flach::A,ravan,лапш
708,flach::A,plosnat,лапш
709,glatt::A,gladak,вадяв
710,glatt::A,gladak,такор
711,hart::A,tvrd,калгода
712,weich::A,mek,ляпе
713,weich::A,mekan,ляпе
714,rund::A,okrugao,кру́глай
715,spitz::A,oštar,ботаз
716,spitz::A,oštar,оржа
717,spitz::A,šiljast,ботаз
718,spitz::A,šiljast,оржа
719,scharf::A,oštar,оржа
720,scharf::A,bridak,оржа
721,stumpf::A,tup,ношка
722,schwer::A,težak,стака
723,schön::A,krasan,мазы
724,heiß::A,vruć,пси
725,warm::A,topao,лямбе
726,kalt::A,hladan,кельме
727,kühl::A,hladan,эше
728,frisch::A,svjež,свежай
729,feucht::A,vlažan,летьке
730,nass::A,mokar,начка
731,trocken::A,suh,коське
732,voll::A,pun,пяшксе
733,leer::A,prazan,шава
734,offen::A,otvoren,панжада
735,offen::A,otvoren,виде
736,geschlossen::A,zatvoren,пякстаф
737,geschlossen::A,zatvoren,сёлгф
738,sauber::A,čist,ару
739,schmutzig::A,nečist,рда́зу
740,schmutzig::A,nečist,пя́ндра
741,schmutzig::A,blatan,рда́зу
742,schmutzig::A,blatan,пя́ндра
743,roh::A,sirov,верок
744,reif::A,zreo,ке́нерьф
745,lecker::A,tečan,танцти
746,lecker::A,ukusan,танцти
747,süß::A,sladak,ламбама
748,bitter::A,gorak,сяпи
749,sauer::A,kiseo,шапама
750,hell::A,vedar,валда
751,hell::A,svijetao,валда
752,dunkel::A,taman,шобда
753,schwarz::A,crn,равжа
754,weiß::A,bio,акша
755,weiß::A,bijel,акша
756,rot::A,crven,якстерь
757,gelb::A,žut,тюжя́
758,blau::A,plav,сенем
759,blau::A,modar,сенем
760,grün::A,zelen,пиже
761,grün::A,zelen,сянгяря
762,grau::A,siv,уле
763,bunt::A,šaren,сёрмав
764,billig::A,jeftin,у́цез
765,billig::A,jeftin,аф пи́тни
766,teuer::A,skup,пи́тни
767,wertvoll::A,vrijedan,питни
768,wertvoll::A,dragocjen,питни
769,blind::A,slijep,сокор
770,taub::A,gluh,пярав
771,kräftig::A,snažan,пяк вии
772,stark::A,jak,вии
773,stark::A,snažan,вии
774,schwach::A,slab,лафча
775,fett::A,pretio,куя́
776,schlank::A,vitak,виде ронга
777,hübsch::A,zgodan,мазы
778,böse::A,zao,кяжи
779,böse::A,opak,кяжи
780,dumm::A,glup,аф ёню
781,dumm::A,glup,шава пря
782,faul::A,lijen,нола
783,fleißig::A,radin,ку́лхцонды
784,fleißig::A,marljiv,ку́лхцонды
785,geizig::A,škrt,кирьжя
786,geizig::A,škrt,жаднай
787,klug::A,razborit,ёню
788,klug::A,razborit,пря́ви
789,geschickt::A,vješt,маштозь тиф
790,lieb::A,drag,цебярь
791,lustig::A,veseo,ра́хси
792,sanft::A,blag,сетьме
793,hungrig::A,gladan,вача
794,hungrig::A,gladan,вачеда
795,krank::A,bolestan,сяряди
796,nackt::A,nag,штада
797,nackt::A,nag,кърхтапа
798,traurig::A,tužan,ла́жнай
799,traurig::A,žalostan,ла́жнай
800,lebendig::A,živ,эряй
801,gut::A,dobar,пара
802,gut::A,dobar,цебярь
803,schlecht::A,loš,кальдяв
804,schlecht::A,rđav,кальдяв
805,richtig::A,tačan,виде
806,richtig::A,ispravan,виде
807,schlimm::A,zao,кальдяв
808,schlimm::A,zločest,кальдяв
809,wahr::A,istinit,афкуксонь
810,alt::A,star,ташта
811,neu::A,nov,од
812,ehemalig::A,bivši,и́нгольдень
