,Concept_ID,no,sv
871,fallen::V,falle,falla
872,brennen::V,brenne,brinna
873,rauchen::V,ryke,ryka
874,regnen::V,regne,regna
875,gefrieren::V,fryse,frysa
876,tauen::V,tine,töa
877,schmelzen::V,smelte,smälta
878,trocknen::V,tørre,torka
879,sieden::V,koke,koka
880,sieden::V,koke,sjuda
881,faulen::V,råtne,ruttna
882,verfaulen::V,råtne,ruttna
883,reißen::V,briste,brista
884,versinken::V,synke,sjunka
885,versinken::V,synke ned,sjunka
886,vergehen::V,forløpe,förgå
887,erscheinen::V,synes,synas
888,erscheinen::V,synes,visa sig
889,verschwinden::V,forsvinne,försvinna
890,sinken::V,synke,sjunka
891,abnehmen::V,avta,avta
892,abnehmen::V,avta,minskas
893,abnehmen::V,minske,avta
894,abnehmen::V,minske,minskas
895,zunehmen::V,tilta,tilltaga
896,steigen::V,stige,stiga
897,wachsen::V,gro,växa
898,wachsen::V,vokse,växa
899,glänzen::V,skinne,glimma
900,funkeln::V,tindre,tindra
901,funkeln::V,tindre,gnistra
902,lärmen::V,bråke,bråka
903,lärmen::V,bråke,väsnas
904,läuten::V,ringe,ringa
905,klingeln::V,ringe,ringa
906,klirren::V,klirre,klirra
907,brausen::V,bruse,brusa
908,rauschen::V,suse,susa
909,klingen::V,lyde,låta
910,klingen::V,lyde,klinga
911,klingen::V,klinge,låta
912,klingen::V,klinge,klinga
913,bellen::V,gjø,skälla
914,bellen::V,bjeffe,skälla
915,heulen::V,ule,yla
916,heulen::V,ule,tjuta
917,blasen::V,blåse,blåsa
918,pfeifen::V,plystre,vissla
919,schreien::V,skrike,skrika
920,stöhnen::V,stønne,stöna
921,zittern::V,dirre,darra
922,zittern::V,dirre,skälva
923,zittern::V,skjelve,darra
924,zittern::V,skjelve,skälva
925,leben::V,leve,leva
926,geboren werden::V,fødes,födas
927,atmen::V,ånde,andas
928,atmen::V,puste,andas
929,trinken::V,drikke,dricka
930,essen::V,spise,äta
931,schlucken::V,svelge,svälja
932,müde werden::V,bli trett,tröttna
933,einschlafen::V,sovne,somna
934,schlafen::V,sove,sova
935,aufwachen::V,våkne,vakna
936,aufstehen::V,stå opp,stiga upp
937,sich erholen::V,bli bra,repa sig
938,sich erholen::V,bli bra,hämta sig
939,sich erholen::V,komme seg,repa sig
940,sich erholen::V,komme seg,hämta sig
941,krank werden::V,bli syk,insjukna
942,krank sein::V,være syk,vara sjuk
943,schmerzen::V,gjøre vondt,smärta
944,schmerzen::V,gjøre vondt,göra ont
945,husten::V,hoste,hosta
946,genesen::V,komme seg,tillfriskna
947,sterben::V,dø,dö
948,umkommen::V,omkomme,omkomma
949,sich bewegen::V,bevege seg,röra sig
950,sich rühren::V,røre på seg,röra på sig
951,sich erheben::V,reise seg,resa sig
952,sich setzen::V,sette sig,sätta sig
953,hinfallen::V,falle over ende,falla omkull
954,laufen::V,løpe,löpa
955,schreiten::V,skride,skrida
956,spazierengehen::V,spasere,promenera
957,spazierengehen::V,gå en tur,promenera
958,eilen::V,ile,ila
959,sich beeilen::V,skynde seg,skynda sig
960,sausen::V,suse,susa
961,rennen::V,løpe,löpa
962,rennen::V,løpe,springa
963,springen::V,hoppe,hoppa
964,springen::V,springe,hoppa
965,klettern::V,klatre,klättra
966,schaukeln::V,huske,gunga
967,kriechen::V,krype,kräla
968,schwimmen::V,svømme,simma
969,tauchen::V,dykke,dyka
970,rudern::V,ro,ro
971,fahren::V,kjøre,köra
972,fliegen::V,fly,flyga
973,gehen::V,gå,gå
974,weggehen::V,gå bort,gå bort
975,abfahren::V,reise,resa
976,abfahren::V,reise,avresa
977,anhalten::V,stanse,stanna
978,hineingehen::V,gå inn,gå in
979,eintreten::V,tre inn,träda in
980,kommen::V,komme,komma
981,ankommen::V,ankomme,ankomma
982,ankommen::V,komme til,ankomma
983,zurückkommen::V,komme tilbake,återkomma
984,bleiben::V,bli,bli
985,bleiben::V,bli,förbli
986,bleiben::V,forbli,bli
987,bleiben::V,forbli,förbli
988,warten::V,vente,vänta
989,erwarten::V,vente,vänta
990,suchen::V,søke,leta
991,finden::V,finne,finna
992,versuchen::V,prøve,försöka
993,versuchen::V,forsøke,försöka
994,vorbereiten::V,forberede,förbereda
995,lieben::V,elske,älska
996,mögen::V,like,tycka om
997,lachen::V,le,skratta
998,rühren::V,røre,röra
999,weinen::V,gråte,gråta
1000,schimpfen::V,skjelle,skälla
1001,sich ärgern::V,ergre seg,förargas
1002,sich fürchten::V,være redd,vara rädd
1003,fürchten::V,være redd for,frukta
1004,fliehen::V,rømme,fly
1005,fliehen::V,rømme,rymma
1006,fliehen::V,flykte,fly
1007,fliehen::V,flykte,rymma
1008,flüchten::V,flykte,fly
1009,sehen::V,se,se
1010,anschauen::V,se på,se på
1011,anschauen::V,se på,betrakta
1012,anschauen::V,betrakte,se på
1013,anschauen::V,betrakte,betrakta
1014,ansehen::V,anse,åse
1015,hören::V,høre,höra
1016,zuhören::V,tilhøre,höra på
1017,zuhören::V,tilhøre,lyssna till
1018,probieren::V,smake,smaka
1019,probieren::V,smake,smaka på
1020,probieren::V,smake på,smaka
1021,probieren::V,smake på,smaka på
1022,riechen::V,lukte,lukta
1023,fühlen::V,føle,känna
1024,scheinen::V,se ut,verka
1025,scheinen::V,se ut,tyckas
1026,zu sehen sein::V,synes,synas
1027,zu sehen sein::V,synes,kunna ses
1028,vernehmen::V,få vite,få veta
1029,vernehmen::V,få vite,förnimma
1030,frieren::V,fryse,frysa
1031,tun::V,gjøre,göra
1032,können::V,kunne,kunna
1033,wollen::V,ville,vilja
1034,anfangen::V,begynne,börja
1035,beenden::V,avslutte,avsluta
1036,aufhören::V,slutte,sluta
1037,aufhören::V,slutte,upphöra
1038,aufhören::V,holde opp,sluta
1039,aufhören::V,holde opp,upphöra
1040,gelingen::V,lykkes,lyckas
1041,geraten::V,bli,bli
1042,öffnen::V,åpne,öppna
1043,schließen::V,lukke,låsa
1044,schließen::V,lukke,stänga
1045,schließen::V,stenge,låsa
1046,schließen::V,stenge,stänga
1047,stellen::V,stille,ställa
1048,setzen::V,sette,sätta
1049,legen::V,legge,lägga
1050,berühren::V,berøre,beröra
1051,verbinden::V,forbinde,förbinda
1052,bedecken::V,dekke,täcka
1053,bedecken::V,dekke,betäcka
1054,aufhängen::V,henge,hänga
1055,aufhängen::V,henge,hänga upp
1056,aufhängen::V,henge opp,hänga
1057,aufhängen::V,henge opp,hänga upp
1058,anzünden::V,tenne,tända
1059,anzünden::V,tenne,antända
1060,anzünden::V,tenne,tända på
1061,anzünden::V,antenne,tända
1062,anzünden::V,antenne,antända
1063,anzünden::V,antenne,tända på
1064,anzünden::V,tenne på,tända
1065,anzünden::V,tenne på,antända
1066,anzünden::V,tenne på,tända på
1067,aufheben::V,løfte,lyfta
1068,aufheben::V,ta opp,lyfta
1069,zurücklassen::V,slippe tilbake,lämna
1070,zurücklassen::V,slippe tilbake,efterlämna
1071,verlieren::V,miste,mista
1072,verlieren::V,miste,förlora
1073,fallen lassen::V,droppe,tappa
1074,fallen lassen::V,droppe,släppa
1075,fallen lassen::V,la falle,tappa
1076,fallen lassen::V,la falle,släppa
1077,machen::V,lage,göra
1078,machen::V,gjøre,göra
1079,herstellen::V,fremstille,tillverka
1080,herstellen::V,fremstille,framställa
1081,bauen::V,bygge,bygga
1082,reparieren::V,reparere,reparera
1083,verbessern::V,rette,rätta
1084,verbessern::V,rette,förbättra
1085,verbessern::V,forbedre,rätta
1086,verbessern::V,forbedre,förbättra
1087,ändern::V,forandre,ändra
1088,ändern::V,forandre,förändra
1089,graben::V,grave,gräva
1090,beugen::V,bøye,böja
1091,biegen::V,bøye,böja
1092,biegen::V,bøye,kröka
1093,drehen::V,dreie,vrida
1094,wenden::V,vende,vända
1095,umdrehen::V,snu,vrida om
1096,heben::V,heve,häva
1097,hochheben::V,løfte,lyfta
1098,ergreifen::V,gripe,gripa
1099,ergreifen::V,få tak i,gripa
1100,halten::V,holde,hålla
1101,drücken::V,trykke,trycka
1102,schieben::V,skyve,skjuta
1103,kratzen::V,klø,riva
1104,kratzen::V,klø,skrapa
1105,kratzen::V,klore,riva
1106,kratzen::V,klore,skrapa
1107,lecken::V,slikke,slicka
1108,beißen::V,bite,bita
1109,abreißen::V,rive av,slita_av
1110,abreißen::V,rive av,riva_av
1111,abschneiden::V,skjære av,skära av
1112,binden::V,binde,binda
1113,stecken::V,stikke,sticka
1114,brechen::V,bryte,bryta
1115,brechen::V,bryte,brista
1116,brechen::V,briste,bryta
1117,brechen::V,briste,brista
1118,klopfen::V,banke,banka
1119,klopfen::V,banke,klappa
1120,hauen::V,hogge,hugga
1121,kleben::V,klistre,klistra
1122,reiben::V,gni,gnida
1123,streichen::V,stryke,smörja
1124,schleifen::V,slipe,slipa
1125,schneiden::V,klippe,skära
1126,schneiden::V,klippe,klippa
1127,rütteln::V,ruske,skaka
1128,schütteln::V,riste,rista
1129,schwenken::V,svinge,svänga
1130,schütten::V,helle,hälla
1131,füllen::V,fylle,fylla
1132,einwickeln::V,vikle inn,slå in
1133,einwickeln::V,vikle inn,veckla in
1134,tragen::V,bære,bära
1135,schleppen::V,slepe,släpa
1136,ziehen::V,dra,dra
1137,ziehen::V,trekke,dra
1138,aufbewahren::V,oppbevare,förvara
1139,aufbewahren::V,oppbevare,ta vara på
1140,aufbewahren::V,ta vare på,förvara
1141,aufbewahren::V,ta vare på,ta vara på
1142,werfen::V,kaste,kasta
1143,fangen::V,fange,fånga
1144,packen::V,gripe,gripa
1145,packen::V,gripe,gripa tag
1146,packen::V,gripe tak i,gripa
1147,packen::V,gripe tak i,gripa tag
1148,verstecken::V,gjemme,gömma
1149,teilen::V,dele,dela
1150,schicken::V,sende,skicka
1151,bringen::V,bringe,bringa
1152,hinzufügen::V,tilføye,tillägga
1153,bekommen::V,få,få
1154,bekommen::V,få,erhålla
1155,erhalten::V,få,få
1156,erhalten::V,få,erhålla
1157,nehmen::V,ta,ta
1158,nehmen::V,ta,taga
1159,wählen::V,velge,välja
1160,auswählen::V,velge ut,utvälja
1161,bewahren::V,bevare,bevara
1162,behindern::V,hindre,hindra
1163,behindern::V,hindre,förhindra
1164,behindern::V,forhindre,hindra
1165,behindern::V,forhindre,förhindra
1166,verderben::V,ødelegge,förstöra
1167,beschädigen::V,skade,skada
1168,zerbrechen::V,brekke i stykker,bryta isär
1169,zerbrechen::V,brekke i stykker,bryta sönder
1170,zerreißen::V,rive i stykker,riva sönder
1171,zerreißen::V,rive i stykker,slita sönder
1172,zerstören::V,ødelegge,förstöra
1173,verbrennen::V,brenne,bränna
1174,verbrennen::V,brenne,bränna upp
1175,verbrennen::V,brenne opp,bränna
1176,verbrennen::V,brenne opp,bränna upp
1177,geben::V,gi,ge
1178,reichen::V,rekke,räcka
1179,schenken::V,forære,skänka
1180,schenken::V,skjenke,skänka
1181,versprechen::V,love,lova
1182,wünschen::V,ønske,önska
1183,loben::V,rose,lova
1184,loben::V,rose,beröma
1185,küssen::V,kysse,pussa
1186,wiegen::V,vogge,vagga
1187,zudecken::V,dekke til,täcka
1188,wecken::V,vekke,väcka
1189,zeigen::V,vise,visa
1190,führen::V,føre,föra
1191,lehren::V,lære,lära
1192,unterrichten::V,undervise,undervisa
1193,aufziehen::V,oppdra,uppfostra
1194,leiten::V,lede,leda
1195,antreiben::V,drive på,driva på
1196,lassen::V,få til å,få att
1197,einladen::V,be,bjuda
1198,einladen::V,be,inbjuda
1199,einladen::V,invitere,bjuda
1200,einladen::V,invitere,inbjuda
1201,vereinigen::V,forene,förena
1202,besuchen::V,besøke,besöka
1203,treffen::V,møte,möta
1204,treffen::V,møte,träffa
1205,treffen::V,treffe,möta
1206,treffen::V,treffe,träffa
1207,sich versammeln::V,forsamles,församla sig
1208,spielen::V,leke,leka
1209,spielen::V,leke,spela
1210,spielen::V,spille,leka
1211,spielen::V,spille,spela
1212,singen::V,synge,sjunga
1213,tanzen::V,danse,dansa
1214,sich trennen::V,skilles,skiljas
1215,verlassen::V,forlate,lämna
1216,verlassen::V,forlate,överge
1217,retten::V,redde,rädda
1218,bewachen::V,bevokte,bevaka
1219,schützen::V,verne,skydda
1220,schützen::V,verne,beskydda
1221,schützen::V,beskytte,skydda
1222,schützen::V,beskytte,beskydda
1223,verteidigen::V,forsvare,försvara
1224,sich schlagen::V,slåss,slåss
1225,schießen::V,skyte,skjuta
1226,siegen::V,seire,segra
1227,ärgern::V,ergre,förarga
1228,treten::V,sparke,sparka
1229,stechen::V,stikke,sticka
1230,stoßen::V,støte,stöta
1231,stehlen::V,stjele,stjäla
1232,stören::V,forstyrre,störa
1233,belästigen::V,plage,genera
1234,belästigen::V,plage,besvära
1235,belästigen::V,sjenere,genera
1236,belästigen::V,sjenere,besvära
1237,verbergen::V,gjemme,dölja
1238,täuschen::V,villede,vilseleda
1239,betrügen::V,bedra,bedra
1240,töten::V,drepe,döda
1241,wohnen::V,bo,bo
1242,arbeiten::V,arbeide,arbeta
1243,sammeln::V,samle,samla
1244,pflücken::V,plukke,plocka
1245,jagen::V,jage,jaga
1246,fischen::V,fiske,fiska
1247,fassen::V,fange,fånga
1248,hüten::V,vokte,vakta
1249,treiben::V,drive,driva
1250,anbinden::V,feste,binda fast
1251,füttern::V,fore,fodra
1252,melken::V,melke,mjölka
1253,hacken::V,hakke,hacka
1254,gießen::V,helle,hälla
1255,gießen::V,helle,vattna
1256,reifen::V,modne,mogna
1257,zubereiten::V,lage,tillaga
1258,zubereiten::V,lage,tillreda
1259,zubereiten::V,tilberede,tillaga
1260,zubereiten::V,tilberede,tillreda
1261,kochen::V,koke,koka
1262,backen::V,bake,baka
1263,braten::V,steke,steka
1264,umrühren::V,røre om,röra om
1265,stricken::V,strikke,sticka
1266,nähen::V,sy,sy
1267,färben::V,farge,färga
1268,reinigen::V,rense,rensa
1269,reinigen::V,rense,rengöra
1270,reinigen::V,gjøre ren,rensa
1271,reinigen::V,gjøre ren,rengöra
1272,waschen::V,vaske,tvätta
1273,abwischen::V,tørke av,torka av
1274,spülen::V,spyle,spola
1275,spülen::V,spyle,skölja
1276,spülen::V,skylle,spola
1277,spülen::V,skylle,skölja
1278,fegen::V,feie,feja
1279,kehren::V,koste,sopa
1280,baden::V,bade,bada
1281,sich waschen::V,vaske seg,tvätta sig
1282,ausziehen::V,ta av,ta av
1283,anziehen::V,ta på,ta på
1284,sich anziehen::V,kle på seg,klä på sig
1285,kämmen::V,gre,kamma
1286,kämmen::V,kjemme,kamma
1287,schmücken::V,pynte,pynta
1288,schmücken::V,pynte,smycka
1289,schmücken::V,smykke,pynta
1290,schmücken::V,smykke,smycka
1291,sagen::V,si,säga
1292,sprechen::V,snakke,tala
1293,reden::V,tale,tala
1294,reden::V,tale,prata
1295,reden::V,snakke,tala
1296,reden::V,snakke,prata
1297,sich unterhalten::V,samtale,prata
1298,fragen::V,spørre,fråga
1299,fragen::V,spørre,spörja
1300,bitten::V,be,be
1301,erzählen::V,fortelle,berätta
1302,mitteilen::V,meddele,meddela
1303,nennen::V,kalle,kalla
1304,rufen::V,rope,ropa
1305,prahlen::V,skryte,pråla
1306,prahlen::V,skryte,skryta
1307,übersetzen::V,oversette,tolka
1308,übersetzen::V,oversette,översätta
1309,denken::V,tenke,tänka
1310,glauben::V,tro,tro
1311,bemerken::V,bemerke,uppmärksamma
1312,bemerken::V,bemerke,lägga märke till
1313,bemerken::V,legge merke til,uppmärksamma
1314,bemerken::V,legge merke til,lägga märke till
1315,erkennen::V,gjenkjenne,känna igen
1316,begreifen::V,begripe,begripa
1317,verstehen::V,forstå,förstå
1318,verstehen::V,skjønne,förstå
1319,lernen::V,lære,lära sig
1320,wissen::V,vite,veta
1321,sich erinnern an::V,huske på,minnas
1322,sich erinnern an::V,huske på,komma ihåg
1323,vergessen::V,glemme,glömma
1324,messen::V,måle,mäta
1325,zählen::V,telle,räkna
1326,rechnen::V,regne,räkna
1327,lesen::V,lese,läsa
1328,malen::V,male,måla
1329,zeichnen::V,tegne,teckna
1330,schreiben::V,skrive,skriva
1331,besitzen::V,eie,äga
1332,besitzen::V,eie,besitta
1333,besitzen::V,inneha,äga
1334,besitzen::V,inneha,besitta
1335,kaufen::V,kjøpe,köpa
1336,verkaufen::V,selge,sälja
1337,bezahlen::V,betale,betala
1338,zahlen::V,betale,betala
1339,beherrschen::V,beherske,behärska
1340,ertragen::V,orke,tåla
1341,ertragen::V,orke,uthärda
1342,schlagen::V,,slå
