,Concept_ID,cv,tt
726,faul::A,ӳркенчӗк,ялкау
727,faul::A,ӳркенчӗк,иренчәк
728,fleißig::A,хастар,тырыш
729,fleißig::A,хастар,тырышучан
730,geizig::A,хытӑ,саран
731,klug::A,ӑслӑ,акыллы
732,geschickt::A,ӑста,маһир
733,lieb::A,савнӑ,сөекле
734,lustig::A,хаваслӑ,күңелле
735,sanft::A,ачаш,басынкы
736,hungrig::A,выҫӑ,ач
737,krank::A,чирлӗ,чирле
738,krank::A,чирлӗ,сырхау
739,nackt::A,ҫара,шәрә
740,traurig::A,салхуллӑ,ямансу
741,lebendig::A,чӗрӗ,тере
742,gut::A,аван,яхшы
743,gut::A,лайӑх,яхшы
744,schlecht::A,япӑх,начар
745,schlecht::A,начар,начар
746,richtig::A,тӗрӗс,дөрес
747,schlimm::A,йӗрӗнчӗк,әшәкә
748,wahr::A,чӑн,чып-чын
749,alt::A,кивӗ,иске
750,neu::A,ҫӗнӗ,яңа
751,ehemalig::A,пулнӑ,элекке
752,alt[Lebewesen]::A,ватӑ,карт
753,jung::A,яш,яшь
754,jung::A,ҫамрӑк,яшь
755,arm::A,чухӑн,фәкыйрь
756,reich::A,пуян,бай
757,bekannt::A,пӗлӗш,таныш
758,berühmt::A,чаплӑ,атаклы
759,fremd::A,ют,ят
760,verschieden::A,расна,төрле
761,nah::A,ҫывӑх,якын
762,nah::A,ҫывӑхри,якын
763,fern::A,инҫе,ерак
764,fern::A,аякри,ерак
765,linker::A,сулахай,сул
766,rechter::A,сылтӑм,уң
767,anderer::A,урӑх,бүтән
768,erster::A,пӗрремӗш,беренче
769,zweiter::A,иккӗмӗш,икенче
770,dritter::A,виҫҫӗмӗш,өченче
771,letzter::A,юлашки,ахыргы
772,allein::ADV,пӗччен,ялгыз
773,auf einmal::ADV,кӗмӗрккен,бердән
774,zusammen::ADV,пӗрле,бергә
775,lange::ADV,вӑрах,озак
776,plötzlich::ADV,сасартӑк,искәрмәстән
777,sofort::ADV,тӳрех,хәзер
778,später::ADV,кайран,соңрак
779,jetzt::ADV,халь,хәзер
780,jetzt::ADV,халӗ,хәзер
781,heute::ADV,паян,бүген
782,morgen::ADV,ыран,иртәгә
783,bald::ADV,халех,тиздән
784,bald::ADV,кӗҫех,тиздән
785,dann::ADV,унтан,аннары
786,gestern::ADV,ӗнер,кичә
787,einst::ADV,пӗррехинче,берчак
788,damals::ADV,ун чухне,ул вакытта
789,damals::ADV,ун чухне,ул чакта
790,damals::ADV,апла пулсан,ул вакытта
791,damals::ADV,апла пулсан,ул чакта
792,danach::ADV,унтан,да
793,vorher::ADV,малтан,элек
794,zuerst::ADV,пирвай,башта
795,einmal::ADV,пӗррехинче,бер
796,einmal::ADV,пӗррехинче,бер мәртәбә
797,manchmal::ADV,хӑш чухне,кайчакта
798,oft::ADV,тӑтӑш,еш
799,immer::ADV,ялан,һәркайчан
800,niemals::ADV,нихӑҫан та,hичбер вакыт
801,hier::ADV,кунта,монда
802,hier::ADV,кунта,биредә
803,hierhin::ADV,кунта,монда
804,von hier::ADV,кунтан,моннан
805,dort::ADV,унта,анда
806,dort::ADV,ҫавӑнта,анда
807,dorthin::ADV,унта,тегеләй
808,dorthin::ADV,ҫавӑнта,тегеләй
809,geradeaus::ADV,тикӗс,турыдан-туры
810,vorwärts::ADV,малалла,алга
811,rückwärts::ADV,хыҫала,кире
812,zurück::ADV,каялла,кире
813,unten::ADV,аялта,түбәндә
814,hinab::ADV,аялта,аска
815,oben::ADV,ҫӳлте,өстә
816,oben::ADV,ҫӳлте,югарыда
817,hinauf::ADV,ҫӳле,өскә
818,überall::ADV,таҫта та,hәркайда
819,überall::ADV,пур ҫӗрте те,hәркайда
820,überall::ADV,кирек ӑҫта та,hәркайда
821,nicht::ADV,мар,түгел
822,ein wenig::ADV,пӑртак,бераз
823,kaum::ADV,аран,көчкә
824,sehr::ADV,питӗ,бик
825,so::ADV,апла,алай
826,noch::ADV,татах,янә
827,noch::ADV,татах,тагын
828,nur::ADV,ҫех,фәкать
829,schon::ADV,ӗнтӗ,инде
830,wieder::ADV,каллех,янә
831,wieder::ADV,каллех,тагын
832,vergebens::ADV,харам,юкка
833,vor::PRP,умӗнче,алдыннан
834,hinter::PRP,кайра,арттан
835,unter::PRP,айне,астында
836,unter::PRP,айӗпе,астында
837,unter::PRP,айӗнче,астында
838,unter::PRP,ҫитеспе,астында
839,durch::PRP,витӗр,аша
840,neben::PRP,патӗнче,тирәсендә
841,zwischen::PRP,хушшинче,арасында
842,wegen::PRP,пула,сәбәпле
843,wegen::PRP,пирки,сәбәпле
844,dies::PRN,ку,бу
845,dies::PRN,ҫак,бу
846,das::PRN,ҫав,ул
847,alles::PRN,пурте,һәммә
848,alles::PRN,йӑлт,һәммә
849,ich::PRN,эп,мин
850,du::PRN,эс,син
851,er::PRN,вӑл,ул
852,wir::PRN,эпир,без
853,ihr::PRN,эсир,сез
854,sie::PRN,вӗсем,ул
855,was::FPRN,мӗн,ни
856,was::FPRN,мӗн,нәрсә
857,was::FPRN,мӗскер,ни
858,was::FPRN,мӗскер,нәрсә
859,was::FPRN,мӗн те пулин,ни
860,was::FPRN,мӗн те пулин,нәрсә
861,wer::FPRN,кам,кем
862,wo::FADV,ӑҫта,кайда
863,wohin::FADV,ӑҫта,кая
864,wie::FADV,епле,ничек
865,wie::FADV,мӗнле,ничек
866,warum::FADV,ма,нигә
867,warum::FADV,мӗншӗн,нигә
868,wieviel::FNUM,миҫе,ничә
869,eins::NUM,пӗр,бер
870,eins::NUM,пӗрре,бер
871,zwei::NUM,ик,ике
872,zwei::NUM,икӗ,ике
873,zwei::NUM,иккӗ,ике
874,drei::NUM,виҫ,өч
875,drei::NUM,виҫӗ,өч
876,drei::NUM,виҫҫӗ,өч
877,vier::NUM,тӑват,дүрт
878,fünf::NUM,пилӗк,биш
879,fünf::NUM,пиллӗк,биш
880,sechs::NUM,улт,алты
881,sechs::NUM,ултӑ,алты
882,sechs::NUM,улттӑ,алты
883,sieben::NUM,ҫич,җиде
884,sieben::NUM,ҫичӗ,җиде
885,sieben::NUM,ҫиччӗ,җиде
886,acht::NUM,сакӑр,сигез
887,acht::NUM,саккӑр,сигез
888,neun::NUM,тӑхӑр,тугыз
889,neun::NUM,тӑххӑр,тугыз
890,zehn::NUM,вунӑ,ун
891,zehn::NUM,вуннӑ,ун
892,elf::NUM,вун пӗр,унбер
893,zwölf::NUM,вун ик,унике
894,zwölf::NUM,вун икӗ,унике
895,zwölf::NUM,вун иккӗ,унике
896,zwanzig::NUM,ҫирӗм,егерме
897,dreißig::NUM,вӑтӑр,утыз
898,vierzig::NUM,хӗрӗх,кырык
899,fünfzig::NUM,аллӑ,илле
900,sechzig::NUM,утмӑл,алтмыш
901,siebzig::NUM,ҫитмӗл,җитмеш
902,achtzig::NUM,сакӑр вунӑ,сиксән
903,achtzig::NUM,сакӑр вуннӑ,сиксән
904,neunzig::NUM,тӑхӑр вун,туксан
905,neunzig::NUM,тӑхӑр вунӑ,туксан
906,neunzig::NUM,тӑхӑр вуннӑ,туксан
907,hundert::NUM,ҫӗр,йөз
908,tausend::NUM,пин,мең
909,und::CNJ,та,вә
910,oder::CNJ,е,яки
911,oder::CNJ,е,яисә
912,stehen::V,тӑр,тору
913,sitzen::V,лар,утыру
914,liegen::V,вырт,яту
915,hängen::V,усӑнса тӑр,эленү
916,hängen::V,ҫакӑнса тӑр,эленү
917,werden::V,пул,булу
918,passieren::V,пул,булу
919,beginnen::V,пуҫлан,башлану
920,enden::V,пӗт,бетү
921,enden::V,вӗҫлен,бетү
922,wechseln::V,улшӑн,үзгәртү
923,aufgehen[Sonne]::V,тух,чыгу
924,untergehen[Sonne]::V,анса лар,бату
925,scheinen[Sonne]::V,пӑх,яктырту
926,donnern::V,кӗмсӗртет,күкрәү
927,donnern::V,авӑт,күкрәү
928,wehen::V,варкӑш,исү
929,strömen::V,тӑкӑн,агу
930,fließen::V,юх,агу
931,sich drehen::V,ҫаврӑн,бөтерелү
932,schwanken::V,чӳхен,икеләнү
933,schwingen::V,суллан,тирбәлү
934,fallen::V,кип,егылу
935,fallen::V,тӳр кип,егылу
936,fallen::V,татӑлса ан,егылу
937,brennen::V,ҫун,яну
938,rauchen::V,мӑкӑрлан,төтәү
939,rauchen::V,мӑкӑрлан,төтенләү
940,rauchen::V,тӗтӗм кӑлар,төтәү
941,rauchen::V,тӗтӗм кӑлар,төтенләү
942,regnen::V,ҫумӑр ҫӑвать,яву
943,gefrieren::V,шӑн,кату
944,tauen::V,ирӗл,эрү
945,tauen::V,ирӗл,эретү
946,schmelzen::V,ирӗл,эрү
947,schmelzen::V,ирӗл,эретү
948,trocknen::V,тип,кибү
949,sieden::V,вӗре,ургылу
950,faulen::V,ҫӗр,черү
951,verfaulen::V,ҫӗр,черү
952,reißen::V,ҫурӑл,өзелү
953,versinken::V,пут,бату
954,vergehen::V,ирт,авышу
955,erscheinen::V,курӑн,пәйда булу
956,erscheinen::V,курӑнса кай,пәйда булу
957,verschwinden::V,ҫухал,югалу
958,verschwinden::V,ҫухал,юк булу
959,sinken::V,чак,кимү
960,sinken::V,чак,кайту
961,abnehmen::V,чак,азаю
962,zunehmen::V,пысӑклан,арту
963,zunehmen::V,пысӑклан,күбәю
964,zunehmen::V,пысӑклан,ишәю
965,steigen::V,ҫӗклен,үсү
966,wachsen::V,ӳс,үсү
967,glänzen::V,ҫиҫ,ялкылдау
968,funkeln::V,ялкӑш,ялтырау
969,funkeln::V,йӑлтӑртат,ялтырау
970,lärmen::V,шавла,шаулау
971,läuten::V,шӑнкӑравла,шалтырату
972,klingeln::V,шӑнкӑравла,шалтырату
973,klirren::V,калтлат,чылтырау
974,klirren::V,шӑнкӑлтат,чылтырау
975,brausen::V,ахӑр,давыллау
976,brausen::V,ахӑр,дулау
977,rauschen::V,вашӑлтат,кыштырдау
978,rauschen::V,чашӑлтат,кыштырдау
979,klingen::V,янӑра,ишетелү
980,bellen::V,вӗр,өрү
981,heulen::V,ула,улау
982,blasen::V,вӗр,өрү
983,pfeifen::V,шӑхӑр,сызгырту
984,schreien::V,кӑшкӑр,кычкыру
985,stöhnen::V,йынӑш,ыңгырашу
986,zittern::V,чӗтре,калтырау
987,zittern::V,чӗтре,калтырану
988,leben::V,пурӑн,яшәү
989,leben::V,пурӑн,гомер итү
990,geboren werden::V,ҫурал,туу
991,atmen::V,сывла,сулау
992,trinken::V,ӗҫ,эчү
993,essen::V,ҫи,ашау
994,schlucken::V,ҫӑт,йоту
995,müde werden::V,ӗшен,ялыгу
996,müde werden::V,ӗшен,йөгенү
997,einschlafen::V,ыйха пут,йокыга китү
998,einschlafen::V,ҫывӑрса кай,йокыга китү
999,schlafen::V,ҫывӑр,йоклау
1000,aufwachen::V,вӑран,уяну
1001,aufstehen::V,тӑр,тору
1002,sich erholen::V,кан,ял алу
1003,sich erholen::V,кан,истирахәт итү
1004,krank werden::V,чирле,чирләү
1005,krank sein::V,чирле,чирләү
1006,schmerzen::V,сур,авырту
1007,schmerzen::V,ырат,авырту
1008,husten::V,ӳсӗр,ютәлләү
1009,genesen::V,сывал,савыгу
1010,genesen::V,сывал,сәламәтләнү
1011,genesen::V,тӳрлен,савыгу
1012,genesen::V,тӳрлен,сәламәтләнү
1013,sterben::V,вил,үлү
1014,sterben::V,вил,дөнья кую
1015,sterben::V,вил,вафат булу
1016,umkommen::V,вил,үлү
1017,sich bewegen::V,куҫ,йөрү
1018,sich rühren::V,хускал,кыймылдау
1019,sich erheben::V,тӑр,басу
1020,sich setzen::V,лар,утыру
1021,hinfallen::V,ӳк,егылу
1022,laufen::V,ут,җәяүләү
1023,schreiten::V,ут,атлау
1024,spazierengehen::V,уҫӑлса ҫӳре,йөрү
1025,spazierengehen::V,уҫӑлса ҫӳре,йөргенү
1026,spazierengehen::V,уткаласа ҫӳре,йөрү
1027,spazierengehen::V,уткаласа ҫӳре,йөргенү
1028,eilen::V,васка,ашыгу
1029,eilen::V,хыпалан,ашыгу
1030,sich beeilen::V,васка,ашыгу
1031,sich beeilen::V,васка,кызулау
1032,sich beeilen::V,хыпалан,ашыгу
1033,sich beeilen::V,хыпалан,кызулау
1034,sausen::V,ыткӑн,җилдерү
1035,sausen::V,вӗҫтер,җилдерү
1036,rennen::V,чуп,йөгерү
1037,springen::V,сик,сикерү
1038,klettern::V,улӑх,үрмәләү
1039,schaukeln::V,йӳрӗн,атыну
1040,kriechen::V,шу,шуышу
1041,kriechen::V,шу,үрмәләү
1042,kriechen::V,упален,шуышу
1043,kriechen::V,упален,үрмәләү
1044,schwimmen::V,иш,йөзү
1045,tauchen::V,чӑм,чуму
1046,rudern::V,авӑс,ишү
1047,fahren::V,пыр,бару
1048,fliegen::V,вӗҫ,очу
1049,gehen::V,кай,йөрү
1050,weggehen::V,кай,китү
1051,abfahren::V,тапран,кузгалу
1052,anhalten::V,чарӑн,тукталу
1053,hineingehen::V,кӗр,инү
1054,eintreten::V,кӗр,инү
1055,kommen::V,кил,килү
1056,ankommen::V,ҫит,бару
1057,zurückkommen::V,таврӑн,кире кайту
1058,zurückkommen::V,каялла кил,кире кайту
1059,bleiben::V,юл,калу
1060,warten::V,кӗт,көтү
1061,erwarten::V,кӗт,көтү
1062,suchen::V,шыра,эзләү
1063,finden::V,туп,табу
1064,versuchen::V,пикен,маташу
1065,vorbereiten::V,хатӗрле,хәзерләү
1066,lieben::V,юрат,сөю
1067,lieben::V,юрат,ярату
1068,mögen::V,кӑмӑлла,өнәү
1069,mögen::V,килӗштер,өнәү
1070,lachen::V,кул,көлү
1071,lachen::V,ахӑлтат,көлү
1072,rühren::V,ҫулӑх,дулкынландыру
1073,weinen::V,йӗр,елау
1074,weinen::V,макӑр,елау
1075,schimpfen::V,вӑрҫ,сүгү
1076,schimpfen::V,вӑрҫ,сүгенү
1077,schimpfen::V,ятлаҫ,сүгү
1078,schimpfen::V,ятлаҫ,сүгенү
1079,sich ärgern::V,ҫиллен,ачулану
1080,sich fürchten::V,шиклен,курку
1081,fürchten::V,хӑра,калтырау
1082,fürchten::V,хӑра,калтырану
1083,fliehen::V,тар,арка бирү
1084,flüchten::V,чупса тар,качу
1085,sehen::V,кур,күрү
1086,anschauen::V,пӑхса ил,карау
1087,ansehen::V,пӑх,карау
1088,ansehen::V,пӑх,күзәтү
1089,hören::V,илт,ишетү
1090,zuhören::V,итле,тыңлау
1091,zuhören::V,тӑнла,тыңлау
1092,probieren::V,астив,тату
1093,riechen::V,шӑршла,иснәү
1094,fühlen::V,туй,тою
1095,fühlen::V,туй,сизү
1096,fühlen::V,сис,тою
1097,fühlen::V,сис,сизү
1098,scheinen::V,туйӑн,күренү
1099,zu sehen sein::V,курӑн,күренү
1100,vernehmen::V,пӑл,ишетү
1101,frieren::V,йӳтен,өшү
1102,frieren::V,йӳтен,күшегү
1103,tun::V,ту,итү
1104,können::V,пултар,алу
1105,wollen::V,те,теләү
1106,anfangen::V,пуҫла,керешү
1107,beenden::V,пӗтер,бетерү
1108,beenden::V,пӗтер,тәмамлау
1109,aufhören::V,пӑрах,бетү
1110,gelingen::V,ӑн,уңу
1111,geraten::V,пул,сабышу
1112,öffnen::V,уҫ,ачу
1113,schließen::V,хуп,ябу
1114,stellen::V,ларт,кую
1115,stellen::V,тӑрат,кую
1116,setzen::V,ларт,утырту
1117,legen::V,хур,яткыру
1118,berühren::V,перӗн,тию
1119,verbinden::V,сып,ялгау
1120,bedecken::V,вит,өрту
1121,bedecken::V,вит,каплау
1122,bedecken::V,вит,томалау
1123,aufhängen::V,ҫак,асу
1124,anzünden::V,ҫут,кабызу
1125,aufheben::V,ҫӗкле,күтәрү
1126,zurücklassen::V,манса хӑвар,калдыру
1127,verlieren::V,ҫӗтер,югалту
1128,fallen lassen::V,ӳкер,төшерү
1129,machen::V,ту,ясау
1130,machen::V,ту,эшләү
1131,herstellen::V,ӑстала,ясау
1132,bauen::V,ту,кору
1133,reparieren::V,юса,төзәтү
1134,verbessern::V,лайӑхлат,яхшырту
1135,ändern::V,улӑштар,үзгәртү
1136,graben::V,чав,казу
1137,graben::V,чакала,казу
1138,beugen::V,кукӑрт,ию
1139,biegen::V,ав,бөгү
1140,biegen::V,кукӑрт,бөгү
1141,drehen::V,ҫавӑр,бору
1142,drehen::V,ҫавӑр,бөтерү
1143,wenden::V,ӳпӗнтер,бору
1144,umdrehen::V,ҫавӑр,түнтәрү
1145,heben::V,хӑпарт,күтәрү
1146,hochheben::V,йӑт,күтәрү
1147,ergreifen::V,тыт,эләктерү
1148,halten::V,тыт,тоту
1149,drücken::V,пус,кысу
1150,schieben::V,тӗк,кузгату
1151,schieben::V,тӗрт,кузгату
1152,kratzen::V,хыр,тырнау
1153,lecken::V,ҫула,ялау
1154,beißen::V,ҫырт,тешләү
1155,beißen::V,хып,тешләү
1156,abreißen::V,тат,өзү
1157,abschneiden::V,кас,кыю
1158,abschneiden::V,кас,кисү
1159,binden::V,ҫых,бәйләү
1160,stecken::V,чик,төртү
1161,stecken::V,чик,тыгу
1162,brechen::V,хуҫ,сындыру
1163,klopfen::V,такка,шаку
1164,klopfen::V,такка,шакылдау
1165,hauen::V,шакка,кыйнау
1166,kleben::V,ҫыпӑҫтар,ябыштыру
1167,reiben::V,сӑтӑр,ышку
1168,streichen::V,сӗр,ягу
1169,schleifen::V,хӑйра,кайрау
1170,schneiden::V,кас,кисү
1171,rütteln::V,лӑка,селкетү
1172,rütteln::V,силлентер,селкетү
1173,schütteln::V,лӑка,селкетү
1174,schütteln::V,силлентер,селкетү
1175,schwenken::V,сулла,болгау
1176,schütten::V,тултар,кою
1177,füllen::V,тултар,тутыру
1178,einwickeln::V,чӗрке,төрү
1179,tragen::V,ҫӗкле,ташу
1180,schleppen::V,сӗтӗр,сөйрәү
1181,schleppen::V,сӗтӗр,өстерәү
1182,ziehen::V,тӑс,тарту
1183,aufbewahren::V,усра,саклау
1184,werfen::V,пӑрах,ыргыту
1185,fangen::V,тыт,тоту
1186,packen::V,тыт,эләктерү
1187,verstecken::V,пытарса хур,яшерү
1188,teilen::V,уйӑр,бүлү
1189,teilen::V,пайла,бүлү
1190,schicken::V,яр,җибәрү
1191,bringen::V,кӳр,китерү
1192,hinzufügen::V,хуш,өстәү
1193,bekommen::V,ил,алу
1194,bekommen::V,туян,алу
1195,erhalten::V,ил,алу
1196,erhalten::V,туян,алу
1197,nehmen::V,ил,алу
1198,wählen::V,суйла,сайлау
1199,auswählen::V,суйла,сайлау
1200,bewahren::V,упра,саклау
1201,behindern::V,кансӗрле,комачаулау
1202,behindern::V,чӑрмантар,комачаулау
1203,verderben::V,пӑс,бозу
1204,beschädigen::V,пӑс,бозу
1205,zerbrechen::V,ват,вату
1206,zerbrechen::V,ҫӗмӗр,вату
1207,zerreißen::V,ҫур,өзү
1208,zerreißen::V,ҫур,ерту
1209,zerstören::V,иш,җимерү
1210,verbrennen::V,ҫунтар,яндыру
1211,verbrennen::V,ҫунтар,көйдерү
1212,geben::V,пар,бирү
1213,reichen::V,пар,тапшыру
1214,schenken::V,парнеле,бүләкләү
1215,versprechen::V,тума пул,вәгъдә бирү
1216,versprechen::V,сӑмах пар,вәгъдә бирү
1217,wünschen::V,сун,котлау
1218,loben::V,ырла,мактау
1219,küssen::V,чуп ту,үбү
1220,wiegen::V,сиктер,тирбәтү
1221,wiegen::V,силле,тирбәтү
1222,zudecken::V,вит,ябу
1223,zudecken::V,вит,бөркәү
1224,wecken::V,вӑрат,уяту
1225,zeigen::V,кӑтарт,күрсәтү
1226,führen::V,илсе пыр,йөртү
1227,führen::V,ҫавӑтса пыр,йөртү
1228,lehren::V,вёрент,өйрәтү
1229,unterrichten::V,вёрент,укыту
1230,aufziehen::V,вӗрент,асрау
1231,leiten::V,тытса пыр,җитәкләү
1232,antreiben::V,васкат,куалау
1233,antreiben::V,васкат,әйдәләү
1234,antreiben::V,васкат,ашыктыру
1235,lassen::V,пусахла,мәҗбүр итү
1236,lassen::V,хуш,мәҗбүр итү
1237,einladen::V,чӗн,чакыру
1238,vereinigen::V,пӗрлештер,берләштерү
1239,besuchen::V,ҫит,керешү
1240,besuchen::V,кӗрсе кур,керешү
1241,treffen::V,тӗл пул,очрату
1242,sich versammeln::V,пуҫтарӑн,җыелышу
1243,spielen::V,выля,уйнау
1244,singen::V,юрла,җырлау
1245,tanzen::V,ташла,бию
1246,sich trennen::V,уйрӑл,аерылу
1247,sich trennen::V,уйрӑл,ташлашу
1248,verlassen::V,хӑвар,ташлау
1249,verlassen::V,хӑвар,калдыру
1250,retten::V,ҫӑл,коткару
1251,bewachen::V,хуралла,каравыллау
1252,schützen::V,сыхла,ышыклау
1253,verteidigen::V,хӳтӗле,яклау
1254,verteidigen::V,хӳтӗле,саклау
1255,sich schlagen::V,ҫапӑҫ,сугышу
1256,schießen::V,пер,ату
1257,siegen::V,ҫӗн,җиңү
1258,siegen::V,ҫӗнтер,җиңү
1259,ärgern::V,тарӑхтар,ачуландыру
1260,ärgern::V,ҫиллентер,ачуландыру
1261,schlagen::V,ҫап,ору
1262,schlagen::V,ҫап,бәрү
1263,schlagen::V,ҫап,тукмау
1264,treten::V,тап,тибү
1265,stechen::V,чик,кадау
1266,stoßen::V,чыш,этү
1267,stehlen::V,вӑрла,урлау
1268,stören::V,кансӗрле,комачаулау
1269,belästigen::V,аптӑрат,борчу
1270,belästigen::V,аптӑрат,билмазалау
1271,belästigen::V,хупла,борчу
1272,belästigen::V,хупла,билмазалау
1273,verbergen::V,пытар,яшерү
1274,täuschen::V,суй,алдату
1275,betrügen::V,ултала,хәрәмләшү
1276,töten::V,вӗлер,үтерү
1277,wohnen::V,чуна пар,яшәү
1278,wohnen::V,парӑнса тӑр,яшәү
1279,arbeiten::V,ӗҫле,эшләү
1280,sammeln::V,пух,туплау
1281,pflücken::V,тат,өзү
1282,jagen::V,сунара ҫӳре,аулау
1283,fischen::V,пулӑ тыт,балык тоту
1284,fassen::V,тыт,тоту
1285,hüten::V,кӗт,көтү
1286,treiben::V,хӑвала,куалау
1287,anbinden::V,кӑкар,бәйләү
1288,füttern::V,ҫитер,туйдыру
1289,melken::V,су,саву
1290,hacken::V,вакла,чабу
1291,gießen::V,шӑвар,сугару
1292,reifen::V,пиҫ,җитешү
1293,zubereiten::V,пӗҫер,пешеренү
1294,kochen::V,пӗҫер,пешерү
1295,kochen::V,пӗҫер,кайнату
1296,backen::V,пӗҫер,пешерү
1297,braten::V,ӑшала,куыру
1298,braten::V,ӑшала,кыздыру
1299,umrühren::V,хутӑштар,бутау
1300,umrühren::V,хутӑштар,болгату
1301,stricken::V,ҫых,бәйләү
1302,nähen::V,ҫӗле,тегү
1303,färben::V,пӗвет,ману
1304,reinigen::V,тасат,чистарту
1305,waschen::V,ҫу,юу
1306,abwischen::V,шӑл,сөртү
1307,spülen::V,чӳхе,чайкау
1308,fegen::V,шӑл,себерү
1309,kehren::V,шӑл,себерү
1310,baden::V,шыва кӗр,коену
1311,sich waschen::V,ҫӑвӑн,юыну
1312,ausziehen::V,салан,чишенү
1313,anziehen::V,тӑхӑн,кию
1314,sich anziehen::V,тӑхӑн,киенү
1315,kämmen::V,тура,тарау
1316,schmücken::V,илемлет,бизәү
1317,schmücken::V,илемлет,бизәкләү
1318,sagen::V,те,дию
1319,sagen::V,те,әйтү
1320,sprechen::V,кала,сөйләү
1321,sprechen::V,кала,сөйләшү
1322,reden::V,сӑмахла,сөйләү
1323,reden::V,калаҫ,сөйләү
1324,sich unterhalten::V,пупле,сөйләшү
1325,fragen::V,ыйт,сорау
1326,fragen::V,ыйт,сорашу
1327,bitten::V,ыйт,үтенү
1328,erzählen::V,каласа пар,сөйләү
1329,mitteilen::V,пӗлтер,белдерү
1330,mitteilen::V,хыпарла,белдерү
1331,nennen::V,те,дию
1332,nennen::V,чӗн,дию
1333,rufen::V,чӗн,дәшү
1334,prahlen::V,мухтан,мактану
1335,prahlen::V,мухтан,шапырыну
1336,prahlen::V,вӗҫкӗнлен,мактану
1337,prahlen::V,вӗҫкӗнлен,шапырыну
1338,übersetzen::V,куҫар,күчерү
1339,denken::V,шухӑшла,уйлау
1340,glauben::V,ӗнен,инану
1341,bemerken::V,асӑрха,искәрү
1342,erkennen::V,палла,тану
1343,begreifen::V,ӑнлан,аңлау
1344,begreifen::V,ӑнлан,төшенү
1345,verstehen::V,пӗл,аңлау
1346,verstehen::V,пӗл,төшенү
1347,lernen::V,вӗрен,уку
1348,lernen::V,вӗрен,өйрәнү
1349,wissen::V,пӗл,белү
1350,wissen::V,ӑнкар,белү
1351,sich erinnern an::V,аса ил,хәтерләү
1352,vergessen::V,ман,оныту
1353,vergessen::V,манса кай,оныту
1354,messen::V,виҫ,үлчәү
1355,zählen::V,шутла,санау
1356,rechnen::V,шутла,исәпләү
1357,lesen::V,вула,уку
1358,malen::V,ӳкер,рәсем ясау
1359,malen::V,ӳкер,сурәт ясау
1360,malen::V,ӳкер,сурәтләү
1361,zeichnen::V,ӳкер,язу-сызу
1362,zeichnen::V,ӳкер,сурәт ясау
1363,schreiben::V,ҫыр,язу
1364,besitzen::V,тыт,биләү
1365,kaufen::V,ил,алу
1366,kaufen::V,туян,алу
1367,verkaufen::V,сут,сату
1368,bezahlen::V,тӳле,түләү
1369,zahlen::V,тӳле,түләү
1370,beherrschen::V,тыт,ия булу
1371,ertragen::V,тӳс,чыдау
1372,Bauch::N,,корсак
