,Concept_ID,kn,ml
483,Montag::N,ಸೋಮುವಾರ,തിങ്കളാഴ്ച
484,Dienstag::N,ಮಂಗಳವಾರ,ചൊവ്വ
485,Mittwoch::N,ಬುಧವಾರ,ബുധനാഴ്ച
486,Donnerstag::N,ಗುರುವಾರ,വ്യാഴാഴ്ച
487,Freitag::N,ಶುಕ್ರವಾರ,വെള്ളിയാഴ്ച
488,Samstag::N,ಶನಿವಾರ,ശനിയാഴ്ച
489,Sonntag::N,ಭಾನುವಾರ,ഞായറാഴ്ച
490,groß::A,ದೊಡ್ಡ,വലിയ
491,klein::A,ಪುಟ್ಟ,ചെറിയ
492,lang::A,ದೀರ್ಘ,നീണ്ട
493,kurz::A,ಚಕ್ಕ,ഹ്രസ്വമായ
494,breit::A,ಅಗಲವಾದ,വിശാലമായ
495,schmal::A,ಇಕ್ಕಟ್ಟಾದ,ഇടുങ്ങിയ
496,dicht::A,ದಟ್ಟ,നിബിഡമായ
497,dick[Gegenstand]::A,ದಟ್ಟ,തടിച്ച
498,dünn::A,ತೆಳು,മെലിഞ്ഞ
499,fein::A,ಕೋಮಲ,നേർത്ത
500,fest::A,ಘನ,ഉറപ്പുള്ള
501,flach::A,ಚಪ್ಪಟೆ,പരന്ന
502,glatt::A,ನಯ,മിനുസമുള്ള
503,hart::A,ಗಟ್ಟಿ,കട്ടിയുള്ള
504,weich::A,ಮೃದುವಾದ,മൃദുവായ
505,rund::A,ವರ್ತುಳ,വട്ടത്തിലുള്ള
506,spitz::A,ಮೊನಚಾದ,മുനയുള്ള
507,scharf::A,ತೀಕ್ಷ್ಣ,മൂർച്ചയുള്ള
508,stumpf::A,ಮೊಂಡು,തുറന്നടിക്കുന്ന
509,schwer::A,ಭಾರಿ,ഭാരമുള്ള
510,schön::A,ಸುಂದರ,മനോഹരമായ
511,heiß::A,ಬಿಸಿ,ചൂടുള്ള
512,warm::A,ಬಿಸಿ,ചൂടുള്ള
513,kalt::A,ತಣ್ಣನೆಯ,തണുത്ത
514,kühl::A,ತಂಪಾದ,തണുപ്പുള്ള
515,frisch::A,ನಿರ್ಮಲ,ശുദ്ധമായ
516,feucht::A,ಒದ್ದೆಯಾದ,ഈറനുള്ള
517,nass::A,ಒದ್ದೆಯಾದ,നനഞ്ഞ
518,trocken::A,ಶುಷ್ಕ,വരണ്ട
519,voll::A,ತುಂಬಿದ,നിറയെ
520,leer::A,ಖಾಲಿ,ഒഴിഞ്ഞ
521,offen::A,ಮುಚ್ಚಲ್ಲದ,തുറന്ന
522,geschlossen::A,ಮುಚ್ಚಿದ,അടച്ച
523,sauber::A,ಶುದ್ಧ,വൃത്തിയുള്ള
524,schmutzig::A,ಅಶುದ್ಧ,അഴുക്കുനിറഞ്ഞ
525,roh::A,ಹಸಿ,അസംസ്കൃതമായ
526,reif::A,ಹಣ್ಣಾದ,പഴുത്ത
527,lecker::A,ಗುಚಿಕರ,രുചികരമായ
528,süß::A,ಸಿಹಿ,മധുരമുള്ള
529,bitter::A,ಕಹಿ,കടുത്ത
530,sauer::A,ಹುಳಿಯಾದ,പുളിപ്പുള്ള
531,hell::A,ಹೊಳೆಯುವ,ജ്വലിക്കുന്ന
532,dunkel::A,ಮಬ್ಬಾದ,ഇരുണ്ട
533,schwarz::A,ಕಪ್ಪು,കറുത്ത
534,weiß::A,ಬಿಳಿಯ,വെളുത്ത
535,rot::A,ಕೆಂಪು,ചുവന്ന
536,gelb::A,ಹಳದಯ,മഞ്ഞനിറമായ
537,blau::A,ನೀಲ,നീലനിറമുള്ള
538,grün::A,ಕಾಯಾದ,പച്ചനിറമുള്ള
539,grau::A,ಬೂದುಬಣ್ಣದ,ചാരനിറത്തിലുള്ള
540,bunt::A,ವರ್ಣರಂಜಿತ,വർണ്ണശബളമായ
541,billig::A,ಅಗ್ಗ,വിലകുറഞ്ഞ
542,teuer::A,ದುಬಾರಿಯಾದ,ചെലവേറിയ
543,wertvoll::A,ಅಮೂಲ್ಯ,വിലപിടിപ്പുള്ള
544,blind::A,ಅಂಧ,അന്ധനായ
545,taub::A,ಕಿವುಡಾದ,കേൾവിക്കുറവുള്ള
546,kräftig::A,ಪ್ರಬಲ,ശക്തിയുള്ള
547,stark::A,ಶಕ್ತಿವಂತ,ബലമുള്ള
548,schwach::A,ದುರ್ಬಲ,ക്ഷീണിച്ച
549,fett::A,ಕೊಬ್ಬಿದ,കൊഴുപ്പുള്ള
550,schlank::A,ತೆಳ್ಳಗಿನ,മെലിഞ്ഞ
551,hübsch::A,ಅಂದವಾದ,മനോഹരമായ
552,böse::A,ಕೆಟ್ಟ,പാപിയായ
553,dumm::A,ಮಂದ,വിവരംകെട്ട
554,faul::A,ಆಲಸ,അലസനായ
555,fleißig::A,ಕಡಗುವ,അദ്ധ്വാനശീലമുള്ള
556,geizig::A,ಜುಗ್ಗ,പിശുക്കനായ
557,klug::A,ಚತುರ,ബുദ്ധിസാമർഥ്യമുള്ള
558,geschickt::A,ದಕ್ಷ,പ്രതിഭാശാലി
559,lieb::A,ಪ್ರಿಯ,പ്രിയപ്പെട്ട
560,lustig::A,ಖುಷಿಯಾದ,ആനന്ദകരമായ
561,sanft::A,ಸೌಮ್ಯ,സൌമ്യമായ
562,hungrig::A,ಹಸಿದ,വിശപ്പുള്ള
563,krank::A,ಅಸ್ವಸ್ಥ,അസുഖമുള്ള
564,nackt::A,ನಗ್ನ,നഡമായ
565,traurig::A,ದುಃಖಿತ,വിഷമമുള്ള
566,lebendig::A,ಜೀವಂತ,ഉപജീവനം
567,gut::A,ಒಳ್ಳೆಯ,നല്ല
568,schlecht::A,ದುಷ್ಟ,മോശമായ
569,richtig::A,ಸರಿ,ശരിയായ
570,schlimm::A,ಅಸಹ್ಯ,വൃത്തികെട്ട
571,wahr::A,ನಿಜ,ശരിയായ
572,alt::A,ಮುದಿ,പഴയ
573,neu::A,ಹೊಸ,പുതിയ
574,ehemalig::A,ಮಾಜೀ,മുൻ
575,alt[Lebewesen]::A,ವೃದ್ಧ,വയസ്സുള്ള
576,jung::A,ಎಳ,കൌമാരമായ
577,arm::A,ಬಡ,പാവപ്പെട്ട
578,reich::A,ಶ್ರೀಮಂತ,സമ്പന്നമായ
579,bekannt::A,ಅಪ್ತ,പരിചിതമായ
580,berühmt::A,ಪ್ರಸಿದ್ಧ,പ്രശസ്തനായ
581,fremd::A,ಪರಕೀಯ,വൈദേശികമായ
582,verschieden::A,ಬೇರೆ,വ്യത്യസ്തമായ
583,nah::A,ಹತ್ತಿರವಾದ,അരികത്തുള്ള
584,fern::A,ದೂರದ,അകലെയുള്ള
585,linker::A,ಎಡ,അവശേഷിച്ച
586,rechter::A,ಬಲ,വലത്തേ
587,anderer::A,ಇತರ,മറ്റുള്ള
588,erster::A,ಪ್ರಥಮ,ആദ്യത്തെ
589,zweiter::A,ದ್ವಿತೀಯ,രണ്ടാം
590,dritter::A,ಮೂರನೆಯಜಗತ್ತು,മൂന്നാമത്
591,letzter::A,ಅಂತ್ಯ,അവസാനത്തെ
592,allein::ADV,ಒಬ್ಬನೇ,തനിച്ചുള്ള
593,auf einmal::ADV,ಒಡನೆ,ഉടന്
594,zusammen::ADV,ಒಟ್ಟಿಗೆ,ഒരുമിച്ച
595,lange::ADV,ದೀರ್ಘ,നീണ്ട_കാലത്തേയ്ക്ക്
596,plötzlich::ADV,ಅನಾಮತ್ತು,പെട്ടെന്ന്
597,sofort::ADV,ಜಾಗ್ರತೆ,തത്ക്ഷണം
598,später::ADV,ತರುವಾಯ,പിന്നീട്
599,jetzt::ADV,ಈಗ,ഇപ്പോൾ
600,heute::ADV,ಇಂದು,ഇന്ന്
601,morgen::ADV,ನಾಳೆ,നാളെ
602,bald::ADV,ಬೇಗ,ഉടനെ
603,dann::ADV,ಆಗ,അപ്പോൾ
604,gestern::ADV,ನಿನ್ನೆ,ഇന്നലെ
605,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,പണ്ടൊരിക്കല്
606,damals::ADV,ಆಗ,അപ്പോൾ
607,danach::ADV,ಆಮೇಲೆ,പിന്നീട്
608,vorher::ADV,ಮುಂಚೆ,മുൻപ്
609,zuerst::ADV,ಮೊದಲಿಗೆ,ആദ്യം
610,einmal::ADV,ಒಮ್ಮೆ,ഒരിക്കൽ
611,manchmal::ADV,ಆಗಾಗ,ചിലപ്പോൾ
612,oft::ADV,ಅನೇಕಸಲ,പലപ്പോഴും
613,immer::ADV,ಯಾವಾಗಲೂ,എപ്പോഴും
614,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ഒരിക്കലും
615,hier::ADV,ಇಲ್ಲಿ,ഇവിടെ
616,hierhin::ADV,ಇತ್ತ,ഇവിടേക്ക്
617,von hier::ADV,ಇಲ್ಲಿಂದ,ഇവിടെനിന്ന്
618,dort::ADV,ಅಲ್ಲಿ,അവിടെ
619,dorthin::ADV,ಅಲ್ಲಿಗೆ,അവിടേക്ക്
620,geradeaus::ADV,ಸೀದಾ,മുമ്പിൽ
621,geradeaus::ADV,ಸೀದಾ,മുമന്നോട്ട്
622,vorwärts::ADV,ಮುನ್ನೆಡೆವ,മുന്നോട്ട്
623,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,തലതിരിച്ച്
624,zurück::ADV,ಹಿಂದಕ್ಕೆ,പുറകിലേക്ക്
625,unten::ADV,ಕೆಳಗೆ,താഴെ
626,hinab::ADV,ಕೆಳಕ್ಕೆ,താഴേക്ക്
627,oben::ADV,ಮೇಲೆ,മുകളിൽ
628,hinauf::ADV,ಮೇಲಕ್ಕೆ,മുകളിൽ
629,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,എല്ലായിടത്തും
630,nicht::ADV,ಇಲ್ಲ,ഇല്ല
631,nicht::ADV,ಅಲ್ಲ,ഇല്ല
632,ein wenig::ADV,ತುಸು,കുറച്ച്
633,kaum::ADV,ಕಠಿನವಾಗಿ,കഷ്ടിച്ച്
634,sehr::ADV,ಬಹು,വളരെ
635,so::ADV,ಅಷ್ಟು,അങ്ങനെ
636,noch::ADV,ಇನ್ನು,ഇപ്പോഴും
637,nur::ADV,ಕೇವಲ,മാത്രം
638,schon::ADV,ಆಗಲೇ,നേരത്തേ തന്നെ
639,wieder::ADV,ಪುನಃ,വീണ്ടും
640,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,വിഫല
641,vor::PRP,ಮುಂದೆ,മുമ്പിൽ
642,hinter::PRP,ಹಿಂದ,പുറകിൽ
643,unter::PRP,ಕೆಳ,കീഴിൽ
644,durch::PRP,ನೇರವಾಗಿ,ഉള്ളിലൂടെ
645,neben::PRP,ಅಧರ ಬಲಿಕ,അടുത്ത്
646,zwischen::PRP,ನಡುವೆ,ഇടയ്ക്ക്
647,wegen::PRP,ಅಧಕ್ಕಗಿ,നിമിത്തം
648,dies::PRN,ಈ,ഇത്
649,das::PRN,ಅದು,അത്
650,alles::PRN,ಎಲ್ಲ,എല്ലാം
651,ich::PRN,ನಾನು,ഞാൻ
652,du::PRN,ನೀನು,നിങ്ങൾ
653,er::PRN,ಅವನು,അദ്ദേഹം
654,er::PRN,ಅವನು,അയാൾ
655,er::PRN,ಅವನು,അവൻ
656,er::PRN,ಅವನು,അവർ
657,er::PRN,ಅವನು,അവൾ
658,er::PRN,ಇವನು,അദ്ദേഹം
659,er::PRN,ಇವನು,അയാൾ
660,er::PRN,ಇವನು,അവൻ
661,er::PRN,ಇವನು,അവർ
662,er::PRN,ಇವನು,അവൾ
663,wir::PRN,ನಾವು,നമ്മൾ
664,ihr::PRN,ನೀವು,നിങ്ങൾ
665,sie::PRN,ಅವರು,അവർ
666,was::FPRN,ಏನು,എന്ത്
667,wer::FPRN,ಯಾರಿಗೆ,ആര്
668,wo::FADV,ಎಲ್ಲಿ,എവിടെ
669,wohin::FADV,ಎಲ್ಲಿಗೆ,എവിടേക്ക്
670,wie::FADV,ಹೇಗೆ,എങ്ങനെ
671,warum::FADV,ಏಕೆ,എന്തുകൊണ്ട്
672,wieviel::FNUM,ಎಷ್ಟು,എത്ര
673,eins::NUM,ಒಂದು,ഒന്ന്
674,zwei::NUM,ಎರಡು,രണ്ട്
675,drei::NUM,ಮೂರು,മൂന്ന്
676,vier::NUM,ನಾಲ್ಕು,നാല്
677,fünf::NUM,ಅಯ್ದು,അഞ്ച്
678,sechs::NUM,ಆರು,ആറ്
679,sieben::NUM,ಏಳು,ഏഴ്
680,acht::NUM,ಎಂಟು,എട്ട്
681,neun::NUM,ಒಂಭಬತ್ತು,ഒമ്പത്
682,zehn::NUM,ಹತ್ತು,പത്ത്
683,elf::NUM,ಹನ್ನೊಂದು,പതിനൊന്ന്
684,zwölf::NUM,ಹನ್ನೆರಡು,പന്ത്രണ്ട്
685,zwanzig::NUM,ಇಪ್ಪತ್ತು,ഇരുപത്
686,dreißig::NUM,ಮೂವತ್ತು,മുപ്പത്
687,vierzig::NUM,ನಲವತ್ತು,നാൽപ്പത്
688,fünfzig::NUM,ಐವತ್ತು,അൻപത്
689,sechzig::NUM,ಅರುವತ್ತು,അറുപത്
690,siebzig::NUM,ಎಪ್ಪತ್ತು,എഴുപത്
691,achtzig::NUM,ಎಂಬತ್ತು,എൺപത്
692,neunzig::NUM,ತೊಂಬತ್ತು,തൊണ്ണൂറ്
693,hundert::NUM,ನೂರು,നൂറ്
694,tausend::NUM,ಸಾವಿರ,ആയിരം
695,und::CNJ,ಮತ್ತು,ഉം
696,oder::CNJ,ಅಥವಾ,അഥവാ
697,stehen::V,ನಿಲ್ಲು,നിൽക്കുക
698,sitzen::V,ಕುಳ್ಳಿರು,ഇരിക്കുക
699,liegen::V,ಮಲಗಿಕೊ,കിടക്കുക
700,hängen::V,ಇಳಿಯಬಿಡು,തൂങ്ങുക
701,werden::V,ಆಗು,ആയിത്തീരുക
702,passieren::V,ಆಗು,സംഭവിക്കുക
703,beginnen::V,ಆರಂಭಿಸು,ആരംഭിക്കുക
704,enden::V,ಕೊನೆಗಾಣು,അവസാനിപ്പിക്കുക
705,wechseln::V,ಮಾರ್ಪಡಿಸು,മാറ്റുക
706,aufgehen[Sonne]::V,ಮೂಡು,ഉയരുക
707,untergehen[Sonne]::V,ಮುಳುಗು,അടുക്കി_വയ്ക്കുക
708,scheinen[Sonne]::V,ಹೊಳೆ,പ്രകാശിക്കുക
709,donnern::V,ಗುಡುಗಾಗು,ഇടിവെട്ടുക
710,wehen::V,ತೀಡು,വീശുക
711,strömen::V,ಹರಿ,ഒഴുകുക
712,fließen::V,ಹರಿ,ഒഴുകുക
713,sich drehen::V,ಸುತ್ತು,ചുറ്റുക
714,sich drehen::V,ಸುತ್ತು,കറക്കുക
715,schwanken::V,ಓಲಾಡು,ഇരുവശത്തേയ്ക്കും_ആടുക
716,schwingen::V,ತೂಗು,ആടുക
717,fallen::V,ಉದುರು,വീഴുക
718,brennen::V,ಉರಿ,കത്തുക
719,rauchen::V,ಹೊಗೆಬಿಡು,പുകയുക
720,regnen::V,ಸುರಿ,മഴ_പെയ്യുക
721,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,തണത്ത്_മരവിക്കുക
722,tauen::V,ಬೆಚ್ಚಗಾಗು,അലിയുക
723,schmelzen::V,ಕರಗು,ഉരുകുക
724,trocknen::V,ಒಣಗು,വരളുക
725,sieden::V,ಕುದಿ,തിളപ്പിക്കുക
726,faulen::V,ಕೊಳೆ,ചീയുക
727,verfaulen::V,ನಶಿಸು,അഴുകുക
728,reißen::V,ಒಡೆ,ശബ്ദത്തോടെ_മുറിയുക
729,versinken::V,ಮುಳುಗು,മുക്കുക
730,vergehen::V,ಸಾಗು,കടന്നുപോകുക
731,erscheinen::V,ತೋರು,പ്രത്യക്ഷപ്പെടുക
732,verschwinden::V,ಮಾಯವಾಗು,അദൃശ്യമാകുക
733,sinken::V,ಕುಸಿ,താഴുക
734,abnehmen::V,ತಗ್ಗು,കുറിയുക
735,zunehmen::V,ಬೆಳೆ,വർദ്ധിക്കുക
736,steigen::V,ಉಬ್ಬು,ഉയരുക
737,wachsen::V,ಬೆಳೆ,വളരുക
738,glänzen::V,ಮಿರುಗು,മിന്നുക
739,funkeln::V,ಮಿನುಗು,തിളങ്ങുക
740,lärmen::V,ಶಬ್ದ ಮಾಡಲು,ശബ്ദമുണ്ടാക്കുക
741,läuten::V,ಬಾರಿಸು,മണിമുഴങ്ങുക
742,klingeln::V,ಅನುರಣಿಸು,ചിലമ്പുക
743,klirren::V,ಕಿಣಿಕಿಣಿಸು,കിലുക്കുക
744,brausen::V,ಅಬ್ಬರಿಸು,മുഴങ്ങുക
745,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,അനങ്ങുക
746,klingen::V,ಉಸಿರು,മുഴക്കുക
747,bellen::V,ಬಗುಳು,കുരയ്ക്കുക
748,heulen::V,ಅರಚು,ഓരിയിടുക
749,blasen::V,ಗಾಳಿ ಊದು,ഊതുക
750,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,വിസിലടിക്കുക
751,schreien::V,ಕರೆ,ആക്രോശിക്കുക
752,stöhnen::V,ನರಳು,അരക്കം
753,stöhnen::V,ನರಳು,ആർത്തനാദം
754,zittern::V,ನಡುಗು,വിറയ്ക്കുക
755,leben::V,ಇರು,താമസിക്കുക
756,geboren werden::V,ಉಂಟಾಗು,ജനിക്കുക
757,atmen::V,ಉಸಿರು,ശ്വസിക്കുക
758,trinken::V,ಕುಡಿ,കുടിക്കുക
759,essen::V,ತಿನ್ನು,കഴിക്കുക
760,schlucken::V,ನುಂಗು,വിഴുങ്ങുക
761,müde werden::V,ಬಳಲು,ക്ഷീണിക്കുക
762,einschlafen::V,ನಿದ್ಧೆಹೋಗು,നിദ്രിക്കുക
763,schlafen::V,ನಿದ್ರಿಸು,ഉറങ്ങുക
764,aufwachen::V,ಏಳು,ഉണരുക
765,aufstehen::V,ಏಳು,എഴുന്നേൽക്കുക
766,sich erholen::V,ಸುಧಾರಿಸು,വിശ്രമിക്കുക
767,krank werden::V,ಬೇನೆಬೀಳು,ദീനംപിടിക്കുക
768,krank sein::V,ಕೆಟ್ಟ ಎಂದು,രോഗികളാകുക
769,schmerzen::V,ಕಚ್ಚು,വേദനിക്കുക
770,husten::V,ಕೆಮ್ಮು,ചുമയ്ക്കുക
771,genesen::V,ಮತ್ತೆಹೊದಿಸು,സുഖപ്പെടുക
772,sterben::V,ಮೃತಪಡು,മരിക്കുക
773,umkommen::V,ಹಾಳಾಗು,മരിക്കുക
774,sich bewegen::V,ಚಲಿಸು,സ്ഥലം_മാറുക
775,sich rühren::V,ಕದಲು,ചലിക്കുക
776,sich erheben::V,ಏಳು,നിൽക്കുക
777,sich setzen::V,ಕೂರು,ഇരിക്കുക
778,hinfallen::V,ಬೀಳು,വീഴുക
779,laufen::V,ನಡೆ,നടക്കുക
780,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,നടക്കുക
781,spazierengehen::V,ವಿಹರಿಸು,ഉലാത്തുക
782,eilen::V,ಮುನ್ನುಗ್ಗು,പാഞ്ഞെത്തുക
783,sich beeilen::V,ಆತುರಪಡು,തിരിക്കുകൂട്ടുക
784,sich beeilen::V,ಆತುರಪಡು,തിടുക്കം_കാട്ടുക
785,sausen::V,ಒಗೆ,കുതിക്കുക
786,rennen::V,ಓಡು,ഓടുക
787,springen::V,ಜಿಗಿ,ചാടുക
788,klettern::V,ಏರು,കയറുക
789,schaukeln::V,ತೂಗು,ഇളകുക
790,kriechen::V,ತೆವಳು,പതുങ്ങികയറുക
791,schwimmen::V,ಈಜು,നീന്തുക
792,tauchen::V,ಕೆಳಗಿಳಿ,വെള്ളത്തിലേക്ക് ചാടുക
793,rudern::V,ಸಾಗಿಸು,തുഴയുക
794,fahren::V,ನಡೆಸು,വാഹനം ഓടിക്കുക
795,fliegen::V,ಹಾರು,പറക്കുക
796,gehen::V,ಹೋಗು,പോകുക
797,weggehen::V,ಹೊರಡು,വിടുക
798,abfahren::V,ತೆರಳು,പുറപ്പെടുക
799,anhalten::V,ನಿಲ್ಲು,നിർത്തുക
800,hineingehen::V,ಒಳಹೊಗು,പ്രവേശിക്കുക
801,eintreten::V,ಒಳಹೊಗು,പ്രവേശിക്കുക
802,kommen::V,ಬರು,വരുക
803,ankommen::V,ಬರು,എത്തിച്ചേരുക
804,zurückkommen::V,ಹಿಂದಿರುಗು,തിരിച്ചു വരുക
805,bleiben::V,ಇರು,തുടരുക
806,warten::V,ಇರು,കാത്തിരിക്കുക
807,erwarten::V,ನಿರೀಕ್ಷಿಸು,പ്രതീക്ഷിക്കുക
808,suchen::V,ಹುಡುಕು,തിരയുക
809,finden::V,ಕಂಡುಕೊ,കണ്ടെത്തുക
810,versuchen::V,ಪ್ರಯತ್ನಿಸು,ശ്രമിക്കുക
811,vorbereiten::V,ಸಿದ್ಧವಾಗು,തയ്യാറെടുക്കുക
812,lieben::V,ಪ್ರೀತಿಸು,സ്നേഹിക്കുക
813,mögen::V,ಇಷ್ಟಪಡು,ഇഷ്ടപ്പെടുക
814,lachen::V,ನಗು,ചിരിക്കുക
815,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,ഹൃദയം സ്പർശിക്കുക
816,weinen::V,ಅಳು,തേങ്ങുക
817,schimpfen::V,ಗೊಣಗು,പിറുപിറുക്കുക
818,sich ärgern::V,ಗಣಗಾಡು,കോപിക്കുക
819,sich fürchten::V,ನಡುಗು,പേടിക്കുക
820,fürchten::V,ಹೆದರು,പേടിക്കുക
821,fliehen::V,ಓಡಿಹೋಗು,രക്ഷപ്പെടുക
822,flüchten::V,ಪಾರಾಗು,രക്ഷപ്പെടുക
823,sehen::V,ಕಾಣು,കാണുക
824,anschauen::V,ನೋಡು,നോക്കുക
825,ansehen::V,ನಿರೀಕ್ಷಿಸು,നോക്കുക
826,hören::V,ಕೇಳು,കേൾക്കുക
827,zuhören::V,ಆಲಿಸು,ശ്രദ്ധിക്കുക
828,probieren::V,ರುಚಿ ನೋಡು,രുചിയുള്ളതായി_തോന്നുക
829,riechen::V,ಮೂಸು,മണത്തു_നോക്കുക
830,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,സ്പർശിച്ചറിയുക
831,scheinen::V,ತೋರು,കാണപ്പെടുക
832,zu sehen sein::V,ಕಾಣಿಸು,വെളിച്ചപ്പെടുക
833,vernehmen::V,ಕೇಳು,കേൾക്കുക
834,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,വിറയ്ക്കുക
835,tun::V,ಮಾಡು,ചെയ്യുക
836,können::V,ಮಾಡಬಲ್ಲ,കഴിയുക
837,wollen::V,ಬಯಸು,വേണുക
838,anfangen::V,ಪ್ರಾರಂಭಿಸು,തുടങ്ങുക
839,beenden::V,ನಿಲ್ಲಿಸು,പൂർത്തിയാക്കുക
840,aufhören::V,ಮುಗಿಸು,നിർത്തുക
841,gelingen::V,ಯಶಸ್ವಿಯಾಗು,വിജയിക്കുക
842,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,പരിണമിക്കുക
843,öffnen::V,ತೆರೆ,തുറക്കുക
844,schließen::V,ಮುಚ್ಚು,അടയ്ക്കുക
845,stellen::V,ಇಕ್ಕು,വയ്ക്കുക
846,setzen::V,ಇಡು,വയ്ക്കുക
847,legen::V,ಇಡು,ഇടുക
848,berühren::V,ತಾಕು,തൊടുക
849,verbinden::V,ಕೂಡಿಸು,ഘടിപ്പിക്കുക
850,bedecken::V,ಮುಚ್ಚು,മുടുക
851,aufhängen::V,ತೂಗುಹಾಕು,കെട്ടിതൂക്കുക
852,anzünden::V,ಹತ್ತಿಸು,കത്തിക്കുക
853,aufheben::V,ಆಯಿ,പെറുക്കിയെടുക്കുക
854,zurücklassen::V,ಬಿಡು,വച്ചുപോരുക
855,verlieren::V,ಕಳೆ,നഷ്ടപ്പെടുക
856,fallen lassen::V,ಬೀಳಿಸು,വീഴ്ത്തുക
857,machen::V,ಮಾಡು,ഉണ്ടാക്കുക
858,herstellen::V,ತಯಾರಿಸು,ഉൽപാദിപ്പിക്കുക
859,bauen::V,ಕಟ್ಟು,നിർമ്മിക്കുക
860,reparieren::V,ಸರಿಪಡಿಸು,നന്നാക്കുക
861,verbessern::V,ತಿದ್ದು,മെച്ചപ്പെടുക
862,ändern::V,ಬದಲಾಯಿಸು,മാറ്റംവരുത്തുക
863,graben::V,ಅಗೆ,കുഴിക്കുക
864,beugen::V,ಬಗ್ಗಿಸು,വണങ്ങുക
865,biegen::V,ಬಗ್ಗಿಸು,കുനിയുക
866,drehen::V,ತಿರುಗು,തിരിക്കുക
867,wenden::V,ತಿರುಗು,തിരിയുക
868,umdrehen::V,ತಿರುಗಿಸು,തിരിയുക
869,heben::V,ಎತ್ತು,ഉയർത്തുക
870,hochheben::V,ಎತ್ತು,ഉയർത്തുക
871,ergreifen::V,ಆಕ್ರಮಿಸು,ബലമായി_പിടിക്കുക
872,halten::V,ಹಿಡಿ,പിടിക്കുക
873,drücken::V,ಒತ್ತು,അമർത്തുക
874,schieben::V,ನೂಕು,തള്ളുക
875,kratzen::V,ತರಚಿಕೊಳ್ಳು,ചുരണ്ടുക
876,lecken::V,ನೆಕ್ಕು,നക്കുക
877,beißen::V,ಕಚ್ಚು,കടിക്കുക
878,abreißen::V,ಹರಿ,കീറിക്കളയുക
879,abschneiden::V,ಕತ್ತರಿಸು,മുറിച്ചുമാറ്റുക
880,binden::V,ಕಟ್ಟು,കെട്ടുക
881,stecken::V,ಸಿಕ್ಕಿಸು,തുളയ്ക്കുക
882,brechen::V,ಮುರಿ,ഉടയുക
883,klopfen::V,ತಟ್ಟು,തട്ടുക
884,hauen::V,ಹೊಡೆ,അടിക്കുക
885,kleben::V,ಅಂಟಿಸು,ഒട്ടിക്കുക
886,reiben::V,ಉಜ್ಜು,തിരുമ്മിത്തുടയ്ക്കുക
887,streichen::V,ಹರಡು,പടർത്തുക
888,schleifen::V,ಮಸೆ,പൊടിക്കുക
889,schneiden::V,ಕತ್ತರಿಸು,മുറിക്കുക
890,rütteln::V,ಕುಲುಕಿಸು,മുട്ടുക
891,schütteln::V,ಅಲುಗಿಸು,കുലുക്കുക
892,schwenken::V,ತೂಗಾಡು,ആടുക
893,schütten::V,ಎರೆ,ഒഴിക്കുക
894,füllen::V,ತುಂಬಿಸು,നിറയ്ക്കുക
895,einwickeln::V,ಹೊದಿಸು,പൊതിയുക
896,tragen::V,ಹೊರು,വഹിക്കുക
897,schleppen::V,ಜಗ್ಗು,വലിച്ചിഴയ്ക്കുക
898,ziehen::V,ಎಳೆ,വലിക്കുക
899,aufbewahren::V,ಇಟ್ಟುಕೊ,വയ്ക്കുക
900,werfen::V,ಎಸೆ,എറിയുക
901,fangen::V,ಹಿಡಿ,പിടിക്കുക
902,packen::V,ಸೆಳೆ,തട്ടിപ്പറിക്കുക
903,verstecken::V,ಮುಚ್ಚಿಡು,മറയ്ക്കുക
904,teilen::V,ವಿಭಜಿಸು,വിഭജിക്കുക
905,schicken::V,ಕಳುಹಿಸು,അയയ്ക്കുക
906,bringen::V,ತರು,കൊണ്ടുവരുക
907,hinzufügen::V,ಕೂಡಿಸು,കൂട്ടുക
908,bekommen::V,ಸಂಪಾದಿಸು,കിട്ടുക
909,erhalten::V,ಪಡೆ,സ്വീകരിക്കുക
910,nehmen::V,ಹಿಡಿ,എടുക്കുക
911,wählen::V,ಆರಿಸು,തിരഞ്ഞെടുക്കുക
912,auswählen::V,ಆಯಿ,തിരഞ്ഞെടുക്കുക
913,bewahren::V,ರಕ್ಷಿಸಿಡು,പുലർത്തുക
914,behindern::V,ಅಡ್ಡಿಮಾಡು,തടയിടുക
915,verderben::V,ಕೆಡಿಸು,നശിപ്പിക്കുക
