,Concept_ID,pl,sah
94,Hitze::N,gorąco,куйаас
95,Raureif::N,szron,кырыа
96,Regenbogen::N,tęcza,кустук
97,Donner::N,grzmot,этиҥ
98,Strömung::N,nurt,сүүрүк
99,Tropfen::N,kropla,таммах
100,Tropfen::N,kropla,хааппыла
101,Schaum::N,piana,күүгэн
102,Schmutz::N,brud,кир
103,See::N,jezioro,күөл
104,Sumpf::N,bagno,бадараан
105,Moor::N,bagno,дьэбэрэ
106,Wiese::N,łąka,ходуһа
107,Wald::N,las,ойуур
108,Hügel::N,pagórek,булгунньах
109,Anhöhe::N,wzgórze,үрдэл
110,Berg::N,góra,хайа
111,Gipfel::N,szczyt,чыпчаал
112,Gipfel::N,wierzchołek,чыпчаал
113,Höhle::N,pieczara,хайа_хаспаҕа
114,Höhle::N,pieczara,көҥүс
115,Abhang::N,stok,эниэ
116,Abhang::N,zbocze,эниэ
117,Quelle::N,zdrój,дьүүктэ
118,Quelle::N,źródło,дьүүктэ
119,Bach::N,potok,үрүйэ
120,Bach::N,strumień,үрүйэ
121,Fluss::N,rzeka,өрүс
122,Ufer::N,brzeg,биэрэк
123,Küste::N,wybrzeże,кытыл
124,Festland::N,ląd,кураанах сир
125,Meer::N,morze,муора
126,Bucht::N,zatoka,хомо
127,Bucht::N,zatoka,бухта
128,Insel::N,wyspa,арыы
129,Blume::N,kwiat,сибэкки
130,Gras::N,trawa,от
131,Wurzel::N,korzeń,силис
132,Baum::N,drzewo,мас
133,Stamm::N,pień,умнас
134,Rinde::N,kora,хатырык
135,Ast::N,gałąź,мутук
136,Zweig::N,gałąź,лабаа
137,Blatt::N,liść,сэбирдэх
138,Birke::N,brzoza,хатыҥ
139,Kiefer[Baum]::N,sosna,бэс
140,Weide[Baum]::N,wierzba,үөт
141,Weide[Baum]::N,wierzba,талах
142,Tanne::N,jodła,харыйа
143,Horn::N,róg,муос
144,Feder::N,pióro,куорсун
145,Fell::N,futro,тирии
146,Flügel::N,skrzydło,кынат
147,Klaue::N,szpon,тыҥырах
148,Kralle::N,pazur,баппаҕай
149,Schwanz::N,ogon,кутурук
150,Ei::N,jajko,сымыыт
151,Nest::N,gniazdo,уйа
152,Bau::N,nora,хороон
153,Tier::N,zwierzę,кыыл
154,Tier::N,zwierzę,харамай
155,Herde::N,stado,үөр
156,Herde::N,trzoda,үөр
157,Kuh::N,krowa,ынах
158,Bulle::N,byk,оҕус
159,Pferd::N,koń,сылгы
160,Schaf::N,owca,овца
161,Schwein::N,świnia,сибиинньэ
162,Hund::N,pies,ыт
163,Katze::N,kot,куоска
164,Katze::N,kotka,куоска
165,Bär::N,niedźwiedż,эһэ
166,Eichhörnchen::N,wiewiórka,тииҥ
167,Elch::N,łóś,тайах
168,Fuchs::N,lis,саһыл
169,Hase::N,zając,куобах
170,Maus::N,mysz,кутуйах
171,Wolf::N,wilk,бөрө
172,Vogel::N,ptak,көтөр
173,Schwarm::N,stado,бөлөх
174,Huhn::N,kura,куурусса
175,Hahn::N,kogut,бөтүүк
176,Gans::N,gęś,хаас
177,Adler::N,orzeł,хотой
178,Ente::N,kaczka,кус
179,Eule::N,sowa,мэкчиргэ
180,Kranich::N,żuraw,туруйа
181,Krähe::N,wrona,тураах
182,Kuckuck::N,kukułka,кэҕэ
183,Schwan::N,łabędż,куба
184,Fisch::N,ryba,балык
185,Barsch::N,okoń,алыһар
186,Hecht::N,szczupak,сордон
187,Schlange[Tier]::N,wąż,моҕой
188,Schlange[Tier]::N,wąż,эриэн үөн
189,Schlange[Tier]::N,żmija,моҕой
190,Schlange[Tier]::N,żmija,эриэн үөн
191,Wurm::N,robak,үөн
192,Spinne::N,pająk,ооҕуй
193,Ameise::N,mrówka,кымырдаҕас
194,Laus::N,wesz,быт
195,Mücke::N,komar,кумаар
196,Fliege::N,mucha,сахсырҕа
197,Schmetterling::N,motyl,лыах
198,Schmetterling::N,motyl,үрүмэччи
199,Beere::N,jagoda,отон
200,Apfel::N,jabłko,яблоко
201,Pilz::N,grzyb,тэллэй
202,Zwiebel::N,cebula,луук
203,Saat::N,siew,сиэмэ
204,Korn::N,ziarno,сиэмэ
205,Heu::N,siano,от
206,Schale::N,łupina,хах
207,Grube::N,dół,дьаама
208,Grube::N,jama,дьаама
209,Falle::N,pułapka,сохсо
210,Schlinge::N,sidła,уктаа
211,Spur::N,ślad,суол
212,Asche::N,popiół,күл
213,Dreck::N,brud,бадараан
214,Eisen::N,żelazo,тимир
215,Gold::N,złoto,көмүс
216,Gold::N,złoto,кыһыл көмүс
217,Silber::N,srebro,көмүс
218,Silber::N,srebro,үрүҥ көмүс
219,Kohle::N,węgiel,чох
220,Glas::N,szkło,өстүөкүлэ
221,Lehm::N,glina,туой
222,Sand::N,piasek,кумах
223,Mensch::N,człowiek,киһи
224,Mann::N,mężczyzna,эр
225,Frau::N,kobieta,дьахтар
226,Kind::N,dziecko,оҕо
227,Junge::N,chłopak,уол
228,Junge::N,chłopiec,уол
229,Mädchen::N,dziewczynka,кыыс оҕо
230,Familie::N,rodzina,кэргэн
231,Großvater::N,dziadek,эһэ
232,Großmutter::N,babka,эбэ
233,Eltern::N,rodzice,аҕа-ийэ
234,Vater::N,ojciec,аҕа
235,Mutter::N,matka,ийэ
236,Sohn::N,syn,уол
237,Tochter::N,córka,кыыс
238,Bruder::N,brat,убай
239,Bruder::N,brat,быраат
240,Schwester::N,siostra,аҕас
241,Schwester::N,siostra,балыс
242,Onkel::N,wuj,таай
243,Onkel::N,wuj,абаҕа
244,Onkel::N,stryj,таай
245,Onkel::N,stryj,абаҕа
246,Tante::N,ciotka,эдьиий
247,Ehemann::N,mąż,эр
248,Ehefrau::N,żona,ойох
249,Freude::N,radość,үөрүү
250,Gelächter::N,śmiech,күлүү
251,Glück::N,szczęście,дьол
252,Glück::N,szczęście,соргу
253,Kummer::N,zmartwienie,кутурҕан
254,Wunsch::N,życzenie,баҕарыы
255,Lust::N,chęć,баҕа
256,Lust::N,ochota,баҕа
257,Geist::N,duch,тыын
258,Gedanke::N,myśl,санаа
259,Gedächtnis::N,pamięć,өй
260,Verstand::N,rozum,өй
261,Sinn::N,zmysł,суолта
262,Grund::N,powód,төрүөт
263,Wahrheit::N,prawda,кырдьык
264,Gespräch::N,rozmowa,бэсиэдэ
265,Gespräch::N,rozmowa,кэпсэтии
266,Märchen::N,bajka,остуоруйа
267,Erzählung::N,opowiadanie,кэпсээн
268,Nachricht::N,wiadomość,биллэриллии
269,Neuigkeit::N,nowina,сонун
270,Name::N,imię,аат
271,Rätsel::N,zagadka,таабырын
272,Rede::N,mowa,этии
273,Sprache::N,język,тыл
274,Stimme::N,głos,куолас
275,Wort::N,słowo,тыл
276,Zeichen::N,znak,бэлиэ
277,Ruf::N,wołanie,ыҥырыы
278,Lärm::N,hałas,айдаан
279,Lärm::N,zgiełk,айдаан
280,Laut::N,dźwięk,тыас
281,Ton::N,ton,дорҕоон
282,Ton::N,dźwięk,дорҕоон
283,Lied::N,pieśń,ырыа
284,Lied::N,piosenka,ырыа
285,Ruhe::N,spokój,уу чуумпу
286,Leute::N,ludzie,дьон
287,Volk::N,naród,дьон
288,Volk::N,naród,норуот
289,Arbeit::N,praca,үлэ
290,Arbeit::N,robota,үлэ
291,Gast::N,gość,ыалдьыт
292,Geschenk::N,prezent,бэлэх
293,Geschenk::N,podarunek,бэлэх
294,Spiel::N,gra,оонньуу
295,Spiel::N,zabawa,оонньуу
296,Gesellschaft::N,towarzystwo,общество
297,Hilfe::N,pomoc,көмө
298,Freund::N,przyjaciel,доҕор
299,Kamerad::N,kolega,атас
300,Angelegenheit::N,sprawa,дьыала
301,Anzahl::N,ilość,ахсаан
302,Art::N,rodzaj,биис
303,Stück::N,kawałek,кырбас
304,Teil::N,część,ирээт
305,Hälfte::N,połowa,аҥар
306,Kreis::N,krąg,төгүрүк
307,Kreis::N,krąg,төгүрүмтэ
308,Kreuz::N,krzyż,кириэс
309,Linie::N,linia,сурааһын
310,Strich::N,kreska,сурааһын
311,Abstand::N,odstęp,арыт
312,Entfernung::N,odległość,ыраах
313,Gegend::N,okolica,сир
314,Platz::N,miejsce,арыт
315,Ort::N,miejsce,сир
316,Seite::N,bok,өрүт
317,Seite::N,bok,сирэй
318,Seite::N,strona,өрүт
319,Seite::N,strona,сирэй
320,Mitte::N,środek,орто
321,Gegenstand::N,przedmiot,предмет
322,Sache::N,rzecz,мал
323,Rand::N,skraj,кытыы
324,Rand::N,skraj,ойоҕос
325,Rand::N,krawędź,кытыы
326,Rand::N,krawędź,ойоҕос
327,Kante::N,kant,кырыы
328,Kante::N,krawędź,кырыы
329,Ecke::N,róg,муннук
330,Spitze::N,ostrze,чыпчаал
331,Ende::N,koniec,төбө
332,Loch::N,dziura,тэһэҕэс
333,Loch::N,dziura,дьөлөҕөс
334,Winkel::N,kąt,муннук
335,Winkel::N,kącik,муннук
336,Muster::N,wzór,оһуор
337,Größe::N,rozmiar,кээмэй
338,Größe::N,wielkość,кээмэй
339,Länge::N,długość,уста
340,Höhe::N,wysokość,үрдүк
341,Gewicht::N,ciężar,ыйааһын
342,Menge::N,ilość,ахсаан
343,Haufen::N,kupa,чөмчөх
344,Reihe::N,rząd,кэккэ
345,Reihe::N,szereg,кэккэ
346,Boot::N,łódź,оҥочо
347,Boot::N,łódka,оҥочо
348,Ruder::N,wiosło,эрдии
349,Schlitten::N,sanki,сыарҕа
350,Ski::N,narta,хайыһар
351,Lagerfeuer::N,ognisko,кутаа
352,Last::N,ciężar,ыарахан
353,Last::N,brzemię,ыарахан
354,Gang::N,chód,хаамыы
355,Schritt::N,krok,хардыы
356,Norden::N,północ,хоту
357,Süden::N,południe,соҕуруу
358,Westen::N,zachód,арҕаа
359,Osten::N,wschód,илин
360,Holz::N,drzewo,мас
361,Brett::N,deska,дуоска
362,Brett::N,deska,хаптаһын
363,Platte::N,płyta,билиитэ
364,Stütze::N,podpora,тулааһын
365,Stange::N,drąg,ураҕас
366,Stange::N,żerdź,ураҕас
367,Stock::N,kij,мас
368,Stock::N,kij,баалкы
369,Stock::N,laska,мас
370,Stock::N,laska,баалкы
371,Stab::N,pręt,ураҕас
372,Rohr::N,rura,турба
373,Haus::N,dom,дьиэ
374,Heim::N,dom,дьиэ
375,Ofen::N,piec,оһох
376,Fußboden::N,podłoga,муоста
377,Tisch::N,stół,остуол
378,Stuhl::N,krzesło,устуул
379,Wiege::N,kołyska,биһик
380,Bett::N,łóżko,кырабаат
381,Bett::N,pościel,кырабаат
382,Regal::N,regał,долбуур
383,Kiste::N,skrzynia,дьааһык
384,Fenster::N,okno,түннүк
385,Tür::N,drzwi,аан
386,Tor::N,brama,аан
387,Zaun::N,płot,соппулуот
388,Zaun::N,parkan,соппулуот
389,Dach::N,dach,кырыыса
390,Leiter::N,drabina,кирилиэс
391,Besen::N,miotła,миинньик
392,Spaten::N,rydel,күрдьэх
393,Schaufel::N,łopata,күрдьэх
394,Gabel::N,widelec,биилкэ
395,Löffel::N,łyżka,луоска
396,Messer::N,nóż,быһах
397,Nagel::N,gwóźdź,тоһоҕо
398,Netz::N,sieć,илим
399,Haken::N,hak,көхө
400,Griff::N,chwyt,ук
401,Griff::N,chwyt,тутаах
402,Schloss::N,zamek,күлүүс
403,Bild::N,obraz,хартыына
404,Figur::N,figura,фигура
405,Puppe::N,lalka,куукула
406,Beutel::N,torba,мөһөөччук
407,Bündel::N,wiązka,баайыы
408,Tasche::N,torba,суумка
409,Eimer::N,kubeł,биэдэрэ
410,Eimer::N,wiadro,биэдэрэ
411,Deckel::N,przykrywka,хаппах
412,Geschirr::N,statki,иһит
413,Geschirr::N,naczynia,иһит
414,Sack::N,worek,куул
415,Tasse::N,filiżanka,сэлиэнэй
416,Topf::N,garnek,көстүрүүҥкэ
417,Kessel::N,kocioł,хочуол
418,Essen::N,jedzenie,аһылык
419,Nahrung::N,pokarm,ас
420,Nahrung::N,pożywienie,ас
421,Speise::N,potrawa,аһылык
422,Speise::N,jedzenie,аһылык
423,Fleisch::N,mięso,эт
424,Getreide::N,zboże,злактар
425,Brei::N,kasza,хааһы
426,Brot::N,chleb,килиэп
427,Scheibe::N,kromka,куһуок
428,Fett::N,tłuszcz,сыа
429,Butter::N,masło,арыы
430,Öl::N,olej,арыы
431,Salz::N,sól,туус
432,Suppe::N,zupa,мин
433,Honig::N,miód,мүөт
434,Milch::N,mleko,үүт
435,Tee::N,herbata,чэй
436,Leder::N,skóra,тирии
437,Wolle::N,wełna,түү
438,Stoff::N,tkanina,таҥас
439,Stoff::N,materiał,таҥас
440,Nadel::N,igła,иннэ
441,Faden::N,nić,сап
442,Faden::N,nitka,сап
443,Knopf::N,guzik,тимэх
444,Knoten::N,węzeł,түмүк
445,Farbe::N,farba,кырааска
446,Kleidung::N,odzież,таҥас
447,Hemd::N,koszula,ырбаахы
448,Kragen::N,kołnierz,саҕа
449,Ärmel::N,rękaw,сиэх
450,Hose::N,spodnie,ыстаан
451,Hose::N,spodnie,бүрүүкэ
452,Gürtel::N,pasek,кур
453,Mütze::N,czapka,бэргэһэ
454,Schuh::N,but,бачыыҥка
455,Schuh::N,bucik,бачыыҥка
456,Stiefel::N,but,саппыкы
457,Stiefel::N,kozak,саппыкы
458,Ring::N,pierścień,биһилэх
459,Band::N,wstęga,лиэнтэ
460,Kamm::N,grzebień,тараах
461,Spiegel::N,lustro,сиэркилэ
462,Riemen::N,rzemień,кур
463,Schnur::N,sznur,быа
464,Leine::N,smycz,тэһиин
465,Decke::N,kołdra,суорҕан
466,Kissen::N,poduszka,сыттык
467,Tuch::N,chustka,былаат
468,Handtuch::N,ręcznik,соттор
469,Kraft::N,moc,сыра
470,Kraft::N,siła,сыра
471,Stärke::N,moc,күүс
472,Stärke::N,siła,күүс
473,Gesundheit::N,zdrowie,доруобуйа
474,Krankheit::N,choroba,ыарыы
475,Schmerz::N,ból,ыарыы
476,Wunde::N,rana,баас
477,Fieber::N,gorączka,түрүлгэн
478,Fieber::N,gorączka,лихорадка
479,Fieber::N,gorączka,температура
480,Arznei::N,lekarstwo,эмп
481,Brücke::N,most,күргэ
482,Brunnen::N,studnia,холуодьас
483,Weide::N,pastwisko,мэччирэҥ
484,Pfad::N,ścieżka,ыллык
485,Weg::N,droga,суол
486,Straße::N,ulica,суол
487,Dorf::N,wieś,дэриэбинэ
488,Stadt::N,miasto,куорат
489,Brief::N,list,сурук
490,Buch::N,książka,кинигэ
491,Buchstabe::N,litera,буква
492,Zeitung::N,gazeta,хаһыат
493,Zeitung::N,dziennik,хаһыат
494,Leben::N,życie,тыын
495,Tod::N,śmierć,өлүү
496,Grab::N,grób,иин
497,Kirche::N,kościół,таҥара дьиэтэ
498,Sünde::N,grzech,айыы
499,Gott::N,bóg,тангара
500,Arbeiter::N,robotnik,үлэһит
501,Chef::N,szef,баһылык
502,Chef::N,szef,начальник
503,Meister::N,mistrz,уус
504,Meister::N,mistrz,маастар
505,Meister::N,majster,уус
506,Meister::N,majster,маастар
507,Arzt::N,lekarz,врач
508,Lehrer::N,nauczyciel,учуутал
509,Geld::N,pieniądze,харчы
510,Geschäft::N,sprawa,идэ
511,Geschäft::N,interes,идэ
512,Laden::N,sklep,маҕаһыын
513,Preis::N,cena,сыана
514,Ware::N,towar,табаар
515,Nutzen::N,pożytek,туһа
516,Reichtum::N,bogactwo,баай
517,Welt::N,świat,аан дойду
518,Land::N,kraj,дойду
519,Staat::N,państwo,государство
520,König::N,król,король
521,Macht::N,władza,былаас
522,Grenze::N,granica,кыраныысса
523,Krieg::N,wojna,сэрии
524,Feind::N,wróg,өстөөх
525,Gewalt::N,władza,күүһүлээһин
526,Kampf::N,bój,охсуһуу
527,Kampf::N,walka,охсуһуу
528,Bogen[Waffe]::N,łuk,ох
529,Pfeil::N,strzała,ох
530,Gewehr::N,karabin,саа
531,Fehler::N,błąd,сыыһа
532,Lüge::N,kłamstwo,сымыйа
533,Schaden::N,szkoda,хоромньу
534,Unglück::N,nieszczęście,алдьархай
535,Schuld::N,wina,буруй
536,Alter::N,wiek,саас
537,Schluss::N,koniec,тиһэх
538,Schluss::N,zakończenie,тиһэх
539,Zeit::N,czas,бириэмэ
540,Tag::N,dzień,күн
541,Morgen::N,ranek,сарсыарда
542,Morgen::N,poranek,сарсыарда
543,Mittag::N,południe,күн ортото
544,Abend::N,wieczór,киэһэ
545,Nacht::N,noc,түүн
546,Woche::N,tydzień,нэдиэлэ
547,Monat::N,miesiąc,ый
548,Jahr::N,rok,сыл
549,Jahr::N,rok,дьыл
550,Frühling::N,wiosna,саас
551,Sommer::N,lato,сайын
552,Herbst::N,jesień,күһүн
553,Winter::N,zima,кыһын
554,Januar::N,styczeń,тохсунньу
555,Februar::N,luty,олунньу
556,März::N,marzec,кулун тутар
557,April::N,kwiecień,муус устар ый
558,Mai::N,maj,ыам ыйа
559,Juni::N,czerwiec,бэс ыйа
560,Juli::N,lipiec,от ыйа
561,August::N,sierpień,атырдьах ыйа
562,September::N,wrzesień,балаҕан ыйа
563,Oktober::N,październik,алтынньы
564,November::N,listopad,сэтинньи
565,Dezember::N,grudzień,ахсынньы
566,Montag::N,poniedziałek,бэнидиэнньик
567,Dienstag::N,wtorek,оптуорунньук
568,Mittwoch::N,środa,сэрэдэ
569,Donnerstag::N,czwartek,чэппиэр
570,Freitag::N,piątek,бээтинсэ
571,Samstag::N,sobota,субуота
572,Sonntag::N,niedziela,баскыһыанньа
573,groß::A,duży,бөдөҥ
574,groß::A,duży,улахан
575,groß::A,wielki,бөдөҥ
576,groß::A,wielki,улахан
577,klein::A,mały,кыр
578,lang::A,długi,уһун
579,kurz::A,krótki,кылгас
580,breit::A,szeroki,кэтит
581,schmal::A,wąski,кыараҕас
582,dicht::A,gęsty,хойуу
583,dick[Gegenstand]::A,gruby,суон
584,dick[Gegenstand]::A,gruby,хойуу
585,dünn::A,cienki,чараас
586,fein::A,drobny,бытархай
587,fein::A,drobny,синньигес
588,fest::A,mocny,бөҕө
589,fest::A,mocny,кытаанах
590,fest::A,twardy,бөҕө
591,fest::A,twardy,кытаанах
592,flach::A,płaski,хаптаҕай
593,glatt::A,gładki,кылааккай
594,hart::A,twardy,хатан
595,hart::A,twardy,кытаанах
596,weich::A,miękki,сымнаҕас
597,rund::A,okrągły,төгүрүк
598,spitz::A,spiczasty,сытыы
599,spitz::A,spiczasty,уһуктаах
600,scharf::A,ostry,сытыы
601,stumpf::A,tępy,сыппах
602,schwer::A,ciężki,ыарахан
603,schön::A,ładny,кыраһыабай
604,schön::A,piękny,кыраһыабай
605,heiß::A,gorący,итии
606,warm::A,ciepły,ичигэс
607,kalt::A,zimny,тымныы
608,kühl::A,chłodny,сөрүүн
609,frisch::A,świeży,ыраас
610,frisch::A,świeży,сөрүүн
611,frisch::A,świeży,тымныы
612,feucht::A,wilgotny,сииктээх
613,nass::A,mokry,инчэҕэй
614,trocken::A,suchy,кураан
615,voll::A,pełny,толору
616,leer::A,pusty,иччитэх
617,leer::A,próżny,иччитэх
618,offen::A,otwarty,аһаҕас
619,geschlossen::A,zamknięty,бүтэй
620,sauber::A,czysty,сэбэр
621,schmutzig::A,brudny,кирдээх
622,roh::A,surowy,сиикэй
623,reif::A,dojrzały,буспут
624,reif::A,dojrzały,сиппит-хоппут
625,lecker::A,smaczny,минньигэс
626,süß::A,słodki,минньигэс
627,bitter::A,gorzki,аһыы
628,sauer::A,kwaśny,аһыы
629,hell::A,jasny,сырдык
630,dunkel::A,ciemny,хараҥа
631,schwarz::A,czarny,хара
632,weiß::A,biały,үрүҥ
633,weiß::A,biały,маҥан
634,rot::A,czerwony,кыһыл
635,gelb::A,żółty,саһархай
636,blau::A,błękitny,күөх
637,blau::A,niebieski,күөх
638,grün::A,zielony,күөх
639,grün::A,zielony,от күөҕэ
640,grau::A,szary,сиэрэй
641,bunt::A,barwny,эриэн
642,billig::A,tani,чэпчэки
643,teuer::A,drogi,сыаналаах
644,wertvoll::A,cenny,сыаналаах
645,blind::A,ślepy,хараҕа суох
646,taub::A,głuchy,дьүлэй
647,kräftig::A,mocny,модун
648,stark::A,silny,күүстээх
649,schwach::A,słaby,мөлтөх
650,fett::A,tłusty,эмис
651,schlank::A,smukły,дьылҕан
652,schlank::A,smukły,дьыпсаҕай
653,hübsch::A,ładny,олус кэрэ
654,hübsch::A,ładny,көрүөхтэн үчүгэй
655,böse::A,zły,өһүөннээх
656,dumm::A,głupi,акаары
657,faul::A,leniwy,нэс
658,fleißig::A,pilny,кыһамньылаах
659,geizig::A,skąpy,иҥсэлээх
660,klug::A,mądry,өйдөөх
661,geschickt::A,zręczny,наһаа дьоҕурдаах
662,lieb::A,miły,тапталлаах
663,lustig::A,wesoły,көрдөөх
664,sanft::A,łagodny,намчы
665,sanft::A,łagodny,сымнаҕас
666,hungrig::A,głodny,аччык
667,krank::A,chory,ыалдьар
668,nackt::A,nagi,сыгынньах
669,traurig::A,smutny,санаарҕабыллаах
670,lebendig::A,żywy,тыыннаах
671,gut::A,dobry,үтүө
672,gut::A,dobry,үчүгэй
673,schlecht::A,zły,куһаҕан
674,richtig::A,słuszny,сөп
675,richtig::A,właściwy,сөп
676,schlimm::A,zły,сидьиҥ
677,schlimm::A,zły,быдьар
678,wahr::A,prawdziwy,кырдьык
679,alt::A,stary,былыргы
680,neu::A,nowy,саҥа
681,ehemalig::A,były,урукку
682,alt[Lebewesen]::A,stary,кырдьаҕас
683,jung::A,młody,эдэр
684,arm::A,ubogi,дьадаҥы
685,arm::A,biedny,дьадаҥы
686,reich::A,bogaty,баай
687,bekannt::A,znany,билэр
688,berühmt::A,słynny,аатырбыт
689,fremd::A,obcy,атын
690,fremd::A,cudzy,атын
691,verschieden::A,różny,араас
692,nah::A,bliski,чугас
693,fern::A,daleki,ыраах
694,linker::A,lewy,хаҥас
695,rechter::A,prawy,уҥа
696,anderer::A,inny,атын
697,erster::A,pierwszy,маҥнайгы
698,zweiter::A,drugi,иккис
699,dritter::A,trzeci,үһүс
700,letzter::A,ostatni,тиһэх
701,allein::ADV,sam,соҕотох
702,auf einmal::ADV,naraz,биирдэ
703,zusammen::ADV,razem,холбуу
704,lange::ADV,długo,уһуннук
705,plötzlich::ADV,nagle,эмискэ
706,sofort::ADV,natychmiast,тута
707,später::ADV,później,хойут
708,jetzt::ADV,teraz,билигин
709,jetzt::ADV,obecnie,билигин
710,heute::ADV,dziś,бүгүн
711,heute::ADV,dzisiaj,бүгүн
712,morgen::ADV,jutro,сарсын
713,bald::ADV,wkrótce,өтөр
714,dann::ADV,potem,кэнна
715,gestern::ADV,wczoraj,бэҕэһээ
716,einst::ADV,kiedyś,биир төгүл
717,einst::ADV,kiedyś,арай биирдэ
718,einst::ADV,niegdyś,биир төгүл
719,einst::ADV,niegdyś,арай биирдэ
720,damals::ADV,wtedy,оччоҕо
721,damals::ADV,wówczas,оччоҕо
722,danach::ADV,następnie,аары
723,danach::ADV,następnie,ол кэнниттэн
724,vorher::ADV,przedtem,урут
725,zuerst::ADV,naprzód,маҥнай
726,zuerst::ADV,najpierw,маҥнай
727,einmal::ADV,raz,биирдэ
728,manchmal::ADV,czasem,арыт
729,oft::ADV,często,чаастатык
730,immer::ADV,zawsze,мэлдьи
731,niemals::ADV,nigdy,хаһан да
732,hier::ADV,tu,маныаха
733,hier::ADV,tutaj,маныаха
734,hierhin::ADV,tu,бэттэх
735,von hier::ADV,stąd,мантан
736,dort::ADV,tam,онно
737,dorthin::ADV,tam,онно
738,geradeaus::ADV,prosto,быһа
739,geradeaus::ADV,prosto,быһаччы
740,vorwärts::ADV,naprzód,инники
741,rückwärts::ADV,wstecz,төттөру
742,zurück::ADV,z powrotem,төттөрү
743,unten::ADV,u dołu,аллара
744,unten::ADV,na dole,аллара
745,hinab::ADV,na_dół,аллара
746,hinab::ADV,w_dół,аллара
747,oben::ADV,w górze,үөһэ
748,oben::ADV,na górze,үөһэ
749,hinauf::ADV,w górę,өрө
750,hinauf::ADV,w górę,үөһэ
751,hinauf::ADV,na górę,өрө
752,hinauf::ADV,na górę,үөһэ
753,überall::ADV,wszędzie,бэйдиэ
754,nicht::ADV,nie,буолбатах
755,ein wenig::ADV,trochę,кыратык
756,kaum::ADV,ledwie,нэһиилэ
757,kaum::ADV,prawie nie,нэһиилэ
758,sehr::ADV,bardzo,бэрт
759,sehr::ADV,bardzo,наһаа
760,so::ADV,tak,оччо
761,so::ADV,tak,оннук
762,noch::ADV,jeszcze,өссө
763,nur::ADV,tylko,эрэ
764,nur::ADV,tylko,сыччах
