,Concept_ID,ja,kl
335,Teil::N,部分,tassiaasat
336,Hälfte::N,半分,affaq
337,Kreis::N,円,kaajaluinneq or kaajaluitsoq
338,Kreuz::N,十字,sanningasulik
339,Linie::N,線,tittaq
340,Linie::N,線,titarneq
341,Strich::N,線,
342,Abstand::N,距離,aku
343,Abstand::N,距離,ikiaq
344,Entfernung::N,距離,asi
345,Gegend::N,辺,nuna
346,Gegend::N,地域,nuna
347,Platz::N,ゆとり,ini
348,Platz::N,ゆとり,inissaq
349,Ort::N,所,sumiiffik
350,Ort::N,場所,sumiiffik
351,Seite::N,横,saneraq
352,Mitte::N,真ん中,qiteq
353,Gegenstand::N,物件,
354,Sache::N,物,pigisaq
355,Rand::N,端,sini
356,Rand::N,端,akerfineq
357,Kante::N,縁,akerfineq
358,Ecke::N,角,teqeqqoq
359,Ecke::N,角,tikeqqoq
360,Spitze::N,先頭,inngik
361,Ende::N,端,isu
362,Loch::N,穴,putu
363,Winkel::N,片隅,teqeqqorissaat
364,Muster::N,模様,ilisserut
365,Größe::N,大きさ,angissuseq
366,Länge::N,長さ,takissuseq
367,Höhe::N,高さ,
368,Gewicht::N,重さ,oqimaalutaq
369,Menge::N,量,amerlassuseq
370,Haufen::N,堆積,eqimattat
371,Reihe::N,並び,allunaasaq
372,Boot::N,ボート,qajaq
373,Boot::N,ボート,angallat
374,Boot::N,ボート,umiatsiaq
375,Ruder::N,オール,iput
376,Schlitten::N,そり,qamutit
377,Schlitten::N,そり,qimusseq
378,Ski::N,スキー,ataarut
379,Lagerfeuer::N,篝火,
380,Last::N,荷物,nammagaq
381,Gang::N,歩み,
382,Schritt::N,歩,allorneq
383,Norden::N,北,avannaq
384,Süden::N,南,qava
385,Süden::N,南,kujat
386,Süden::N,南,kujataa
387,Westen::N,西,kitaa
388,Osten::N,東,kangi
389,Holz::N,木,qisuk
390,Holz::N,木材,qisuk
391,Brett::N,板,salliligaq
392,Platte::N,盤,qaateq
393,Stütze::N,支柱,ajagutaq
394,Stütze::N,支柱,ajaagutaq
395,Stange::N,棒,kaaviffik
396,Stock::N,杖,ajaappissat
397,Stab::N,棒,ajaappissat
398,Rohr::N,管,sullulik
399,Haus::N,家,illu
400,Heim::N,家,
401,Ofen::N,ストーブ,kissarsuut
402,Fußboden::N,床,nateq
403,Tisch::N,机,allattarfik
404,Stuhl::N,椅子,issiavik
405,Stuhl::N,椅子,issiaffik
406,Wiege::N,揺籃,uaasoq
407,Bett::N,ベッド,nallavik
408,Regal::N,棚,ilisivik
409,Kiste::N,箱,sakissat
410,Kiste::N,箱,illerfiusaq
411,Fenster::N,窓,aki
412,Fenster::N,窓,igalaaq
413,Tür::N,戸,matu
414,Tür::N,ドア,matu
415,Tor::N,門,isaaffik
416,Zaun::N,垣根,saputit
417,Dach::N,屋根,qaliaq
418,Leiter::N,梯子,tummeqqat
419,Leiter::N,梯子,majuartarfiit
420,Besen::N,ほうき,saligutit
421,Spaten::N,スコップ,nivaataq
422,Schaufel::N,シャベル,nivaataq
423,Gabel::N,フォーク,qilluaq
424,Gabel::N,フォーク,ajassaatit
425,Löffel::N,スプーン,alussaat
426,Messer::N,ナイフ,savik
427,Nagel::N,釘,kukik
428,Netz::N,網,anguffaseq
429,Haken::N,鉤,nissik
430,Haken::N,鉤,qarsorsaq
431,Haken::N,鉤,qarsorsartoq
432,Haken::N,フック,nissik
433,Haken::N,フック,qarsorsaq
434,Haken::N,フック,qarsorsartoq
435,Griff::N,取っ手,ipi
436,Schloss::N,錠,illussaarsuaq
437,Bild::N,絵,assiliaq
438,Figur::N,像,kisitsit
439,Puppe::N,人形,inuusaq
440,Beutel::N,袋,
441,Bündel::N,束,qilertaq
442,Bündel::N,包み,qilertaq
443,Tasche::N,かばん,pooqattaq
444,Eimer::N,バケツ,
445,Deckel::N,蓋,matu
446,Geschirr::N,食器,anut
447,Sack::N,袋,
448,Tasse::N,カップ,tiitorfik
449,Tasse::N,カップ,tiitorfiup ilorlia
450,Topf::N,鍋,qoqqoq
451,Kessel::N,釜,uunnaavik
452,Essen::N,食事,igaaq
453,Nahrung::N,食物,neqissaq
454,Speise::N,料理,nerisassat
455,Fleisch::N,肉,neqi
456,Getreide::N,麦,maannineq
457,Getreide::N,穀物,maannineq
458,Brei::N,粥,
459,Brot::N,パン,iffit
460,Brot::N,パン,iffiaq
461,Scheibe::N,枚,igalaassiaq
462,Scheibe::N,切れ,igalaassiaq
463,Fett::N,脂肪,tarnutissaq
464,Fett::N,脂肪,tarnutissiaq
465,Butter::N,バター,punneq
466,Öl::N,油,uulia
467,Salz::N,塩,taratsut
468,Suppe::N,スープ,qajoq
469,Honig::N,蜂蜜,tungusunnitsuut
470,Milch::N,牛乳,immuk
471,Tee::N,茶,tii
472,Tee::N,茶,teeq
473,Tee::N,お茶,tii
474,Tee::N,お茶,teeq
475,Leder::N,革,
476,Wolle::N,毛糸,nuersagassiaq
477,Stoff::N,布,milliaq
478,Stoff::N,布,qarlissiaq
479,Nadel::N,針,meqqut
480,Faden::N,糸,ujalussiaq
481,Knopf::N,ボタン,attat
482,Knoten::N,結び目,akeroq
483,Knoten::N,結び目,qilerneq
484,Farbe::N,ペンキ,qalipaat
485,Kleidung::N,衣服,atisat
486,Kleidung::N,衣服,annoraaq
487,Hemd::N,シャツ,ilupaaq
488,Kragen::N,襟,qungasiinnaq
489,Ärmel::N,袖,aaq
490,Hose::N,ズボン,qarliit
491,Gürtel::N,帯,qiterut
492,Gürtel::N,帯,unngersaq
493,Gürtel::N,ベルト,qiterut
494,Gürtel::N,ベルト,unngersaq
495,Mütze::N,帽子,nasaq
496,Schuh::N,靴,skuu
497,Schuh::N,靴,ikernuk
498,Schuh::N,靴,ateraasaq
499,Stiefel::N,ブーツ,kamik
500,Ring::N,輪,assammiu
501,Band::N,リボン,qilerutissiaq
502,Kamm::N,櫛,illaagutit
503,Kamm::N,櫛,illaajaatit pl.
504,Spiegel::N,鏡,tarrarsuut
505,Riemen::N,緒,allunaaq
506,Schnur::N,紐,kujaaq
507,Schnur::N,紐,allunaasaq
508,Leine::N,綱,aleq
509,Decke::N,掛け布団,qipik
510,Kissen::N,枕,akit
511,Tuch::N,スカーフ,qarlissiaq
512,Handtuch::N,タオル,allarut
513,Handtuch::N,タオル,allarterut
514,Kraft::N,力,pissak
515,Stärke::N,強さ,qerattarsaat
516,Gesundheit::N,健康,peqqisusseq
517,Krankheit::N,病気,nappaat
518,Schmerz::N,痛み,anniaat
519,Wunde::N,傷,iki
520,Fieber::N,熱,nappaat qanimanartoq
521,Arznei::N,薬,imigassaq
522,Brücke::N,橋,ikaartarfik
523,Brunnen::N,井戸,tissaluttuliaq
524,Weide::N,牧場,masarsuk
525,Pfad::N,小路,aqqut
526,Weg::N,道,aggerfik
527,Straße::N,街道,aqqusineq
528,Dorf::N,村,nunaqarfik
529,Stadt::N,町,illorpaat
530,Stadt::N,町,illorpalik
531,Stadt::N,都市,illorpaat
532,Stadt::N,都市,illorpalik
533,Brief::N,手紙,allagarsiaq
534,Buch::N,本,atuakkat
535,Buch::N,本,mappersagaq
536,Buchstabe::N,文字,naqinneq
537,Zeitung::N,新聞,aviisi
538,Leben::N,生活,inuussuseq
539,Tod::N,死,toqu
540,Tod::N,死,toquneq
541,Grab::N,墓,iliveq
542,Grab::N,墓,illissat
543,Kirche::N,教会,oqaluffik
544,Sünde::N,罪,ajorti
545,Gott::N,神,
546,Arbeiter::N,労働者,sulisoq
547,Chef::N,上司,ittoqut
548,Meister::N,達人,naalagaq
549,Meister::N,マイスター,naalagaq
550,Arzt::N,医者,katsorsaasoq
551,Lehrer::N,先生,ilinniartitsisoq
552,Geld::N,金,aningaasat
553,Geschäft::N,取り引き,niuertarfik
554,Laden::N,店,niuertarfik
555,Preis::N,値段,aki
556,Ware::N,商品,qaliata pii
557,Ware::N,商品,nioqqutissaq
558,Nutzen::N,利益,iluaqut
559,Reichtum::N,豊かさ,
560,Welt::N,世界,nunarsuaq
561,Land::N,国,nuna
562,Staat::N,国家,
563,König::N,国王,kunngi
564,Macht::N,権力,pissaassuseq
565,Grenze::N,国境,killik
566,Krieg::N,戦争,sorsunneq
567,Feind::N,敵,akeraq
568,Feind::N,敵,akerartorti
569,Feind::N,敵,qinngarsuisoq
570,Gewalt::N,暴力,
571,Kampf::N,戦い,sorsunneq
572,Bogen[Waffe]::N,弓,
573,Pfeil::N,矢,qalugiusaq
574,Gewehr::N,銃,aallaat
575,Fehler::N,間違い,kukkuneq
576,Fehler::N,間違い,paarlaappaa
577,Lüge::N,嘘,
578,Schaden::N,損害,
579,Unglück::N,不幸,perluut
580,Schuld::N,罪,akiitsugaq
581,Schuld::N,罪,akiligassaq
582,Alter::N,年,utoqqaq
583,Alter::N,年齢,utoqqaq
584,Schluss::N,終わり,isu
585,Zeit::N,時,ulloq
586,Zeit::N,時,akuttoqatigiinneq
587,Zeit::N,時間,ulloq
588,Zeit::N,時間,akuttoqatigiinneq
589,Tag::N,日,ulloq
590,Morgen::N,朝,ullaaq
591,Mittag::N,昼,ulloqeqqa
592,Abend::N,晩,unnuk
593,Abend::N,夕方,unnuk
594,Nacht::N,夜,unnuaq
595,Woche::N,週,sapaatip akunnera
596,Monat::N,月,qaammat
597,Jahr::N,年,ukioq
598,Frühling::N,春,upernaaq
599,Sommer::N,夏,aasaq
600,Herbst::N,秋,ukiaq
601,Winter::N,冬,ukioq
602,Januar::N,一月,siulleeq
603,Januar::N,一月,qaammaliaq
604,Februar::N,二月,aarlaat
605,März::N,三月,marsi
606,März::N,三月,martsi
607,April::N,四月,
608,Mai::N,五月,maaji
609,Juni::N,六月,juuni
610,Juli::N,七月,juuli
611,August::N,八月,aggusti
612,September::N,九月,septembari
613,Oktober::N,十月,oktobari
614,November::N,十一月,novembari
615,Dezember::N,十二月,detsembari
616,Montag::N,月曜日,ataasinngortoq
617,Dienstag::N,火曜日,marlunngorneq
618,Mittwoch::N,水曜日,pingasunngorneq
619,Donnerstag::N,木曜日,sisamanngorneq
620,Freitag::N,金曜日,tallimanngorneq
621,Samstag::N,土曜日,arfininngorneq
622,Sonntag::N,日曜日,sapaat
623,Sonntag::N,日曜日,sapaati
624,groß::A,大きい,angivoq
625,klein::A,小さい,mikivoq
626,lang::A,長い,takisooq
627,kurz::A,短い,naatsoq
628,breit::A,広い,silippoq
629,schmal::A,狭い,amitsoq
630,dicht::A,密な,torsusooq
631,dick[Gegenstand]::A,厚い,issuvoq
632,dick[Gegenstand]::A,厚い,issusooq
633,dünn::A,薄い,amitsoq
634,fein::A,細い,mamarpoq
635,fest::A,硬い,tangeqarpoq
636,flach::A,平らな,nalimmappoq
637,glatt::A,滑らかな,quasak
638,hart::A,堅い,mattusooq
639,hart::A,堅い,manngerpoq
640,hart::A,堅い,titeqquluppoq
641,weich::A,柔らかい,nerumaarpoq
642,rund::A,丸い,ammallorippoq
643,spitz::A,尖った,qummukujooq
644,scharf::A,鋭い,ipippoq
645,stumpf::A,鈍い,anngerpoq
646,schwer::A,重い,oqimaappoq
647,schön::A,綺麗な,kusanarpoq
648,heiß::A,熱い,kiappoq
649,warm::A,温かい,oqorpoq
650,kalt::A,寒い,issippoq
651,kalt::A,冷たい,issippoq
652,kühl::A,涼しい,pueqqortippoq
653,frisch::A,ひんやりした,
654,feucht::A,湿った,isugutavoq
655,feucht::A,湿った,qaasernarpoq
656,nass::A,濡れた,imerorpoq
657,trocken::A,乾いた,panerpoq
658,voll::A,いっぱいの,ulikkaarpoq
659,leer::A,空の,imaattuarpoq
660,offen::A,開いた,ammavoq
661,geschlossen::A,閉まった,matuvoq
662,sauber::A,清潔な,eqqippoq
663,sauber::A,清潔な,sukuluippoq
664,sauber::A,清潔な,ipeqanngilaq
665,schmutzig::A,汚い,tapappoq
666,schmutzig::A,汚い,minguppoq
667,roh::A,生の,aapavoq
668,reif::A,熟した,qaarulerpoq
669,lecker::A,美味しい,
670,süß::A,甘い,tungusunnippoq
671,bitter::A,苦い,qasilippoq
672,sauer::A,酸っぱい,
673,hell::A,明るい,qaamavoq
674,dunkel::A,暗い,qernerpoq
675,schwarz::A,黒い,qernerpoq
676,weiß::A,白い,qaqorpoq
677,rot::A,赤い,aappaluppoq
678,gelb::A,黄色い,sungaarpoq
679,blau::A,青い,tungujorpoq
680,grün::A,緑の,qorsooqqippoq
681,grau::A,灰色の,qaserpoq
682,bunt::A,色取り取りの,
683,billig::A,安い,akikippoq
684,teuer::A,高い,
685,wertvoll::A,貴重な,erlinnarpoq
686,blind::A,盲目の,tappiippoq
687,blind::A,盲目の,isigisaqanngilaq
688,taub::A,耳が聞こえない,tusilarpoq
689,kräftig::A,強力な,pissaq
690,kräftig::A,強力な,pissarsuaq
691,stark::A,強い,sanngivoq
692,schwach::A,弱い,nakuippoq
693,fett::A,太った,pualavoq
694,schlank::A,ほっそりした,tuappoq
695,hübsch::A,素敵な,aatsialaq
696,böse::A,悪い,ajorpoq
697,dumm::A,馬鹿な,taqajak
698,dumm::A,馬鹿な,sikkilluppoq
699,dumm::A,馬鹿な,qaatusimasaqanngilaq
700,faul::A,怠惰な,eqiasuppoq
701,faul::A,怠惰な,eqiattortuvoq
702,fleißig::A,勤勉な,eqiasuippoq
703,geizig::A,けちな,iasilaarpoq
704,geizig::A,けちな,tukkuippoq
705,klug::A,賢い,mallak
706,klug::A,賢い,ittanneq
707,klug::A,賢い,kutaappoq
708,klug::A,賢い,kuttaappoq
709,klug::A,賢い,qarasagippoq
710,klug::A,頭のいい,mallak
711,klug::A,頭のいい,ittanneq
712,klug::A,頭のいい,kutaappoq
713,klug::A,頭のいい,kuttaappoq
714,klug::A,頭のいい,qarasagippoq
715,geschickt::A,器用な,
716,lieb::A,愛らしい,akisooq
717,lustig::A,楽しい,piikulavoq
718,sanft::A,温和な,isumagippoq
719,hungrig::A,空腹の,kaappoq
720,hungrig::A,空腹の,perlilerpoq
721,krank::A,病気の,napparsimavoq
722,nackt::A,裸の,
723,traurig::A,悲しい,aliasuppoq
724,lebendig::A,生きた,uumavoq
725,gut::A,良い,ajunngilaq
726,schlecht::A,悪い,sualuppoq
727,schlecht::A,駄目な,sualuppoq
728,richtig::A,正しい,iluarpoq
729,schlimm::A,ひどい,amiilaarnarpoq
730,wahr::A,本当の,ilumoorpoq
731,alt::A,古い,pisoqaq
732,neu::A,新しい,nutaavoq
733,ehemalig::A,以前の,
734,alt[Lebewesen]::A,年を取った,utoqqaq
735,jung::A,若い,inuusuppoq
736,jung::A,若い,kingulliarsuk
737,arm::A,貧乏な,piillasoq
738,arm::A,貧乏な,piitsuuvoq
739,reich::A,裕福な,pisuuvoq
740,bekannt::A,有名な,
741,berühmt::A,有名な,tusaamasaq
742,fremd::A,見知らぬ,ajasoornarpoq
743,verschieden::A,色々な,allatut
744,verschieden::A,色々な,tamalaat
745,nah::A,近い,qanippoq
746,fern::A,遠い,ungasippoq
747,linker::A,左の,saamerleq
748,rechter::A,右の,innarluissut
749,anderer::A,別の,
750,erster::A,一番目,siulleq
751,zweiter::A,二番目,qataatsup tullia
752,dritter::A,三番目,pingajorarterut
753,letzter::A,最後の,kingulleq
754,allein::ADV,一人で,kisimiippoq
755,auf einmal::ADV,同時に,tassanngaannaq
756,zusammen::ADV,一緒に,attaasa
757,zusammen::ADV,一緒に,attarmik
758,lange::ADV,長い間,akuni
759,plötzlich::ADV,急に,tassanngaannaq
760,sofort::ADV,すぐに,erniinnaq
761,später::ADV,後で,kingorna
762,jetzt::ADV,今,maanna
763,jetzt::ADV,今,massakkut
764,heute::ADV,今日,ullumi
765,morgen::ADV,明日,aqagu
766,bald::ADV,間もなく,erniinnaq
767,dann::ADV,それから,taava
768,gestern::ADV,昨日,ippassaq
769,einst::ADV,過去に,ataatsimik
770,einst::ADV,過去に,ilaanni
771,damals::ADV,あの時,taamani
772,damals::ADV,あの時,taamanikkut
773,damals::ADV,あの時,taassumuunakkut
774,danach::ADV,その後で,taava
775,vorher::ADV,以前に,siornagut
776,zuerst::ADV,まず,
777,zuerst::ADV,最初に,
