,Concept_ID,kv,ml
625,jetzt::ADV,ӧні,ഇപ്പോൾ
626,heute::ADV,талун,ഇന്ന്
627,morgen::ADV,ашын,നാളെ
628,bald::ADV,чожа,ഉടനെ
629,dann::ADV,сыбӧрын,അപ്പോൾ
630,gestern::ADV,тӧн,ഇന്നലെ
631,einst::ADV,ӧтпыр,പണ്ടൊരിക്കല്
632,damals::ADV,сэк,അപ്പോൾ
633,damals::ADV,сэки,അപ്പോൾ
634,danach::ADV,сэсся,പിന്നീട്
635,vorher::ADV,одзжык,മുൻപ്
636,zuerst::ADV,наперво,ആദ്യം
637,einmal::ADV,ӧтпыр,ഒരിക്കൽ
638,manchmal::ADV,мукӧдпыр,ചിലപ്പോൾ
639,oft::ADV,-лы-,പലപ്പോഴും
640,immer::ADV,быдпыр,എപ്പോഴും
641,immer::ADV,быдпырся,എപ്പോഴും
642,niemals::ADV,некӧр,ഒരിക്കലും
643,hier::ADV,татӧн,ഇവിടെ
644,hierhin::ADV,татчӧ,ഇവിടേക്ക്
645,von hier::ADV,тасянь,ഇവിടെനിന്ന്
646,dort::ADV,сэтӧн,അവിടെ
647,dorthin::ADV,сэтчин,അവിടേക്ക്
648,geradeaus::ADV,веськыта,മുമ്പിൽ
649,geradeaus::ADV,веськыта,മുമന്നോട്ട്
650,vorwärts::ADV,одзӧ,മുന്നോട്ട്
651,rückwärts::ADV,бӧр,തലതിരിച്ച്
652,zurück::ADV,бӧр,പുറകിലേക്ക്
653,unten::ADV,увтын,താഴെ
654,hinab::ADV,увтас,താഴേക്ക്
655,oben::ADV,вевдӧрас,മുകളിൽ
656,hinauf::ADV,вывлань,മുകളിൽ
657,hinauf::ADV,вывланьӧ,മുകളിൽ
658,überall::ADV,быдлан,എല്ലായിടത്തും
659,nicht::ADV,ог,ഇല്ല
660,ein wenig::ADV,-ышт,കുറച്ച്
661,ein wenig::ADV,невна,കുറച്ച്
662,kaum::ADV,ӧдва,കഷ്ടിച്ച്
663,sehr::ADV,вывтi,വളരെ
664,so::ADV,сiдз,അങ്ങനെ
665,noch::ADV,эшӧ,ഇപ്പോഴും
666,nur::ADV,только,മാത്രം
667,schon::ADV,ни,നേരത്തേ തന്നെ
668,wieder::ADV,бӧра,വീണ്ടും
669,vergebens::ADV,весись,വിഫല
670,vor::PRP,одзас,മുമ്പിൽ
671,hinter::PRP,бӧрӧ,പുറകിൽ
672,unter::PRP,увтын,കീഴിൽ
673,durch::PRP,пыр,ഉള്ളിലൂടെ
674,neben::PRP,бокам,അടുത്ത്
675,neben::PRP,боксиным,അടുത്ത്
676,zwischen::PRP,коласас,ഇടയ്ക്ക്
677,wegen::PRP,понда,നിമിത്തം
678,dies::PRN,эта,ഇത്
679,das::PRN,сiя,അത്
680,alles::PRN,быдӧс,എല്ലാം
681,ich::PRN,ме,ഞാൻ
682,du::PRN,тэ,നിങ്ങൾ
683,er::PRN,сiя,അദ്ദേഹം
684,er::PRN,сiя,അയാൾ
685,er::PRN,сiя,അവൻ
686,er::PRN,сiя,അവർ
687,er::PRN,сiя,അവൾ
688,wir::PRN,мийӧ,നമ്മൾ
689,ihr::PRN,ті,നിങ്ങൾ
690,sie::PRN,нія,അവർ
691,was::FPRN,мый,എന്ത്
692,wer::FPRN,кин,ആര്
693,wo::FADV,кытӧн,എവിടെ
694,wohin::FADV,кытчӧ,എവിടേക്ക്
695,wie::FADV,дзик,എങ്ങനെ
696,warum::FADV,мыля,എന്തുകൊണ്ട്
697,warum::FADV,мыйсянь,എന്തുകൊണ്ട്
698,wieviel::FNUM,мымда,എത്ര
699,eins::NUM,ӧт,ഒന്ന്
700,zwei::NUM,кык,രണ്ട്
701,drei::NUM,куим,മൂന്ന്
702,vier::NUM,нёль,നാല്
703,fünf::NUM,вит,അഞ്ച്
704,sechs::NUM,квать,ആറ്
705,sieben::NUM,сизим,ഏഴ്
706,acht::NUM,кыкьямыс,എട്ട്
707,neun::NUM,ӧкмыс,ഒമ്പത്
708,zehn::NUM,дас,പത്ത്
709,elf::NUM,дасотік,പതിനൊന്ന്
710,zwölf::NUM,даскык,പന്ത്രണ്ട്
711,zwanzig::NUM,кыкдас,ഇരുപത്
712,dreißig::NUM,куимдас,മുപ്പത്
713,vierzig::NUM,нёльдас,നാൽപ്പത്
714,fünfzig::NUM,витдас,അൻപത്
715,sechzig::NUM,кватьдас,അറുപത്
716,siebzig::NUM,сизимдас,എഴുപത്
717,achtzig::NUM,кыкьямысдас,എൺപത്
718,neunzig::NUM,ӧкмысдас,തൊണ്ണൂറ്
719,hundert::NUM,сто,നൂറ്
720,tausend::NUM,тысяча,ആയിരം
721,und::CNJ,и,ഉം
722,und::CNJ,да,ഉം
723,oder::CNJ,или,അഥവാ
724,stehen::V,сулавны,നിൽക്കുക
725,sitzen::V,пукавны,ഇരിക്കുക
726,liegen::V,куйлыны,കിടക്കുക
727,hängen::V,ӧшавны,തൂങ്ങുക
728,werden::V,лоны,ആയിത്തീരുക
729,passieren::V,аркмыны,സംഭവിക്കുക
730,beginnen::V,петны,ആരംഭിക്കുക
731,enden::V,-сь,അവസാനിപ്പിക്കുക
732,enden::V,бырны,അവസാനിപ്പിക്കുക
733,wechseln::V,вежсьыны,മാറ്റുക
734,aufgehen[Sonne]::V,петавны,ഉയരുക
735,untergehen[Sonne]::V,пуксьыны,അടുക്കി_വയ്ക്കുക
736,scheinen[Sonne]::V,югьявны,പ്രകാശിക്കുക
737,donnern::V,гымавны,ഇടിവെട്ടുക
738,wehen::V,пӧлявны,വീശുക
739,strömen::V,киссьыны,ഒഴുകുക
740,fließen::V,визывтны,ഒഴുകുക
741,sich drehen::V,бергавны,ചുറ്റുക
742,sich drehen::V,бергавны,കറക്കുക
743,schwanken::V,кӧвьясьны,ഇരുവശത്തേയ്ക്കും_ആടുക
744,schwingen::V,дюттясьны,ആടുക
745,fallen::V,усьны,വീഴുക
746,brennen::V,сотчыны,കത്തുക
747,rauchen::V,тшынасьны,പുകയുക
748,regnen::V,зэрны,മഴ_പെയ്യുക
749,gefrieren::V,гегдыны,തണത്ത്_മരവിക്കുക
750,tauen::V,сывны,അലിയുക
751,schmelzen::V,сывны,ഉരുകുക
752,trocknen::V,косьмыны,വരളുക
753,sieden::V,пизьны,തിളപ്പിക്കുക
754,faulen::V,нёльзьыны,ചീയുക
755,verfaulen::V,тӧрмыны,അഴുകുക
756,verfaulen::V,сiсьмыны,അഴുകുക
757,reißen::V,косясьны,ശബ്ദത്തോടെ_മുറിയുക
758,versinken::V,вӧйны,മുക്കുക
759,vergehen::V,мунны,കടന്നുപോകുക
760,erscheinen::V,мыччисьны,പ്രത്യക്ഷപ്പെടുക
761,verschwinden::V,ӧшны,അദൃശ്യമാകുക
762,sinken::V,ямны,താഴുക
763,abnehmen::V,ямны,കുറിയുക
764,zunehmen::V,паськавны,വർദ്ധിക്കുക
765,steigen::V,лэбтiсьны,ഉയരുക
766,wachsen::V,быдмыны,വളരുക
767,glänzen::V,свиттявны,മിന്നുക
768,funkeln::V,югйовтлыны,തിളങ്ങുക
769,funkeln::V,югйӧв-керны,തിളങ്ങുക
770,lärmen::V,чавзыны,ശബ്ദമുണ്ടാക്കുക
771,läuten::V,диньгыны,മണിമുഴങ്ങുക
772,klingeln::V,силькӧтны,ചിലമ്പുക
773,klirren::V,жольӧтны,കിലുക്കുക
774,brausen::V,гуасьны,മുഴങ്ങുക
775,rauschen::V,кышӧтны,അനങ്ങുക
776,klingen::V,горавны,മുഴക്കുക
777,bellen::V,увтны,കുരയ്ക്കുക
778,bellen::V,вувтны,കുരയ്ക്കുക
779,heulen::V,уннявны,ഓരിയിടുക
780,blasen::V,пӧлявны,ഊതുക
781,pfeifen::V,пиксыны,വിസിലടിക്കുക
782,schreien::V,айзыны,ആക്രോശിക്കുക
783,stöhnen::V,ойзыны,അരക്കം
784,stöhnen::V,ойзыны,ആർത്തനാദം
785,stöhnen::V,ружтыны,അരക്കം
786,stöhnen::V,ружтыны,ആർത്തനാദം
787,zittern::V,легьявны,വിറയ്ക്കുക
788,leben::V,овны,താമസിക്കുക
789,geboren werden::V,шогмыны,ജനിക്കുക
790,atmen::V,лолавны,ശ്വസിക്കുക
791,trinken::V,юны,കുടിക്കുക
792,essen::V,сёйны,കഴിക്കുക
793,schlucken::V,ньылавны,വിഴുങ്ങുക
794,müde werden::V,мыдзны,ക്ഷീണിക്കുക
795,einschlafen::V,ланьтны,നിദ്രിക്കുക
796,schlafen::V,узьны,ഉറങ്ങുക
797,aufwachen::V,саймыны,ഉണരുക
798,aufwachen::V,пальмыны,ഉണരുക
799,aufstehen::V,сувтны,എഴുന്നേൽക്കുക
800,sich erholen::V,шоччисьлыны,വിശ്രമിക്കുക
801,krank werden::V,моржитны,ദീനംപിടിക്കുക
802,krank sein::V,шогавны,രോഗികളാകുക
803,krank sein::V,визьӧтны,രോഗികളാകുക
804,schmerzen::V,висьны,വേദനിക്കുക
805,husten::V,кашляйтны,ചുമയ്ക്കുക
806,genesen::V,бурдны,സുഖപ്പെടുക
807,sterben::V,кувны,മരിക്കുക
808,umkommen::V,вийсьыны,മരിക്കുക
809,sich bewegen::V,локны,സ്ഥലം_മാറുക
810,sich bewegen::V,ветлӧтны,സ്ഥലം_മാറുക
811,sich rühren::V,вӧрзьӧтчыны,ചലിക്കുക
812,sich erheben::V,сувтны,നിൽക്കുക
813,sich setzen::V,пуксьыны,ഇരിക്കുക
814,hinfallen::V,пӧрласьны,വീഴുക
815,laufen::V,мунны,നടക്കുക
816,schreiten::V,тальччавны,നടക്കുക
817,spazierengehen::V,котрасьны,ഉലാത്തുക
818,eilen::V,тэрмасьны,പാഞ്ഞെത്തുക
819,sich beeilen::V,тэрмасьны,തിരിക്കുകൂട്ടുക
820,sich beeilen::V,тэрмасьны,തിടുക്കം_കാട്ടുക
821,sausen::V,вирдавны-котӧртны,കുതിക്കുക
822,springen::V,чеччавны,ചാടുക
823,klettern::V,кышасьны,കയറുക
824,schaukeln::V,чурликасьны,ഇളകുക
825,kriechen::V,кыскасьны-мунны,പതുങ്ങികയറുക
826,schwimmen::V,вартчыны,നീന്തുക
827,tauchen::V,сунгисьны ваӧ,വെള്ളത്തിലേക്ക് ചാടുക
828,rudern::V,сынны,തുഴയുക
829,fahren::V,мунны,വാഹനം ഓടിക്കുക
830,fliegen::V,лэбавны,പറക്കുക
831,gehen::V,мунны,പോകുക
832,weggehen::V,мунны,വിടുക
833,abfahren::V,иньдӧтчыны,പുറപ്പെടുക
834,abfahren::V,мунны,പുറപ്പെടുക
835,anhalten::V,сувтны,നിർത്തുക
836,hineingehen::V,пырны,പ്രവേശിക്കുക
837,eintreten::V,пырны,പ്രവേശിക്കുക
838,kommen::V,локны,വരുക
839,ankommen::V,локны,എത്തിച്ചേരുക
840,zurückkommen::V,бертны,തിരിച്ചു വരുക
841,zurückkommen::V,панӧвтсьыны,തിരിച്ചു വരുക
842,bleiben::V,кольччыны,തുടരുക
843,warten::V,видзчисьны,കാത്തിരിക്കുക
844,erwarten::V,видзчисьны,പ്രതീക്ഷിക്കുക
845,suchen::V,кошшыны,തിരയുക
846,finden::V,адззыны,കണ്ടെത്തുക
847,versuchen::V,пондыны,ശ്രമിക്കുക
848,versuchen::V,пондӧтны,ശ്രമിക്കുക
849,vorbereiten::V,лӧсьӧтны,തയ്യാറെടുക്കുക
850,lieben::V,милуйтны,സ്നേഹിക്കുക
851,mögen::V,радейтны,ഇഷ്ടപ്പെടുക
852,lachen::V,серавны,ചിരിക്കുക
853,rühren::V,сьӧлӧм вӧрзьӧтны,ഹൃദയം സ്പർശിക്കുക
854,weinen::V,горзыны,തേങ്ങുക
855,schimpfen::V,видчыны,പിറുപിറുക്കുക
856,sich ärgern::V,лёкавны,കോപിക്കുക
857,sich fürchten::V,повны,പേടിക്കുക
858,fürchten::V,повны,പേടിക്കുക
859,fliehen::V,пышшыны,രക്ഷപ്പെടുക
860,flüchten::V,пышшыны,രക്ഷപ്പെടുക
861,sehen::V,адззыны,കാണുക
862,anschauen::V,видзӧтны,നോക്കുക
863,ansehen::V,видзӧтны,നോക്കുക
864,hören::V,кывны,കേൾക്കുക
865,zuhören::V,кывзыны,ശ്രദ്ധിക്കുക
866,probieren::V,пешлыны,രുചിയുള്ളതായി_തോന്നുക
867,riechen::V,дукавны,മണത്തു_നോക്കുക
868,fühlen::V,кывны,സ്പർശിച്ചറിയുക
869,scheinen::V,декуйтчыны,കാണപ്പെടുക
870,zu sehen sein::V,тыдавны,വെളിച്ചപ്പെടുക
871,vernehmen::V,тӧдмавны,കേൾക്കുക
872,frieren::V,гегдыны,വിറയ്ക്കുക
873,tun::V,керны,ചെയ്യുക
874,können::V,вермыны,കഴിയുക
875,wollen::V,мӧдны,വേണുക
876,anfangen::V,петны,തുടങ്ങുക
877,beenden::V,ештӧтны,പൂർത്തിയാക്കുക
878,beenden::V,керыштны,പൂർത്തിയാക്കുക
879,aufhören::V,дугдыны,നിർത്തുക
880,gelingen::V,шогмыны,വിജയിക്കുക
881,geraten::V,мыччисьны,പരിണമിക്കുക
882,öffnen::V,осьтны,തുറക്കുക
883,schließen::V,пӧднавны,അടയ്ക്കുക
884,stellen::V,сувтӧтны,വയ്ക്കുക
885,setzen::V,пуксьӧтны,വയ്ക്കുക
886,legen::V,пуктыны,ഇടുക
887,berühren::V,вӧрзьӧтны,തൊടുക
888,verbinden::V,йитны,ഘടിപ്പിക്കുക
889,bedecken::V,вевттьыны,മുടുക
890,aufhängen::V,ӧшӧтны,കെട്ടിതൂക്കുക
891,anzünden::V,ӧзтыны,കത്തിക്കുക
892,aufheben::V,лэбтыны,പെറുക്കിയെടുക്കുക
893,zurücklassen::V,кольны,വച്ചുപോരുക
894,verlieren::V,ӧштыны,നഷ്ടപ്പെടുക
895,fallen lassen::V,уськӧтны,വീഴ്ത്തുക
896,machen::V,керны,ഉണ്ടാക്കുക
897,herstellen::V,вӧчны,ഉൽപാദിപ്പിക്കുക
898,bauen::V,строитны,നിർമ്മിക്കുക
899,reparieren::V,вочны,നന്നാക്കുക
900,verbessern::V,бурсьӧтны,മെച്ചപ്പെടുക
901,ändern::V,вежны,മാറ്റംവരുത്തുക
902,graben::V,гарйыны,കുഴിക്കുക
903,beugen::V,кусіньтны,വണങ്ങുക
904,biegen::V,чукыльтыштны,കുനിയുക
905,drehen::V,бергӧтны,തിരിക്കുക
906,wenden::V,бергӧтны,തിരിയുക
907,umdrehen::V,бергӧтны,തിരിയുക
908,heben::V,лэбтыны,ഉയർത്തുക
909,hochheben::V,лэбтыны,ഉയർത്തുക
910,ergreifen::V,кватитны,ബലമായി_പിടിക്കുക
911,halten::V,видзны,പിടിക്കുക
912,drücken::V,личкыны,അമർത്തുക
913,schieben::V,тойлавны,തള്ളുക
914,kratzen::V,шаркӧтны,ചുരണ്ടുക
915,lecken::V,нювны,നക്കുക
916,beißen::V,йирны,കടിക്കുക
917,abreißen::V,орӧтны,കീറിക്കളയുക
918,abschneiden::V,шӧрыштны,മുറിച്ചുമാറ്റുക
919,abschneiden::V,вундыштны,മുറിച്ചുമാറ്റുക
920,binden::V,гӧрдззыны,കെട്ടുക
921,stecken::V,мӧртны,തുളയ്ക്കുക
922,brechen::V,жугдыны,ഉടയുക
923,klopfen::V,зукӧтны,തട്ടുക
924,hauen::V,желльыны,അടിക്കുക
925,kleben::V,лякӧтны,ഒട്ടിക്കുക
926,reiben::V,зыртны,തിരുമ്മിത്തുടയ്ക്കുക
927,streichen::V,мавтны,പടർത്തുക
928,schleifen::V,кыскыны,പൊടിക്കുക
929,schneiden::V,вундавны,മുറിക്കുക
930,rütteln::V,шатлавны,മുട്ടുക
931,schütteln::V,зыбӧтны,കുലുക്കുക
932,schwenken::V,ӧвтны,ആടുക
933,schwenken::V,макайтны,ആടുക
934,schütten::V,кисьтны,ഒഴിക്കുക
935,füllen::V,тыртны,നിറയ്ക്കുക
936,füllen::V,тырсьӧтны,നിറയ്ക്കുക
937,einwickeln::V,тубны,പൊതിയുക
938,tragen::V,новйӧтны,വഹിക്കുക
939,schleppen::V,кыскыны,വലിച്ചിഴയ്ക്കുക
940,ziehen::V,кыскыны,വലിക്കുക
941,aufbewahren::V,видзны,വയ്ക്കുക
942,werfen::V,шентывлыны,എറിയുക
943,fangen::V,кутны,പിടിക്കുക
944,packen::V,кутасьны,തട്ടിപ്പറിക്കുക
945,packen::V,кватитны,തട്ടിപ്പറിക്കുക
946,verstecken::V,дзебны,മറയ്ക്കുക
947,teilen::V,торйӧтны,വിഭജിക്കുക
948,schicken::V,иньдыны,അയയ്ക്കുക
949,bringen::V,вайны,കൊണ്ടുവരുക
950,hinzufügen::V,содтыны,കൂട്ടുക
951,bekommen::V,получитны,കിട്ടുക
952,erhalten::V,получитны,സ്വീകരിക്കുക
953,nehmen::V,босьтны,എടുക്കുക
954,wählen::V,бӧрйыны,തിരഞ്ഞെടുക്കുക
955,auswählen::V,бӧрйыны,തിരഞ്ഞെടുക്കുക
956,bewahren::V,видзны,പുലർത്തുക
957,behindern::V,падтыны,തടയിടുക
958,verderben::V,изводавны,നശിപ്പിക്കുക
959,beschädigen::V,паздыны,ക്ഷതമേൽപ്പിക്കുക
960,zerbrechen::V,паздыны,ഉടയുക
961,zerreißen::V,косявны,കീറുക
962,zerstören::V,паздыны,നശിപ്പിക്കുക
963,verbrennen::V,сотны,കത്തിനശിക്കുക
964,verbrennen::V,сотны,കത്തിച്ചുകളയുക
965,geben::V,сетны,കൊടുക്കുക
966,geben::V,сетны,തരുക
967,reichen::V,сетны,കൈമാറുക
968,schenken::V,козьнавны,സമ്മാനം കൊടുക്കുക
969,versprechen::V,кӧсйыны,വാഗ്ദാനം_നൽകുക
970,wünschen::V,бурсьыны,ആഗ്രഹിക്കുക
971,loben::V,ошкыны,പുകഴ്ത്തുക
972,küssen::V,окавны,ഉമ്മവയ്ക്കുക
973,wiegen::V,тюттьӧтны,ഇളകുക
974,zudecken::V,вевттьыны,മുടുക
975,wecken::V,саймӧтны,ഉണർത്തുക
976,zeigen::V,мыччавны,കാണിക്കുക
977,führen::V,нуӧтны,നടത്തുക
978,lehren::V,велӧтны,പഠിപ്പിക്കുക
979,unterrichten::V,велӧтны,പരിശീലിപ്പിക്കുക
980,aufziehen::V,быдтыны,വളർത്തിക്കൊണ്ടുവരുക
981,leiten::V,юравны,നയിക്കുക
982,leiten::V,веськӧтлыны,നയിക്കുക
983,antreiben::V,тэрмӧтны,പ്രേരിപ്പിക്കുക
984,lassen::V,-ӧтыны,അനുവദിക്കുക
985,einladen::V,корны,ക്ഷണിക്കുക
986,vereinigen::V,ӧтувтны,കൂടിച്ചേരുക
987,vereinigen::V,ӧтлаавны,കൂടിച്ചേരുക
988,besuchen::V,пыравлыны,സന്ദർശിക്കുക
989,treffen::V,пантавны,തമ്മിൽ കാണുക
990,sich versammeln::V,ӧксьыны,സംയോജിപ്പിക്കുക
991,spielen::V,орсны,കളിക്കുക
992,singen::V,сьывны,പാടുക
993,tanzen::V,йӧктыны,നൃത്തം ചെയ്യുക
994,sich trennen::V,торьясьны,നേർപെടുത്തുക
995,verlassen::V,кольны,പിൻവാങ്ങുക
996,retten::V,мынтны,രക്ഷിക്കുക
997,bewachen::V,смекайтны,കാവൽനിൽക്കുക
998,schützen::V,дорйыны,പരിരക്ഷിക്കുക
999,verteidigen::V,дорйыны,പ്രതിരോധിക്കുക
1000,sich schlagen::V,тышкасьны,കലഹിക്കുക
1001,schießen::V,лыйны,വെടിവെക്കുക
1002,siegen::V,вермыны,വിജയിക്കുക
1003,ärgern::V,лӧгӧтны,വിഷമിപ്പിക്കുക
1004,schlagen::V,базнитны,അടിക്കുക
1005,treten::V,чужьявны,തൊഴിക്കുക
1006,stechen::V,бытшкыны,കുത്തുക
1007,stoßen::V,тапкыны,തള്ളുക
1008,stoßen::V,тойыштны,തള്ളുക
1009,stehlen::V,гусявны,മോഷ്ടിക്കുക
1010,stören::V,костіавны,ശല്യപ്പെടുത്തുക
1011,belästigen::V,назыляйтны,മെനക്കെടുക
1012,verbergen::V,дзебны,മറയ്ക്കുക
1013,verbergen::V,дзебны,ഒളിക്കുക
1014,täuschen::V,бӧбӧтны,കബളിപ്പിക്കുക
1015,täuschen::V,пӧрьявны,കബളിപ്പിക്കുക
1016,betrügen::V,муклачитны,ചതിക്കുക
1017,töten::V,вийны,കൊല്ലുക
1018,wohnen::V,овны,താമസിക്കുക
1019,arbeiten::V,уджавны,ജോലിചെയ്യുക
1020,sammeln::V,ӧктыны,സഞ്ചയിക്കുക
1021,pflücken::V,судзлавны,പറിച്ചെടുക്കുക
1022,jagen::V,вӧравны,വേട്ടയാടുക
1023,fischen::V,чериавны,മീൻ പിടിക്കുക
1024,fassen::V,кутны,പിടിക്കുക
1025,hüten::V,вердны,ചേർക്കുക
1026,hüten::V,йирсьӧтны,ചേർക്കുക
1027,treiben::V,вашӧтны,വാഹനം_ഓടിക്കുക
1028,anbinden::V,кӧртавны,കെട്ടിയിടുക
1029,füttern::V,вердны,തീറ്റുക
1030,melken::V,высьтыны,പാലുകറക്കുക
1031,melken::V,чилькӧтны,പാലുകറക്കുക
1032,hacken::V,керавны,വെട്ടിമുറിക്കുക
1033,gießen::V,киськавны,നനയ്ക്കുക
1034,reifen::V,кисьмыны,പാകമാകുക
1035,zubereiten::V,лӧсьӧтны,പാചകം_ചെയ്യുക
1036,kochen::V,пуны,വേവിക്കുക
1037,backen::V,пӧжавны,ബേക്ക് ചെയ്യുക
1038,braten::V,жаритны,പോരിക്കുക
1039,umrühren::V,соравны,ഇളക്കുക
1040,stricken::V,домавны,മെടയുക
1041,nähen::V,вурны,തുന്നുക
1042,färben::V,краситны,ചായം പൂശുക
1043,reinigen::V,весӧтны,വൃത്തിയാക്കുക
1044,waschen::V,пеславны,കഴുകുക
1045,abwischen::V,чышкыны,തുടയ്ക്കുക
1046,spülen::V,гывьявны,കഴുകുക
1047,fegen::V,чышкыны,അടിച്ചുവാരുക
1048,kehren::V,чышкыны,അടിച്ചുവാരുക
1049,baden::V,купайтчыны ,നീന്തിത്തുടിക്കുക
1050,sich waschen::V,миссьыны,കഴുകുക
1051,ausziehen::V,гыжтӧтны,ഇഴുക്കുക
1052,ausziehen::V,пӧрччавны,ഇഴുക്കുക
1053,anziehen::V,пасьтавны,ഉടുക്കുക
1054,sich anziehen::V,пасьтасьны,ധരിച്ച നേടുകയുക
1055,kämmen::V,сынавны,മുടിചീകുക
1056,schmücken::V,баситны,അലങ്കരിക്കുക
1057,sagen::V,висьтавны,പറയുക
1058,sprechen::V,шуны,സംസാരിക്കുക
1059,reden::V,баитны,സംസാരിക്കുക
1060,sich unterhalten::V,сёрнитны,നർമ്മസല്ലാപം നടത്തുക
1061,fragen::V,юавны,ചോദിക്കുക
1062,bitten::V,корны,അപേക്ഷിക്കുക
1063,erzählen::V,висьтавны,പറയുക
1064,mitteilen::V,висьтавны,അറിയിക്കുക
1065,nennen::V,нимтны,പേരിടുക
1066,rufen::V,китсавны,വിളിക്കുക
1067,rufen::V,корны,വിളിക്കുക
1068,rufen::V,чукӧстны,വിളിക്കുക
1069,prahlen::V,ошшасьны,പൊങ്ങച്ചം പറയുക
1070,übersetzen::V,вуджӧтны,പരിഭാഷപ്പെടുത്തുക
1071,denken::V,чайтны,ചിന്തിക്കുക
1072,glauben::V,веритны,വിശ്വസിക്കുക
1073,bemerken::V,казявны,ശ്രദ്ധിക്കുക
1074,erkennen::V,тӧдсавны,തിരിചറിയുക
1075,begreifen::V,вежӧртны,കൈപ്പിടിയിലാക്കുക
1076,verstehen::V,кывны,മനസ്സിലാക്കുക
1077,lernen::V,велӧтчыны,പഠിക്കുക
1078,wissen::V,тӧдны,അറിയുക
1079,sich erinnern an::V,касьтывны,ഓർമിക്കുക
1080,vergessen::V,вунӧтны,മറക്കുക
1081,messen::V,меряйтны,അളക്കുക
1082,zählen::V,лыддьыны,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1083,rechnen::V,лыддьыны,ഗണിക്കുക
1084,lesen::V,лыддьӧтны,വായിക്കുക
1085,zeichnen::V,гижмавны,വരയ്ക്കുക
1086,schreiben::V,гижны,എഴുതുക
1087,besitzen::V,лоны,സ്വന്തമാക്കുക
1088,kaufen::V,небны,വാങ്ങുക
1089,verkaufen::V,вузавны,വിൽക്കുക
1090,bezahlen::V,вештыны,പരിഹാരം ചെയ്യുക
1091,zahlen::V,вештыны,പണം അടയ്ക്കുക
1092,ertragen::V,терпитны,താങ്ങുക
1093,Insel::N,,ദ്വീപ്
1094,Menge::N,,അളവ്
1095,Gewalt::N,,അക്രമം
1096,Alter::N,,വയസ്സ്
1097,richtig::A,,ശരിയായ
1098,wahr::A,,ശരിയായ
1099,berühmt::A,,പ്രശസ്തനായ
1100,allein::ADV,,തനിച്ചുള്ള
1101,rennen::V,,ഓടുക
1102,malen::V,,ചിത്രം വരയ്ക്കുക
1103,beherrschen::V,,ഭരിക്കുക
