,Concept_ID,,cy
91,Schaum::N,,ewyn
92,Schmutz::N,,baw
93,Schmutz::N,,budreddi
94,See::N,,llyn
95,Sumpf::N,,cors
96,Moor::N,,rhos
97,Wiese::N,,dôl
98,Wald::N,,coedwig
99,Hügel::N,,bryn
100,Anhöhe::N,,bryn
101,Berg::N,,mynydd
102,Gipfel::N,,copa
103,Höhle::N,,ogof
104,Abhang::N,,llethr
105,Quelle::N,,tarddiad
106,Quelle::N,,ffynhonnell
107,Bach::N,,nant
108,Bach::N,,afonig
109,Bach::N,,cornant
110,Fluss::N,,afon
111,Ufer::N,,glan
112,Küste::N,,traeth
113,Küste::N,,arfordir
114,Festland::N,,tir
115,Meer::N,,môr
116,Bucht::N,,bae
117,Insel::N,,ynys
118,Blume::N,,blodyn
119,Gras::N,,glaswellt
120,Wurzel::N,,gwreiddyn
121,Baum::N,,coeden
122,Stamm::N,,colfen
123,Stamm::N,,boncyff
124,Rinde::N,,rhisgl
125,Ast::N,,cangen
126,Zweig::N,,cainc
127,Zweig::N,,cangen
128,Blatt::N,,deilen
129,Birke::N,,bedwen
130,Kiefer[Baum]::N,,pinwydden
131,Weide[Baum]::N,,helygen
132,Tanne::N,,ffynidwydden
133,Horn::N,,corn
134,Feder::N,,plufyn
135,Fell::N,,ffwr
136,Flügel::N,,adain
137,Klaue::N,,crafanc
138,Kralle::N,,ewin
139,Schwanz::N,,cwt
140,Schwanz::N,,cynffon
141,Ei::N,,wy
142,Nest::N,,nyth
143,Bau::N,,ffau
144,Tier::N,,anifail
145,Herde::N,,praidd
146,Herde::N,,diadell
147,Kuh::N,,buwch
148,Bulle::N,,tarw
149,Pferd::N,,ceffyl
150,Schaf::N,,dafad
151,Schwein::N,,mochyn
152,Hund::N,,ci
153,Katze::N,,cath
154,Bär::N,,arth
155,Eichhörnchen::N,,gwiwer
156,Elch::N,,elc
157,Fuchs::N,,cadno
158,Hase::N,,ysgyfarnog
159,Maus::N,,llygoden
160,Wolf::N,,blaidd
161,Vogel::N,,aderyn
162,Schwarm::N,,haid
163,Huhn::N,,cyw
164,Hahn::N,,ceiliog
165,Gans::N,,gŵydd
166,Adler::N,,eryr
167,Ente::N,,hwyad
168,Eule::N,,tylluan
169,Kranich::N,,garan
170,Kranich::N,,crychydd
171,Krähe::N,,brân
172,Kuckuck::N,,cog
173,Kuckuck::N,,cwcw
174,Schwan::N,,alarch
175,Fisch::N,,pysgod
176,Barsch::N,,draenog
177,Hecht::N,,penhwyad
178,Schlange[Tier]::N,,neidr
179,Wurm::N,,abwydyn
180,Wurm::N,,pryf genwair
181,Spinne::N,,cor
182,Spinne::N,,pryf copyn
183,Ameise::N,,morgrugyn
184,Laus::N,,lleuen
185,Mücke::N,,gwybedyn
186,Fliege::N,,cleren
187,Schmetterling::N,,glöyn byw
188,Schmetterling::N,,iâr fach yr haf
189,Beere::N,,aeronen
190,Apfel::N,,afal
191,Pilz::N,,madarch
192,Zwiebel::N,,nionyn
193,Zwiebel::N,,winwnsyn
194,Saat::N,,had
195,Korn::N,,grawn
196,Heu::N,,gwair
197,Schale::N,,croen
198,Schale::N,,plisgyn
199,Grube::N,,pwll
200,Grube::N,,pydew
201,Falle::N,,magl
202,Schlinge::N,,cwlwm rhedeg
203,Spur::N,,ôl
204,Asche::N,,lludw
205,Dreck::N,,baw
206,Dreck::N,,budreddi
207,Eisen::N,,haearn
208,Gold::N,,aur
209,Silber::N,,arian
210,Kohle::N,,glo
211,Glas::N,,gwydr
212,Lehm::N,,clai
213,Sand::N,,tywod
214,Mensch::N,,dyn
215,Mann::N,,dyn
216,Frau::N,,merch
217,Frau::N,,gwraig
218,Kind::N,,plentyn
219,Junge::N,,hogyn
220,Junge::N,,bachgen
221,Mädchen::N,,merch
222,Mädchen::N,,geneth
223,Familie::N,,teulu
224,Familie::N,,tylwyth
225,Großvater::N,,taid
226,Großvater::N,,tad-cu
227,Großmutter::N,,nain
228,Großmutter::N,,mam-gu
229,Eltern::N,,rhieni
230,Vater::N,,tad
231,Mutter::N,,mam
232,Sohn::N,,mab
233,Tochter::N,,merch
234,Bruder::N,,brawd
235,Schwester::N,,chwaer
236,Onkel::N,,ewythr
237,Tante::N,,modryb
238,Ehemann::N,,gŵr
239,Ehefrau::N,,gwraig
240,Freude::N,,gorfoledd
241,Gelächter::N,,chwerthin
242,Glück::N,,hapusrwydd
243,Kummer::N,,galar
244,Wunsch::N,,dymuniad
245,Lust::N,,chwant
246,Geist::N,,ysbryd
247,Gedanke::N,,meddwl
248,Gedächtnis::N,,cof
249,Verstand::N,,meddwl
250,Sinn::N,,ystyr
251,Grund::N,,achos
252,Grund::N,,rheswm
253,Wahrheit::N,,gwir
254,Wahrheit::N,,gwirionedd
255,Gespräch::N,,sgwrs
256,Märchen::N,,chwedl werin
257,Erzählung::N,,stori
258,Nachricht::N,,neges
259,Neuigkeit::N,,newydd
260,Name::N,,enw
261,Rätsel::N,,pos
262,Rede::N,,araith
263,Sprache::N,,iaith
264,Stimme::N,,llais
265,Wort::N,,gair
266,Zeichen::N,,arwydd
267,Ruf::N,,galwad
268,Lärm::N,,trwst
269,Laut::N,,sain
270,Ton::N,,tôn
271,Lied::N,,cân
272,Ruhe::N,,tawelwch
273,Leute::N,,pobl
274,Volk::N,,pobl
275,Arbeit::N,,gwaith
276,Gast::N,,gwestai
277,Geschenk::N,,rhodd
278,Geschenk::N,,anrheg
279,Spiel::N,,chwarae
280,Gesellschaft::N,,cwmni
281,Hilfe::N,,cymorth
282,Freund::N,,cyfaill
283,Kamerad::N,,cydymaith
284,Angelegenheit::N,,pwnc
285,Anzahl::N,,cyfrif
286,Art::N,,bath
287,Stück::N,,darn
288,Teil::N,,rhan
289,Hälfte::N,,hanner
290,Kreis::N,,cylch
291,Kreuz::N,,croes
292,Linie::N,,llinell
293,Strich::N,,strôc
294,Strich::N,,trawiad
295,Abstand::N,,bwlch
296,Abstand::N,,pellter
297,Entfernung::N,,pellter
298,Gegend::N,,cylch
299,Platz::N,,lle
300,Ort::N,,lle
301,Seite::N,,ochr
302,Mitte::N,,canol
303,Gegenstand::N,,eitem
304,Sache::N,,peth
305,Rand::N,,cwr
306,Rand::N,,ymyl
307,Kante::N,,min
308,Kante::N,,ymyl
309,Ecke::N,,cornel
310,Spitze::N,,blaen
311,Ende::N,,pen
312,Loch::N,,twll
313,Winkel::N,,congl
314,Muster::N,,patrwm
315,Größe::N,,maint
316,Größe::N,,maintioli
317,Länge::N,,hyd
318,Höhe::N,,uchder
319,Gewicht::N,,pwysau
320,Menge::N,,swm
321,Menge::N,,maint
322,Haufen::N,,pentwr
323,Reihe::N,,rhes
324,Boot::N,,cwch
325,Ruder::N,,rhwyf
326,Schlitten::N,,sled
327,Schlitten::N,,car llusg
328,Ski::N,,sgi
329,Lagerfeuer::N,,coelcerth
330,Last::N,,llwyth
331,Gang::N,,tro
332,Schritt::N,,cam
333,Norden::N,,gogledd
334,Süden::N,,de
335,Westen::N,,gorllewin
336,Osten::N,,dwyrain
337,Holz::N,,pren
338,Brett::N,,bwrdd
339,Brett::N,,astell
340,Platte::N,,llech
341,Stütze::N,,ateg
342,Stütze::N,,cynhalydd
343,Stange::N,,polyn
344,Stock::N,,ffon
345,Stock::N,,brigyn
346,Stab::N,,ffon
347,Rohr::N,,pibell
348,Haus::N,,tŷ
349,Heim::N,,cartref
350,Ofen::N,,stof
351,Fußboden::N,,llawr
352,Tisch::N,,bwrdd
353,Stuhl::N,,cadair
354,Wiege::N,,crud
355,Bett::N,,gwely
356,Regal::N,,silff
357,Kiste::N,,bocs
358,Kiste::N,,blwch
359,Fenster::N,,ffenestr
360,Tür::N,,drws
361,Tor::N,,porth
362,Zaun::N,,ffens
363,Dach::N,,to
364,Leiter::N,,ysgol
365,Besen::N,,ysgub
366,Spaten::N,,rhaw
367,Schaufel::N,,rhaw
368,Gabel::N,,fforc
369,Löffel::N,,llwy
370,Messer::N,,cyllell
371,Nagel::N,,hoel
372,Netz::N,,gwe
373,Netz::N,,rhwyd
374,Haken::N,,bach
375,Griff::N,,carn
376,Schloss::N,,clo
377,Bild::N,,llun
378,Bild::N,,pictiwr
379,Figur::N,,ffigur
380,Puppe::N,,dol
381,Beutel::N,,cwd
382,Bündel::N,,bwndel
383,Bündel::N,,coflaid
384,Tasche::N,,cod
385,Eimer::N,,bwced
386,Eimer::N,,cunnog
387,Deckel::N,,caead
388,Geschirr::N,,llestri
389,Sack::N,,sach
390,Tasse::N,,cwpan
391,Topf::N,,pot
392,Topf::N,,crochan
393,Kessel::N,,tegell
394,Essen::N,,pryd o fwyd
395,Nahrung::N,,bwyd
396,Speise::N,,saig
397,Fleisch::N,,cig
398,Getreide::N,,ŷd
399,Getreide::N,,llafur
400,Brei::N,,uwd
401,Brot::N,,bara
402,Scheibe::N,,tafell
403,Fett::N,,saim
404,Fett::N,,braster
405,Butter::N,,ymenyn
406,Öl::N,,olew
407,Salz::N,,halen
408,Suppe::N,,cawl
409,Honig::N,,mêl
410,Milch::N,,llaeth
411,Milch::N,,llefrith
412,Tee::N,,te
413,Leder::N,,lledr
414,Wolle::N,,gwlân
415,Stoff::N,,lliain
416,Stoff::N,,brethyn
417,Nadel::N,,nodwydd
418,Faden::N,,edau
419,Faden::N,,edefyn
420,Knopf::N,,botwm
421,Knoten::N,,cwlwm
422,Farbe::N,,paent
423,Kleidung::N,,dillad
424,Kleidung::N,,gwisgoedd
425,Hemd::N,,crys
426,Kragen::N,,coler
427,Ärmel::N,,llawes
428,Hose::N,,trowsus
429,Gürtel::N,,gwregys
430,Mütze::N,,cap
431,Schuh::N,,esgid
432,Stiefel::N,,botasen
433,Ring::N,,modrwy
434,Band::N,,rhuban
435,Kamm::N,,crib
436,Spiegel::N,,drych
437,Riemen::N,,strap
438,Schnur::N,,llinyn
439,Leine::N,,tennyn
440,Decke::N,,blanced
441,Decke::N,,gwrthban
442,Kissen::N,,clustog
443,Kissen::N,,gobennydd
444,Tuch::N,,sgarff
445,Handtuch::N,,tywel
446,Handtuch::N,,lliain sychu
447,Kraft::N,,grym
448,Stärke::N,,nerth
449,Stärke::N,,cryfder
450,Gesundheit::N,,iechyd
451,Krankheit::N,,afiechyd
452,Krankheit::N,,anhwylder
453,Schmerz::N,,poen
454,Schmerz::N,,gwayw
455,Wunde::N,,clwyf
456,Fieber::N,,twymyn
457,Arznei::N,,meddyginiaeth
458,Brücke::N,,pont
459,Brunnen::N,,ffynnon
460,Weide::N,,porfa
461,Pfad::N,,llwybr
462,Weg::N,,ffordd
463,Straße::N,,heol
464,Straße::N,,ffordd
465,Dorf::N,,pentref
466,Stadt::N,,tref
467,Brief::N,,llythyr
468,Buch::N,,llyfr
469,Buchstabe::N,,llythyren
470,Zeitung::N,,papur newydd
471,Leben::N,,bywyd
472,Tod::N,,marwolaeth
473,Grab::N,,bedd
474,Kirche::N,,eglwys
475,Sünde::N,,pechod
476,Gott::N,,duw
477,Arbeiter::N,,gweithiwr
478,Chef::N,,pennaeth
479,Meister::N,,meistr
480,Arzt::N,,meddyg
481,Lehrer::N,,athro
482,Geld::N,,pres
483,Geld::N,,arian
484,Geschäft::N,,busnes
485,Laden::N,,siop
486,Preis::N,,pris
487,Ware::N,,nwydd
488,Nutzen::N,,elw
489,Nutzen::N,,budd
490,Reichtum::N,,cyfoeth
491,Welt::N,,byd
492,Land::N,,gwlad
493,Staat::N,,gwladwriaeth
494,König::N,,brenin
495,Macht::N,,grym
496,Macht::N,,awdurdod
497,Grenze::N,,ffin
498,Grenze::N,,goror
499,Krieg::N,,rhyfel
500,Feind::N,,gelyn
501,Gewalt::N,,ffyrnigrwydd
502,Kampf::N,,brwydr
503,Bogen[Waffe]::N,,bwa
504,Pfeil::N,,saeth
505,Gewehr::N,,dryll
506,Fehler::N,,gwall
507,Fehler::N,,camgymeriad
508,Lüge::N,,celwydd
509,Lüge::N,,anwiredd
510,Schaden::N,,niwed
511,Schaden::N,,difrod
512,Unglück::N,,anffawd
513,Schuld::N,,bai
514,Alter::N,,oed
515,Schluss::N,,diwedd
516,Zeit::N,,amser
517,Tag::N,,dydd
518,Tag::N,,diwrnod
519,Morgen::N,,bore
520,Mittag::N,,nawn
521,Abend::N,,noswaith
522,Nacht::N,,nos
523,Woche::N,,wythnos
524,Monat::N,,mis
525,Jahr::N,,blwyddyn
526,Frühling::N,,gwanwyn
527,Sommer::N,,haf
528,Herbst::N,,hydref
529,Winter::N,,gaeaf
530,Januar::N,,Ionawr
531,Februar::N,,Chwefror
532,März::N,,Mawrth
533,April::N,,Ebrill
534,Mai::N,,Mai
535,Juni::N,,Mehefin
536,Juli::N,,Gorffennaf
537,August::N,,Awst
538,September::N,,Medi
539,Oktober::N,,Hydref
540,November::N,,Tachwedd
541,Dezember::N,,Rhagfyr
542,Montag::N,,dydd Llun
543,Dienstag::N,,dydd Mawrth
544,Mittwoch::N,,dydd Mercher
545,Donnerstag::N,,dydd Iau
546,Freitag::N,,dydd Gwener
547,Samstag::N,,dydd Sadwrn
548,Sonntag::N,,dydd Sul
549,groß::A,,mawr
550,klein::A,,bach
551,lang::A,,hir
552,kurz::A,,byr
553,kurz::A,,cwta
554,breit::A,,llydan
555,schmal::A,,cul
556,dicht::A,,dwys
557,dick[Gegenstand]::A,,trwchus
558,dünn::A,,tenau
559,fein::A,,main
560,fest::A,,cadarn
561,flach::A,,gwastad
562,glatt::A,,llyfn
563,hart::A,,caled
564,weich::A,,meddal
565,rund::A,,crwn
566,spitz::A,,pigfain
567,scharf::A,,miniog
568,stumpf::A,,pŵl
569,schwer::A,,trwm
570,schön::A,,teg
571,schön::A,,hardd
572,schön::A,,prydferth
573,heiß::A,,poeth
574,warm::A,,twym
575,warm::A,,cynnes
576,kalt::A,,oer
577,kühl::A,,oeraidd
578,frisch::A,,iach
579,feucht::A,,llaith
580,nass::A,,gwlyb
581,trocken::A,,sych
582,voll::A,,llawn
583,leer::A,,gwag
584,offen::A,,agored
585,geschlossen::A,,caead
586,geschlossen::A,,caeëdig
587,sauber::A,,glân
588,schmutzig::A,,budr
589,schmutzig::A,,brwnt
590,roh::A,,amrwd
591,reif::A,,aeddfed
592,lecker::A,,blasus
593,lecker::A,,danteithiol
594,süß::A,,melys
595,bitter::A,,chwerw
596,sauer::A,,sur
597,hell::A,,disglair
598,dunkel::A,,tywyll
599,schwarz::A,,du
600,weiß::A,,gwyn
601,rot::A,,coch
602,gelb::A,,melyn
603,blau::A,,glas
604,grün::A,,gwyrdd
605,grau::A,,llwyd
606,bunt::A,,lliwgar
607,billig::A,,rhad
608,teuer::A,,drud
609,wertvoll::A,,gwerthfawr
610,blind::A,,dall
611,taub::A,,byddar
612,kräftig::A,,nerthol
613,kräftig::A,,grymus
614,stark::A,,cryf
615,stark::A,,cadarn
616,schwach::A,,gwan
617,fett::A,,tew
618,schlank::A,,main
619,hübsch::A,,tlws
620,böse::A,,drwg
621,dumm::A,,twp
622,faul::A,,diog
623,fleißig::A,,dyfal
624,geizig::A,,crintach
625,geizig::A,,cybyddlyd
626,klug::A,,deallus
627,geschickt::A,,medrus
628,geschickt::A,,deheuig
629,lieb::A,,hoff
630,lieb::A,,annwyl
631,lustig::A,,llon
632,sanft::A,,mwyn
633,hungrig::A,,newynog
634,krank::A,,sâl
635,krank::A,,gwael
636,nackt::A,,noeth
637,traurig::A,,trist
638,lebendig::A,,yn fyw
639,gut::A,,da
640,schlecht::A,,drwg
641,schlecht::A,,gwael
642,richtig::A,,cywir
643,schlimm::A,,enbyd
644,wahr::A,,gwir
645,alt::A,,hen
646,neu::A,,newydd
647,ehemalig::A,,blaenorol
648,alt[Lebewesen]::A,,oedrannus
649,jung::A,,ifanc
650,arm::A,,tlawd
651,reich::A,,cyfoethog
652,bekannt::A,,cynefin
653,bekannt::A,,cyfarwydd
654,berühmt::A,,enwog
655,fremd::A,,estron
656,verschieden::A,,gwahanol
657,nah::A,,agos
658,fern::A,,pell
659,linker::A,,aswy
660,linker::A,,chwith
661,rechter::A,,de
662,rechter::A,,deau
663,anderer::A,,arall
664,erster::A,,cyntaf
665,zweiter::A,,ail
666,dritter::A,,trydydd
667,letzter::A,,olaf
668,allein::ADV,,unig
669,allein::ADV,,ar ei ben ei hun
670,auf einmal::ADV,,ar yr un pryd
671,zusammen::ADV,,ynghyd
672,zusammen::ADV,,gyda'i gilydd
673,lange::ADV,,amser hir
674,plötzlich::ADV,,yn sydyn
675,sofort::ADV,,ar unwaith
676,später::ADV,,yn ddiweddarach
677,jetzt::ADV,,yn awr
678,heute::ADV,,heddiw
679,morgen::ADV,,yfory
680,bald::ADV,,yn fuan
681,bald::ADV,,gyda hyn
682,dann::ADV,,yna
683,dann::ADV,,y pryd hwnnw
684,gestern::ADV,,ddoe
685,einst::ADV,,gynt
686,damals::ADV,,ar y pryd
687,damals::ADV,,bryd hynny
688,danach::ADV,,wedyn
689,vorher::ADV,,o'r blaen
690,zuerst::ADV,,yn gyntaf
691,einmal::ADV,,unwaith
692,manchmal::ADV,,weithiau
693,manchmal::ADV,,ar brydiau
694,oft::ADV,,yn aml
695,oft::ADV,,yn fynych
696,immer::ADV,,bob amser
697,niemals::ADV,,ni ... byth
698,niemals::ADV,,ni ... erioed
699,hier::ADV,,yma
700,hierhin::ADV,,hyd yma
701,von hier::ADV,,oddi yma
702,dort::ADV,,acw
703,dorthin::ADV,,tuag yno
704,geradeaus::ADV,,syth ymlaen
705,vorwärts::ADV,,ymlaen
706,rückwärts::ADV,,yn ôl
707,zurück::ADV,,yn ôl
708,unten::ADV,,isod
709,unten::ADV,,oddi tanodd
710,hinab::ADV,,i lawr
711,hinab::ADV,,i waered
712,oben::ADV,,fry
713,hinauf::ADV,,i fyny
714,hinauf::ADV,,i'r lan
715,überall::ADV,,ym mhobman
716,nicht::ADV,,ni
717,nicht::ADV,,nid
718,ein wenig::ADV,,tipyn
719,ein wenig::ADV,,ychydig
720,kaum::ADV,,prin
721,sehr::ADV,,iawn
722,so::ADV,,fel
723,so::ADV,,felly
724,noch::ADV,,eto
725,nur::ADV,,yn unig
726,schon::ADV,,eisoes
727,schon::ADV,,yn barod
728,wieder::ADV,,drachefn
729,vergebens::ADV,,yn ofer
730,vor::PRP,,o flaen
731,hinter::PRP,,ar ôl
732,unter::PRP,,islaw
733,durch::PRP,,trwy
734,neben::PRP,,ar bwys
735,zwischen::PRP,,rhwng
736,zwischen::PRP,,cydrhwng
737,wegen::PRP,,o achos
738,wegen::PRP,,oherwydd
739,dies::PRN,,hyn
740,das::PRN,,hynny
741,alles::PRN,,popeth
742,ich::PRN,,fi
743,du::PRN,,ti
744,er::PRN,,fe
745,wir::PRN,,ni
746,ihr::PRN,,chi
747,sie::PRN,,hwy
748,was::FPRN,,pa beth
749,wer::FPRN,,pwy
750,wo::FADV,,ble
751,wo::FADV,,ym mha le
752,wohin::FADV,,i ble
753,wohin::FADV,,i ba le
754,wie::FADV,,sut
755,warum::FADV,,pam
756,wieviel::FNUM,,faint
757,eins::NUM,,un
758,zwei::NUM,,dau
759,drei::NUM,,tri
760,vier::NUM,,pedwar
761,fünf::NUM,,pump
762,sechs::NUM,,chwech
763,sieben::NUM,,saith
764,acht::NUM,,wyth
765,neun::NUM,,naw
766,zehn::NUM,,deg
767,elf::NUM,,un ar ddeg
768,zwölf::NUM,,deuddeg
769,zwölf::NUM,,un deg dau
770,zwanzig::NUM,,ugain
771,dreißig::NUM,,tri deg
772,dreißig::NUM,,deg ar hugain
773,vierzig::NUM,,deugain
774,fünfzig::NUM,,hanner cant
775,sechzig::NUM,,chwe deg
776,siebzig::NUM,,saith deg
777,siebzig::NUM,,deg a thrigain
778,achtzig::NUM,,wyth deg
779,achtzig::NUM,,pedar ugain
780,neunzig::NUM,,naw deg
781,neunzig::NUM,,deg a phedwar ugain
782,hundert::NUM,,cant
783,tausend::NUM,,mil
784,und::CNJ,,a
785,oder::CNJ,,neu
786,stehen::V,,sefyll
787,sitzen::V,,eistedd
788,liegen::V,,gorwedd
789,hängen::V,,hongian
790,werden::V,,dod yn
791,werden::V,,mynd yn
792,passieren::V,,digwydd
793,beginnen::V,,cychwyn
794,enden::V,,gorffen
795,wechseln::V,,newid
796,aufgehen[Sonne]::V,,codi
797,untergehen[Sonne]::V,,machlud
798,scheinen[Sonne]::V,,tywynnu
799,donnern::V,,taranu
800,wehen::V,,chwythu
801,strömen::V,,ffrydio
802,fließen::V,,llifo
803,sich drehen::V,,troi
804,sich drehen::V,,cylchdroi
805,schwanken::V,,siglo
806,schwingen::V,,siglo
807,fallen::V,,cwympo
808,brennen::V,,llosgi
809,rauchen::V,,mygu
810,regnen::V,,glawio
811,gefrieren::V,,rhewi
812,tauen::V,,toddi
813,tauen::V,,meirioli
814,schmelzen::V,,toddi
815,trocknen::V,,sychu
816,sieden::V,,berwi
817,faulen::V,,pydru
818,faulen::V,,braenu
819,verfaulen::V,,pydru
820,verfaulen::V,,dadfeilio
821,reißen::V,,clecian
822,reißen::V,,torri'n glats
823,versinken::V,,suddo
824,vergehen::V,,myned heibio
825,vergehen::V,,pasio
826,erscheinen::V,,ymddangos
827,verschwinden::V,,diflannu
828,sinken::V,,syrthio
829,abnehmen::V,,lleihau
830,zunehmen::V,,cynyddu
831,steigen::V,,codi
832,wachsen::V,,tyfu
833,glänzen::V,,disgleirio
834,funkeln::V,,pefrio
835,lärmen::V,,cadw sŵn
836,lärmen::V,,gwneud twrw
837,läuten::V,,canu
838,klingeln::V,,canu
839,klingeln::V,,seinio
840,klirren::V,,tincian
841,brausen::V,,rhuo
842,rauschen::V,,siffrwd
843,rauschen::V,,chwithrwd
844,klingen::V,,seinio
845,bellen::V,,cyfarth
846,heulen::V,,udo
847,heulen::V,,oernadu
848,blasen::V,,chwythu
849,pfeifen::V,,chwibanu
850,schreien::V,,gweiddi
851,schreien::V,,bloeddio
852,stöhnen::V,,griddfan
853,zittern::V,,crynu
854,leben::V,,byw
855,geboren werden::V,,cael eich geni
856,atmen::V,,anadlu
857,trinken::V,,yfed
858,essen::V,,bwyta
859,schlucken::V,,llyncu
860,müde werden::V,,blino
861,einschlafen::V,,mynd i gysgu
862,einschlafen::V,,syrthio i gysgu
863,schlafen::V,,huno
864,schlafen::V,,cysgu
865,aufwachen::V,,dihuno
866,aufstehen::V,,codi
867,sich erholen::V,,ymlacio
868,sich erholen::V,,dadflino
869,krank werden::V,,mynd yn sâl
870,krank werden::V,,mynd yn wael
871,krank sein::V,,gwaelu
872,schmerzen::V,,brifo
873,husten::V,,pesychu
874,genesen::V,,gwella
875,genesen::V,,cael yn ôl
876,sterben::V,,marw
877,umkommen::V,,trengi
878,sich bewegen::V,,symud
879,sich rühren::V,,syflyd
880,sich erheben::V,,codi
881,sich setzen::V,,eistedd
882,hinfallen::V,,cwympo
883,laufen::V,,cerdded
884,schreiten::V,,camu
885,spazierengehen::V,,mynd am dro
886,eilen::V,,rhuthro
887,sich beeilen::V,,brysio
888,sausen::V,,rhuthro
889,rennen::V,,rhedeg
890,springen::V,,llamu
891,springen::V,,neidio
892,klettern::V,,dringo
893,schaukeln::V,,siglo
894,kriechen::V,,cropian
895,schwimmen::V,,nofio
896,tauchen::V,,plymio
897,tauchen::V,,ymsuddo
898,rudern::V,,rhwyfo
899,fahren::V,,gyrru
900,fahren::V,,dreifio
901,fliegen::V,,hedfan
902,gehen::V,,mynd
903,weggehen::V,,mynd
904,weggehen::V,,ymadael
905,abfahren::V,,ymadael
906,anhalten::V,,stopio
907,hineingehen::V,,mynd i mewn
908,eintreten::V,,mynd i
909,kommen::V,,dod
910,ankommen::V,,cyrraedd
911,zurückkommen::V,,dychwelyd
912,bleiben::V,,aros
913,bleiben::V,,sefyll
914,warten::V,,aros
915,warten::V,,disgwyl
916,erwarten::V,,disgwyl
917,suchen::V,,chwilio am
918,finden::V,,darganfod
919,versuchen::V,,profi
920,versuchen::V,,ceisio
921,vorbereiten::V,,paratoi
922,lieben::V,,caru
923,mögen::V,,hoffi
924,lachen::V,,chwerthin
925,rühren::V,,cynhyrfu
926,weinen::V,,wylo
927,weinen::V,,llefain
928,schimpfen::V,,grwgnach
929,sich ärgern::V,,gofidio
930,sich fürchten::V,,ofni
931,fürchten::V,,arswydo
932,fliehen::V,,ffoi
933,flüchten::V,,dianc
934,sehen::V,,gweld
935,anschauen::V,,syllu
936,anschauen::V,,edrych
937,ansehen::V,,gwylio
938,hören::V,,clywed
939,zuhören::V,,gwrando
940,probieren::V,,profi
941,riechen::V,,arogli
942,fühlen::V,,teimlo
943,fühlen::V,,clywed
944,scheinen::V,,ymddangos
945,zu sehen sein::V,,dod i'r golwg
946,vernehmen::V,,clywed sôn am
947,frieren::V,,bod yn oer
948,tun::V,,gwneud
949,können::V,,gallu
950,wollen::V,,bod mewn angen
951,anfangen::V,,dechrau
952,beenden::V,,darfod
953,beenden::V,,gorffen
954,aufhören::V,,peidio
955,gelingen::V,,llwyddo
956,geraten::V,,diweddu
957,öffnen::V,,agor
958,schließen::V,,cau
959,stellen::V,,gosod
960,setzen::V,,gosod
961,legen::V,,gosod
962,berühren::V,,cyffwrdd
963,verbinden::V,,cysylltu
964,bedecken::V,,gorchuddio
965,aufhängen::V,,crogi
