,Concept_ID,de,sv
129,Wurzel::N,Wurzel,rot
130,Baum::N,Baum,träd
131,Stamm::N,Stamm,stam
132,Rinde::N,Rinde,bark
133,Ast::N,Ast,gren
134,Zweig::N,Zweig,kvist
135,Blatt::N,Blatt,löv
136,Blatt::N,Blatt,blad
137,Birke::N,Birke,björk
138,Kiefer[Baum]::N,Kiefer,tall
139,Weide[Baum]::N,Weide,pil
140,Weide[Baum]::N,Weide,vide
141,Tanne::N,Tanne,gran
142,Horn::N,Horn,horn
143,Feder::N,Feder,fjäder
144,Fell::N,Fell,fäll
145,Fell::N,Fell,skinn
146,Flügel::N,Flügel,vinge
147,Klaue::N,Klaue,klöv
148,Kralle::N,Kralle,klo
149,Schwanz::N,Schwanz,svans
150,Schwanz::N,Schwanz,stjärt
151,Ei::N,Ei,ägg
152,Nest::N,Nest,rede
153,Nest::N,Nest,näste
154,Bau::N,Bau,bo
155,Tier::N,Tier,djur
156,Herde::N,Herde,flock
157,Kuh::N,Kuh,ko
158,Bulle::N,Bulle,tjur
159,Pferd::N,Pferd,häst
160,Schaf::N,Schaf,får
161,Schwein::N,Schwein,svin
162,Hund::N,Hund,hund
163,Katze::N,Katze,katt
164,Bär::N,Bär,björn
165,Eichhörnchen::N,Eichhörnchen,ekorre
166,Elch::N,Elch,älg
167,Fuchs::N,Fuchs,räv
168,Hase::N,Hase,hare
169,Maus::N,Maus,mus
170,Wolf::N,Wolf,varg
171,Vogel::N,Vogel,fågel
172,Schwarm::N,Schwarm,svärm
173,Huhn::N,Huhn,höns
174,Hahn::N,Hahn,tupp
175,Gans::N,Gans,gås
176,Adler::N,Adler,örn
177,Ente::N,Ente,anka
178,Eule::N,Eule,uggla
179,Kranich::N,Kranich,trana
180,Krähe::N,Krähe,kråka
181,Kuckuck::N,Kuckuck,gök
182,Schwan::N,Schwan,svan
183,Fisch::N,Fisch,fisk
184,Barsch::N,Barsch,abborre
185,Hecht::N,Hecht,gädda
186,Schlange[Tier]::N,Schlange,orm
187,Wurm::N,Wurm,mask
188,Spinne::N,Spinne,spindel
189,Ameise::N,Ameise,myra
190,Laus::N,Laus,lus
191,Mücke::N,Mücke,mygga
192,Fliege::N,Fliege,fluga
193,Schmetterling::N,Schmetterling,fjäril
194,Beere::N,Beere,bär
195,Apfel::N,Apfel,äpple
196,Pilz::N,Pilz,svamp
197,Zwiebel::N,Zwiebel,lök
198,Saat::N,Saat,sådd
199,Korn::N,Korn,korn
200,Heu::N,Heu,hö
201,Schale::N,Schale,skal
202,Grube::N,Grube,grop
203,Falle::N,Falle,fälla
204,Schlinge::N,Schlinge,snara
205,Spur::N,Spur,spår
206,Asche::N,Asche,aska
207,Dreck::N,Dreck,lort
208,Eisen::N,Eisen,järn
209,Gold::N,Gold,guld
210,Silber::N,Silber,silver
211,Kohle::N,Kohle,kol
212,Glas::N,Glas,glas
213,Lehm::N,Lehm,lera
214,Sand::N,Sand,sand
215,Mensch::N,Mensch,människa
216,Mann::N,Mann,man
217,Frau::N,Frau,kvinna
218,Kind::N,Kind,barn
219,Junge::N,Junge,pojke
220,Mädchen::N,Mädchen,flicka
221,Familie::N,Familie,familj
222,Großvater::N,Großvater,morfar
223,Großmutter::N,Großmutter,farmor
224,Eltern::N,Eltern,föräldrar
225,Vater::N,Vater,far
226,Mutter::N,Mutter,mor
227,Sohn::N,Sohn,son
228,Tochter::N,Tochter,dotter
229,Bruder::N,Bruder,bror
230,Schwester::N,Schwester,syster
231,Onkel::N,Onkel,morbror
232,Tante::N,Tante,tant
233,Ehemann::N,Ehemann,äkta man
234,Ehefrau::N,Ehefrau,hustru
235,Freude::N,Freude,fröjd
236,Freude::N,Freude,glädje
237,Gelächter::N,Gelächter,åtlöje
238,Glück::N,Glück,lycka
239,Kummer::N,Kummer,sorg
240,Wunsch::N,Wunsch,önskan
241,Lust::N,Lust,lust
242,Geist::N,Geist,ande
243,Gedanke::N,Gedanke,tanke
244,Gedächtnis::N,Gedächtnis,minne
245,Verstand::N,Verstand,förstånd
246,Sinn::N,Sinn,mening
247,Sinn::N,Sinn,betydelse
248,Grund::N,Grund,skäl
249,Grund::N,Grund,grund
250,Wahrheit::N,Wahrheit,sanning
251,Gespräch::N,Gespräch,samtal
252,Märchen::N,Märchen,saga
253,Erzählung::N,Erzählung,berättelse
254,Nachricht::N,Nachricht,meddelande
255,Neuigkeit::N,Neuigkeit,nyhet
256,Name::N,Name,namn
257,Rätsel::N,Rätsel,gåta
258,Rede::N,Rede,tal
259,Sprache::N,Sprache,språk
260,Stimme::N,Stimme,stämma
261,Wort::N,Wort,ord
262,Zeichen::N,Zeichen,tecken
263,Ruf::N,Ruf,rop
264,Lärm::N,Lärm,bråk
265,Lärm::N,Lärm,oväsen
266,Laut::N,Laut,ljud
267,Ton::N,Ton,ton
268,Lied::N,Lied,sång
269,Ruhe::N,Ruhe,ro
270,Ruhe::N,Ruhe,lugn
271,Leute::N,Leute,folk
272,Volk::N,Volk,folk
273,Arbeit::N,Arbeit,arbete
274,Gast::N,Gast,gäst
275,Geschenk::N,Geschenk,gåva
276,Geschenk::N,Geschenk,present
277,Spiel::N,Spiel,lek
278,Spiel::N,Spiel,spel
279,Gesellschaft::N,Gesellschaft,sällskap
280,Hilfe::N,Hilfe,hjälp
281,Freund::N,Freund,vän
282,Kamerad::N,Kamerad,kamrat
283,Angelegenheit::N,Angelegenheit,ärende
284,Angelegenheit::N,Angelegenheit,angelägenhet
285,Anzahl::N,Anzahl,antal
286,Art::N,Art,art
287,Art::N,Art,slag
288,Stück::N,Stück,stycke
289,Teil::N,Teil,del
290,Hälfte::N,Hälfte,halva
291,Kreis::N,Kreis,krets
292,Kreis::N,Kreis,cirkel
293,Kreuz::N,Kreuz,kors
294,Kreuz::N,Kreuz,kryss
295,Linie::N,Linie,linje
296,Strich::N,Strich,streck
297,Abstand::N,Abstand,avstånd
298,Entfernung::N,Entfernung,avstånd
299,Gegend::N,Gegend,trakt
300,Platz::N,Platz,plats
301,Ort::N,Ort,plats
302,Ort::N,Ort,ställe
303,Seite::N,Seite,sida
304,Mitte::N,Mitte,mitt
305,Gegenstand::N,Gegenstand,föremål
306,Sache::N,Sache,sak
307,Rand::N,Rand,rand
308,Kante::N,Kante,kant
309,Ecke::N,Ecke,vrå
310,Ecke::N,Ecke,hörn
311,Spitze::N,Spitze,spets
312,Ende::N,Ende,ända
313,Loch::N,Loch,hål
314,Winkel::N,Winkel,vinkel
315,Muster::N,Muster,mönster
316,Größe::N,Größe,storlek
317,Länge::N,Länge,längd
318,Höhe::N,Höhe,höjd
319,Gewicht::N,Gewicht,tyngd
320,Menge::N,Menge,mängd
321,Haufen::N,Haufen,hög
322,Reihe::N,Reihe,rad
323,Boot::N,Boot,båt
324,Ruder::N,Ruder,åra
325,Schlitten::N,Schlitten,släde
326,Ski::N,Ski,skida
327,Lagerfeuer::N,Lagerfeuer,lägereld
328,Last::N,Last,last
329,Last::N,Last,börda
330,Gang::N,Gang,gång
331,Schritt::N,Schritt,steg
332,Norden::N,Norden,norr
333,Süden::N,Süden,söder
334,Westen::N,Westen,väster
335,Osten::N,Osten,öster
336,Holz::N,Holz,trä
337,Brett::N,Brett,bräda
338,Platte::N,Platte,platta
339,Stütze::N,Stütze,stöd
340,Stütze::N,Stütze,stötta
341,Stange::N,Stange,stång
342,Stock::N,Stock,käpp
343,Stock::N,Stock,pinne
344,Stab::N,Stab,stav
345,Rohr::N,Rohr,rör
346,Haus::N,Haus,hus
347,Heim::N,Heim,hem
348,Ofen::N,Ofen,ugn
349,Fußboden::N,Fußboden,golv
350,Tisch::N,Tisch,bord
351,Stuhl::N,Stuhl,stol
352,Wiege::N,Wiege,vagga
353,Bett::N,Bett,säng
354,Regal::N,Regal,hylla
355,Kiste::N,Kiste,låda
356,Fenster::N,Fenster,fönster
357,Tür::N,Tür,dörr
358,Tor::N,Tor,port
359,Zaun::N,Zaun,staket
360,Zaun::N,Zaun,stängsel
361,Dach::N,Dach,tak
362,Leiter::N,Leiter,stege
363,Besen::N,Besen,kvast
364,Spaten::N,Spaten,spade
365,Schaufel::N,Schaufel,skovel
366,Schaufel::N,Schaufel,skyffel
367,Gabel::N,Gabel,gaffel
368,Löffel::N,Löffel,sked
369,Messer::N,Messer,kniv
370,Nagel::N,Nagel,spik
371,Netz::N,Netz,nät
372,Haken::N,Haken,krok
373,Griff::N,Griff,tag
374,Griff::N,Griff,handtag
375,Schloss::N,Schloss,las
376,Bild::N,Bild,bild
377,Figur::N,Figur,figur
378,Puppe::N,Puppe,docka
379,Beutel::N,Beutel,påse
380,Bündel::N,Bündel,bunt
381,Bündel::N,Bündel,knippa
382,Tasche::N,Tasche,väska
383,Eimer::N,Eimer,hink
384,Eimer::N,Eimer,ämbar
385,Deckel::N,Deckel,lock
386,Geschirr::N,Geschirr,servis
387,Geschirr::N,Geschirr,porslin
388,Sack::N,Sack,säck
389,Tasse::N,Tasse,kopp
390,Topf::N,Topf,gryta
391,Topf::N,Topf,kastrull
392,Kessel::N,Kessel,kittel
393,Essen::N,Essen,mål
394,Nahrung::N,Nahrung,näring
395,Speise::N,Speise,maträtt
396,Fleisch::N,Fleisch,kött
397,Getreide::N,Getreide,säd
398,Getreide::N,Getreide,spannmål
399,Brei::N,Brei,gröt
400,Brot::N,Brot,bröd
401,Scheibe::N,Scheibe,skiva
402,Fett::N,Fett,fett
403,Butter::N,Butter,smör
404,Öl::N,Öl,olja
405,Salz::N,Salz,salt
406,Suppe::N,Suppe,soppa
407,Honig::N,Honig,honung
408,Milch::N,Milch,mjölk
409,Tee::N,Tee,te
410,Leder::N,Leder,läder
411,Wolle::N,Wolle,ull
412,Wolle::N,Wolle,ylle
413,Stoff::N,Stoff,tyg
414,Stoff::N,Stoff,stoff
415,Nadel::N,Nadel,nål
416,Faden::N,Faden,tråd
417,Knopf::N,Knopf,knapp
418,Knoten::N,Knoten,knut
419,Farbe::N,Farbe,färg
420,Kleidung::N,Kleidung,klädsel
421,Hemd::N,Hemd,skjorta
422,Kragen::N,Kragen,krage
423,Ärmel::N,Ärmel,ärm
424,Hose::N,Hose,byxor
425,Gürtel::N,Gürtel,bälte
426,Mütze::N,Mütze,mössa
427,Schuh::N,Schuh,sko
428,Stiefel::N,Stiefel,stövel
429,Ring::N,Ring,ring
430,Band::N,Band,band
431,Kamm::N,Kamm,kam
432,Spiegel::N,Spiegel,spegel
433,Riemen::N,Riemen,rem
434,Schnur::N,Schnur,snöre
435,Leine::N,Leine,lina
436,Decke::N,Decke,täcke
437,Kissen::N,Kissen,dyna
438,Kissen::N,Kissen,kudde
439,Tuch::N,Tuch,sjal
440,Handtuch::N,Handtuch,handduk
441,Kraft::N,Kraft,kraft
442,Stärke::N,Stärke,styrka
443,Gesundheit::N,Gesundheit,hälsa
444,Krankheit::N,Krankheit,sjukdom
445,Schmerz::N,Schmerz,smärta
446,Wunde::N,Wunde,sår
447,Fieber::N,Fieber,feber
448,Arznei::N,Arznei,medicin
449,Arznei::N,Arznei,läkemedel
450,Brücke::N,Brücke,bro
451,Brunnen::N,Brunnen,brunn
452,Weide::N,Weide,bete
453,Pfad::N,Pfad,stig
454,Weg::N,Weg,väg
455,Straße::N,Straße,gata
456,Dorf::N,Dorf,by
457,Stadt::N,Stadt,stad
458,Brief::N,Brief,brev
459,Buch::N,Buch,bok
460,Buchstabe::N,Buchstabe,bokstav
461,Zeitung::N,Zeitung,tidning
462,Leben::N,Leben,liv
463,Tod::N,Tod,död
464,Grab::N,Grab,grav
465,Kirche::N,Kirche,kyrka
466,Sünde::N,Sünde,synd
467,Gott::N,Gott,gud
468,Arbeiter::N,Arbeiter,arbetare
469,Chef::N,Chef,chef
470,Meister::N,Meister,mästare
471,Arzt::N,Arzt,läkare
472,Lehrer::N,Lehrer,lärare
473,Geld::N,Geld,pengar
474,Geschäft::N,Geschäft,rörelse
475,Laden::N,Laden,affär
476,Preis::N,Preis,pris
477,Ware::N,Ware,vara
478,Nutzen::N,Nutzen,gagn
479,Nutzen::N,Nutzen,nytta
480,Reichtum::N,Reichtum,rikedom
481,Welt::N,Welt,värld
482,Land::N,Land,land
483,Staat::N,Staat,stat
484,König::N,König,kung
485,König::N,König,konung
486,Macht::N,Macht,makt
487,Grenze::N,Grenze,gräns
488,Krieg::N,Krieg,krig
489,Feind::N,Feind,fiende
490,Gewalt::N,Gewalt,våld
491,Kampf::N,Kampf,kamp
492,Kampf::N,Kampf,strid
493,Bogen[Waffe]::N,Bogen,båge
494,Pfeil::N,Pfeil,pil
495,Gewehr::N,Gewehr,gevär
496,Fehler::N,Fehler,fel
497,Lüge::N,Lüge,lögn
498,Schaden::N,Schaden,skada
499,Unglück::N,Unglück,otur
500,Unglück::N,Unglück,olycka
501,Schuld::N,Schuld,skuld
502,Alter::N,Alter,ålder
503,Schluss::N,Schluss,slut
504,Zeit::N,Zeit,tid
505,Tag::N,Tag,dag
506,Morgen::N,Morgen,morgon
507,Mittag::N,Mittag,middag
508,Abend::N,Abend,kväll
509,Nacht::N,Nacht,natt
510,Woche::N,Woche,vecka
511,Monat::N,Monat,månad
512,Jahr::N,Jahr,år
513,Frühling::N,Frühling,vår
514,Sommer::N,Sommer,sommar
515,Herbst::N,Herbst,höst
516,Winter::N,Winter,vinter
517,Januar::N,Januar,januari
518,Februar::N,Februar,februari
519,März::N,März,mars
520,April::N,April,april
521,Mai::N,Mai,maj
522,Juni::N,Juni,juni
523,Juli::N,Juli,juli
524,August::N,August,augusti
525,September::N,September,september
526,Oktober::N,Oktober,oktober
527,November::N,November,november
528,Dezember::N,Dezember,december
529,Montag::N,Montag,måndag
530,Dienstag::N,Dienstag,tisdag
531,Mittwoch::N,Mittwoch,onsdag
532,Donnerstag::N,Donnerstag,torsdag
533,Freitag::N,Freitag,fredag
534,Samstag::N,Samstag,lördag
535,Sonntag::N,Sonntag,söndag
536,groß::A,groß,stor
537,klein::A,klein,liten
538,lang::A,lang,lång
539,kurz::A,kurz,kort
540,breit::A,breit,bred
541,schmal::A,schmal,smal
542,dicht::A,dicht,tät
543,dick[Gegenstand]::A,dick,tjock
544,dünn::A,dünn,tunn
545,fein::A,fein,fin
546,fest::A,fest,fast
547,flach::A,flach,platt
548,glatt::A,glatt,glatt
549,hart::A,hart,hård
550,weich::A,weich,mjuk
551,rund::A,rund,rund
552,spitz::A,spitz,toppig
553,spitz::A,spitz,spetsig
554,scharf::A,scharf,vass
555,scharf::A,scharf,skarp
556,stumpf::A,stumpf,slö
557,schwer::A,schwer,tung
558,schön::A,schön,skön
559,schön::A,schön,vacker
560,heiß::A,heiß,het
561,warm::A,warm,varm
562,kalt::A,kalt,kall
563,kühl::A,kühl,sval
564,kühl::A,kühl,kylig
565,frisch::A,frisch,färsk
566,feucht::A,feucht,fuktig
567,nass::A,nass,våt
568,trocken::A,trocken,torr
569,voll::A,voll,full
570,leer::A,leer,tom
571,offen::A,offen,öppen
572,geschlossen::A,geschlossen,stängd
573,sauber::A,sauber,ren
574,schmutzig::A,schmutzig,snuskig
575,roh::A,roh,rå
576,reif::A,reif,mogen
577,lecker::A,lecker,läcker
578,süß::A,süß,söt
579,bitter::A,bitter,besk
580,bitter::A,bitter,bitter
581,sauer::A,sauer,sur
582,hell::A,hell,ljus
583,dunkel::A,dunkel,mörk
584,schwarz::A,schwarz,svart
585,weiß::A,weiß,vit
586,rot::A,rot,röd
587,gelb::A,gelb,gul
588,blau::A,blau,blå
589,grün::A,grün,grön
590,grau::A,grau,grå
591,bunt::A,bunt,brokig
592,billig::A,billig,billig
593,teuer::A,teuer,dyr
594,wertvoll::A,wertvoll,värdefull
595,blind::A,blind,blind
596,taub::A,taub,döv
597,kräftig::A,kräftig,kraftig
598,stark::A,stark,stark
599,schwach::A,schwach,svag
600,fett::A,fett,fet
601,schlank::A,schlank,slank
602,hübsch::A,hübsch,snygg
603,hübsch::A,hübsch,vacker
604,böse::A,böse,ond
605,böse::A,böse,elak
606,dumm::A,dumm,dum
607,faul::A,faul,lat
608,fleißig::A,fleißig,flitig
609,geizig::A,geizig,snål
610,geizig::A,geizig,girig
611,klug::A,klug,klok
612,geschickt::A,geschickt,händig
613,geschickt::A,geschickt,skicklig
614,lieb::A,lieb,kär
615,lieb::A,lieb,snäll
616,lustig::A,lustig,rolig
617,lustig::A,lustig,lustig
618,sanft::A,sanft,mild
619,hungrig::A,hungrig,hungrig
620,krank::A,krank,sjuk
621,nackt::A,nackt,naken
622,traurig::A,traurig,ledsen
623,traurig::A,traurig,sorgsen
624,lebendig::A,lebendig,levande
625,gut::A,gut,bra
626,schlecht::A,schlecht,dålig
627,richtig::A,richtig,riktig
628,schlimm::A,schlimm,illa
629,wahr::A,wahr,sann
630,alt::A,alt,gammal
631,neu::A,neu,ny
632,ehemalig::A,ehemalig,forn
633,ehemalig::A,ehemalig,tidigare
634,alt[Lebewesen]::A,alt,gammal
635,jung::A,jung,ung
636,arm::A,arm,fattig
637,reich::A,reich,rik
638,bekannt::A,bekannt,känd
639,berühmt::A,berühmt,berömd
640,fremd::A,fremd,främmande
641,verschieden::A,verschieden,åtskillig
642,nah::A,nah,nära
643,fern::A,fern,fjärran
644,linker::A,linker,vänster
645,rechter::A,rechter,höger
646,anderer::A,anderer,annan
647,erster::A,erster,första
648,zweiter::A,zweiter,andra
649,dritter::A,dritter,tredje
650,letzter::A,letzter,sist
651,allein::ADV,allein,allena
652,auf einmal::ADV,auf einmal,på en gång
653,zusammen::ADV,zusammen,tillsammans
654,lange::ADV,lange,länge
655,plötzlich::ADV,plötzlich,plötsligt
656,sofort::ADV,sofort,strax
657,sofort::ADV,sofort,genast
658,später::ADV,später,senare
659,jetzt::ADV,jetzt,nu
660,heute::ADV,heute,i dag
661,morgen::ADV,morgen,i morgon
662,bald::ADV,bald,snart
663,dann::ADV,dann,då
664,gestern::ADV,gestern,i går
665,einst::ADV,einst,en gång
666,damals::ADV,damals,då
667,damals::ADV,damals,den gången
668,danach::ADV,danach,därefter
669,vorher::ADV,vorher,före
670,vorher::ADV,vorher,förut
671,zuerst::ADV,zuerst,först
672,einmal::ADV,einmal,en gång
673,manchmal::ADV,manchmal,ibland
674,oft::ADV,oft,ofta
675,immer::ADV,immer,alltid
676,niemals::ADV,niemals,aldrig
677,hier::ADV,hier,här
678,hierhin::ADV,hierhin,hit
679,von hier::ADV,von hier,härifrån
680,dort::ADV,dort,där
681,dorthin::ADV,dorthin,dit
682,geradeaus::ADV,geradeaus,rätt fram
683,vorwärts::ADV,vorwärts,fram
684,vorwärts::ADV,vorwärts,framåt
685,rückwärts::ADV,rückwärts,baklänges
686,zurück::ADV,zurück,tillbaka
687,unten::ADV,unten,nere
688,unten::ADV,unten,nedanför
689,hinab::ADV,hinab,ned
690,hinab::ADV,hinab,nedåt
691,oben::ADV,oben,ovan
692,oben::ADV,oben,ovanpå
693,hinauf::ADV,hinauf,upp
694,hinauf::ADV,hinauf,uppåt
695,überall::ADV,überall,överallt
696,nicht::ADV,nicht,ej
697,nicht::ADV,nicht,inte
698,ein wenig::ADV,ein wenig,litet
699,kaum::ADV,kaum,knappt
700,kaum::ADV,kaum,knappast
701,sehr::ADV,sehr,mycket
702,so::ADV,so,så
703,noch::ADV,noch,än
704,noch::ADV,noch,ännu
705,nur::ADV,nur,bara
706,nur::ADV,nur,endast
707,schon::ADV,schon,redan
708,wieder::ADV,wieder,åter
709,vergebens::ADV,vergebens,förgäves
710,vor::PRP,vor,utanför
711,hinter::PRP,hinter,bakom
712,unter::PRP,unter,under
713,durch::PRP,durch,genom
714,durch::PRP,durch,igenom
715,neben::PRP,neben,bredvid
716,neben::PRP,neben,vid sidan av
717,zwischen::PRP,zwischen,mellan
718,wegen::PRP,wegen,på grund av
719,dies::PRN,dies,detta
720,das::PRN,das,det
721,alles::PRN,alles,allt
722,ich::PRN,ich,jag
723,du::PRN,du,du
724,er::PRN,er,han
725,wir::PRN,wir,vi
726,ihr::PRN,ihr,ni
727,sie::PRN,sie,de
728,was::FPRN,was,vad
729,wer::FPRN,wer,vem
730,wo::FADV,wo,var
731,wohin::FADV,wohin,vart
732,wie::FADV,wie,hur
733,warum::FADV,warum,varför
734,wieviel::FNUM,wieviel,hur mycket
735,eins::NUM,eins,en
736,eins::NUM,eins,ett
737,zwei::NUM,zwei,två
738,drei::NUM,drei,tre
739,vier::NUM,vier,fyra
740,fünf::NUM,fünf,fem
741,sechs::NUM,sechs,sex
742,sieben::NUM,sieben,sju
743,acht::NUM,acht,åtta
744,neun::NUM,neun,nio
745,zehn::NUM,zehn,tio
746,elf::NUM,elf,elva
747,zwölf::NUM,zwölf,tolv
748,zwanzig::NUM,zwanzig,tjugo
749,dreißig::NUM,dreißig,trettio
750,vierzig::NUM,vierzig,fyrtio
751,fünfzig::NUM,fünfzig,femtio
752,sechzig::NUM,sechzig,sextio
753,siebzig::NUM,siebzig,sjuttio
754,achtzig::NUM,achtzig,åttio
755,neunzig::NUM,neunzig,nittio
756,hundert::NUM,hundert,hundra
757,tausend::NUM,tausend,tusen
758,und::CNJ,und,och
759,oder::CNJ,oder,eller
760,stehen::V,stehen,stå
761,sitzen::V,sitzen,sitta
762,liegen::V,liegen,ligga
763,hängen::V,hängen,hänga
764,werden::V,werden,bli
765,passieren::V,passieren,ske
766,passieren::V,passieren,hända
767,beginnen::V,beginnen,börja
768,enden::V,enden,ända
769,wechseln::V,wechseln,växla
770,aufgehen[Sonne]::V,aufgehen,gå upp
771,untergehen[Sonne]::V,untergehen,gå ned
772,scheinen[Sonne]::V,scheinen,skina
773,donnern::V,donnern,dundra
774,wehen::V,wehen,blåsa
775,strömen::V,strömen,forsa
776,strömen::V,strömen,strömma
777,fließen::V,fließen,flyta
778,sich drehen::V,sich drehen,snurra
779,schwanken::V,schwanken,vackla
780,schwingen::V,schwingen,svinga
781,fallen::V,fallen,falla
782,brennen::V,brennen,brinna
783,rauchen::V,rauchen,ryka
784,regnen::V,regnen,regna
785,gefrieren::V,gefrieren,frysa
786,tauen::V,tauen,töa
787,schmelzen::V,schmelzen,smälta
788,trocknen::V,trocknen,torka
789,sieden::V,sieden,koka
790,sieden::V,sieden,sjuda
791,faulen::V,faulen,ruttna
792,verfaulen::V,verfaulen,ruttna
793,reißen::V,reißen,brista
794,versinken::V,versinken,sjunka
795,vergehen::V,vergehen,förgå
796,erscheinen::V,erscheinen,synas
797,erscheinen::V,erscheinen,visa sig
798,verschwinden::V,verschwinden,försvinna
799,sinken::V,sinken,sjunka
800,abnehmen::V,abnehmen,avta
801,abnehmen::V,abnehmen,minskas
802,zunehmen::V,zunehmen,tilltaga
803,steigen::V,steigen,stiga
804,wachsen::V,wachsen,växa
805,glänzen::V,glänzen,glimma
806,funkeln::V,funkeln,tindra
807,funkeln::V,funkeln,gnistra
808,lärmen::V,lärmen,bråka
809,lärmen::V,lärmen,väsnas
810,läuten::V,läuten,ringa
811,klingeln::V,klingeln,ringa
812,klirren::V,klirren,klirra
813,brausen::V,brausen,brusa
814,rauschen::V,rauschen,susa
815,klingen::V,klingen,låta
816,klingen::V,klingen,klinga
817,bellen::V,bellen,skälla
818,heulen::V,heulen,yla
819,heulen::V,heulen,tjuta
820,blasen::V,blasen,blåsa
821,pfeifen::V,pfeifen,vissla
822,schreien::V,schreien,skrika
823,stöhnen::V,stöhnen,stöna
824,zittern::V,zittern,darra
