,Concept_ID,az,kk
786,lustig::A,məzəli,көңілді
787,lustig::A,gülməli,көңілді
788,sanft::A,mülayim,жуас
789,hungrig::A,ac,аш
790,krank::A,xəstə,кеселді
791,nackt::A,çılpaq,жалаңаш
792,traurig::A,qəmgin,қапа
793,traurig::A,kədərli,қапа
794,lebendig::A,canlı,тірі
795,lebendig::A,canlı,жанды
796,gut::A,yaxşı,жақсы
797,schlecht::A,pis,жаман
798,richtig::A,doğru,дұрыс
799,schlimm::A,fəna,жаман
800,wahr::A,gərçək,нағыз
801,alt::A,əski,ескі
802,alt::A,köhnə,ескі
803,neu::A,yeni,жаңа
804,ehemalig::A,əvvəlki,өткен
805,ehemalig::A,əvvəlki,бұрынғы
806,alt[Lebewesen]::A,qoca,кексе
807,jung::A,gənc,науша
808,arm::A,kasıb,кедей
809,arm::A,kasıb,дәулетсіз
810,arm::A,yoxsul,кедей
811,arm::A,yoxsul,дәулетсіз
812,reich::A,zəngin,малды
813,bekannt::A,tanış,таныс
814,bekannt::A,tanış,көзтаныс
815,berühmt::A,məşhur,атақты
816,fremd::A,yad,бөтен
817,verschieden::A,dürlü,түрлі
818,nah::A,yaxın,жуық
819,nah::A,yaxın,етене
820,fern::A,uzaq,алыс
821,fern::A,uzaq,алыстағы
822,linker::A,sol,сол
823,linker::A,sol,солшыл
824,rechter::A,sağ,оң
825,anderer::A,başqa,өзге
826,anderer::A,başqa,былайғы
827,erster::A,birinci,алғашқы
828,zweiter::A,ikinci,екінші
829,dritter::A,üçüncü,үшінші
830,letzter::A,sonuncu,артқы
831,letzter::A,sonuncu,кейінгі
832,letzter::A,axırıncı,артқы
833,letzter::A,axırıncı,кейінгі
834,allein::ADV,tək,серіксіз
835,allein::ADV,yalqız,серіксіз
836,auf einmal::ADV,birdən,бірден
837,zusammen::ADV,birlikdə,бірлесіп
838,lange::ADV,uzun,ұзақ
839,plötzlich::ADV,qəfildən,кенет
840,sofort::ADV,həmən,әне-міне дегенше
841,sofort::ADV,dərhal,әне-міне дегенше
842,später::ADV,sonra,артынан
843,jetzt::ADV,indi,енді
844,jetzt::ADV,indi,қазір
845,heute::ADV,bugün,бүгін
846,morgen::ADV,sabah,ертең
847,bald::ADV,yaxında,тез
848,bald::ADV,tezliklə,тез
849,dann::ADV,onda,онан соң
850,dann::ADV,onda,сонан соң
851,gestern::ADV,dünən,кеше
852,einst::ADV,əvvəllər,бірде
853,einst::ADV,əvvəllər,бір кезде
854,damals::ADV,o vaxt,анада
855,danach::ADV,sonra,онан соң
856,danach::ADV,sonra,сонан соң
857,vorher::ADV,qabaqcadan,бұрын
858,zuerst::ADV,əvvəl,әуелі
859,zuerst::ADV,əvvəl,алдымен
860,einmal::ADV,bir dəfə,бір жолы
861,manchmal::ADV,hərdənbir,кейде
862,oft::ADV,tez-tez,ылғи
863,oft::ADV,çox vaxt,ылғи
864,immer::ADV,daimi,өнебойы
865,immer::ADV,həmişə,өнебойы
866,niemals::ADV,əsla,ешуақытта
867,niemals::ADV,heç bir zaman,ешуақытта
868,hier::ADV,bura,бұнда
869,hier::ADV,bura,осында
870,hier::ADV,burada,бұнда
871,hier::ADV,burada,осында
872,hierhin::ADV,buraya,бермен
873,von hier::ADV,buradan,бер жақтан
874,dort::ADV,ora,анда
875,dort::ADV,orada,анда
876,dorthin::ADV,oraya,әрі
877,geradeaus::ADV,düz,тура
878,vorwärts::ADV,irəli,ілгері
879,rückwärts::ADV,geri,артқа
880,zurück::ADV,geriyə,кейін қарай
881,unten::ADV,aşağıda,төменде
882,hinab::ADV,aşağı,астына
883,hinab::ADV,aşağı,төмен
884,oben::ADV,yuxarıda,жоғарыда
885,hinauf::ADV,yuxarı,өрге
886,überall::ADV,hər yerdə,әрқайда
887,nicht::ADV,-ma-,емес
888,ein wenig::ADV,bir az,азырақ
889,ein wenig::ADV,bir az,аздаған
890,ein wenig::ADV,bir az,азғантай
891,kaum::ADV,güclə,зорға
892,sehr::ADV,çox,орасан
893,so::ADV,belə,бұлай
894,so::ADV,belə,былайша
895,noch::ADV,hələ,әлі
896,nur::ADV,yalnız,ғана
897,schon::ADV,artıq,түге
898,wieder::ADV,yenə,жаңа
899,wieder::ADV,yenə,қайта
900,wieder::ADV,yenə,жаңадан
901,vergebens::ADV,boş yerə,бекер
902,vor::PRP,önündə,алды
903,hinter::PRP,arxasında,артынан
904,unter::PRP,altında,түп
905,unter::PRP,altında,маңында
906,durch::PRP,içindən,арқылы
907,neben::PRP,yanında,іргеде
908,neben::PRP,yanında,жанында
909,zwischen::PRP,arasında,арада
910,wegen::PRP,üçün,үшін
911,wegen::PRP,ötəri,үшін
912,dies::PRN,bu,бұ
913,dies::PRN,bu,осы
914,das::PRN,o,сол
915,alles::PRN,hər şey,дүйім
916,alles::PRN,hər şey,күллі
917,ich::PRN,mən,мен
918,du::PRN,sən,сен
919,er::PRN,o,ол
920,wir::PRN,biz,біз
921,ihr::PRN,siz,сіз
922,sie::PRN,onlar,олар
923,was::FPRN,nə,не
924,wer::FPRN,kim,кім
925,wo::FADV,harada,кәні
926,wo::FADV,harada,қайда
927,wohin::FADV,haraya,қайда
928,wie::FADV,necə,калай
929,warum::FADV,niyə,неғып
930,warum::FADV,nə üçün,неғып
931,wieviel::FNUM,neçə,неше
932,wieviel::FNUM,neçə,қанша
933,wieviel::FNUM,nə qədər,неше
934,wieviel::FNUM,nə qədər,қанша
935,eins::NUM,bir,бір
936,zwei::NUM,iki,екі
937,drei::NUM,üç,үш
938,vier::NUM,dörd,төрт
939,fünf::NUM,beş,бес
940,sechs::NUM,altı,алты
941,sieben::NUM,yeddi,жеті
942,acht::NUM,səkkiz,сегіз
943,neun::NUM,doqquz,тоғыз
944,zehn::NUM,on,он
945,elf::NUM,on bir,он бір
946,zwölf::NUM,on iki,он екі
947,zwanzig::NUM,iyirmi,жиырма
948,dreißig::NUM,otuz,отыз
949,vierzig::NUM,qırx,қырық
950,fünfzig::NUM,əlli,елу
951,sechzig::NUM,altmış,алпыс
952,siebzig::NUM,yetmiş,жетпіс
953,achtzig::NUM,səksən,сексен
954,neunzig::NUM,doxsan,тоқсан
955,hundert::NUM,yüz,жүз
956,tausend::NUM,min,мың
957,und::CNJ,və,та
958,oder::CNJ,ya,әлде
959,oder::CNJ,ya,немесе
960,stehen::V,durmaq,тұру
961,sitzen::V,oturmaq,отыру
962,liegen::V,uzanmaq,жату
963,hängen::V,asılmaq,ілу
964,werden::V,olmaq,болу
965,werden::V,olmaq,түрегелу
966,passieren::V,olmaq,болу
967,passieren::V,baş vermək,болу
968,beginnen::V,başlamaq,басталу
969,enden::V,bitmək,ада болу
970,wechseln::V,dəyişmək,құбылу
971,wechseln::V,dəyişmək,өзгеру
972,aufgehen[Sonne]::V,doğmaq,шығу
973,untergehen[Sonne]::V,batmaq,батыру
974,scheinen[Sonne]::V,parlamaq,жылтырау
975,donnern::V,guruldamaq,күркіреу
976,wehen::V,əsmək,огып тур
977,strömen::V,axmaq,сорғалау
978,fließen::V,axmaq,ағу
979,sich drehen::V,dönmək,айналу
980,schwanken::V,yellənmək,толықсу
981,schwingen::V,yellənmək,тербелу
982,fallen::V,düşmek,құлау
983,fallen::V,düşmek,жығылу
984,fallen::V,düşmek,төмендеу
985,brennen::V,yanmaq,жану
986,rauchen::V,tüstüləmək,түтету
987,regnen::V,yağmaq,жауу
988,gefrieren::V,donmaq,мұздай қату
989,gefrieren::V,donmaq,мұз боп қату
990,tauen::V,ərimək,жібу
991,schmelzen::V,ərimək,еру
992,trocknen::V,qurumaq,курау
993,sieden::V,qaynamaq,қайнау
994,faulen::V,çürümək,иістену
995,verfaulen::V,çürümək,шіру
996,reißen::V,yırtılmaq,жыртылу
997,versinken::V,batmaq,малтығу
998,vergehen::V,ötmək,өту
999,erscheinen::V,görünmək,көріну
1000,erscheinen::V,görünmək,көрініп қалу
1001,verschwinden::V,yox olmaq,ғайып_болу
1002,sinken::V,enmək,ылдилау
1003,sinken::V,enmək,төмендеу
1004,abnehmen::V,azalmaq,кемітілу
1005,zunehmen::V,artmaq,көбею
1006,steigen::V,yüksəlmək,қобу
1007,steigen::V,yüksəlmək,көтерілу
1008,steigen::V,yüksəlmək,жоғарылау
1009,wachsen::V,böyümək,өсу
1010,glänzen::V,parlamaq,жалтырау
1011,funkeln::V,parıldamaq,жарқырау
1012,funkeln::V,parıldamaq,нұрлану
1013,funkeln::V,parıldamaq,жылтылдау
1014,lärmen::V,səs-küy etmək,шулау
1015,lärmen::V,səs-küy etmək,шуылдау
1016,läuten::V,çalmaq,қоңыраулату
1017,klingeln::V,zəng etmək,дыңғырлау
1018,klirren::V,cingildəmək,дыңылдату
1019,brausen::V,gurlamaq,тасу
1020,rauschen::V,xışıldamaq,сусылдау
1021,rauschen::V,xışıldamaq,сыбдырлау
1022,klingen::V,səslənmək,дыбыс шығару
1023,bellen::V,hürmək,үру
1024,heulen::V,ulamaq,ұлу
1025,blasen::V,üfləmək,үру
1026,pfeifen::V,fit vermek,ысқыру
1027,schreien::V,bağırmaq,шыңғыру
1028,schreien::V,bağırmaq,айғайлау
1029,schreien::V,bağırmaq,байбайлау
1030,schreien::V,bağırmaq,бажалақтау
1031,schreien::V,qışqırmaq,шыңғыру
1032,schreien::V,qışqırmaq,айғайлау
1033,schreien::V,qışqırmaq,байбайлау
1034,schreien::V,qışqırmaq,бажалақтау
1035,stöhnen::V,inləmək,ыңырсу
1036,stöhnen::V,inləmək,ыңкылдау
1037,zittern::V,titrəmək,қалш
1038,zittern::V,titrəmək,қалшылдату
1039,leben::V,yaşamaq,жасау
1040,leben::V,yaşamaq,күнелту
1041,leben::V,yaşamaq,күн көру
1042,leben::V,yaşamaq,тіршілік ету
1043,geboren werden::V,doğmaq,туу
1044,atmen::V,nəfəs almaq,дем алу
1045,atmen::V,nəfəs almaq,ауа жұту
1046,trinken::V,içmek,ішу
1047,trinken::V,içmek,ұрттау
1048,essen::V,yemək,жеу
1049,essen::V,yemək,тамақтану
1050,schlucken::V,udmaq,жұту
1051,müde werden::V,yorulmaq,болдыру
1052,einschlafen::V,yuxuya getmək,үйыктап калу
1053,schlafen::V,uyumaq,ұйықтау
1054,aufwachen::V,oyanmaq,ояну
1055,aufstehen::V,yuxudan durmaq,ояну
1056,sich erholen::V,dincəlmək,тынығу
1057,krank werden::V,xəstə olmaq,кеселдену
1058,krank werden::V,xəstə olmaq,сырқаттану
1059,krank werden::V,xəstə olmaq,ауырып қалу
1060,krank werden::V,xəstə olmaq,ауыра бастау
1061,krank werden::V,xəstə olmaq,кеселге ұшырау
1062,krank werden::V,xəstə olmaq,сырқаттанып қалу
1063,krank sein::V,azarlanmaq,ауыру
1064,krank sein::V,azarlanmaq,сырқаттану
1065,krank sein::V,xəstələnmək,ауыру
1066,krank sein::V,xəstələnmək,сырқаттану
1067,schmerzen::V,ağrimaq,ауырады
1068,husten::V,öksürmək,жөтелу
1069,genesen::V,sağalmaq,айығу
1070,sterben::V,ölmək,өлу
1071,sterben::V,ölmək,қайтыс
1072,sterben::V,ölmək,жантапсыру
1073,sterben::V,vəfat etmək,өлу
1074,sterben::V,vəfat etmək,қайтыс
1075,sterben::V,vəfat etmək,жантапсыру
1076,umkommen::V,həlak olmaq,өлу
1077,umkommen::V,həlak olmaq,қаза табу
1078,sich bewegen::V,hərəkət etmək,жылжу
1079,sich rühren::V,tərpənmək,қыбырлау
1080,sich erheben::V,qalxmaq,тұру
1081,sich setzen::V,oturmaq,отыру
1082,hinfallen::V,yıxılmaq,жығылу
1083,laufen::V,yerimək,жояу жүру
1084,schreiten::V,addım atmaq,кадамдау
1085,spazierengehen::V,gəzmək,қыдыру
1086,eilen::V,atılmaq,асығу
1087,eilen::V,atılmaq,жеделдену
1088,eilen::V,atılmaq,жедепдеу
1089,sich beeilen::V,tələsmək,асығу
1090,sich beeilen::V,tələsmək,жеделдену
1091,sausen::V,çırpmaq,заулау
1092,rennen::V,qaçmaq,жүгіру
1093,springen::V,sıçramaq,секіру
1094,klettern::V,dırmanmaq,өрмелеп шығу
1095,schaukeln::V,sallanmaq,тербелу
1096,kriechen::V,sürünmək,еңбектеу
1097,schwimmen::V,üzmek,жүзу
1098,schwimmen::V,üzmek,малту
1099,schwimmen::V,üzmek,қалықтау
1100,tauchen::V,dalmaq,сүңгу
1101,rudern::V,avarlamaq,есу
1102,fahren::V,sürmək,бару
1103,fliegen::V,uçmaq,ұшу
1104,gehen::V,getmək,бару
1105,weggehen::V,getmək,кету
1106,abfahren::V,yola düşmək,жөнелу
1107,anhalten::V,saxlamaq,тоқтау
1108,hineingehen::V,girmək,кіру
1109,eintreten::V,girmək,ену
1110,eintreten::V,daxil olmaq,ену
1111,kommen::V,gəlmək,жету
1112,ankommen::V,gəlib çatmaq,келу
1113,zurückkommen::V,qayıtmaq,қайту
1114,bleiben::V,qalmaq,қалу
1115,warten::V,gözləmək,тосу
1116,erwarten::V,bəkləmək,күту
1117,suchen::V,aramaq,іздеу
1118,suchen::V,axtarmaq,іздеу
1119,finden::V,tapmaq,табу
1120,versuchen::V,çalışmaq,талпыну
1121,vorbereiten::V,hazırlamaq,әзірлеу
1122,lieben::V,sevmək,сүю
1123,mögen::V,xoşlamaq,жарату
1124,mögen::V,xoşlamaq,жақсы_көру
1125,lachen::V,gülmək,күлу
1126,lachen::V,gülmək,күлісу
1127,rühren::V,həyəcanlandırmaq,көңілін бұзу
1128,weinen::V,ağlamaq,жылау
1129,schimpfen::V,küfr etmək,ақырып-бақыру
1130,sich ärgern::V,acıqlanmaq,ашулану
1131,sich fürchten::V,qorxmaq,сескену
1132,fürchten::V,qorxmaq,қауіптену
1133,fürchten::V,qorxmaq,сақсыну
1134,fliehen::V,qaçmaq,қашу
1135,fliehen::V,qaçmaq,қашып кету
1136,flüchten::V,qaçmaq,қашу
1137,flüchten::V,qaçmaq,қашып кету
1138,sehen::V,görmək,көру
1139,anschauen::V,baxmaq,назар салу
1140,ansehen::V,baxmaq,тамашалау
1141,hören::V,duymaq,есту
1142,hören::V,eşitmək,есту
1143,zuhören::V,dinləmək,тыңдау
1144,zuhören::V,dinləmək,құлақ қою
1145,probieren::V,dadına baxmaq,тату
1146,probieren::V,dadına baxmaq,дәм тату
1147,riechen::V,qoxlamaq,иіскеу
1148,fühlen::V,duymaq,сезу
1149,fühlen::V,duymaq,сезіну
1150,scheinen::V,görünmək,болып көріну
1151,zu sehen sein::V,görünmək,көріну
1152,vernehmen::V,eşitmək,есту
1153,vernehmen::V,eşitmək,есітіп қалу
1154,frieren::V,üşümək,тоңу
1155,frieren::V,üşümək,жаурау
1156,tun::V,etmək,ету
1157,tun::V,etmək,істеу
1158,können::V,bilmək,білу
1159,können::V,bacarmaq,білу
1160,wollen::V,istəmək,қалау
1161,anfangen::V,başlamaq,бастау
1162,beenden::V,bitirmək,бітіру
1163,beenden::V,bitirmək,адақтау
1164,beenden::V,bitirmək,тамамдау
1165,beenden::V,bitirmək,аяқтап шығу
1166,aufhören::V,bitmək,доғару
1167,aufhören::V,qurtarmaq,доғару
1168,gelingen::V,müvəffəq olmaq,жолы түсу
1169,geraten::V,düşmək,калу
1170,öffnen::V,açmaq,ашу
1171,öffnen::V,açmaq,ашып қою
1172,schließen::V,qapamaq,жабу
1173,stellen::V,qoymaq,қою
1174,stellen::V,qoymaq,қойдыру
1175,setzen::V,oturtmaq,отырғызу
1176,legen::V,qoymaq,салу
1177,legen::V,qoymaq,калау
1178,berühren::V,toxunmaq,тию
1179,verbinden::V,bağlamaq,байлап алу
1180,verbinden::V,bağlamaq,сабақтастыру
1181,bedecken::V,örtmək,бүркеу
1182,aufhängen::V,asmaq,ілу
1183,aufhängen::V,asmaq,асып қою
1184,anzünden::V,yandırmaq,тұтату
1185,aufheben::V,qaldırmaq,көтеру
1186,zurücklassen::V,buraxmaq,қалдыру
1187,verlieren::V,itirmək,жоғалту
1188,fallen lassen::V,düşürmək,құлатып алу
1189,fallen lassen::V,düşürmək,қолдан түсіріп алу
1190,machen::V,etmək,ету
1191,machen::V,etmək,жасау
1192,machen::V,etmək,жасап шығару
1193,herstellen::V,istehsal etmək,жасап шығару
1194,bauen::V,tikmək,тұрғызу
1195,reparieren::V,təmir etmək,оңдау
1196,verbessern::V,düzəltmək,дұрыстау
1197,ändern::V,dəyişdirmək,өзгерту
1198,graben::V,qazımaq,үңгу
1199,beugen::V,əymək,буғу
1200,biegen::V,bükmək,ию
1201,biegen::V,bükmək,майыстыру
1202,drehen::V,döndərmək,айналдыру
1203,wenden::V,çevirmək,екінші жағын айналдыру
1204,umdrehen::V,çevirmək,бұру
1205,heben::V,qaldırmaq,көтеру
1206,hochheben::V,qaldırmaq,жоғарылату
1207,hochheben::V,qaldırmaq,көтеру
1208,ergreifen::V,tutmaq,бас_салу
1209,ergreifen::V,tutmaq,шап_беріп_ұстап_алу
1210,ergreifen::V,tutmaq,шап_беру
1211,ergreifen::V,tutmaq,шап_ете_түсу
1212,halten::V,saxlamaq,тұту
1213,halten::V,saxlamaq,ұстау
1214,drücken::V,sıxmaq,басу
1215,schieben::V,sürmək,итеру
1216,kratzen::V,qaşımaq,қыру
1217,lecken::V,yalamaq,жалау
1218,beißen::V,dişləmək,қабу
1219,beißen::V,dişləmək,тістеу
1220,beißen::V,dişləmək,қауып алу
1221,abreißen::V,qoparmaq,үзу
1222,abschneiden::V,ayırmaq,қырқу
1223,binden::V,bağlamaq,байланыстыру
1224,binden::V,bağlamaq,байлап_алу
1225,binden::V,bağlamaq,байластыру
1226,binden::V,bağlamaq,байлау
1227,binden::V,bağlamaq,буу
1228,binden::V,bağlamaq,матау
1229,binden::V,bağlamaq,сабақтастыру
1230,binden::V,bağlamaq,ұштастыру
1231,stecken::V,soxmaq,сұғу
1232,brechen::V,qırmaq,сындыру
1233,klopfen::V,sındırmaq,қағу
1234,hauen::V,vurmaq,соғу
1235,kleben::V,apışdırmaq,желімдеу
1236,reiben::V,ovmaq,үйкеу
1237,streichen::V,sürtmək,сүйкеу
1238,schleifen::V,bülövləmək,егеу
1239,schleifen::V,bülövləmək,қайрау
1240,schleifen::V,bülövləmək,егеулеу
1241,schneiden::V,kəsmək,кесу
1242,rütteln::V,sirkələmək,қозғау
1243,rütteln::V,sirkələmək,жұлмалау
1244,schütteln::V,çalxalamaq,дірілдету
1245,schütteln::V,çalxalamaq,селкілдету
1246,schwenken::V,yelləmək,бұлғау
1247,schwenken::V,yelləmək,сермеу
1248,schütten::V,tökmək,құю
1249,füllen::V,doldurmaq,толтыру
1250,einwickeln::V,sarımaq,орау
1251,tragen::V,daşımaq,алып жүру
1252,schleppen::V,sürükləmək,тарту
1253,ziehen::V,çəkmək,тарту
1254,aufbewahren::V,gizlətmək,сақтау
1255,werfen::V,atmaq,лақтыру
1256,fangen::V,tutmaq,қармау
1257,fangen::V,tutmaq,қағып алу
1258,packen::V,yaxalamaq,шап беру
1259,packen::V,yaxalamaq,шап ете түсу
1260,packen::V,yaxalamaq,шап беріп ұстап алу
1261,verstecken::V,gizlətmək,тығу
1262,verstecken::V,gizlətmək,жасыру
1263,teilen::V,bölmək,бөлу
1264,schicken::V,yollamaq,жіберу
1265,schicken::V,göndərmək,жіберу
1266,bringen::V,gətirmək,әкелу
1267,bringen::V,gətirmək,алып келу
1268,hinzufügen::V,əlavə etmək,қосу
1269,hinzufügen::V,əlavə etmək,үстеу
1270,bekommen::V,almaq,алу
1271,bekommen::V,əldə etmək,алу
1272,erhalten::V,almaq,алмақ
1273,nehmen::V,almaq,алу
1274,nehmen::V,almaq,алмақ
1275,wählen::V,seçmək,таңдау
1276,auswählen::V,arımaq,екшеу
1277,auswählen::V,arımaq,саралау
1278,auswählen::V,arımaq,сұрыптау
1279,auswählen::V,arımaq,сайлап алу
1280,bewahren::V,qorumaq,сақтау
1281,behindern::V,mane olmaq,оралғы болу
1282,verderben::V,pozmaq,бүлдіру
1283,beschädigen::V,zədələmək,бұзу
1284,zerbrechen::V,qırmaq,уату
1285,zerbrechen::V,sındırmaq,уату
1286,zerreißen::V,yırtmaq,жырту
1287,zerstören::V,dağıtmaq,қирату
1288,zerstören::V,dağıtmaq,талқандау
1289,verbrennen::V,yandırmaq,өртеу
1290,verbrennen::V,yandırmaq,жандыру
1291,verbrennen::V,yandırmaq,өртеп жіберу
1292,verbrennen::V,yandırmaq,жандырып жіберу
1293,geben::V,vermək,беру
1294,reichen::V,uzatmaq,беру
1295,schenken::V,vermək,тарту
1296,versprechen::V,vəd vermək,уәде беру
1297,wünschen::V,arzulamaq,тілеу
1298,loben::V,tərifləmək,мақтау
1299,loben::V,tərifləmək,дәріптеу
1300,küssen::V,öpmək,сүю
1301,wiegen::V,tərpətmək,тербеу
1302,zudecken::V,örtmək,бүркеу
1303,wecken::V,oyatmaq,ояту
1304,zeigen::V,göstərmək,көрсету
1305,führen::V,rəhbərlik etmək,ерту
1306,führen::V,rəhbərlik etmək,жетектеу
1307,lehren::V,öyrətmək,оқыту
1308,unterrichten::V,öyrətmək,оқыту
1309,unterrichten::V,dərs vermək,оқыту
1310,aufziehen::V,tərbiyə etmək,бағу
1311,leiten::V,idarə etmək,басқару
1312,leiten::V,idarə etmək,жетекшілік ету
1313,antreiben::V,bizləmək,асықтыру
1314,lassen::V,-tırmaq,-ткізу
1315,lassen::V,-tırmaq,мәжбүр ету
1316,einladen::V,dəvət etmək,шақыру
1317,vereinigen::V,birləşdirmək,біріктіру
1318,vereinigen::V,birləşdirmək,біріктіріп қою
1319,besuchen::V,baş çəkmək,кіріп шығу
1320,besuchen::V,baş çəkmək,барып шығу
1321,besuchen::V,ziyarət etmək,кіріп шығу
1322,besuchen::V,ziyarət etmək,барып шығу
1323,treffen::V,rastlaşmaq,кездесу
1324,treffen::V,rast gəlmək,кездесу
1325,sich versammeln::V,toplanmaq,топталу
1326,spielen::V,oynamaq,ойнау
1327,singen::V,oxumaq,сайрау
1328,tanzen::V,oynamaq,билеу
1329,tanzen::V,rəqs etmək,билеу
1330,sich trennen::V,ayrılmaq,айрылысу
1331,verlassen::V,tərk etmək,тастау
1332,retten::V,xilas etmək,құтқару
1333,bewachen::V,gözətmək,күзету
1334,schützen::V,qorumaq,жақтау
1335,schützen::V,qorumaq,жақтасу
1336,verteidigen::V,qorumaq,қорғау
1337,sich schlagen::V,döyüşmək,алысу
1338,schießen::V,atmaq,ату
1339,schießen::V,atəş açmaq,ату
1340,siegen::V,yenmək,жеңу
1341,ärgern::V,acışdırmaq,ашуландыру
1342,schlagen::V,döymək,ұру
1343,treten::V,təpmək,тебу
1344,stechen::V,soxmaq,шаншу
1345,stoßen::V,itələmək,түрту
1346,stehlen::V,çalmaq,ұрлау
1347,stehlen::V,oğurlamaq,ұрлау
1348,stören::V,pozmaq,кесірлен
1349,belästigen::V,narahat etmək,мазасын алу
1350,verbergen::V,gizləmək,сездірмеу
1351,täuschen::V,aldatmaq,жалған айту
1352,betrügen::V,aldatmaq,алдау
1353,betrügen::V,aldatmaq,алдап кету
1354,betrügen::V,aldatmaq,ақымақ қылу
1355,töten::V,öldürmək,құрту
1356,töten::V,öldürmək,өлтіру
1357,wohnen::V,yaşamaq,мекендеу
1358,wohnen::V,yaşamaq,өмір сүру
1359,arbeiten::V,işləmək,істеу
1360,arbeiten::V,işləmək,еңбектену
1361,arbeiten::V,çalışmaq,істеу
1362,arbeiten::V,çalışmaq,еңбектену
1363,sammeln::V,yığmaq,жыю
1364,sammeln::V,toplamaq,жыю
1365,pflücken::V,qoparmaq,жұлу
1366,jagen::V,ovlamaq,аулау
1367,fischen::V,balıq tutmaq,балык_аулау
1368,fassen::V,tutmaq,ұстау
1369,hüten::V,güdmək,жаю
1370,hüten::V,güdmək,бағу
1371,treiben::V,haylamaq,айдау
1372,anbinden::V,bağlamaq,байлау
1373,füttern::V,bəsləmək,ас ішкізу
1374,füttern::V,bəsləmək,азықтандыру
1375,füttern::V,bəsləmək,қоректендіру
1376,melken::V,sağmaq,сауу
1377,hacken::V,yarmaq,турау
1378,gießen::V,sulamaq,суару
1379,reifen::V,dəymək,жетілу
1380,zubereiten::V,bişirmək,даяр ету
1381,kochen::V,qaynatmaq,асу
1382,backen::V,bişirmək,пісіру
1383,braten::V,qızartmaq,қуыру
1384,umrühren::V,qarışdırmaq,былғалау
1385,umrühren::V,qarışdırmaq,сапырылыстыру
1386,stricken::V,hörmək,торлау
1387,stricken::V,hörmək,тоқу
1388,nähen::V,tikmək,тігу
1389,färben::V,boyamaq,бояу
1390,färben::V,boyamaq,сырлау
1391,reinigen::V,təmizləmək,аршу
1392,reinigen::V,təmizləmək,тазалау
1393,waschen::V,yumaq,жуу
1394,abwischen::V,silmək,сүрту
1395,spülen::V,çalxamaq,шаю
1396,fegen::V,süpürmək,сыпыру
1397,kehren::V,süpürmək,сыпыру
1398,baden::V,çimmək,шомылу
1399,sich waschen::V,yuyunmaq,жуыну
1400,ausziehen::V,soyunmaq,шешу
1401,anziehen::V,geymək,кигізу
1402,sich anziehen::V,geyinmək,киіну
1403,kämmen::V,daramaq,тарау
1404,schmücken::V,bəzəmək,әсемдеу
1405,schmücken::V,bəzəmək,мәнерлеу
1406,schmücken::V,bəzəmək,көріктендіру
1407,sagen::V,demək,деу
1408,sagen::V,demək,айту
1409,sagen::V,söymek,деу
1410,sagen::V,söymek,айту
1411,sprechen::V,danışmaq,деу
1412,sprechen::V,danışmaq,айту
1413,reden::V,danışmaq,сөйлеу
1414,reden::V,danışmaq,сөйлесу
1415,reden::V,danışmaq,тіл қатысу
1416,sich unterhalten::V,söhbət etmək,сұхбаттасу
1417,fragen::V,soruşmaq,сұрау
1418,bitten::V,diləmək,өтіну
1419,bitten::V,diləmək,жалыну
1420,bitten::V,xahiş etmək,өтіну
1421,bitten::V,xahiş etmək,жалыну
1422,erzählen::V,bəhs etmək,айту
1423,mitteilen::V,bildirmək,білдіру
1424,nennen::V,adlandırmaq,атау
1425,rufen::V,çağırmaq,шақыру
1426,prahlen::V,öyünmək,бөсу
1427,übersetzen::V,tərcümə etmək,аудару
1428,denken::V,düşünmək,ойлау
1429,denken::V,fikirləşmək,ойлау
1430,glauben::V,inanmaq,нану
1431,glauben::V,inanmaq,илану
1432,bemerken::V,qeyd etmək,аңғару
1433,erkennen::V,tanımaq,тану
1434,begreifen::V,anlamaq,ұғу
1435,begreifen::V,anlamaq,аңғарып алу
1436,verstehen::V,duymaq,пайым
1437,verstehen::V,duymaq,түсіну
1438,lernen::V,öyrənmək,оқу
1439,wissen::V,bilmək,хабардар болу
1440,sich erinnern an::V,xatırlamaq,еске түсіру
1441,vergessen::V,unutmaq,ұмыту
1442,messen::V,ölçmək,өлшеу
1443,zählen::V,saymaq,санау
1444,rechnen::V,hesablamaq,санап шығару
1445,rechnen::V,hesablamaq,санап шығу
1446,rechnen::V,hesablamaq,санау
1447,lesen::V,oxumaq,оқу
1448,malen::V,şəkil çəkmək,сурет салу
1449,zeichnen::V,cızmaq,сурет салу
1450,schreiben::V,yazmaq,жазу
1451,besitzen::V,yiyələnmək,болу
1452,besitzen::V,malik olmaq,болу
1453,kaufen::V,satın almaq,алу
1454,kaufen::V,satın almaq,әперу
1455,verkaufen::V,satmaq,сату
1456,bezahlen::V,ödəmək,төлеу
1457,bezahlen::V,ödəmək,ақы беру
1458,bezahlen::V,ödəmək,ақы төлеу
1459,zahlen::V,ödəmək,төлеу
1460,beherrschen::V,idarə etmək,билеу
1461,ertragen::V,dözmək,төзу
1462,ertragen::V,dözmək,шыдау
