,Concept_ID,ar,he
788,sieben::NUM,سبعة,שבעה
789,acht::NUM,ثمانية,שמונה
790,neun::NUM,تسعة,תשעה
791,zehn::NUM,عشرة,עשרה
792,elf::NUM,أحد عشر,אחת עשרה
793,zwölf::NUM,اثنا عشر,שתים עשרה
794,zwanzig::NUM,عشرون,עשרים
795,dreißig::NUM,ثلاثون,שלושים
796,vierzig::NUM,أربعون,ארבעים
797,fünfzig::NUM,خمسون,חמשים
798,sechzig::NUM,ستون,ששים
799,siebzig::NUM,سبعون,שבעים
800,achtzig::NUM,ثمانون,שמונים
801,neunzig::NUM,تسعون,תשעים
802,hundert::NUM,مئة,מאה
803,tausend::NUM,ألف,אלף
804,und::CNJ,و,ו
805,oder::CNJ,أو,או
806,stehen::V,وقف,עמד
807,sitzen::V,جلس,ישב
808,liegen::V,رقد,שכב
809,hängen::V,تعلق,היה תלוי
810,werden::V,صار,הפך ל
811,werden::V,أصبح,הפך ל
812,passieren::V,حدث,קרה
813,beginnen::V,ابتدأ,התחיל
814,enden::V,انتهى,הסתים
815,wechseln::V,تغير,השתנה
816,aufgehen[Sonne]::V,شرق,זרח
817,untergehen[Sonne]::V,غرب,שקע
818,scheinen[Sonne]::V,أضاء,בהק
819,donnern::V,رعد,רעם
820,wehen::V,هب,נשב
821,strömen::V,جرى,זרם
822,fließen::V,سال,זרם
823,sich drehen::V,دار,הסתובב
824,schwanken::V,ترنح,התנודד
825,schwingen::V,ترجح,התנענע
826,fallen::V,سقط,נפל
827,brennen::V,احترق,בער
828,rauchen::V,دخن,עשן
829,regnen::V,أمطر,ירד גשם
830,gefrieren::V,تجمد,קפא
831,tauen::V,ذاب,נמס
832,schmelzen::V,ذاب,התיך
833,trocknen::V,نشف,התיבש
834,sieden::V,غلى,רתח
835,faulen::V,فسد,רקב
836,verfaulen::V,تعفن,רקב
837,reißen::V,انقطع,נקרע
838,versinken::V,غرق,טבע
839,vergehen::V,مضى,עבר
840,erscheinen::V,لاح,נגלה
841,erscheinen::V,لاح,הופיע
842,erscheinen::V,ظهر,נגלה
843,erscheinen::V,ظهر,הופיע
844,verschwinden::V,غاب,נעלם
845,sinken::V,هبط,ירד
846,abnehmen::V,نقص,הפחית
847,zunehmen::V,ازداد,רבה
848,steigen::V,صعد,עלה
849,steigen::V,ارتفع,עלה
850,wachsen::V,نما,גדל
851,wachsen::V,نبت,גדל
852,glänzen::V,لمع,נצץ
853,glänzen::V,لمع,בהק
854,funkeln::V,تلألأ,נצנץ
855,lärmen::V,ضج,רעש
856,lärmen::V,صخب,רעש
857,läuten::V,قرع,צלצל
858,klingeln::V,دق,צלצל
859,klirren::V,قعقع,קרקש
860,brausen::V,عج,געש
861,rauschen::V,حف,רשרש
862,klingen::V,رن,נשמע
863,bellen::V,نبح,נבח
864,heulen::V,عوى,ילל
865,blasen::V,نفخ,נשף
866,pfeifen::V,صفر,שרק
867,schreien::V,صرخ,צעק
868,stöhnen::V,أن,נאנק
869,zittern::V,ارتعش,רעד
870,leben::V,عاش,חי
871,geboren werden::V,ولد,נולד
872,atmen::V,تنفس,נשם
873,trinken::V,شرب,שתה
874,essen::V,أكل,אכל
875,schlucken::V,جرع,בלע
876,müde werden::V,تعب,התעיף
877,einschlafen::V,نام,נרדם
878,schlafen::V,نام,ישן
879,aufwachen::V,استيقظ,התעורר
880,aufstehen::V,قام,קם
881,sich erholen::V,استجم,נפש
882,krank werden::V,مرض,חלה
883,krank sein::V,مرض,היה חולה
884,schmerzen::V,آلم,כאב
885,husten::V,كح,השתעל
886,husten::V,سعل,השתעל
887,genesen::V,نقه,הבריא
888,sterben::V,مات,מת
889,umkommen::V,هلك,נספה
890,sich bewegen::V,تحرك,נע
891,sich rühren::V,تحرك,זז
892,sich erheben::V,قام,קם
893,sich setzen::V,جلس,התישב
894,hinfallen::V,وقع,נפל
895,laufen::V,مشى,הלך ברגל
896,schreiten::V,خطا,פסע
897,spazierengehen::V,تنزه,טיל
898,eilen::V,عجل,אץ
899,eilen::V,عجل,מהר
900,sich beeilen::V,استعجل,מהר
901,sausen::V,أسرع,אץ
902,rennen::V,عدا,רץ
903,rennen::V,ركض,רץ
904,springen::V,قفز,קפץ
905,klettern::V,تسلق,טפס
906,schaukeln::V,تأرجح,התנדנד
907,kriechen::V,دب,זחל
908,kriechen::V,زحف,זחל
909,schwimmen::V,سبح,שחה
910,tauchen::V,غطس,צלל
911,rudern::V,جذف,חתר
912,fahren::V,ركب,נסע
913,fahren::V,سافر,נסע
914,fliegen::V,طار,עף
915,gehen::V,سار,הלך
916,gehen::V,ذهب,הלך
917,weggehen::V,ذهب,עזב
918,weggehen::V,انصرف,עזב
919,abfahren::V,رحل,יצא
920,anhalten::V,توقف,עצר
921,hineingehen::V,دخل,נכנס
922,eintreten::V,دخل,נכנס
923,kommen::V,أتى,בא
924,kommen::V,جاء,בא
925,ankommen::V,وصل,הגיע
926,zurückkommen::V,عاد,שב
927,zurückkommen::V,عاد,חזר
928,zurückkommen::V,رجع,שב
929,zurückkommen::V,رجع,חזר
930,bleiben::V,مكث,נשאר
931,warten::V,انتظر,חכה
932,warten::V,انتظر,המתין
933,erwarten::V,ترقب,צפה
934,erwarten::V,انتظر,צפה
935,suchen::V,بحث,חפש
936,finden::V,وجد,מצא
937,versuchen::V,حاول,נסה
938,vorbereiten::V,أعد,הכין
939,vorbereiten::V,حضر,הכין
940,lieben::V,أحب,אהב
941,mögen::V,أحب,אהב
942,lachen::V,ضحك,צחק
943,rühren::V,أثر,נגע ללב
944,weinen::V,بكى,בכה
945,schimpfen::V,سب,גער
946,schimpfen::V,شتم,גער
947,sich ärgern::V,زعل,זעם
948,sich ärgern::V,زعل,כעס
949,sich fürchten::V,هاب,פחד
950,sich fürchten::V,هاب,חשש
951,fürchten::V,خاف,פחד מ
952,fürchten::V,خاف,חשש מ
953,fürchten::V,خشي,פחד מ
954,fürchten::V,خشي,חשש מ
955,fliehen::V,هرب,ברח
956,flüchten::V,فر,נמלט
957,sehen::V,رأى,ראה
958,anschauen::V,نظر,הביט
959,ansehen::V,نظر,התבונן
960,hören::V,سمع,שמע
961,zuhören::V,أصغى,הקשיב
962,probieren::V,ذاق,נסה
963,riechen::V,شم,הריח
964,riechen::V,استنشق,הריח
965,fühlen::V,شعر,חש
966,scheinen::V,ظهر,נדמה
967,zu sehen sein::V,ظهر,נראה
968,vernehmen::V,سمع,נודע ל
969,frieren::V,بردان,קר ל
970,tun::V,فعل,פעל
971,können::V,قدر,יכל
972,können::V,استطاع,יכל
973,wollen::V,شاء,רצה
974,wollen::V,أراد,רצה
975,anfangen::V,بدأ,התחיל
976,beenden::V,أنهى,גמר
977,aufhören::V,توقف,סים
978,aufhören::V,انقطع,סים
979,gelingen::V,نجح,הצליח
980,geraten::V,طلع,עלה
981,öffnen::V,فتح,פתח
982,schließen::V,أغلق,סגר
983,stellen::V,وضع,העמיד
984,stellen::V,أقام,העמיד
985,setzen::V,أجلس,הושיב
986,legen::V,وضع,שם
987,berühren::V,مس,נגע
988,berühren::V,لمس,נגע
989,verbinden::V,ربط,קשר
990,verbinden::V,وصل,קשר
991,bedecken::V,غطى,כסה
992,aufhängen::V,علق,תלה
993,anzünden::V,أوقد,הצית
994,aufheben::V,لقط,אסף
995,zurücklassen::V,ترك,השאיר
996,verlieren::V,فقد,אבד
997,fallen lassen::V,أسقط,שמט
998,fallen lassen::V,أسقط,הפיל
999,machen::V,فعل,עשה
1000,herstellen::V,صنع,יצר
1001,herstellen::V,أنتج,יצר
1002,bauen::V,بنى,בנה
1003,bauen::V,شيد,בנה
1004,reparieren::V,صلح,תקן
1005,verbessern::V,صحح,שפר
1006,ändern::V,غير,שנה
1007,graben::V,حفر,חפר
1008,beugen::V,ثنى,כפף
1009,beugen::V,أحنى,כפף
1010,biegen::V,لوى,כופף
1011,drehen::V,أدار,סובב
1012,drehen::V,دور,סובב
1013,wenden::V,قلب,הפך
1014,umdrehen::V,قلب,סובב
1015,heben::V,رفع,הרים
1016,hochheben::V,رفع,הרים
1017,ergreifen::V,مسك,אחז
1018,halten::V,مسك,החזיק
1019,drücken::V,ضغط,לחץ
1020,schieben::V,حرك,הזיז
1021,kratzen::V,خدش,שרט
1022,kratzen::V,خدش,שפשף
1023,lecken::V,لعق,לקק
1024,beißen::V,عض,נשך
1025,abreißen::V,قلع,קרע
1026,abschneiden::V,قطع,חתך
1027,binden::V,ربط,קשר
1028,stecken::V,دس,תקע
1029,brechen::V,كسر,שבר
1030,klopfen::V,طرق,נקש
1031,hauen::V,ضرب,הכה
1032,kleben::V,ألصق,הדביק
1033,reiben::V,حك,שפשף
1034,streichen::V,نشر,מרח
1035,schleifen::V,سن,השחיז
1036,schneiden::V,قطع,גזר
1037,rütteln::V,رج,נענע
1038,schütteln::V,هز,נער
1039,schwenken::V,لوح,נופף
1040,schwenken::V,لوح,טלטל
1041,schütten::V,صب,שפך
1042,füllen::V,ملأ,מלא
1043,einwickeln::V,لف,עטף
1044,tragen::V,حمل,נשא
1045,schleppen::V,سحب,סחב
1046,ziehen::V,سحب,משך
1047,aufbewahren::V,حفظ,שמר
1048,werfen::V,رمى,זרק
1049,werfen::V,ألقى,זרק
1050,fangen::V,التقط,תפס
1051,packen::V,مسك,אחז
1052,verstecken::V,خبأ,החביא
1053,teilen::V,قسم,חלק
1054,schicken::V,بعث,שלח
1055,schicken::V,أرسل,שלח
1056,bringen::V,جلب,הביא
1057,hinzufügen::V,أضاف,הוסיף
1058,bekommen::V,حصل,תפס
1059,erhalten::V,استلم,קבל
1060,nehmen::V,أخذ,אחז
1061,wählen::V,اختار,בחר
1062,auswählen::V,انتقى,בחר ב
1063,bewahren::V,حافظ,קים
1064,behindern::V,عاق,מנע
1065,verderben::V,أفسد,מנע
1066,beschädigen::V,أضر,הזיק
1067,zerbrechen::V,كسر,נשבר
1068,zerreißen::V,مزق,קרע
1069,zerstören::V,دمر,הרס
1070,zerstören::V,دمر,השמיד
1071,verbrennen::V,حرق,שרף
1072,geben::V,أعطى,נתן
1073,reichen::V,ناول,העביר
1074,schenken::V,وهب,נתן במתנה
1075,versprechen::V,وعد,הבטיח
1076,wünschen::V,تمنى,אחל
1077,loben::V,مدح,שבח
1078,küssen::V,قبل,נשק
1079,wiegen::V,هدهد,נדנד
1080,zudecken::V,غطى,כסה
1081,wecken::V,أيقظ,עורר
1082,zeigen::V,أرى,הראה
1083,führen::V,دل,הביא
1084,führen::V,دل,הוביל
1085,lehren::V,علم,למד
1086,unterrichten::V,علم,למד
1087,aufziehen::V,ربى,רומם
1088,leiten::V,دل,נהל
1089,leiten::V,أدار,נהל
1090,antreiben::V,حث,המרץ
1091,lassen::V,حدا,נתן
1092,einladen::V,دعا,הזמין
1093,vereinigen::V,وحد,אחד
1094,vereinigen::V,وحد,לכד
1095,besuchen::V,زار,בקר
1096,treffen::V,قابل,פגש
1097,sich versammeln::V,اجتمع,התאסף
1098,spielen::V,لعب,שחק
1099,singen::V,غنى,שר
1100,tanzen::V,رقص,רקד
1101,sich trennen::V,افترق,נפרד
1102,verlassen::V,ترك,עזב
1103,retten::V,نجى,הציל
1104,retten::V,أنقذ,הציל
1105,bewachen::V,حرس,שמר
1106,schützen::V,حمى,אבטח
1107,verteidigen::V,دافع,הגן
1108,sich schlagen::V,تضارب,התכתש
1109,schießen::V,أطلق,ירה
1110,siegen::V,انتصر,גבר
1111,siegen::V,انتصر,נצח
1112,ärgern::V,أزعل,עצבן
1113,schlagen::V,ضرب,הכה
1114,schlagen::V,ضرب,הלקה
1115,treten::V,رفس,בעט
1116,stechen::V,شك,דקר
1117,stoßen::V,دفع,דחק
1118,stehlen::V,سرق,גנב
1119,stören::V,ضايق,קטע
1120,stören::V,ضايق,הפריע
1121,belästigen::V,أزعج,הציק
1122,belästigen::V,أزعج,הטריד
1123,verbergen::V,كتم,הצניע
1124,täuschen::V,خدع,שגע
1125,betrügen::V,غش,הונה
1126,töten::V,قتل,הרג
1127,wohnen::V,سكن,גר
1128,arbeiten::V,عمل,עבד
1129,arbeiten::V,اشتغل,עבד
1130,sammeln::V,جمع,אסף
1131,pflücken::V,جنى,קטף
1132,pflücken::V,قطف,קטף
1133,jagen::V,صاد,צד
1134,fischen::V,اصطاد,דג
1135,fassen::V,قبض,תפס
1136,hüten::V,رعى,רעה
1137,treiben::V,ساق,הוציא
1138,anbinden::V,ربط,קשר
1139,füttern::V,علف,הלעיט
1140,melken::V,حلب,חלב
1141,hacken::V,فرم,קצץ
1142,gießen::V,سقى,השקה
1143,reifen::V,نضج,בשל
1144,zubereiten::V,حضر,הכין
1145,kochen::V,طبخ,בשל
1146,backen::V,خبز,אפה
1147,braten::V,قلى,צלה
1148,braten::V,قلى,טגן
1149,braten::V,حمر,צלה
1150,braten::V,حمر,טגן
1151,umrühren::V,قلب,ערבב
1152,stricken::V,حاك,סרג
1153,nähen::V,خاط,תפר
1154,färben::V,صبغ,צבע
1155,färben::V,لون,צבע
1156,reinigen::V,نظف,נקה
1157,waschen::V,غسل,רחץ
1158,waschen::V,غسل,כבס
1159,abwischen::V,مسح,נגב
1160,spülen::V,شطف,שטף
1161,fegen::V,كنس,טאטא
1162,kehren::V,كنس,טאטא
1163,baden::V,استحم,טבל
1164,baden::V,استحم,שחה
1165,sich waschen::V,اغتسل,התרחץ
1166,ausziehen::V,خلع,הוריד
1167,anziehen::V,لبس,לבש
1168,sich anziehen::V,اكتسى,התלבש
1169,kämmen::V,مشط,סרק
1170,schmücken::V,زين,קשט
1171,sagen::V,قال,אמר
1172,sprechen::V,تكلم,דבר
1173,reden::V,تكلم,דבר
1174,sich unterhalten::V,تحادث,שוחח
1175,fragen::V,سأل,שאל
1176,bitten::V,رجا,בקש
1177,erzählen::V,حكي,ספר
1178,mitteilen::V,بلغ,מסר
1179,mitteilen::V,بلغ,הודיע
1180,nennen::V,سمى,קרא בשם
1181,rufen::V,نادى,גיס
1182,rufen::V,نادى,הזמין לבוא
1183,prahlen::V,فشر,התרברב
1184,prahlen::V,تفاخر,התרברב
1185,übersetzen::V,ترجم,תרגם
1186,denken::V,فكر,חשב
1187,glauben::V,اعتقد,האמין
1188,bemerken::V,لاحظ,הבחין
1189,erkennen::V,عرف,זהה
1190,begreifen::V,فهم,קלט
1191,begreifen::V,فهم,הבין
1192,begreifen::V,أدرك,קלט
1193,begreifen::V,أدرك,הבין
1194,verstehen::V,فهم,הבין
1195,lernen::V,درس,למד
1196,wissen::V,علم,ידע
1197,sich erinnern an::V,تذكر,זכר
1198,vergessen::V,نسي,שכח
1199,messen::V,قاس,מדד
1200,zählen::V,عد,ספר
1201,zählen::V,أحصى,ספר
1202,rechnen::V,حسب,חשב
1203,lesen::V,قرأ,קרא
1204,malen::V,صور,ציר
1205,zeichnen::V,رسم,שרטט
1206,schreiben::V,كتب,כתב
1207,besitzen::V,حاز,היה בעל של
1208,besitzen::V,ملك,היה בעל של
1209,kaufen::V,اشترى,קנה
1210,kaufen::V,اشترى,רכש
1211,verkaufen::V,باع,מכר
1212,bezahlen::V,دفع,שלם
1213,zahlen::V,سدد,שלם
1214,beherrschen::V,حكم,שלט
1215,ertragen::V,أطاق,סבל
1216,ertragen::V,تحمل,סבל
