,Concept_ID,cv,la
737,fern::A,инҫе,longinquus
738,fern::A,аякри,longinquus
739,linker::A,сулахай,sinister
740,rechter::A,сылтӑм,dexter
741,anderer::A,урӑх,alius
742,erster::A,пӗрремӗш,primus
743,zweiter::A,иккӗмӗш,secundus
744,dritter::A,виҫҫӗмӗш,tertius
745,letzter::A,юлашки,ultimus
746,allein::ADV,пӗччен,solum
747,auf einmal::ADV,кӗмӗрккен,simul
748,zusammen::ADV,пӗрле,una
749,lange::ADV,вӑрах,diu
750,plötzlich::ADV,сасартӑк,subito
751,plötzlich::ADV,сасартӑк,repente
752,sofort::ADV,тӳрех,statim
753,später::ADV,кайран,postea
754,jetzt::ADV,халь,nunc
755,jetzt::ADV,халӗ,nunc
756,heute::ADV,паян,hodie
757,morgen::ADV,ыран,cras
758,bald::ADV,халех,mox
759,bald::ADV,кӗҫех,mox
760,dann::ADV,унтан,deinde
761,gestern::ADV,ӗнер,heri
762,einst::ADV,пӗррехинче,olim
763,damals::ADV,ун чухне,tum
764,damals::ADV,апла пулсан,tum
765,danach::ADV,унтан,postea
766,vorher::ADV,малтан,antea
767,zuerst::ADV,пирвай,primo
768,einmal::ADV,пӗррехинче,semel
769,manchmal::ADV,хӑш чухне,interdum
770,oft::ADV,тӑтӑш,saepe
771,immer::ADV,ялан,semper
772,niemals::ADV,нихӑҫан та,numquam
773,hier::ADV,кунта,hic
774,hierhin::ADV,кунта,huc
775,von hier::ADV,кунтан,hinc
776,dort::ADV,унта,ibi
777,dort::ADV,ҫавӑнта,ibi
778,dorthin::ADV,унта,eo
779,dorthin::ADV,ҫавӑнта,eo
780,geradeaus::ADV,тикӗс,recte
781,vorwärts::ADV,малалла,porro
782,rückwärts::ADV,хыҫала,retro
783,zurück::ADV,каялла,retro
784,unten::ADV,аялта,infra
785,hinab::ADV,аялта,pessum
786,oben::ADV,ҫӳлте,supra
787,hinauf::ADV,ҫӳле,sursum
788,überall::ADV,таҫта та,ubique
789,überall::ADV,пур ҫӗрте те,ubique
790,überall::ADV,кирек ӑҫта та,ubique
791,nicht::ADV,мар,non
792,ein wenig::ADV,пӑртак,paulum
793,kaum::ADV,аран,vix
794,kaum::ADV,аран,aegre
795,sehr::ADV,питӗ,valde
796,sehr::ADV,питӗ,magnopere
797,so::ADV,апла,ita
798,noch::ADV,татах,etiam
799,nur::ADV,ҫех,solum
800,nur::ADV,ҫех,tantum
801,schon::ADV,ӗнтӗ,iam
802,wieder::ADV,каллех,rursus
803,vergebens::ADV,харам,frustra
804,vor::PRP,умӗнче,ante
805,hinter::PRP,кайра,post
806,unter::PRP,айне,sub
807,unter::PRP,айӗпе,sub
808,unter::PRP,айӗнче,sub
809,unter::PRP,ҫитеспе,sub
810,durch::PRP,витӗр,per
811,neben::PRP,патӗнче,iuxta
812,zwischen::PRP,хушшинче,inter
813,wegen::PRP,пула,propter
814,wegen::PRP,пирки,propter
815,dies::PRN,ку,hoc
816,dies::PRN,ҫак,hoc
817,das::PRN,ҫав,id
818,alles::PRN,пурте,omnia
819,alles::PRN,йӑлт,omnia
820,ich::PRN,эп,ego
821,du::PRN,эс,tu
822,er::PRN,вӑл,is
823,er::PRN,вӑл,ille
824,wir::PRN,эпир,nos
825,ihr::PRN,эсир,vos
826,sie::PRN,вӗсем,ii
827,sie::PRN,вӗсем,illi
828,was::FPRN,мӗн,quid
829,was::FPRN,мӗскер,quid
830,was::FPRN,мӗн те пулин,quid
831,wer::FPRN,кам,quis
832,wo::FADV,ӑҫта,ubi
833,wohin::FADV,ӑҫта,quo
834,wie::FADV,епле,quomodo
835,wie::FADV,мӗнле,quomodo
836,warum::FADV,ма,cur
837,warum::FADV,мӗншӗн,cur
838,wieviel::FNUM,миҫе,quantum
839,eins::NUM,пӗр,unus
840,eins::NUM,пӗрре,unus
841,zwei::NUM,ик,duo
842,zwei::NUM,икӗ,duo
843,zwei::NUM,иккӗ,duo
844,drei::NUM,виҫ,tres
845,drei::NUM,виҫӗ,tres
846,drei::NUM,виҫҫӗ,tres
847,vier::NUM,тӑват,quattuor
848,fünf::NUM,пилӗк,quinque
849,fünf::NUM,пиллӗк,quinque
850,sechs::NUM,улт,sex
851,sechs::NUM,ултӑ,sex
852,sechs::NUM,улттӑ,sex
853,sieben::NUM,ҫич,septem
854,sieben::NUM,ҫичӗ,septem
855,sieben::NUM,ҫиччӗ,septem
856,acht::NUM,сакӑр,octo
857,acht::NUM,саккӑр,octo
858,neun::NUM,тӑхӑр,novem
859,neun::NUM,тӑххӑр,novem
860,zehn::NUM,вунӑ,decem
861,zehn::NUM,вуннӑ,decem
862,elf::NUM,вун пӗр,undecim
863,zwölf::NUM,вун ик,duodecim
864,zwölf::NUM,вун икӗ,duodecim
865,zwölf::NUM,вун иккӗ,duodecim
866,zwanzig::NUM,ҫирӗм,viginti
867,dreißig::NUM,вӑтӑр,triginta
868,vierzig::NUM,хӗрӗх,quadraginta
869,fünfzig::NUM,аллӑ,quinquaginta
870,sechzig::NUM,утмӑл,sexaginta
871,siebzig::NUM,ҫитмӗл,septuaginta
872,achtzig::NUM,сакӑр вунӑ,octoginta
873,achtzig::NUM,сакӑр вуннӑ,octoginta
874,neunzig::NUM,тӑхӑр вун,nonaginta
875,neunzig::NUM,тӑхӑр вунӑ,nonaginta
876,neunzig::NUM,тӑхӑр вуннӑ,nonaginta
877,hundert::NUM,ҫӗр,centum
878,tausend::NUM,пин,mille
879,und::CNJ,та,et
880,und::CNJ,та,-que
881,oder::CNJ,е,vel
882,stehen::V,тӑр,stare
883,sitzen::V,лар,sedere
884,liegen::V,вырт,iacere
885,hängen::V,усӑнса тӑр,pendere
886,hängen::V,ҫакӑнса тӑр,pendere
887,werden::V,пул,fieri
888,passieren::V,пул,accidere
889,beginnen::V,пуҫлан,incipere
890,enden::V,пӗт,finem habere
891,enden::V,вӗҫлен,finem habere
892,wechseln::V,улшӑн,mutari
893,aufgehen[Sonne]::V,тух,oriri
894,untergehen[Sonne]::V,анса лар,occidere
895,scheinen[Sonne]::V,пӑх,lucere
896,donnern::V,кӗмсӗртет,tonare
897,donnern::V,авӑт,tonare
898,wehen::V,варкӑш,flare
899,strömen::V,тӑкӑн,fluere
900,fließen::V,юх,manare
901,sich drehen::V,ҫаврӑн,torqueri
902,schwanken::V,чӳхен,vacillare
903,schwingen::V,суллан,vibrare
904,fallen::V,кип,cadere
905,fallen::V,тӳр кип,cadere
906,fallen::V,татӑлса ан,cadere
907,brennen::V,ҫун,ardere
908,rauchen::V,мӑкӑрлан,fumare
909,rauchen::V,тӗтӗм кӑлар,fumare
910,regnen::V,ҫумӑр ҫӑвать,pluere
911,gefrieren::V,шӑн,congelari
912,tauen::V,ирӗл,rorare
913,schmelzen::V,ирӗл,liquescere
914,trocknen::V,тип,arescere
915,sieden::V,вӗре,fervere
916,faulen::V,ҫӗр,putescere
917,verfaulen::V,ҫӗр,putescere
918,reißen::V,ҫурӑл,scindi
919,versinken::V,пут,mergi
920,vergehen::V,ирт,praeterire
921,erscheinen::V,курӑн,apparere
922,erscheinen::V,курӑнса кай,apparere
923,verschwinden::V,ҫухал,discedere
924,sinken::V,чак,labi
925,abnehmen::V,чак,deminui
926,zunehmen::V,пысӑклан,augeri
927,steigen::V,ҫӗклен,augescere
928,wachsen::V,ӳс,crescere
929,glänzen::V,ҫиҫ,splendere
930,funkeln::V,ялкӑш,micare
931,funkeln::V,йӑлтӑртат,micare
932,lärmen::V,шавла,strepere
933,läuten::V,шӑнкӑравла,sonare
934,klingeln::V,шӑнкӑравла,tinnire
935,klirren::V,калтлат,crepare
936,klirren::V,шӑнкӑлтат,crepare
937,brausen::V,ахӑр,saevire
938,rauschen::V,вашӑлтат,crepare
939,rauschen::V,чашӑлтат,crepare
940,klingen::V,янӑра,sonare
941,bellen::V,вӗр,latrare
942,heulen::V,ула,ululare
943,blasen::V,вӗр,flare
944,pfeifen::V,шӑхӑр,sibilare
945,schreien::V,кӑшкӑр,clamare
946,stöhnen::V,йынӑш,gemere
947,zittern::V,чӗтре,tremere
948,zittern::V,чӗтре,trepidare
949,leben::V,пурӑн,vivere
950,geboren werden::V,ҫурал,nasci
951,atmen::V,сывла,spirare
952,trinken::V,ӗҫ,bibere
953,essen::V,ҫи,edere
954,schlucken::V,ҫӑт,devorare
955,müde werden::V,ӗшен,fatigari
956,einschlafen::V,ыйха пут,obdormiscere
957,einschlafen::V,ҫывӑрса кай,obdormiscere
958,schlafen::V,ҫывӑр,dormire
959,aufwachen::V,вӑран,expergisci
960,aufstehen::V,тӑр,exsurgere
961,sich erholen::V,кан,se reficere
962,krank werden::V,чирле,aegrescere
963,krank sein::V,чирле,aegrotare
964,schmerzen::V,сур,dolere
965,schmerzen::V,ырат,dolere
966,husten::V,ӳсӗр,tussire
967,genesen::V,сывал,convalescere
968,genesen::V,тӳрлен,convalescere
969,sterben::V,вил,mori
970,umkommen::V,вил,perire
971,sich bewegen::V,куҫ,se movere
972,sich rühren::V,хускал,micare
973,sich erheben::V,тӑр,surgere
974,sich setzen::V,лар,considere
975,hinfallen::V,ӳк,cadere
976,laufen::V,ут,vadere
977,schreiten::V,ут,gradi
978,spazierengehen::V,уҫӑлса ҫӳре,ambulare
979,spazierengehen::V,уткаласа ҫӳре,ambulare
980,eilen::V,васка,properare
981,eilen::V,хыпалан,properare
982,sich beeilen::V,васка,festinare
983,sich beeilen::V,хыпалан,festinare
984,sausen::V,ыткӑн,currere
985,sausen::V,вӗҫтер,currere
986,rennen::V,чуп,currere
987,springen::V,сик,salire
988,klettern::V,улӑх,niti
989,schaukeln::V,йӳрӗн,oscillare
990,kriechen::V,шу,repere
991,kriechen::V,шу,serpere
992,kriechen::V,упален,repere
993,kriechen::V,упален,serpere
994,schwimmen::V,иш,nare
995,schwimmen::V,иш,natare
996,tauchen::V,чӑм,mergere
997,rudern::V,авӑс,remigare
998,fahren::V,пыр,vehi
999,fliegen::V,вӗҫ,volare
1000,gehen::V,кай,ire
1001,gehen::V,кай,vadere
1002,weggehen::V,кай,abire
1003,weggehen::V,кай,discedere
1004,abfahren::V,тапран,proficisci
1005,anhalten::V,чарӑн,consistere
1006,hineingehen::V,кӗр,inire
1007,hineingehen::V,кӗр,ingredi
1008,eintreten::V,кӗр,intrare
1009,kommen::V,кил,venire
1010,ankommen::V,ҫит,advenire
1011,zurückkommen::V,таврӑн,revenire
1012,zurückkommen::V,каялла кил,revenire
1013,bleiben::V,юл,manere
1014,warten::V,кӗт,opperiri
1015,erwarten::V,кӗт,opperiri
1016,erwarten::V,кӗт,expectare
1017,suchen::V,шыра,quaerere
1018,finden::V,туп,reperire
1019,versuchen::V,пикен,conari
1020,versuchen::V,пикен,temptare
1021,vorbereiten::V,хатӗрле,parare
1022,lieben::V,юрат,amare
1023,mögen::V,кӑмӑлла,amare
1024,mögen::V,килӗштер,amare
1025,lachen::V,кул,ridere
1026,lachen::V,ахӑлтат,ridere
1027,rühren::V,ҫулӑх,commovere
1028,weinen::V,йӗр,flere
1029,weinen::V,макӑр,flere
1030,schimpfen::V,вӑрҫ,increpare
1031,schimpfen::V,ятлаҫ,increpare
1032,sich ärgern::V,ҫиллен,indignari
1033,sich fürchten::V,шиклен,vereri
1034,fürchten::V,хӑра,timere
1035,fliehen::V,тар,fugere
1036,flüchten::V,чупса тар,effugere
1037,sehen::V,кур,videre
1038,anschauen::V,пӑхса ил,aspectare
1039,ansehen::V,пӑх,spectare
1040,hören::V,илт,audire
1041,zuhören::V,итле,auscultare
1042,zuhören::V,тӑнла,auscultare
1043,probieren::V,астив,gustare
1044,riechen::V,шӑршла,olfacere
1045,fühlen::V,туй,sentire
1046,fühlen::V,сис,sentire
1047,scheinen::V,туйӑн,videri
1048,zu sehen sein::V,курӑн,conspici
1049,vernehmen::V,пӑл,comperire
1050,frieren::V,йӳтен,algere
1051,tun::V,ту,facere
1052,können::V,пултар,posse
1053,wollen::V,те,velle
1054,anfangen::V,пуҫла,incipere
1055,beenden::V,пӗтер,finire
1056,aufhören::V,пӑрах,desistere
1057,gelingen::V,ӑн,contingere
1058,geraten::V,пул,evenire
1059,öffnen::V,уҫ,aperire
1060,schließen::V,хуп,claudere
1061,stellen::V,ларт,sistere
1062,stellen::V,тӑрат,sistere
1063,setzen::V,ларт,ponere
1064,legen::V,хур,ponere
1065,berühren::V,перӗн,tangere
1066,verbinden::V,сып,iungere
1067,bedecken::V,вит,tegere
1068,bedecken::V,вит,operire
1069,aufhängen::V,ҫак,suspendere
1070,anzünden::V,ҫут,accendere
1071,anzünden::V,ҫут,inflammare
1072,aufheben::V,ҫӗкле,tollere
1073,zurücklassen::V,манса хӑвар,relinquere
1074,verlieren::V,ҫӗтер,perdere
1075,verlieren::V,ҫӗтер,amittere
1076,fallen lassen::V,ӳкер,dimittere
1077,machen::V,ту,facere
1078,herstellen::V,ӑстала,fabricare
1079,bauen::V,ту,construere
1080,reparieren::V,юса,reparare
1081,verbessern::V,лайӑхлат,emendare
1082,ändern::V,улӑштар,mutare
1083,graben::V,чав,fodere
1084,graben::V,чакала,fodere
1085,beugen::V,кукӑрт,flectere
1086,biegen::V,ав,curvare
1087,biegen::V,кукӑрт,curvare
1088,drehen::V,ҫавӑр,torquere
1089,wenden::V,ӳпӗнтер,vertere
1090,umdrehen::V,ҫавӑр,convertere
1091,heben::V,хӑпарт,tollere
1092,hochheben::V,йӑт,levare
1093,ergreifen::V,тыт,capessere
1094,halten::V,тыт,tenere
1095,drücken::V,пус,premere
1096,schieben::V,тӗк,promovere
1097,schieben::V,тӗрт,promovere
1098,kratzen::V,хыр,radere
1099,lecken::V,ҫула,lambere
1100,beißen::V,ҫырт,mordere
1101,beißen::V,хып,mordere
1102,abreißen::V,тат,avellere
1103,abschneiden::V,кас,desecare
1104,binden::V,ҫых,ligare
1105,stecken::V,чик,inserere
1106,brechen::V,хуҫ,rumpere
1107,klopfen::V,такка,pultare
1108,hauen::V,шакка,ferire
1109,kleben::V,ҫыпӑҫтар,agglutinare
1110,reiben::V,сӑтӑр,terere
1111,streichen::V,сӗр,oblinere
1112,schleifen::V,хӑйра,acuere
1113,schneiden::V,кас,secare
1114,rütteln::V,лӑка,quassare
1115,rütteln::V,силлентер,quassare
1116,schütteln::V,лӑка,quatere
1117,schütteln::V,силлентер,quatere
1118,schwenken::V,сулла,ventilare
1119,schütten::V,тултар,fundere
1120,füllen::V,тултар,complere
1121,einwickeln::V,чӗрке,involvere
1122,tragen::V,ҫӗкле,ferre
1123,tragen::V,ҫӗкле,portare
1124,schleppen::V,сӗтӗр,pertrahere
1125,ziehen::V,тӑс,trahere
1126,aufbewahren::V,усра,asservare
1127,werfen::V,пӑрах,iacere
1128,fangen::V,тыт,capere
1129,packen::V,тыт,capessere
1130,verstecken::V,пытарса хур,abdere
1131,teilen::V,уйӑр,partiri
1132,teilen::V,уйӑр,dividere
1133,teilen::V,пайла,partiri
1134,teilen::V,пайла,dividere
1135,schicken::V,яр,mittere
1136,bringen::V,кӳр,apportare
1137,hinzufügen::V,хуш,addere
1138,bekommen::V,ил,adipisci
1139,bekommen::V,туян,adipisci
1140,erhalten::V,ил,accipere
1141,erhalten::V,туян,accipere
1142,nehmen::V,ил,sumere
1143,wählen::V,суйла,eligere
1144,auswählen::V,суйла,deligere
1145,bewahren::V,упра,conservare
1146,behindern::V,кансӗрле,impedire
1147,behindern::V,чӑрмантар,impedire
1148,verderben::V,пӑс,corrumpere
1149,beschädigen::V,пӑс,laedere
1150,zerbrechen::V,ват,rumpere
1151,zerbrechen::V,ват,frangere
1152,zerbrechen::V,ҫӗмӗр,rumpere
1153,zerbrechen::V,ҫӗмӗр,frangere
1154,zerreißen::V,ҫур,discindere
1155,zerstören::V,иш,delere
1156,verbrennen::V,ҫунтар,urere
1157,verbrennen::V,ҫунтар,cremare
1158,geben::V,пар,dare
1159,reichen::V,пар,praebere
1160,schenken::V,парнеле,donare
1161,schenken::V,парнеле,largiri
1162,versprechen::V,тума пул,polliceri
1163,versprechen::V,тума пул,promittere
1164,versprechen::V,сӑмах пар,polliceri
1165,versprechen::V,сӑмах пар,promittere
1166,wünschen::V,сун,
1167,loben::V,ырла,laudare
1168,küssen::V,чуп ту,osculari
1169,wiegen::V,сиктер,
1170,wiegen::V,силле,
1171,zudecken::V,вит,tegere
1172,wecken::V,вӑрат,excitare
1173,zeigen::V,кӑтарт,monstrare
1174,führen::V,илсе пыр,ducere
1175,führen::V,ҫавӑтса пыр,ducere
1176,lehren::V,вёрент,docere
1177,unterrichten::V,вёрент,instituere
1178,aufziehen::V,вӗрент,nutrire
1179,leiten::V,тытса пыр,ducere
1180,antreiben::V,васкат,incitare
1181,lassen::V,пусахла,iubere
1182,lassen::V,хуш,iubere
1183,einladen::V,чӗн,invitare
1184,vereinigen::V,пӗрлештер,coniungere
1185,besuchen::V,ҫит,visere
1186,besuchen::V,кӗрсе кур,visere
1187,treffen::V,тӗл пул,convenire
1188,sich versammeln::V,пуҫтарӑн,convenire
1189,spielen::V,выля,ludere
1190,singen::V,юрла,cantare
1191,tanzen::V,ташла,saltare
1192,sich trennen::V,уйрӑл,digredi
1193,sich trennen::V,уйрӑл,discedere
1194,verlassen::V,хӑвар,deserere
1195,verlassen::V,хӑвар,relinquere
1196,retten::V,ҫӑл,servare
1197,bewachen::V,хуралла,custodire
1198,schützen::V,сыхла,tueri
1199,schützen::V,сыхла,tutari
1200,verteidigen::V,хӳтӗле,defendere
1201,sich schlagen::V,ҫапӑҫ,luctari
1202,schießen::V,пер,iaculari
1203,siegen::V,ҫӗн,vincere
1204,siegen::V,ҫӗнтер,vincere
1205,ärgern::V,тарӑхтар,irritare
1206,ärgern::V,ҫиллентер,irritare
1207,schlagen::V,ҫап,ferire
1208,treten::V,тап,calcare
1209,stechen::V,чик,pungere
1210,stoßen::V,чыш,tundere
1211,stehlen::V,вӑрла,furari
1212,stören::V,кансӗрле,turbare
1213,belästigen::V,аптӑрат,obtundere
1214,belästigen::V,хупла,obtundere
1215,verbergen::V,пытар,celare
1216,verbergen::V,пытар,occultare
1217,täuschen::V,суй,fallere
1218,betrügen::V,ултала,fraudare
1219,töten::V,вӗлер,necare
1220,töten::V,вӗлер,caedere
1221,wohnen::V,чуна пар,habitare
1222,wohnen::V,парӑнса тӑр,habitare
1223,arbeiten::V,ӗҫле,laborare
1224,sammeln::V,пух,colligere
1225,pflücken::V,тат,carpere
1226,jagen::V,сунара ҫӳре,venari
1227,fischen::V,пулӑ тыт,piscari
1228,fassen::V,тыт,capere
1229,hüten::V,кӗт,custodire
1230,treiben::V,хӑвала,agere
1231,anbinden::V,кӑкар,alligare
1232,füttern::V,ҫитер,nutrire
1233,melken::V,су,mulgere
1234,hacken::V,вакла,findere
1235,gießen::V,шӑвар,rigare
1236,reifen::V,пиҫ,maturescere
1237,zubereiten::V,пӗҫер,apparare
1238,kochen::V,пӗҫер,coquere
1239,backen::V,пӗҫер,coquere
1240,braten::V,ӑшала,torrere
1241,umrühren::V,хутӑштар,commovere
1242,stricken::V,ҫых,texere
1243,nähen::V,ҫӗле,suere
1244,färben::V,пӗвет,tingere
1245,reinigen::V,тасат,purgare
1246,waschen::V,ҫу,lavare
1247,abwischen::V,шӑл,abstergere
1248,spülen::V,чӳхе,perluere
1249,fegen::V,шӑл,verrere
1250,kehren::V,шӑл,purgare
1251,baden::V,шыва кӗр,lavari
1252,sich waschen::V,ҫӑвӑн,lavari
1253,ausziehen::V,салан,exuere
1254,anziehen::V,тӑхӑн,induere
1255,sich anziehen::V,тӑхӑн,vestiri
1256,kämmen::V,тура,pectere
1257,schmücken::V,илемлет,ornare
1258,schmücken::V,илемлет,decorare
1259,sagen::V,те,dicere
1260,sprechen::V,кала,fari
1261,reden::V,сӑмахла,loqui
1262,reden::V,калаҫ,loqui
1263,sich unterhalten::V,пупле,colloqui
1264,sich unterhalten::V,пупле,disputare
1265,fragen::V,ыйт,rogare
1266,fragen::V,ыйт,quaerere
1267,bitten::V,ыйт,orare
1268,bitten::V,ыйт,rogare
1269,erzählen::V,каласа пар,narrare
1270,mitteilen::V,пӗлтер,communicare
1271,mitteilen::V,хыпарла,communicare
1272,nennen::V,те,appellare
1273,nennen::V,чӗн,appellare
1274,rufen::V,чӗн,vocare
1275,prahlen::V,мухтан,gloriari
1276,prahlen::V,вӗҫкӗнлен,gloriari
1277,übersetzen::V,куҫар,vertere
1278,denken::V,шухӑшла,cogitare
1279,glauben::V,ӗнен,credere
1280,bemerken::V,асӑрха,animadvertere
1281,erkennen::V,палла,cognoscere
1282,begreifen::V,ӑнлан,comprehendere
1283,verstehen::V,пӗл,intellegere
1284,lernen::V,вӗрен,discere
1285,wissen::V,пӗл,scire
1286,wissen::V,ӑнкар,scire
1287,sich erinnern an::V,аса ил,meminisse
1288,vergessen::V,ман,oblivisci
1289,vergessen::V,манса кай,oblivisci
1290,messen::V,виҫ,metiri
1291,zählen::V,шутла,numerare
1292,rechnen::V,шутла,reri
1293,rechnen::V,шутла,calculare
1294,lesen::V,вула,legere
1295,malen::V,ӳкер,pingere
1296,zeichnen::V,ӳкер,scribere
1297,schreiben::V,ҫыр,scribere
1298,besitzen::V,тыт,possidere
1299,kaufen::V,ил,emere
1300,kaufen::V,туян,emere
1301,verkaufen::V,сут,vendere
1302,bezahlen::V,тӳле,pendere
1303,zahlen::V,тӳле,solvere
1304,beherrschen::V,тыт,regere
1305,beherrschen::V,тыт,imperare
1306,ertragen::V,тӳс,tolerare
1307,ertragen::V,тӳс,sustinere
1308,Bauch::N,,venter
