,Concept_ID,ro,kk
105,Regenbogen::N,curcubeu,кемпірқосақ
106,Donner::N,tunet,күн күркіреу
107,Strömung::N,curent,ағын
108,Tropfen::N,picătură,тамшы
109,Schaum::N,spumă,көбік
110,Schmutz::N,murdărie,кір
111,See::N,lac,көл
112,Sumpf::N,mlaștină,саз
113,Moor::N,bărăgan,саз
114,Wiese::N,fânaț,шалғын
115,Wiese::N,livadă,шалғын
116,Wald::N,codru,орман
117,Wald::N,pădure,орман
118,Hügel::N,deal,төбе
119,Hügel::N,deal,белес
120,Hügel::N,deal,белес-белес
121,Hügel::N,movilă,төбе
122,Hügel::N,movilă,белес
123,Hügel::N,movilă,белес-белес
124,Anhöhe::N,deal,дөң
125,Anhöhe::N,deal,адыр
126,Anhöhe::N,deal,қырат
127,Anhöhe::N,ridicătură,дөң
128,Anhöhe::N,ridicătură,адыр
129,Anhöhe::N,ridicătură,қырат
130,Berg::N,munte,тау
131,Gipfel::N,pisc,төбе
132,Höhle::N,peșteră,үңгір
133,Abhang::N,pantă,бауыр
134,Abhang::N,versant,бауыр
135,Quelle::N,izvor,қайнар
136,Bach::N,gârlă,жылға
137,Fluss::N,râu,өзен
138,Fluss::N,fluviu,өзен
139,Ufer::N,mal,жиек
140,Ufer::N,țărm,жиек
141,Küste::N,coastă,жиегі
142,Küste::N,coastă,жағалау
143,Festland::N,uscat,құрылық
144,Meer::N,mare,теңіз
145,Bucht::N,golf,шығанақ
146,Insel::N,insulă,арал
147,Blume::N,floare,гүл
148,Gras::N,iarbă,от
149,Wurzel::N,rădăcină,түбір
150,Baum::N,copac,ағаш
151,Baum::N,copac,дарақ
152,Baum::N,arbore,ағаш
153,Baum::N,arbore,дарақ
154,Stamm::N,tulpină,сояу
155,Stamm::N,tulpină,оқпан
156,Rinde::N,scoarță,қабық
157,Ast::N,cracă,бұтақ
158,Ast::N,creangă,бұтақ
159,Zweig::N,ramură,шыбық
160,Zweig::N,creangă,шыбық
161,Blatt::N,frunză,жапырақ
162,Birke::N,mesteacăn,қайың
163,Kiefer[Baum]::N,pin,қарағай
164,Weide[Baum]::N,salcie,тал
165,Weide[Baum]::N,răchită,тал
166,Tanne::N,brad,шырша
167,Horn::N,corn,мүйіз
168,Feder::N,pană,қаламұш
169,Fell::N,piele,тері
170,Flügel::N,aripă,қанат
171,Klaue::N,gheară,тырнақ
172,Kralle::N,labă,аяқ
173,Kralle::N,gheară,аяқ
174,Schwanz::N,coadă,құйрық
175,Ei::N,ou,жұмыртқа
176,Nest::N,cuib,ұя
177,Bau::N,bârlog,жатақ
178,Bau::N,vizuină,жатақ
179,Tier::N,animal,айуан
180,Tier::N,animal,жануар
181,Herde::N,turmă,пада
182,Herde::N,cireadă,пада
183,Kuh::N,vacă,сиыр
184,Bulle::N,taur,өгіз
185,Pferd::N,cal,жылқы
186,Schaf::N,oaie,қой
187,Schwein::N,porc,шошқа
188,Hund::N,câine,ит
189,Katze::N,pisică,мысық
190,Bär::N,urs,аю
191,Eichhörnchen::N,veveriță,тиін
192,Elch::N,elan,бұғы
193,Fuchs::N,vulpe,түлкі
194,Hase::N,iepure,қоян
195,Maus::N,șoarece,қаптесер
196,Wolf::N,lup,бөрі
197,Wolf::N,lup,қасқыр
198,Vogel::N,pasăre,құс
199,Schwarm::N,cârd,топ
200,Schwarm::N,cârd,үйір
201,Huhn::N,găină,тауық
202,Huhn::N,găină,мекиен
203,Hahn::N,cocoș,әтеш
204,Hahn::N,cocoș,қораз
205,Gans::N,gâscă,қаз
206,Adler::N,vultur,бүркіт
207,Ente::N,rață,үйрек
208,Eule::N,bufniță,жапалақ
209,Kranich::N,cocor,тырна
210,Krähe::N,cioară,қарға
211,Kuckuck::N,cuc,көкек
212,Schwan::N,lebădă,аққу
213,Fisch::N,pește,балық
214,Barsch::N,biban,алабұға
215,Hecht::N,știucă,шортан
216,Schlange[Tier]::N,șarpe,жылан
217,Wurm::N,vierme,шұбалшаң
218,Spinne::N,păianjen,өрмекші
219,Ameise::N,furnică,қүмырска
220,Laus::N,păduche,бит
221,Mücke::N,țânțar,маса
222,Fliege::N,muscă,шыбын
223,Schmetterling::N,fluture,көбелек
224,Beere::N,boabă,жидек
225,Apfel::N,măr,алма
226,Pilz::N,burete,қозықұйрық
227,Pilz::N,burete,саңыраукулақ
228,Pilz::N,ciupercă,қозықұйрық
229,Pilz::N,ciupercă,саңыраукулақ
230,Zwiebel::N,ceapă,жуа
231,Saat::N,semănătură,тұқым
232,Korn::N,grâu,дән
233,Heu::N,fân,шөп
234,Schale::N,coajă,қабық
235,Schale::N,coajă,қабығы
236,Grube::N,groapă,ор
237,Falle::N,cursă,дұзақ
238,Falle::N,cursă,қақпан
239,Falle::N,capcană,дұзақ
240,Falle::N,capcană,қақпан
241,Schlinge::N,laț,ілмек
242,Spur::N,dâră,із
243,Asche::N,cenușă,күл
244,Dreck::N,noroi,былғаныш
245,Dreck::N,murdărie,былғаныш
246,Eisen::N,fier,темір
247,Gold::N,aur,алтын
248,Silber::N,argint,күміс
249,Kohle::N,cărbune,көмір
250,Glas::N,sticlă,шыны
251,Lehm::N,lut,балшық
252,Lehm::N,humă,балшық
253,Sand::N,nisip,құм
254,Mensch::N,om,адам
255,Mensch::N,persoană,адам
256,Mann::N,om,еркек
257,Mann::N,om,ер адам
258,Mann::N,bărbat,еркек
259,Mann::N,bărbat,ер адам
260,Frau::N,femeie,бике
261,Frau::N,femeie,қатын
262,Kind::N,copil,бала
263,Kind::N,copil,перзент
264,Junge::N,băiat,бала
265,Junge::N,băiat,ер бала
266,Junge::N,flăcău,бала
267,Junge::N,flăcău,ер бала
268,Mädchen::N,fată,қыз
269,Familie::N,familie,жанұя
270,Großvater::N,bunic,ата
271,Großvater::N,tată mare,ата
272,Großmutter::N,bunică,әже
273,Großmutter::N,bunică,әжей
274,Großmutter::N,mamă mare,әже
275,Großmutter::N,mamă mare,әжей
276,Eltern::N,părinți,ата-аналар
277,Vater::N,tată,әке
278,Vater::N,părinte,әке
279,Mutter::N,mamă,ана
280,Sohn::N,fiu,ұл
281,Sohn::N,fecior,ұл
282,Tochter::N,fiică,қызым
283,Bruder::N,frate,бауырым
284,Schwester::N,soră,әпке
285,Onkel::N,unchi,көке
286,Tante::N,mătușă,тәте
287,Ehemann::N,soț,ер
288,Ehemann::N,bărbat,ер
289,Ehefrau::N,soție,зайып
290,Freude::N,bucurie,қуаныш
291,Freude::N,bucurie,сүйініш
292,Freude::N,bucurie,шат-думан
293,Freude::N,bucurie,қуаныштылық
294,Gelächter::N,râset,күлу
295,Glück::N,fericire,бақыт
296,Glück::N,fericire,бақыттылық
297,Kummer::N,mâhnire,аза
298,Kummer::N,mâhnire,қайғы
299,Kummer::N,mâhnire,қасырет
300,Wunsch::N,dorință,мүдде
301,Wunsch::N,deziderat,мүдде
302,Lust::N,poftă,тәбет
303,Lust::N,poftă,ынтызар
304,Lust::N,poftă,құштарлық
305,Lust::N,înclinare,тәбет
306,Lust::N,înclinare,ынтызар
307,Lust::N,înclinare,құштарлық
308,Geist::N,duh,рух
309,Geist::N,minte,рух
310,Geist::N,suflet,рух
311,Gedanke::N,gând,ой
312,Gedanke::N,cuget,ой
313,Gedächtnis::N,memorie,ес
314,Gedächtnis::N,memorie,жады
315,Gedächtnis::N,memorie,ақыл-ес
316,Verstand::N,minte,ақыл
317,Verstand::N,minte,парасат
318,Verstand::N,intelect,ақыл
319,Verstand::N,intelect,парасат
320,Sinn::N,sens,мән
321,Sinn::N,sens,маныз
322,Sinn::N,sens,мағына
323,Sinn::N,sens,мән-мағына
324,Sinn::N,înțeles,мән
325,Sinn::N,înțeles,маныз
326,Sinn::N,înțeles,мағына
327,Sinn::N,înțeles,мән-мағына
328,Grund::N,cauză,себеп
329,Grund::N,pricină,себеп
330,Wahrheit::N,adevăr,рас
331,Gespräch::N,convorbire,әңгіме
332,Gespräch::N,conversație,әңгіме
333,Märchen::N,basm,ертеп
334,Märchen::N,basm,ертек
335,Märchen::N,poveste,ертеп
336,Märchen::N,poveste,ертек
337,Erzählung::N,poveste,әңгіме
338,Nachricht::N,veste,хабар
339,Neuigkeit::N,noutate,жаңалық
340,Neuigkeit::N,actualitate,жаңалық
341,Name::N,nume,ат
342,Name::N,nume,атау
343,Rätsel::N,ghicitoare,жұмбақ
344,Rede::N,discurs,сөз
345,Sprache::N,limbă,тіл
346,Sprache::N,limbaj,тіл
347,Stimme::N,glas,үн
348,Stimme::N,glas,әуен
349,Stimme::N,glas,дауыс
350,Wort::N,cuvânt,сөз
351,Zeichen::N,semn,ишара
352,Zeichen::N,semnal,ишара
353,Ruf::N,chemare,айғай
354,Lärm::N,zgomot,айғай-шу
355,Lärm::N,zgomot,айғай-ұйғай
356,Lärm::N,tărăboi,айғай-шу
357,Lärm::N,tărăboi,айғай-ұйғай
358,Laut::N,sunet,дыбыс
359,Laut::N,sunet,дауыс
360,Ton::N,ton,әуен
361,Lied::N,cântec,ән
362,Lied::N,cântec,жыр
363,Lied::N,cântec,ән-жыр
364,Ruhe::N,odihnă,тыныштық
365,Ruhe::N,liniște,тыныштық
366,Leute::N,lume,кісілер
367,Leute::N,oameni,кісілер
368,Volk::N,popor,халық
369,Volk::N,națiune,халық
370,Arbeit::N,lucru,еңбек
371,Gast::N,musafir,қонақ
372,Gast::N,musafir,мейман
373,Geschenk::N,dar,қадия
374,Geschenk::N,cadou,қадия
375,Spiel::N,joc,ойын
376,Gesellschaft::N,societate,қауым
377,Gesellschaft::N,societate,жұртшылық
378,Hilfe::N,ajutor,жэрдем
379,Freund::N,amic,дос
380,Freund::N,prieten,дос
381,Kamerad::N,tovarăș,дос-жар
382,Angelegenheit::N,afacere,жұмыс
383,Anzahl::N,număr,сан
384,Anzahl::N,număr,саны
385,Anzahl::N,cantitate,сан
386,Anzahl::N,cantitate,саны
387,Art::N,fel,түр
388,Art::N,specie,түр
389,Stück::N,bucată,тілім
390,Teil::N,parte,үлес
391,Teil::N,parte,бөлшек
392,Teil::N,porție,үлес
393,Teil::N,porție,бөлшек
394,Hälfte::N,jumătate,жарты
395,Kreis::N,cerc,шеңбер
396,Kreuz::N,cruce,крест
397,Linie::N,linie,сызық
398,Strich::N,linie,сызық
399,Strich::N,trăsătură,сызық
400,Abstand::N,distanță,ара
401,Abstand::N,distanță,аралық
402,Abstand::N,depărtare,ара
403,Abstand::N,depărtare,аралық
404,Entfernung::N,distanță,аралық
405,Entfernung::N,depărtare,аралық
406,Gegend::N,regiune,өңір
407,Platz::N,loc,орны
408,Ort::N,loc,орын
409,Seite::N,latură,жақ
410,Seite::N,latură,бүйір
411,Mitte::N,centru,ортасы
412,Gegenstand::N,obiect,зат
413,Gegenstand::N,obiect,нәрсе
414,Sache::N,lucru,бұйым
415,Sache::N,chestie,бұйым
416,Rand::N,bordură,шет
417,Rand::N,bordură,шеті
418,Kante::N,muchie,қыр
419,Kante::N,muchie,қыры
420,Kante::N,bordură,қыр
421,Kante::N,bordură,қыры
422,Ecke::N,colț,қыры
423,Ecke::N,colț,бұрыш
424,Spitze::N,vârf,ұшы
425,Spitze::N,creștet,ұшы
426,Ende::N,capăt,аяқ
427,Ende::N,capăt,соңы
428,Loch::N,gaură,тесік
429,Winkel::N,colț,мүйіс
430,Muster::N,desen,мәнер
431,Größe::N,mărime,ауқым
432,Größe::N,mărime,көлемдік
433,Länge::N,lungime,бой
434,Länge::N,lungime,ұзындық
435,Höhe::N,înălțime,жоғарылық
436,Höhe::N,înălțime,биіктік
437,Gewicht::N,greutate,салмақ
438,Menge::N,cantitate,мөлшер
439,Haufen::N,grămadă,үйме
440,Haufen::N,grămadă,үйінді
441,Reihe::N,șir,сап
442,Reihe::N,rând,сап
443,Boot::N,barcă,қайық
444,Boot::N,luntre,қайық
445,Ruder::N,vâslă,ескек
446,Ruder::N,lopată,ескек
447,Schlitten::N,sanie,шана
448,Ski::N,schi,шаңғы
449,Lagerfeuer::N,foc de tabără,алау
450,Last::N,povară,ауырлық
451,Last::N,povară,ауыр зат
452,Last::N,sarcină,ауырлық
453,Last::N,sarcină,ауыр зат
454,Gang::N,mers,жүріс
455,Gang::N,umblet,жүріс
456,Schritt::N,pas,адым
457,Norden::N,nord,солтүстік
458,Norden::N,nord,терістік
459,Norden::N,miazănoapte,солтүстік
460,Norden::N,miazănoapte,терістік
461,Süden::N,sud,оңтүстік
462,Süden::N,miazăzi,оңтүстік
463,Westen::N,apus,батыс
464,Osten::N,est,күншығыс
465,Osten::N,răsărit,күншығыс
466,Holz::N,lemn,ағаш
467,Holz::N,lemn,сүрек
468,Brett::N,scândură,тақта
469,Platte::N,placă,тақта
470,Stütze::N,proptea,тіреу
471,Stange::N,bară,қада
472,Stange::N,prăjină,қада
473,Stock::N,băț,сойыл
474,Stock::N,baston,сойыл
475,Stab::N,baston,сырық
476,Stab::N,prăjină,сырық
477,Rohr::N,tub,құбыр
478,Rohr::N,țeavă,құбыр
479,Haus::N,casă,үй
480,Heim::N,casă,үйлі
481,Heim::N,casă,шаңырақ
482,Heim::N,cămin,үйлі
483,Heim::N,cămin,шаңырақ
484,Ofen::N,sobă,ошақ
485,Ofen::N,sobă,пеш
486,Fußboden::N,podea,еден
487,Fußboden::N,dușumea,еден
488,Tisch::N,masă,үстел
489,Stuhl::N,scaun,орындық
490,Wiege::N,leagăn,бесік
491,Bett::N,pat,кереует
492,Regal::N,rafturi,сөре
493,Kiste::N,ladă,жәшік
494,Kiste::N,cutie,жәшік
495,Fenster::N,fereastră,терезе
496,Tür::N,ușă,есік
497,Tor::N,poartă,дарбаза
498,Zaun::N,gard,дуал
499,Dach::N,acoperiș,шатыр
500,Leiter::N,scară,саты
501,Leiter::N,scară,басқыш
502,Besen::N,mătură,сыпырғыш
503,Spaten::N,cazma,күрек
504,Spaten::N,hârleț,күрек
505,Schaufel::N,lopată,қалақ
506,Gabel::N,furculiță,аша
507,Gabel::N,furculiță,шанышқы
508,Löffel::N,lingură,қасық
509,Messer::N,cuțit,пышақ
510,Nagel::N,cui,мық
511,Nagel::N,cui,шеге
512,Netz::N,plasă,керегекөз
513,Haken::N,cârlig,ілмек
514,Griff::N,mâner,сап
515,Griff::N,mâner,тұтқа
516,Schloss::N,lacăt,құлып
517,Schloss::N,lacăt,бекіткіш
518,Bild::N,tablou,сурет
519,Bild::N,imagine,сурет
520,Figur::N,chip,тұлға
521,Figur::N,figură,тұлға
522,Puppe::N,păpușă,қуыршақ
523,Beutel::N,pungă,қапшық
524,Beutel::N,săculeț,қапшық
525,Bündel::N,mănunchi,байлам
526,Tasche::N,geantă,дорба
527,Eimer::N,găleată,шелек
528,Deckel::N,capac,жапқыш
529,Geschirr::N,vase,ыдыс
530,Geschirr::N,tacâmuri,ыдыс
531,Sack::N,sac,қап
532,Tasse::N,ceașcă,шыныаяқ
533,Topf::N,oală,кәстрөл
534,Kessel::N,cazan,қазан
535,Kessel::N,căldare,қазан
536,Essen::N,mâncare,ас
537,Nahrung::N,hrană,ас
538,Nahrung::N,hrană,тамақ
539,Nahrung::N,aliment,ас
540,Nahrung::N,aliment,тамақ
541,Speise::N,bucate,тағам
542,Speise::N,fel de bucate,тағам
543,Fleisch::N,carne,ет
544,Getreide::N,cereale,дәнді
545,Brei::N,pireu,ботқа
546,Brot::N,pâine,күлше
547,Scheibe::N,felie,тілім
548,Scheibe::N,bucată,тілім
549,Fett::N,untură,май
550,Fett::N,grăsime,май
551,Butter::N,unt,май
552,Öl::N,ulei,май
553,Salz::N,sare,тұз
554,Suppe::N,supă,көже
555,Suppe::N,ciorbă,көже
556,Honig::N,miere,бал
557,Milch::N,lapte,сүт
558,Tee::N,ceai,шай
559,Leder::N,piele,көн
560,Wolle::N,lână,жүн
561,Stoff::N,stofă,мата
562,Stoff::N,stofă,кездеме
563,Nadel::N,ac,ине
564,Faden::N,ață,жіп
565,Knopf::N,buton,түйме
566,Knoten::N,nod,түйін
567,Farbe::N,vopsea,рең
568,Kleidung::N,haine,киім
569,Kleidung::N,îmbrăcăminte,киім
570,Hemd::N,cămașă,жейде
571,Kragen::N,guler,жаға
572,Ärmel::N,mânecă,жең
573,Hose::N,pantaloni,шалбар
574,Gürtel::N,cordon,белбеу
575,Mütze::N,șapcă,қалпақ
576,Schuh::N,gheată,кебіс
577,Stiefel::N,cizmă,етік
578,Ring::N,inel,жүзік
579,Ring::N,verigă,жүзік
580,Band::N,panglică,таспа
581,Band::N,șiret,таспа
582,Kamm::N,pieptene,тарақ
583,Spiegel::N,oglindă,айна
584,Riemen::N,curea,қайыс
585,Schnur::N,funie,жіп
586,Schnur::N,sfoară,жіп
587,Leine::N,lesă,тізгін
588,Leine::N,curea,тізгін
589,Decke::N,pătură,көрпе
590,Kissen::N,pernă,жастық
591,Tuch::N,batic,орамал
592,Handtuch::N,prosop,сүлгі
593,Handtuch::N,ștergar,сүлгі
594,Kraft::N,forță,қуат
595,Kraft::N,forță,қарқын
596,Kraft::N,forță,әл-шама
597,Kraft::N,forță,әл-дәрмен
598,Kraft::N,putere,қуат
599,Kraft::N,putere,қарқын
600,Kraft::N,putere,әл-шама
601,Kraft::N,putere,әл-дәрмен
602,Stärke::N,tărie,әл
603,Stärke::N,tărie,күш
604,Stärke::N,vigoare,әл
605,Stärke::N,vigoare,күш
606,Gesundheit::N,sănătate,денсаулык
607,Krankheit::N,boală,ауру
608,Krankheit::N,maladie,ауру
609,Schmerz::N,durere,ауру
610,Wunde::N,rană,зақым
611,Wunde::N,rană,жарақат
612,Fieber::N,febră,безгек
613,Fieber::N,febră,қалтырау
614,Fieber::N,febră,қызу көтерілуі
615,Arznei::N,leac,дәрі
616,Arznei::N,leac,дәрі-дәрмек
617,Arznei::N,medicament,дәрі
618,Arznei::N,medicament,дәрі-дәрмек
619,Brücke::N,pod,көпір
620,Brücke::N,punte,көпір
621,Brunnen::N,puț,құдық
622,Weide::N,izlaz,өріс
623,Weide::N,izlaz,жайылым
624,Weide::N,pășune,өріс
625,Weide::N,pășune,жайылым
626,Pfad::N,cărare,жол
627,Weg::N,drum,жол
628,Straße::N,cale,жол
629,Straße::N,stradă,жол
630,Dorf::N,sat,ауыл
631,Stadt::N,oraș,қала
632,Stadt::N,oraș,шаһар
633,Brief::N,scrisoare,хат
634,Brief::N,scrisoare,жазу
635,Buch::N,carte,кітап
636,Buchstabe::N,literă,әріп
637,Buchstabe::N,literă,қаріп
638,Buchstabe::N,caracter,әріп
639,Buchstabe::N,caracter,қаріп
640,Zeitung::N,ziar,газет
641,Zeitung::N,gazetă,газет
642,Leben::N,viață,өмір
643,Leben::N,viață,тіршілік
644,Tod::N,moarte,опат
645,Grab::N,groapă,мола
646,Grab::N,groapă,мазар
647,Grab::N,mormânt,мола
648,Grab::N,mormânt,мазар
649,Kirche::N,biserică,шіркеу
650,Sünde::N,păcat,күнә
651,Gott::N,zeu,алла
652,Gott::N,zeu,құдай
653,Gott::N,zeu,тәңірі
654,Gott::N,zeu,пәруардігер
655,Gott::N,zeu,жаратқан тәңірі
656,Arbeiter::N,muncitor,жүмысшы
657,Chef::N,șef,басшы
658,Chef::N,șef,жұмыс басқарушысы
659,Meister::N,meșter,шебер
660,Meister::N,meșter,өнерпаз
661,Meister::N,maestru,шебер
662,Meister::N,maestru,өнерпаз
663,Arzt::N,medic,дәрігер
664,Arzt::N,doctor,дәрігер
665,Lehrer::N,profesor,мұғалім
666,Lehrer::N,învățător,мұғалім
667,Geld::N,bani,пұл
668,Geld::N,parale,пұл
669,Geschäft::N,treabă,бизнес
670,Geschäft::N,afacere,бизнес
671,Laden::N,magazin,дүкен
672,Laden::N,prăvălie,дүкен
673,Preis::N,preț,ақы
674,Preis::N,preț,құны
675,Preis::N,preț,нарық
676,Ware::N,marfă,тауар
677,Nutzen::N,folos,пайда
678,Nutzen::N,profit,пайда
679,Reichtum::N,avuție,бақ-дәулет
680,Reichtum::N,bogăție,бақ-дәулет
681,Welt::N,lume,әлем
682,Welt::N,lume,жиһан
683,Land::N,țară,аймақ
684,Staat::N,stat,мемлекет
685,König::N,rege,патша
686,Macht::N,putere,өкімет
687,Macht::N,putere,қожалық
688,Macht::N,putință,өкімет
689,Macht::N,putință,қожалық
690,Grenze::N,hotar,шек
691,Grenze::N,graniță,шек
692,Grenze::N,frontieră,шек
693,Krieg::N,război,соғыс
694,Feind::N,dușman,жау
695,Feind::N,dușman,дұшпан
696,Gewalt::N,violență,зорлык
697,Gewalt::N,violență,зорлық-зомбылык
698,Kampf::N,luptă,күрес
699,Kampf::N,luptă,алыспақ
700,Bogen[Waffe]::N,arc,саржа
701,Pfeil::N,săgeată,жебе
702,Gewehr::N,armă,қару
703,Gewehr::N,pușcă,қару
704,Fehler::N,eroare,әбес
705,Fehler::N,eroare,қаталық
706,Fehler::N,greșeală,әбес
707,Fehler::N,greșeală,қаталық
708,Lüge::N,minciună,өтірік
709,Schaden::N,daună,зиян
710,Schaden::N,daună,зарар
711,Schaden::N,pagubă,зиян
712,Schaden::N,pagubă,зарар
713,Unglück::N,nenorocire,пәле
714,Unglück::N,nenorocire,қасырет
715,Unglück::N,nenorocire,ауыртпалық
716,Schuld::N,vină,айыптылық
717,Alter::N,etate,жас
718,Alter::N,etate,жас шамасы
719,Alter::N,vârstă,жас
720,Alter::N,vârstă,жас шамасы
721,Schluss::N,sfârșit,ада
722,Schluss::N,sfârșit,бітуі
723,Zeit::N,timp,уақыт
724,Zeit::N,vreme,уақыт
725,Tag::N,zi,күн
726,Morgen::N,dimineață,таң
727,Morgen::N,dimineață,таңертең
728,Mittag::N,prânz,талтүс
729,Mittag::N,amiază,талтүс
730,Abend::N,seară,кеш
731,Nacht::N,noapte,түн
732,Woche::N,săptămână,апта
733,Monat::N,lună,ай
734,Jahr::N,an,жыл
735,Frühling::N,primăvară,көктем
736,Sommer::N,vară,жаз
737,Herbst::N,toamnă,күз
738,Winter::N,iarnă,қыс
739,Januar::N,ianuarie,каңтар
740,Februar::N,februarie,ақпан
741,März::N,martie,наурыз
742,April::N,aprilie,сәуір
743,Mai::N,mai,мамыр
744,Juni::N,iunie,маусым
745,Juli::N,iulie,шілде
746,August::N,august,сүмбіле
747,August::N,august,тамыз
748,September::N,septembrie,қыркүйек
749,Oktober::N,octombrie,ақырап
750,November::N,noiembrie,қараша
751,Dezember::N,decembrie,желтоқсан
752,Montag::N,luni,дүйсенбі
753,Dienstag::N,marți,сейсенбі
754,Mittwoch::N,miercuri,сәрсенбі
755,Donnerstag::N,joi,бейсенбі
756,Freitag::N,vineri,жұма
757,Samstag::N,sâmbătă,сенбі
758,Sonntag::N,duminică,жексембі
759,groß::A,mare,алпамсадай
760,klein::A,mic,кішкене
761,klein::A,mic,қарғадай
762,lang::A,lung,сопақ
763,lang::A,lung,сорайған
764,kurz::A,scurt,кеспелтек
765,breit::A,lat,айдынды
766,breit::A,larg,айдынды
767,schmal::A,strâmt,қысық
768,dicht::A,des,жиі
769,dick[Gegenstand]::A,gros,шомбал
770,dünn::A,subțire,жұқа
771,dünn::A,subțire,жіңішке
772,fein::A,fin,қаңылтақ
773,fein::A,subțire,қаңылтақ
774,fest::A,tare,берік
775,fest::A,tare,мызғымас
776,fest::A,solid,берік
777,fest::A,solid,мызғымас
778,flach::A,șes,жалпак
779,flach::A,plan,жалпак
780,glatt::A,lins,типыл
781,hart::A,dur,қатты
782,weich::A,moale,жұмсақ
783,rund::A,rotund,домалақ
784,rund::A,circular,домалақ
785,spitz::A,ascuțit,үшкір
786,scharf::A,tăios,сүйрік
787,scharf::A,ascuțit,сүйрік
788,stumpf::A,tocit,доғал
789,stumpf::A,tocit,өтпейтін
790,schwer::A,greu,салмақты
791,schön::A,frumos,сұлу
792,heiß::A,cald,ыссы
793,heiß::A,fierbinte,ыссы
794,warm::A,cald,жылы
795,warm::A,fierbinte,жылы
796,kalt::A,rece,аязды
797,kühl::A,rece,салқын
798,kühl::A,răcoros,салқын
799,frisch::A,răcoros,таза
800,frisch::A,răcoros,жаңа
801,frisch::A,proaspăt,таза
802,frisch::A,proaspăt,жаңа
803,feucht::A,umed,нам
804,feucht::A,umed,дымқылды
805,feucht::A,jilav,нам
806,feucht::A,jilav,дымқылды
807,nass::A,ud,сулы
