,Concept_ID,sq,lez
783,vorwärts::ADV,përpara,виликди
784,rückwärts::ADV,mbrapsht,кьулухъ
785,zurück::ADV,prapa,
786,zurück::ADV,mbrapsht,
787,unten::ADV,poshtë,агъада
788,hinab::ADV,përposh,агъуз
789,oben::ADV,lart,винел
790,oben::ADV,sipër,винел
791,hinauf::ADV,lart,виниз
792,hinauf::ADV,përpjetë,виниз
793,überall::ADV,kudo,вирина
794,nicht::ADV,s',ваъ
795,nicht::ADV,nuk,ваъ
796,ein wenig::ADV,një tis,са тӏимил
797,kaum::ADV,mezi,жизви
798,sehr::ADV,fort,лап
799,sehr::ADV,shumë,лап
800,so::ADV,ashtu,икӏ
801,so::ADV,kështu,икӏ
802,noch::ADV,ende,гьеле
803,noch::ADV,akoma,гьеле
804,nur::ADV,vetëm,анжах
805,schon::ADV,tashmë,хъувуна
806,schon::ADV,tashmë,мадни дардиз
807,schon::ADV,tashmë,мадни гуьтӏуьз
808,schon::ADV,tashmë,мадни гуьтӏуь я
809,wieder::ADV,përsëri,
810,vergebens::ADV,kot,нагьакь
811,vergebens::ADV,kot,нагьакьа
812,vor::PRP,para,вилик
813,hinter::PRP,prapa,кьулухъ
814,hinter::PRP,mbrapa,кьулухъ
815,unter::PRP,nën,кӏаник
816,durch::PRP,nëpër,арадай
817,durch::PRP,nëpër,-кай хкатна
818,neben::PRP,pranë,патав
819,neben::PRP,pranë,мукьув
820,neben::PRP,përbri,патав
821,neben::PRP,përbri,мукьув
822,zwischen::PRP,midis,ара
823,zwischen::PRP,midis,арада
824,zwischen::PRP,ndërmjet,ара
825,zwischen::PRP,ndërmjet,арада
826,wegen::PRP,për,гъиляй
827,dies::PRN,ky,и
828,dies::PRN,ky,им
829,das::PRN,ky,а
830,das::PRN,ky,ам
831,alles::PRN,gjithçka,вири
832,alles::PRN,gjithçka,михьиз
833,ich::PRN,unë,за
834,ich::PRN,unë,зун
835,du::PRN,ti,вун
836,er::PRN,ai,ам
837,er::PRN,ai,гьа
838,wir::PRN,ne,чун
839,ihr::PRN,ju,куьн
840,sie::PRN,ata,абур
841,was::FPRN,ç',вуч
842,was::FPRN,çfarë,вуч
843,wer::FPRN,kush,вуж
844,wo::FADV,ku,гьина
845,wohin::FADV,për ku,гьиниз
846,wie::FADV,si,гьикӏ
847,warum::FADV,pse,вучиз
848,warum::FADV,përse,вучиз
849,wieviel::FNUM,sa,шумуд
850,eins::NUM,një,са
851,zwei::NUM,dy,кьвед
852,drei::NUM,tre,пуд
853,vier::NUM,katër,кьуд
854,fünf::NUM,pesë,вад
855,sechs::NUM,gjashtë,ругуд
856,sieben::NUM,shtatë,ирид
857,acht::NUM,tetë,муьжуьд
858,neun::NUM,nëntë,кӏуьд
859,zehn::NUM,dhjetë,цӏуд
860,elf::NUM,njëmbëdhjetë,цӏусад
861,zwölf::NUM,dymbëdhjetë,цӏикьвед
862,zwanzig::NUM,njëzet,къад
863,dreißig::NUM,tridhjetë,къанницӏуд
864,vierzig::NUM,dyzet,яхцӏур
865,fünfzig::NUM,pesëdhjetë,яхцӏурни цӏуд
866,sechzig::NUM,gjashtëdhjetë,пудкъад
867,siebzig::NUM,shtatëdhjetë,пудкъанни цӏуд
868,achtzig::NUM,tetëdhjetë,кьудкъад
869,neunzig::NUM,nëntëdhjetë,кьудкъанни цӏуд
870,hundert::NUM,qind,виш
871,tausend::NUM,mijë,агъзур
872,und::CNJ,e,ва
873,und::CNJ,dhe,ва
874,oder::CNJ,a,я
875,oder::CNJ,apo,я
876,stehen::V,rri,акъвазун
877,sitzen::V,rri,ацукьун
878,liegen::V,rri shtrirë,къаткун
879,hängen::V,varem,куьрс хьун
880,werden::V,bëhem,хьун
881,passieren::V,ndodh,хьун
882,beginnen::V,filloj,башламиш хьун
883,enden::V,përfundoj,куьтягь хьун
884,wechseln::V,ndërroj,дегиш хьун
885,aufgehen[Sonne]::V,hapem,экъечӏун
886,untergehen[Sonne]::V,hyj,акӏун
887,untergehen[Sonne]::V,perëndoj,акӏун
888,scheinen[Sonne]::V,ndriçoj,ишигь гун
889,donnern::V,gjëmoj,къукърумар авун
890,donnern::V,bubulloj,къукърумар авун
891,wehen::V,fryj,
892,strömen::V,derdh,авахьун
893,fließen::V,rrjedh,авахьун
894,sich drehen::V,rrotullohem,элкъуьн
895,schwanken::V,dyzoj,юзун
896,schwingen::V,dridhem,галтад хьун
897,fallen::V,bie,аватун
898,brennen::V,digjem,кун
899,brennen::V,digjem,ккун
900,rauchen::V,nxjerr tym,
901,regnen::V,bie shi,къун
902,gefrieren::V,ngrij,муркӏади кьун
903,tauen::V,shkrij,цӏурун
904,schmelzen::V,shkrij,цӏурун
905,trocknen::V,thaj,кьурун
906,sieden::V,ziej,ругун
907,faulen::V,kalbem,кутӏун
908,faulen::V,prishem,кутӏун
909,verfaulen::V,kalbem,чуьруьтмиш хьун
910,verfaulen::V,kalbem,кутӏун
911,reißen::V,grisem,атӏун
912,reißen::V,grisem,къазунун
913,reißen::V,shqyhem,атӏун
914,reißen::V,shqyhem,къазунун
915,versinken::V,humboj,батмиш хьун
916,vergehen::V,kaloj,алатун
917,erscheinen::V,dukem,майдандиз акъатун
918,verschwinden::V,zhdukem,квахьун
919,sinken::V,ulem,элекьун
920,abnehmen::V,pakësohem,тӏимил хьун
921,abnehmen::V,pakësohem,гъвечӏи хьун
922,abnehmen::V,zvogëlohem,тӏимил хьун
923,abnehmen::V,zvogëlohem,гъвечӏи хьун
924,zunehmen::V,shtohem,артух хьун
925,steigen::V,rritem,хкаж хьун
926,wachsen::V,rritem,экъечӏун
927,glänzen::V,vezulloj,цӏарцӏар гун
928,funkeln::V,xixoj,нур гун
929,funkeln::V,xixëlloj,нур гун
930,lärmen::V,oshtij,ван авун
931,lärmen::V,zhurmoj,ван авун
932,läuten::V,bie,зенг ягъун
933,klingeln::V,i bie ziles,зенг ягъун
934,klirren::V,kërcëlloj,зигринг авун
935,brausen::V,gjëmoj,къати хьун
936,rauschen::V,fëshfërij,вишриш авун
937,klingen::V,tingëlloj,ван авун
938,bellen::V,leh,элуькьун
939,heulen::V,ulërij,къув ягъун
940,blasen::V,fryj,уф гун
941,pfeifen::V,fishkëllej,уьфт ягъун
942,schreien::V,bërtas,гьараюн
943,stöhnen::V,rënkoj,суза авун
944,zittern::V,trembem,зурзун
945,leben::V,rroj,яшамиш хьун
946,leben::V,jetoj,яшамиш хьун
947,geboren werden::V,lind,хьун
948,atmen::V,marr frymë,нефес чӏугун
949,trinken::V,pi,хъун
950,essen::V,ha,тӏуьн
951,schlucken::V,gëlltis,туькьуьнун
952,schlucken::V,kapërdij,туькьуьнун
953,müde werden::V,lodhem,галатун
954,müde werden::V,lodhem,юргъун хьун
955,einschlafen::V,bie të fle,ксун
956,schlafen::V,fle,ксун
957,aufwachen::V,zgjohem,ахварай аватун
958,aufstehen::V,çohem,къарагъун
959,aufstehen::V,ngrihem,къарагъун
960,sich erholen::V,qetësohem,ял ягъун
961,sich erholen::V,shtendosem,ял ягъун
962,krank werden::V,bie i sëmurë,кефсуз хьун
963,krank sein::V,jam i sëmurë,тӏа хьун
964,schmerzen::V,dhemb,тӏа хьун
965,husten::V,kollitem,уьгьуь ягъун
966,genesen::V,shërohem,сагъ хъхьун
967,sterben::V,vdes,кьин
968,umkommen::V,vdes,терг хьун
969,umkommen::V,mbaroj,терг хьун
970,sich bewegen::V,shkundem,юзун
971,sich rühren::V,lëviz,юзун
972,sich erheben::V,ngrihem,къарагъун
973,sich setzen::V,ulem,ацукьун
974,hinfallen::V,gremisem,алукьун
975,laufen::V,eci,къекъуьн
976,schreiten::V,çapem,ккамар къачун
977,spazierengehen::V,shëtis,сейр авун
978,eilen::V,ngas,тади авун
979,sich beeilen::V,nxitoj,гьерекатун
980,sausen::V,eci shpejt,чкурун
981,rennen::V,vrapoj,катун
982,rennen::V,vrapoj,зверун
983,springen::V,kërcej,хкадарун
984,klettern::V,hipi,акьахун
985,schaukeln::V,kolovitem,
986,kriechen::V,zvarritem,капаралди фин
987,schwimmen::V,notoj,сирнав авун
988,tauchen::V,zhytem,кьилихъди циз вегьин
989,rudern::V,vozis,кьусуйралди лодка гьалун
990,rudern::V,vozis,цуьруьгъуьлдалди кӏватӏун
991,fahren::V,shkoj,фин
992,fliegen::V,fluturoj,лув гун
993,fliegen::V,fluturoj,цавай фин
994,gehen::V,eci,фин
995,gehen::V,shkoj,фин
996,weggehen::V,vete,хъфин
997,abfahren::V,nisem,фин
998,abfahren::V,nisem,рекье гьатун
999,anhalten::V,ndalem,акъвазун
1000,hineingehen::V,futem,гьахьун
1001,eintreten::V,hyj,гьахьун
1002,kommen::V,vij,атун
1003,ankommen::V,arrij,атун
1004,ankommen::V,mbërrij,атун
1005,zurückkommen::V,kthehem,хтун
1006,bleiben::V,mbetem,амукьун
1007,bleiben::V,qëndroj,амукьун
1008,warten::V,pres,гуьзлемишун
1009,erwarten::V,pres,вил алаз акъвазун
1010,suchen::V,kërkoj,къекъуьн
1011,finden::V,gjej,жугъун
1012,versuchen::V,mundohem,алахъун
1013,vorbereiten::V,përgatis,гьазурун
1014,lieben::V,dashuroj,кӏан хьун
1015,mögen::V,dua,рикӏ ацукьун
1016,lachen::V,qesh,хъуьруьн
1017,rühren::V,mallëngjej,
1018,weinen::V,qaj,шехьун
1019,schimpfen::V,shaj,сеперар гун
1020,schimpfen::V,shaj,экъуьгъунар авун
1021,sich ärgern::V,bëhem verem,хъел акатун
1022,sich fürchten::V,kam frikë,кичӏе хьун
1023,sich fürchten::V,frikësohem,кичӏе хьун
1024,fürchten::V,kam frikë nga,къурхутмиш хьун
1025,fliehen::V,arratisem,катун
1026,flüchten::V,iki,катун
1027,sehen::V,shoh,акун
1028,anschauen::V,shikoj,вил вегьин
1029,ansehen::V,shikoj,килигун
1030,hören::V,dëgjoj,ван хьун
1031,zuhören::V,veshtoj,яб гун
1032,probieren::V,provoj,дад акун
1033,riechen::V,nuhas,ни чӏугун
1034,fühlen::V,ndiej,гьисс авун
1035,scheinen::V,ndriçoj,
1036,zu sehen sein::V,dukem,
1037,vernehmen::V,dëgjoj,
1038,frieren::V,mërdhij,кьун
1039,frieren::V,mërdhij,мекьи хьун
1040,tun::V,bëj,авун
1041,können::V,mund,хьун
1042,können::V,mund,акъакьун
1043,wollen::V,dua,кӏан хьун
1044,wollen::V,dëshiroj,кӏан хьун
1045,anfangen::V,filloj,башламишун
1046,beenden::V,kryej,куьтягьун
1047,beenden::V,mbaroj,куьтягьун
1048,aufhören::V,pushoj,акъвазун
1049,gelingen::V,më shkon mbarë,арадал атун
1050,geraten::V,del,акъатун
1051,öffnen::V,hap,ахъаюн
1052,schließen::V,mbyll,акьалун
1053,stellen::V,vë,эцигун
1054,setzen::V,vë,ацукьарун
1055,legen::V,vë,эцигун
1056,berühren::V,rrok,хкӏурун
1057,verbinden::V,bashkoj,гилигун
1058,bedecken::V,mbuloj,кӏевун
1059,aufhängen::V,var,куьрсарун
1060,anzünden::V,ndez,куькӏуьрун
1061,aufheben::V,ngre,хкажун
1062,zurücklassen::V,lë pas,тун
1063,verlieren::V,humb,квадарун
1064,fallen lassen::V,lëshoj,авадрун
1065,machen::V,bëj,авун
1066,machen::V,bëj,кар авун
1067,herstellen::V,prodhoj,расун
1068,bauen::V,ndërtoj,туькӏуьрун
1069,reparieren::V,ndreq,расун
1070,reparieren::V,meremetoj,расун
1071,verbessern::V,përmirësoj,хъсанрун
1072,ändern::V,ndërroj,табдил авун
1073,graben::V,gërmoj,эгъуьнун
1074,beugen::V,kërrus,акӏажарун
1075,beugen::V,kërrus,кангур авун
1076,biegen::V,përkul,патахъарун
1077,drehen::V,dredh,алчударун
1078,drehen::V,rrotulloj,алчударун
1079,wenden::V,kthej,
1080,umdrehen::V,kthej,элкъуьрун
1081,heben::V,ngre,хкажун
1082,hochheben::V,ngre,хкажун
1083,ergreifen::V,rrëmbej,агалчна кьун
1084,halten::V,mbaj,кьун
1085,drücken::V,shtyp,чуькьуьн
1086,schieben::V,shtyj,хуртӏ гун
1087,kratzen::V,kruaj,къадгъунун
1088,kratzen::V,gërvisht,къадгъунун
1089,lecken::V,lëpij,мез гун
1090,beißen::V,kafshoj,кӏасун
1091,abreißen::V,shkëpus,галудун
1092,abschneiden::V,cungoj,атӏун
1093,binden::V,lidh,
1094,stecken::V,fus,сухун
1095,stecken::V,ngul,сухун
1096,brechen::V,thyej,хун
1097,brechen::V,thyej,кукӏварун
1098,klopfen::V,trokas,тахъ-тахъ авун
1099,hauen::V,godas,ягъун
1100,kleben::V,ngjis,алкӏурун
1101,kleben::V,ngjis,кукӏурун
1102,reiben::V,fërkoj,тӏушунун
1103,streichen::V,lyej,алтадун
1104,schleifen::V,mpreh,кӏвенкӏв авун
1105,schneiden::V,pres,атӏун
1106,rütteln::V,shkund,къарсурун
1107,schütteln::V,lëkund,къарсурун
1108,schwenken::V,valëvit,элягъун
1109,schwenken::V,valëvit,галтадун
1110,schütten::V,mbush,цун
1111,füllen::V,mbush,ацӏурун
1112,einwickeln::V,mbështjell,кутун
1113,einwickeln::V,mbështjell,элкъуьрун
1114,tragen::V,mbaj,тухун
1115,tragen::V,mbart,тухун
1116,schleppen::V,heq,галчӏурун
1117,schleppen::V,zhgërryej,галчӏурун
1118,ziehen::V,tërheq,ялун
1119,ziehen::V,tërheq,чӏугун
1120,aufbewahren::V,ruaj,хуьн
1121,werfen::V,hedh,гадрун
1122,fangen::V,kap,кьун
1123,packen::V,rrëmbej,кьун
1124,verstecken::V,fsheh,кӏевун
1125,teilen::V,ndaj,паюн
1126,schicken::V,dërgoj,ракъурун
1127,bringen::V,sjell,гъун
1128,hinzufügen::V,shtoj,алава авун
1129,bekommen::V,kap,къачун
1130,bekommen::V,kap,жугъурун
1131,erhalten::V,marr,къачун
1132,nehmen::V,marr,къачун
1133,wählen::V,zgjedh,хкягъун
1134,auswählen::V,përzgjedh,хкягъун
1135,bewahren::V,ruaj,хуьн
1136,behindern::V,pengoj,манийвал авун
1137,verderben::V,prish,чӏурун
1138,beschädigen::V,dëmtoj,нукьсанвал гун
1139,zerbrechen::V,thyej,хун
1140,zerreißen::V,çjerr,къазунун
1141,zerreißen::V,zheloj,къазунун
1142,zerstören::V,prish,чӏурун
1143,zerstören::V,prish,барбатӏун
1144,zerstören::V,shkatërroj,чӏурун
1145,zerstören::V,shkatërroj,барбатӏун
1146,verbrennen::V,djeg,ккун
1147,geben::V,jap,гун
1148,reichen::V,jap,вугун
1149,reichen::V,jap,гун
1150,schenken::V,fal,пишкеш авун
1151,schenken::V,dhuroj,пишкеш авун
1152,versprechen::V,premtoj,гаф гун
1153,wünschen::V,uroj,дуьа авун
1154,loben::V,lëvdoj,тариф авун
1155,loben::V,lavdëroj,тариф авун
1156,küssen::V,puth,темен гун
1157,wiegen::V,tund,эчӏягъун
1158,zudecken::V,mbuloj,гьалдун
1159,wecken::V,zgjoj,ахварай авудун
1160,zeigen::V,dëftej,къалурун
1161,führen::V,çoj,тухун
1162,lehren::V,arsej,кӏелиз тун
1163,unterrichten::V,arsimoj,тарс гун
1164,aufziehen::V,rris,тербия гун
1165,aufziehen::V,rris,тербияламишун
1166,leiten::V,udhëheq,идара авун
1167,antreiben::V,nxis,тади кутун
1168,lassen::V,detyroj,
1169,einladen::V,ftoj,теклиф авун
1170,vereinigen::V,bashkoj,сад авун
1171,besuchen::V,vizitoj,кьилив атун
1172,treffen::V,ndesh,гьалтун
1173,sich versammeln::V,tubohem,алтӏушун
1174,spielen::V,loz,къугъун
1175,spielen::V,luaj,къугъун
1176,singen::V,këndoj,лугьун
1177,singen::V,këndoj,мани лугьун
1178,tanzen::V,kërcej,кьуьл авун
1179,tanzen::V,vallëzoj,кьуьл авун
1180,sich trennen::V,ndahem,къакъатун
1181,verlassen::V,braktis,гъил къачун
1182,retten::V,shpëtoj,къутармишун
1183,bewachen::V,ruaj,хуьн
1184,schützen::V,ruaj,хуьн
1185,schützen::V,mbroj,хуьн
1186,verteidigen::V,mbroj,хуьн
1187,sich schlagen::V,zihem,кукӏун
1188,schießen::V,shtie,акъатун
1189,siegen::V,fitoj,гъалиб хьун
1190,siegen::V,ngadhënjej,гъалиб хьун
1191,ärgern::V,zemëroj,хъел гъун
1192,ärgern::V,zemëroj,хъел кутун
1193,schlagen::V,rrah,ягъун
1194,schlagen::V,rrah,галукьарун
1195,schlagen::V,godas,ягъун
1196,schlagen::V,godas,галукьарун
1197,treten::V,shtyj,кьуьл къекъягъун
1198,treten::V,shtyj,кьуьл эцягъун
1199,treten::V,shtyj më këmbë,кьуьл къекъягъун
1200,treten::V,shtyj më këmbë,кьуьл эцягъун
1201,stechen::V,ther,акьадарун
1202,stechen::V,shpoj,акьадарун
1203,stoßen::V,shtyj,эцягъун
1204,stehlen::V,vjedh,чуьнуьхун
1205,stören::V,pengoj,хкуьрун
1206,belästigen::V,bezdis,хкуьрун
1207,belästigen::V,bezdis,азият гун
1208,verbergen::V,fsheh,далдаламишун
1209,täuschen::V,mashtroj,алцурарун
1210,täuschen::V,mashtroj,алцуррун
1211,betrügen::V,kobis,алцурарун
1212,betrügen::V,kobis,гьарамзадавал авун
1213,töten::V,vras,яна кьин
1214,wohnen::V,banoj,дуланмиш хьун
1215,arbeiten::V,punoj,кӏвалахун
1216,arbeiten::V,punoj,кӏвалах авун
1217,arbeiten::V,vardoj,кӏвалахун
1218,arbeiten::V,vardoj,кӏвалах авун
1219,sammeln::V,mbledh,кӏватӏун
1220,sammeln::V,grumbulloj,кӏватӏун
1221,pflücken::V,vjel,атӏун
1222,pflücken::V,mbledh,атӏун
1223,jagen::V,gjuaj,гъуьрч авун
1224,fischen::V,peshkoj,гъетер кьун
1225,fischen::V,gjuaj peshk,гъетер кьун
1226,fassen::V,zë,кьун
1227,hüten::V,kullos,чӏура хуьн
1228,treiben::V,vë përpara,гьалун
1229,anbinden::V,lidh,акалун
1230,füttern::V,grazhdoj,ем гун
1231,melken::V,mjel,ацун
1232,hacken::V,grij,куьткуьнун
1233,gießen::V,ujis,яд гун
1234,reifen::V,piqem,чурун
1235,reifen::V,piqem,агакьун
1236,zubereiten::V,gatuaj,гьазурун
1237,kochen::V,ziej,ругун
1238,backen::V,pjek,чурун
1239,backen::V,furroj,чурун
1240,braten::V,fërgoj,чурун
1241,braten::V,tiganis,чурун
1242,umrühren::V,trazoj,какадарун
1243,stricken::V,thur,хурун
1244,nähen::V,qep,цун
1245,färben::V,ngjyej,шир ягъун
1246,färben::V,bojatis,шир ягъун
1247,reinigen::V,qëroj,михьун
1248,reinigen::V,pastroj,михьун
1249,waschen::V,laj,чуьхуьн
1250,waschen::V,finjos,чуьхуьн
1251,abwischen::V,fshij,гуьцӏун
1252,spülen::V,kulloj,экъуьрун
1253,fegen::V,fshij,шуткун
1254,kehren::V,fshij,кул алтадун
1255,baden::V,lahem,эхъуьн
1256,sich waschen::V,lahem,жендек чуьхуьн
1257,ausziehen::V,heq,хутӏунун
1258,ausziehen::V,heq,галудун
1259,ausziehen::V,zbath,хутӏунун
1260,ausziehen::V,zbath,галудун
1261,anziehen::V,vesh,алукӏун
1262,anziehen::V,mbath,алукӏун
1263,sich anziehen::V,vishem,алукӏун
1264,sich anziehen::V,vishem,парталар алукӏун
1265,kämmen::V,kreh,эвягъун
1266,schmücken::V,hijeshoj,безетмишун
1267,schmücken::V,hijeshoj,гуьрчегарун
1268,sagen::V,them,лугьун
1269,sprechen::V,flas,рахун
1270,reden::V,fjalos,рахун
1271,reden::V,fjalëtoj,рахун
1272,sich unterhalten::V,bisedoj,ихтилат авун
1273,fragen::V,pyes,жузун
1274,bitten::V,lus,тӏалабун
1275,bitten::V,lutem,тӏалабун
1276,erzählen::V,rrëfej,ахъаюн
1277,mitteilen::V,kumtoj,хабар гун
1278,nennen::V,quaj,тӏвар гун
1279,rufen::V,thërras,эверун
1280,prahlen::V,mburrem,яцӏу гафар авун
1281,prahlen::V,kapardisem,яцӏу гафар авун
1282,übersetzen::V,përkthej,таржума авун
1283,übersetzen::V,përkthej,гафладун
1284,denken::V,mendoj,фикир авун
1285,glauben::V,besoj,агъун
1286,bemerken::V,vërej,фикир гун
1287,erkennen::V,njoh,
1288,erkennen::V,shquaj,
1289,begreifen::V,marr vesh,гъавурда акьун
1290,verstehen::V,marr vesh,
1291,lernen::V,mësoj,кӏелун
1292,wissen::V,di,чир хьун
1293,wissen::V,di,чирхьун
1294,sich erinnern an::V,kujtoj,рикӏел хуьн
1295,vergessen::V,harroj,рикӏелай фин
1296,vergessen::V,harroj,рикӏелай алатун
1297,messen::V,mas,алцумун
1298,zählen::V,njeh,гьисабун
1299,rechnen::V,llogaris,гьисабун
1300,lesen::V,lexoj,кӏелун
1301,lesen::V,këndoj,кӏелун
1302,malen::V,lyej,кхьин
1303,malen::V,lyej,шикилар чӏугун
1304,zeichnen::V,vizatoj,чӏугун
1305,schreiben::V,shkruaj,кхьин
1306,besitzen::V,kam,иеси хьун
1307,kaufen::V,blej,къачун
1308,kaufen::V,blej,маса къачун
1309,verkaufen::V,shes,гун
1310,verkaufen::V,shes,маса гун
1311,bezahlen::V,paguaj,къимет гун
1312,bezahlen::V,paguaj,эвезда авун
1313,bezahlen::V,paguaj,гьакъи агакьрун
1314,zahlen::V,paguaj,къимет гун
1315,zahlen::V,paguaj,эвезда авун
1316,zahlen::V,paguaj,гьакъи агакьрун
1317,beherrschen::V,zotëroj,иеси хьун
1318,ertragen::V,duroj,таб гун
