,Concept_ID,kl,fi
138,Meer::N,imaq,meri
139,Bucht::N,ikeq,lahti
140,Bucht::N,kangerluk,lahti
141,Bucht::N,kangerliumaneq,lahti
142,Insel::N,qeqertaq,saari
143,Blume::N,naasoq,kukka
144,Gras::N,ivigaq,ruoho
145,Wurzel::N,niulutaq,juuri
146,Baum::N,orpik,puu
147,Stamm::N,kanaartaq,runko
148,Rinde::N,ameraq,kuori
149,Rinde::N,ameraq,parkki
150,Ast::N,avalequt,oksa
151,Zweig::N,avalequt,haara
152,Blatt::N,pilutaq,lehti
153,Birke::N,patitsit,koivu
154,Weide[Baum]::N,palleq,paju
155,Tanne::N,orsuerneq,kuusi
156,Horn::N,nassuk,sarvi
157,Feder::N,suluk,sulka
158,Feder::N,suluk,höyhen
159,Fell::N,ameq,talja
160,Flügel::N,suluk,siipi
161,Flügel::N,isaroq,siipi
162,Klaue::N,kukik,kynsi
163,Kralle::N,kukik,kynsi
164,Schwanz::N,pamioq,häntä
165,Schwanz::N,pamioq,pyrstö
166,Schwanz::N,paperuusaq,häntä
167,Schwanz::N,paperuusaq,pyrstö
168,Ei::N,mannik,muna
169,Nest::N,ullut,pesä
170,Bau::N,ini,pesä
171,Tier::N,uumasoq,eläin
172,Herde::N,unguukkat,lauma
173,Kuh::N,ussik,lehmä
174,Bulle::N,angukulak,sonni
175,Bulle::N,anguteralak,sonni
176,Bulle::N,angutikulooq,sonni
177,Schaf::N,sava,lammas
178,Schwein::N,puuluki,sika
179,Hund::N,qimmeq,koira
180,Katze::N,puisaaq,kissa
181,Bär::N,allaq,karhu
182,Eichhörnchen::N,sissinnguaq,orava
183,Fuchs::N,terianniaq,kettu
184,Hase::N,ukaleq,jänis
185,Maus::N,teriannguaq,hiiri
186,Wolf::N,amaroq,susi
187,Vogel::N,timmiaq,lintu
188,Huhn::N,kukkukooq,kana
189,Huhn::N,marloraaqaaq,kana
190,Hahn::N,kiasiusaq,kukko
191,Gans::N,nerleq,hanhi
192,Adler::N,nattoralik,kotka
193,Eule::N,uppik,pöllö
194,Kranich::N,qorlorfik,kurki
195,Krähe::N,tuluatsiaq,varis
196,Kuckuck::N,kukkooq,käki
197,Schwan::N,qussuk,joutsen
198,Fisch::N,aalisagaq,kala
199,Schlange[Tier]::N,pulateriarsuk,käärme
200,Schlange[Tier]::N,pulateriaarsuk,käärme
201,Spinne::N,aasiaq,hämähäkki
202,Spinne::N,nissavaarsuk,hämähäkki
203,Ameise::N,uniaaluk,muurahainen
204,Laus::N,kumak,täi
205,Mücke::N,ippernaq,sääski
206,Mücke::N,ippernaq,hyttynen
207,Fliege::N,ippernaq,kärpänen
208,Schmetterling::N,paluaq,perhonen
209,Schmetterling::N,pakkaluaq,perhonen
210,Schmetterling::N,utsuppaluaq,perhonen
211,Schmetterling::N,taqaleqisaaq,perhonen
212,Beere::N,paarmaq,marja
213,Beere::N,paarngaq,marja
214,Apfel::N,iipili,omena
215,Pilz::N,anngiusaq,sieni
216,Zwiebel::N,uanitsoq,sipuli
217,Saat::N,naatsiiassaq,siemenet
218,Korn::N,maannineq,jyvä
219,Korn::N,maannineq,vilja
220,Schale::N,niutsivik,kuori
221,Schale::N,ilulissaq qaartussaq,kuori
222,Grube::N,itersaq,kuoppa
223,Falle::N,pualavoq,loukku
224,Schlinge::N,orseq,ansa
225,Schlinge::N,norloq,ansa
226,Spur::N,tumaa,jälki
227,Asche::N,arsat,tuhka
228,Dreck::N,minguk,lika
229,Eisen::N,savimineq,rauta
230,Eisen::N,saffiugassaq,rauta
231,Gold::N,kuulti,kulta
232,Silber::N,siilviuvoq,hopea
233,Kohle::N,aamarsuit aamaruutissat,hiili
234,Glas::N,igalaaq,lasi
235,Glas::N,imertarfik,lasi
236,Glas::N,igalaamineq,lasi
237,Lehm::N,marraq,savi
238,Sand::N,sioqqat,hiekka
239,Mensch::N,inuk,ihminen
240,Mensch::N,silamiu,ihminen
241,Mann::N,angut,mies
242,Frau::N,arnaq,nainen
243,Kind::N,meeraq,lapsi
244,Junge::N,nukappiaraq,poika
245,Mädchen::N,arnannguaq,tyttö
246,Familie::N,ilaqutakka,perhe
247,Familie::N,ilaqutariit,perhe
248,Großvater::N,aatak,isoisä
249,Großmutter::N,aanaq,isoäiti
250,Eltern::N,angajoqqaat,vanhemmat
251,Vater::N,ataata,isä
252,Vater::N,ataataq,isä
253,Mutter::N,anaana,äiti
254,Sohn::N,erneq,poika
255,Tochter::N,panik,tytär
256,Bruder::N,ani,veli
257,Bruder::N,aqqaluk,veli
258,Bruder::N,qatanngut,veli
259,Schwester::N,naja,sisko
260,Schwester::N,aleqa,sisko
261,Schwester::N,qatanngut,sisko
262,Onkel::N,akkak,eno
263,Onkel::N,akkak,setä
264,Tante::N,aja,täti
265,Tante::N,ajak,täti
266,Tante::N,atsak,täti
267,Ehemann::N,ui,mies
268,Ehemann::N,ui,aviomies
269,Ehefrau::N,nuliaq,vaimo
270,Ehefrau::N,nuliaq,aviovaimo
271,Freude::N,tipaatsussuseq,ilo
272,Freude::N,tipaatsussuseq,riemu
273,Gelächter::N,illaq,nauru
274,Glück::N,usornaat,onni
275,Glück::N,usornarsuseq,onni
276,Wunsch::N,kissaat,toive
277,Wunsch::N,kissaat,toivomus
278,Lust::N,illigussuseq,himo
279,Lust::N,piummaseq,himo
280,Geist::N,anerneq,henki
281,Geist::N,toornaq,henki
282,Gedanke::N,isumassaq,aate
283,Gedanke::N,isumassaq,ajatus
284,Gedächtnis::N,eqqaamannissuseq,muisti
285,Verstand::N,isuma,äly
286,Verstand::N,isuma,järki
287,Verstand::N,isuma,ymmärrys
288,Verstand::N,sianissut,äly
289,Verstand::N,sianissut,järki
290,Verstand::N,sianissut,ymmärrys
291,Verstand::N,misigissut,äly
292,Verstand::N,misigissut,järki
293,Verstand::N,misigissut,ymmärrys
294,Verstand::N,sianissuseq,äly
295,Verstand::N,sianissuseq,järki
296,Verstand::N,sianissuseq,ymmärrys
297,Verstand::N,silaqassuseq,äly
298,Verstand::N,silaqassuseq,järki
299,Verstand::N,silaqassuseq,ymmärrys
300,Sinn::N,isuma,merkitys
301,Grund::N,patsit,syy
302,Grund::N,patsit,peruste
303,Wahrheit::N,sallusuissut,tosi
304,Wahrheit::N,sallusuissut,totuus
305,Märchen::N,oqalualaarut,satu
306,Märchen::N,oqaluasaaq,satu
307,Erzählung::N,oqaluttuaq,tarina
308,Erzählung::N,oqaluttuaq,kertomus
309,Nachricht::N,oqaassut,tieto
310,Nachricht::N,oqaassut,ilmoitus
311,Nachricht::N,oqqersuut,tieto
312,Nachricht::N,oqqersuut,ilmoitus
313,Neuigkeit::N,tusarnartaq,uutinen
314,Name::N,ateq,nimi
315,Rätsel::N,nalorsitsaarut,arvoitus
316,Rede::N,oqaluuseq,puhe
317,Sprache::N,oqaatsit,kieli
318,Stimme::N,erinaq,ääni
319,Stimme::N,qarluuseq,ääni
320,Wort::N,oqaasii,sana
321,Zeichen::N,nalunaaqqut,merkki
322,Ruf::N,qaaqqussut,kutsu
323,Lärm::N,perpaluk,melu
324,Lärm::N,perpaluk,hälinä
325,Laut::N,torsukattak,ääni
326,Ton::N,erinaq,sävel
327,Lied::N,taalliaq,laulu
328,Lied::N,erinarsuut,laulu
329,Ruhe::N,qatsunganeq,lepo
330,Ruhe::N,qatsunganeq,rauha
331,Leute::N,inuiak,väki
332,Leute::N,inuiak,ihmiset
333,Leute::N,inuiaqatigiit,väki
334,Leute::N,inuiaqatigiit,ihmiset
335,Volk::N,inuiaat,kansa
336,Arbeit::N,suliaq,työ
337,Gast::N,qaaqqusaq,vieras
338,Geschenk::N,pajugut,lahja
339,Hilfe::N,annertoqqut,apu
340,Freund::N,tiliaq,ystävä
341,Freund::N,ikinngut,ystävä
342,Kamerad::N,tiliaq,toveri
343,Kamerad::N,ikinngut,toveri
344,Art::N,ileqquuseq,laji
345,Stück::N,nakkaalaniku,pala
346,Stück::N,nakkaalaniku,kappale
347,Teil::N,tassiaasat,osa
348,Hälfte::N,affaq,puoli
349,Kreis::N,kaajaluinneq or kaajaluitsoq,ympyrä
350,Kreuz::N,sanningasulik,risti
351,Linie::N,tittaq,viiva
352,Linie::N,titarneq,viiva
353,Abstand::N,aku,väli
354,Abstand::N,aku,väljyys
355,Abstand::N,ikiaq,väli
356,Abstand::N,ikiaq,väljyys
357,Entfernung::N,asi,etäisyys
358,Gegend::N,nuna,seutu
359,Platz::N,ini,tila
360,Platz::N,inissaq,tila
361,Ort::N,sumiiffik,kohta
362,Ort::N,sumiiffik,paikka
363,Seite::N,saneraq,sivu
364,Seite::N,saneraq,kylki
365,Mitte::N,qiteq,keskus
366,Mitte::N,qiteq,puoliväli
367,Sache::N,pigisaq,asia
368,Rand::N,sini,ääri
369,Rand::N,sini,syrjä
370,Rand::N,akerfineq,ääri
371,Rand::N,akerfineq,syrjä
372,Kante::N,akerfineq,särmä
373,Ecke::N,teqeqqoq,nurkka
374,Ecke::N,tikeqqoq,nurkka
375,Spitze::N,inngik,terä
376,Spitze::N,inngik,kärki
377,Ende::N,isu,pää
378,Ende::N,isu,perä
379,Loch::N,putu,kolo
380,Loch::N,putu,reikä
381,Winkel::N,teqeqqorissaat,kulma
382,Muster::N,ilisserut,kuvio
383,Größe::N,angissuseq,koko
384,Größe::N,angissuseq,suuruus
385,Länge::N,takissuseq,pituus
386,Gewicht::N,oqimaalutaq,paino
387,Menge::N,amerlassuseq,määrä
388,Haufen::N,eqimattat,kasa
389,Reihe::N,allunaasaq,rivi
390,Boot::N,qajaq,vene
391,Boot::N,angallat,vene
392,Boot::N,umiatsiaq,vene
393,Ruder::N,iput,airo
394,Schlitten::N,qamutit,reki
395,Schlitten::N,qamutit,kelkka
396,Schlitten::N,qimusseq,reki
397,Schlitten::N,qimusseq,kelkka
398,Ski::N,ataarut,suksi
399,Last::N,nammagaq,kuorma
400,Schritt::N,allorneq,askel
401,Norden::N,avannaq,pohjoinen
402,Süden::N,qava,etelä
403,Süden::N,kujat,etelä
404,Süden::N,kujataa,etelä
405,Westen::N,kitaa,länsi
406,Osten::N,kangi,itä
407,Holz::N,qisuk,puu
408,Brett::N,salliligaq,lauta
409,Platte::N,qaateq,levy
410,Stütze::N,ajagutaq,noja
411,Stütze::N,ajaagutaq,noja
412,Stange::N,kaaviffik,tanko
413,Stock::N,ajaappissat,keppi
414,Stab::N,ajaappissat,sauva
415,Stab::N,ajaappissat,seiväs
416,Rohr::N,sullulik,putki
417,Haus::N,illu,talo
418,Ofen::N,kissarsuut,uuni
419,Fußboden::N,nateq,lattia
420,Tisch::N,allattarfik,pöytä
421,Stuhl::N,issiavik,tuoli
422,Stuhl::N,issiaffik,tuoli
423,Wiege::N,uaasoq,kehto
424,Bett::N,nallavik,sänky
425,Regal::N,ilisivik,hylly
426,Kiste::N,sakissat,arkku
427,Kiste::N,sakissat,kirstu
428,Kiste::N,sakissat,laatikko
429,Kiste::N,illerfiusaq,arkku
430,Kiste::N,illerfiusaq,kirstu
431,Kiste::N,illerfiusaq,laatikko
432,Fenster::N,aki,ikkuna
433,Fenster::N,igalaaq,ikkuna
434,Tür::N,matu,ovi
435,Tor::N,isaaffik,portti
436,Zaun::N,saputit,aita
437,Dach::N,qaliaq,katto
438,Leiter::N,tummeqqat,tikkaat
439,Leiter::N,tummeqqat,tikapuut
440,Leiter::N,majuartarfiit,tikkaat
441,Leiter::N,majuartarfiit,tikapuut
442,Besen::N,saligutit,luuta
443,Spaten::N,nivaataq,lapio
444,Schaufel::N,nivaataq,lapio
445,Gabel::N,qilluaq,haarukka
446,Gabel::N,ajassaatit,haarukka
447,Löffel::N,alussaat,lusikka
448,Messer::N,savik,veitsi
449,Nagel::N,kukik,naula
450,Netz::N,anguffaseq,verkko
451,Haken::N,nissik,haka
452,Haken::N,nissik,koukku
453,Haken::N,qarsorsaq,haka
454,Haken::N,qarsorsaq,koukku
455,Haken::N,qarsorsartoq,haka
456,Haken::N,qarsorsartoq,koukku
457,Griff::N,ipi,ripa
458,Griff::N,ipi,kahva
459,Schloss::N,illussaarsuaq,lukko
460,Bild::N,assiliaq,kuva
461,Figur::N,kisitsit,kuvio
462,Puppe::N,inuusaq,nukke
463,Bündel::N,qilertaq,nippu
464,Bündel::N,qilertaq,kimppu
465,Tasche::N,pooqattaq,laukku
466,Deckel::N,matu,kansi
467,Geschirr::N,anut,astia
468,Tasse::N,tiitorfik,kuppi
469,Tasse::N,tiitorfiup ilorlia,kuppi
470,Topf::N,qoqqoq,pata
471,Kessel::N,uunnaavik,kattila
472,Essen::N,igaaq,syönti
473,Nahrung::N,neqissaq,ruoka
474,Nahrung::N,neqissaq,ravinto
475,Speise::N,nerisassat,ruoka
476,Fleisch::N,neqi,liha
477,Getreide::N,maannineq,vilja
478,Brot::N,iffit,leipä
479,Brot::N,iffiaq,leipä
480,Scheibe::N,igalaassiaq,viipale
481,Fett::N,tarnutissaq,rasva
482,Fett::N,tarnutissiaq,rasva
483,Butter::N,punneq,voi
484,Öl::N,uulia,öljy
485,Salz::N,taratsut,suola
486,Suppe::N,qajoq,keitto
487,Honig::N,tungusunnitsuut,hunaja
488,Milch::N,immuk,maito
489,Tee::N,tii,tee
490,Tee::N,teeq,tee
491,Wolle::N,nuersagassiaq,villa
492,Stoff::N,milliaq,kangas
493,Stoff::N,qarlissiaq,kangas
494,Nadel::N,meqqut,neula
495,Faden::N,ujalussiaq,lanka
496,Knopf::N,attat,nappi
497,Knoten::N,akeroq,solmu
498,Knoten::N,qilerneq,solmu
499,Farbe::N,qalipaat,maali
500,Kleidung::N,atisat,vaatteet
501,Kleidung::N,annoraaq,vaatteet
502,Hemd::N,ilupaaq,paita
503,Kragen::N,qungasiinnaq,kaulus
504,Ärmel::N,aaq,hiha
505,Hose::N,qarliit,housut
506,Gürtel::N,qiterut,vyö
507,Gürtel::N,unngersaq,vyö
508,Mütze::N,nasaq,lakki
509,Schuh::N,skuu,kenkä
510,Schuh::N,ikernuk,kenkä
511,Schuh::N,ateraasaq,kenkä
512,Stiefel::N,kamik,saapas
513,Ring::N,assammiu,sormus
514,Band::N,qilerutissiaq,nauha
515,Kamm::N,illaagutit,kampa
516,Kamm::N,illaajaatit pl.,kampa
517,Spiegel::N,tarrarsuut,peili
518,Riemen::N,allunaaq,hihna
519,Schnur::N,kujaaq,naru
520,Schnur::N,kujaaq,nuora
521,Schnur::N,allunaasaq,naru
522,Schnur::N,allunaasaq,nuora
523,Leine::N,aleq,talutushihna
524,Decke::N,qipik,peite
525,Kissen::N,akit,tyyny
526,Kissen::N,akit,pielus
527,Tuch::N,qarlissiaq,huivi
528,Handtuch::N,allarut,pyyheliina
529,Handtuch::N,allarterut,pyyheliina
530,Kraft::N,pissak,väki
531,Kraft::N,pissak,voima
532,Stärke::N,qerattarsaat,vahvuus
533,Gesundheit::N,peqqisusseq,terveys
534,Krankheit::N,nappaat,tauti
535,Krankheit::N,nappaat,sairaus
536,Schmerz::N,anniaat,kipu
537,Schmerz::N,anniaat,särky
538,Wunde::N,iki,haava
539,Fieber::N,nappaat qanimanartoq,kuume
540,Arznei::N,imigassaq,lääke
541,Brücke::N,ikaartarfik,silta
542,Brunnen::N,tissaluttuliaq,kaivo
543,Weide::N,masarsuk,laidun
544,Pfad::N,aqqut,polku
545,Weg::N,aggerfik,tie
546,Straße::N,aqqusineq,katu
547,Dorf::N,nunaqarfik,kylä
548,Stadt::N,illorpaat,kaupunki
549,Stadt::N,illorpalik,kaupunki
550,Brief::N,allagarsiaq,kirje
551,Buch::N,atuakkat,kirja
552,Buch::N,mappersagaq,kirja
553,Buchstabe::N,naqinneq,kirjain
554,Zeitung::N,aviisi,lehti
555,Zeitung::N,aviisi,sanomalehti
556,Leben::N,inuussuseq,elo
557,Leben::N,inuussuseq,elämä
558,Tod::N,toqu,kuolema
559,Tod::N,toquneq,kuolema
560,Grab::N,iliveq,hauta
561,Grab::N,illissat,hauta
562,Kirche::N,oqaluffik,kirkko
563,Sünde::N,ajorti,synti
564,Arbeiter::N,sulisoq,työläinen
565,Chef::N,ittoqut,päällikkö
566,Meister::N,naalagaq,mestari
567,Arzt::N,katsorsaasoq,lääkäri
568,Lehrer::N,ilinniartitsisoq,opettaja
569,Geld::N,aningaasat,raha
570,Geschäft::N,niuertarfik,liike
571,Laden::N,niuertarfik,puoti
572,Laden::N,niuertarfik,kauppa
573,Preis::N,aki,hinta
574,Ware::N,qaliata pii,tavara
575,Ware::N,nioqqutissaq,tavara
576,Nutzen::N,iluaqut,hyöty
577,Welt::N,nunarsuaq,maailma
578,Land::N,nuna,maa
579,König::N,kunngi,kuningas
580,Macht::N,pissaassuseq,mahti
581,Grenze::N,killik,raja
582,Krieg::N,sorsunneq,sota
583,Feind::N,akeraq,vihollinen
584,Feind::N,akerartorti,vihollinen
585,Feind::N,qinngarsuisoq,vihollinen
586,Kampf::N,sorsunneq,taistelu
587,Pfeil::N,qalugiusaq,nuoli
588,Gewehr::N,aallaat,kivääri
589,Fehler::N,kukkuneq,vika
590,Fehler::N,kukkuneq,virhe
591,Fehler::N,paarlaappaa,vika
592,Fehler::N,paarlaappaa,virhe
593,Unglück::N,perluut,vahinko
594,Unglück::N,perluut,onnettomuus
595,Schuld::N,akiitsugaq,syy
596,Schuld::N,akiligassaq,syy
597,Alter::N,utoqqaq,ikä
598,Schluss::N,isu,loppu
599,Zeit::N,ulloq,aika
600,Zeit::N,akuttoqatigiinneq,aika
601,Tag::N,ulloq,päivä
602,Morgen::N,ullaaq,aamu
603,Morgen::N,ullaaq,huomen
604,Mittag::N,ulloqeqqa,keskipäivä
605,Abend::N,unnuk,ilta
606,Nacht::N,unnuaq,yö
607,Woche::N,sapaatip akunnera,viikko
608,Monat::N,qaammat,kuukausi
609,Jahr::N,ukioq,vuosi
610,Frühling::N,upernaaq,kevät
611,Sommer::N,aasaq,kesä
612,Herbst::N,ukiaq,syksy
613,Winter::N,ukioq,talvi
614,Januar::N,siulleeq,tammikuu
615,Januar::N,qaammaliaq,tammikuu
616,Februar::N,aarlaat,helmikuu
617,März::N,marsi,maaliskuu
618,März::N,martsi,maaliskuu
619,Mai::N,maaji,toukokuu
620,Juni::N,juuni,kesäkuu
621,Juli::N,juuli,heinäkuu
622,August::N,aggusti,elokuu
623,September::N,septembari,syyskuu
624,Oktober::N,oktobari,lokakuu
625,November::N,novembari,marraskuu
626,Dezember::N,detsembari,joulukuu
627,Montag::N,ataasinngortoq,maanantai
628,Dienstag::N,marlunngorneq,tiistai
629,Mittwoch::N,pingasunngorneq,keskiviikko
630,Donnerstag::N,sisamanngorneq,torstai
631,Freitag::N,tallimanngorneq,perjantai
632,Samstag::N,arfininngorneq,lauantai
633,Sonntag::N,sapaat,sunnuntai
634,Sonntag::N,sapaati,sunnuntai
635,groß::A,angivoq,iso
636,groß::A,angivoq,suuri
637,klein::A,mikivoq,pieni
638,lang::A,takisooq,pitkä
639,kurz::A,naatsoq,lyhyt
640,breit::A,silippoq,leveä
641,schmal::A,amitsoq,kapea
642,dicht::A,torsusooq,taaja
643,dick[Gegenstand]::A,issuvoq,paksu
644,dick[Gegenstand]::A,issusooq,paksu
645,dünn::A,amitsoq,ohut
646,fein::A,mamarpoq,hieno
647,fest::A,tangeqarpoq,luja
648,flach::A,nalimmappoq,litteä
649,flach::A,nalimmappoq,tasainen
650,glatt::A,quasak,sileä
651,glatt::A,quasak,siloinen
652,hart::A,mattusooq,kova
653,hart::A,manngerpoq,kova
654,hart::A,titeqquluppoq,kova
655,weich::A,nerumaarpoq,pehmeä
656,rund::A,ammallorippoq,pyöreä
657,spitz::A,qummukujooq,terävä
658,scharf::A,ipippoq,terävä
659,stumpf::A,anngerpoq,tylsä
660,schwer::A,oqimaappoq,raskas
661,schwer::A,oqimaappoq,painava
662,schön::A,kusanarpoq,kaunis
663,heiß::A,kiappoq,kuuma
664,warm::A,oqorpoq,lämmin
665,kalt::A,issippoq,kylmä
666,kalt::A,issippoq,viluinen
667,kühl::A,pueqqortippoq,viileä
668,feucht::A,isugutavoq,kostea
669,feucht::A,qaasernarpoq,kostea
670,nass::A,imerorpoq,märkä
671,trocken::A,panerpoq,kuiva
672,voll::A,ulikkaarpoq,täysi
673,leer::A,imaattuarpoq,tyhjä
674,offen::A,ammavoq,avonainen
675,geschlossen::A,matuvoq,suljettu
676,sauber::A,eqqippoq,puhdas
677,sauber::A,sukuluippoq,puhdas
678,sauber::A,ipeqanngilaq,puhdas
679,schmutzig::A,tapappoq,likainen
680,schmutzig::A,minguppoq,likainen
681,roh::A,aapavoq,raaka
682,reif::A,qaarulerpoq,kypsä
683,süß::A,tungusunnippoq,makea
684,bitter::A,qasilippoq,karvas
685,bitter::A,qasilippoq,kitkerä
686,hell::A,qaamavoq,kirkas
687,hell::A,qaamavoq,valoisa
688,dunkel::A,qernerpoq,pimeä
689,schwarz::A,qernerpoq,musta
690,weiß::A,qaqorpoq,valkea
691,rot::A,aappaluppoq,punainen
692,gelb::A,sungaarpoq,keltainen
693,blau::A,tungujorpoq,sininen
694,grün::A,qorsooqqippoq,vihreä
695,grau::A,qaserpoq,harmaa
696,billig::A,akikippoq,halpa
697,billig::A,akikippoq,huokea
698,wertvoll::A,erlinnarpoq,arvokas
699,blind::A,tappiippoq,sokea
700,blind::A,isigisaqanngilaq,sokea
701,taub::A,tusilarpoq,kuuro
702,kräftig::A,pissaq,väkevä
703,kräftig::A,pissaq,voimakas
704,kräftig::A,pissarsuaq,väkevä
705,kräftig::A,pissarsuaq,voimakas
706,stark::A,sanngivoq,vahva
707,schwach::A,nakuippoq,heikko
708,fett::A,pualavoq,lihava
709,schlank::A,tuappoq,hoikka
710,schlank::A,tuappoq,solakka
711,hübsch::A,aatsialaq,soma
712,hübsch::A,aatsialaq,sievä
713,böse::A,ajorpoq,paha
714,böse::A,ajorpoq,häijy
715,dumm::A,taqajak,tyhmä
716,dumm::A,taqajak,typerä
717,dumm::A,sikkilluppoq,tyhmä
718,dumm::A,sikkilluppoq,typerä
719,dumm::A,qaatusimasaqanngilaq,tyhmä
720,dumm::A,qaatusimasaqanngilaq,typerä
721,faul::A,eqiasuppoq,laiska
722,faul::A,eqiattortuvoq,laiska
723,fleißig::A,eqiasuippoq,ahkera
724,geizig::A,iasilaarpoq,saita
725,geizig::A,tukkuippoq,saita
726,klug::A,mallak,älykäs
727,klug::A,ittanneq,älykäs
728,klug::A,kutaappoq,älykäs
729,klug::A,kuttaappoq,älykäs
730,klug::A,qarasagippoq,älykäs
731,lieb::A,akisooq,rakas
732,lustig::A,piikulavoq,hauska
733,lustig::A,piikulavoq,iloinen
734,sanft::A,isumagippoq,lauha
735,sanft::A,isumagippoq,lempeä
736,hungrig::A,kaappoq,nälkäinen
