,Concept_ID,cv,uz
719,zuerst::ADV,пирвай,avval
720,einmal::ADV,пӗррехинче,bir marta
721,manchmal::ADV,хӑш чухне,onda-sonda
722,oft::ADV,тӑтӑш,tez-tez
723,immer::ADV,ялан,har vaqt
724,niemals::ADV,нихӑҫан та,hargiz
725,hier::ADV,кунта,shu erda
726,hierhin::ADV,кунта,beri
727,von hier::ADV,кунтан,shu erdan
728,dort::ADV,унта,ana
729,dort::ADV,ҫавӑнта,ana
730,dorthin::ADV,унта,u yerga
731,dorthin::ADV,ҫавӑнта,u yerga
732,geradeaus::ADV,тикӗс,to'g'ri
733,vorwärts::ADV,малалла,ilgari
734,rückwärts::ADV,хыҫала,qoloq
735,zurück::ADV,каялла,orqada
736,unten::ADV,аялта,pastda
737,hinab::ADV,аялта,tubanga
738,oben::ADV,ҫӳлте,ustida
739,hinauf::ADV,ҫӳле,yuqorida
740,überall::ADV,таҫта та,har erda
741,überall::ADV,пур ҫӗрте те,har erda
742,überall::ADV,кирек ӑҫта та,har erda
743,nicht::ADV,мар,ämas
744,ein wenig::ADV,пӑртак,biroz
745,kaum::ADV,аран,arang
746,sehr::ADV,питӗ,ancha
747,so::ADV,апла,shunday
748,noch::ADV,татах,hali
749,nur::ADV,ҫех,yolg'iz
750,schon::ADV,ӗнтӗ,endi
751,wieder::ADV,каллех,yana
752,vergebens::ADV,харам,bekorga
753,vor::PRP,умӗнче,burun
754,hinter::PRP,кайра,ketida
755,unter::PRP,айне,ostida
756,unter::PRP,айӗпе,ostida
757,unter::PRP,айӗнче,ostida
758,unter::PRP,ҫитеспе,ostida
759,durch::PRP,витӗр,bo'ylab
760,neben::PRP,патӗнче,yonida
761,zwischen::PRP,хушшинче,orada
762,wegen::PRP,пула,sababli
763,wegen::PRP,пирки,sababli
764,dies::PRN,ку,o'sha
765,dies::PRN,ҫак,o'sha
766,das::PRN,ҫав,narigi
767,alles::PRN,пурте,har nima
768,alles::PRN,йӑлт,har nima
769,ich::PRN,эп,men
770,du::PRN,эс,sen
771,er::PRN,вӑл,u
772,wir::PRN,эпир,biz
773,ihr::PRN,эсир,siz
774,sie::PRN,вӗсем,ular
775,was::FPRN,мӗн,nima
776,was::FPRN,мӗскер,nima
777,was::FPRN,мӗн те пулин,nima
778,wer::FPRN,кам,kim
779,wo::FADV,ӑҫта,qaerda
780,wohin::FADV,ӑҫта,qayerga
781,wie::FADV,епле,qanday
782,wie::FADV,мӗнле,qanday
783,warum::FADV,ма,nega
784,warum::FADV,мӗншӗн,nega
785,wieviel::FNUM,миҫе,qancha
786,eins::NUM,пӗр,bir
787,eins::NUM,пӗрре,bir
788,zwei::NUM,ик,ikki
789,zwei::NUM,икӗ,ikki
790,zwei::NUM,иккӗ,ikki
791,drei::NUM,виҫ,uch
792,drei::NUM,виҫӗ,uch
793,drei::NUM,виҫҫӗ,uch
794,vier::NUM,тӑват,to'rt
795,fünf::NUM,пилӗк,besh
796,fünf::NUM,пиллӗк,besh
797,sechs::NUM,улт,olti
798,sechs::NUM,ултӑ,olti
799,sechs::NUM,улттӑ,olti
800,sieben::NUM,ҫич,etti
801,sieben::NUM,ҫичӗ,etti
802,sieben::NUM,ҫиччӗ,etti
803,acht::NUM,сакӑр,sakkiz
804,acht::NUM,саккӑр,sakkiz
805,neun::NUM,тӑхӑр,to'qqiz
806,neun::NUM,тӑххӑр,to'qqiz
807,zehn::NUM,вунӑ,o'n
808,zehn::NUM,вуннӑ,o'n
809,elf::NUM,вун пӗр,o'n bir
810,zwölf::NUM,вун ик,o'n ikki
811,zwölf::NUM,вун икӗ,o'n ikki
812,zwölf::NUM,вун иккӗ,o'n ikki
813,zwanzig::NUM,ҫирӗм,yigirma
814,dreißig::NUM,вӑтӑр,o'ttiz
815,vierzig::NUM,хӗрӗх,qirq
816,fünfzig::NUM,аллӑ,ällik
817,sechzig::NUM,утмӑл,oltmish
818,siebzig::NUM,ҫитмӗл,etmish
819,achtzig::NUM,сакӑр вунӑ,sakson
820,achtzig::NUM,сакӑр вуннӑ,sakson
821,neunzig::NUM,тӑхӑр вун,to'qson
822,neunzig::NUM,тӑхӑр вунӑ,to'qson
823,neunzig::NUM,тӑхӑр вуннӑ,to'qson
824,hundert::NUM,ҫӗр,yuz
825,tausend::NUM,пин,ming
826,und::CNJ,та,va
827,oder::CNJ,е,yo
828,stehen::V,тӑр,turmoq
829,sitzen::V,лар,o'tirmoq
830,liegen::V,вырт,yotmoq
831,hängen::V,усӑнса тӑр,osilmoq
832,hängen::V,ҫакӑнса тӑр,osilmoq
833,werden::V,пул,bo'lmoq
834,passieren::V,пул,bo'lib o'tmoq
835,beginnen::V,пуҫлан,boshlanmoq
836,enden::V,пӗт,bitmoq
837,enden::V,вӗҫлен,bitmoq
838,wechseln::V,улшӑн,o'zgarmoq
839,aufgehen[Sonne]::V,тух,chiqmoq
840,untergehen[Sonne]::V,анса лар,botmoq
841,scheinen[Sonne]::V,пӑх,yaraqlamoq
842,donnern::V,кӗмсӗртет,gulduramoq
843,donnern::V,авӑт,gulduramoq
844,wehen::V,варкӑш,elpimoq
845,strömen::V,тӑкӑн,oqmoq
846,fließen::V,юх,oqmoq
847,sich drehen::V,ҫаврӑн,aylanmoq
848,schwanken::V,чӳхен,qoqilmoq
849,schwingen::V,суллан,lopillamoq
850,fallen::V,кип,tushmoq
851,fallen::V,тӳр кип,tushmoq
852,fallen::V,татӑлса ан,tushmoq
853,brennen::V,ҫун,yonmoq
854,rauchen::V,мӑкӑрлан,tutamoq
855,rauchen::V,тӗтӗм кӑлар,tutamoq
856,regnen::V,ҫумӑр ҫӑвать,yomg'ir yog'moq
857,gefrieren::V,шӑн,muzlamoq
858,tauen::V,ирӗл,ärimoq
859,schmelzen::V,ирӗл,ärimoq
860,trocknen::V,тип,qurimoq
861,sieden::V,вӗре,qaynamoq
862,faulen::V,ҫӗр,chirimoq
863,verfaulen::V,ҫӗр,chirimoq
864,reißen::V,ҫурӑл,qayt qilmoq
865,versinken::V,пут,g'arq bo'lmoq
866,vergehen::V,ирт,o'tmoq
867,erscheinen::V,курӑн,zuhur ätmoq
868,erscheinen::V,курӑнса кай,zuhur ätmoq
869,verschwinden::V,ҫухал,yo'qolmoq
870,sinken::V,чак,pasaymoq
871,abnehmen::V,чак,kamaymoq
872,zunehmen::V,пысӑклан,urchimoq
873,steigen::V,ҫӗклен,oshmoq
874,wachsen::V,ӳс,o'smoq
875,glänzen::V,ҫиҫ,porlamoq
876,funkeln::V,ялкӑш,yalt ätmoq
877,funkeln::V,йӑлтӑртат,yalt ätmoq
878,lärmen::V,шавла,taraq ätmoq
879,läuten::V,шӑнкӑравла,jiringlamoq
880,klingeln::V,шӑнкӑравла,jiringlamoq
881,klirren::V,калтлат,sharaqlamoq
882,klirren::V,шӑнкӑлтат,sharaqlamoq
883,brausen::V,ахӑр,vag'illamoq
884,rauschen::V,вашӑлтат,shitirlamoq
885,rauschen::V,чашӑлтат,shitirlamoq
886,klingen::V,янӑра,yangramoq
887,bellen::V,вӗр,hurmoq
888,heulen::V,ула,uvlamoq
889,blasen::V,вӗр,puflamoq
890,pfeifen::V,шӑхӑр,xushtak chalmoq 
891,schreien::V,кӑшкӑр,qiyqirmoq
892,stöhnen::V,йынӑш,nola qilmoq
893,zittern::V,чӗтре,titramoq
894,leben::V,пурӑн,yashamoq
895,geboren werden::V,ҫурал,tug'ilmoq
896,atmen::V,сывла,nafas chiqarmoq
897,trinken::V,ӗҫ,ichmoq
898,essen::V,ҫи,emoq
899,schlucken::V,ҫӑт,yutmoq
900,müde werden::V,ӗшен,horimoq
901,einschlafen::V,ыйха пут,uxlab qolmoq
902,einschlafen::V,ҫывӑрса кай,uxlab qolmoq
903,schlafen::V,ҫывӑр,uxlamoq
904,aufwachen::V,вӑран,uyg'onmoq
905,aufstehen::V,тӑр,qo'pmoq
906,sich erholen::V,кан,dam olmoq
907,krank werden::V,чирле,kasallanmoq
908,krank sein::V,чирле,betob yotmoq
909,schmerzen::V,сур,og'rimoq
910,schmerzen::V,ырат,og'rimoq
911,husten::V,ӳсӗр,yo'talmoq
912,genesen::V,сывал,tuzalmoq
913,genesen::V,тӳрлен,tuzalmoq
914,sterben::V,вил,o'lmoq
915,umkommen::V,вил,halok bo'lmoq
916,sich bewegen::V,куҫ,harakat qilmoq
917,sich rühren::V,хускал,qimirlamoq
918,sich erheben::V,тӑр,qo'pmoq
919,sich setzen::V,лар,o'tirmoq
920,hinfallen::V,ӳк,yiqilmoq
921,laufen::V,ут,yurmoq
922,schreiten::V,ут,yurmoq
923,spazierengehen::V,уҫӑлса ҫӳре,sayr ätmoq
924,spazierengehen::V,уткаласа ҫӳре,sayr ätmoq
925,eilen::V,васка,tezlamoq
926,eilen::V,хыпалан,tezlamoq
927,sich beeilen::V,васка,shoshmoq
928,sich beeilen::V,хыпалан,shoshmoq
929,sausen::V,ыткӑн,chopqillamoq
930,sausen::V,вӗҫтер,chopqillamoq
931,rennen::V,чуп,yugurmoq
932,springen::V,сик,sakramoq
933,klettern::V,улӑх,yuqorilamoq
934,schaukeln::V,йӳрӗн,irg'amoq
935,kriechen::V,шу,ämaklamoq
936,kriechen::V,упален,ämaklamoq
937,schwimmen::V,иш,suzmoq
938,tauchen::V,чӑм,chu'mmoq
939,rudern::V,авӑс,eshkak eshmoq
940,fahren::V,пыр,haydamoq
941,fliegen::V,вӗҫ,uchmoq
942,gehen::V,кай,bormoq
943,weggehen::V,кай,ketoq
944,abfahren::V,тапран,jo'namoq
945,anhalten::V,чарӑн,to'xtamoq
946,hineingehen::V,кӗр,kirmoq
947,eintreten::V,кӗр,kirmoq
948,kommen::V,кил,kelmoq
949,ankommen::V,ҫит,etib kelmoq
950,zurückkommen::V,таврӑн,qaytib kelmoq
951,zurückkommen::V,каялла кил,qaytib kelmoq
952,bleiben::V,юл,qolmoq
953,warten::V,кӗт,poylamoq
954,erwarten::V,кӗт,kutmoq
955,suchen::V,шыра,izlamoq
956,finden::V,туп,topmoq
957,versuchen::V,пикен,chalishmoq
958,vorbereiten::V,хатӗрле,hozirlamoq
959,lieben::V,юрат,sevmoq
960,mögen::V,кӑмӑлла,ardoqlamoq
961,mögen::V,килӗштер,ardoqlamoq
962,lachen::V,кул,kulmoq
963,lachen::V,ахӑлтат,kulmoq
964,rühren::V,ҫулӑх,ta'sirlantirmoq
965,weinen::V,йӗр,yig'lamoq
966,weinen::V,макӑр,yig'lamoq
967,schimpfen::V,вӑрҫ,koyinmoq
968,schimpfen::V,ятлаҫ,koyinmoq
969,sich ärgern::V,ҫиллен,g'azab qilmoq
970,sich fürchten::V,шиклен,hurkmoq
971,fürchten::V,хӑра,qo'rqmoq
972,fliehen::V,тар,qochmoq
973,flüchten::V,чупса тар,qochmoq
974,sehen::V,кур,ko'rmoq
975,anschauen::V,пӑхса ил,razm solmoq
976,ansehen::V,пӑх,razm qilmoq
977,hören::V,илт,äshitmoq
978,zuhören::V,итле,tinglamoq
979,zuhören::V,тӑнла,tinglamoq
980,probieren::V,астив,tatib ko'rmoq
981,riechen::V,шӑршла,iskamoq
982,fühlen::V,туй,sezmoq
983,fühlen::V,сис,sezmoq
984,scheinen::V,туйӑн,tuyilmoq
985,zu sehen sein::V,курӑн,ko'rinmoq
986,vernehmen::V,пӑл,äshitmoq
987,frieren::V,йӳтен,sovuq qotmoq
988,tun::V,ту,ätmoq
989,können::V,пултар,-a olmoq
990,können::V,пултар,-y olmoq
991,wollen::V,те,istamoq
992,anfangen::V,пуҫла,boshlamoq
993,beenden::V,пӗтер,bitirmoq
994,aufhören::V,пӑрах,tinmoq
995,gelingen::V,ӑн,muvaffaqiyat qozonmoq
996,geraten::V,пул,bo'lmoq
997,öffnen::V,уҫ,ochmoq
998,schließen::V,хуп,yopmoq
999,stellen::V,ларт,qo'ymoq
1000,stellen::V,тӑрат,qo'ymoq
1001,setzen::V,ларт,o'tqazmoq
1002,legen::V,хур,yotqizmoq
1003,berühren::V,перӗн,tegmoq
1004,verbinden::V,сып,ulamoq
1005,bedecken::V,вит,bekitmoq
1006,aufhängen::V,ҫак,ildirmoq
1007,anzünden::V,ҫут,yondirmoq
1008,aufheben::V,ҫӗкле,ko'tarmoq
1009,zurücklassen::V,манса хӑвар,ayrilmoq
1010,verlieren::V,ҫӗтер,yo'qotmoq
1011,fallen lassen::V,ӳкер,tushirmoq
1012,machen::V,ту,qilmoq
1013,herstellen::V,ӑстала,chiqarmoq
1014,bauen::V,ту,solmoq
1015,reparieren::V,юса,tuzatmoq
1016,verbessern::V,лайӑхлат,isloh qilmoq
1017,ändern::V,улӑштар,o'zgartirmoq
1018,graben::V,чав,qazimoq
1019,graben::V,чакала,qazimoq
1020,beugen::V,кукӑрт,bukmoq
1021,biegen::V,ав,bukmoq
1022,biegen::V,кукӑрт,bukmoq
1023,drehen::V,ҫавӑр,aylantirmoq
1024,wenden::V,ӳпӗнтер,burmoq
1025,umdrehen::V,ҫавӑр,ag'darmoq
1026,heben::V,хӑпарт,yuksaltirmoq
1027,hochheben::V,йӑт,ko'tarmoq
1028,ergreifen::V,тыт,tutamlamoq
1029,halten::V,тыт,tutmoq
1030,drücken::V,пус,bosmoq
1031,schieben::V,тӗк,surmoq
1032,schieben::V,тӗрт,surmoq
1033,kratzen::V,хыр,qashimoq
1034,lecken::V,ҫула,mijimoq
1035,beißen::V,ҫырт,tishlamoq
1036,beißen::V,хып,tishlamoq
1037,abreißen::V,тат,emirmoq
1038,abschneiden::V,кас,cho'rt kesmoq
1039,binden::V,ҫых,bog'lamoq
1040,stecken::V,чик,suqmoq
1041,brechen::V,хуҫ,sindirmoq
1042,klopfen::V,такка,dukurlamoq
1043,hauen::V,шакка,urmoq
1044,kleben::V,ҫыпӑҫтар,yopishtirmoq
1045,reiben::V,сӑтӑр,surkamoq
1046,streichen::V,сӗр,surkamoq
1047,schleifen::V,хӑйра,qayramoq
1048,schneiden::V,кас,kesmoq
1049,rütteln::V,лӑка,chayqamoq
1050,rütteln::V,силлентер,chayqamoq
1051,schütteln::V,лӑка,chayqamoq
1052,schütteln::V,силлентер,chayqamoq
1053,schwenken::V,сулла,chayqatmoq
1054,schütten::V,тултар,quymoq
1055,füllen::V,тултар,to'ldirmoq
1056,einwickeln::V,чӗрке,chulg'amoq
1057,tragen::V,ҫӗкле,tashimoq
1058,schleppen::V,сӗтӗр,sudramoq
1059,ziehen::V,тӑс,tortmoq
1060,aufbewahren::V,усра,tutmoq
1061,werfen::V,пӑрах,tashlamoq
1062,fangen::V,тыт,tutmoq
1063,packen::V,тыт,opqochmoq
1064,verstecken::V,пытарса хур,yashirmoq
1065,teilen::V,уйӑр,bo'lmoq
1066,teilen::V,пайла,bo'lmoq
1067,schicken::V,яр,yubormoq
1068,bringen::V,кӳр,keltirmoq
1069,hinzufügen::V,хуш,tirkamoq
1070,bekommen::V,ил,olmoq
1071,bekommen::V,туян,olmoq
1072,erhalten::V,ил,olmoq
1073,erhalten::V,туян,olmoq
1074,nehmen::V,ил,olmoq
1075,wählen::V,суйла,saylamoq
1076,auswählen::V,суйла,saylamoq
1077,bewahren::V,упра,saqlamoq
1078,behindern::V,кансӗрле,xalal bermoq
1079,behindern::V,чӑрмантар,xalal bermoq
1080,verderben::V,пӑс,xazon qilmoq
1081,beschädigen::V,пӑс,buzmoq
1082,zerbrechen::V,ват,sindirmoq
1083,zerbrechen::V,ҫӗмӗр,sindirmoq
1084,zerreißen::V,ҫур,yirtmoq
1085,zerstören::V,иш,vayron qilmoq
1086,verbrennen::V,ҫунтар,kuydirmoq
1087,geben::V,пар,bermoq
1088,reichen::V,пар,bermoq
1089,schenken::V,парнеле,sovg'a qilmoq
1090,versprechen::V,тума пул,va'da bermoq
1091,versprechen::V,сӑмах пар,va'da bermoq
1092,wünschen::V,сун,orziqmoq
1093,loben::V,ырла,maqtamoq
1094,küssen::V,чуп ту,o'pmoq
1095,wiegen::V,сиктер,tebratmoq
1096,wiegen::V,силле,tebratmoq
1097,zudecken::V,вит,yopmoq
1098,wecken::V,вӑрат,uyg'otmoq
1099,zeigen::V,кӑтарт,ko'rsatmoq
1100,führen::V,илсе пыр,boshlik bo'lmoq
1101,führen::V,ҫавӑтса пыр,boshlik bo'lmoq
1102,lehren::V,вёрент,o'rgatmoq
1103,unterrichten::V,вёрент,dars bermoq
1104,aufziehen::V,вӗрент,o'stirmoq
1105,leiten::V,тытса пыр,boshqarmoq
1106,antreiben::V,васкат,shoshiltirmoq
1107,lassen::V,пусахла,ruxsat bermoq
1108,lassen::V,хуш,ruxsat bermoq
1109,einladen::V,чӗн,taklif kilmoq
1110,vereinigen::V,пӗрлештер,qo'shmoq
1111,besuchen::V,ҫит,mehmonga bormoq
1112,besuchen::V,кӗрсе кур,mehmonga bormoq
1113,treffen::V,тӗл пул,duchor bo'lmoq
1114,sich versammeln::V,пуҫтарӑн,to'planmoq
1115,spielen::V,выля,o'ynamoq
1116,singen::V,юрла,yalla qilmoq
1117,tanzen::V,ташла,raqs qilmoq
1118,sich trennen::V,уйрӑл,yakkalanmoq
1119,verlassen::V,хӑвар,qoldirmoq
1120,retten::V,ҫӑл,qutqazmoq
1121,bewachen::V,хуралла,qo'rimoq
1122,schützen::V,сыхла,yoniga olmoq
1123,verteidigen::V,хӳтӗле,yoqlamoq
1124,sich schlagen::V,ҫапӑҫ,yoqalashmoq
1125,schießen::V,пер,otmoq
1126,siegen::V,ҫӗн,engmoq
1127,siegen::V,ҫӗнтер,engmoq
1128,ärgern::V,тарӑхтар,jahl chiqarmoq
1129,ärgern::V,ҫиллентер,jahl chiqarmoq
1130,schlagen::V,ҫап,urmoq
1131,treten::V,тап,tepmoq
1132,stechen::V,чик,qadamoq
1133,stoßen::V,чыш,turtmoq
1134,stehlen::V,вӑрла,o'g'rilamoq
1135,stören::V,кансӗрле,tebratmoq
1136,belästigen::V,аптӑрат,g'ashini keltirmoq
1137,belästigen::V,хупла,g'ashini keltirmoq
1138,verbergen::V,пытар,berkitmoq
1139,täuschen::V,суй,aldamoq
1140,betrügen::V,ултала,tirriq qilmoq
1141,töten::V,вӗлер,o'ldirmoq
1142,wohnen::V,чуна пар,istiqomat qilmoq
1143,wohnen::V,парӑнса тӑр,istiqomat qilmoq
1144,arbeiten::V,ӗҫле,ishlamoq
1145,sammeln::V,пух,yig'moq
1146,pflücken::V,тат,termoq
1147,jagen::V,сунара ҫӳре,ov qilmoq
1148,fischen::V,пулӑ тыт,baliq ovlamoq
1149,fassen::V,тыт,ilinmoq
1150,hüten::V,кӗт,boqtirmoq
1151,treiben::V,хӑвала,haydamoq
1152,anbinden::V,кӑкар,bog'lamoq
1153,füttern::V,ҫитер,edirmoq
1154,melken::V,су,sog'moq
1155,hacken::V,вакла,chopmoq
1156,gießen::V,шӑвар,oqizmoq
1157,reifen::V,пиҫ,qizarmoq
1158,zubereiten::V,пӗҫер,pishirmoq
1159,kochen::V,пӗҫер,qaynatmoq
1160,backen::V,пӗҫер,yopmoq
1161,braten::V,ӑшала,qovurmoq
1162,umrühren::V,хутӑштар,atalamoq
1163,stricken::V,ҫых,to'qimoq
1164,nähen::V,ҫӗле,tikmoq
1165,färben::V,пӗвет,bo'yoqlamoq
1166,reinigen::V,тасат,tozalamoq
1167,waschen::V,ҫу,yuvmoq
1168,abwischen::V,шӑл,surkamoq
1169,spülen::V,чӳхе,chaymoq
1170,fegen::V,шӑл,cho'tkalamoq
1171,kehren::V,шӑл,supurmoq
1172,baden::V,шыва кӗр,cho'milmoq
1173,sich waschen::V,ҫӑвӑн,yuvinmoq
1174,ausziehen::V,салан,echintirmoq
1175,anziehen::V,тӑхӑн,kiymoq
1176,sich anziehen::V,тӑхӑн,kiyinmoq
1177,kämmen::V,тура,taramoq
1178,schmücken::V,илемлет,yasatmoq
1179,sagen::V,те,aytmoq
1180,sprechen::V,кала,so'zlamoq
1181,reden::V,сӑмахла,gapirmoq
1182,reden::V,калаҫ,gapirmoq
1183,sich unterhalten::V,пупле,suhbatlashmoq
1184,fragen::V,ыйт,so'ramoq
1185,bitten::V,ыйт,iltimos qilmoq
1186,erzählen::V,каласа пар,aytib bermoq
1187,mitteilen::V,пӗлтер,bildirmoq
1188,mitteilen::V,хыпарла,bildirmoq
1189,nennen::V,те,atamoq
1190,nennen::V,чӗн,atamoq
1191,rufen::V,чӗн,chaqirmoq
1192,prahlen::V,мухтан,gerdaymoq
1193,prahlen::V,вӗҫкӗнлен,gerdaymoq
1194,übersetzen::V,куҫар,tarjima qilmoq
1195,denken::V,шухӑшла,o'ylamoq
1196,glauben::V,ӗнен,ishonmoq
1197,bemerken::V,асӑрха,payqamoq
1198,erkennen::V,палла,tanimoq
1199,begreifen::V,ӑнлан,tushunmoq
1200,verstehen::V,пӗл,anglamoq
1201,lernen::V,вӗрен,o'qimoq
1202,wissen::V,пӗл,bilmoq
1203,wissen::V,ӑнкар,bilmoq
1204,sich erinnern an::V,аса ил,äsni tanimoq
1205,vergessen::V,ман,unutmoq
1206,vergessen::V,манса кай,unutmoq
1207,messen::V,виҫ,o'lchamoq
1208,zählen::V,шутла,raqamlamoq
1209,rechnen::V,шутла,cho'tlamoq
1210,lesen::V,вула,o'qimoq
1211,malen::V,ӳкер,rasm solmoq
1212,zeichnen::V,ӳкер,chizmoq
1213,schreiben::V,ҫыр,yozmoq
1214,besitzen::V,тыт,ägalamoq
1215,kaufen::V,ил,olmoq
1216,kaufen::V,туян,olmoq
1217,verkaufen::V,сут,sotmoq
1218,bezahlen::V,тӳле,to'lamoq
1219,zahlen::V,тӳле,to'lamoq
1220,beherrschen::V,тыт,ägalamoq
1221,ertragen::V,тӳс,chidamoq
1222,Bauch::N,,qorin
